GEOID10,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
560050119,864.5,77.6,731.5,795,151,635
560050112,416.6,37.7,348.1,397,101,288
560050301,832.2,41.4,758.2,742,91,644
560051301,209.0,5.0,193.0,214,12,201
560050401,810.8,41.9,737.6,664,83,576
560051201,143.9,3.2,136.2,114,5,106
560051401,667.0,29.0,608.0,626,102,511
560051402,254.9,3.6,246.2,235,27,206
560052201,512.4,32.9,441.1,551,120,423
560070101,619.1,214.5,347.0,633,378,245
560070102,244.1,54.6,161.4,199,82,112
560070201,570.8,120.9,385.4,638,256,362
560070202,660.8,135.9,438.1,741,271,456
560070302,510.2,121.5,316.8,643,243,383
560070301,507.8,134.6,299.1,584,255,317
560070401,15.2,3.0,12.2,18,4,14
560071601,219.0,30.0,164.0,252,68,176
560071401,118.0,10.0,93.0,134,21,111
560071501,349.0,16.0,314.0,329,42,282
560070801,334.1,51.6,250.3,408,137,256
560070601,28.8,0.5,24.8,35,2,32
560071102,402.6,55.7,322.0,369,81,286
560070901,159.7,12.2,124.4,173,25,141
560070701,153.2,10.7,129.0,154,45,105
560071001,51.0,4.0,46.0,54,5,49
560071101,905.6,210.7,595.1,893,286,592
560090808,374.6,21.5,337.0,310,49,252
560092301,334.7,42.0,263.7,316,87,223
560090101,83.7,4.6,75.7,104,4,99
560090202,415.6,43.5,351.8,376,71,297
560092303,618.9,59.4,512.8,434,107,323
560090301,182.3,7.8,164.7,182,20,160
560090404,472.6,25.2,414.4,419,66,347
560090707,224.0,18.0,192.0,199,27,167
560090606,294.3,15.0,269.5,297,42,251
560092306,550.4,86.1,418.7,631,154,460
560092304,257.9,39.3,195.9,266,85,176
560092302,528.0,44.0,442.0,427,111,299
560092305,421.3,54.7,336.9,531,140,384
560091010,338.1,34.3,280.5,303,60,237
560091313,105.0,2.0,98.0,101,7,94
560092020,94.0,6.9,84.5,118,13,102
560091111,218.9,14.7,185.5,220,27,188
560090902,496.7,66.8,396.9,505,146,353
560090901,643.0,82.1,499.5,684,164,510
560110101,321.0,37.0,258.0,336,76,254
560110102,289.0,34.0,241.0,294,73,212
560110202,554.0,50.0,469.0,498,92,401
560110303,185.0,26.0,137.0,164,34,126
560110707,195.0,13.0,172.0,189,33,149
560110909,94.0,2.0,86.0,66,5,58
560111111,221.0,13.0,200.0,222,25,190
560111212,355.0,22.0,319.0,268,30,234
560111313,255.0,8.0,231.0,255,22,229
560111414,183.0,18.0,157.0,179,42,136
560111515,265.0,14.0,243.0,287,57,220
560111616,332.0,6.0,312.0,309,33,270
560111801,189.0,14.0,170.0,217,45,164
560111802,225.0,10.0,205.0,214,30,178
560112323,56.0,4.0,51.0,57,8,49
560112424,45.0,1.0,42.0,49,6,42
560112626,62.0,1.0,55.0,57,1,55
560130101,735.0,194.0,455.0,713,283,415
560130102,355.0,122.0,200.0,369,185,174
560130104,476.0,177.0,233.0,503,226,274
560130105,722.0,241.0,401.0,775,310,444
560130106,590.0,249.0,268.0,618,263,345
560130201,284.0,45.0,214.0,288,92,186
560130901,368.0,18.0,330.0,361,39,318
560132001,306.0,27.0,262.0,340,65,260
560130701,1091.0,189.0,812.0,1177,276,879
560131001,699.0,73.0,594.0,688,147,534
560131201,89.0,9.0,77.0,86,8,75
560131301,604.0,405.0,129.0,675,533,136
560131901,129.0,20.0,107.0,127,42,83
560132101,284.0,39.0,230.0,280,80,192
560130303,784.0,128.2,575.1,768,220,536
560132201,43.0,0.0,41.0,47,1,46
560132401,69.0,24.0,40.0,55,26,29
560150101,49.0,0.0,49.0,50,3,46
560150201,86.0,7.0,73.0,65,15,49
560151301,159.0,19.0,128.0,111,38,70
560152001,36.0,2.0,33.0,35,6,29
560151006,378.0,97.0,247.0,402,140,252
560170101,830.0,152.0,597.0,832,226,581
560170102,663.0,117.0,476.0,696,177,494
560170204,180.0,20.0,141.0,846,187,644
560170303,913.1,111.0,725.0,149,29,115
560190301,420.0,75.0,307.0,407,93,303
560190407,788.9,95.9,640.8,711,136,569
560190302,262.2,51.6,189.7,284,82,194
560190303,234.3,46.0,170.3,243,67,172
560190304,292.0,45.0,224.0,313,86,221
560190307,249.0,42.0,191.0,256,52,201
560190308,302.6,49.0,235.3,297,62,228
560190408,748.4,100.0,596.7,718,156,541
560190306,211.9,36.8,153.2,227,54,169
560190509,90.0,10.0,72.0,85,8,76
560190214,176.0,22.0,147.0,107,17,88
560190610,121.2,13.3,103.2,158,26,128
560190811,230.8,13.8,208.8,219,23,192
560190912,70.6,4.7,63.6,70,8,62
560190913,20.4,1.3,18.4,13,2,11
560191015,45.0,0.0,44.0,50,2,48
560190305,153.6,31.7,112.0,168,34,131
560214-8,827.9,228.3,488.8,896,357,523
560211-1,1393.1,432.7,785.2,1383,670,688
560211-2,807.0,325.0,394.0,843,448,373
560217-1,53.6,20.9,26.8,44,22,22
560211-3,781.3,317.5,355.6,899,481,379
560211-11,0.0,0.0,0.0,0,0,0
560211-4,445.0,203.0,187.0,517,269,239
560211-5,692.7,276.5,338.4,785,348,421
560211-8,822.0,322.0,390.0,911,479,403
560212-5,948.7,320.5,533.5,1080,424,644
560212-6,1867.6,576.0,1098.3,1381,550,807
560212-7,583.7,192.9,325.0,671,269,381
560212-8,909.6,287.3,512.6,915,340,565
560217-2,16.8,4.0,12.5,19,7,12
560215-2,1164.6,307.7,755.5,1286,392,880
560214-6,1482.3,279.8,1076.7,1535,393,1127
560214-4,611.4,123.3,441.7,516,133,371
560211-6,824.0,387.0,349.0,928,482,428
560214-7,977.7,198.2,657.2,1057,305,739
560211-7,355.0,130.0,180.0,394,180,199
560211-9,523.0,173.0,275.0,578,286,278
560213-5,879.3,277.9,490.4,1039,422,588
560212-1,575.3,185.1,335.9,703,264,426
560212-2,651.7,204.9,377.1,712,278,419
560212-4,582.8,182.0,342.1,652,230,413
560213-9,1219.8,349.7,717.2,1269,545,711
560213-11,1126.8,313.8,691.4,393,150,239
560215-3,1019.6,208.1,722.2,894,307,561
560213-10,755.3,206.8,425.6,772,311,446
560212-3,676.3,235.4,378.1,672,245,420
560211-10,644.0,226.0,331.0,719,399,303
560217-5,178.4,51.9,110.0,131,55,72
560213-8,731.5,221.3,408.4,864,358,492
560215-4,1321.8,228.5,978.3,1192,348,824
560217-3,9.3,2.5,5.7,14,6,8
560212-9,653.0,186.0,370.0,754,350,391
560213-6,928.4,278.3,557.7,870,355,494
560217-4,49.6,13.0,33.3,104,49,52
560213-7,409.3,122.0,247.2,418,177,230
560213-1,774.3,234.8,433.2,856,310,528
560213-2,516.7,179.2,266.8,586,283,283
560213-3,499.0,169.0,252.0,519,247,262
560213-4,676.0,246.0,351.0,799,369,412
560214-1,103.0,19.0,76.0,120,29,88
560214-2,626.2,125.1,433.7,646,194,432
560214-3,295.7,42.9,224.3,286,70,212
560214-5,65.6,4.7,55.3,82,8,73
560214-9,1132.0,257.0,748.0,1045,390,633
560215-1,1018.4,247.0,687.6,1023,398,599
560215-5,649.3,106.2,487.3,533,140,389
560216-2,802.0,89.0,640.0,775,165,600
560212-13,265.8,78.8,152.1,221,82,138
560212-11,775.1,227.3,451.9,768,307,443
560216-1,837.0,70.0,691.0,746,169,550
560216-3,800.0,104.0,631.0,787,182,589
560216-4,103.0,8.0,86.0,88,16,70
560216-5,171.0,13.0,147.0,195,35,159
560212-10,214.0,59.9,137.4,185,68,117
560213-12,678.0,201.0,399.0,738,295,429
560212-14,942.2,336.6,491.0,967,389,566
560212-12,525.5,155.5,300.9,654,242,409
560230101,335.7,42.1,264.0,358,145,199
560230106,142.1,16.1,117.8,122,23,95
560230102,385.6,60.9,286.6,446,131,308
560230103,508.7,60.0,401.4,521,155,354
560230104,203.0,31.3,151.3,238,77,149
560230105,115.0,17.7,85.7,133,57,70
560230209,345.9,10.9,299.2,365,40,318
560230108,339.0,16.0,304.0,339,39,295
560230107,73.0,5.0,67.0,72,13,57
560230201,875.0,66.0,661.0,916,128,756
560230202,286.0,17.0,234.0,245,25,213
560230203,859.0,228.0,541.0,732,273,437
560230204,467.0,42.0,366.0,430,55,359
560230205,785.0,92.0,611.0,696,131,547
560230206,535.0,38.0,417.0,506,65,428
560230207,1044.0,58.0,843.0,959,107,840
560230208,530.0,50.0,426.0,469,60,399
560230210,1046.0,254.0,703.0,978,299,661
560250101,565.3,176.3,333.8,639,324,299
560250102,584.0,197.0,314.0,603,288,296
560250103,775.0,248.0,429.0,958,412,515
560250106,1196.8,249.8,815.4,1251,425,802
560250306,1161.6,235.3,826.5,1128,317,794
560250310,2508.3,463.4,1835.0,1695,431,1243
560250107,526.0,129.0,313.0,549,227,301
560250206,1233.0,235.0,873.0,1150,290,844
560250901,1147.4,159.0,912.9,1138,260,873
560250302,794.0,192.0,516.0,926,353,552
560250402,1000.9,90.3,855.9,899,175,711
560250401,920.0,153.0,663.0,652,219,410
560250104,951.0,280.0,555.0,912,352,542
560250105,547.0,200.0,287.0,611,271,327
560250205,650.0,174.0,432.0,721,249,467
560250210,1016.0,213.0,683.0,1123,348,767
560250109,1065.6,161.7,805.4,979,262,692
560251202,393.7,78.1,280.6,418,132,281
560250301,315.8,81.7,192.3,378,130,240
560250204,571.0,163.0,349.0,700,252,440
560250203,615.0,120.0,412.0,715,243,449
560250201,850.5,218.2,548.0,938,375,547
560250802,291.8,46.7,231.5,286,88,194
560250801,1264.3,214.4,928.7,1139,370,741
560250901C,2.3,0.3,1.8,3,1,2
560250110,680.5,186.7,416.1,746,302,424
560250207,1351.0,223.5,1011.8,1406,378,1009
560250208,195.7,30.0,147.6,167,44,119
560250208C,1197.2,183.5,902.7,1023,270,728
560250209,584.0,87.0,446.0,702,222,472
560250303,810.6,195.5,528.7,942,361,559
560250308,1286.7,268.8,884.7,1207,446,717
560250309,620.0,125.0,432.0,706,231,463
560250305,681.2,155.4,467.1,870,288,570
560250803,534.7,58.3,420.0,549,123,407
560250804,1026.0,118.0,836.0,948,190,737
560250805,1157.0,93.0,953.0,878,202,664
560250304,1127.2,243.2,758.6,1270,406,830
560250701,147.0,22.0,114.0,181,49,127
560250702,86.0,6.0,75.0,101,14,85
560251401,25.0,0.0,25.0,22,1,21
560250501,53.0,12.0,37.0,76,17,58
560251101,121.0,4.0,110.0,110,12,95
560251102,136.0,20.0,109.0,130,25,102
560251103,285.0,49.0,217.0,246,68,174
560251104,122.0,5.0,109.0,94,21,72
560251301,97.0,10.0,86.0,84,5,78
560251302,78.0,2.0,72.0,72,6,66
560270102,61.0,0.0,60.0,67,1,64
560270302,61.0,0.0,57.0,66,1,61
560270401,102.0,2.0,98.0,89,3,85
560270601,345.0,34.0,291.0,362,87,270
560270602,598.0,71.0,473.0,557,141,401
560270701,147.0,8.0,137.0,147,11,136
560290101,370.0,44.0,300.0,312,61,247
560290201,1014.7,144.5,793.0,806,168,619
560290301,752.3,101.9,581.3,751,163,572
560290302,1073.2,170.5,816.0,957,185,756
560290202,867.0,165.0,612.0,810,226,570
560290401,1169.8,174.9,933.1,1092,228,850
560292401,729.9,137.9,506.0,753,260,473
560290803,148.8,12.5,128.9,163,23,131
560291601,652.0,166.0,430.0,588,197,383
560290402,208.9,19.2,170.6,206,36,167
560292501,671.0,156.0,422.0,714,224,469
560290601,502.0,46.0,409.0,497,92,392
560290702,70.0,9.0,53.0,79,10,68
560290901,428.0,103.0,256.0,514,183,323
560290904,517.0,123.0,331.0,440,153,274
560291001,501.0,60.0,399.0,483,114,366
560290907,801.1,166.7,536.7,888,284,570
560291002,800.9,113.3,595.3,797,175,609
560291102,72.0,15.0,53.0,82,28,52
560292101,650.0,71.0,529.0,607,114,483
560292301,274.0,30.0,223.0,270,57,211
560292402,475.0,96.0,326.0,528,128,391
560292502,456.0,94.0,322.0,487,128,351
560292503,524.0,78.0,403.0,575,121,441
560290905,482.0,85.0,338.0,568,171,381
560290801,138.0,12.0,118.0,126,15,108
560292403,227.0,50.0,152.0,215,65,145
560290802,195.2,25.5,152.1,196,35,158
560290902,324.0,65.0,226.0,397,113,279
560310101,340.0,55.0,259.0,383,129,236
560310102,343.0,81.0,238.0,371,127,235
560310103,585.0,93.0,420.0,576,177,380
560310104,391.0,78.0,284.0,403,161,229
560316-2,164.0,21.0,136.0,121,27,93
560310106,540.0,69.0,435.0,793,197,577
560310201,647.0,136.0,449.0,647,278,352
560310301,75.0,20.0,46.0,73,36,34
560310601,232.0,28.0,182.0,250,83,163
560310901,78.0,9.0,62.0,75,21,53
560311001,203.0,21.0,166.0,181,34,143
560311201,572.0,57.0,479.0,246,46,195
560312001,359.0,51.0,281.0,416,91,312
560330202,426.0,127.0,251.0,461,174,277
560330203,881.0,185.0,608.0,1099,323,758
560331301,489.8,85.3,371.1,445,126,307
560330304,716.0,169.0,464.0,768,259,492
560330305,796.0,176.5,559.3,861,243,612
560330601,643.3,107.9,490.1,753,199,539
560330404,200.0,52.0,122.0,198,70,120
560330403,790.1,155.9,538.3,769,240,506
560330101,511.0,83.8,370.0,547,185,349
560330303,353.2,84.2,239.0,315,106,206
560331101,781.4,130.7,593.3,810,208,583
560330701,270.8,49.1,198.9,282,81,194
560331201,1385.0,283.0,1020.0,1334,358,957
560331601,256.0,24.0,224.0,204,32,171
560331801,68.0,9.0,55.0,56,16,39
560330204,686.0,148.0,451.0,653,239,402
560330205,1050.5,267.8,692.1,1023,267,737
560330302,371.0,138.0,171.0,389,160,223
560330402,725.5,156.9,470.7,838,304,516
560330501,169.7,30.4,126.8,190,47,140
560330901,51.0,3.0,47.0,52,9,40
560331001,164.0,16.0,139.0,179,25,152
560330801,591.0,138.0,410.0,561,190,361
560331901,278.0,40.0,217.0,274,67,202
560330201,531.7,90.6,397.3,592,191,393
560331701,405.2,42.7,331.7,390,103,280
560331702,303.8,49.3,230.3,296,87,205
560332001,461.6,62.7,360.1,434,115,313
560332002,153.4,21.3,117.9,139,34,103
560350101,956.0,225.0,625.0,955,284,658
560350104,585.0,63.0,486.0,550,112,424
560350103,971.0,135.0,748.0,846,169,661
560350201,504.6,33.9,446.2,634,92,533
560350402,268.8,44.1,205.7,277,51,216
560350204,185.2,12.4,163.8,105,13,92
560350202,379.4,29.6,332.3,395,53,336
560350401,339.0,58.0,257.0,349,88,255
560350501,201.0,43.0,145.0,217,74,141
560370304,141.0,31.0,100.0,171,78,81
560370401,463.0,120.0,285.0,464,202,243
560371001,630.0,159.0,389.0,691,320,347
560370404,834.0,182.0,570.0,842,334,482
560370501,209.0,48.0,139.0,251,107,136
560370603,359.0,65.0,259.0,419,142,269
560370403,330.0,60.0,244.0,378,123,245
560370505,452.0,65.0,345.0,404,175,213
560371006,707.0,164.0,447.0,763,300,446
560371201,243.0,38.0,184.0,276,90,179
560371301,33.0,4.0,26.0,26,5,20
560372401,94.0,1.0,88.0,73,4,68
56039040102,580.8,387.8,133.3,580,411,164
560390101,1184.6,610.9,443.6,1064,586,460
56039010301,510.9,273.6,185.9,529,285,230
56039010101,799.4,291.7,416.1,759,338,411
56039010201,774.7,502.5,171.1,741,511,209
560390105,1844.1,1206.7,428.2,1809,1273,500
560390103,79.7,39.4,32.5,47,25,22
560390402,803.9,453.2,259.2,795,493,286
560390106,983.0,605.0,281.0,940,594,332
560390104,539.2,319.8,148.7,486,277,198
560390107,736.0,482.0,179.0,743,466,269
56039010202,933.0,597.0,234.0,866,554,290
560390201,928.2,450.7,387.8,929,460,450
560390301,339.0,165.0,126.0,365,215,146
560390501,313.0,119.0,152.0,305,134,166
560390401,576.4,378.8,138.9,581,417,157
56039040201,701.0,431.0,203.7,714,433,275
560410101,1639.0,306.0,1060.0,1578,521,1018
560410102,1724.0,277.0,1247.0,1738,492,1187
560412-2,271.0,35.0,207.0,241,59,180
560410301,875.5,100.1,680.2,858,244,591
560410302,540.5,32.9,436.8,507,94,395
560410402,586.3,47.1,446.0,571,158,388
560430301,490.0,51.0,387.0,500,84,405
560430501,825.0,124.0,621.0,902,258,634
560430502,859.0,137.0,614.0,955,270,670
560430503,537.0,79.0,405.0,557,163,387
560430505,1103.0,141.0,884.0,1146,267,860
560450101,647.0,47.0,574.0,569,92,468
560452-1,476.0,52.0,411.0,448,83,362
560450201,185.0,6.0,160.0,165,25,130
560450301,273.0,11.0,255.0,242,24,213
560450401,504.0,36.0,451.0,503,107,382
560450501,468.0,46.0,386.0,449,94,339
560071201,303.6,52.2,224.6,302,66,227
560071202,221.3,40.4,161.8,257,69,185
560130601,545.8,121.2,373.3,520,160,350
560130501,1307.4,347.3,812.3,1274,412,822
560130103,634.8,260.5,309.4,652,313,317
560150802,249.3,21.8,210.9,281,60,217
560150801,231.7,20.2,196.1,260,56,201
560150901,135.5,19.4,101.4,131,47,81
560150902,122.5,17.6,91.6,119,42,74
560410201,845.9,84.8,654.7,794,139,644
560412-1-2,12.1,1.2,9.3,140,59,74
560410103,1083.0,213.0,719.0,1003,334,647
560410403,416.1,48.9,323.4,481,86,378
560410401,476.7,56.0,370.6,407,131,261
560010301,90.1,44.0,29.8,71,42,27
560010312,1788.9,711.6,730.3,1880,980,855
560010514,130.7,36.0,80.8,84,44,36
560010602,1228.5,571.8,466.6,1344,683,625
560010313,1212.9,645.5,368.4,1248,768,441
560010512,631.0,341.5,177.8,676,430,231
560010601,1196.5,541.4,469.5,1049,609,418
560010614,466.6,211.1,183.0,410,179,227
5600141-4,957.1,396.1,410.3,540,279,240
560010516,432.1,231.6,125.3,399,267,114
560010501,902.2,478.9,272.2,912,546,343
560010511,141.6,75.9,41.1,128,96,31
560010314,529.5,275.7,172.0,686,435,240
560010115,452.7,107.8,299.5,444,157,281
560010112,28.2,6.7,18.7,27,10,17
560010111,22.6,5.4,14.9,22,8,14
560010113,38.7,9.2,25.6,37,13,24
560010114,45.9,10.9,30.4,44,16,28
5600141-1,1245.5,515.5,533.9,1257,648,579
5600104131,383.6,158.8,164.4,497,262,225
560010402,607.9,251.6,260.6,787,415,357
5600141-2,190.8,79.0,81.8,291,130,160
560151801,102.3,3.9,92.9,89,8,80
560151701,106.0,7.0,97.0,102,21,78
560151802,203.7,10.1,185.1,214,18,193
560151601,265.3,18.9,224.7,251,48,193
560151502,78.0,8.7,66.8,77,22,53
560151501,140.7,14.4,120.6,135,38,93
560151008,789.7,115.4,608.5,736,216,508
560151010,239.4,52.6,171.4,190,78,106
560151007,340.0,76.0,220.0,415,162,248
560151001,104.3,29.0,68.2,213,110,99
560151003,381.8,74.0,270.8,276,105,163
560151005,252.9,41.0,184.1,293,105,186
560151009,459.9,77.9,360.1,495,159,328
560151004,552.5,125.5,382.7,563,192,363
560151002,332.5,65.5,235.3,379,143,232
560450503,599.4,70.2,484.8,661,151,480
560450502,373.6,30.8,311.2,331,82,244
560131401,566.1,50.8,473.2,550,95,437
560131501,213.9,19.2,178.8,181,30,150
560131801,1208.0,137.4,979.6,1163,219,915
560130801,491.2,257.5,167.0,435,288,141
560131601,206.8,36.4,154.5,195,55,135
560131701,379.9,75.5,265.1,436,161,269
560130401,488.7,304.6,100.9,535,408,119
560130305,1070.5,228.7,740.4,1151,346,784
560130306,901.0,172.7,644.2,928,251,655
560130304,479.9,89.6,337.5,460,141,300
560130302,323.3,52.3,229.8,335,117,208
560130301,577.8,86.2,432.8,797,224,555
560371901,148.0,18.0,114.0,146,49,93
560372001,341.3,15.0,306.3,357,33,321
560372101,36.4,8.2,28.1,43,17,23
560371202,503.4,52.6,416.4,451,111,330
560370701,596.1,60.4,495.1,531,97,424
560372501,61.6,2.2,57.3,62,14,47
560372301,120.4,12.8,95.7,163,24,138
560370601,542.0,135.0,345.0,606,247,344
560370101,81.3,3.9,71.7,72,22,48
560370902,68.0,8.0,51.0,78,18,59
560370901,201.0,23.0,159.0,194,56,128
560371004,1928.0,370.0,1339.0,1856,612,1192
560371003,692.0,139.0,475.0,667,225,423
560371002,271.0,72.0,161.0,285,139,137
560371005,1072.0,224.0,735.0,1085,372,692
560370303,507.8,110.7,350.1,419,159,246
560370301,387.9,90.9,260.7,348,155,185
560370302,616.4,135.6,424.4,841,317,500
560370305,259.9,62.9,163.7,315,148,157
560370503,1622.0,295.1,1181.4,1316,428,857
560377011,255.0,37.4,195.0,103,32,66
560370602,480.5,88.6,344.5,518,194,309
560370502,1421.0,244.9,1023.6,1041,311,710
560370402,422.0,84.0,285.0,307,102,202
