GEOID10,Tot_2010_tot,Wh_2010_tot,Bl_2010_tot,Hisp_2010_tot,Nat_2010_tot,Oth_2010_tot,Asn_2010_tot,Pac_2010_tot,Bl+_2010_tot,Nat+_2010_tot,Asn+_2010_tot,Pac+_2010_tot,Tot_2010_vap,Wh_2010_vap,Bl_2010_vap,Hisp_2010_vap,Nat_2010_vap,Oth_2010_vap,Asn_2010_vap,Pac_2010_vap,Bl+_2010_vap,Nat+_2010_vap,Asn+_2010_vap,Pac+_2010_vap,Tot_2018_tot,Wh_2018_tot,Bl_2018_tot,Hisp_2018_tot,Nat_2018_tot,Oth_2018_tot,Asn_2018_tot,Pac_2018_tot,Bl+_2018_tot,Nat+_2018_tot,Asn+_2018_tot,Pac+_2018_tot
3700101,4869,4332,309,138,10,59,20,1,338,24,24,11,3686,3309,257,79,8,24,8,1,262,19,8,5,4886.1,4445.0,221.7,121.1,10.8,85.3,0.0,2.1,270.8,38.7,1.1,9.3
3700102,4491,4250,103,66,19,41,12,0,117,41,18,1,3483,3321,81,40,17,15,9,0,85,28,11,1,4765.6,4416.7,113.4,38.0,30.3,126.4,40.0,0.7,122.7,129.3,58.0,0.9
3700104,5414,4702,497,142,11,42,19,1,522,33,21,4,4194,3642,420,88,9,23,11,1,429,27,13,2,5539.9,4541.8,526.6,402.1,12.6,56.9,0.0,0.0,559.6,52.3,0.0,0.0
3700105,3339,3039,185,74,6,25,10,0,199,14,13,3,2681,2455,152,48,6,14,6,0,158,12,7,3,3493.9,2987.2,209.4,226.1,9.6,59.8,1.2,0.5,260.9,18.4,8.5,0.9
3700107,4383,3960,185,159,15,48,16,0,214,39,32,1,3307,3011,149,104,12,16,15,0,157,27,18,1,4409.7,3788.7,256.2,210.4,24.8,109.9,19.0,0.8,360.2,35.9,52.0,3.3
3700111,4575,2397,1641,407,52,74,4,0,1715,91,18,2,3476,1836,1342,220,43,31,4,0,1373,66,9,1,4566.9,2594.6,1546.3,277.0,34.9,98.5,10.7,5.0,1613.8,70.8,41.2,5.0
3700113,5429,2891,1500,934,18,58,28,0,1568,79,37,0,4070,2311,1178,521,13,25,22,0,1195,51,29,0,5827.1,2986.2,1516.3,1248.8,5.9,67.0,0.4,2.5,1659.7,18.0,0.7,5.1
37001035,6446,5522,503,233,24,98,66,0,554,46,103,3,5660,4927,421,166,16,68,62,0,450,32,95,3,6947.2,5492.5,538.9,588.1,5.0,140.6,182.0,0.0,623.6,40.3,234.0,1.7
3700103C,2814,2399,207,74,1,43,90,0,230,9,103,1,2153,1884,148,44,1,19,57,0,157,9,61,0,2950.0,2453.3,244.4,212.1,0.0,16.7,23.5,0.0,254.5,3.8,26.4,0.0
3700103N,5712,4983,424,128,3,70,101,3,457,17,129,6,4955,4378,350,96,1,50,77,3,369,13,102,6,6800.6,5653.5,481.7,427.2,24.9,27.1,186.1,0.0,481.7,24.9,213.2,0.0
3700103S,7024,5173,926,402,8,166,346,3,1050,54,382,12,5580,4240,729,260,8,75,265,3,774,35,282,8,8068.0,5901.6,863.8,268.2,3.6,199.9,812.4,18.5,1009.6,60.8,812.4,18.5
3700103W,3231,2755,262,130,9,38,35,2,285,22,49,5,2408,2080,198,72,8,20,28,2,208,16,35,5,3480.7,2770.4,436.3,114.3,20.1,78.6,61.0,0.0,520.0,43.2,61.0,4.3
37001063,4940,1695,1503,1629,18,49,45,1,1590,86,54,4,3498,1449,1037,940,15,21,35,1,1076,49,41,3,4671.9,1272.5,1433.9,1826.5,0.0,84.9,54.0,0.0,1514.2,48.9,54.0,0.0
37001064,5874,3921,661,1098,24,51,119,0,711,178,142,1,4345,3126,476,626,13,23,81,0,498,98,89,1,6224.0,4066.0,595.0,1299.0,0.0,186.0,78.0,0.0,771.0,18.0,78.0,0.0
3700106E,3113,1842,817,348,18,75,13,0,879,58,27,4,2371,1542,578,196,13,31,11,0,597,39,20,2,2846.7,1918.4,650.7,176.6,24.8,58.2,6.0,12.0,667.7,41.0,11.5,12.0
3700106N,4468,1758,1444,1116,22,84,44,0,1531,80,60,3,3167,1450,1027,623,18,20,29,0,1048,55,35,2,4643.8,1512.6,1414.1,1444.4,27.6,233.0,12.0,0.0,1659.5,118.2,29.0,0.0
3700106S,3937,2905,604,270,23,56,79,0,657,59,92,0,3130,2368,469,186,17,24,66,0,492,39,70,0,4172.3,2626.3,967.0,419.5,22.6,119.3,17.7,0.0,980.8,28.2,125.0,0.0
3700106W,1973,1031,483,365,5,48,41,0,526,32,43,5,1505,899,338,211,4,21,32,0,352,27,34,3,2101.5,869.4,513.9,588.6,2.4,53.5,73.7,0.0,513.9,25.4,73.7,0.0
3700108N,4140,3330,326,391,12,67,13,1,390,44,17,3,3118,2590,255,233,11,21,7,1,271,32,10,1,3611.7,2936.6,447.3,82.1,21.9,121.8,0.0,2.1,564.3,66.8,0.0,9.0
3700108S,2209,1957,101,89,4,54,4,0,132,36,9,1,1694,1541,70,52,4,24,3,0,78,27,6,1,2780.3,2226.3,495.5,28.1,13.2,17.2,0.0,0.0,512.7,13.3,0.0,0.0
3700109N,2315,1772,393,93,8,41,8,0,420,29,11,0,1834,1414,329,59,4,20,8,0,340,15,11,0,3119.9,2269.2,459.2,235.3,11.4,113.9,31.1,0.0,567.2,80.9,67.4,0.0
3700109S,6217,4684,657,708,42,105,20,1,755,88,50,9,4661,3664,519,386,33,40,18,1,549,59,29,4,6377.1,4736.4,608.7,804.5,44.5,160.6,19.5,3.0,693.3,114.4,82.5,3.0
37001103,4209,3128,383,586,9,64,38,1,442,35,58,2,3146,2486,267,335,8,24,25,1,288,23,35,1,4109.2,3006.2,612.7,320.9,12.2,154.9,2.3,0.0,788.2,85.7,12.8,0.0
3700110N,4386,3343,663,243,20,93,22,2,732,69,35,7,3292,2586,503,137,12,36,17,1,523,42,21,4,4891.1,3653.5,549.4,496.1,15.0,77.2,100.0,0.0,649.1,35.0,118.3,0.0
3700110S,8086,5545,1798,446,25,172,92,8,1944,95,137,8,5931,4202,1310,249,18,79,68,5,1364,62,89,5,10397.2,6636.4,2671.3,586.8,9.0,284.7,209.0,0.0,2971.1,200.0,233.0,24.0
37001124,2455,1797,327,250,10,52,19,0,357,32,23,2,1948,1481,276,145,9,23,14,0,284,24,16,2,2503.9,1910.3,244.0,287.3,0.0,33.6,28.7,0.0,255.2,8.5,42.7,0.0
37001125,2662,2092,284,194,10,30,52,0,317,23,52,0,2197,1817,201,125,6,14,34,0,213,15,34,0,2498.2,1858.5,222.6,327.2,0.0,83.0,3.6,3.3,282.6,96.0,3.6,3.3
37001126,2038,1887,66,46,3,19,16,1,76,8,21,2,1713,1609,50,30,3,8,12,1,55,7,14,2,2001.6,1871.5,51.3,58.7,0.0,10.5,7.2,2.4,53.2,8.6,7.2,2.4
37001127,6951,2222,3157,1347,13,137,63,12,3314,101,83,24,4922,1739,2325,736,10,60,45,7,2386,65,54,12,8245.0,2561.0,3946.1,1277.0,0.0,315.9,134.0,11.0,4166.4,78.2,135.6,20.0
37001128,3682,1407,1296,780,14,109,71,5,1390,67,96,8,2757,1223,951,480,11,38,52,2,985,45,66,5,4223.5,1331.9,1601.7,1192.6,8.6,17.8,70.8,0.0,1609.4,45.1,70.8,0.0
