GEOID10,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
150010101,1241.5,820.2,294.7,1200.8,918.1,233.3,1285,1022,239
150010115,406.0,268.2,96.4,392.7,300.2,76.3,400,299,97
150010102,736.6,486.6,174.9,712.4,544.7,138.4,761,600,145
150010110,228.7,156.8,52.5,219.9,174.2,36.8,317,248,65
150010111,701.3,480.7,160.9,674.0,533.9,112.9,723,637,77
150010109,151.0,103.5,34.6,145.1,114.9,24.3,206,148,51
150010103,187.9,126.5,41.3,185.6,146.1,31.7,253,221,27
150010104,1417.5,953.8,312.2,1400.2,1102.2,238.9,1700,1348,318
150010105,552.0,356.0,137.0,542.0,418.0,100.0,663,529,123
150010106,124.1,89.7,24.2,120.2,97.2,16.9,127,111,16
150010112,642.4,430.0,154.3,618.1,489.6,98.3,607,478,120
150010113,677.8,462.3,154.1,649.8,509.5,101.9,798,602,185
150010107,485.9,351.3,94.8,470.8,380.8,66.1,513,401,100
150010108,212.0,144.0,48.0,204.0,158.0,38.0,222,170,45
150010114,502.8,346.8,110.5,481.1,374.9,74.8,401,317,74
150010201,1988.7,1361.2,452.9,1942.8,1565.0,296.2,2081,1629,436
150010203,1654.3,1144.7,362.7,1610.1,1294.4,239.9,1686,1310,349
150010202,1124.5,732.2,288.5,1099.7,882.6,173.3,1320,1032,272
150010208,688.1,483.2,142.6,665.8,533.4,95.7,849,701,134
150010205,604.6,417.2,126.3,585.4,461.0,87.7,757,591,155
150010204,595.9,418.5,123.5,576.7,462.0,82.9,544,435,98
150010206,838.3,602.2,163.1,826.2,682.2,96.0,959,820,121
150010207,664.7,446.8,140.4,644.2,494.3,102.4,540,442,95
150010307,1159.0,798.3,268.0,1136.0,942.9,161.1,1235,1004,209
150010308,1273.7,874.6,298.1,1249.2,1034.6,177.7,1602,1294,296
150010301,1475.3,1004.9,355.9,1449.1,1193.3,208.1,1459,1176,258
150010501,478.7,289.0,134.2,462.3,337.5,90.8,487,376,98
150010305,1302.9,853.3,310.8,1263.2,973.6,223.0,1602,1284,303
150010304,1492.7,1117.9,275.8,1472.0,1271.8,167.3,1265,1016,240
150010302,310.1,232.3,57.3,305.8,264.2,34.8,359,282,74
150010303,426.0,319.0,78.7,420.1,363.0,47.8,382,298,80
150010402,1161.1,723.8,288.9,1119.4,844.6,199.8,1078,821,227
150010306,1849.1,1280.0,419.2,1810.8,1508.2,255.2,2031,1681,334
150010401,1278.1,821.8,313.9,1234.3,935.8,228.4,1299,1043,211
150010403,1914.3,1136.3,589.6,1865.2,1343.5,404.9,1896,1429,409
150010406,1678.3,996.3,516.9,1635.4,1177.9,355.0,1512,1079,395
150010405,2082.2,1339.7,465.5,1970.3,1489.7,313.6,2060,1645,336
150010407,350.2,223.1,73.7,336.2,258.6,48.6,484,423,41
150010408,745.7,475.0,157.0,715.7,550.7,103.6,795,600,177
150010502,1040.3,628.0,291.8,1004.7,733.5,197.2,995,791,172
150010503,1303.0,897.0,273.0,1257.0,960.0,222.0,1281,965,271
150010504,448.0,351.2,84.1,444.1,381.5,43.0,405,364,40
150010505,800.0,508.8,201.9,779.9,581.5,157.0,769,563,186
150010506,1178.1,609.0,448.0,1121.0,695.0,324.0,1315,966,320
150010507,322.9,206.9,78.3,309.4,242.7,47.4,332,271,57
150010508,366.2,263.0,68.9,353.6,283.6,47.6,362,302,50
150010509,597.7,403.0,139.2,579.1,458.1,88.8,714,587,113
150010510,231.1,154.8,55.2,224.0,175.6,36.7,335,269,58
150010512,840.0,563.8,206.4,817.1,616.4,162.1,1049,806,226
150010511,1494.7,1006.1,363.4,1452.9,1100.2,284.5,1392,1092,279
150010601,1047.1,616.7,354.7,1019.6,668.2,298.8,1073,713,344
150010604,828.5,490.7,273.3,810.7,542.9,232.1,1023,647,364
150010602,2474.1,1323.1,957.3,2394.6,1433.5,822.4,2466,1632,784
150010603,732.2,392.8,282.0,708.7,430.7,238.7,847,486,357
150010607,575.3,314.5,217.6,557.1,367.3,168.2,664,437,220
150010605,1489.5,799.7,553.7,1438.7,888.3,462.3,1245,791,430
150010606,1119.8,611.3,421.3,1088.5,713.7,330.8,929,612,305
150010701,1172.2,650.6,416.0,1134.6,785.5,287.1,1015,644,346
150010608,1191.7,661.4,423.0,1153.4,798.5,291.9,1225,959,245
150010702,2373.7,1328.1,832.1,2300.7,1528.6,645.5,2444,1711,696
150010708,122.8,66.7,45.3,121.1,77.8,37.7,155,100,52
150010703,2412.9,1347.0,864.9,2337.2,1496.6,717.9,2335,1532,764
150010704,455.2,252.7,164.1,442.6,283.6,136.4,306,201,96
150010706,1193.6,789.4,283.0,1172.4,902.8,224.9,1408,1111,273
150010705,1692.0,1122.7,396.5,1663.4,1273.3,326.6,1620,1233,370
150010707,755.5,494.0,186.2,739.8,581.9,130.1,748,582,151
150071401,1751.0,1054.0,514.0,1617.0,1126.0,397.0,2025,1425,543
150071402,1651.0,1038.0,433.0,1544.0,1156.0,308.0,1878,1469,362
150071403,921.0,567.0,220.0,880.0,692.0,127.0,1049,873,154
150071404,3403.1,2083.8,988.0,3189.1,2449.0,561.1,3279,2446,753
150071405,1252.9,784.2,378.0,1173.9,897.0,228.9,911,680,206
150071502,1166.0,821.0,279.0,1128.0,931.0,137.0,1557,1289,251
150071501,2745.0,1540.0,926.0,2603.0,1846.0,635.0,2817,2023,722
150071503,1941.0,1231.0,576.0,1858.0,1462.0,301.0,1714,1295,388
150071504,2455.0,1577.6,729.3,2314.9,1810.7,424.2,2349,1746,575
150071601,1351.1,831.7,394.3,1302.8,949.5,295.5,1361,972,356
150071505,1017.9,623.7,309.4,971.2,710.8,213.3,1147,882,244
150071602,2775.0,1695.0,852.0,2644.0,1986.0,557.0,2698,1899,755
