GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_tot,Wh_2018_tot,His_2018_tot,BlC_2018_tot,NatC_2018_tot,AsnC_2018_tot,PacC_2018_tot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_tot,Wh_2019_tot,His_2019_tot,BlC_2019_tot,NatC_2019_tot,AsnC_2019_tot,PacC_2019_tot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap
370210001.1,2310,1461,75,728,22,32,8,2124,1390,66,637,19,27,3,2650,1744,60,711,69,81,0,2371,1672,37,560,42,67,0,2815,1783,79,842,60,61,0,2459,1718,54,595,32,49,0
370210053.1,4056,3808,132,60,46,11,3,3129,2976,68,40,36,10,3,4797,4165,339,283,11,0,11,3567,3323,109,112,7,0,11,4463,3901,276,253,3,4,24,3418,3141,116,130,0,2,17
370210068.1,6334,5431,583,170,84,62,9,4821,4288,331,95,59,41,7,7333,6363,622,339,86,80,31,5586,5170,218,98,34,33,33,7130,6050,682,171,71,106,48,5430,4914,312,85,35,41,48
370210022.2,2249,2126,45,42,12,25,1,1950,1867,29,29,9,19,1,2407,2337,23,13,0,24,19,2064,2000,22,14,0,13,1,2459,2245,59,109,0,31,28,2046,1902,39,70,0,12,4
370210027.2,832,789,15,14,5,9,2,721,688,11,11,3,6,2,910,897,5,2,0,3,3,783,773,4,2,0,2,0,919,865,13,28,0,7,4,772,737,8,17,0,2,1
370210058.1,2364,2155,128,32,24,17,9,1863,1736,73,25,16,11,4,2506,2267,143,29,21,20,0,2082,1984,41,17,15,15,0,2646,2365,182,32,8,30,0,2149,2037,54,20,7,26,0
370210059.1,4208,3971,68,60,71,46,4,3404,3257,40,31,52,25,2,4700,4467,62,98,72,25,10,3797,3627,34,80,57,18,0,4894,4472,103,129,175,27,14,3881,3659,29,101,88,22,0
37191000004,6241,4905,262,939,50,116,11,4506,3614,165,630,32,73,9,6838,4910,571,1342,22,52,0,4839,3716,164,908,13,41,0,6895,4902,661,1300,25,52,0,4896,3724,229,872,27,42,0
37191000026,4465,1712,983,1737,49,58,12,3264,1386,562,1273,34,36,1,4146,1543,1125,1414,15,6,20,2471,1276,150,1018,15,3,0,3961,1466,1227,1191,22,14,20,2343,1221,198,880,13,14,0
37191002530,6198,2921,573,2661,65,34,8,4906,2490,362,2026,48,28,7,6745,3192,737,2759,23,242,42,4842,2808,118,1808,23,10,0,6350,2967,626,2699,20,437,47,4643,2607,130,1770,20,14,0
3706100CALY,1559,965,302,284,19,7,4,1223,795,185,232,16,5,2,1310,738,385,149,41,8,0,893,653,82,128,29,0,0,1553,912,368,218,34,53,1,1064,800,18,175,24,45,1
37191000028,7582,3138,2566,1835,90,52,11,5325,2515,1519,1246,60,40,10,7482,2443,2992,2007,32,38,0,3921,1969,591,1316,28,22,0,7181,2499,2791,1819,24,39,0,3728,1998,562,1127,18,28,0
37191000002,5231,3847,353,958,49,58,0,3917,2967,217,680,35,34,0,6064,4402,400,1225,18,28,0,4174,3275,58,822,23,12,0,5700,3939,490,1212,38,25,0,3955,2980,138,796,37,10,0
370210066.1,2558,2146,222,115,40,44,4,2052,1774,140,73,29,37,4,2628,2225,186,151,3,68,0,2173,1922,75,140,3,25,0,2544,2208,199,137,2,3,0,2106,1904,66,127,2,2,0
37143BETHEL,3560,2924,56,549,29,12,2,3010,2559,28,389,25,8,2,3828,2896,104,806,41,0,0,3186,2553,50,541,42,0,0,3787,2901,74,774,54,7,0,3185,2550,50,524,55,9,0
370210044.1,5260,4735,252,127,47,104,5,4056,3729,160,73,38,62,5,6265,5422,550,121,30,178,0,4704,4411,167,40,29,49,0,6200,5355,534,150,3,190,0,4737,4347,256,69,5,64,0
370210024.1,3211,2648,291,214,36,33,7,2485,2145,173,122,26,22,4,4410,3740,426,121,51,95,0,3257,2943,157,69,51,35,0,4035,3384,369,170,23,108,0,3066,2689,211,111,22,43,0
370210048.1,5273,4576,453,168,69,38,5,4049,3645,249,90,46,27,5,6078,5090,746,108,103,51,1,4500,4120,236,61,31,51,1,5879,4952,721,116,57,49,1,4399,4044,234,60,14,47,1
370210038.3,4082,3698,127,172,54,35,6,3176,2920,77,119,44,19,4,3507,3212,192,141,0,14,0,2752,2601,79,59,0,8,0,3595,3377,126,75,3,17,0,2926,2831,50,25,4,10,0
370210036.1,2660,2464,68,85,22,16,1,2276,2112,47,80,18,15,1,2749,2511,21,144,20,17,0,2224,2046,10,144,22,4,0,2701,2465,15,162,11,18,0,2204,2016,10,161,11,4,0
37111FORT-1,1951,1756,68,111,10,4,0,1524,1401,34,79,6,4,0,1970,1690,205,62,11,0,0,1470,1410,2,47,10,0,0,1840,1668,108,53,10,1,0,1435,1385,4,33,8,1,0
37111FORT-2,2561,2335,56,141,17,15,0,2057,1892,33,108,16,10,0,2419,2316,41,48,5,10,0,1963,1918,0,32,4,7,0,2447,2378,14,38,5,10,0,1993,1955,0,26,4,5,0
370210060.2,1300,1075,161,34,14,22,2,1050,904,103,19,13,14,2,2153,1401,22,728,0,0,0,1602,1306,20,275,0,0,0,2412,1515,282,613,0,0,0,1522,1262,20,240,0,0,0
37035000019,1806,1241,128,283,21,145,0,1387,1030,64,198,14,78,0,2167,1297,219,446,32,175,0,1493,1001,18,354,8,109,0,2214,1324,403,316,31,143,0,1501,1040,106,266,8,82,0
37035000006,2873,2525,97,178,10,63,0,2265,2027,55,134,8,42,0,2772,2335,100,258,9,66,0,2170,1955,16,163,10,33,0,3155,2365,130,274,10,373,0,2498,2019,25,179,10,267,0
37035000002,3179,2962,66,51,17,77,0,2437,2307,34,30,17,45,0,3323,2824,70,235,44,150,0,2561,2316,15,140,45,50,0,2976,2832,102,5,36,0,0,2344,2266,35,7,35,0,0
370230029-B,1711,1556,22,41,26,64,4,1281,1186,12,31,21,32,2,1746,1514,76,61,18,60,21,1337,1223,13,23,5,40,5,1538,1285,92,64,7,59,26,1208,1075,24,33,0,46,5
370230029-A,1937,1761,22,48,28,77,7,1450,1341,12,35,21,39,4,1965,1611,126,90,28,104,0,1420,1288,23,18,5,73,0,1788,1425,161,70,20,105,0,1297,1147,47,16,5,76,0
3710900NB35,5818,5400,226,140,50,10,4,4474,4191,146,101,35,6,2,5623,5540,30,45,0,0,0,4445,4400,0,44,0,0,0,5571,5272,165,107,0,18,0,4355,4210,10,105,0,20,0
37035000030,5344,4097,411,518,37,315,3,4153,3354,266,321,27,205,2,6402,4298,898,551,0,665,1,4365,3333,415,385,0,236,0,5919,3744,953,632,0,607,1,4102,3037,431,412,0,226,0
37035000014,2023,1853,69,77,5,21,0,1572,1460,43,51,4,15,0,1880,1623,140,50,39,43,0,1482,1367,39,44,0,29,0,1930,1628,133,115,20,59,0,1459,1304,37,74,0,44,0
37035000032,4598,3105,583,669,30,233,10,3452,2443,369,487,25,147,3,5541,3358,1180,719,67,56,11,3646,2798,274,537,35,7,0,5044,3042,1204,517,141,78,7,3383,2631,270,408,41,32,0
37035000001,4858,4463,153,121,54,58,2,3788,3526,102,86,38,41,2,4471,4133,237,48,0,62,0,3479,3269,107,39,0,61,0,4726,4347,275,52,0,55,0,3491,3251,137,45,0,52,0
370210002.1,4100,2719,100,1180,58,57,5,3264,2346,69,775,46,38,5,3861,2625,98,1002,15,128,25,3051,2246,56,664,14,49,0,3923,2728,70,981,35,116,25,3101,2311,26,649,34,53,0
37035000017,3230,2172,422,450,28,178,2,2484,1829,247,279,18,117,2,2981,1859,646,452,26,15,0,2099,1627,171,280,6,10,0,3302,1783,851,589,20,83,0,2332,1532,251,444,2,86,0
37035000026,2239,2002,74,110,13,49,2,1790,1622,48,80,7,37,2,2294,2145,44,104,35,1,0,1682,1586,26,64,0,0,0,2594,2485,45,64,40,1,0,1898,1834,30,27,0,0,0
37035000024,5731,5053,151,264,34,229,6,4292,3877,98,175,23,122,2,5404,4802,171,403,17,7,0,4332,4030,0,276,15,8,0,5342,4853,133,324,29,9,0,4372,4093,16,231,21,8,0
37023000012,2630,2537,17,14,16,45,1,2063,1998,11,9,12,33,0,2629,2309,29,9,13,265,0,2017,1828,12,5,5,166,0,2916,2572,35,41,12,256,0,2247,2044,19,15,2,167,0
37023000013,4500,4087,115,84,24,184,3,3516,3262,71,49,20,113,3,4808,4282,173,74,1,289,5,3769,3426,117,22,2,199,0,4626,3955,175,118,32,360,6,3784,3304,112,79,31,244,0
37023000015,2414,2081,109,52,30,146,0,1926,1722,75,35,22,77,0,2365,2068,112,14,7,160,1,1875,1714,86,2,7,64,0,2218,1985,25,11,8,183,1,1779,1691,26,3,8,48,0
371350000SM,2810,2388,93,274,36,39,5,2185,1879,62,207,25,20,3,2874,2294,391,124,0,51,0,2003,1790,35,125,0,53,0,3083,2293,416,263,0,47,0,2160,1785,43,285,0,44,0
371350000CP,2974,2464,94,343,33,55,0,2205,1862,51,250,23,35,0,3502,2854,136,269,133,104,0,2365,2063,66,136,52,53,0,3699,2908,184,315,196,100,0,2512,2064,103,229,91,38,0
37063000044,7712,5477,305,1543,58,349,9,5807,4293,162,1094,37,224,4,7898,5557,298,1727,26,395,0,6096,4460,163,1307,8,140,0,7842,5666,274,1611,9,367,0,6138,4605,134,1268,4,103,0
371350000HE,1648,1186,145,276,27,27,1,1230,920,79,202,17,15,1,1774,1229,239,212,29,71,0,1342,1064,38,177,18,45,0,1794,1422,84,198,39,58,0,1430,1177,39,165,18,27,0
37135000ENO,4003,2738,871,297,92,53,8,2926,2188,476,203,63,31,6,4340,2503,1325,413,61,119,0,2740,2121,176,318,39,98,0,4460,2714,1199,451,74,98,0,2954,2274,196,352,40,89,0
37063000045,6717,4578,356,1495,60,263,2,5158,3656,217,1076,37,188,2,7018,4435,479,1888,105,235,0,5378,3696,199,1321,45,64,0,7321,4361,495,2199,86,308,43,5605,3621,188,1598,33,81,0
37063000050,4772,2869,397,1103,39,392,1,3920,2457,282,841,31,324,1,5737,3259,248,1517,21,835,0,4498,2771,240,1114,15,270,0,5998,3395,413,1513,46,711,0,4555,2810,391,1030,34,250,0
37153000004,3097,1811,328,844,128,9,7,2321,1442,196,600,89,6,4,2961,1486,315,1116,96,0,0,1849,1198,40,574,45,0,0,3050,1647,258,1164,50,1,0,1963,1312,25,604,25,2,0
370210011.1,1528,926,39,533,40,6,3,1423,881,36,479,36,6,3,1302,730,14,543,8,8,0,1203,687,8,496,7,8,0,1259,740,24,486,7,7,0,1161,671,10,472,3,6,0
370210045.1,5772,5004,501,175,64,46,15,4486,3998,309,106,53,27,11,6438,5589,380,354,101,36,0,4982,4502,171,193,98,27,0,6283,5424,393,366,78,39,0,4974,4464,188,222,74,31,0
370210039.2,2100,1985,54,24,24,11,0,1643,1572,29,13,17,7,0,2640,1950,443,218,25,0,0,1935,1645,96,166,25,0,0,2520,1929,341,157,95,0,0,1868,1633,84,124,34,0,0
370210039.3,2799,2649,72,33,32,13,2,2184,2097,40,16,24,7,2,2924,2734,119,68,5,0,0,2264,2171,45,42,5,0,0,2855,2693,97,43,18,0,0,2264,2194,42,25,6,0,0
370210037.1,1763,1692,28,10,18,15,4,1412,1373,12,1,14,12,4,1405,1361,4,22,7,13,0,1135,1121,0,3,0,4,0,1505,1459,4,19,11,17,0,1259,1240,0,3,0,10,0
370210003.1,2781,2193,90,439,48,37,0,2413,1947,70,348,37,31,0,2744,2248,148,241,52,58,0,2518,2081,133,224,38,39,0,2678,2219,143,179,87,62,0,2433,2027,129,168,69,39,0
370210054.2,5069,3784,698,417,36,155,11,3815,3006,409,280,23,112,6,4720,3022,921,573,123,108,0,3172,2498,58,485,25,92,0,4774,2989,862,778,69,108,0,3336,2467,90,667,10,87,0
370210018.2,5426,4051,750,444,37,168,10,4087,3215,438,298,22,120,4,5264,4466,126,197,25,450,0,4190,3710,112,160,15,197,0,5532,4863,174,116,7,374,0,4393,3990,134,73,7,184,0
370890000FL,5696,4884,289,275,69,192,13,4415,3857,195,183,51,134,10,5965,5215,342,259,0,249,0,4507,4176,90,134,0,102,0,6054,5188,380,349,0,232,0,4543,4106,101,242,0,90,0
370210052.1,5279,4862,207,73,77,70,5,4108,3813,135,40,59,61,4,5186,4802,342,17,1,0,13,4042,3837,177,15,1,0,0,5348,4997,328,10,2,0,0,4276,4144,119,4,1,0,0
37035000016,4035,2811,545,553,50,123,2,3258,2440,361,372,32,73,2,4061,2608,533,711,13,126,2,3194,2372,236,527,5,39,0,4462,2777,557,980,12,114,2,3559,2579,253,654,4,64,0
37035000029,6249,5071,629,245,43,281,3,4613,3921,368,140,28,160,2,6255,5159,568,211,13,317,7,4251,3978,59,101,15,108,0,6075,5073,677,111,10,214,5,4259,3974,98,71,12,114,0
37035000012,2676,923,404,1266,10,97,1,2013,798,229,928,7,62,1,2280,906,287,1067,10,0,0,1705,779,63,859,5,0,0,2018,879,262,846,9,15,0,1502,762,85,656,2,8,0
37035000023,5222,4570,138,333,49,135,4,3840,3447,85,209,29,74,3,5823,5261,6,430,38,91,0,4566,4234,1,262,40,33,0,5603,4537,8,679,28,350,0,4326,3751,1,383,25,169,0
371050000D1,5637,4464,392,660,46,112,9,4292,3485,240,476,30,70,7,5843,4502,522,569,27,168,23,4308,3399,349,410,27,106,15,5621,4518,478,554,16,39,31,4180,3480,282,371,9,15,20
371050000D2,4892,3862,346,581,40,100,3,3723,3026,213,411,28,62,1,4482,3857,236,354,12,47,0,3701,3353,47,285,12,2,0,4400,3615,285,480,17,18,0,3727,3204,82,421,16,1,0
371050000C1,6631,4962,679,890,98,49,13,4990,3928,390,597,71,32,6,6278,4122,718,1171,316,19,3,4278,3235,160,719,142,17,0,6122,4226,863,679,349,33,2,4452,3342,366,534,183,26,0
371050000C2,5312,3977,541,711,81,38,11,3996,3144,312,475,48,26,6,6167,4581,874,747,35,44,0,4456,3537,368,504,21,27,0,6426,5103,485,764,31,38,0,4878,4004,258,573,21,24,0
371350000WD,4007,2592,455,352,25,604,3,3143,2188,283,243,15,416,1,3777,2179,511,310,16,740,2,2405,1756,114,271,15,244,2,3694,2033,585,265,13,785,2,2349,1758,124,224,13,224,2
37135000WDS,503,325,57,44,3,76,1,395,275,35,30,2,52,0,530,373,29,31,7,88,2,364,314,6,11,7,24,2,545,405,26,29,5,79,2,363,332,0,9,5,16,2
37153000009,7866,5172,248,1991,445,65,6,5936,4083,143,1398,299,44,3,7566,4361,124,2414,642,90,60,5486,3445,115,1583,250,24,0,7290,4252,106,2244,660,74,37,5565,3414,90,1652,335,34,0
371050000E1,3802,2295,864,610,45,39,3,2854,1885,508,427,29,23,3,3755,3119,246,271,2,105,47,2876,2516,78,210,4,28,0,3898,2976,345,485,2,79,31,2889,2467,91,268,4,27,0
371050000E2,6384,3854,1447,1018,75,61,7,4788,3169,856,718,47,41,6,6426,3198,1552,1381,87,220,44,4391,2736,421,1037,54,126,0,6906,3490,1483,1794,60,147,36,4877,2961,461,1298,55,93,0
3708500PR23,8830,6044,1166,1505,191,60,10,6430,4679,627,1053,102,36,2,8992,6231,979,1624,145,10,0,6640,4901,329,1290,116,1,0,9455,5876,1373,2120,142,12,0,7034,4811,488,1677,56,3,0
3708500PR26,5990,4512,388,967,146,34,5,4620,3646,225,650,97,25,2,6275,4449,443,1245,72,17,2,4857,3672,196,941,55,4,0,6239,4256,548,1276,60,19,1,4809,3507,200,1062,37,4,0
3708500PR24,10911,7517,1846,1380,217,52,21,7938,5801,1068,941,143,30,14,11450,7842,1620,1896,157,38,14,7981,6173,447,1244,100,6,0,11038,7539,1688,1624,160,32,9,7644,6001,381,1148,100,7,0
3710100PR14,3061,2600,334,91,30,13,3,2327,2030,202,67,22,8,3,3998,3051,663,216,212,1,0,2621,2308,52,197,62,1,0,3799,2943,522,259,172,1,0,2610,2274,43,218,74,1,0
3708500PR25,5689,2698,390,2504,131,34,12,4317,2208,244,1792,94,24,10,5430,2498,403,2405,118,13,0,4170,2146,78,1819,105,12,0,5367,2590,327,2348,103,7,0,4154,2222,58,1780,92,8,0
3708500PR29,7315,4698,349,2110,120,83,5,5648,3878,226,1414,89,59,3,7831,4825,596,2305,87,21,0,5969,3971,256,1653,82,25,0,7644,4700,615,2224,129,25,0,5806,3920,210,1590,97,25,0
