GEOID10,Tot_2010_tot,Wh_2010_tot,Bl_2010_tot,Hisp_2010_tot,Nat_2010_tot,Oth_2010_tot,Asn_2010_tot,Pac_2010_tot,Bl+_2010_tot,Nat+_2010_tot,Asn+_2010_tot,Pac+_2010_tot,Tot_2010_vap,Wh_2010_vap,Bl_2010_vap,Hisp_2010_vap,Nat_2010_vap,Oth_2010_vap,Asn_2010_vap,Pac_2010_vap,Bl+_2010_vap,Nat+_2010_vap,Asn+_2010_vap,Pac+_2010_vap,Tot_2018_tot,Wh_2018_tot,Bl_2018_tot,Hisp_2018_tot,Nat_2018_tot,Oth_2018_tot,Asn_2018_tot,Pac_2018_tot,Bl+_2018_tot,Nat+_2018_tot,Asn+_2018_tot,Pac+_2018_tot
3800139-01,213,211,0,0,0,2,0,0,0,2,0,0,169,167,0,0,0,2,0,0,0,2,0,0,180.2,178.4,1.5,0.0,0.0,0.3,0.0,0.0,1.5,0.3,0.0,0.0
3800139-02,1881,1814,7,17,13,19,9,2,7,26,17,2,1519,1483,2,9,7,8,9,1,2,15,10,1,1901.4,1727.5,37.9,39.3,27.0,5.7,64.0,0.0,41.9,30.7,67.0,0.0
3800139-03,249,241,1,3,2,2,0,0,2,4,0,0,209,203,1,1,2,2,0,0,2,3,0,0,269.3,243.1,8.5,1.7,0.9,1.0,14.0,0.0,8.5,2.0,14.9,0.0
3800320-06,598,583,0,6,1,8,0,0,1,8,0,0,473,465,0,3,1,4,0,0,0,5,0,0,654.0,642.2,0.0,3.3,0.0,1.7,3.0,3.8,0.0,1.7,3.0,3.8
3800320-10,162,161,0,1,0,0,0,0,1,0,0,1,124,124,0,0,0,0,0,0,0,0,0,0,166.6,164.6,0.0,1.7,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1
3800320-12,506,495,0,6,2,2,1,0,0,3,2,0,385,380,0,1,1,2,1,0,0,2,2,0,518.0,510.9,0.0,5.1,0.5,1.4,0.0,0.0,0.4,0.5,1.0,0.0
3800320-13,509,494,1,5,7,2,0,0,1,13,2,0,394,386,0,2,5,1,0,0,0,8,2,0,542.1,532.9,0.0,0.0,2.4,6.7,0.0,0.0,1.8,2.4,4.9,0.0
3800324-01,703,648,17,9,4,10,15,0,23,9,19,0,540,507,8,4,2,8,11,0,12,5,14,0,621.4,512.2,47.9,6.0,25.4,8.2,21.8,0.0,47.9,33.6,21.8,0.0
3800324-02,1613,1517,17,30,9,27,13,0,29,20,21,1,1294,1235,10,16,7,16,10,0,15,14,15,1,1268.6,1230.5,6.1,6.0,6.8,16.4,2.8,0.0,7.4,11.5,11.8,3.0
3800324-03,999,908,35,16,10,22,7,1,42,19,14,3,882,807,34,12,7,14,7,1,37,14,12,3,1000.4,904.7,23.1,21.0,6.1,40.3,5.2,0.0,27.6,15.9,26.0,10.5
3800324-04,1399,1325,6,20,13,24,11,0,17,23,17,0,1145,1100,6,12,8,10,9,0,10,13,12,0,1454.3,1315.5,94.2,20.3,7.3,16.7,0.3,0.0,94.4,12.3,11.5,0.5
3800324-05,1871,1816,4,21,11,11,8,0,6,21,10,0,1491,1450,4,14,8,9,6,0,6,16,8,0,2090.9,1877.7,65.9,89.6,34.4,6.3,16.9,0.0,65.9,40.7,16.9,0.0
3800324-07,418,409,1,1,0,7,0,0,6,2,0,0,311,308,1,1,0,1,0,0,1,1,0,0,439.5,429.9,0.0,0.2,0.0,1.9,3.3,4.2,0.0,1.9,3.3,4.2
3800324-08,207,206,0,0,0,1,0,0,1,0,0,0,141,141,0,0,0,0,0,0,0,0,0,0,193.6,190.7,0.0,1.0,0.0,0.4,0.7,0.8,0.0,0.4,0.7,0.8
3800324-09,483,469,0,5,1,5,3,0,0,7,6,0,370,361,0,3,1,3,2,0,0,4,3,0,463.9,444.0,2.8,9.7,6.9,0.5,0.0,0.0,2.8,7.4,0.0,0.0
3800324-11,1014,998,1,0,9,6,0,0,3,13,0,0,754,744,1,0,6,3,0,0,1,9,0,0,890.3,826.3,11.2,25.6,23.8,3.3,0.0,0.0,11.7,25.5,1.2,0.0
3800324-14,160,159,0,1,0,0,0,0,0,0,0,0,129,129,0,0,0,0,0,0,0,0,0,0,158.5,148.2,1.4,3.4,4.0,1.4,0.0,0.0,1.8,4.3,0.9,0.0
3800324-15,424,411,1,2,4,6,0,0,1,7,0,3,353,345,1,2,3,2,0,0,1,4,0,1,373.8,322.6,8.5,20.1,21.2,1.5,0.0,0.0,8.5,22.7,0.0,0.0
3800507-01,191,190,0,0,0,1,0,0,0,1,0,0,149,148,0,0,0,1,0,0,0,1,0,0,169.7,160.1,0.0,0.1,1.9,6.7,0.9,0.0,0.0,8.5,1.1,0.0
3800507-02,859,827,0,10,8,13,1,0,4,24,1,0,676,663,0,3,4,6,0,0,1,13,0,0,861.7,828.4,0.0,4.8,2.9,24.1,1.5,0.0,0.0,27.0,5.3,0.0
3800507-03,322,319,0,1,1,0,1,0,0,1,1,0,266,263,0,1,1,0,1,0,0,1,1,0,299.1,290.4,0.1,0.7,1.9,5.7,0.4,0.0,0.1,4.6,0.4,0.0
3800507-04,739,711,1,11,13,2,1,0,1,16,1,0,589,570,1,6,9,2,1,0,1,11,1,0,782.7,712.1,1.9,14.6,48.3,5.7,0.1,0.0,1.9,51.4,0.1,0.0
3800523-05,364,295,0,3,53,13,0,0,1,66,1,0,302,255,0,3,38,6,0,0,1,44,1,0,475.3,172.0,0.0,2.8,291.8,8.4,0.2,0.0,0.0,302.8,0.2,0.0
3800523-06,344,163,0,11,159,11,0,0,0,170,0,0,227,138,0,3,80,6,0,0,0,86,0,0,373.4,111.7,0.0,2.7,252.1,6.7,0.1,0.0,0.0,261.6,0.2,0.0
3800523-07,3135,171,0,26,2903,35,0,0,4,2959,1,2,1773,136,0,12,1608,17,0,0,0,1633,0,1,3177.1,377.4,0.0,17.1,2715.2,65.9,1.6,0.0,10.6,2793.5,5.1,0.0
3800523-08,706,185,0,15,494,11,0,1,1,512,0,4,439,157,0,9,269,3,0,1,0,274,0,2,747.1,164.9,0.0,20.2,518.9,39.7,3.4,0.0,1.3,577.4,8.7,0.0
3800739-01,219,211,0,0,3,1,4,0,0,4,4,0,190,182,0,0,3,1,4,0,0,4,4,0,278.7,257.2,3.2,16.8,1.5,0.0,0.0,0.0,3.2,1.5,0.0,0.0
3800739-02,417,416,0,1,0,0,0,0,0,0,0,0,329,328,0,1,0,0,0,0,0,0,0,0,482.5,445.3,5.6,29.1,2.6,0.0,0.0,0.0,5.6,2.6,0.0,0.0
3800739-03,147,144,0,3,0,0,0,0,2,0,0,0,126,123,0,3,0,0,0,0,2,0,0,0,184.8,170.5,2.1,11.1,1.0,0.0,0.0,0.0,2.1,1.0,0.0,0.0
3800906-01,909,883,2,5,8,10,1,0,9,9,3,1,760,743,1,5,6,4,1,0,4,7,1,1,992.9,946.2,0.2,23.1,1.3,19.4,2.6,0.0,1.3,13.0,2.6,0.0
3800906-03,229,218,0,5,2,4,0,0,0,6,0,0,186,181,0,2,2,1,0,0,0,3,0,0,232.8,220.0,0.0,3.8,7.2,1.7,0.0,0.0,0.7,8.3,0.0,0.0
