GEOID10,Tot_2010_tot,Wh_2010_tot,Bl_2010_tot,Hisp_2010_tot,Nat_2010_tot,Oth_2010_tot,Asn_2010_tot,Pac_2010_tot,Bl+_2010_tot,Nat+_2010_tot,Asn+_2010_tot,Pac+_2010_tot,Tot_2010_vap,Wh_2010_vap,Bl_2010_vap,Hisp_2010_vap,Nat_2010_vap,Oth_2010_vap,Asn_2010_vap,Pac_2010_vap,Bl+_2010_vap,Nat+_2010_vap,Asn+_2010_vap,Pac+_2010_vap,Tot_2018_tot,Wh_2018_tot,Bl_2018_tot,Hisp_2018_tot,Nat_2018_tot,Oth_2018_tot,Asn_2018_tot,Pac_2018_tot,Bl+_2018_tot,Nat+_2018_tot,Asn+_2018_tot,Pac+_2018_tot
50001VD1,1371,1317,1,34,0,13,6,0,4,10,6,0,1052,1012,1,28,0,9,2,0,4,6,2,0,1424.0,1375.0,0.0,35.0,0.0,14.0,0.0,0.0,0.0,11.0,3.0,0.0
50001VD2,1218,1157,3,39,2,10,7,0,6,4,10,1,953,911,0,30,2,7,3,0,1,4,4,1,1316.0,1223.0,42.0,21.0,0.0,21.0,9.0,0.0,45.0,0.0,27.0,0.0
50001VD3,3894,3743,9,47,3,64,28,0,16,51,40,0,3026,2925,6,31,3,45,16,0,10,40,20,0,3914.0,3719.0,82.0,36.0,0.0,0.0,77.0,0.0,88.0,13.0,77.0,0.0
50001VD4,1185,1150,4,13,1,12,5,0,8,8,7,0,906,884,2,9,1,7,3,0,5,6,3,0,987.0,925.9,4.4,11.1,7.4,29.5,8.8,0.0,17.7,23.6,11.1,2.2
50001VD5,2775,2645,17,48,4,39,19,3,29,35,30,3,2171,2089,5,40,4,21,12,0,7,30,19,0,2736.0,2670.0,0.0,35.0,0.0,31.0,0.0,0.0,15.0,4.0,22.0,0.0
50001VD6,164,159,1,3,1,0,0,0,1,1,0,0,145,141,0,3,1,0,0,0,0,1,0,0,161.8,148.6,0.0,5.7,4.5,3.1,0.0,0.0,0.0,7.6,0.0,0.0
50001VD7,298,284,0,4,3,5,2,0,1,7,2,0,248,240,0,2,3,3,0,0,1,5,0,0,328.2,306.4,0.0,3.9,1.5,12.6,3.9,0.0,1.0,6.8,3.9,0.0
50001VD8,323,300,2,3,4,12,2,0,3,15,2,0,262,243,1,2,4,11,1,0,2,14,1,0,346.8,323.6,0.0,4.1,1.5,13.4,4.1,0.0,1.0,7.2,4.1,0.0
50001VD9,1100,1064,6,10,6,12,2,0,8,10,11,2,895,873,1,6,6,8,1,0,2,10,4,1,1197.0,1157.0,5.0,18.0,6.0,11.0,0.0,0.0,5.0,17.0,0.0,0.0
50001VD10,1271,1239,6,5,5,14,2,0,8,15,4,0,956,942,0,2,2,9,1,0,2,8,2,0,1374.0,1319.0,0.0,3.0,0.0,42.0,10.0,0.0,0.0,27.0,25.0,0.0
