GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2018_sen,Dem_2018_sen,Rep_2018_sen,Tot_2018_gov,Dem_2018_gov,Rep_2018_gov,Tot_2018_ag,Dem_2018_ag,Rep_2018_ag,Tot_2018_ltg,Dem_2018_ltg,Rep_2018_ltg
320031392,938,425,488,1165.5,452.6,649.9,1149.0,439.0,668.0,1114.5,480.8,611.3,1111.5,481.9,600.7,1103.6,440.2,619.7,1112.6,458.9,600.8
320031393,340,147,187,394.5,150.4,224.1,391.0,149.0,230.0,388.5,165.2,216.7,387.5,164.1,215.3,385.4,150.8,222.3,392.4,158.1,213.2
320031394,974,456,507,1087.0,441.0,592.0,1071.0,419.0,590.0,978.0,437.0,526.0,979.0,454.0,508.0,973.0,405.0,536.0,974.0,428.0,504.0
320031395,910,357,545,1020.0,375.0,600.0,1003.0,339.0,619.0,878.0,358.0,499.0,879.0,369.0,490.0,875.0,331.0,513.0,881.0,347.0,499.0
320031396,755,445,294,855.0,456.0,365.0,844.0,435.0,346.0,691.0,394.0,274.0,694.0,398.0,269.0,689.0,376.0,282.0,689.0,396.0,265.0
320031400,664,295,355,723.0,258.0,422.0,717.0,275.0,406.0,681.0,272.0,394.0,681.0,258.0,402.0,677.0,243.0,401.0,678.0,253.0,383.0
320031401,762,385,368,836.0,327.0,460.0,825.0,328.0,444.0,738.0,306.0,405.0,738.0,326.0,381.0,736.0,290.0,411.0,747.0,307.0,392.0
320031402,1183,648,509,1566.0,729.0,762.0,1548.0,695.0,756.0,1366.0,689.0,639.0,1367.0,693.0,640.0,1355.0,638.0,671.0,1370.0,658.0,663.0
320031403,346,204,137,359.0,179.0,160.0,356.0,165.0,152.0,308.0,164.0,137.0,308.0,170.0,130.0,306.0,150.0,146.0,308.0,159.0,140.0
320031404,928,412,503,984.0,425.0,495.0,971.0,384.0,537.0,875.0,386.0,469.0,876.0,403.0,449.0,872.0,361.0,486.0,873.0,388.0,460.0
320031405,1163,654,498,1393.0,695.0,607.0,1372.0,672.0,587.0,1164.0,665.0,469.0,1165.0,677.0,448.0,1160.0,638.0,483.0,1165.0,648.0,461.0
320031410,1084,569,501,1299.0,555.0,636.0,1276.0,530.0,647.0,1176.0,598.0,532.0,1176.0,593.0,529.0,1165.0,550.0,553.0,1175.0,571.0,540.0
320031411,1001,508,475,1031.0,465.0,520.0,1010.0,420.0,515.0,918.0,433.0,459.0,916.0,440.0,444.0,915.0,402.0,461.0,924.0,426.0,445.0
320031412,251,146,101,229.9,101.2,117.0,227.7,103.1,106.7,199.5,97.0,96.1,199.5,93.9,97.8,197.3,91.7,97.8,199.8,91.7,95.6
320031413,554,304,244,592.6,260.7,301.7,586.8,265.7,275.1,514.3,249.9,247.8,514.3,242.0,252.1,508.5,236.3,252.1,515.0,236.3,246.4
320031416,251,120,131,271.3,108.2,147.5,268.7,101.4,149.7,243.1,102.9,132.2,242.3,104.3,130.1,241.5,94.0,137.2,242.6,101.4,132.5
320031420,738,321,405,688.0,285.0,379.0,679.0,288.0,369.0,647.0,287.0,345.0,646.0,278.0,353.0,639.0,256.0,358.0,644.0,284.0,337.0
320031421,837,367,452,827.0,347.0,454.0,812.0,333.0,440.0,799.0,348.0,437.0,796.0,336.0,441.0,786.0,302.0,447.0,798.0,307.0,439.0
320031422,525,250,269,570.0,251.0,288.0,556.0,230.0,297.0,549.0,260.0,283.0,548.0,275.0,261.0,545.0,243.0,275.0,547.0,255.0,266.0
320031423,740,383,344,780.0,382.0,355.0,774.0,362.0,371.0,674.0,357.0,296.0,674.0,367.0,292.0,669.0,339.0,303.0,677.0,340.0,302.0
320031424,816,376,429,889.0,411.0,428.0,872.0,388.0,424.0,794.0,383.0,391.0,795.0,393.0,382.0,786.0,347.0,398.0,794.0,381.0,368.0
320031425,548,305,237,755.0,357.0,340.0,749.0,354.0,340.0,656.0,373.0,260.0,655.0,372.0,255.0,647.0,337.0,268.0,660.0,362.0,250.0
320031430,1106,551,541,1291.0,525.0,680.0,1274.0,475.0,709.0,1165.0,508.0,623.0,1168.0,511.0,623.0,1159.0,458.0,642.0,1164.0,489.0,621.0
320031432,308,141,165,331.0,140.0,169.0,323.0,130.0,178.0,315.0,164.0,143.0,316.0,158.0,146.0,312.0,146.0,155.0,317.0,154.0,154.0
320031433,979,493,470,969.2,440.4,444.2,950.0,420.8,466.2,862.7,440.3,389.3,861.7,451.3,381.4,857.8,399.3,408.6,867.2,429.1,385.3
320031434,382,170,208,373.5,160.4,193.7,367.5,147.4,201.2,329.2,152.9,172.3,328.7,153.4,171.3,324.2,132.0,177.3,331.2,146.9,168.8
320031435,837,404,425,886.0,388.0,433.0,877.0,372.0,437.0,728.0,350.0,356.0,729.0,344.0,361.0,726.0,318.0,376.0,740.0,334.0,361.0
320031440,770,448,304,794.7,407.0,342.2,775.5,399.9,306.7,718.4,414.9,265.2,717.4,405.8,267.3,715.4,395.6,277.4,717.6,401.8,260.3
320031441,634,386,238,639.3,328.0,274.8,627.5,322.1,245.3,554.6,324.1,210.8,554.6,316.2,215.7,552.6,302.4,224.6,563.4,314.2,216.7
320031442,1324,662,637,1323.0,576.0,662.0,1312.0,531.0,663.0,1114.0,518.0,560.0,1113.0,519.0,561.0,1109.0,478.0,575.0,1122.0,493.0,547.0
320031444,725,475,238,708.0,388.0,261.0,690.0,364.0,246.0,535.0,327.0,186.0,538.0,326.0,182.0,533.0,304.0,200.0,534.0,315.0,186.0
320031445,709,363,337,637.0,289.0,316.0,632.0,288.0,316.0,575.0,285.0,278.0,573.0,286.0,275.0,569.0,256.0,291.0,576.0,268.0,285.0
320031448,39,26,12,70.6,35.4,31.2,69.8,32.9,31.0,63.5,31.0,29.7,63.3,30.2,30.3,63.0,28.1,30.7,64.3,30.1,29.1
320031449,802,356,432,850.3,325.3,482.4,842.0,329.9,462.1,732.9,304.1,409.4,731.1,299.4,404.8,731.1,278.2,414.1,729.2,281.9,405.7
320031450,575,233,336,570.0,239.0,298.0,559.0,215.0,320.0,529.0,235.0,287.0,530.0,241.0,279.0,529.0,206.0,307.0,540.0,219.0,283.0
320031451,1253,644,580,1293.6,587.9,612.1,1269.2,566.4,618.3,1130.3,574.9,517.6,1130.8,576.8,509.7,1123.5,525.2,544.8,1139.4,554.6,507.7
320031452,926,488,424,953.4,481.1,414.9,934.8,449.6,407.7,771.7,414.1,333.4,774.2,397.2,346.3,764.5,377.8,338.2,780.6,400.4,325.3
320031453,990,559,412,1026.5,499.1,465.3,1007.5,463.1,454.2,886.2,472.1,379.1,886.2,470.0,384.1,882.2,443.0,394.1,880.2,452.0,380.1
320031454,689,379,301,695.0,330.0,337.0,679.0,312.0,310.0,572.0,296.0,257.0,572.0,297.0,252.0,572.0,283.0,266.0,577.0,290.0,252.0
320031455,1098,628,449,1076.0,503.0,514.0,1061.0,474.0,497.0,881.0,464.0,388.0,880.0,446.0,388.0,874.0,429.0,403.0,890.0,452.0,382.0
320031456,915,546,348,939.0,447.0,420.0,927.0,441.0,405.0,811.0,421.0,352.0,814.0,417.0,354.0,807.0,383.0,378.0,818.0,410.0,345.0
320031457,40,24,16,69.7,26.7,39.6,69.0,27.1,37.9,60.1,24.9,33.6,59.9,24.6,33.2,59.9,22.8,33.9,59.8,23.1,33.3
320031460,497,288,203,552.0,262.0,258.0,546.0,249.0,241.0,598.0,303.0,281.0,598.0,299.0,275.0,592.0,281.0,287.0,599.0,302.0,272.0
320031461,919,466,427,1088.0,472.0,551.0,1060.0,448.0,522.0,943.0,482.0,417.0,942.0,474.0,420.0,938.0,444.0,436.0,954.0,470.0,406.0
320031462,491,275,206,487.0,222.0,236.0,475.0,219.0,207.0,397.0,208.0,173.0,400.0,207.0,162.0,399.0,194.0,179.0,404.0,208.0,168.0
320031463,768,424,327,1396.0,605.0,696.0,1381.0,585.0,697.0,1313.0,642.0,630.0,1313.0,640.0,618.0,1302.0,589.0,647.0,1315.0,625.0,612.0
320031464,1558,756,778,2129.0,824.0,1171.0,2101.0,809.0,1140.0,1984.0,870.0,1042.0,1984.0,866.0,1035.0,1970.0,822.0,1052.0,1984.0,858.0,1014.0
320031467,988,488,480,1299.9,419.9,791.5,1291.2,420.4,787.1,1247.5,487.4,717.5,1248.7,492.6,703.2,1238.5,450.9,729.9,1252.3,480.6,699.5
320031468,1018,402,599,1079.1,371.1,641.5,1065.8,373.6,609.9,943.5,373.6,532.5,944.3,379.4,525.8,943.5,346.1,554.1,947.7,369.4,527.5
320031469,1074,482,583,1489.0,466.0,920.0,1468.0,469.0,891.0,1364.0,513.0,799.0,1364.0,518.0,787.0,1353.0,468.0,817.0,1374.0,509.0,774.0
320031470,892,431,449,949.0,355.0,534.0,933.0,356.0,499.0,812.0,322.0,450.0,809.0,331.0,449.0,811.0,299.0,468.0,817.0,317.0,450.0
320031471,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031472,1041,394,624,1369.0,443.0,829.0,1349.0,463.0,785.0,1194.0,433.0,710.0,1194.0,440.0,695.0,1189.0,404.0,716.0,1207.0,448.0,685.0
320031474,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031475,2,2,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031476,125,28,97,184.4,40.6,136.3,183.4,43.1,133.3,230.1,56.1,165.9,230.6,61.7,161.4,230.1,56.1,162.4,230.6,58.6,160.9
320031477,609,337,258,730.0,317.0,357.0,719.0,326.0,339.0,599.0,317.0,263.0,598.0,313.0,256.0,597.0,292.0,279.0,599.0,315.0,259.0
320031478,595,361,224,937.0,472.0,388.0,919.0,440.0,400.0,936.0,524.0,377.0,935.0,516.0,373.0,931.0,490.0,389.0,944.0,515.0,364.0
320031479,669,371,284,756.0,378.0,325.0,744.0,364.0,310.0,656.0,338.0,285.0,657.0,338.0,286.0,653.0,320.0,295.0,656.0,328.0,292.0
320031480,1087,547,520,1763.0,605.0,1030.0,1730.0,615.0,937.0,1680.0,679.0,915.0,1683.0,668.0,928.0,1673.0,638.0,937.0,1680.0,674.0,899.0
320031481,812,362,427,768.0,243.0,483.0,755.0,248.0,420.0,761.0,288.0,430.0,761.0,290.0,423.0,758.0,270.0,444.0,766.0,284.0,422.0
320031482,1006,488,502,1178.0,398.0,688.0,1160.0,436.0,621.0,992.0,400.0,551.0,992.0,389.0,553.0,984.0,371.0,562.0,995.0,420.0,513.0
320031484,826,292,517,900.0,233.0,617.0,883.0,245.0,565.0,826.0,244.0,546.0,825.0,250.0,535.0,819.0,229.0,539.0,834.0,263.0,508.0
320031486,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031490,1088,496,569,1184.0,389.0,710.0,1168.0,392.0,674.0,967.0,368.0,562.0,966.0,357.0,563.0,959.0,332.0,582.0,966.0,355.0,547.0
320031491,324,158,154,507.0,162.0,319.0,505.0,165.0,305.0,494.0,187.0,284.0,496.0,193.0,281.0,494.0,171.0,293.0,497.0,180.0,289.0
320031492,1178,630,521,1188.0,504.0,605.0,1175.0,493.0,574.0,958.0,454.0,455.0,955.0,457.0,442.0,949.0,419.0,455.0,969.0,451.0,435.0
320031493,838,429,396,941.0,380.0,508.0,931.0,379.0,471.0,783.0,359.0,399.0,782.0,350.0,401.0,777.0,321.0,415.0,792.0,363.0,382.0
320031494,934,486,427,1029.0,406.0,556.0,1014.0,420.0,499.0,873.0,374.0,451.0,870.0,359.0,456.0,869.0,355.0,470.0,876.0,348.0,452.0
320031500,449,140,301,927.2,250.1,641.6,914.2,249.4,629.3,1023.5,288.3,718.8,1019.4,281.5,721.5,1016.7,269.2,722.9,1024.2,273.3,722.2
320031501,148,44,103,424.3,114.4,293.6,418.3,114.1,288.0,468.4,131.9,328.9,466.5,128.8,330.2,465.2,123.2,330.8,468.7,125.1,330.5
320031502,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031503,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031508,496,248,241,621.5,252.1,353.2,614.9,248.5,341.3,577.8,259.8,305.3,577.8,253.9,310.7,574.8,237.7,321.5,577.8,255.7,299.4
320031509,938,488,443,1100.6,426.0,623.5,1085.5,409.1,617.7,996.7,442.9,528.9,993.7,442.9,524.9,989.7,415.9,546.8,992.8,432.9,530.8
320031510,747,251,495,825.0,265.0,528.0,820.0,228.0,567.0,747.0,228.0,514.0,745.0,236.0,500.0,742.0,213.0,513.0,748.0,223.0,498.0
320031511,819,397,412,928.0,397.0,482.0,918.0,365.0,502.0,870.0,406.0,443.0,869.0,409.0,440.0,867.0,375.0,463.0,876.0,399.0,439.0
320031512,1441,695,722,1603.7,622.8,914.5,1585.3,603.7,882.3,1592.9,656.1,891.8,1590.7,667.7,879.9,1575.5,597.0,916.8,1586.4,648.6,889.5
320031513,1059,453,598,1367.0,532.0,759.0,1342.0,487.0,780.0,1224.0,477.0,712.0,1221.0,475.0,701.0,1212.0,452.0,707.0,1232.0,466.0,687.0
320031514,949,476,452,1178.0,472.0,621.0,1159.0,450.0,641.0,1043.0,476.0,538.0,1045.0,468.0,544.0,1039.0,430.0,565.0,1054.0,453.0,543.0
320031515,1309,584,697,1772.0,642.2,1038.9,1742.3,625.4,970.2,1593.7,620.2,901.7,1596.0,566.4,842.4,1585.6,585.3,922.0,1610.7,612.9,871.7
320031516,709,347,342,772.7,305.5,415.8,751.1,290.3,381.0,625.9,260.0,326.5,626.8,235.4,306.2,622.9,241.9,340.4,626.3,251.8,324.9
320031517,727,331,382,725.0,301.0,397.0,715.0,320.0,357.0,640.0,277.0,340.0,644.0,273.0,352.0,633.0,239.0,367.0,636.0,268.0,347.0
320031518,1198,482,705,1308.0,506.0,747.0,1293.0,457.0,787.0,1204.0,486.0,705.0,1205.0,490.0,688.0,1196.0,446.0,709.0,1208.0,464.0,696.0
320031519,418,136,273,472.0,141.0,311.0,466.0,106.0,347.0,420.0,115.0,297.0,420.0,127.0,286.0,420.0,108.0,297.0,422.0,116.0,285.0
320031520,641,302,327,652.0,260.0,368.0,641.0,274.0,341.0,609.0,261.0,333.0,612.0,270.0,324.0,611.0,250.0,331.0,613.0,269.0,317.0
320031521,938,316,607,952.0,315.0,599.0,938.0,303.0,590.0,905.0,309.0,582.0,908.0,298.0,586.0,900.0,272.0,593.0,904.0,294.0,581.0
320031522,605,208,386,586.2,205.4,371.0,574.5,212.6,343.5,571.8,225.7,338.3,573.2,227.7,336.3,566.6,206.1,342.2,568.6,211.3,335.0
320031523,1205,664,520,2032.7,850.7,1101.8,2007.3,832.7,1076.7,1847.3,818.7,985.2,1845.3,825.8,980.1,1835.4,763.9,1005.9,1852.8,807.2,967.6
320031524,583,234,340,638.5,250.5,356.9,632.9,242.0,365.4,613.1,250.5,344.7,612.2,244.9,351.3,607.5,228.9,341.9,615.0,242.0,342.8
320031525,1312,568,726,1380.5,526.3,814.0,1362.5,504.6,802.6,1317.8,535.6,762.8,1320.7,522.7,774.0,1310.4,492.7,770.6,1325.2,515.3,755.3
320031526,1036,429,594,1111.5,417.5,658.1,1098.1,423.0,630.6,1064.9,428.5,617.3,1063.8,430.1,616.7,1058.5,387.1,634.1,1064.0,426.0,609.2
320031527,1409,704,685,1733.1,716.1,968.3,1714.1,704.0,937.0,1612.6,720.4,863.4,1612.6,695.0,879.6,1593.1,652.2,900.5,1609.7,696.2,860.4
320031528,745,340,402,1713.2,671.0,943.5,1680.6,641.0,953.8,1747.2,788.7,923.7,1748.2,783.1,919.9,1735.0,728.5,945.3,1758.1,759.1,913.0
320031529,1033,537,488,1545.4,660.6,820.5,1529.5,644.6,796.8,1425.8,639.6,738.3,1425.8,622.0,758.6,1422.6,597.6,762.1,1424.0,635.7,728.4
320031530,749,301,423,705.0,197.0,458.0,694.0,207.0,426.0,640.0,205.0,399.0,640.0,193.0,404.0,634.0,173.0,416.0,653.0,195.0,393.0
320031531,807,211,575,830.4,145.3,627.5,816.6,156.5,596.6,735.8,133.2,553.6,738.4,124.6,515.8,727.2,123.8,549.3,760.7,151.3,506.3
320031532,514,125,379,476.0,71.0,376.0,472.0,75.0,352.0,424.0,66.0,338.0,425.0,69.0,305.0,423.0,60.0,327.0,429.0,71.0,296.0
320031533,5,3,2,2.6,1.3,1.1,2.6,1.2,1.2,10.6,5.3,4.9,10.6,5.2,5.0,10.5,4.9,5.1,10.6,5.2,4.9
320031534,33,16,17,12.0,4.0,7.0,12.0,4.0,7.0,8.0,2.0,6.0,8.0,2.0,6.0,8.0,3.0,5.0,8.0,2.0,6.0
320031535,30,8,20,20.0,4.0,14.0,20.0,4.0,15.0,24.0,5.0,18.0,25.0,6.0,19.0,25.0,5.0,20.0,27.0,4.0,17.0
320031536,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031537,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031538,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031539,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031540,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031541,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031542,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031550,637,289,341,746.5,308.7,402.0,735.6,299.8,400.0,681.0,282.9,378.2,680.0,296.8,366.3,673.0,266.0,379.2,675.0,271.0,367.3
320031551,859,383,460,1704.1,717.3,915.0,1678.4,700.3,882.7,1619.5,741.8,838.5,1622.5,729.4,841.9,1605.2,673.8,857.6,1609.7,707.9,833.3
320031552,432,222,205,643.0,287.0,327.0,635.0,269.0,319.0,561.0,287.0,266.0,561.0,284.0,265.0,558.0,272.0,274.0,557.0,273.0,270.0
320031900,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031904,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031906,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031907,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031908,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031909,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031911,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031916,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031918,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031919,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031920,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031930,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031931,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031932,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031934,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031935,0,0,0,5.5,2.3,3.0,5.4,2.2,3.0,5.0,2.1,2.8,5.0,2.2,2.7,5.0,2.0,2.8,5.0,2.0,2.7
320031936,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031941,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031943,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031944,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031945,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031946,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031950,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031951,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031959,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031960,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031961,17,10,7,75.5,37.1,33.1,75.0,36.2,34.5,306.4,154.8,141.2,306.4,151.1,144.6,305.6,143.4,148.0,307.3,151.1,140.9
320031964,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320031969,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320032008,957,491,437,1068.0,455.0,549.0,1056.0,471.0,474.0,848.0,406.0,396.0,847.0,398.0,404.0,846.0,392.0,408.0,862.0,410.0,390.0
320032037,1067,570,464,1013.0,462.0,498.0,988.0,451.0,447.0,867.0,409.0,418.0,869.0,405.0,422.0,864.0,400.0,413.0,871.0,423.0,391.0
320032044,1110,521,559,1181.0,473.0,645.0,1164.0,477.0,575.0,1037.0,433.0,558.0,1039.0,424.0,559.0,1028.0,398.0,576.0,1059.0,441.0,525.0
320032047,456,263,182,495.7,257.2,208.1,488.1,258.9,187.0,434.8,258.0,162.4,435.7,263.9,150.6,432.3,254.6,159.9,436.5,255.5,148.9
320032048,470,305,157,460.6,230.3,198.0,452.4,227.0,176.2,379.1,211.7,153.7,380.2,199.7,158.6,377.5,203.0,154.8,384.0,210.1,147.2
320032050,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320032052,4,0,4,0.8,0.5,0.2,0.8,0.5,0.2,0.6,0.4,0.2,0.6,0.4,0.2,0.6,0.4,0.2,0.6,0.4,0.2
320032078,173,39,125,135.6,23.7,102.5,133.4,25.6,97.4,120.2,21.8,90.4,120.6,20.4,84.2,118.8,20.2,89.7,124.3,24.7,82.7
320032104,98,49,49,91.6,32.6,53.3,90.7,33.0,50.3,73.9,30.4,40.9,74.1,29.5,41.3,73.9,28.6,40.0,74.7,29.5,41.3
320032106,22,11,11,33.2,11.8,19.4,32.9,12.0,18.2,26.8,11.0,14.8,26.9,10.7,15.0,26.8,10.4,14.5,27.1,10.7,15.0
320032122,321,263,50,356.3,298.5,35.4,346.2,273.2,39.5,244.8,207.1,23.4,244.3,200.7,21.1,244.3,205.3,24.3,246.1,205.3,23.4
320032126,428,247,156,406.0,216.0,167.0,396.0,198.0,145.0,297.0,169.0,112.0,298.0,160.0,117.0,295.0,154.0,120.0,304.0,172.0,101.0
320032133,1009,593,393,1072.1,667.8,341.7,1054.3,632.9,323.7,829.2,530.2,261.1,823.2,519.5,255.1,818.7,497.5,262.8,829.1,520.2,251.4
320032300,1015,690,308,989.3,618.2,310.6,976.8,586.5,309.1,810.0,522.3,252.3,810.8,512.0,256.0,804.9,495.8,260.4,815.2,512.7,245.7
320032301,660,403,245,710.0,398.0,259.0,702.0,405.0,239.0,588.0,376.0,197.0,586.0,353.0,207.0,583.0,337.0,204.0,590.0,369.0,193.0
320032302,820,609,200,834.0,571.0,208.0,823.0,534.0,182.0,621.0,445.0,140.0,623.0,440.0,145.0,620.0,445.0,143.0,625.0,439.0,144.0
320032305,891,596,277,898.0,528.0,310.0,890.0,503.0,280.0,758.0,498.0,226.0,759.0,494.0,224.0,759.0,471.0,234.0,767.0,504.0,221.0
320032306,768,493,265,730.0,418.0,275.0,711.0,409.0,249.0,615.0,378.0,212.0,617.0,366.0,221.0,609.0,343.0,225.0,621.0,367.0,207.0
320032307,355,270,78,428.2,253.2,150.8,419.6,245.7,134.4,343.7,218.6,108.7,342.9,214.1,111.7,341.8,211.1,109.8,346.3,217.4,102.4
320032310,774,502,258,766.0,427.0,276.0,753.0,424.0,253.0,595.0,368.0,198.0,594.0,363.0,192.0,595.0,354.0,204.0,593.0,371.0,187.0
320032311,1031,671,334,1075.0,645.0,366.0,1056.0,632.0,329.0,912.0,598.0,269.0,914.0,587.0,274.0,902.0,573.0,275.0,912.0,593.0,263.0
320032312,896,562,322,873.0,503.0,325.0,864.0,491.0,281.0,696.0,432.0,229.0,696.0,424.0,224.0,691.0,420.0,224.0,710.0,432.0,210.0
320032313,293,206,82,351.7,219.8,110.4,347.2,208.5,109.9,288.0,185.7,89.7,288.2,182.0,91.0,286.1,176.2,92.6,289.8,182.3,87.3
320032314,834,542,280,721.8,426.8,254.2,707.4,414.3,226.6,579.3,368.4,183.3,578.1,360.9,188.3,576.2,355.9,185.2,583.7,366.6,172.6
320032319,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
