GEOID10,Tot_2010_tot,Wh_2010_tot,Bl_2010_tot,Hisp_2010_tot,Nat_2010_tot,Oth_2010_tot,Asn_2010_tot,Pac_2010_tot,Bl+_2010_tot,Nat+_2010_tot,Asn+_2010_tot,Pac+_2010_tot,Tot_2010_vap,Wh_2010_vap,Bl_2010_vap,Hisp_2010_vap,Nat_2010_vap,Oth_2010_vap,Asn_2010_vap,Pac_2010_vap,Bl+_2010_vap,Nat+_2010_vap,Asn+_2010_vap,Pac+_2010_vap,Tot_2018_tot,Wh_2018_tot,Bl_2018_tot,Hisp_2018_tot,Nat_2018_tot,Oth_2018_tot,Asn_2018_tot,Pac_2018_tot,Bl+_2018_tot,Nat+_2018_tot,Asn+_2018_tot,Pac+_2018_tot
3200101,1597,1211,38,148,37,59,103,1,57,59,140,9,1184,922,25,87,32,35,82,1,32,45,104,8,1556.1,1102.6,26.7,221.0,24.1,119.0,62.7,0.0,26.7,38.1,124.7,0.0
3200102,1763,1269,38,207,43,127,78,1,91,110,130,26,1256,949,31,117,35,56,67,1,56,67,90,14,2078.1,1524.4,123.0,169.6,75.7,135.4,50.0,0.0,190.5,136.8,140.2,27.9
3200103,1147,834,30,147,28,57,50,1,53,50,90,16,857,654,19,83,24,31,45,1,31,33,68,10,1302.1,753.9,104.2,341.3,2.7,15.9,75.5,8.6,104.2,2.7,91.5,15.9
3200104,1662,1222,80,204,39,65,48,4,106,66,91,13,1259,985,48,116,30,40,38,2,58,49,65,7,1454.0,949.9,4.2,229.5,58.2,120.2,92.0,0.0,50.9,98.5,154.7,0.0
3200105,1404,960,20,305,43,44,32,0,38,94,55,0,1017,759,15,167,27,22,27,0,18,52,35,0,821.5,639.2,33.6,77.8,16.5,11.4,43.0,0.0,35.8,24.0,46.0,0.0
3200106,1018,793,17,87,19,36,57,9,30,43,74,12,718,590,11,43,10,13,46,5,11,24,52,7,1022.5,635.6,0.0,327.9,4.9,29.5,8.6,16.0,0.0,4.9,38.1,29.5
3200107,1248,1009,4,168,17,19,31,0,8,31,48,0,932,789,4,94,10,7,28,0,5,16,36,0,1224.4,1083.7,1.2,103.7,1.9,5.7,28.1,0.0,1.4,5.0,30.2,0.0
3200108,621,510,0,80,8,12,10,1,6,12,15,4,516,440,0,54,7,5,9,1,1,11,12,4,636.6,461.6,24.0,88.7,8.9,21.8,24.2,7.5,30.2,13.9,35.4,7.5
3200109,836,620,1,71,122,18,3,1,6,140,11,4,630,489,1,42,83,11,3,1,3,94,8,3,937.3,807.9,22.7,21.8,64.9,16.0,3.9,0.0,31.6,85.1,12.4,3.1
3200110,1315,1141,6,99,23,29,15,2,13,40,24,7,1007,896,4,64,11,18,12,2,4,23,18,5,1378.7,946.1,0.0,356.8,16.3,14.9,44.6,0.0,5.6,54.0,44.6,0.0
3200111,1617,1344,13,163,19,46,28,4,19,51,54,10,1166,1004,7,91,16,19,25,4,8,33,33,9,1526.1,1372.6,0.0,66.8,0.4,86.1,0.0,0.0,0.0,106.5,0.2,0.1
3200112,1378,979,84,152,15,67,78,3,112,48,126,13,943,692,62,93,11,31,53,1,72,32,65,5,1350.7,952.5,195.1,124.9,8.8,31.0,32.0,6.4,198.1,23.4,47.1,6.4
3200113,791,657,2,96,10,21,5,0,6,19,20,1,603,520,2,57,8,11,5,0,2,13,12,0,736.0,559.1,32.0,92.0,5.8,15.3,21.7,10.0,34.4,9.2,28.8,10.0
3200114,904,774,6,86,11,19,8,0,12,27,14,0,711,639,4,44,6,10,8,0,4,12,10,0,879.0,815.6,0.0,40.1,11.6,11.6,0.0,0.0,0.0,23.3,0.0,0.0
3200115,1056,876,6,107,20,27,11,9,13,47,23,10,851,735,3,72,14,13,10,4,8,30,14,5,1098.4,990.6,0.0,82.3,15.6,9.6,0.1,0.2,0.0,24.8,2.1,0.3
3200116,1009,429,4,90,439,42,5,0,10,524,14,7,746,354,3,59,304,23,3,0,5,351,9,5,1020.9,344.3,9.1,55.6,545.8,55.6,10.4,0.0,24.1,624.8,14.4,0.0
3200117,1926,1605,8,212,35,41,21,4,15,71,34,6,1507,1288,5,137,25,30,19,3,7,51,28,5,1255.0,951.0,0.0,118.0,26.0,57.0,103.0,0.0,16.0,67.0,103.0,0.0
3200118,2117,1628,4,380,35,38,31,1,10,65,43,3,1551,1265,3,205,30,20,27,1,6,43,31,2,2229.6,1535.3,0.0,586.3,50.2,20.4,37.3,0.0,6.2,96.0,45.0,0.0
3200119,1033,900,4,77,20,24,8,0,9,44,11,4,831,741,2,51,16,15,6,0,3,36,7,3,1092.6,1008.6,0.0,72.3,10.4,1.2,0.0,0.0,0.0,11.6,2.5,0.0
3200107-01,8,7,0,1,0,0,0,0,0,0,0,0,8,7,0,1,0,0,0,0,0,0,0,0,11.8,9.3,0.2,0.5,0.2,1.1,0.6,0.0,0.2,0.2,1.2,0.0
3200108-01,296,161,1,109,6,12,7,0,1,24,14,0,201,129,1,58,2,5,6,0,1,13,7,0,252.9,151.2,0.0,46.2,11.4,25.0,19.1,0.0,10.2,18.6,32.8,0.0
3200108-02,52,41,0,8,0,3,0,0,0,0,4,0,45,38,0,6,0,1,0,0,0,0,2,0,56.6,33.9,0.0,10.3,2.6,5.6,4.3,0.0,2.3,4.2,7.3,0.0
3200108-03,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5.0,3.0,0.0,0.9,0.2,0.5,0.4,0.0,0.2,0.4,0.7,0.0
3200112-01,7,4,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5.0,3.0,0.0,0.9,0.2,0.5,0.4,0.0,0.2,0.4,0.7,0.0
3200112-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3200112-03,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5.0,3.0,0.0,0.9,0.2,0.5,0.4,0.0,0.2,0.4,0.7,0.0
3200115-01,3,2,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,1,0,2.8,1.8,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1
3200115-02,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.4,0.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
3200115-03,30,27,0,3,0,0,0,0,0,0,0,0,26,23,0,3,0,0,0,0,0,0,0,0,37.0,23.0,0.0,11.9,0.2,1.1,0.3,0.6,0.0,0.2,1.4,1.1
3200115-04,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5.7,3.5,0.0,1.8,0.0,0.2,0.0,0.1,0.0,0.0,0.2,0.2
3200115-05,8,2,0,6,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,5.7,3.5,0.0,1.8,0.0,0.2,0.0,0.1,0.0,0.0,0.2,0.2
3200115-06,10,6,0,0,0,1,3,0,0,1,3,0,7,4,0,0,0,0,3,0,0,0,3,0,10.0,6.2,0.0,3.2,0.0,0.3,0.1,0.2,0.0,0.0,0.4,0.3
3200115-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
