GEOID20,Tot_2020_acstot,Wh_2020_acstot,His_2020_acstot,BlC_2020_acstot,NatC_2020_acstot,AsnC_2020_acstot,PacC_2020_acstot,Tot_2020_cvap,Wh_2020_cvap,His_2020_cvap,BlC_2020_cvap,NatC_2020_cvap,AsnC_2020_cvap,PacC_2020_cvap,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
720290105.7,4686,0,4686,967,0,40,0,3870,0,3870,0,0,0,0,3597,10,3577,1500,96,14,2,2897,9,2879,1198,83,7,2,2897,9,2879,9,0,0,0,0,0
720290105.6,2492,0,2492,316,0,0,0,2070,0,2070,0,0,0,0,2468,14,2440,1129,63,14,1,2003,14,1981,927,58,9,1,2003,14,1981,2,3,0,0,2,1
720290105.2,5348,0,5348,1202,0,0,0,3811,0,3811,0,0,0,0,5061,21,5026,1688,85,5,4,4180,21,4150,1399,72,1,4,4180,21,4150,0,0,0,0,6,3
720290105.5,4179,0,4163,944,94,11,0,3145,0,3140,4,0,0,0,3771,12,3747,1324,91,12,5,3073,12,3051,1032,59,6,4,3073,12,3051,6,1,0,0,0,3
720290105.4,3593,0,3593,751,0,0,0,3000,0,3000,0,0,0,0,2977,9,2953,926,59,8,1,2509,9,2486,791,52,7,1,2509,9,2486,13,0,0,0,0,1
720290105.1,640,0,640,137,0,0,0,526,0,526,0,0,0,0,623,0,617,266,14,5,0,499,0,495,227,8,3,0,499,0,495,2,2,0,0,0,0
720290104.6,6356,0,6356,523,27,38,0,4510,0,4510,0,0,0,0,6443,26,6395,1460,236,11,9,4918,24,4873,1125,184,10,8,4918,24,4873,9,5,3,0,4,0
720290104.1,1327,0,1327,96,1,5,0,969,0,969,0,0,0,0,1316,0,1312,457,23,7,0,1094,0,1090,397,19,7,0,1094,0,1090,0,3,0,0,0,1
720290104.2,2557,4,2554,292,0,0,0,2166,4,2162,0,0,0,0,2640,7,2627,810,69,2,3,2183,4,2175,679,51,1,3,2183,4,2175,1,0,0,0,0,3
720290104.4,1374,9,1366,48,0,0,0,1220,7,1209,0,0,0,0,1512,8,1496,374,64,8,4,1277,8,1262,327,54,6,4,1277,8,1262,6,0,0,0,1,0
720290104.3,1619,6,1611,69,0,0,0,1448,6,1441,0,0,0,0,2007,6,1998,685,31,2,3,1663,3,1657,542,24,2,3,1663,3,1657,2,0,0,0,0,1
720290104.5,2280,18,2262,58,78,0,0,1915,18,1897,0,0,0,0,2629,0,2625,623,73,4,2,2197,0,2193,512,62,3,2,2197,0,2193,1,0,0,0,2,1
720290104.7,1271,0,1271,2,0,0,0,985,0,985,0,0,0,0,797,0,794,233,10,2,2,683,0,680,202,7,2,2,683,0,680,2,1,0,0,0,0
720290104.8,3528,0,3486,400,9,42,0,2890,0,2850,0,0,40,0,2673,10,2658,796,56,6,4,2267,10,2252,722,45,5,4,2267,10,2252,3,1,0,0,0,1
720310108.4,8962,12,8914,2021,302,21,11,6935,0,6900,35,0,0,0,7475,98,7324,1928,202,33,7,6423,90,6288,1637,162,28,7,6423,90,6288,21,12,0,0,5,7
72031ZZZZZZ,16,1,15,0,0,0,0,15,1,13,0,0,0,0,14,0,14,6,3,3,0,8,0,8,3,0,3,0,8,0,8,0,0,0,0,0,0
720310108.1,8072,416,7384,747,179,190,0,7105,399,6662,0,0,35,0,7447,516,6784,606,145,101,11,6798,468,6191,553,124,94,9,6798,468,6191,42,52,1,0,7,37
720310108.6,3458,17,3366,592,0,0,0,2504,15,2459,30,0,0,0,3686,69,3599,768,74,18,4,3124,65,3041,647,65,16,4,3124,65,3041,4,9,0,0,4,1
72031108.11,4285,0,4200,1101,50,4,0,3182,0,3097,85,0,0,0,3831,25,3792,947,90,11,8,3197,24,3159,799,75,8,6,3197,24,3159,8,1,0,0,4,1
72031108.18,2480,16,2464,503,33,0,0,1910,15,1895,0,0,0,0,2340,19,2314,508,42,9,2,2008,19,1987,426,40,7,2,2008,19,1987,0,0,0,0,0,2
72031108.19,3476,47,3429,1001,197,0,0,2895,45,2845,0,0,0,0,3043,18,3016,743,95,5,0,2636,13,2616,627,83,4,0,2636,13,2616,6,0,0,0,0,1
720310108.9,1896,0,1877,521,0,0,0,1364,0,1344,20,0,0,0,2218,6,2200,740,66,10,1,1868,4,1852,623,55,9,1,1868,4,1852,1,5,0,0,6,0
72031108.10,2439,21,2409,689,0,8,0,1913,0,1903,10,0,0,0,2467,10,2436,823,52,16,1,2089,9,2062,703,36,15,1,2089,9,2062,6,7,1,0,3,1
72031108.17,873,0,873,625,0,0,0,685,0,685,0,0,0,0,898,1,894,665,21,2,1,784,1,780,575,17,2,1,784,1,780,0,0,0,0,3,0
720310108.3,2941,11,2930,513,264,0,13,1829,10,1814,0,0,0,0,3065,32,3023,1011,83,3,1,2206,22,2175,703,67,3,0,2206,22,2175,5,2,0,0,0,2
72031108.16,4389,0,4389,1058,10,0,0,3529,1,3529,0,0,0,0,4238,46,4170,1123,88,10,6,3556,38,3497,938,76,10,5,3556,38,3497,11,3,1,0,2,4
720310108.2,3003,1,3002,754,69,0,0,2587,3,2587,0,0,0,0,2991,45,2924,799,60,7,2,2576,37,2517,675,51,7,2,2576,37,2517,15,0,0,0,5,2
72031108.12,3022,0,3022,974,8,5,0,2447,0,2447,0,0,0,0,2626,13,2602,715,72,7,5,2289,11,2267,622,68,5,5,2289,11,2267,5,4,0,0,2,0
72031108.20,4688,0,4688,1477,86,46,0,3634,0,3634,0,0,0,0,4294,21,4258,1711,102,7,2,3405,15,3380,1368,82,4,2,3405,15,3380,2,1,0,0,7,0
720310108.7,4798,47,4702,1472,161,0,6,3720,31,3638,46,0,0,0,5307,24,5245,1397,131,20,4,4495,24,4441,1166,113,19,2,4495,24,4441,9,10,0,0,4,7
72031108.15,4384,14,4316,919,118,37,10,3641,14,3598,19,0,15,0,5060,40,4999,1192,100,18,9,4259,38,4203,983,81,15,9,4259,38,4203,5,9,0,0,1,3
72031108.13,3420,75,3345,781,90,0,0,2597,46,2551,0,0,0,0,2643,12,2615,797,71,13,2,2116,9,2091,666,61,13,1,2116,9,2091,3,10,0,0,1,2
720310108.8,5560,35,5515,777,61,0,0,4286,34,4242,0,0,10,0,8526,81,8369,1248,204,74,14,7012,69,6880,1003,175,64,6,7012,69,6880,9,42,0,1,6,5
720310108.5,2221,0,2221,279,36,0,0,1757,0,1757,0,0,0,0,2184,13,2162,754,121,2,11,1901,13,1879,640,105,2,10,1901,13,1879,2,1,1,3,1,1
72031107.10,6341,30,6280,1537,346,0,0,5052,50,5002,0,0,0,0,7421,40,7363,2237,201,11,1,6088,39,6034,1915,177,11,0,6088,39,6034,10,0,0,0,1,4
720310107.3,5712,95,5605,1743,418,0,0,4633,39,4593,0,0,0,0,6849,38,6786,2081,172,16,13,5424,32,5367,1664,135,15,12,5424,32,5367,9,4,1,2,6,3
720310107.2,3414,308,3106,1025,346,29,0,2754,146,2609,0,0,0,0,4188,50,4099,1003,115,30,4,3421,39,3344,799,84,26,2,3421,39,3344,3,14,2,0,17,2
720310107.7,2568,5,2564,622,158,0,0,2206,0,2206,0,0,0,0,2193,16,2167,596,59,5,12,1861,16,1838,509,45,2,10,1861,16,1838,3,0,0,0,1,3
720310107.9,6728,2,6715,2320,384,0,0,5130,0,5121,9,0,0,0,6142,52,6055,2227,133,25,12,5027,49,4943,1765,103,22,10,5027,49,4943,4,12,0,2,11,6
720310107.6,2259,0,2258,574,113,0,0,1712,0,1711,1,0,0,0,2140,7,2122,908,40,4,1,1884,6,1867,806,36,3,0,1884,6,1867,4,2,0,0,4,1
720310107.5,2413,0,2413,614,143,0,0,1929,0,1929,0,0,0,0,2754,5,2735,1014,39,2,4,2355,5,2340,878,33,1,0,2355,5,2340,7,0,0,0,0,3
720310107.8,2219,2,2218,247,45,0,0,1846,0,1846,0,0,0,0,2197,12,2173,665,47,3,3,1838,11,1816,552,44,2,3,1838,11,1816,10,0,0,0,1,0
72031108.14,4978,55,4882,1473,381,57,0,4128,55,4047,0,0,25,0,4954,43,4888,1393,220,13,2,4185,39,4128,1168,183,9,2,4185,39,4128,13,1,0,0,4,0
720310107.4,4678,3,4647,1326,111,17,0,4067,3,4034,30,0,0,0,5413,23,5368,2081,179,8,5,4577,17,4540,1774,141,7,5,4577,17,4540,16,0,2,0,1,1
720310107.1,4992,11,4977,1287,226,4,0,3908,12,3892,0,0,5,0,4919,22,4872,1412,149,23,9,4171,21,4129,1221,123,16,8,4171,21,4129,10,1,1,0,5,4
720310106.9,4477,0,4439,1398,114,15,0,3514,0,3490,25,0,0,0,4476,24,4441,1587,124,14,0,3736,21,3704,1347,97,12,0,3736,21,3704,4,5,0,0,1,1
720310106.8,4543,0,4536,918,183,9,0,3239,0,3239,0,0,0,0,4480,9,4462,971,92,4,3,3798,6,3784,832,82,3,2,3798,6,3784,5,2,0,0,0,1
720310106.1,1579,0,1579,301,41,0,0,1318,0,1317,0,0,0,0,2355,12,2334,794,43,4,1,2005,11,1985,670,39,4,1,2005,11,1985,8,1,0,0,0,0
720310106.7,1559,0,1559,466,0,0,0,1301,0,1301,0,0,0,0,1966,7,1956,605,28,0,1,1663,4,1656,526,21,0,1,1663,4,1656,3,0,0,0,0,0
720310106.2,4089,1,4088,945,47,0,0,3200,1,3200,0,0,0,0,4377,31,4321,1265,154,22,5,3683,25,3637,1094,128,21,1,3683,25,3637,3,15,0,0,2,1
720310106.4,3652,33,3605,750,125,1,0,2998,0,2998,0,0,0,0,3512,12,3497,736,87,9,1,2867,12,2854,602,74,9,1,2867,12,2854,0,0,0,0,1,0
720310106.6,1826,0,1826,396,137,3,0,1458,0,1458,0,0,0,0,1846,8,1835,342,72,1,6,1589,6,1581,290,67,1,6,1589,6,1581,2,0,0,0,0,0
720310106.5,2280,12,2264,411,148,13,0,1764,0,1764,0,0,0,0,2057,4,2051,468,28,3,0,1693,4,1688,386,18,2,0,1693,4,1688,1,0,0,0,0,0
720310106.3,5688,27,5661,1148,218,7,0,4533,29,4508,0,0,0,0,6223,32,6152,1433,202,27,5,5173,32,5106,1189,171,26,2,5173,32,5106,7,19,0,0,7,2
720330008.2,3404,52,3353,462,8,0,0,2788,3,2786,0,0,0,0,2897,10,2864,874,110,7,4,2416,10,2388,723,100,5,4,2416,10,2388,16,0,0,0,0,2
72033ZZZZZZ,9,0,9,2,0,0,0,8,0,7,0,0,0,0,10,0,10,6,0,0,0,8,0,8,4,0,0,0,8,0,8,0,0,0,0,0,0
720330008.1,659,19,639,148,0,0,0,545,0,545,0,0,0,0,656,9,647,154,20,1,0,594,9,585,139,20,1,0,594,9,585,0,0,0,0,0,0
720330008.9,3391,72,3319,585,35,0,0,2410,70,2335,0,0,0,0,3611,15,3587,1001,94,5,9,2650,13,2632,758,71,5,9,2650,13,2632,3,0,0,0,1,1
720330008.6,5827,26,5799,1272,0,20,0,4462,2,4460,0,0,0,0,5720,17,5694,1410,92,6,6,4639,17,4613,1200,70,6,6,4639,17,4613,5,0,0,0,4,0
720330008.4,730,6,724,192,0,0,0,629,7,627,0,0,0,0,837,3,825,185,44,13,2,736,3,724,158,40,13,2,736,3,724,1,4,0,2,2,0
720330008.5,2739,16,2706,346,17,17,0,2120,15,2090,0,0,0,0,2360,26,2326,350,49,8,4,1903,26,1869,301,43,8,4,1903,26,1869,1,7,0,0,0,0
720330008.7,2799,62,2738,410,0,2,0,2256,43,2218,0,0,0,0,2735,11,2721,523,79,7,1,2373,9,2362,450,68,7,1,2373,9,2362,0,0,0,0,2,0
720330008.8,716,5,712,119,0,0,0,607,5,602,0,0,0,0,903,0,897,148,84,2,2,752,0,750,114,69,2,2,752,0,750,1,1,0,0,0,0
720330008.3,3424,0,3424,571,34,43,0,2925,0,2925,0,0,0,0,3426,32,3352,404,91,24,9,2938,29,2872,354,78,22,4,2938,29,2872,9,19,0,0,4,5
72035077.17,1617,4,1584,811,0,0,0,1307,4,1272,30,0,0,0,1258,5,1249,265,72,2,1,1062,5,1053,228,61,2,1,1062,5,1053,2,0,2,0,0,0
72035077.15,3067,13,3057,1208,0,0,0,2380,14,2368,0,0,0,0,3457,16,3433,656,115,4,0,2664,14,2642,542,94,3,0,2664,14,2642,6,0,2,0,0,0
72035077.18,258,1,254,117,0,0,0,190,1,188,0,0,0,0,293,0,293,53,8,0,0,237,0,237,39,5,0,0,237,0,237,0,0,0,0,0,0
72035077.14,3033,1,3030,954,0,0,0,2315,1,2312,0,0,0,0,2817,14,2799,388,113,5,6,2296,10,2282,330,81,4,5,2296,10,2282,4,0,0,0,0,0
72035077.16,2726,4,2723,820,1,0,0,2160,5,2157,0,0,0,0,2487,8,2474,289,67,3,2,2037,7,2025,247,53,3,2,2037,7,2025,1,0,0,1,2,1
720350077.8,3427,19,3308,978,6,100,0,2860,0,2860,0,0,0,0,3572,14,3549,366,97,8,6,3035,14,3012,311,74,5,5,3035,14,3012,1,2,0,0,1,5
72035077.11,1945,0,1945,720,17,0,0,1713,0,1713,0,0,0,0,2181,5,2167,271,50,8,1,1852,5,1839,232,43,6,1,1852,5,1839,2,0,0,1,0,5
72035077.12,2848,0,2848,874,6,0,0,2313,0,2313,0,0,0,0,2741,11,2721,380,87,4,1,2245,9,2227,326,75,4,1,2245,9,2227,2,1,0,0,2,4
720350077.5,2145,0,2144,873,0,0,0,1730,0,1730,0,0,0,0,1642,6,1630,266,35,5,3,1430,6,1419,227,29,3,1,1430,6,1419,3,2,0,0,0,0
720350077.2,3655,5,3651,1138,6,0,0,2863,0,2863,0,0,0,0,3520,15,3500,642,89,12,5,3007,15,2988,566,73,10,4,3007,15,2988,0,3,0,0,0,1
720350077.9,3513,1,3512,1449,31,0,0,2738,2,2737,0,0,0,0,3580,8,3568,429,45,6,3,2957,8,2945,390,34,5,3,2957,8,2945,0,2,0,0,0,2
72035077.10,2120,11,2109,898,5,0,0,1896,12,1883,0,0,0,0,2070,10,2057,306,47,8,4,1744,10,1731,238,36,7,4,1744,10,1731,1,0,1,0,0,1
720350077.3,2766,8,2756,1071,21,0,0,2262,0,2262,0,0,0,0,2715,14,2698,400,51,6,3,2286,12,2271,348,45,6,3,2286,12,2271,2,0,0,0,0,1
720350077.7,881,1,881,527,20,0,0,699,1,698,0,0,0,0,926,2,923,102,11,1,3,766,1,764,82,6,1,3,766,1,764,1,0,0,0,0,0
72035077.13,2240,0,2240,1050,25,0,0,1828,0,1828,0,0,0,0,1883,9,1871,224,17,4,2,1616,9,1604,199,15,3,1,1616,9,1604,0,1,0,0,0,2
72035077.20,853,0,853,479,0,0,0,704,0,704,0,0,0,0,557,0,557,98,10,0,0,461,0,461,88,8,0,0,461,0,461,0,0,0,0,0,0
720350077.4,1754,0,1754,570,5,0,0,1395,0,1395,0,0,0,0,1930,2,1926,276,34,0,1,1560,1,1557,229,29,0,1,1560,1,1557,1,0,1,0,0,0
720350077.1,1150,0,1150,248,1,0,0,1035,0,1035,0,0,0,0,1102,5,1094,149,33,8,3,954,5,946,129,26,7,2,954,5,946,1,2,0,0,0,0
720350077.6,1794,0,1794,633,1,0,0,1514,0,1514,0,0,0,0,1830,3,1812,299,53,7,3,1571,3,1553,262,49,6,1,1571,3,1553,1,5,0,0,7,2
72035077.19,777,0,777,404,0,0,0,645,0,645,0,0,0,0,645,9,635,112,13,0,0,551,9,541,101,11,0,0,551,9,541,0,0,0,0,0,1
72035077.21,557,0,557,254,5,0,0,458,0,458,0,0,0,0,446,1,444,91,5,0,0,372,1,370,77,5,0,0,372,1,370,0,0,0,0,0,1
720370098.5,2501,29,2442,172,6,27,0,1931,29,1873,3,0,26,0,2320,38,2267,596,79,11,6,1878,36,1827,501,66,11,4,1878,36,1827,5,7,0,0,3,0
720370098.1,4015,17,3973,512,54,20,0,3157,16,3115,7,0,19,0,3654,42,3592,814,98,12,3,2974,38,2917,667,79,11,3,2974,38,2917,8,2,1,0,6,2
720370098.4,157,0,155,28,0,0,0,133,0,132,1,0,0,0,173,9,160,43,9,0,1,152,9,139,37,8,0,1,152,9,139,3,0,0,0,1,0
720370098.3,1047,35,1012,19,0,1,0,885,20,868,0,0,0,0,1394,14,1376,375,47,5,2,1165,11,1150,324,40,4,2,1165,11,1150,2,1,0,0,1,0
720370098.6,1640,12,1627,221,1,14,0,1316,8,1307,3,0,0,0,1733,11,1709,385,31,8,1,1493,11,1469,337,26,5,1,1493,11,1469,6,0,1,0,4,2
720370098.2,714,69,645,44,0,15,0,668,44,623,0,0,0,0,689,23,662,163,6,2,1,569,22,543,126,5,2,1,569,22,543,0,1,2,0,1,0
720370098.7,1133,4,1129,235,0,1,0,1014,3,1011,0,0,0,0,1344,8,1333,314,27,5,3,1126,8,1115,259,21,2,3,1126,8,1115,0,0,0,0,2,1
72037ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720390023.7,1077,6,1072,23,27,0,0,871,7,866,0,0,0,0,1261,6,1246,82,20,6,4,1037,5,1023,76,20,6,2,1037,5,1023,0,6,0,0,2,1
720390023.4,1272,15,1257,33,29,0,0,1006,16,990,0,0,0,0,1716,2,1707,124,42,6,2,1410,0,1403,109,38,4,2,1410,0,1403,1,2,1,0,3,0
720390023.3,1618,4,1614,84,0,2,0,1343,5,1337,0,0,0,0,1379,3,1376,68,17,1,0,1138,3,1135,57,15,1,0,1138,3,1135,0,0,0,0,0,0
72039023.11,1996,8,1988,107,42,0,0,1703,1,1702,0,0,0,0,1821,15,1802,165,49,3,2,1489,12,1474,135,39,3,2,1489,12,1474,0,2,1,0,0,0
720390023.1,2195,64,2131,69,29,0,0,1603,41,1562,0,0,0,0,2728,6,2719,177,73,9,3,2112,6,2103,127,45,4,3,2112,6,2103,0,1,1,0,1,0
720390023.2,2367,6,2360,253,4,0,0,1894,4,1890,0,0,0,0,2473,1,2463,203,40,6,5,2022,0,2013,173,31,4,5,2022,0,2013,4,3,0,0,1,1
720390023.5,2537,7,2531,275,0,7,0,2024,7,2020,0,0,0,0,2519,1,2511,174,58,5,4,2092,1,2085,158,53,4,3,2092,1,2085,0,0,0,0,5,1
720390023.6,1459,0,1459,0,0,0,0,1173,0,1173,0,0,0,0,1351,14,1337,103,21,3,0,1097,12,1085,82,20,0,0,1097,12,1085,0,0,0,0,0,0
720390023.9,1181,5,1176,99,5,4,0,953,4,950,0,0,0,0,1072,1,1068,87,17,2,2,861,1,857,77,14,2,1,861,1,857,0,0,0,0,3,0
72039023.10,362,5,356,29,35,0,0,320,0,320,0,0,0,0,492,0,492,25,5,0,0,419,0,419,20,5,0,0,419,0,419,0,0,0,0,0,0
720390023.8,124,0,124,11,11,0,0,110,0,110,0,0,0,0,172,2,170,23,8,2,1,125,2,123,22,5,1,1,125,2,123,0,0,0,0,0,0
720410076.8,3440,18,3423,867,0,15,0,2726,20,2706,0,0,0,0,3534,25,3501,583,149,12,7,2914,25,2883,466,117,11,7,2914,25,2883,1,0,0,0,5,0
720410076.9,3652,21,3572,1090,0,0,0,2972,24,2893,60,0,0,0,3804,25,3773,702,91,4,12,3028,21,3003,553,70,2,9,3028,21,3003,3,0,0,0,0,1
720410076.6,2040,10,2029,485,0,0,0,1609,11,1598,0,0,0,0,1915,12,1899,260,50,2,0,1548,8,1536,218,36,1,0,1548,8,1536,3,0,0,0,1,0
720410076.7,4148,0,4148,1221,101,0,0,3411,0,3411,0,0,0,0,3824,13,3801,539,101,3,4,3235,13,3212,456,77,2,2,3235,13,3212,4,0,0,0,5,1
72041076.16,3259,0,3259,875,7,1,0,2593,0,2593,0,0,0,0,3345,11,3331,410,100,2,4,2717,11,2704,344,88,1,4,2717,11,2704,0,0,0,0,2,0
72041076.15,1252,0,1252,289,0,0,0,946,0,946,0,0,0,0,1115,3,1108,133,17,0,0,930,3,926,118,9,0,0,930,3,926,0,0,0,0,1,0
72041076.14,1711,0,1711,451,53,0,0,1415,0,1415,0,0,0,0,1720,4,1714,221,34,4,2,1423,4,1417,175,28,2,2,1423,4,1417,0,0,0,0,0,2
72041076.12,1413,0,1412,482,132,0,0,1185,0,1185,3,0,0,0,1359,2,1353,229,32,11,1,1175,1,1172,197,24,8,1,1175,1,1172,0,0,0,0,2,0
720410076.2,4366,77,4288,1031,47,0,0,3153,78,3076,0,0,0,0,3864,10,3851,529,111,8,1,3295,10,3282,469,100,7,1,3295,10,3282,0,0,0,0,3,0
720410076.3,1079,0,1079,225,0,0,0,987,0,987,0,0,0,0,1679,6,1672,266,67,3,3,1364,6,1357,222,59,3,3,1364,6,1357,0,0,0,0,1,0
720410076.4,1638,0,1627,679,0,0,0,1459,0,1449,9,0,0,0,2373,17,2356,448,48,6,4,1979,13,1966,375,39,4,2,1979,13,1966,0,0,0,0,0,0
720410076.5,559,0,558,96,0,0,0,492,0,492,1,0,0,0,896,1,895,148,18,0,1,756,0,756,126,14,0,1,756,0,756,0,0,0,0,0,0
72041076.11,2669,12,2658,683,53,0,0,2158,12,2145,1,0,0,0,2269,4,2263,326,59,2,6,1818,4,1812,273,48,2,5,1818,4,1812,0,0,0,0,2,0
72041076.13,1508,0,1508,559,0,0,0,1255,0,1255,0,0,0,0,1625,2,1621,262,32,0,3,1363,2,1360,230,29,0,3,1363,2,1360,0,0,0,0,0,1
720410076.1,3145,0,3145,959,14,0,0,2519,0,2519,0,0,0,0,3870,10,3857,598,114,0,8,3210,5,3203,516,96,0,5,3210,5,3203,0,0,0,0,1,1
72041076.17,266,0,266,68,2,2,0,199,0,199,0,0,0,0,231,0,231,32,12,0,0,190,0,190,30,12,0,0,190,0,190,0,0,0,0,0,0
72041076.18,1728,0,1728,441,19,19,0,1295,0,1295,0,0,0,0,1502,7,1494,190,15,0,1,1230,5,1224,158,13,0,0,1230,5,1224,0,0,0,0,1,0
72041076.10,1104,0,1104,255,21,0,0,861,0,861,0,0,0,0,1045,3,1042,149,18,0,1,879,3,876,122,18,0,1,879,3,876,0,0,0,0,0,0
720430068.5,1189,14,1174,287,0,0,0,1028,13,1010,0,0,0,0,1391,0,1384,162,45,4,2,1168,0,1161,142,34,4,1,1168,0,1161,0,2,1,0,4,0
720430068.2,1555,10,1547,370,0,0,0,1336,10,1327,0,0,0,0,1513,2,1511,139,43,1,1,1250,1,1249,107,28,1,0,1250,1,1249,0,0,0,0,0,0
720430068.9,951,6,944,226,0,0,0,828,5,822,0,0,0,0,928,0,925,170,33,1,0,761,0,759,153,32,0,0,761,0,759,1,0,0,0,0,1
720430068.8,765,0,765,321,0,0,0,606,0,606,0,0,0,0,581,1,576,126,21,0,2,495,1,491,104,16,0,1,495,1,491,0,0,0,0,3,0
720430068.7,1527,0,1527,422,13,13,0,1054,0,1054,0,0,0,0,1754,3,1746,346,46,1,1,1431,1,1425,280,37,1,1,1431,1,1425,2,0,0,0,1,2
72043068.11,2138,18,2120,662,1,0,0,1725,10,1716,0,0,0,0,1787,6,1774,321,69,4,3,1499,6,1488,267,53,4,1,1499,6,1488,4,0,0,0,1,0
720430068.6,1250,0,1250,545,0,0,0,1079,0,1079,0,0,0,0,1224,0,1220,176,39,3,3,1013,0,1011,143,32,3,3,1013,0,1011,0,0,0,0,2,0
720430075.5,4902,7,4895,1277,0,0,0,3758,5,3754,0,0,0,0,3807,4,3791,483,81,5,5,2990,4,2974,386,67,5,0,2990,4,2974,1,4,0,0,2,5
72043068.10,1659,12,1635,428,3,0,0,1378,10,1358,10,0,0,0,1371,2,1361,234,39,9,4,1178,2,1168,196,32,8,4,1178,2,1168,0,3,0,0,0,5
720430068.1,1294,10,1285,395,1,0,0,1022,9,1013,0,0,0,0,1228,4,1223,155,21,2,2,986,4,982,129,19,2,1,986,4,982,0,0,0,0,0,0
720430075.2,2848,69,2778,837,0,0,0,2181,25,2152,0,0,0,0,2989,11,2975,407,104,6,10,2333,7,2323,340,68,5,9,2333,7,2323,0,2,0,0,1,0
720430068.3,1321,0,1321,417,7,0,0,1087,0,1087,0,0,0,0,1174,4,1169,168,40,3,4,992,4,988,158,34,0,4,992,4,988,0,0,0,0,0,0
720430068.4,1249,3,1246,576,2,0,0,1031,3,1027,0,0,0,0,1013,3,1008,154,25,0,1,826,3,822,128,20,0,1,826,3,822,0,0,0,0,1,0
720430075.7,2597,8,2588,572,1,1,0,2223,7,2217,0,0,0,0,2529,12,2504,332,75,3,1,2027,10,2007,270,49,3,1,2027,10,2007,0,0,0,0,9,1
720430075.4,3980,2,3979,1117,0,0,0,3166,4,3166,0,0,0,0,3596,13,3574,566,83,9,4,2949,11,2931,476,65,8,3,2949,11,2931,0,0,0,0,4,3
720430075.6,2633,10,2623,899,0,0,0,2099,10,2089,0,0,0,0,2478,8,2461,423,66,3,2,2010,8,1994,342,51,3,2,2010,8,1994,4,2,0,0,2,0
720430075.3,2749,0,2749,1373,0,0,0,2245,0,2245,0,0,0,0,2029,13,2012,479,39,2,0,1680,13,1664,394,29,2,0,1680,13,1664,0,0,2,0,0,1
720430075.1,3996,103,3894,1140,0,0,0,3069,23,3043,0,0,0,0,3276,9,3250,504,96,10,5,2783,9,2757,454,83,9,5,2783,9,2757,1,1,0,1,13,1
720450074.4,1570,22,1549,176,0,0,0,1337,21,1317,0,0,0,0,1115,7,1108,155,61,2,4,920,7,913,130,44,2,4,920,7,913,0,0,0,0,0,0
720450074.6,2424,7,2416,206,8,4,2,2012,6,2006,0,0,0,0,2141,1,2135,401,135,2,1,1780,1,1774,337,104,2,1,1780,1,1774,3,0,0,0,1,1
720450074.2,1370,14,1356,103,49,21,11,1075,13,1061,0,0,0,0,1192,0,1192,157,60,1,0,966,0,966,137,49,1,0,966,0,966,0,0,0,0,0,0
720450074.9,1520,6,1515,172,0,0,0,1204,7,1200,0,0,0,0,2183,3,2179,379,176,11,8,1799,2,1796,324,138,9,7,1799,2,1796,0,0,0,0,0,1
720450074.5,851,0,851,74,0,0,0,752,0,752,0,0,0,0,1821,2,1816,271,35,2,2,1438,0,1435,239,33,1,1,1438,0,1435,0,0,0,0,2,1
720450074.1,3673,18,3654,372,0,0,0,2797,19,2780,0,0,0,0,3625,14,3609,504,71,4,7,2915,12,2901,423,61,3,7,2915,12,2901,0,0,0,0,1,1
720450074.3,1441,4,1437,272,0,0,0,1009,4,1005,0,0,0,0,1248,0,1246,219,46,2,1,1039,0,1037,188,31,2,1,1039,0,1037,1,0,0,0,1,0
720450074.8,1813,0,1813,259,0,0,0,1473,0,1473,0,0,0,0,1924,14,1901,289,69,5,3,1569,14,1546,246,61,2,3,1569,14,1546,0,0,0,0,9,0
720450074.7,1347,8,1339,66,0,0,0,1017,9,1008,0,0,0,0,1201,1,1198,308,74,2,1,941,1,938,233,66,2,1,941,1,938,1,0,0,0,1,0
72045074.11,1993,1,1992,323,0,0,0,1624,1,1623,0,0,0,0,1455,1,1451,137,35,3,2,1177,1,1173,109,25,1,2,1177,1,1173,3,0,0,0,0,0
72045074.10,940,0,940,90,0,0,0,890,0,890,0,0,0,0,978,0,977,101,20,0,2,785,0,784,87,15,0,1,785,0,784,0,0,0,0,1,0
720470072.2,892,12,880,60,0,0,0,741,5,737,0,0,0,0,905,2,897,93,28,4,3,723,2,717,68,17,4,1,723,2,717,0,3,0,0,0,1
720470072.1,392,5,387,26,0,0,0,320,1,318,0,0,0,0,401,0,401,32,16,0,0,338,0,338,31,9,0,0,338,0,338,0,0,0,0,0,0
