GEOID20,Tot_2020_acstot,Wh_2020_acstot,His_2020_acstot,BlC_2020_acstot,NatC_2020_acstot,AsnC_2020_acstot,PacC_2020_acstot,Tot_2020_cvap,Wh_2020_cvap,His_2020_cvap,BlC_2020_cvap,NatC_2020_cvap,AsnC_2020_cvap,PacC_2020_cvap,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
720190070.4,5830,0,5830,583,16,0,0,4475,0,4475,0,0,0,0,6699,6,6689,489,111,1,15,5341,5,5333,395,83,1,11,5341,5,5333,1,0,0,2,0,0
720190070.5,2974,9,2965,591,0,4,0,2256,0,2256,0,0,0,0,2622,6,2615,395,42,4,5,2137,3,2133,312,32,4,5,2137,3,2133,1,0,0,0,0,0
720190071.1,2396,0,2396,309,0,0,0,1922,0,1922,0,0,0,0,3124,0,3113,557,61,5,11,2529,0,2522,446,47,2,8,2529,0,2522,1,0,0,0,6,0
720190070.6,1011,17,994,133,0,0,0,674,0,674,0,0,0,0,877,1,876,200,20,0,6,714,1,713,161,17,0,6,714,1,713,0,0,0,0,0,0
720190070.3,997,0,997,182,0,0,0,850,0,850,0,0,0,0,1071,0,1069,62,12,3,4,834,0,832,53,7,3,2,834,0,832,1,1,0,0,0,0
720190070.1,4225,0,4225,572,0,0,0,3363,0,3363,0,0,0,0,4530,9,4517,465,84,7,10,3624,8,3612,392,75,7,5,3624,8,3612,0,1,0,0,3,0
720190070.8,1034,0,1034,212,0,0,0,753,0,753,0,0,0,0,819,3,814,92,16,1,0,698,1,697,71,10,0,0,698,1,697,0,0,0,0,0,0
720190070.7,843,0,843,212,0,0,0,654,0,654,0,0,0,0,660,0,659,43,22,3,0,531,0,531,32,13,3,0,531,0,531,0,0,0,0,0,0
720190070.2,3535,0,3535,520,17,0,0,2885,0,2885,0,0,0,0,3954,10,3944,398,104,3,2,3292,8,3284,342,83,3,1,3292,8,3284,0,0,0,0,0,0
72019070.10,1434,0,1434,30,0,0,0,1155,0,1155,0,0,0,0,1060,3,1057,110,33,1,0,883,1,882,93,23,1,0,883,1,882,0,0,0,0,0,0
720210010.8,2842,19,2799,545,0,0,0,2463,22,2439,2,0,0,0,2585,34,2539,350,83,25,7,2252,27,2217,313,63,17,5,2252,27,2217,1,3,0,0,2,2
720210010.7,5618,13,5569,1576,0,11,0,5270,18,5223,17,0,11,0,6419,79,6312,1229,80,17,4,5796,79,5689,1138,73,13,3,5796,79,5689,11,7,0,0,5,5
720210011.5,7012,174,6746,1337,17,60,20,4890,87,4760,16,0,0,0,6305,55,6206,1183,223,37,14,4967,44,4889,943,182,26,9,4967,44,4889,14,12,0,0,0,8
720210011.6,4072,39,4007,397,7,7,7,3235,28,3195,4,0,0,0,4137,163,3930,406,106,33,8,3417,120,3258,333,87,31,5,3417,120,3258,12,19,0,0,3,5
72021011.13,1638,34,1603,258,7,0,0,1380,36,1343,0,0,0,0,1896,7,1884,325,71,15,5,1591,7,1580,265,47,14,3,1591,7,1580,0,4,0,0,0,0
720210011.4,3309,82,3225,741,18,2,0,2757,65,2690,0,0,2,0,3467,27,3434,551,114,12,4,2990,27,2957,469,100,9,4,2990,27,2957,0,0,0,0,1,5
720210010.5,3901,28,3854,1133,10,0,0,2945,30,2896,20,0,0,0,3494,22,3459,739,108,3,7,2883,18,2853,599,91,2,7,2883,18,2853,4,0,3,0,4,1
720210011.2,4073,13,4044,668,31,28,0,3458,15,3431,0,0,10,0,4755,37,4695,728,153,18,3,4046,37,3986,611,111,18,2,4046,37,3986,3,12,0,0,4,4
72021010.13,1827,0,1812,510,10,3,0,1293,0,1281,16,0,0,0,1538,7,1523,474,33,6,2,1220,7,1208,379,26,6,2,1220,7,1208,2,0,2,0,1,0
72021010.16,2613,0,2607,482,22,6,0,2093,2,2088,4,0,0,0,2507,3,2491,539,89,8,7,2051,3,2041,443,70,5,5,2051,3,2041,4,0,0,0,2,1
72021010.20,2290,5,2283,637,2,0,0,1604,5,1594,4,0,0,0,2580,3,2570,656,238,9,7,2006,3,1997,523,184,5,5,2006,3,1997,2,2,0,0,0,2
72021010.11,2576,45,2531,568,5,0,0,2026,34,1993,0,0,0,0,2539,17,2515,288,62,2,0,2154,14,2134,240,53,1,0,2154,14,2134,0,0,0,0,2,4
72021010.12,2362,80,2274,389,0,0,0,1954,56,1887,10,0,0,0,1910,6,1891,277,42,8,2,1612,4,1595,241,35,6,2,1612,4,1595,9,1,0,0,2,1
720210010.9,3845,4,3822,1139,29,11,0,3026,4,3012,4,0,3,0,3956,26,3908,792,100,14,12,3364,20,3324,668,85,13,11,3364,20,3324,3,8,0,0,4,5
72021010.10,4211,12,4199,1019,15,0,0,3306,10,3297,0,0,0,0,4170,25,4131,839,97,9,3,3508,22,3473,719,85,8,2,3508,22,3473,2,3,0,0,3,5
72021010.15,2484,23,2462,688,0,0,0,1896,6,1891,0,0,0,0,2781,18,2754,421,73,9,1,2343,18,2320,360,58,5,0,2343,18,2320,1,0,0,0,4,0
720210010.4,3296,4,3291,546,0,0,0,2749,3,2746,3,0,0,0,3112,13,3092,420,105,9,0,2702,11,2686,365,88,6,0,2702,11,2686,1,2,0,0,0,2
720210010.3,3652,15,3637,779,0,0,0,2761,1,2759,1,0,0,0,3335,23,3296,607,85,13,4,2908,19,2878,534,67,7,4,2908,19,2878,1,6,0,0,1,3
720210009.1,710,0,710,249,21,0,0,560,0,560,0,0,0,0,598,8,587,112,27,5,0,531,8,520,99,25,4,0,531,8,520,0,0,0,0,1,2
720210009.2,2729,10,2709,261,0,10,0,2471,10,2451,0,0,10,0,2561,17,2529,281,53,10,2,2189,13,2165,211,38,7,2,2189,13,2165,2,4,0,1,1,3
72021010.14,3525,3,3522,715,23,0,0,2683,3,2680,0,0,0,0,4127,10,4101,516,123,15,4,3290,9,3265,432,108,14,4,3290,9,3265,3,6,3,0,2,2
72021010.18,2016,2,2002,555,0,12,0,1481,0,1471,0,0,10,0,2080,11,2063,366,62,15,2,1621,11,1604,311,48,13,1,1621,11,1604,5,0,1,0,0,0
72021010.21,2878,5,2873,1152,18,45,0,2337,5,2331,0,0,0,0,2861,31,2809,428,75,15,9,2350,27,2302,352,63,13,9,2350,27,2302,12,9,0,0,0,0
720210010.1,3470,1,3444,787,43,43,0,2605,0,2578,1,0,21,0,3684,19,3661,688,104,8,3,3054,16,3034,576,89,8,3,3054,16,3034,0,3,1,0,0,0
720210010.2,1196,3,1156,228,0,22,0,961,2,939,10,0,6,0,1307,7,1293,191,28,1,0,1183,4,1173,166,22,1,0,1183,4,1173,2,0,0,0,0,4
72021010.22,3472,31,3441,609,1,0,0,3012,30,2982,0,0,0,0,3582,17,3556,656,111,10,3,3040,15,3021,564,94,8,3,3040,15,3021,3,0,0,0,0,1
72021010.27,2532,15,2406,391,0,112,0,2083,13,1992,0,0,78,0,2404,15,2375,303,71,11,2,2113,15,2085,268,59,10,2,2113,15,2085,5,4,0,0,3,1
72021010.19,2491,4,2485,853,14,0,0,1830,5,1825,0,0,0,0,2313,14,2293,431,68,3,3,1798,10,1783,346,49,2,3,1798,10,1783,2,0,0,0,2,1
72021010.23,3530,27,3500,641,0,3,0,3028,3,3026,0,0,2,0,3696,20,3659,435,97,6,2,3013,20,2977,369,80,6,2,3013,20,2977,7,1,0,0,6,2
72021010.24,3126,8,3118,629,0,0,0,2505,8,2498,0,0,0,0,2906,1,2893,442,77,10,1,2259,1,2248,359,57,9,1,2259,1,2248,1,5,0,0,4,0
72021010.28,3927,0,3900,1013,62,0,17,3271,0,3240,25,0,0,0,3920,22,3882,437,88,19,7,3354,21,3321,366,77,15,6,3354,21,3321,2,9,0,0,0,1
72021010.25,1931,22,1868,279,0,0,0,1518,19,1451,39,0,0,0,2979,18,2953,379,57,4,3,2353,15,2330,321,48,1,0,2353,15,2330,2,0,3,0,3,0
720210012.1,1018,0,1018,150,0,8,0,877,0,877,0,0,0,0,1199,4,1195,235,75,2,0,1016,4,1012,206,62,0,0,1016,4,1012,0,0,0,0,0,0
72021010.26,1247,1,1244,119,19,4,0,1014,1,1011,1,0,0,0,1700,4,1694,231,73,7,0,1468,0,1466,196,58,4,0,1468,0,1466,0,1,0,0,0,1
72021011.22,3101,19,3063,601,0,0,0,2623,19,2582,18,0,0,0,3975,26,3936,574,90,8,8,3371,24,3337,477,74,6,7,3371,24,3337,4,4,0,0,0,2
72021011.26,3533,5,3528,525,0,0,0,2938,5,2934,0,0,0,0,3984,14,3963,542,134,12,5,3352,11,3334,464,108,10,3,3352,11,3334,1,3,0,0,2,1
72021011.14,2721,0,2721,389,5,0,0,2260,0,2260,0,0,0,0,3436,7,3419,508,99,7,3,2741,6,2726,408,83,5,1,2741,6,2726,6,0,0,0,1,2
72021011.11,2523,11,2503,405,0,0,0,1990,11,1969,10,0,0,0,2678,8,2664,510,64,6,2,2255,8,2242,439,58,5,2,2255,8,2242,2,1,0,0,1,1
72021011.25,3088,0,3046,852,35,0,0,2535,0,2489,43,0,0,0,3402,25,3363,581,106,2,9,2818,25,2779,501,82,1,9,2818,25,2779,5,0,1,0,2,6
72021011.18,2826,19,2800,466,4,0,0,2326,16,2299,8,0,0,0,3612,27,3578,489,86,1,10,3109,27,3075,431,78,1,8,3109,27,3075,2,0,1,0,4,0
72021011.24,1323,0,1306,336,12,0,0,1084,0,1066,16,0,0,0,1403,3,1397,253,38,2,3,1160,3,1155,218,27,1,2,1160,3,1155,1,1,0,0,0,0
72021011.23,1268,5,1263,194,0,0,0,1053,5,1049,0,0,0,0,1377,16,1345,191,37,10,0,1210,16,1179,164,32,10,0,1210,16,1179,2,6,0,0,0,7
72021011.15,4016,2,4009,979,51,0,33,3073,3,3064,6,0,0,0,4440,23,4408,685,165,8,9,3579,23,3549,547,115,7,5,3579,23,3549,0,0,0,0,5,2
720210010.6,2497,17,2455,541,5,0,0,1976,18,1936,23,0,0,0,2785,8,2766,488,63,6,0,2323,8,2304,396,47,6,0,2323,8,2304,6,0,0,0,5,0
720210011.1,1867,25,1837,355,56,0,0,1600,25,1570,6,0,0,0,2058,14,2038,316,74,3,4,1769,13,1752,280,56,1,4,1769,13,1752,0,0,0,1,3,0
720210011.7,1755,2,1742,422,58,0,0,1363,1,1352,10,0,0,0,1689,10,1672,339,54,3,6,1433,10,1416,298,50,2,6,1433,10,1416,6,0,0,1,0,0
72021010.17,2062,3,2055,515,24,37,0,1445,2,1438,5,0,0,0,1921,51,1859,406,65,6,2,1657,51,1596,340,49,6,2,1657,51,1596,2,0,1,0,1,6
72021011.12,2492,8,2485,454,0,0,0,2162,9,2154,0,0,0,0,2631,26,2599,463,65,5,7,2188,25,2157,380,49,5,6,2188,25,2157,2,1,0,0,3,0
72021011.17,2114,0,2114,779,0,0,0,1183,0,1183,0,0,0,0,2163,3,2159,462,47,4,4,1352,2,1349,305,36,4,4,1352,2,1349,1,0,0,0,0,0
72021011.20,3392,9,3380,391,10,0,0,2808,10,2792,2,0,0,0,3968,19,3939,728,137,9,9,3400,16,3375,622,112,9,8,3400,16,3375,5,4,0,0,0,0
72021011.16,4953,31,4912,1063,7,0,0,3884,15,3855,6,0,0,0,5311,17,5282,860,196,8,8,4497,16,4469,731,161,8,7,4497,16,4469,7,2,1,0,1,1
72021011.19,1126,0,1126,164,2,0,0,819,0,819,0,0,0,0,1017,7,1009,189,18,2,1,859,6,852,162,13,1,0,859,6,852,0,0,0,0,0,1
72021011.21,2231,0,2231,423,8,0,0,1801,0,1801,0,0,0,0,2275,11,2255,336,54,5,3,1966,11,1947,295,46,4,3,1966,11,1947,7,0,0,0,0,1
720210011.9,3403,0,3366,805,0,0,0,2944,0,2934,10,0,0,0,4091,26,4043,693,117,18,8,3389,26,3341,576,109,16,6,3389,26,3341,12,1,0,1,7,1
72021011.10,1768,5,1752,354,1,0,0,1545,5,1530,10,0,0,0,2204,17,2179,366,65,9,7,1920,17,1895,321,55,7,5,1920,17,1895,5,1,0,0,2,0
720210011.8,2814,94,2720,587,0,0,0,2290,96,2194,0,0,0,0,2462,8,2443,384,69,2,2,2036,8,2017,317,55,1,2,2036,8,2017,6,0,0,0,3,2
720210011.3,2633,91,2544,162,0,0,0,2101,53,2051,0,0,0,0,2929,10,2912,535,96,5,9,2432,10,2416,456,77,2,5,2432,10,2416,1,0,0,0,2,3
720210012.4,4315,185,4130,643,2,0,0,3534,130,3399,1,1,0,0,5243,27,5206,755,198,5,5,4235,25,4200,636,161,5,5,4235,25,4200,2,2,0,0,2,4
720210012.5,932,17,914,180,0,0,0,773,15,754,0,0,0,0,1294,7,1283,194,48,1,3,1095,7,1084,169,28,1,3,1095,7,1084,1,0,0,0,2,1
720210012.3,2125,27,2077,389,66,0,0,1812,20,1776,24,24,0,0,2475,10,2462,206,68,3,4,2067,7,2058,169,57,1,4,2067,7,2058,0,0,1,0,0,1
720210012.6,1879,0,1878,436,0,0,0,1599,0,1597,0,0,0,0,2723,9,2710,516,78,5,2,2263,8,2252,435,60,4,1,2263,8,2252,0,0,0,0,3,0
720210012.2,3519,3,3515,554,2,0,0,3017,4,3011,0,0,0,0,4238,20,4201,635,88,12,3,3502,16,3471,525,72,11,0,3502,16,3471,6,0,0,0,4,5
720230046.3,2311,0,2294,47,13,27,0,1836,10,1821,6,0,0,0,2094,16,2073,255,71,4,4,1839,16,1819,234,62,3,3,1839,16,1819,0,0,0,0,3,1
720230046.8,3371,15,3333,128,21,39,0,2779,16,2757,6,0,0,0,2949,21,2916,345,83,4,0,2475,21,2443,293,70,3,0,2475,21,2443,1,0,0,0,3,7
720230046.2,1114,0,1114,75,73,0,0,854,0,854,0,0,0,0,1098,4,1089,125,35,7,7,932,3,924,109,25,7,7,932,3,924,3,1,0,0,0,1
720230046.9,1819,0,1819,122,77,0,0,1616,0,1616,0,0,0,0,1809,14,1793,166,42,2,1,1583,14,1567,147,35,1,1,1583,14,1567,0,0,0,0,2,0
720230046.7,6042,76,5965,376,328,63,0,5246,46,5199,0,0,0,0,6723,93,6613,612,181,14,5,5641,93,5531,514,145,12,4,5641,93,5531,10,3,0,0,1,3
72023046.11,5601,10,5591,463,296,10,0,4562,10,4552,0,0,0,0,5388,19,5356,669,170,7,8,4321,18,4294,576,144,6,8,4321,18,4294,4,2,0,0,3,0
72023046.10,5711,0,5708,747,520,29,0,4528,0,4524,2,0,0,0,4882,59,4795,490,146,23,10,4100,53,4023,415,119,17,7,4100,53,4023,0,8,0,0,13,3
720230046.4,7650,24,7588,414,165,39,0,6026,25,6002,0,0,0,0,9742,88,9631,987,225,27,9,8040,71,7948,848,179,25,7,8040,71,7948,4,11,2,0,2,2
72023ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720230046.6,2335,0,2301,120,49,28,0,1883,0,1856,28,0,0,0,2049,17,2017,244,48,13,3,1787,17,1760,220,45,11,2,1787,17,1760,0,7,0,0,1,2
720230046.5,8929,0,8906,357,155,132,0,7017,8,7006,3,0,0,0,7128,61,7056,900,232,6,8,5933,58,5864,782,194,4,6,5933,58,5864,6,0,1,0,2,2
720230046.1,3094,22,3072,164,138,0,0,2828,20,2808,0,0,0,0,3296,35,3250,381,79,7,6,2794,33,2751,313,67,5,4,2794,33,2751,6,0,0,0,2,2
720250082.1,2380,118,2262,67,0,0,0,2150,90,2065,0,0,0,0,2030,7,2016,398,39,0,1,1696,7,1683,338,34,0,1,1696,7,1683,1,0,0,0,1,4
720250082.5,2712,87,2623,201,0,0,0,2342,86,2255,0,0,0,0,3301,6,3287,384,86,4,6,2780,4,2768,316,76,4,6,2780,4,2768,2,1,0,1,0,4
720250082.3,2147,54,2093,316,0,18,10,1690,56,1636,0,0,0,0,2235,25,2194,435,87,3,7,1896,24,1860,375,71,1,6,1896,24,1860,8,0,0,2,0,2
720250082.4,2305,23,2282,131,43,50,9,1792,24,1770,0,0,0,0,2525,8,2516,699,38,1,2,2186,7,2178,604,36,1,2,2186,7,2178,0,0,0,0,1,0
720250082.6,1544,20,1523,78,13,32,8,1215,21,1195,0,0,0,0,1548,10,1533,316,38,8,5,1323,8,1311,282,34,8,3,1323,8,1311,0,3,0,0,0,1
720250082.8,1025,30,996,175,0,0,0,767,29,738,1,0,0,0,1055,3,1047,197,42,3,1,848,3,840,172,34,3,1,848,3,840,1,1,0,0,2,1
72025082.10,4789,30,4732,155,0,6,0,3901,53,3847,0,0,0,0,5045,23,5009,655,183,6,8,4200,19,4170,538,135,5,6,4200,19,4170,0,3,0,0,5,3
72025082.15,4676,36,4592,717,0,0,0,4090,86,4004,0,0,0,0,4244,18,4207,705,145,18,3,3656,17,3623,605,115,18,1,3656,17,3623,1,12,0,0,1,2
720250082.7,2543,113,2386,278,0,0,0,2020,139,1883,0,0,0,0,2445,12,2420,365,67,8,2,2113,12,2088,300,55,7,2,2113,12,2088,1,2,0,0,7,3
720250082.9,1622,37,1542,543,0,15,0,1384,1,1382,0,0,0,0,2272,7,2264,363,52,4,1,1910,2,1907,310,43,3,0,1910,2,1907,1,0,0,0,0,0
72025082.14,5505,39,5423,461,60,0,0,4214,39,4133,42,0,0,0,7038,59,6954,749,246,27,3,5422,49,5356,585,192,12,1,5422,49,5356,2,7,0,1,3,4
72025082.16,553,1,545,45,4,0,0,468,1,459,8,0,0,0,606,0,605,101,9,2,3,542,0,541,86,6,1,0,542,0,541,0,0,0,0,0,1
72025083.16,1880,0,1880,319,9,63,0,1512,0,1512,0,0,0,0,1905,7,1876,279,71,15,3,1493,7,1471,229,50,10,2,1493,7,1471,0,5,0,0,6,4
72025082.11,2556,19,2489,357,31,30,0,2068,20,2028,20,0,0,0,2711,18,2682,464,51,15,1,2345,13,2321,408,47,10,1,2345,13,2321,5,0,0,0,0,6
72025082.12,2166,45,2106,216,0,0,0,1529,20,1495,14,0,0,0,2054,11,2037,327,36,6,2,1620,9,1606,257,35,6,2,1620,9,1606,0,4,0,0,0,1
720250083.1,3659,216,3443,314,97,34,0,2915,105,2800,0,0,0,0,3372,23,3340,534,88,9,3,2751,17,2725,444,75,5,2,2751,17,2725,1,3,0,0,0,5
720250083.3,2674,63,2611,198,0,0,0,2330,15,2315,0,0,0,0,2708,9,2693,357,66,11,8,2371,8,2357,299,55,9,8,2371,8,2357,1,3,0,0,0,2
720250083.6,2250,13,2227,278,0,37,1,1865,16,1840,0,0,10,0,2347,10,2330,309,53,4,1,1971,7,1959,262,41,0,1,1971,7,1959,0,0,0,0,2,3
720250083.5,3341,61,3219,500,25,8,8,2777,71,2653,20,0,28,0,2956,10,2939,513,76,7,3,2574,9,2560,441,68,6,3,2574,9,2560,3,1,0,0,0,1
72025083.12,1290,18,1265,168,1,0,0,988,19,970,0,0,0,0,1123,8,1113,190,33,6,3,968,8,958,164,27,5,1,968,8,958,0,0,0,1,0,1
72025083.19,4351,0,4349,666,0,0,1,3254,3,3251,0,0,0,0,4450,17,4417,773,130,20,12,3784,17,3754,686,116,17,11,3784,17,3754,3,7,0,0,2,1
720250083.4,1609,13,1535,162,0,12,0,1169,12,1094,0,0,62,0,1720,7,1703,299,19,7,8,1344,6,1328,254,16,5,5,1344,6,1328,2,0,0,0,7,1
72025083.10,2805,31,2737,262,4,21,0,2035,49,1970,10,0,0,0,2711,14,2686,426,60,3,2,2187,11,2165,350,42,2,2,2187,11,2165,9,0,0,0,2,0
720250083.9,753,38,714,117,0,24,0,690,40,650,0,0,0,0,697,3,689,151,13,4,1,591,3,583,129,10,4,1,591,3,583,3,0,0,0,2,0
720250083.8,1183,43,1140,233,0,4,0,987,43,944,0,0,0,0,1215,7,1206,196,40,4,4,1061,7,1052,173,27,2,4,1061,7,1052,2,0,0,0,0,0
72025083.14,3893,133,3756,456,31,62,0,2999,133,2860,4,0,0,0,3720,10,3696,565,89,17,6,3223,10,3204,495,71,13,4,3223,10,3204,3,3,0,0,2,1
720250083.7,796,0,796,134,0,0,0,652,0,652,0,0,0,0,837,7,825,107,28,2,3,715,7,703,91,21,2,1,715,7,703,0,2,1,0,2,0
72025083.13,3381,21,3360,384,4,37,0,2766,20,2746,0,0,0,0,3094,14,3068,385,96,7,3,2553,10,2531,320,76,6,3,2553,10,2531,5,3,0,0,3,1
72025083.17,1797,7,1789,308,106,0,0,1433,8,1425,0,0,0,0,1748,9,1736,194,45,7,0,1465,7,1456,170,37,7,0,1465,7,1456,0,1,0,0,0,1
72025083.15,1933,21,1911,80,0,0,0,1371,22,1349,0,0,0,0,1440,8,1426,337,31,9,5,1145,5,1134,281,23,5,2,1145,5,1134,0,0,4,0,0,2
72025083.24,2939,108,2803,324,0,1,0,2373,107,2232,30,0,0,0,2856,7,2843,420,62,4,2,2303,6,2291,356,39,4,1,2303,6,2291,1,0,0,0,3,2
72025083.23,2685,7,2676,398,19,42,0,2122,7,2115,1,0,0,0,2365,15,2342,301,79,9,0,1955,15,1932,265,69,6,0,1955,15,1932,1,0,4,0,3,0
72025083.31,2788,10,2778,305,16,13,0,2251,9,2242,0,0,0,0,2889,16,2861,466,82,16,8,2409,15,2382,403,66,16,6,2409,15,2382,3,5,0,0,3,1
72025083.26,4136,12,4124,439,1,0,0,3303,11,3292,0,0,0,0,4035,16,4000,680,126,11,4,3326,13,3296,557,100,11,4,3326,13,3296,4,1,0,1,5,6
72025083.21,3974,1,3946,275,54,39,0,3232,24,3206,0,0,0,0,3835,18,3807,733,173,6,5,3201,15,3178,628,146,4,4,3201,15,3178,6,1,0,0,1,0
72025083.25,3614,11,3586,292,0,43,0,2943,30,2910,0,0,0,0,3505,7,3487,654,174,3,2,2944,5,2929,559,151,2,2,2944,5,2929,2,2,0,0,3,3
72025082.18,1668,0,1668,142,0,55,0,1336,0,1336,0,0,0,0,1486,7,1479,170,29,2,2,1225,6,1219,152,20,2,2,1225,6,1219,0,0,0,0,0,0
72025082.13,1384,0,1378,96,12,0,0,1215,1,1206,4,0,0,0,1921,0,1916,315,94,5,2,1633,0,1628,260,77,5,2,1633,0,1628,0,0,0,0,5,0
720250082.2,1155,0,1155,144,24,0,0,1001,0,1001,0,0,0,0,1480,9,1469,332,76,8,2,1194,9,1183,267,69,8,2,1194,9,1183,2,0,0,0,0,0
72025082.17,1663,0,1656,116,6,0,0,1353,0,1346,6,0,0,0,1558,8,1548,301,43,12,4,1344,7,1335,269,31,12,4,1344,7,1335,1,0,0,0,0,1
72025083.29,3587,0,3587,111,0,0,0,3006,0,3006,0,0,0,0,3859,17,3836,726,109,5,2,3128,12,3112,607,81,3,2,3128,12,3112,3,0,1,0,0,0
720250083.2,3101,38,3062,322,0,1,0,2340,35,2305,0,0,1,0,2892,8,2877,575,102,9,1,2435,6,2423,518,87,8,1,2435,6,2423,0,0,0,0,5,1
72025083.27,2027,1,2025,325,0,0,0,1605,1,1604,0,0,0,0,1936,4,1929,273,27,2,3,1623,4,1616,231,23,2,3,1623,4,1616,0,2,0,0,1,0
72025083.28,2386,54,2332,219,16,0,0,2103,56,2047,0,0,0,0,2088,4,2073,422,56,0,2,1777,4,1762,355,44,0,0,1777,4,1762,0,0,0,0,11,0
72025083.20,5346,14,5333,476,107,0,0,4520,13,4507,0,0,0,0,5065,21,5025,965,340,23,6,4202,20,4169,815,281,22,6,4202,20,4169,6,0,0,0,4,3
72025083.22,2348,52,2288,332,8,68,0,1838,0,1828,0,0,8,0,2645,9,2629,618,97,5,7,2243,8,2230,533,92,5,6,2243,8,2230,1,3,0,0,1,0
72025083.32,5376,25,5302,494,0,0,0,4368,73,4294,0,0,0,0,5002,24,4969,953,167,9,2,3995,15,3972,768,119,5,1,3995,15,3972,4,0,0,0,3,1
72025083.18,803,0,803,86,0,0,0,628,0,628,0,0,0,0,899,0,896,183,20,1,1,740,0,737,155,18,1,1,740,0,737,2,0,1,0,0,0
72025083.11,836,0,829,154,0,0,0,694,7,688,0,0,0,0,1090,1,1087,308,38,4,0,962,0,960,275,34,3,0,962,0,960,0,0,0,0,2,0
72025083.30,800,16,782,116,5,30,0,576,0,576,0,0,1,0,686,1,683,160,20,1,0,562,1,559,138,17,1,0,562,1,559,0,1,0,0,1,0
72025077.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72027ZZZZZZ,12,0,12,1,0,0,0,8,0,8,0,0,0,0,10,3,6,1,0,0,0,9,3,6,1,0,0,0,9,3,6,0,0,0,0,0,0
720270030.1,3337,28,3309,80,0,0,0,2682,27,2661,0,0,0,0,2885,26,2850,261,68,6,5,2491,24,2460,235,53,5,4,2491,24,2460,4,1,0,0,1,1
720270030.3,938,30,907,8,0,0,0,724,19,707,0,0,0,0,991,8,980,71,9,1,0,756,6,747,60,6,1,0,756,6,747,0,0,0,0,0,3
720270030.4,3191,75,3118,5,0,0,0,2596,64,2533,0,0,0,0,3351,11,3340,414,140,1,9,2689,10,2679,334,121,1,7,2689,10,2679,0,0,0,0,0,0
720270030.5,489,3,486,4,0,0,0,424,3,421,0,0,0,0,497,0,493,57,39,4,3,390,0,387,55,36,4,1,390,0,387,0,3,0,0,0,0
720270030.6,2198,6,2191,19,0,0,0,1934,6,1928,0,0,0,0,2349,30,2314,213,100,2,6,1979,28,1946,187,83,2,5,1979,28,1946,0,0,2,0,1,2
720270030.8,2594,37,2557,0,0,0,0,2150,35,2115,0,0,0,0,3153,20,3132,452,143,1,1,2642,20,2622,362,115,1,0,2642,20,2622,0,0,0,0,0,0
720270030.2,4767,12,4755,129,0,0,0,3873,10,3863,0,0,0,0,5200,39,5152,415,131,6,3,4274,34,4231,350,114,6,3,4274,34,4231,2,0,1,0,1,5
72027030.10,2656,0,2656,153,0,0,0,2235,0,2235,0,0,0,0,2998,21,2970,246,55,2,4,2551,20,2524,204,40,2,3,2551,20,2524,1,1,0,0,5,0
720270030.9,1232,0,1232,0,0,0,0,1047,0,1047,0,0,0,0,1404,9,1394,152,27,1,1,1179,8,1171,133,24,1,1,1179,8,1171,0,0,0,0,0,0
72027030.12,1668,7,1661,20,0,0,0,1331,7,1324,3,0,0,0,1771,8,1762,120,34,0,0,1510,8,1502,109,30,0,0,1510,8,1502,0,0,0,0,0,0
72027030.11,1746,19,1727,38,0,0,0,1295,18,1277,0,0,0,0,1768,7,1761,162,49,1,2,1431,6,1425,134,40,0,1,1431,6,1425,0,0,0,0,0,0
72027030.13,185,0,185,3,0,0,0,146,0,146,0,0,0,0,207,1,206,13,11,0,0,175,0,175,10,11,0,0,175,0,175,0,0,0,0,0,0
720270030.7,198,0,198,2,0,0,0,155,0,155,0,0,0,0,223,10,213,16,6,2,0,174,5,169,13,5,2,0,174,5,169,0,0,0,0,0,0
72027030.15,3672,0,3671,95,0,0,0,2974,0,2974,1,0,0,0,3385,27,3348,348,105,3,10,2811,20,2785,287,83,2,8,2811,20,2785,1,0,0,0,3,2
72027030.16,980,0,980,17,0,0,0,777,0,777,0,0,0,0,1237,11,1226,182,39,5,2,1014,9,1005,154,29,4,1,1014,9,1005,0,0,0,0,0,0
72027030.14,1203,1,1202,26,0,0,0,964,0,964,0,0,0,0,1398,19,1378,151,20,3,2,1143,19,1123,134,15,2,0,1143,19,1123,0,0,0,0,0,1
720290105.3,3870,0,3851,391,0,195,0,2250,20,2230,0,0,0,0,3823,9,3779,1849,113,9,1,3063,9,3021,1508,87,7,1,3063,9,3021,22,3,0,0,2,6
