GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_tot,Wh_2018_tot,His_2018_tot,BlC_2018_tot,NatC_2018_tot,AsnC_2018_tot,PacC_2018_tot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_tot,Wh_2019_tot,His_2019_tot,BlC_2019_tot,NatC_2019_tot,AsnC_2019_tot,PacC_2019_tot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap
0900909-098,1622,656,606,323,24,72,1,1290,615,400,227,17,65,1,1644,322,867,476,10,14,0,975,223,463,268,9,6,0,1542,334,756,433,12,27,0,914,236,402,248,11,16,0,1192,130,732,403,48,21,3,758,116,428,234,19,16,2
0900909-109,4029,618,2433,1075,45,41,7,2862,544,1637,730,34,32,5,3585,463,2533,766,7,79,0,1901,330,1252,316,8,3,0,3669,428,2602,786,8,80,0,1964,288,1292,372,8,5,0,4300,310,3002,1116,200,80,6,3036,248,2090,757,139,48,6
0900909-185,5560,2185,1457,1745,69,292,34,4336,1933,991,1233,51,237,27,5004,1944,1664,1372,146,157,6,3520,1761,830,812,50,75,0,5119,1904,1427,1684,217,191,6,3454,1646,831,763,41,91,0,4926,1575,1509,1641,91,315,10,3986,1390,1097,1280,68,273,10
0900909-197,5935,2164,1305,2244,71,362,51,4737,1992,902,1630,53,280,44,5798,1448,1657,2833,115,66,0,3489,1150,800,1513,53,17,0,5255,1458,1145,2670,159,66,0,3470,1142,676,1525,17,16,0,5757,1261,1564,2483,119,548,4,4408,1083,1068,1880,84,412,4
0900909-196,3394,1165,759,1366,45,169,21,2602,987,502,1016,28,122,12,3591,644,1118,1804,21,74,0,2226,546,437,1205,9,34,0,3304,541,1166,1685,30,43,0,2140,482,491,1115,0,23,0,3397,770,891,1623,83,178,12,2636,675,603,1236,66,139,10
0900909-184,7267,3390,1852,1689,73,447,12,5676,2939,1243,1199,51,340,9,7383,3434,1618,2027,41,466,11,5107,2910,896,1146,36,103,0,7679,3518,1811,2017,51,422,9,5265,2904,920,1220,49,173,0,7395,2684,2224,2062,169,467,8,5953,2398,1582,1601,140,364,6
0900909-186,7146,2644,1830,2440,93,358,51,5479,2270,1222,1745,71,300,34,6895,2746,1785,1741,7,864,6,4711,2373,790,1267,2,264,0,7249,3128,1887,2014,164,744,6,5031,2883,799,1155,10,172,0,7865,3210,2026,2311,168,436,11,6664,2996,1495,1872,121,371,7
0900909-136,2557,2238,79,102,12,135,5,2023,1787,53,78,12,100,5,2463,2166,135,81,0,81,0,1865,1670,90,61,0,45,0,2427,2049,134,180,0,63,0,1931,1620,100,160,0,50,0,2547,2125,134,133,18,130,4,2041,1751,93,91,11,91,4
0900909-135,2866,2447,119,116,14,183,2,2237,1947,77,85,12,123,2,3422,2615,75,199,0,534,0,2552,2181,54,184,0,139,0,3212,2373,174,192,0,470,0,2439,1980,98,183,0,182,0,3179,2427,210,221,20,291,10,2593,2024,156,163,14,227,3
0900909-007,2658,2300,193,141,16,23,0,2119,1892,115,94,9,17,0,2644,2041,441,248,6,20,0,2095,1742,222,114,6,10,0,2848,2189,544,173,0,32,0,2231,1838,313,66,0,22,0,2647,1997,355,210,34,61,7,2207,1767,232,137,29,47,5
0900909-073,4330,3701,278,171,23,173,2,3446,3026,172,111,16,124,2,4206,3341,355,363,38,186,34,3251,2693,228,210,0,122,0,4279,3285,254,505,34,277,36,3388,2732,166,285,0,194,0,4131,3163,447,239,76,192,7,3420,2739,300,165,52,141,6
0900909-072,6229,5215,498,267,38,252,6,4992,4326,314,156,27,177,5,5982,4950,614,175,15,211,10,4796,4023,483,108,10,173,0,6175,5143,486,220,0,296,8,4879,4201,367,111,0,185,0,6156,4757,681,372,82,277,15,5138,4136,470,231,66,212,12
0900909-137,5907,5269,226,186,17,231,6,4815,4350,151,139,11,168,4,5790,4888,348,150,8,394,0,4647,4061,209,143,10,233,0,5754,4844,193,188,8,518,0,4624,4022,144,163,10,289,0,5791,4764,370,247,79,321,8,4844,4100,268,177,49,240,7
0900909-132,4822,4193,185,171,31,261,3,3885,3444,121,130,20,176,3,4645,3954,134,226,30,301,0,3890,3416,131,175,30,136,0,4907,4291,179,212,35,232,0,4102,3665,151,173,35,80,0,4716,3845,307,240,50,252,2,3886,3280,191,169,31,188,2
0900909-052,9165,8690,182,57,46,205,1,7116,6826,117,34,32,112,1,9274,8656,134,67,1,408,0,6908,6563,97,71,4,194,0,9200,8695,156,61,0,289,0,7247,6941,120,63,0,132,0,9025,8073,304,144,95,361,9,7428,6775,201,94,50,257,6
0900101-003,6107,5480,275,106,27,204,0,4655,4226,178,75,19,138,0,7013,6245,208,248,29,278,29,5045,4625,140,118,4,115,30,6534,5950,197,186,22,188,13,4715,4355,130,88,0,130,15,6293,4835,703,232,93,294,4,4870,3884,432,152,66,209,0
0900909-074,2048,1803,94,60,11,92,2,1644,1474,63,37,9,62,2,2193,1850,62,140,30,151,0,1794,1614,37,63,10,54,0,2338,2048,63,98,19,150,0,1895,1712,44,63,1,61,0,2234,1804,182,103,29,91,3,1981,1636,142,82,26,74,1
0900909-071,6698,5273,327,203,31,863,9,5496,4470,230,147,22,620,7,7000,5242,439,367,0,972,0,5066,4264,240,241,0,323,0,6765,5079,386,452,0,856,0,5026,4184,198,318,0,320,0,6324,4747,462,315,96,690,9,5370,4236,336,233,69,473,2
0900909-123,4111,2701,309,931,59,191,1,3251,2253,216,651,32,138,1,4375,2481,704,1273,13,145,0,3013,2051,185,694,2,96,0,4277,2430,665,1252,10,167,0,3000,2030,184,690,1,85,0,4249,2547,483,967,67,218,4,3432,2162,347,741,58,152,2
0900909-124,4152,1588,495,1995,68,141,14,3171,1366,305,1397,51,116,8,4779,1630,540,2237,168,309,7,3386,1372,310,1482,146,119,0,4406,1571,491,1937,153,323,6,3179,1305,295,1290,151,128,0,4267,1405,665,2083,111,180,13,3397,1215,461,1606,84,135,10
0900909-009,5563,4988,137,122,25,293,1,4214,3827,90,81,15,199,1,5504,4473,356,78,38,437,132,4140,3590,170,79,40,140,130,5513,4487,372,90,28,430,114,4160,3550,265,90,29,120,115,5297,4561,182,153,72,291,5,4255,3727,130,105,54,211,5
0900101-138,7052,3365,1360,1043,63,1337,12,5815,2986,1032,778,41,1052,10,7538,3300,1666,1005,43,1684,2,4378,2611,750,621,17,363,2,7876,3122,1741,1321,37,1858,0,4547,2541,812,747,16,433,0,10450,4723,1917,1585,151,2184,12,9139,4500,1534,1241,119,1803,11
0900101-136,5405,2705,876,654,42,1184,5,4671,2498,688,524,29,969,4,5456,2656,1054,830,6,928,14,3599,2349,444,545,0,235,13,5960,2526,1132,1421,8,904,0,3866,2273,571,722,0,290,0,5672,2592,1373,934,72,767,14,4912,2420,1074,759,64,647,12
0900101-134,3534,1439,934,738,25,452,9,2823,1276,688,522,16,358,7,3393,1550,925,266,54,651,0,1971,1241,416,118,10,174,0,3578,1690,963,231,50,689,0,2034,1335,352,108,15,224,0,3684,1675,1038,410,60,518,2,3002,1474,783,315,54,393,1
0900101-148,7328,5074,1084,574,23,595,8,5712,4047,789,417,14,451,5,7629,5466,869,712,86,596,0,5399,4306,493,325,29,239,0,7675,4852,1439,888,50,575,0,5171,3883,515,484,0,297,0,7702,4718,1751,622,106,545,3,6045,3871,1279,446,68,404,2
0900101-137,2937,1478,476,352,22,641,1,2522,1357,371,280,16,523,1,3035,1329,356,405,129,1073,0,1489,1065,145,192,51,87,0,3012,1415,460,434,119,892,0,1570,1133,205,148,51,80,0,3027,1342,461,357,25,853,1,2497,1200,378,276,19,624,1
0900101-023,7716,2444,2455,2418,76,389,34,5888,2123,1740,1658,52,287,24,7457,2284,2557,2359,125,686,12,4813,1651,1382,1244,0,516,0,7031,2279,2446,2020,140,626,13,4959,1597,1659,1308,0,385,0,8126,1734,2817,2822,153,490,44,6398,1561,2058,2158,110,372,33
0900101-026,4841,778,2226,1919,69,90,19,3414,701,1453,1259,47,71,14,5055,569,2531,2181,124,129,0,2789,486,1269,937,40,27,0,5184,643,2436,2444,81,132,0,2938,515,1172,1187,0,34,0,4880,627,2535,1822,138,74,10,3519,558,1717,1265,98,47,4
0900909-038,3968,3659,146,38,20,106,0,3179,2979,100,24,16,56,0,4119,3599,143,32,42,311,0,3273,3073,66,27,0,105,0,4146,3649,121,19,0,358,0,3322,3141,50,21,0,102,0,3976,3460,183,68,39,204,4,3326,2962,114,47,34,148,2
0900909-107,4398,1403,1769,1158,59,148,9,3321,1265,1186,791,41,113,7,4808,955,2543,1360,86,54,0,3217,838,1370,958,78,36,0,4596,1211,2375,982,70,44,0,3230,1054,1419,719,61,28,0,4530,1057,2114,1329,104,157,6,3416,949,1471,942,76,122,4
0900909-104,3293,1303,883,1081,44,84,9,2662,1252,611,750,41,78,5,3157,1082,990,1034,32,38,0,2853,1079,825,896,31,39,0,3407,928,1354,1055,33,58,22,3040,925,1131,915,31,34,0,3360,1008,1152,1184,96,60,5,2859,986,871,963,83,54,5
0900909-106,4542,1155,1672,1594,58,239,5,3331,1030,1078,1098,45,180,2,4916,1224,2393,1181,98,94,0,3139,1016,1201,773,87,57,0,5138,1057,2641,1298,138,129,0,3186,905,1305,865,124,37,0,4588,810,1978,1727,124,226,5,3312,715,1342,1160,85,160,4
0900909-111,6583,2756,2559,1228,76,127,18,4925,2378,1669,809,54,94,15,6802,2101,3160,1490,100,111,0,4372,1871,1496,944,103,27,0,6442,1557,3708,1052,58,142,0,3817,1406,1595,756,60,63,0,6648,1901,3197,1516,165,176,13,4890,1614,2141,1040,121,129,8
0900909-133,5621,4926,225,184,18,297,2,4318,3855,136,123,10,210,1,5285,4567,437,74,27,165,0,4043,3558,229,57,25,176,0,5005,4239,317,267,26,146,0,4069,3503,209,184,25,151,0,5610,4541,320,225,80,482,5,4518,3763,208,161,51,356,5
0900909-043,4365,3073,290,798,45,223,2,3589,2678,185,568,34,155,2,4119,2785,297,872,59,245,0,3348,2447,180,644,25,61,0,4260,3078,352,827,54,134,0,3464,2587,222,593,25,37,0,4834,2981,435,1083,101,321,8,4145,2682,325,864,65,254,7
0900909-004,2671,1180,738,748,38,92,11,1901,988,456,439,20,57,8,1745,856,459,346,0,68,11,1225,731,187,244,0,64,0,1827,1053,310,399,0,52,7,1393,888,190,263,0,50,0,2385,914,777,617,55,96,2,1809,803,520,410,50,67,1
0900909-037,4477,4141,143,68,31,108,3,3372,3156,86,45,24,74,2,4561,4110,167,90,36,221,11,3462,3239,70,32,10,94,10,4416,4003,137,112,30,193,0,3332,3129,66,50,10,73,0,4331,3760,220,89,52,173,3,3456,3076,142,58,43,110,0
0900909-167,8778,5337,1773,1569,73,224,10,6559,4370,1079,999,50,157,9,8886,4227,2414,2271,53,154,15,6094,3625,1220,1116,39,96,0,8779,4232,2628,2060,46,130,10,5889,3570,1191,1037,29,85,0,8714,3742,2746,2102,131,237,33,6561,3274,1695,1427,107,165,21
0900909-069,9313,8153,462,234,33,446,10,7539,6746,312,166,18,301,5,9299,8292,460,146,39,406,6,7701,7056,302,98,12,213,0,9269,8287,422,121,52,421,7,7738,7069,311,76,18,250,0,9234,7715,613,364,117,367,8,7893,6726,437,266,109,283,2
0900101-173,6605,5181,521,453,40,433,5,4908,3953,332,310,22,291,5,6589,4453,830,621,28,663,8,4648,3449,574,332,21,264,0,6162,4343,427,554,28,759,17,4435,3453,272,348,21,322,9,6573,4223,861,728,56,619,1,4977,3410,562,501,30,409,1
0900101-172,1896,1630,102,73,8,86,0,1399,1226,65,50,6,54,0,2005,1777,61,21,35,163,0,1300,1219,41,12,0,26,0,1947,1777,84,19,29,90,0,1304,1231,55,12,0,11,0,1993,1565,162,90,26,114,0,1464,1192,89,61,17,72,0
0900101-016,5378,472,1694,3258,76,102,11,3797,411,1068,2289,52,70,8,5511,279,2121,3044,214,38,251,3595,289,1190,1868,73,8,0,5668,336,2474,2797,233,39,315,3613,337,1221,1741,78,8,0,5836,295,2339,3304,93,106,18,4189,256,1505,2424,69,74,16
0900909-093,1062,48,576,493,12,9,0,717,39,376,328,9,7,0,960,132,426,420,13,0,0,549,11,249,281,5,0,0,978,158,382,428,12,10,0,526,27,216,273,4,0,0,1106,59,526,526,48,44,10,760,46,344,379,27,22,8
0900909-092,3144,181,1657,1445,36,39,4,2144,158,1085,967,24,28,3,2903,367,1501,1032,124,32,0,1640,108,808,687,42,8,0,2965,559,1410,988,109,22,0,1559,165,704,652,40,2,0,3199,193,1769,1258,71,110,15,2199,142,1196,879,56,54,13
0900909-090,2852,224,1287,1436,33,47,7,1988,204,841,975,20,40,7,3076,435,1213,1570,28,0,0,1864,315,590,963,15,0,0,3077,459,1393,1393,31,0,0,1846,313,704,827,15,0,0,2708,215,1384,1124,88,63,6,1949,169,977,810,62,39,6
0900909-094,4111,438,2165,1598,77,60,15,2842,397,1442,1038,54,42,14,4107,445,2188,1777,77,31,29,2057,250,861,900,36,4,0,3985,446,2083,1649,70,48,14,2044,296,818,888,35,4,0,4446,294,2665,1421,141,291,11,3007,240,1763,991,111,129,7
0900909-170,3052,1510,749,767,25,68,9,2334,1304,464,520,21,43,6,3460,1518,923,999,63,101,0,2269,1005,581,621,35,47,0,3141,1297,862,945,48,94,0,2160,941,553,609,26,46,0,3608,1213,1285,1045,61,82,7,2738,984,900,787,49,62,5
0900909-169,6212,2327,2049,1895,103,96,8,4203,1834,1195,1155,68,63,4,7362,1932,2989,2500,22,111,0,4493,1333,1548,1531,14,71,0,6902,2108,2709,2174,23,84,0,4344,1509,1456,1319,14,51,0,6853,2351,2451,2104,116,105,16,4691,1594,1607,1457,90,88,12
0900909-165,6082,2443,1955,1699,96,133,19,4490,2122,1175,1139,67,93,11,6519,2035,3119,1653,63,48,42,4541,1815,1726,922,48,33,25,6895,2074,3513,2017,75,98,27,4545,1817,1649,944,59,94,15,6140,1772,2719,1594,151,194,15,4518,1573,1760,1116,115,125,10
0900909-113,3886,3089,507,213,14,101,8,3136,2587,359,126,10,74,3,3249,2236,508,451,0,90,0,2489,1913,271,271,0,33,0,3429,2406,516,386,0,286,0,2769,2125,270,248,0,127,0,3792,2540,771,330,88,126,6,3087,2209,524,235,71,89,4
0900101-110,5066,931,2442,1685,67,134,16,3696,791,1704,1155,44,104,15,6069,1315,3123,1713,17,95,84,2624,968,715,833,11,35,0,5987,1449,2985,1639,0,151,93,2865,1047,923,781,0,53,0,5500,905,3143,1309,127,181,7,4000,769,2149,953,89,137,4
0900101-109,11033,2610,4921,3309,136,401,32,8518,2332,3579,2396,105,320,25,10473,2539,4771,2950,86,360,0,5860,2244,1403,2050,34,129,0,10417,2770,4481,2998,96,319,0,5855,2450,1339,1952,14,102,0,10989,2416,5393,2833,293,456,17,8579,2241,3823,2179,193,367,13
0900101-108,7504,2719,2625,1750,87,536,15,5716,2332,1828,1199,52,411,10,7430,2320,3509,1166,64,399,52,4308,1906,1445,682,19,210,55,7557,2309,3486,1410,47,375,30,4397,1953,1445,801,2,150,30,7810,2115,3492,1650,208,597,7,5968,1817,2497,1224,157,437,5
0900101-106,5869,2370,1787,1241,92,537,17,4710,2089,1319,918,67,416,11,5631,2054,1690,1225,74,737,0,3682,1723,779,850,54,283,0,5654,2248,1655,1155,41,677,0,3978,1927,833,769,31,421,0,7692,2608,2773,1554,160,791,13,6278,2418,2017,1208,107,637,12
0900101-107,8372,4967,1872,1082,61,505,13,6578,4106,1358,775,44,364,12,8207,4991,1864,846,172,561,0,5712,4053,855,539,18,234,0,8249,5126,1683,738,47,759,0,5826,4205,774,510,20,342,0,8841,4304,2731,1281,174,480,9,7036,3673,1989,985,123,374,7
0900101-116,5297,4032,593,385,26,283,2,4212,3295,423,271,18,209,1,5470,3932,746,442,38,326,31,4072,3232,265,304,30,220,10,5348,3891,662,442,34,327,33,4088,3286,217,304,30,237,10,5526,4129,612,345,48,364,2,4498,3494,418,268,32,257,2
0900101-177,5996,5438,196,107,18,245,4,4050,3732,117,67,11,131,2,5989,4940,569,111,85,339,4,4056,3486,356,48,46,119,0,6068,4998,496,147,78,410,5,4128,3553,315,51,41,162,0,6222,5077,425,127,66,444,8,4447,3772,252,76,43,250,2
0900101-176,4183,3774,140,71,8,181,5,2819,2584,86,43,6,98,2,4299,3740,85,218,33,222,25,2724,2449,54,132,9,66,0,4219,3559,152,211,34,264,26,2792,2447,105,134,9,83,0,4132,3366,206,142,37,365,2,3023,2528,123,93,31,239,2
0900101-119,8729,7975,312,80,32,316,9,6028,5579,191,53,18,183,5,8571,7741,562,132,29,193,0,5901,5507,257,40,20,75,0,8352,7412,646,163,36,227,0,5774,5324,302,50,25,82,0,8848,7547,517,146,65,479,5,6471,5678,329,89,37,284,3
0900909-190,6027,5389,300,187,25,158,4,4929,4506,193,121,21,103,3,6009,4898,317,419,87,289,0,4880,4216,147,297,40,181,0,5916,4996,305,358,0,263,0,4923,4411,106,261,0,138,0,5799,4635,566,360,54,208,1,4875,4057,395,245,43,156,1
0900909-199,4524,3495,351,549,32,160,1,3529,2859,225,351,20,109,1,5090,2879,1193,632,11,433,0,3634,2311,586,427,12,302,0,5287,3348,980,642,7,370,0,3802,2688,508,446,8,151,0,4495,2881,665,681,82,255,5,3608,2492,456,460,58,168,4
0900909-018,2915,1841,373,657,10,85,1,2376,1479,297,574,9,51,1,3078,2098,263,462,37,287,0,2409,1741,193,342,31,121,0,3106,2201,267,415,23,254,0,2373,1751,186,291,22,135,0,3007,2560,150,69,33,156,1,2367,2069,92,43,25,106,1
0900909-108,3042,472,1833,817,35,32,3,2179,415,1239,564,25,22,2,3623,885,1722,1058,19,33,0,2678,788,1136,715,4,34,0,3356,803,1717,897,23,25,0,2234,717,966,523,4,24,0,3058,472,1786,882,83,47,6,2273,430,1271,623,50,38,4
0900909-070,3872,3278,177,135,17,269,2,3030,2644,117,90,12,174,2,3990,3105,233,255,11,393,0,3137,2620,124,115,6,272,0,4144,3319,201,288,6,335,0,3140,2681,110,125,5,216,0,3861,2991,304,195,30,282,6,3294,2660,213,142,26,209,5
0900909-016,2481,2332,51,37,6,52,0,1997,1905,39,22,4,32,0,2426,2312,26,39,3,47,0,1900,1837,16,16,3,27,0,2383,2252,41,35,4,50,0,1852,1788,17,15,3,27,0,2593,2299,116,51,33,83,4,2146,1952,66,31,22,62,1
0900909-011,2531,2394,70,23,11,50,2,2052,1950,51,15,9,34,2,2397,2327,10,0,0,60,0,1974,1927,10,0,0,37,0,2434,2379,0,0,0,53,0,1979,1947,0,0,0,30,0,2373,2112,132,45,34,64,5,2002,1817,94,25,25,51,3
0900909-010,5516,4872,247,145,37,229,3,4513,4064,165,99,30,165,2,5319,4731,87,92,0,410,0,4269,3961,76,76,0,163,0,5190,4659,80,52,0,405,0,4256,3995,71,34,0,153,0,5678,4732,428,226,64,218,2,4860,4161,299,154,44,174,2
0900909-021,2485,2171,71,65,11,179,1,1898,1704,43,37,7,106,1,2173,1699,61,6,0,383,0,1682,1419,38,4,0,225,0,2323,1806,75,6,0,408,0,1716,1465,40,0,0,215,0,2431,1991,111,83,21,220,1,1888,1586,68,53,19,157,1
0900101-186,6139,5506,192,90,24,349,0,4201,3822,119,55,12,198,0,5834,5003,215,36,0,578,0,3921,3543,98,37,0,235,0,5736,4831,268,40,0,596,0,3886,3424,171,39,0,252,0,6085,4931,355,124,36,580,9,4412,3689,232,83,27,345,5
0900101-187,6352,5773,168,66,11,338,5,4371,4029,103,38,7,191,1,6781,5683,136,116,18,829,0,4289,3864,64,81,10,255,0,6923,5926,132,101,19,752,0,4461,4051,69,64,10,260,0,6761,5503,284,169,43,715,11,4965,4201,164,119,18,430,7
0900101-188,5571,4976,177,85,15,331,0,3808,3455,111,55,7,188,0,5927,4975,299,69,0,542,0,4160,3773,111,54,0,213,0,5804,4971,267,57,0,485,0,4043,3695,94,40,0,211,0,5657,4442,277,117,20,707,4,4063,3287,183,80,14,442,4
0900101-152,4179,3014,478,291,6,419,6,3271,2443,337,199,4,303,3,4374,2954,510,358,31,515,0,2977,2263,248,151,17,320,0,4237,3051,485,226,28,442,13,2916,2348,260,94,11,216,0,4259,2826,634,297,34,457,4,3387,2331,466,220,25,344,3
0900101-147,4741,3171,567,389,29,625,4,3677,2540,417,269,20,454,4,4845,3393,581,241,63,575,0,3389,2687,253,160,21,286,0,4829,3213,712,219,54,605,0,3295,2557,267,133,15,346,0,4733,3302,553,285,46,513,3,3765,2695,393,224,31,379,2
0900101-150,3646,2929,265,182,12,281,0,2760,2264,195,120,10,185,0,3474,2559,307,172,22,424,0,2569,2129,143,100,0,189,0,3227,2578,161,113,22,364,0,2528,2207,80,83,0,149,0,3561,2689,333,164,24,318,5,2808,2188,239,128,19,227,3
0900101-070,5975,5309,281,157,14,225,3,4446,4025,182,96,9,145,2,6415,5795,242,37,0,195,0,4687,4461,87,13,0,132,0,6487,5710,286,49,0,201,0,4698,4427,115,10,0,148,0,6183,5446,255,130,50,255,2,4703,4225,162,84,37,168,1
0900101-067,5714,4533,485,228,37,431,4,4311,3530,308,139,28,292,0,5996,3930,938,260,0,866,26,3892,3028,447,89,0,297,28,6091,4045,1082,255,24,683,17,3900,2994,500,99,0,297,19,6083,3731,1133,478,100,582,5,4772,3140,772,326,70,414,5
0900101-069,5754,5277,203,80,14,188,1,4187,3874,137,58,11,120,1,5882,5433,128,103,0,214,0,4158,3852,109,95,0,96,0,5869,5374,159,118,0,230,0,4212,3905,94,108,0,96,0,5859,5164,266,58,50,263,4,4293,3858,173,39,36,162,4
0900101-068,5742,5017,314,133,20,270,2,4469,3935,238,98,17,189,2,5972,4870,419,429,0,264,2,4753,4062,348,242,0,102,2,5990,4959,416,377,0,247,1,4824,4181,336,206,0,103,1,6293,5237,607,116,68,253,3,5356,4530,512,63,62,171,1
0900101-160,3061,2366,328,286,18,77,6,2410,1955,214,187,14,52,2,2790,2212,253,308,6,33,0,2128,1819,164,125,3,22,0,2952,2200,270,469,5,28,0,2305,1889,192,207,0,15,0,3179,1919,566,516,54,133,6,2517,1657,395,345,23,90,6
0900101-159,4453,3680,377,305,28,90,3,3668,3121,258,218,21,58,3,4386,3772,297,207,0,109,7,3575,3157,240,100,0,79,0,4284,3581,360,249,0,120,7,3549,3036,282,140,0,84,0,4438,3378,472,402,48,131,4,3774,2986,344,297,34,93,3
0900101-194,756,560,108,74,3,20,2,639,497,73,56,2,15,2,739,495,83,171,0,6,0,574,438,64,68,0,4,0,852,481,152,222,0,10,0,677,442,111,114,0,9,0,715,500,99,80,19,32,2,627,456,74,63,10,26,1
0900101-175,10299,8862,623,360,5,446,8,7805,6876,390,249,5,281,7,10537,8327,1123,781,69,292,0,7997,6634,644,526,23,168,0,10776,8692,928,712,69,422,61,7694,6490,467,457,21,225,16,10745,8041,1202,589,108,712,5,8204,6425,788,398,77,446,4
0900101-049,4143,2396,889,358,42,410,6,3266,2013,615,254,31,301,6,5096,3128,803,859,12,426,0,3879,2691,311,631,9,240,0,5536,3338,836,962,10,541,0,4135,2893,276,707,10,248,0,4350,2533,905,340,84,401,3,3535,2219,610,232,63,316,3
0900101-050,6922,2920,2612,745,104,460,20,5426,2484,1898,546,77,349,12,7348,2599,3773,712,84,175,1,3371,1792,993,450,36,99,1,7506,2641,3635,843,55,471,1,3840,1934,1078,429,55,329,1,7752,1873,3957,933,195,460,9,5874,1585,2794,717,156,372,9
0900909-198,4762,3551,548,481,32,201,2,3783,2979,366,312,22,135,1,4530,3464,797,238,11,61,0,3434,2769,457,147,10,50,0,4373,3190,797,306,11,84,0,3226,2511,457,177,10,71,0,4691,3135,695,590,79,249,1,3937,2783,489,428,62,195,1
0900909-181,5705,3916,916,733,44,157,4,4608,3386,606,499,35,117,2,5893,3014,1766,997,97,97,0,4060,2532,806,667,38,59,0,5755,2575,2160,929,210,81,0,4029,2314,916,735,52,60,0,5863,2817,1750,1124,138,204,10,4618,2492,1176,794,97,162,7
0900909-182,5244,3736,837,581,60,137,3,4330,3307,541,405,44,102,2,4725,2781,1037,700,88,253,0,3604,2432,586,352,27,170,0,4825,2890,1018,743,78,249,0,3655,2514,556,395,23,134,0,5396,2992,1287,977,132,179,3,4431,2701,903,688,101,140,3
0900909-099,3215,1531,804,662,43,266,2,2707,1449,552,482,33,251,2,3410,1936,545,532,47,394,0,2604,1678,347,391,38,149,0,3381,1868,607,477,45,425,0,2574,1588,399,378,35,170,0,3267,1759,539,666,71,313,11,2939,1669,440,539,59,283,11
0900909-097,5506,3113,607,794,59,1029,4,5151,3000,524,660,53,988,4,5096,2946,521,580,35,1028,0,3907,2547,363,467,10,507,0,5296,2958,605,632,74,1124,0,3980,2493,446,507,32,510,0,6867,3584,720,607,87,1942,15,6527,3466,638,558,63,1839,10
0900909-096,1441,246,804,445,22,1,5,941,244,426,294,17,1,3,868,219,274,403,13,0,0,585,223,106,255,15,0,0,596,192,136,272,13,0,0,464,194,46,223,15,0,0,410,241,38,123,8,3,2,400,240,33,119,6,3,2
0900909-119,4216,1669,486,1480,63,649,10,3851,1649,407,1209,60,626,10,3608,1598,450,913,36,643,13,2950,1422,362,691,33,419,8,3622,1532,488,930,20,682,13,2951,1356,373,717,19,467,8,4088,1536,583,1020,77,991,7,3858,1503,502,900,63,965,5
0900909-100,3024,1913,378,312,23,444,1,2660,1773,281,230,17,389,1,3615,2276,577,276,4,567,15,2340,1747,201,139,4,229,0,3166,1783,708,238,38,527,16,2064,1493,296,96,4,161,0,3464,2149,417,319,45,575,5,3100,1995,324,221,38,527,4
0900909-162,3192,678,1487,1125,50,53,4,2401,606,1036,810,42,35,4,3332,592,1590,1231,49,23,0,2166,364,1007,785,9,0,0,3072,511,1464,1180,44,19,0,1945,320,873,742,8,0,0,3906,501,2016,1499,79,40,10,2739,415,1299,1060,48,25,9
0900909-166,4557,1594,1648,1356,73,100,13,3282,1392,974,890,50,67,8,4390,975,1761,1353,80,351,14,2898,813,1116,841,10,103,0,4480,922,1934,1302,82,404,16,2856,774,1192,736,18,122,0,4751,1158,2061,1601,85,82,9,3591,1019,1385,1186,66,74,8
0901515-002,8210,7450,325,289,70,112,2,6417,5846,235,231,45,73,2,8243,7534,178,331,91,238,0,6570,6120,150,184,20,95,0,8238,7362,358,371,95,202,0,6415,5940,225,163,19,60,0,8450,7185,537,310,190,190,19,6739,5880,329,223,129,137,13
0901515-008,1452,1319,49,35,29,31,2,1108,1036,24,20,15,18,0,1269,1159,64,34,6,4,5,919,865,23,25,7,0,0,1562,1359,98,52,40,11,4,1090,996,20,45,21,7,0,1488,1275,55,53,47,50,3,1193,1057,35,33,29,37,0
0901515-009,1989,1796,71,50,37,43,0,1479,1375,33,25,20,27,0,2207,1979,115,16,6,84,7,1600,1464,45,17,6,69,0,2113,1865,75,28,16,122,5,1567,1416,6,28,12,107,0,2077,1824,85,73,35,47,1,1617,1464,40,35,31,28,0
0901515-017,5255,4762,240,118,84,69,13,3997,3711,135,59,56,42,8,5386,4518,608,0,0,260,0,4280,3685,560,0,0,39,0,5423,4746,413,6,0,258,0,4304,3879,380,4,0,40,0,5038,4344,261,191,194,68,7,3908,3467,155,99,136,48,2
