GEOID10,Tot_2010_tot,Wh_2010_tot,Bl_2010_tot,Hisp_2010_tot,Nat_2010_tot,Oth_2010_tot,Asn_2010_tot,Pac_2010_tot,Bl+_2010_tot,Nat+_2010_tot,Asn+_2010_tot,Pac+_2010_tot,Tot_2010_vap,Wh_2010_vap,Bl_2010_vap,Hisp_2010_vap,Nat_2010_vap,Oth_2010_vap,Asn_2010_vap,Pac_2010_vap,Bl+_2010_vap,Nat+_2010_vap,Asn+_2010_vap,Pac+_2010_vap,Tot_2018_tot,Wh_2018_tot,Bl_2018_tot,Hisp_2018_tot,Nat_2018_tot,Oth_2018_tot,Asn_2018_tot,Pac_2018_tot,Bl+_2018_tot,Nat+_2018_tot,Asn+_2018_tot,Pac+_2018_tot
1000101-28,2191,876,1046,145,5,103,16,0,1153,28,25,1,1401,638,635,88,5,27,8,0,663,16,13,1,2399.2,1010.2,1177.0,193.1,0.0,18.9,0.0,0.0,1186.1,9.7,0.0,0.0
1000101-29,8339,6063,1586,376,60,140,112,2,1715,120,142,7,6027,4534,1087,215,43,68,78,2,1140,80,90,7,8560.8,6463.6,1330.9,338.8,35.5,277.2,112.9,2.0,1522.6,121.4,197.1,2.0
1000101-30,5252,4044,770,209,26,150,53,0,889,90,74,1,3942,3117,563,125,20,77,40,0,611,63,55,1,5058.6,4219.8,499.4,139.6,34.5,96.7,68.6,0.0,595.3,59.6,126.3,0.0
1000101-31,531,405,82,22,3,15,4,0,90,15,6,2,414,325,66,13,1,5,4,0,69,5,4,1,516.3,409.2,86.1,0.0,1.1,14.8,4.9,0.0,95.8,6.3,4.9,0.0
1000101-32,5239,2273,1973,655,19,186,124,9,2231,78,169,18,3886,1908,1342,440,17,74,101,4,1447,52,130,10,5552.5,2284.0,2247.1,621.5,3.8,328.4,67.8,0.0,2528.6,40.6,299.5,2.1
1000101-33,661,457,139,31,4,19,11,0,158,10,13,1,499,346,107,22,2,11,11,0,113,8,12,1,779.1,573.7,110.5,5.9,14.0,72.2,2.8,0.0,188.6,14.0,2.8,0.0
1000101-34,316,204,59,15,0,9,29,0,66,2,32,0,255,171,51,10,0,4,19,0,55,2,20,0,376.1,263.1,36.0,67.6,0.0,2.1,7.2,0.0,36.0,28.5,9.3,0.0
1000102-28,4241,2922,902,244,10,112,50,1,1003,51,66,7,3156,2271,636,151,9,50,38,1,680,36,44,5,4624.0,2769.7,1329.8,151.5,4.7,320.9,47.4,0.0,1615.1,151.7,49.3,9.1
1000102-29,7093,4297,1835,330,173,277,179,2,2048,282,251,23,5097,3232,1278,187,153,119,127,1,1344,213,160,9,8792.1,5250.7,2205.2,707.2,173.3,292.1,163.7,0.0,2510.7,211.9,249.1,80.8
1000102-30,706,568,88,23,4,19,4,0,99,20,4,4,538,439,63,17,4,11,4,0,69,13,4,1,753.1,582.8,89.6,79.9,0.0,0.8,0.0,0.0,98.0,5.9,0.0,0.0
1000102-31,3448,1931,1022,138,20,159,178,0,1156,61,216,3,2671,1571,767,109,16,69,139,0,822,42,158,3,3495.3,1889.6,1010.5,306.9,32.0,60.2,196.0,0.0,1068.9,68.7,203.3,0.0
