GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_acstot,Wh_2018_acstot,His_2018_acstot,BlC_2018_acstot,NatC_2018_acstot,AsnC_2018_acstot,PacC_2018_acstot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_acstot,Wh_2019_acstot,His_2019_acstot,BlC_2019_acstot,NatC_2019_acstot,AsnC_2019_acstot,PacC_2019_acstot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap,Tot_2020_acstot,Wh_2020_acstot,His_2020_acstot,BlC_2020_acstot,NatC_2020_acstot,AsnC_2020_acstot,PacC_2020_acstot,Tot_2020_cvap,Wh_2020_cvap,His_2020_cvap,BlC_2020_cvap,NatC_2020_cvap,AsnC_2020_cvap,PacC_2020_cvap,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
16077772801,1568,1022,512,11,18,7,0,1060,759,286,7,8,3,0,2300,1032,1245,0,64,0,14,1166,656,487,0,10,0,0,1456,952,494,0,84,0,6,815,681,122,0,4,0,0,1342,948,383,0,120,0,6,718,623,95,0,2,0,0,1488,882,543,13,39,12,9,1046,667,338,8,28,9,1,1046,667,338,5,4,5,1,2,24
16005052865,1448,1408,25,8,11,4,2,1041,1015,14,5,6,3,2,1409,1387,17,0,3,1,0,987,979,8,0,4,0,0,1482,1445,31,0,2,0,0,1053,1040,10,0,0,0,0,1529,1481,18,0,7,0,0,1106,1102,6,0,0,0,0,1532,1451,39,6,30,3,8,1094,1046,21,1,22,2,4,1094,1046,21,0,0,7,1,3,16
16005052863,1301,1215,54,6,7,18,0,905,860,28,3,5,8,0,1324,1274,27,9,14,4,0,956,935,13,7,3,2,0,1346,1304,32,10,3,3,0,983,960,14,7,1,2,0,1341,1308,25,4,2,0,0,983,966,13,0,1,0,0,1226,1144,39,6,19,12,1,921,862,29,4,14,5,1,921,862,29,2,2,6,0,1,19
16005052861,948,894,19,4,8,14,12,624,597,13,1,6,4,6,856,830,18,1,6,3,1,586,577,6,0,8,0,0,874,766,105,3,3,3,3,576,542,30,2,1,0,0,1101,997,93,0,7,3,0,774,710,57,0,0,0,0,1029,909,57,8,21,21,5,690,621,27,6,12,7,2,690,621,27,4,1,0,2,6,29
16005052966,1354,1267,34,8,26,13,7,993,934,27,4,16,6,5,1519,1467,30,16,3,2,0,1173,1138,14,11,2,1,0,1490,1425,34,19,9,2,0,1142,1103,11,14,5,1,0,1322,1273,36,7,4,1,0,1065,1032,28,8,8,0,0,1427,1291,57,12,29,17,3,1083,996,36,8,20,8,1,1083,996,36,2,5,9,1,5,29
16005052907,1409,1251,109,9,30,17,6,948,856,65,7,17,9,2,1407,1066,166,9,148,10,0,917,717,102,3,83,12,0,1418,1056,152,47,148,7,0,933,737,93,3,92,6,0,1514,1233,140,18,140,4,0,1100,913,94,0,69,2,0,1360,1120,140,26,53,16,1,968,818,93,7,29,15,1,968,818,93,2,5,11,1,6,32
16005052904,2300,2004,171,29,80,35,5,1814,1592,126,17,62,23,1,2604,2279,234,45,100,24,7,2038,1838,129,12,51,4,7,2524,2163,295,35,47,42,0,1975,1770,148,13,26,19,0,4785,3507,874,112,304,49,12,4174,3238,620,75,277,16,0,2235,1851,218,43,111,26,14,1836,1534,168,36,88,23,10,1836,1534,168,27,11,50,8,6,32
16005052902,1176,1111,35,5,9,19,0,875,836,21,3,5,10,0,1246,1202,33,1,0,10,0,813,792,5,1,1,6,0,1239,1208,17,4,7,7,0,838,820,6,1,5,4,0,1522,1491,1,18,27,4,0,893,881,0,0,11,2,0,1260,1143,59,14,23,12,3,977,901,40,7,19,9,1,977,901,40,0,7,5,0,5,19
16005052843,2384,1929,279,38,129,18,10,1781,1483,167,26,96,13,8,2568,2178,146,18,90,166,0,1920,1717,95,10,50,35,0,2549,2166,189,17,54,138,0,1949,1729,127,15,40,39,0,2104,1702,207,24,71,48,0,1678,1436,142,24,48,28,0,2440,1959,261,34,159,36,10,1893,1561,169,19,118,25,5,1893,1561,169,10,17,42,3,12,79
16005052928,2129,1842,160,42,69,41,16,1788,1573,110,34,47,32,10,1855,1423,196,87,65,88,19,1368,1112,141,29,47,29,17,1869,1452,208,62,34,119,2,1405,1157,164,23,22,39,1,1984,1473,148,44,43,293,1,1448,1293,115,5,15,19,1,2444,1977,258,48,119,59,2,2076,1691,204,43,100,47,1,2076,1691,204,36,25,59,1,9,51
16005052860,2026,695,147,11,1247,12,6,1392,540,81,4,796,7,2,2036,641,164,26,1295,13,0,1453,557,80,4,810,4,0,1831,616,123,22,1150,14,0,1356,518,71,4,755,4,0,1630,633,104,21,926,15,0,1246,544,61,4,635,4,0,2036,633,139,19,1331,20,12,1494,510,103,9,925,12,7,1494,510,103,0,7,832,0,4,38
16005052857,1548,1386,101,9,30,26,4,1071,983,53,5,17,15,1,1599,1502,22,7,46,0,19,1121,1072,11,6,22,0,5,1736,1560,103,6,49,0,16,1191,1068,82,5,32,0,6,1630,1494,100,1,36,0,0,1129,1062,49,1,16,0,0,1496,1325,73,8,45,31,6,1136,1019,53,4,35,20,4,1136,1019,53,2,7,15,0,5,35
16077772802,2052,1273,744,7,31,13,4,1463,998,444,5,16,8,1,1327,861,294,0,173,0,1,940,713,55,0,170,0,0,1263,845,284,0,138,0,0,841,660,50,0,134,0,0,1352,968,291,0,95,0,1,939,782,63,0,87,0,0,2158,1175,915,15,48,13,11,1490,925,520,11,34,6,9,1490,925,520,2,4,5,5,0,29
16077772803,2666,1621,959,16,62,28,5,1772,1179,552,5,34,12,3,2440,1484,945,0,25,0,5,1483,1176,293,0,4,0,0,2733,1186,1545,0,39,0,2,1502,991,508,0,1,0,0,2983,1306,1676,0,58,0,2,1768,1112,656,0,2,0,0,2712,1560,1062,22,98,14,8,1859,1184,616,10,59,10,6,1859,1184,616,2,6,7,1,0,43
16077772804,533,512,14,0,7,0,0,342,332,7,0,3,0,0,526,507,18,0,1,0,1,354,352,0,0,3,0,3,694,653,45,0,0,0,2,412,409,0,0,0,0,3,706,669,25,0,19,0,0,394,388,0,0,2,0,0,512,488,7,4,4,1,5,334,321,2,4,2,0,1,334,321,2,0,0,0,0,1,10
16001011809,2988,2583,154,45,34,165,21,2386,2098,107,23,26,120,19,2930,2440,215,105,12,198,0,2304,1944,184,66,10,88,0,3025,2495,227,94,77,196,8,2365,2046,162,44,15,91,0,3046,2220,221,206,72,325,32,2559,1928,200,165,67,136,0,3280,2546,239,63,93,309,30,2697,2158,156,43,70,239,26,2697,2158,156,30,197,13,16,11,116
16001011810,1941,1720,97,24,24,82,12,1551,1394,61,16,17,59,8,2159,1896,67,49,4,144,7,1621,1449,28,30,4,105,0,2002,1849,52,29,3,69,7,1503,1433,14,16,3,33,0,1792,1541,101,2,2,132,25,1379,1241,54,3,1,77,0,1978,1697,91,30,51,86,19,1538,1329,70,14,49,63,15,1538,1329,70,3,42,5,0,0,89
16001011814,2739,2386,119,31,19,174,11,1995,1763,73,23,15,115,7,2746,2261,222,127,33,157,8,2085,1789,152,48,23,71,0,2663,2168,271,56,67,114,9,2037,1747,166,30,51,48,0,3117,2279,181,304,91,267,1,2441,1949,127,147,58,185,0,3246,2518,264,60,58,312,26,2441,1980,154,31,27,219,12,2441,1980,154,12,197,4,8,6,80
