GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_tot,Wh_2018_tot,His_2018_tot,BlC_2018_tot,NatC_2018_tot,AsnC_2018_tot,PacC_2018_tot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_tot,Wh_2019_tot,His_2019_tot,BlC_2019_tot,NatC_2019_tot,AsnC_2019_tot,PacC_2019_tot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap
16077772801,1568,1022,512,11,18,7,0,1060,759,286,7,8,3,0,2300,1032,1245,0,64,0,14,1166,656,487,0,10,0,0,1456,952,494,0,84,0,6,815,681,122,0,4,0,0
16005052865,1448,1408,25,8,11,4,2,1041,1015,14,5,6,3,2,1409,1387,17,0,3,1,0,987,979,8,0,4,0,0,1482,1445,31,0,2,0,0,1053,1040,10,0,0,0,0
16005052863,1301,1215,54,6,7,18,0,905,860,28,3,5,8,0,1324,1274,27,9,14,4,0,956,935,13,7,3,2,0,1346,1304,32,10,3,3,0,983,960,14,7,1,2,0
16005052861,948,894,19,4,8,14,12,624,597,13,1,6,4,6,856,830,18,1,6,3,1,586,577,6,0,8,0,0,874,766,105,3,3,3,3,576,542,30,2,1,0,0
16005052966,1354,1267,34,8,26,13,7,993,934,27,4,16,6,5,1519,1467,30,16,3,2,0,1173,1138,14,11,2,1,0,1490,1425,34,19,9,2,0,1142,1103,11,14,5,1,0
16005052907,1409,1251,109,9,30,17,6,948,856,65,7,17,9,2,1407,1066,166,9,148,10,0,917,717,102,3,83,12,0,1418,1056,152,47,148,7,0,933,737,93,3,92,6,0
16005052904,2300,2004,171,29,80,35,5,1814,1592,126,17,62,23,1,2604,2279,234,45,100,24,7,2038,1838,129,12,51,4,7,2524,2163,295,35,47,42,0,1975,1770,148,13,26,19,0
16005052902,1176,1111,35,5,9,19,0,875,836,21,3,5,10,0,1246,1202,33,1,0,10,0,813,792,5,1,1,6,0,1239,1208,17,4,7,7,0,838,820,6,1,5,4,0
16005052843,2384,1929,279,38,129,18,10,1781,1483,167,26,96,13,8,2568,2178,146,18,90,166,0,1920,1717,95,10,50,35,0,2549,2166,189,17,54,138,0,1949,1729,127,15,40,39,0
16005052928,2129,1842,160,42,69,41,16,1788,1573,110,34,47,32,10,1855,1423,196,87,65,88,19,1368,1112,141,29,47,29,17,1869,1452,208,62,34,119,2,1405,1157,164,23,22,39,1
