GEOID20,Tot_2020_pres,D_2020_pres,R_2020_pres,Tot_2020_sen,D_2020_sen,R_2020_sen,Tot_2018_ag,D_2018_ag,R_2018_ag,Tot_2018_ltg,D_2018_ltg,R_2018_ltg,Tot_2018_gov,D_2018_gov,R_2018_gov,Tot_2016_pres,D_2016_pres,R_2016_pres,Tot_2016_sen,D_2016_sen,R_2016_sen
16027271143,646,141,493,641,139,471,452,88,357,454,115,342,459,111,344,486,71,351,483,83,363
16017171011,1596,201,1366,1574,199,1311,941,165,769,952,168,777,961,166,769,1077,138,848,1054,149,824
16017171015,1112,523,547,1093,535,508,758,427,325,767,447,313,788,475,298,836,323,408,817,346,422
16017171026,884,497,357,883,494,369,678,419,263,697,461,231,714,465,235,817,428,306,810,437,339
16051513509,295,42,245,278,37,224,185,29,156,188,27,162,189,32,156,269,27,187,265,31,210
16051513515,621,123,493,605,110,476,384,38,333,385,54,323,392,38,334,494,47,392,489,60,391
16051513513,351,24,321,360,26,321,185,2,176,186,9,174,185,4,171,262,11,209,266,26,221
1601717127A,366,106,253,365,106,240,254,89,162,258,91,164,260,94,159,278,71,183,267,71,182
16017171013,827,233,571,817,233,542,550,187,366,562,194,367,568,199,352,614,174,382,598,178,391
16051513516,787,108,665,778,84,651,492,49,445,493,61,432,505,45,445,617,40,490,616,46,499
16049497014,524,55,455,526,49,456,533,87,444,534,100,432,543,93,438,592,87,441,570,86,477
16049497002,335,30,297,338,49,278,207,18,189,213,24,190,221,27,193,269,27,225,258,28,204
16049497024,278,25,249,277,26,249,230,20,206,234,23,202,235,14,208,290,14,272,289,23,240
16051513512,306,30,265,296,34,228,151,3,139,151,4,143,153,6,139,215,10,179,192,9,139
16051513514,698,105,571,700,130,534,379,57,316,384,69,313,385,71,287,558,65,423,554,77,408
16043433511,481,125,341,470,118,332,273,76,193,270,82,188,274,88,179,364,61,236,353,53,282
16051513501,517,87,402,515,78,407,377,60,317,376,77,293,380,80,285,571,66,349,567,73,433
16011113101,661,173,458,636,153,451,534,152,390,532,165,372,546,165,363,540,93,336,541,101,380
16049497013,551,105,428,540,109,408,427,86,344,454,114,325,459,106,330,489,86,374,502,81,378
16049497025,292,46,244,290,37,243,226,23,204,230,30,203,231,23,202,273,23,233,267,31,227
16049497018,181,25,156,178,22,154,141,32,108,144,34,109,147,29,112,203,31,165,203,31,163
16039392301,97,48,49,96,45,51,26,6,16,26,6,16,25,3,16,40,7,25,40,13,26
16039392306,352,69,271,356,70,261,150,55,99,165,63,95,167,55,99,182,40,130,182,44,127
16049497010,423,46,358,421,45,352,314,38,260,314,41,266,327,48,266,405,38,314,402,48,314
16051513511,898,78,798,906,117,739,532,72,452,537,93,444,544,87,442,724,84,533,726,78,592
16027271010,1281,548,675,1273,589,648,987,443,541,988,515,476,1010,533,450,1197,438,600,1200,423,703
16027271254,1760,529,1177,1734,551,1092,1047,332,711,1066,391,670,1081,403,646,1373,340,845,1360,354,911
16049497005,227,30,197,221,19,200,140,17,119,142,21,114,144,16,119,144,7,119,139,16,107
16049497006,176,21,147,173,19,148,126,11,107,129,27,103,127,26,105,160,17,132,149,3,132
16049497017,1038,232,794,1032,248,762,728,169,561,740,199,538,746,182,554,828,152,623,825,167,593
16081813207,989,475,502,984,464,493,858,431,428,866,456,403,878,467,387,809,381,344,776,336,419
16021211006,1239,257,961,1219,243,931,844,186,663,853,202,655,862,203,640,1005,191,737,1002,183,760
16021211005,1159,257,865,1144,272,816,745,193,553,753,205,550,768,211,539,910,163,648,917,174,689
16021211003,726,101,611,735,103,616,444,87,349,444,92,347,448,95,346,518,87,394,517,83,408
16069696030,151,44,107,154,44,108,132,28,91,130,28,89,132,21,101,157,27,125,174,21,133
16021211002,644,170,459,629,155,451,413,119,299,415,125,296,423,124,293,513,107,368,514,109,378
16021211001,320,87,227,305,74,223,198,56,148,199,58,146,202,58,143,253,52,180,253,53,184
16039392312,769,127,615,797,155,586,663,179,480,672,239,434,688,229,437,794,129,551,777,128,603
16053532506,868,282,571,870,266,567,696,184,507,707,238,465,711,206,480,960,249,575,986,222,680
16055553026,771,218,536,739,202,504,517,175,340,521,196,321,521,193,317,677,171,433,680,159,481
16079797008,376,64,307,367,69,270,206,60,141,206,63,140,207,63,137,281,57,202,287,67,207
16043433503,612,87,512,614,100,493,426,53,369,419,70,344,428,66,352,545,61,414,543,66,427
16069696027,304,55,247,311,55,241,181,40,137,181,36,139,186,36,145,249,33,193,257,43,201
16045458005,1033,145,867,1025,137,846,743,125,623,747,137,613,762,128,609,879,121,697,853,125,637
16053532510,635,201,410,624,212,387,444,137,301,443,178,272,443,169,267,579,132,373,568,132,384
16019193302,1138,437,656,1136,414,637,745,216,531,750,264,486,765,261,481,947,228,535,937,237,620
16007073208,154,16,137,151,17,130,107,13,91,108,18,88,108,15,89,143,12,110,142,5,126
16049497012,346,46,290,342,30,302,271,55,217,270,57,211,280,57,212,360,51,270,357,51,283
16081813204,961,637,294,893,550,300,706,437,268,732,478,247,732,478,232,729,376,220,766,437,310
16019193444,962,117,821,942,127,776,629,99,529,644,127,514,657,119,517,906,108,677,890,137,693
16005052909,845,393,424,841,413,382,522,294,231,528,297,231,528,288,219,601,201,273,609,241,326
16005052907,668,289,359,655,308,311,468,246,221,473,258,215,476,259,196,549,227,221,561,261,277
16001011811,1532,1011,476,1535,983,527,1268,700,563,1290,867,420,1302,787,501,1302,741,392,1255,655,571
16001011706,1777,1142,569,1760,1160,542,1341,844,496,1366,966,401,1397,981,379,1373,690,456,1328,730,529
16001011510,1347,659,629,1340,695,589,978,510,475,990,573,419,1016,566,425,1029,388,486,974,398,509
16001011509,2574,1243,1234,2565,1281,1189,1864,913,949,1897,1045,849,1932,1031,856,1929,724,942,1853,727,1013
16001011701,1576,849,661,1551,877,621,1101,578,518,1114,677,437,1130,668,440,1211,513,524,1130,460,617
16001011817,3897,2488,1306,3876,2352,1453,2628,1394,1234,2680,1797,885,2720,1624,1069,2123,1185,680,2072,1015,1006
16001011905,1883,1046,774,1862,1051,736,1351,750,599,1384,876,507,1415,863,523,1279,601,496,1255,647,542
16001012007,1630,541,1039,1631,535,1033,1244,385,863,1272,480,794,1285,463,801,1401,348,860,1381,374,913
1601717127B,581,158,414,576,150,398,369,114,257,377,122,251,382,125,245,442,112,294,428,112,291
16017171030,1502,801,668,1484,778,663,1060,572,487,1065,615,451,1094,634,444,1183,562,498,1161,543,583
16001012109,1737,832,847,1718,803,851,1249,553,699,1284,689,594,1308,672,615,1263,457,599,1235,441,726
16001011611,1521,843,642,1525,822,662,1281,577,702,1307,736,570,1323,669,627,1373,608,586,1313,566,696
16001012002,2860,1115,1639,2858,1082,1668,2057,708,1354,2105,888,1214,2126,835,1264,2011,643,1078,1920,564,1278
16001011807,1897,1179,652,1878,1194,623,1407,846,562,1448,1015,431,1472,1013,433,1482,766,487,1471,786,597
16013132607,684,470,189,680,466,196,578,419,161,590,452,139,597,449,135,597,360,179,612,364,236
16013132612,1152,678,428,1148,692,410,1025,582,435,1043,640,393,1054,645,381,1080,537,420,1110,508,561
16043433508,436,36,381,434,28,389,333,34,298,326,51,280,341,44,285,403,39,306,408,39,325
16001011703,1582,899,627,1555,902,576,1129,632,497,1154,729,427,1174,721,434,1115,496,477,1070,486,521
16001011513,1214,548,610,1190,572,573,891,447,444,907,518,389,923,501,405,1034,387,507,975,395,522
16001011607,1806,933,809,1811,970,762,1443,699,751,1471,833,636,1489,807,661,1571,636,728,1490,620,783
16009095010,375,93,269,378,104,255,325,98,225,329,100,225,332,111,217,329,76,224,332,73,233
16059598002,364,107,257,348,80,253,238,68,164,238,71,162,239,68,162,255,54,189,245,47,185
16055553009,2133,421,1674,2092,396,1632,1114,258,848,1119,280,831,1141,273,836,1735,329,1274,1689,294,1331
16055554051,1387,542,809,1357,495,787,845,380,468,847,396,453,855,384,453,839,280,487,826,264,505
16055553035,756,194,546,747,183,529,443,127,316,450,151,294,449,139,295,578,141,391,576,116,422
16057575015,492,265,207,475,254,202,441,286,154,450,330,121,459,334,121,550,324,116,552,339,194
16031312704,801,134,634,791,138,603,523,103,422,520,119,401,526,100,412,667,103,452,673,94,516
16023233502,292,48,241,289,60,218,222,61,159,223,65,157,227,61,158,238,40,173,239,50,177
16033333502,88,17,68,89,18,66,77,12,63,77,13,61,79,13,61,69,13,50,70,12,58
16083832305,252,23,221,252,26,221,210,33,177,217,45,171,220,28,181,282,42,215,268,42,206
16083832526,462,97,341,446,85,332,464,117,350,469,157,309,471,144,320,519,78,383,526,80,388
16083832409,917,237,656,920,250,601,778,271,514,783,326,463,790,292,470,888,233,543,877,211,599
16001011506,1518,739,723,1523,743,720,1226,532,693,1235,649,589,1250,620,607,1273,487,596,1273,498,700
16083832419,827,189,612,843,227,585,588,167,422,609,223,386,622,210,397,769,166,474,770,168,551
16083832406,770,185,561,772,166,570,653,143,509,656,204,455,664,166,483,692,156,465,686,128,502
16017171021,524,173,335,522,158,343,378,123,254,385,130,253,385,132,246,468,105,307,470,109,332
16055553030,1573,396,1132,1520,368,1066,847,238,604,859,260,598,866,246,591,1063,224,748,1055,217,775
16031312720,647,78,555,646,78,526,376,45,337,390,62,321,391,45,328,510,37,376,510,37,428
16027271018,1167,380,754,1149,400,699,626,232,395,632,258,373,637,268,354,777,211,442,754,199,506
16027271250,965,294,633,950,300,608,636,190,444,650,215,427,658,232,402,762,193,474,754,178,508
16027271129,2250,492,1715,2246,481,1691,1482,310,1172,1499,398,1102,1512,381,1112,1667,298,1181,1655,302,1245
16027271128,1111,231,839,1100,234,809,762,162,606,774,205,574,784,208,560,884,167,627,891,177,643
16027271252,1796,548,1175,1778,557,1147,1077,339,741,1101,398,693,1126,419,693,1405,330,879,1397,354,935
16055553031,525,137,369,515,143,352,217,74,142,221,84,135,221,79,145,291,67,201,293,76,215
16055554052,718,263,427,708,234,408,538,236,300,538,246,295,540,242,286,667,187,409,678,202,435
16055554042,1386,499,859,1374,473,853,952,361,591,949,396,557,962,362,578,1023,336,600,1021,307,674
16027271369,1162,477,633,1151,495,585,870,405,469,884,449,431,897,457,412,1089,364,597,1081,380,610
16055554040,2033,660,1300,1989,608,1299,1063,330,732,1075,366,705,1084,364,702,1302,365,806,1279,323,890
16041413205,445,53,383,435,44,368,258,38,226,261,49,211,264,38,213,418,37,291,413,44,345
16065653405,948,119,762,944,129,733,506,79,426,516,118,396,526,91,410,933,77,529,928,79,783
16031312724,226,8,214,223,12,199,147,1,140,147,8,133,147,1,138,193,0,157,193,5,168
16069696010,504,107,386,495,96,373,348,127,221,348,152,198,351,136,207,437,119,278,444,122,303
16083832513,1120,166,933,1141,180,910,715,116,603,722,159,567,739,153,562,962,109,720,962,143,751
16041413213,206,38,165,205,38,154,98,11,83,98,15,80,95,8,79,122,8,93,122,17,97
16041413206,116,5,106,112,2,104,83,5,76,83,4,77,83,1,78,130,1,100,127,7,114
16045458002,671,180,462,658,194,433,433,148,282,435,163,267,443,155,282,516,101,350,519,117,369
16057575001,262,165,79,287,209,70,158,79,79,161,96,65,172,109,59,309,133,125,306,113,185
