GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_acstot,Wh_2018_acstot,His_2018_acstot,BlC_2018_acstot,NatC_2018_acstot,AsnC_2018_acstot,PacC_2018_acstot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_acstot,Wh_2019_acstot,His_2019_acstot,BlC_2019_acstot,NatC_2019_acstot,AsnC_2019_acstot,PacC_2019_acstot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap,Tot_2020_acstot,Wh_2020_acstot,His_2020_acstot,BlC_2020_acstot,NatC_2020_acstot,AsnC_2020_acstot,PacC_2020_acstot,Tot_2020_cvap,Wh_2020_cvap,His_2020_cvap,BlC_2020_cvap,NatC_2020_cvap,AsnC_2020_cvap,PacC_2020_cvap,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
01133000007,2672,2607,33,13,21,4,1,2046,2003,18,8,16,3,1,2676,2588,8,4,72,9,0,2093,2029,2,1,57,4,0,2773,2685,9,9,65,9,0,2183,2123,2,6,53,5,0,2382,2316,0,12,45,10,0,1897,1885,0,7,18,0,0,2450,2322,28,16,64,3,3,1968,1880,17,7,51,2,3,1968,1880,17,4,2,7,3,0,55
01133000002,7849,7156,453,73,118,54,32,6073,5638,270,42,93,33,19,7268,6655,504,42,65,0,0,5473,5222,141,45,64,0,1,7058,6353,473,152,76,6,1,5129,4909,66,69,70,6,1,6851,6110,502,178,65,10,3,4859,4626,42,101,45,0,1,7603,6574,595,110,254,53,4,5899,5248,327,68,213,36,4,5899,5248,327,52,22,25,2,4,219
01133000004,1392,1350,17,5,11,5,7,1083,1055,10,5,8,3,4,1136,1088,21,3,25,0,0,980,936,18,0,24,0,0,1315,1264,19,2,31,0,0,1142,1103,14,0,31,0,0,1079,1021,10,0,28,20,0,976,920,4,0,31,20,0,1329,1240,22,16,41,9,1,1063,991,17,9,37,3,1,1063,991,17,5,1,10,1,3,35
01133000005,2780,2714,17,11,28,10,7,2311,2262,10,5,21,5,4,2541,2469,26,0,37,4,0,2273,2206,26,0,38,0,0,2436,2360,23,0,34,10,0,2126,2065,21,0,34,3,0,2724,2568,42,0,58,33,0,2323,2215,40,0,64,10,0,2741,2616,32,27,52,10,2,2311,2223,17,19,41,5,0,2311,2223,17,12,4,9,0,0,46
01133000003,1870,1805,23,18,18,5,1,1466,1426,16,5,14,4,1,1936,1865,27,36,6,0,0,1487,1477,1,0,8,0,0,1982,1922,31,22,7,0,1,1559,1549,1,0,7,0,0,2010,1967,21,14,6,1,1,1624,1613,0,0,7,0,0,1730,1641,32,10,33,5,0,1372,1310,22,6,21,4,0,1372,1310,22,6,1,2,0,4,27
01133000001,3014,2928,32,13,37,11,7,2360,2305,18,8,27,7,5,3199,2849,92,175,76,0,1,2422,2291,26,54,54,0,1,3072,2770,137,110,53,0,1,2403,2294,28,40,37,0,1,3569,3319,98,94,45,1,1,2740,2640,34,42,33,0,1,2907,2733,34,38,76,5,1,2311,2191,21,13,63,5,1,2311,2191,21,9,2,7,1,5,75
01063000202,605,140,0,465,0,0,0,461,117,0,344,0,0,0,358,40,0,319,0,2,0,330,41,0,288,0,0,0,496,30,0,466,0,2,0,440,25,0,417,0,0,0,294,26,1,263,0,2,0,259,15,2,224,0,0,0,407,84,5,316,6,2,1,339,73,3,259,6,2,1,339,73,3,253,1,0,0,0,9
01057001101,1031,945,6,68,8,4,0,775,705,5,57,6,2,0,932,873,0,58,0,1,0,708,668,0,38,0,0,0,839,794,0,34,8,1,0,664,629,0,19,8,0,0,689,636,0,44,3,0,0,573,529,0,45,2,0,0,935,814,45,50,26,5,2,710,627,19,41,18,5,1,710,627,19,35,4,3,0,0,22
01057000101,5935,4419,80,1392,30,29,1,4591,3502,49,1003,27,20,1,5599,4043,167,1436,51,74,65,4365,3302,57,940,50,20,0,5609,4059,119,1408,72,77,5,4426,3314,42,988,75,20,0,5861,4106,42,1613,77,83,3,4644,3355,7,1205,66,5,0,5385,3751,157,1344,124,36,5,4277,3089,114,966,104,21,3,4277,3089,114,916,15,17,0,3,123
01057001701,258,94,13,151,2,0,0,213,75,7,131,0,0,0,231,183,0,47,0,0,0,202,153,0,46,0,0,0,282,194,0,84,0,0,0,241,174,0,68,0,0,0,303,212,0,87,0,0,0,264,106,0,199,0,0,0,252,113,4,131,2,3,0,206,98,2,104,0,2,0,206,98,2,101,1,0,0,0,4
