GEOID10,Tot_2010_tot,Wh_2010_tot,Bl_2010_tot,Hisp_2010_tot,Nat_2010_tot,Oth_2010_tot,Asn_2010_tot,Pac_2010_tot,Bl+_2010_tot,Nat+_2010_tot,Asn+_2010_tot,Pac+_2010_tot,Tot_2010_vap,Wh_2010_vap,Bl_2010_vap,Hisp_2010_vap,Nat_2010_vap,Oth_2010_vap,Asn_2010_vap,Pac_2010_vap,Bl+_2010_vap,Nat+_2010_vap,Asn+_2010_vap,Pac+_2010_vap,Tot_2018_tot,Wh_2018_tot,Bl_2018_tot,Hisp_2018_tot,Nat_2018_tot,Oth_2018_tot,Asn_2018_tot,Pac_2018_tot,Bl+_2018_tot,Nat+_2018_tot,Asn+_2018_tot,Pac+_2018_tot
2400101-000,936,899,19,10,1,5,2,0,21,4,3,0,746,734,4,3,0,3,2,0,5,2,3,0,678.3,649.5,0.6,25.3,0.0,0.6,2.2,0.0,12.6,0.3,2.6,0.0
2400102-000,1182,1155,5,10,4,8,0,0,10,10,2,0,944,924,4,8,3,5,0,0,7,9,1,0,1080.0,1049.0,0.0,19.0,0.0,6.0,6.0,0.0,0.0,6.0,6.0,0.0
2400103-000,1048,1023,3,9,1,12,0,0,11,9,0,0,852,839,2,3,1,7,0,0,2,8,0,0,1275.1,1222.2,8.9,4.5,0.0,8.9,30.6,0.0,8.9,3.8,35.8,0.0
2400104-002,1628,1326,187,23,14,69,9,0,241,23,14,0,1118,951,120,10,13,17,7,0,130,17,11,0,1746.6,1517.3,111.3,34.0,0.0,74.0,10.0,0.0,171.3,0.0,10.0,0.0
2400104-003,1921,1730,96,19,4,56,16,0,152,9,17,1,1457,1352,61,12,4,15,13,0,74,9,14,0,1952.6,1690.9,230.7,19.0,0.0,12.0,0.0,0.0,234.7,0.0,0.0,0.0
2400104-004,1735,1629,46,14,1,35,9,1,68,14,11,1,1425,1355,36,10,1,15,7,1,44,9,9,1,1682.7,1579.2,60.2,5.9,1.5,25.8,10.2,0.0,85.7,5.5,10.3,0.1
2400104-005,1186,1146,19,2,0,18,1,0,33,4,1,0,928,911,9,1,0,6,1,0,11,3,1,0,969.0,948.0,6.0,6.0,0.0,6.0,3.0,0.0,12.0,0.0,3.0,6.0
2400104-008,2019,1852,95,12,1,53,5,1,136,9,8,1,1603,1511,65,6,1,14,5,1,74,8,5,1,1929.3,1726.5,82.9,60.8,0.4,55.6,3.1,0.0,129.5,7.6,28.1,0.0
2400105-004,1897,1720,87,19,2,62,2,5,138,13,7,7,1491,1387,66,10,2,24,1,1,80,9,3,2,1813.3,1676.0,30.0,55.7,0.0,40.5,11.3,0.0,48.4,13.3,21.9,0.0
2400105-006,796,787,3,0,0,6,0,0,6,4,0,0,624,619,3,0,0,2,0,0,3,2,0,0,728.9,704.5,4.4,5.4,0.0,13.7,0.8,0.0,6.5,0.3,0.8,0.0
