GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen
2400509-020,2058,1924,129,2169.0,2012.0,112.0,2126.0,1945.0,118.0
2400509-021,2531,1119,1341,2685.0,1206.0,1225.0,2658.0,1251.0,1307.0
2400509-022,2339,1106,1183,2780.0,1448.0,1172.0,2754.0,1470.0,1168.0
2400509-023,2116,1044,1029,2338.0,1286.0,929.0,2310.0,1283.0,919.0
2400509-024,2598,1206,1327,2724.0,1445.0,1095.0,2678.0,1405.0,1159.0
2400509-025,1686,833,820,2059.0,1051.0,857.0,2020.0,1013.0,910.0
2400509-026,827,367,442,723.1,363.5,308.3,706.2,336.2,335.6
2400509-027,16,8,8,7.0,5.0,1.0,8.0,7.0,1.0
2400509-028,1444,1180,254,1349.5,1101.8,186.0,1335.5,1083.9,205.8
2400509-029,781,484,283,297.0,237.0,42.0,289.0,225.0,50.0
2400510-001,2483,923,1518,2749.0,1059.0,1504.0,2693.0,916.0,1685.0
2400510-002,1228,432,773,1434.0,583.2,736.4,1410.8,503.3,872.2
2400510-003,1184,380,786,1347.0,476.0,770.0,1324.0,392.0,903.0
2400510-004,1573,494,1058,1859.0,649.8,1050.6,1828.2,584.7,1207.8
2400510-005,230,61,160,330.0,123.0,188.0,333.0,112.0,216.0
2400511-001,1976,652,1276,2489.0,935.0,1384.0,2456.0,882.0,1531.0
2400511-002,2488,662,1778,2626.0,749.0,1703.0,2576.0,664.0,1848.0
2400511-003,3101,775,2275,2920.0,678.0,2114.0,2871.0,617.0,2220.0
2400511-004,1391,523,839,1796.0,663.0,1036.0,1765.0,665.0,1074.0
2400511-005,1674,528,1118,1507.0,523.0,879.0,1476.0,491.0,949.0
2400511-006,1515,497,977,1429.0,425.0,898.0,1416.0,478.0,896.0
2400511-007,1635,624,977,1534.9,642.4,771.8,1515.4,640.7,826.8
2400511-008,1960,716,1197,2078.4,765.6,1186.7,2038.4,781.6,1191.7
2400511-009,1736,807,903,2022.0,929.0,973.0,2000.0,985.0,957.0
2400511-010,2079,985,1050,1831.5,903.0,816.9,1801.5,876.3,876.7
2400511-011,2355,1037,1290,2318.0,1077.0,1077.0,2261.0,1040.0,1146.0
2400511-012,2531,988,1484,2273.5,872.0,1231.1,2228.5,856.7,1306.3
2400511-013,665,304,343,666.0,314.0,303.0,658.0,328.0,306.0
2400511-014,2070,730,1305,1678.0,623.0,948.0,1663.0,630.0,978.0
2400511-015,1570,550,994,1935.0,857.0,1023.0,1951.0,962.0,984.0
2400511-016,1202,729,446,1254.0,774.0,409.0,1233.0,755.0,427.0
2400511-017,2334,931,1355,2387.6,982.4,1261.3,2345.6,980.4,1291.3
2400511-018,1400,534,833,1287.1,538.6,647.2,1270.6,537.3,693.2
2400511-019,1824,853,941,1658.0,762.0,794.0,1633.0,766.0,819.0
2400511-020,134,38,94,20.0,3.0,16.0,20.0,3.0,17.0
2400511-021,421,207,202,514.0,282.0,198.0,511.0,300.0,199.0
2400511-022,2067,757,1283,2062.0,840.0,1060.0,2030.0,855.0,1118.0
2400512-001,1379,569,773,1480.0,567.0,842.0,1453.0,656.0,738.0
2400512-002,1453,572,849,1769.0,730.0,935.0,1753.0,870.0,811.0
2400512-003,1956,781,1134,2193.0,747.0,1318.0,2182.0,908.0,1206.0
2400512-004,2168,842,1284,2622.0,849.0,1653.0,2588.0,1035.0,1482.0
2400512-005,1732,657,1034,2050.0,642.0,1320.0,2052.0,886.0,1092.0
2400512-006,1423,693,696,1892.0,871.0,929.0,1884.0,980.0,835.0
2400512-007,2217,933,1219,2512.0,844.0,1538.0,2489.0,1067.0,1319.0
2400512-008,1342,534,779,1648.0,532.0,1047.0,1640.0,669.0,908.0
2400512-009,574,249,304,592.0,262.0,307.0,582.0,266.0,287.0
2400512-010,1404,619,727,1596.0,737.0,738.0,1566.0,791.0,709.0
2400512-011,1859,899,917,2039.0,927.0,1009.0,2020.0,1032.0,916.0
2400512-012,1219,453,745,1488.0,473.0,957.0,1490.0,602.0,847.0
2400512-013,1251,1232,17,835.0,786.0,31.0,809.0,750.0,43.0
2400513-001,1490,888,554,1544.0,846.0,593.0,1515.0,857.0,565.0
2400513-002,1630,603,983,1570.5,602.0,835.0,1554.1,670.3,810.7
2400513-003,1944,768,1129,1590.0,594.0,894.0,1561.0,589.0,927.0
2400513-004,1932,752,1136,1754.0,652.0,944.0,1736.0,664.0,992.0
2400513-005,1702,685,979,1667.5,549.0,978.0,1653.9,611.7,965.3
2400513-006,608,262,335,751.0,355.0,360.0,745.0,394.0,326.0
2400513-007,1071,718,340,1451.0,918.0,487.0,1427.0,959.0,411.0
2400513-008,1112,359,733,1495.0,462.0,962.0,1492.0,572.0,872.0
2400513-009,2202,1080,1072,2744.0,1375.0,1229.0,2705.0,1541.0,1070.0
2400514-001,1477,543,884,1756.0,688.0,949.0,1719.0,705.0,939.0
2400514-002,2277,1112,1129,2356.0,1170.0,1048.0,2321.0,1183.0,1055.0
2400514-003,1374,815,534,2165.0,1184.0,841.0,2099.0,1140.0,886.0
2400514-004,249,118,127,315.0,164.0,129.0,306.0,165.0,129.0
2400514-005,442,303,132,496.0,357.0,118.0,482.0,340.0,121.0
2400514-006,2297,939,1305,2440.2,1075.0,1211.6,2427.1,1170.2,1167.5
2400514-007,1724,864,821,1765.2,867.7,790.3,1752.3,894.5,784.3
2400514-008,2473,1800,655,2611.5,2059.3,464.1,2572.5,2071.3,426.1
2400514-009,2217,1503,667,2614.0,1899.0,650.0,2557.0,1864.0,634.0
2400514-010,1686,770,887,1722.0,945.0,698.0,1700.0,973.0,675.0
2400514-011,1544,768,749,1571.0,910.0,599.0,1558.0,956.0,556.0
2400514-012,1424,527,851,1773.0,744.0,894.0,1750.0,771.0,916.0
2400514-013,2230,1148,1065,1617.0,982.0,569.0,1598.0,1003.0,548.0
2400514-014,379,206,166,443.0,276.0,147.0,436.0,261.0,153.0
2400515-001,909,495,394,1115.0,499.0,536.0,1107.0,625.0,416.0
2400515-002,1578,537,998,2032.0,694.0,1239.0,2005.0,828.0,1089.0
2400515-003,1507,544,941,1506.0,454.0,995.0,1492.0,579.0,872.0
2400515-004,2788,1428,1322,2770.1,1719.2,927.0,2747.8,1825.3,842.1
2400515-005,2150,1403,722,2783.9,1590.8,1061.0,2759.2,1675.7,997.0
2400515-006,1792,553,1206,2138.0,473.0,1573.0,2113.0,572.0,1494.0
2400515-007,1864,974,859,2177.0,1074.0,1021.0,2173.0,1186.0,896.0
2400515-008,2014,735,1254,2159.0,822.0,1247.0,2107.0,896.0,1154.0
2400515-009,851,295,541,981.0,284.0,661.0,980.0,342.0,607.0
2400515-010,1617,789,795,1984.0,970.0,933.0,1967.0,1042.0,856.0
2400515-011,1497,662,794,2069.0,943.0,1027.0,2060.0,1078.0,918.0
2400515-012,1184,370,782,1530.0,467.0,990.0,1526.0,579.0,902.0
2400515-013,1109,348,723,1334.0,341.0,938.0,1325.0,442.0,842.0
2400515-014,596,202,380,770.0,250.0,485.0,771.0,324.0,427.0
2400515-015,1287,487,772,1643.0,596.0,965.0,1626.0,709.0,851.0
2400515-016,1376,621,724,1564.0,620.0,870.0,1542.0,752.0,751.0
2400515-017,2075,1554,501,2348.0,1764.0,528.0,2334.0,1780.0,483.0
2400515-018,1640,751,855,1820.0,737.0,1013.0,1797.0,810.0,926.0
2400515-019,2332,738,1550,2286.0,639.0,1542.0,2251.0,720.0,1471.0
2400515-020,2378,929,1401,2697.0,806.0,1807.0,2631.0,1008.0,1559.0
2400515-021,2503,896,1569,2505.0,623.0,1822.0,2465.0,776.0,1644.0
2400515-022,2069,660,1360,2616.0,593.0,1918.0,2592.0,823.0,1683.0
2400515-023,2244,1880,343,2378.0,2007.0,307.0,2326.0,1965.0,292.0
2400515-024,542,263,267,496.0,244.0,230.0,487.0,227.0,240.0
2400515-025,1324,384,918,2052.0,549.0,1413.0,2031.0,627.0,1343.0
2400515-026,1133,414,705,1495.0,280.0,1143.0,1478.0,353.0,1095.0
2400901-001,1761,885,858,1980.8,940.4,952.4,1926.2,904.3,958.0
2400901-002,2082,1145,912,2343.1,1080.9,1108.7,2231.9,1041.6,1075.6
2400901-003,1954,885,1040,2169.8,762.3,1259.6,2083.5,827.5,1150.3
2400901-004,1724,751,957,1777.7,600.1,1044.5,1720.9,608.9,1044.5
2400901-005,2025,1004,982,2406.7,916.5,1290.6,2360.5,912.3,1295.7
2400901-006,2101,999,1063,2469.6,903.4,1355.5,2405.8,879.7,1378.7
2400901-007,1669,752,885,1840.1,739.5,954.8,1787.2,712.6,974.3
2400902-001,2031,966,1050,2072.9,833.2,1156.8,1986.0,806.2,1120.9
2400902-002,2120,1044,1057,2437.5,938.3,1389.6,2306.8,946.0,1264.8
2400902-003,1999,774,1199,1901.5,620.2,1168.1,1850.3,670.6,1121.7
2400902-004,1398,808,571,1335.8,559.0,689.1,1284.3,573.3,659.5
2400902-005,2256,955,1273,2051.2,687.6,1214.4,2012.3,721.7,1209.8
2400902-006,1995,790,1179,2057.4,763.4,1193.8,2010.0,778.7,1160.6
2400902-007,1314,481,817,1433.1,448.4,896.1,1405.6,476.6,871.8
2400902-008,2151,997,1135,2102.7,793.9,1184.1,2015.6,802.8,1135.0
2400903-001,1451,760,671,1795.4,750.5,936.8,1732.4,794.5,850.8
2400903-002,2140,1089,1015,2340.1,1000.0,1197.7,2242.7,1053.0,1102.4
2400903-003,2333,1251,1064,2321.4,943.8,1222.9,2241.6,948.8,1212.7
2400903-004,2048,922,1101,2357.7,825.6,1358.2,2292.2,894.8,1294.1
2400903-005,2062,872,1172,2131.7,832.1,1175.8,2077.0,854.7,1155.0
2400903-006,1900,698,1189,2089.0,713.0,1257.0,2051.0,758.0,1230.0
2400903-007,1634,605,1008,1719.8,592.6,1027.2,1674.8,591.9,1034.0
2400903-008,1779,866,897,2265.2,980.8,1143.3,2198.8,975.9,1131.8
24009ZZZZZZ,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2401101-001,874,269,590,1072.0,197.0,835.0,1040.0,240.0,769.0
2401102-001,2223,748,1444,2405.3,542.6,1729.8,2355.3,669.5,1620.8
2401103-001,2860,1204,1611,2472.9,804.0,1503.0,2401.0,869.0,1458.0
2401104-001,1868,709,1134,2161.0,579.0,1464.0,2145.0,714.0,1375.0
2401105-001,1699,772,906,2101.0,818.0,1189.0,2075.0,898.0,1127.0
2401106-001,1121,356,745,993.0,294.0,650.0,975.0,302.0,651.0
2401107-001,1623,658,942,1881.7,564.4,1220.3,1850.7,646.5,1173.2
2401108-001,910,255,643,1026.0,210.0,777.0,1017.0,257.0,729.0
2401301-001,3971,1333,2565,4750.0,1126.0,3282.0,4673.0,1267.0,3265.0
2401302-001,1065,322,718,1236.1,309.8,841.4,1209.2,313.8,871.4
2401302-002,1242,350,863,1432.0,339.0,1002.0,1416.0,351.0,1018.0
2401303-001,2749,806,1889,2726.0,526.0,2031.0,2709.0,675.0,1968.0
2401304-001,4276,1349,2856,4312.0,1170.0,2827.0,4229.0,1167.0,2934.0
2401304-002,1760,521,1206,1776.0,445.0,1197.0,1731.0,453.0,1246.0
2401304-003,2502,754,1705,2407.1,623.5,1606.6,2379.0,666.4,1644.5
2401304-004,1057,314,720,1020.9,264.5,681.4,1009.0,282.6,697.5
2401305-001,2216,858,1309,2690.0,1095.0,1391.0,2603.0,1041.0,1482.0
2401305-002,3428,1248,2111,4018.1,1379.4,2281.9,3935.2,1338.4,2494.8
2401305-003,1910,662,1198,2258.5,763.6,1314.3,2230.0,796.0,1368.2
2401305-004,5192,1799,3304,6299.5,2298.4,3453.8,6214.0,2315.0,3712.8
2401305-005,1723,639,1047,2235.0,841.0,1178.0,2198.0,836.0,1306.0
2401305-006,467,199,255,481.0,213.0,248.0,475.0,216.0,251.0
2401306-001,3988,1135,2780,4282.0,883.0,3098.0,4184.0,989.0,3082.0
2401306-002,3046,891,2095,3591.0,782.0,2556.0,3541.0,803.0,2656.0
2401307-001,1087,437,626,1066.0,365.0,592.0,1041.0,375.0,631.0
2401307-002,2387,815,1519,2058.0,517.0,1356.0,2019.0,593.0,1360.0
2401307-003,2010,915,1069,1763.0,699.0,891.0,1737.0,762.0,913.0
2401307-004,3923,1458,2397,3826.0,1318.0,2197.0,3765.0,1331.0,2302.0
2401307-005,681,247,424,694.0,294.0,354.0,689.0,297.0,375.0
2401307-006,1691,618,1041,1578.0,523.0,923.0,1574.0,559.0,973.0
2401307-007,3800,1498,2241,3810.0,1312.0,2121.0,3738.0,1399.0,2222.0
2401307-008,1396,436,943,1259.0,295.0,873.0,1230.0,325.0,871.0
2401308-001,3284,938,2264,3446.1,813.3,2380.0,3358.2,802.3,2484.9
2401308-002,2348,719,1580,2617.0,628.0,1787.0,2571.0,642.0,1851.0
2401308-003,1769,554,1184,2223.0,599.0,1451.0,2182.0,625.0,1502.0
2401309-001,2079,649,1395,2101.4,519.0,1450.5,2068.5,562.3,1452.2
2401309-002,2060,586,1436,2296.3,567.4,1585.9,2258.3,622.0,1582.2
2401310-001,566,136,417,801.0,159.0,613.0,792.0,170.0,602.0
2401311-001,1971,659,1270,2179.2,481.8,1547.2,2163.1,571.8,1547.2
2401312-001,644,264,366,870.0,237.0,568.0,854.0,279.0,553.0
2401313-001,2435,933,1473,3058.5,996.2,1816.7,2999.9,1001.6,1934.9
2401313-002,2493,814,1649,3202.2,1043.0,1902.1,3140.9,1048.7,2025.8
2401314-001,2191,735,1405,2378.9,730.6,1497.1,2358.8,774.6,1534.2
2401314-002,4720,1469,3183,5097.0,1408.0,3315.0,5011.0,1396.0,3476.0
2401501-001,2278,1002,1225,2462.0,716.0,1603.0,2415.0,818.0,1518.0
2401502-001,1432,678,715,1509.0,466.0,935.0,1458.0,477.0,911.0
2401502-002,1409,663,727,1284.0,429.0,779.0,1223.0,457.0,723.0
2401503-001,3397,1771,1569,3127.1,1391.0,1508.5,3008.3,1424.8,1421.8
2401503-002,3639,1682,1889,3540.0,1250.0,2080.0,3370.0,1302.0,1907.0
2401503-003,2599,1311,1238,2220.9,832.0,1270.5,2132.7,912.2,1121.2
2401504-001,3286,1550,1682,3127.6,1200.9,1705.4,3006.7,1176.2,1695.5
2401504-002,797,527,249,990.4,547.1,378.6,947.3,524.8,375.5
2401505-001,2436,913,1468,2904.9,783.7,1924.6,2847.5,894.1,1827.9
2401505-002,2677,998,1625,3412.3,963.1,2245.1,3352.3,1115.1,2103.6
2401505-003,3083,1197,1835,3167.8,835.3,2105.2,3061.7,877.5,2100.0
2401505-004,1082,548,506,1134.7,444.3,590.8,1100.9,482.8,556.1
2401506-001,2947,875,2029,3510.0,674.0,2687.0,3409.0,849.0,2463.0
2401506-002,2026,633,1337,2411.0,475.0,1802.0,2376.0,590.0,1712.0
2401507-001,1786,682,1066,2020.3,504.5,1400.6,1976.6,559.5,1350.1
2401507-002,2628,1121,1454,2857.5,988.4,1719.0,2807.4,1067.4,1652.0
2401507-003,632,268,351,809.3,219.2,542.4,791.9,239.1,523.9
2401508-001,1801,500,1251,2266.0,409.0,1761.0,2211.0,508.0,1626.0
2401509-001,2434,746,1639,2514.3,521.5,1830.2,2434.5,571.4,1784.4
24015ZZZZZZ,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2401701-001,2254,1243,991,2236.3,1206.9,890.2,2223.0,1222.5,913.2
2401701-002,1867,776,1083,1692.0,616.0,986.0,1656.0,573.0,1042.0
2401701-003,1787,824,944,1396.7,648.1,639.8,1351.0,605.5,696.8
2401701-004,1570,646,906,1502.0,574.0,856.0,1489.0,581.0,870.0
2401702-001,1092,461,618,1199.0,388.0,765.0,1178.0,411.0,737.0
2401703-001,1551,848,687,2017.0,933.0,1036.0,1973.0,917.0,1013.0
2401704-001,1526,508,999,1955.0,551.0,1312.0,1920.0,623.0,1247.0
2401704-002,1137,416,713,1304.0,354.0,890.0,1294.0,405.0,862.0
2401705-001,2131,922,1188,2491.0,908.0,1488.0,2430.0,972.0,1397.0
2401706-001,1676,760,900,1725.0,761.0,854.0,1705.0,765.0,873.0
2401706-002,2224,1288,911,2302.0,1371.0,854.0,2286.0,1415.0,818.0
2401706-003,1183,788,388,1693.0,1365.0,274.0,1666.0,1330.0,297.0
2401706-004,1689,1288,392,2237.0,1778.0,363.0,2197.0,1720.0,400.0
2401706-005,2046,1754,279,2376.0,2111.0,193.0,2326.0,2037.0,233.0
2401706-006,2297,1490,772,2432.0,1612.0,708.0,2412.0,1648.0,658.0
2401706-007,2253,1767,472,2368.0,1887.0,414.0,2302.0,1751.0,470.0
2401706-008,1447,1105,333,1552.0,1216.0,276.0,1531.0,1216.0,256.0
2401706-009,1453,1215,230,1775.0,1445.0,287.0,1733.0,1413.0,278.0
2401706-010,1456,1055,388,2312.0,1889.0,348.0,2280.0,1822.0,407.0
2401706-011,1601,1207,387,1549.0,1181.0,326.0,1538.0,1170.0,331.0
2401706-012,942,746,189,1021.0,771.0,208.0,1006.0,757.0,206.0
2401706-013,2385,1678,692,2671.0,1960.0,587.0,2616.0,1920.0,624.0
2401706-014,2449,1789,651,2373.0,1762.0,489.0,2323.0,1699.0,545.0
2401706-015,1488,1136,341,1723.0,1472.0,188.0,1674.0,1426.0,181.0
2401706-016,1199,795,389,1310.0,959.0,269.0,1279.0,922.0,302.0
2401706-017,1218,823,383,1185.0,840.0,282.0,1174.0,847.0,274.0
2401706-018,1317,1102,208,2071.0,1825.0,171.0,2039.0,1792.0,189.0
2401706-019,1388,925,455,1728.0,1202.0,440.0,1704.0,1168.0,470.0
2401706-020,1105,801,295,993.0,690.0,251.0,961.0,666.0,250.0
2401706-021,1270,958,307,1045.0,807.0,184.0,1030.0,801.0,206.0
2401706-022,1560,1236,313,1470.0,1226.0,195.0,1442.0,1181.0,208.0
2401707-001,1028,686,333,898.0,365.0,492.0,886.0,396.0,444.0
2401707-002,1777,1313,454,2330.0,1757.0,473.0,2288.0,1747.0,453.0
2401707-003,2286,1680,588,2596.0,1871.0,638.0,2549.0,1863.0,598.0
2401707-004,1563,1043,506,2154.0,1678.0,412.0,2135.0,1679.0,383.0
2401708-001,1604,665,922,2813.9,1148.9,1525.2,2774.8,1195.2,1514.9
2401708-002,1714,959,738,1804.0,1043.0,670.0,1771.0,1044.0,673.0
2401708-003,1401,820,565,1510.0,936.0,498.0,1489.0,935.0,499.0
2401708-004,1733,785,925,2188.0,1199.0,870.0,2143.0,1235.0,821.0
2401708-005,902,374,518,297.0,98.1,185.8,289.2,100.8,176.1
2401709-001,1746,966,767,1770.0,885.0,810.0,1735.0,905.0,777.0
2401709-002,1645,722,897,1979.0,745.0,1149.0,1944.0,819.0,1067.0
2401710-001,2006,1272,715,2259.0,1306.0,867.0,2226.0,1299.0,847.0
24017ZZZZZZ,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2401901-001,844,206,633,983.0,218.0,744.0,973.0,255.0,698.0
2401902-001,973,224,740,1143.0,209.0,893.0,1119.0,278.0,814.0
2401902-002,291,153,134,330.0,130.0,191.0,321.0,147.0,164.0
2401903-001,201,64,136,242.0,81.2,156.4,243.7,103.2,136.2
2401903-002,234,143,89,303.0,161.8,122.6,284.3,162.8,112.8
2401904-001,148,53,94,155.0,46.0,105.0,144.0,44.0,100.0
2401905-001,177,36,138,155.0,24.0,130.0,153.0,35.0,117.0
2401906-001,267,74,189,266.0,34.0,228.0,266.0,71.0,188.0
2401907-001,1254,583,650,1190.0,584.0,546.0,1149.0,599.0,510.0
2401907-002,2040,1801,228,1813.4,1598.0,180.3,1747.9,1544.8,158.5
2401907-003,607,215,386,504.0,173.0,311.2,487.1,174.0,308.2
2401907-004,329,194,129,305.0,172.0,117.0,302.0,171.0,116.0
2401907-005,122,66,55,146.0,98.0,47.0,139.0,99.0,36.0
2401907-006,1878,731,1118,1575.0,634.0,853.0,1522.0,655.0,821.0
2401907-007,102,74,28,97.6,86.0,9.7,94.1,83.2,8.5
2401908-001,595,194,394,553.0,158.0,371.0,536.0,173.0,354.0
2401909-001,386,99,284,421.0,84.0,317.0,406.0,116.0,276.0
2401910-001,153,50,97,173.0,44.0,120.0,162.0,64.0,95.0
2401911-001,43,15,28,43.0,8.0,34.0,39.0,11.0,28.0
2401912-001,200,68,126,262.0,88.0,170.0,268.0,100.0,165.0
2401912-002,255,171,82,282.0,175.0,98.0,280.0,177.0,99.0
2401913-001,130,36,94,164.3,14.8,144.4,160.2,25.6,133.6
2401913-002,123,89,33,118.7,72.2,46.4,110.7,60.4,47.2
2401914-001,1303,356,938,1185.3,247.7,893.7,1154.3,297.6,825.8
2401914-002,44,27,17,49.7,17.3,32.3,51.7,25.4,25.2
2401915-001,1232,465,749,1442.3,457.7,912.0,1429.3,549.2,840.1
2401915-002,66,20,46,72.0,16.0,53.0,73.0,28.0,43.0
2401915-003,782,575,205,721.7,491.4,206.0,705.7,492.8,195.9
2401916-001,285,58,224,335.0,64.0,251.0,324.0,82.0,235.0
2401917-001,137,61,74,158.0,47.0,106.0,153.0,63.0,88.0
2401918-001,42,11,30,36.0,11.0,24.0,37.0,10.0,24.0
2402101-001,3069,1512,1508,3762.0,1607.0,1833.0,3702.0,1676.0,1906.0
2402101-002,1790,1044,714,2713.0,1563.0,913.0,2632.0,1539.0,972.0
2402102-001,1934,1360,544,2271.0,1561.0,530.0,2187.0,1511.0,543.0
2402102-002,760,473,272,801.0,496.0,231.0,783.0,510.0,236.0
2402102-003,1902,1220,648,2125.0,1373.0,567.0,2070.0,1342.0,599.0
2402102-004,1764,1245,504,2339.2,1578.2,618.1,2254.6,1495.1,625.6
2402102-005,1076,679,386,1053.3,662.6,291.9,1015.6,626.1,330.7
2402102-006,1929,1077,824,2110.0,1161.0,791.0,2063.0,1143.0,841.0
2402102-007,2109,1241,833,2470.0,1489.0,766.0,2400.0,1450.0,804.0
2402102-008,2139,1285,834,2203.0,1298.0,743.0,2125.0,1258.0,768.0
2402102-009,1530,1009,501,1676.4,1054.6,464.5,1616.4,996.4,526.4
2402102-010,2743,1651,1058,2797.0,1647.0,927.0,2754.0,1661.0,976.0
2402102-011,1687,1128,530,1568.3,1004.8,417.6,1513.9,970.5,424.9
2402102-012,892,556,326,786.8,530.8,207.9,758.4,502.9,210.4
2402102-013,1946,1296,625,2058.0,1400.0,528.0,1959.0,1299.0,570.0
2402102-014,1003,580,414,1253.0,724.0,413.0,1213.0,706.0,452.0
2402102-015,2344,1324,983,2418.9,1263.5,974.3,2361.9,1267.5,1000.4
2402102-016,1279,827,431,1563.0,1027.0,432.0,1504.0,967.0,450.0
2402102-017,1313,984,306,1378.0,1024.0,259.0,1287.0,921.0,284.0
2402102-018,1006,569,422,1396.1,775.5,497.7,1352.1,719.5,565.6
2402103-001,1498,618,863,1356.0,516.0,726.0,1319.0,522.0,750.0
2402103-002,2474,1009,1437,2242.0,846.0,1236.0,2204.0,835.0,1291.0
2402103-003,1592,642,927,1606.0,684.0,800.0,1560.0,645.0,872.0
2402104-001,597,220,369,671.0,174.0,472.0,656.0,209.0,425.0
2402105-001,2363,912,1413,2630.0,692.0,1751.0,2599.0,853.0,1643.0
2402106-001,1133,348,763,1385.2,315.7,989.8,1357.3,366.5,959.0
2402107-001,1612,747,835,1522.0,642.0,739.0,1474.0,625.0,773.0
2402107-002,2457,1402,1033,3035.0,1695.0,1069.0,2965.0,1631.0,1236.0
2402107-003,1779,854,904,1714.0,707.0,864.0,1676.0,681.0,928.0
2402107-004,1082,584,495,1347.0,729.0,507.0,1286.0,678.0,575.0
2402108-001,1270,498,761,1602.0,412.0,1094.0,1591.0,498.0,1056.0
2402109-001,1988,804,1154,2541.0,989.0,1327.0,2505.0,1041.0,1388.0
2402109-002,2554,1011,1508,2747.7,936.6,1584.0,2668.3,966.7,1625.4
2402109-003,971,469,487,1120.0,418.0,626.0,1102.0,449.0,616.0
2402109-004,2560,1037,1486,2564.9,882.5,1492.6,2512.3,922.4,1507.2
2402109-005,1072,470,582,1165.4,459.8,629.4,1151.4,491.9,621.4
2402109-006,2186,1078,1085,2353.0,1129.0,1039.0,2300.0,1106.0,1120.0
2402109-007,2740,1228,1472,3432.0,1368.0,1787.0,3394.0,1436.0,1857.0
2402109-008,871,473,387,1035.0,516.0,428.0,1010.0,528.0,442.0
2402110-001,1078,330,722,1178.0,239.0,881.0,1165.0,290.0,838.0
2402111-001,1580,528,1029,1881.0,503.0,1263.0,1844.0,551.0,1235.0
2402112-001,1503,719,751,2234.0,957.0,1131.0,2168.0,972.0,1119.0
2402113-001,2778,1331,1405,3243.0,1389.0,1586.0,3172.0,1386.0,1642.0
2402113-002,206,72,131,351.0,133.0,199.0,342.0,142.0,187.0
2402114-001,2762,1136,1581,3223.0,1119.0,1878.0,3156.0,1207.0,1847.0
2402115-001,1974,731,1215,1858.0,453.0,1252.0,1833.0,598.0,1162.0
2402115-002,2202,803,1358,2173.0,529.0,1501.0,2139.0,703.0,1347.0
2402116-001,2342,940,1366,2709.8,938.3,1559.2,2620.7,971.5,1544.0
2402117-001,1130,343,767,1366.0,338.0,944.0,1339.0,394.0,917.0
2402118-001,3388,1358,1976,4210.5,1568.5,2323.0,4129.5,1591.5,2420.1
2402118-002,1808,593,1190,2161.8,597.2,1436.2,2112.7,652.2,1400.3
2402119-001,936,269,649,1182.0,301.0,823.0,1171.0,318.0,814.0
2402120-001,1532,548,954,1669.0,395.0,1145.0,1620.0,516.0,1032.0
2402121-001,1777,714,1031,1832.0,681.0,1014.0,1775.0,683.0,1013.0
2402121-002,1214,662,541,1515.0,853.0,551.0,1448.0,773.0,608.0
2402121-003,1966,956,983,2487.0,1307.0,980.0,2427.0,1251.0,1085.0
2402122-001,921,381,524,1026.0,389.0,561.0,994.0,383.0,575.0
2402123-001,2592,1252,1302,3291.0,1534.0,1479.0,3220.0,1576.0,1498.0
2402123-002,30,14,14,28.0,10.0,12.0,30.0,13.0,16.0
2402123-003,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2402124-001,1269,587,658,1412.0,613.0,685.0,1396.0,640.0,711.0
2402124-002,1594,841,737,1375.0,613.0,662.0,1353.0,619.0,691.0
2402124-003,414,210,201,448.0,240.0,178.0,442.0,234.0,188.0
2402125-001,2157,1138,966,2652.0,1153.0,1264.0,2589.0,1235.0,1193.0
2402126-001,2423,1059,1337,2870.0,1226.0,1423.0,2781.0,1273.0,1408.0
2402126-002,2228,1034,1158,2494.0,1093.0,1229.0,2428.0,1068.0,1259.0
2402301-001,873,277,590,991.0,214.0,734.0,958.0,199.0,733.0
2402302-001,748,208,527,1114.0,249.0,806.0,1052.0,261.0,747.0
2402303-001,1076,270,788,1224.0,182.0,970.0,1173.0,222.0,925.0
2402303-002,300,81,214,384.0,62.0,308.0,359.0,68.0,279.0
2402304-001,357,83,268,439.0,48.0,386.0,429.0,63.0,359.0
2402305-001,838,219,612,1146.0,253.0,836.0,1090.0,230.0,823.0
2402306-001,1002,325,666,1035.0,289.0,689.0,974.0,264.0,673.0
2402307-001,1062,338,704,791.9,149.7,592.7,750.3,139.7,587.7
2402308-001,283,80,199,368.0,58.0,302.0,350.0,56.0,285.0
2402308-002,372,90,280,416.0,41.0,364.0,408.0,41.0,361.0
2402309-001,619,200,406,831.0,177.0,632.0,800.0,222.0,556.0
2402310-001,860,273,576,915.4,149.1,717.3,867.4,168.1,668.3
2402311-001,80,10,70,95.0,9.0,86.0,90.0,13.0,77.0
2402312-001,375,91,278,477.0,65.0,395.0,468.0,66.0,389.0
2402313-001,278,99,173,344.0,58.0,268.0,326.0,85.0,231.0
2402314-001,1384,383,978,1071.7,205.3,803.0,1005.3,188.2,790.0
2402314-002,577,154,413,692.0,93.0,576.0,650.0,96.0,539.0
