GEOID10,Tot_2018_gov,Dem_2018_gov,Rep_2018_gov,Tot_2018_sen,Dem_2018_sen,Rep_2018_sen,Tot_2018_ag,Dem_2018_ag,Rep_2018_ag,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
0401326,1869.7,865.5,967.2,1877.4,1031.2,810.9,1823.3,931.3,888.4,1963.2,954.3,856.1,1929.1,782.7,1052.4,1900,926,950
04013124,1250.0,629.0,594.0,1259.0,755.0,488.0,1221.0,679.0,542.0,1360.0,701.0,544.0,1322.0,593.0,644.0,1340,597,723
04013916,514.1,275.8,221.8,517.3,330.9,175.5,501.2,303.5,196.9,545.9,295.5,199.3,538.7,264.9,244.0,645,354,284
04013925,762.9,409.2,329.2,767.7,491.1,260.5,743.8,450.5,292.1,810.1,438.5,295.7,799.3,393.1,362.0,780,433,334
040192,118.0,53.0,64.0,119.0,55.0,59.0,111.0,55.0,55.0,120.0,51.0,59.0,114.0,54.0,50.0,100,47,47
040191,929.0,412.0,491.0,927.0,490.0,405.1,899.0,498.0,399.0,1003.0,467.0,462.0,994.0,454.0,461.0,1144,552,564
04019136,75.0,64.0,7.0,74.0,64.0,7.0,72.0,65.0,7.0,99.0,87.0,8.0,102.0,82.0,20.0,87,59,25
04019137,84.0,72.0,10.0,84.0,74.0,5.0,83.0,70.0,13.0,105.0,94.0,3.0,99.0,86.0,8.0,119,101,16
04019135,120.0,104.0,12.0,122.0,113.0,3.0,120.0,112.0,8.0,169.0,152.0,13.0,166.0,138.0,24.0,189,150,38
04019138,290.0,239.0,38.0,290.0,259.0,17.0,290.0,267.0,22.0,339.0,318.0,11.0,338.0,279.0,51.0,341,285,56
04019359,2890.3,1109.4,1740.2,2906.2,1274.3,1587.2,2817.8,1277.3,1537.5,2912.2,1237.6,1493.8,2858.5,1109.4,1650.8,2601,1016,1568
04019360,2635.7,982.6,1612.8,2651.8,1140.7,1473.8,2565.2,1133.7,1429.5,2434.8,970.4,1307.2,2379.5,838.5,1446.2,1886,652,1219
04019200,1246.0,417.9,808.2,1255.6,475.5,759.2,1212.1,488.9,722.0,1173.4,398.9,671.0,1157.6,385.7,727.1,975,319,649
04019384,1240.4,486.3,740.3,1246.9,580.0,651.4,1213.6,572.9,640.1,1237.7,566.0,616.0,1216.0,505.1,678.2,1199,468,724
04019381,1176.0,483.0,671.0,1179.0,543.0,613.0,1145.0,537.0,603.0,1269.0,522.0,661.0,1251.0,463.0,745.0,1235,499,723
04019310,1953.0,768.0,1166.0,1968.0,868.0,1085.0,1905.0,844.0,1056.0,2094.0,865.0,1076.0,2058.0,757.0,1221.0,1972,795,1164
04019162,1255.0,688.0,545.0,1256.0,760.0,478.0,1219.0,744.0,475.0,1340.0,760.0,486.0,1317.0,693.0,580.0,1299,715,576
04019226,737.0,309.0,419.0,738.0,364.0,362.0,719.0,363.0,356.0,815.0,370.0,387.0,798.0,333.0,421.0,843,386,444
04019215,945.0,331.0,587.0,948.0,388.0,526.0,931.0,412.0,518.0,1041.0,386.0,583.0,1003.0,370.0,527.0,1026,440,567
04019352,1657.0,802.0,844.0,1662.0,914.0,736.0,1612.0,865.0,746.0,1746.0,946.0,698.0,1720.0,768.0,899.0,1725,818,889
04019237,1326.0,760.0,556.0,1328.0,842.0,479.0,1294.0,827.0,467.0,1371.0,856.0,453.0,1343.0,729.0,584.0,1356,789,562
0401955,921.0,580.0,329.0,923.0,614.0,295.0,908.0,613.0,293.0,1016.0,600.0,326.0,980.0,534.0,401.0,1029,583,439
04019315,1097.0,603.0,456.0,1101.0,693.0,382.0,1066.0,692.0,373.0,1168.0,670.0,403.0,1149.0,586.0,492.0,1130,613,505
04019230,774.0,410.0,346.0,777.0,486.0,277.0,755.0,474.0,280.0,774.0,443.0,284.0,757.0,410.0,313.0,693,375,308
04019316,432.0,272.0,149.0,434.0,300.0,117.0,414.0,296.0,118.0,468.0,318.0,116.0,450.0,290.0,148.0,481,300,174
04019286,1131.5,773.6,320.7,1141.3,836.6,264.4,1106.2,832.0,270.1,1269.9,857.8,305.7,1238.9,781.9,388.9,1062,750,299
04019125,1527.0,736.0,776.0,1534.0,811.0,706.0,1497.0,808.0,687.0,1571.0,783.0,694.0,1547.0,666.0,841.0,1474,690,769
04019171,1020.6,450.2,561.0,1022.0,528.3,482.0,998.6,531.6,465.2,1054.8,536.7,463.3,1040.3,465.2,546.1,899,448,443
04019154,853.0,551.0,265.0,858.0,622.0,196.0,829.0,616.0,210.0,1024.0,690.0,229.0,998.0,593.0,331.0,980,655,303
04019319,1276.0,863.0,376.0,1285.0,950.0,300.0,1247.0,939.0,303.0,1411.0,984.0,329.0,1393.0,875.0,449.0,1349,923,416
0401937,743.0,529.0,193.0,750.0,590.0,133.0,728.0,595.0,132.0,788.0,603.0,128.0,761.0,520.0,188.0,649,477,165
0401943,354.3,248.5,90.4,358.3,278.3,61.6,341.9,279.8,61.6,411.5,307.6,71.1,393.1,257.9,104.9,406,287,111
04019103,919.0,607.0,296.0,925.0,662.0,249.0,903.0,649.0,253.0,959.0,644.0,273.0,952.0,581.0,337.0,953,572,368
0401917,1272.3,948.2,291.2,1278.3,1020.0,228.3,1239.4,1026.0,212.4,1322.1,999.1,231.3,1289.2,886.4,332.0,1432,1014,400
0401919,1080.7,816.8,216.8,1081.7,920.0,132.7,1063.6,927.0,133.6,1162.9,929.9,165.7,1142.8,835.6,242.0,957,711,236
04019189,1069.0,660.0,382.0,1072.0,729.0,321.0,1051.0,731.0,320.0,1170.0,744.0,349.0,1150.0,649.0,444.0,1136,700,416
0401945,1227.0,1059.0,133.0,1239.0,1108.0,107.0,1210.0,1104.0,103.0,1251.0,1049.0,116.0,1228.0,1012.0,165.0,1187,1020,149
04019401,226.0,175.0,40.0,226.0,185.0,30.0,224.0,192.0,32.0,270.0,212.0,38.0,268.0,198.0,59.0,222,166,54
04019321,1222.1,510.3,670.1,1224.1,631.4,546.0,1196.3,626.5,569.9,1329.4,613.5,632.4,1314.5,623.5,591.7,1412,689,699
04019257,1066.9,435.3,599.2,1069.6,509.8,512.4,1046.7,525.1,518.3,1262.4,579.0,596.1,1230.5,526.5,556.5,1124,577,527
04019306,168.5,66.5,96.4,169.2,74.1,89.8,165.8,78.6,86.6,189.8,71.0,104.3,186.0,77.9,92.9,234,152,81
04019292,3078.0,1800.0,1176.0,3093.0,2007.0,973.0,3029.0,2047.0,978.0,3310.0,2007.0,1075.0,3231.0,1761.0,1282.0,1930,1092,815
04019203,886.0,477.0,390.0,887.0,543.0,311.0,873.0,554.0,319.0,996.0,585.0,367.0,972.0,511.0,412.0,913,478,423
04019325,810.0,665.0,105.0,811.0,700.0,65.0,790.0,725.0,62.0,953.0,829.0,69.0,916.0,674.0,192.0,762,613,137
04019236,473.4,302.6,144.8,474.4,372.5,81.0,473.4,380.5,92.9,564.3,444.4,88.0,553.4,391.5,128.9,466,341,119
040194,618.7,475.0,119.5,616.7,518.4,64.2,611.7,528.4,80.3,707.3,599.9,59.2,704.3,508.4,158.7,631,460,167
04019309,202.9,152.0,38.9,204.8,177.9,14.9,199.9,177.9,21.0,251.0,222.1,14.9,250.0,185.3,50.8,222,185,35
04019394,950.0,338.0,580.0,956.0,401.0,526.0,935.0,419.0,512.0,1139.0,429.0,612.0,1122.0,407.0,652.0,1125,444,677
04019318,900.0,308.0,574.0,908.0,347.0,534.0,890.0,374.0,508.0,1075.0,400.0,569.0,1047.0,351.0,632.0,1069,400,654
04019362,1260.0,474.0,744.0,1266.0,538.0,692.0,1219.0,558.0,659.0,1429.0,521.0,761.0,1388.0,461.0,840.0,1357,496,852
04019408,1072.0,408.0,622.0,1078.0,459.0,598.0,1047.0,485.0,560.0,1218.0,434.0,656.0,1198.0,400.0,743.0,1179,432,740
04019208,940.0,350.0,552.0,945.0,424.0,477.0,926.0,448.0,474.0,1037.0,423.0,534.0,1010.0,402.0,499.0,951,478,463
0401911,2077.0,470.0,1562.0,2081.0,558.0,1468.0,2034.0,622.0,1408.0,2317.0,573.0,1579.0,2244.0,629.0,1435.0,1940,591,1316
04019339,743.0,283.7,446.5,746.7,333.2,401.4,730.4,338.4,389.7,854.0,371.7,421.1,831.9,333.4,454.7,608,255,346
04019392,3329.0,1387.0,1861.0,3343.0,1511.0,1753.0,3266.0,1581.0,1680.0,3745.0,1532.0,1825.0,3655.0,1386.0,2069.0,2719,1197,1490
04019307,104.0,76.0,24.0,100.0,85.0,12.0,103.0,87.0,15.0,129.0,114.0,9.0,126.0,100.0,22.0,89,75,14
04019276,250.0,66.0,181.0,250.0,75.0,173.0,247.0,77.0,170.0,258.0,67.0,174.0,248.0,55.0,164.0,238,74,160
04019393,4366.0,1356.0,2899.0,4383.0,1579.0,2690.0,4288.0,1634.0,2641.0,4661.0,1429.0,2841.0,4532.0,1440.0,2730.0,3304,1213,2054
040198,379.0,184.0,184.0,378.0,213.0,156.0,367.0,212.0,155.0,401.0,195.0,175.0,395.0,199.0,156.0,429,242,180
04019416,868.0,573.0,263.0,874.0,651.0,196.0,849.0,631.0,216.0,1069.0,772.0,242.0,1030.0,650.0,339.0,922,592,320
0401928,830.0,632.0,183.0,827.0,669.0,127.0,799.0,672.0,125.0,994.0,802.0,148.0,977.0,696.0,232.0,948,681,259
04019410,387.0,274.0,98.0,385.0,306.0,62.0,370.0,311.0,58.0,516.0,417.0,71.0,505.0,353.0,142.0,415,317,95
04019409,3185.0,1083.0,2042.0,3210.0,1290.0,1857.0,3102.0,1291.0,1804.0,3360.0,1237.0,1861.0,3264.0,1099.0,1988.0,2016,719,1285
04019417,1501.0,432.0,1036.0,1500.0,509.0,971.0,1464.0,552.0,911.0,1650.0,510.0,985.0,1605.0,474.0,1027.0,1401,420,969
04019357,675.0,214.0,446.0,679.0,281.0,382.0,658.0,306.0,351.0,620.0,250.0,348.0,597.0,232.0,338.0,528,223,293
0401950,606.7,457.8,128.1,608.8,505.2,83.8,597.9,499.4,96.9,723.9,593.7,102.6,702.0,510.9,163.0,588,460,122
04019322,558.3,421.2,117.9,560.2,464.8,77.2,550.1,459.6,89.1,666.1,546.3,94.4,646.0,470.1,150.0,637,474,159
0401953,1476.8,1019.4,401.6,1483.7,1115.3,302.0,1456.1,1144.7,306.4,1813.9,1375.9,331.5,1754.4,1136.6,534.5,1147,771,363
04019323,880.2,607.6,239.4,884.3,664.7,180.0,867.9,682.3,182.6,1081.1,820.1,197.5,1045.6,677.4,318.5,1108,749,350
04019256,493.4,318.1,163.9,495.2,339.7,135.7,482.8,347.1,134.4,623.4,420.3,165.2,606.2,347.1,219.4,496,301,190
04019295,626.6,403.9,208.1,628.8,431.3,172.3,613.2,440.9,170.6,791.6,533.7,209.8,769.8,440.9,278.6,632,376,245
04019159,1070.8,767.4,276.4,1076.6,833.4,207.1,1054.8,855.2,198.4,1319.7,1035.3,208.8,1279.6,866.6,351.0,849,634,209
04019161,796.2,570.6,205.6,800.5,619.6,153.9,784.2,635.8,147.6,981.3,769.7,155.2,951.4,644.4,261.0,971,660,300
04019160,765.0,591.0,155.0,756.0,630.0,109.0,746.0,640.0,106.0,975.0,831.0,98.0,948.0,706.0,206.0,795,594,198
0401966,807.9,607.4,172.5,810.5,661.4,128.9,791.6,667.3,121.7,998.0,793.0,144.5,974.6,688.1,242.2,759,607,146
0401985,433.1,325.6,92.5,434.5,354.6,69.1,424.4,357.7,65.3,535.0,425.1,77.5,522.4,368.9,129.8,570,439,125
0401965,745.9,569.0,147.6,747.3,627.5,94.0,731.3,632.4,98.9,906.8,741.0,96.8,885.2,642.1,200.6,839,665,165
0401954,781.9,475.0,280.6,784.0,517.6,229.7,768.0,536.3,230.0,933.5,579.5,288.3,908.9,508.8,343.0,823,506,307
04019296,1860.1,1130.0,667.4,1865.0,1231.4,546.3,1827.0,1275.7,547.0,2220.5,1378.5,685.7,2162.1,1210.2,816.0,1542,896,634
04019114,284.1,125.9,146.6,288.3,140.8,142.5,276.7,141.6,135.0,338.8,125.1,161.5,328.0,113.5,195.5,321,129,190
04019375,5.0,3.0,2.0,5.0,5.0,0.0,5.0,5.0,0.0,6.0,6.0,0.0,6.0,4.0,2.0,7,4,3
040197,44.2,16.7,26.4,44.2,17.8,24.2,41.0,17.8,23.2,46.9,18.9,23.2,47.4,15.1,25.3,50,20,28
04019378,37.8,14.3,22.6,37.8,15.2,20.8,35.0,15.2,19.8,40.1,16.1,19.8,40.6,12.9,21.7,47,29,18
04019372,1317.0,493.0,803.0,1318.0,621.0,687.0,1280.0,611.0,668.0,1257.0,602.0,607.0,1223.0,555.0,639.0,1159,568,583
04019141,1530.7,598.0,907.4,1538.7,762.0,749.6,1497.4,751.4,745.2,1492.5,688.0,731.9,1454.0,660.9,729.2,1345,646,672
04019142,1922.3,751.0,1139.6,1932.4,957.0,941.4,1880.6,943.6,935.9,1874.5,864.0,919.1,1826.0,830.1,915.8,1666,763,885
04019258,499.9,149.4,338.3,502.0,179.9,313.5,490.6,182.3,307.8,538.5,176.7,322.9,521.9,175.8,308.2,607,205,395
04019297,1397.3,467.3,910.7,1397.9,618.9,744.3,1370.3,622.2,747.5,1417.9,607.4,733.4,1408.2,596.4,740.4,1277,612,644
04019209,776.7,259.7,506.3,777.1,344.1,413.7,761.7,345.8,415.5,788.2,337.6,407.7,782.8,331.6,411.6,834,358,461
0401910,681.1,264.6,404.9,686.1,335.6,336.4,672.0,329.8,340.6,679.5,310.7,342.2,662.9,288.7,333.5,788,318,462
04019140,960.9,373.4,571.2,967.9,473.4,474.6,948.0,465.2,480.5,958.5,438.3,482.8,935.1,407.3,470.5,926,470,442
04019314,3778.0,1264.3,2465.0,3778.0,1570.2,2161.1,3707.5,1566.2,2136.3,3500.9,1322.9,1947.6,3410.5,1249.4,2016.1,2122,825,1281
04019206,1550.4,644.5,882.0,1553.6,796.5,740.2,1512.3,775.4,735.7,1540.5,744.6,735.6,1512.8,675.7,772.5,1624,716,890
04019207,902.0,384.1,505.7,904.3,476.3,418.6,878.8,463.0,415.1,887.8,437.4,417.4,875.3,397.4,445.7,806,403,397
04019376,304.0,194.8,98.1,304.4,217.4,81.5,299.4,219.7,79.7,400.2,286.9,94.0,389.2,234.0,134.0,325,214,106
04019272,355.5,227.8,114.7,356.0,254.2,95.3,350.1,256.9,93.2,468.0,335.5,109.9,455.1,273.6,156.7,423,261,157
04019338,963.4,409.5,528.6,965.4,480.3,458.6,938.1,491.8,445.5,1092.8,486.7,520.7,1071.5,439.2,569.0,739,326,403
04019182,1471.6,625.5,807.4,1474.6,733.7,700.4,1432.9,751.2,680.5,1669.2,743.3,795.3,1636.5,670.8,869.0,2203,961,1213
04019184,915.4,401.7,489.1,921.6,465.5,434.7,900.2,480.2,418.2,1010.3,482.4,456.6,988.9,432.0,496.2,987,460,515
04019132,1137.7,499.3,607.9,1145.4,578.5,540.3,1118.8,596.8,519.8,1255.7,599.6,567.4,1229.1,537.0,616.8,1311,578,726
04019183,898.6,368.0,506.6,905.1,439.2,446.6,879.4,439.7,439.2,995.5,441.8,485.7,967.1,394.2,511.9,982,492,482
04019198,781.4,320.0,440.4,786.9,381.8,388.4,764.6,382.3,381.8,865.5,384.2,422.3,840.9,342.8,445.1,979,422,547
04019335,781.6,367.2,382.6,783.9,432.1,320.9,763.0,450.5,310.6,945.9,478.1,385.8,925.0,438.9,425.7,828,432,391
04019196,493.1,231.7,241.4,494.6,272.6,202.4,481.4,284.2,196.0,596.8,301.6,243.4,583.6,276.9,268.6,548,285,252
04019123,768.7,361.1,376.3,770.9,425.0,315.6,750.3,443.0,305.4,930.2,470.2,379.4,909.7,431.6,418.6,965,506,451
04019197,387.6,182.1,189.7,388.7,214.3,159.1,378.3,223.4,154.0,469.0,237.1,191.3,458.7,217.6,211.1,540,238,295
04019105,248.9,131.1,106.0,249.9,146.1,91.0,243.1,150.4,92.0,290.3,160.9,105.0,282.7,141.4,122.6,402,195,204
04019248,803.0,418.0,347.4,806.8,466.1,301.5,784.2,479.0,303.0,938.0,507.0,347.5,913.3,446.2,406.9,746,438,297
0401980,618.2,454.9,146.8,623.2,488.4,121.0,605.2,478.8,125.6,628.7,460.3,123.3,615.9,424.9,163.3,854,602,236
0401981,986.8,726.1,234.2,994.7,779.6,193.0,965.9,764.2,200.4,1003.4,734.7,196.7,983.1,678.1,260.7,750,546,187
0401995,1193.7,846.2,323.6,1192.3,897.6,265.9,1165.6,902.5,259.6,1264.8,892.0,283.5,1238.0,815.3,365.1,1102,740,344
0401994,503.3,356.8,136.4,502.7,378.4,112.1,491.4,380.5,109.4,533.2,376.1,119.5,522.0,343.7,153.9,713,516,189
0401993,1028.5,716.5,284.0,1034.6,774.4,243.2,1007.4,764.9,241.8,1076.2,751.3,250.6,1061.8,681.1,318.1,1113,787,311
04019102,481.5,335.5,133.0,484.4,362.6,113.8,471.6,358.1,113.2,503.9,351.7,117.4,497.2,318.9,148.9,476,306,166
0401975,828.2,599.3,196.9,836.4,642.7,163.3,811.0,645.6,163.3,872.4,619.4,182.2,853.6,560.0,235.8,973,635,323
0401976,501.1,362.6,119.1,506.0,388.9,98.8,490.7,390.6,98.8,527.8,374.8,110.2,516.5,338.9,142.7,587,425,149
0401977,693.7,502.0,164.9,700.6,538.4,136.8,679.3,540.8,136.8,730.8,518.8,152.6,715.0,469.1,197.5,566,438,120
04019333,489.3,279.4,192.7,491.0,317.1,155.5,475.2,320.8,153.6,524.5,308.3,167.2,512.9,292.8,186.6,628,380,238
04019100,581.6,332.2,229.0,583.6,377.0,184.9,564.8,381.3,182.6,623.5,366.4,198.7,609.6,348.0,221.8,689,399,276
04019101,694.1,396.4,273.3,696.4,449.9,220.6,674.0,455.0,217.9,744.0,437.3,237.1,727.5,415.3,264.7,637,379,243
04019111,871.7,479.0,367.2,877.5,541.6,307.6,853.2,557.2,291.9,958.6,553.7,340.0,947.6,502.2,393.3,915,507,398
04019112,633.3,348.0,266.8,637.5,393.4,223.4,619.8,404.8,212.1,696.4,402.3,247.0,688.4,364.8,285.7,714,387,319
04019353,754.5,386.7,346.5,753.6,451.4,284.5,739.5,454.6,283.6,842.2,471.8,304.9,820.5,413.9,352.8,849,462,375
04019118,365.8,187.5,168.0,365.4,218.9,138.0,358.6,220.4,137.5,408.4,228.8,147.8,397.9,200.7,171.1,435,234,200
04019117,547.7,280.7,251.5,547.0,327.7,206.5,536.9,330.0,205.9,611.4,342.5,221.3,595.6,300.4,256.1,650,361,281
04019250,438.0,191.9,233.1,442.2,226.7,202.5,431.6,227.7,202.7,477.8,217.8,230.4,466.6,200.4,240.3,618,249,358
04019131,610.0,267.3,324.7,615.9,315.8,282.1,601.1,317.1,282.4,665.5,303.4,320.9,649.9,279.1,334.6,745,329,407
04019130,1216.0,532.8,647.2,1227.8,629.5,562.4,1198.3,632.2,562.9,1326.7,604.8,639.7,1295.5,556.5,667.1,1021,491,512
04019194,934.4,407.4,498.0,943.0,463.4,454.4,922.0,465.5,454.0,995.1,468.9,458.7,975.0,430.5,487.3,1044,498,538
04019192,510.8,222.7,272.2,515.5,253.3,248.4,504.0,254.5,248.2,544.0,256.3,250.7,533.0,235.3,266.4,448,242,201
04019193,740.8,322.9,394.8,747.5,367.3,360.2,730.9,369.0,359.9,788.9,371.7,363.6,773.0,341.2,386.3,871,378,481
04019180,1142.4,505.5,604.7,1146.9,589.3,534.3,1119.6,587.8,529.3,1224.3,558.1,564.0,1196.0,498.0,625.0,1502,720,761
04019305,1160.6,513.5,614.3,1165.1,598.7,542.7,1137.4,597.2,537.7,1243.7,566.9,573.0,1215.0,506.0,635.0,1101,514,573
04019336,1550.0,662.0,856.0,1560.0,771.0,765.0,1526.0,769.0,752.0,1644.0,734.0,812.0,1633.0,627.0,936.0,1683,713,946
04019274,855.4,287.4,556.8,856.6,320.5,525.1,829.6,320.5,508.1,880.8,333.1,490.6,852.6,303.1,495.6,819,291,519
04019367,654.5,228.7,418.0,659.3,262.9,390.4,640.1,265.1,375.0,705.3,273.8,394.7,689.6,235.7,429.3,827,291,534
04019243,845.9,295.8,539.9,852.1,340.0,504.2,827.2,342.8,484.4,911.4,354.0,509.8,891.0,304.8,554.4,826,315,503
04019128,950.3,452.1,476.6,949.8,506.4,426.3,933.8,517.7,412.7,993.6,483.2,428.1,974.3,438.8,492.3,920,482,427
04019304,728.5,346.8,365.1,728.1,388.2,326.8,715.9,396.9,316.3,761.6,370.4,328.1,746.8,336.4,377.3,595,248,346
04019366,598.6,260.7,327.9,603.9,317.9,275.1,589.5,319.6,267.7,638.8,310.9,284.3,625.7,279.0,316.1,828,372,452
04019334,765.5,333.3,419.3,772.2,406.5,351.8,753.8,408.7,342.3,816.9,397.6,363.5,800.1,356.8,404.3,713,360,345
04019126,1154.0,438.0,703.0,1164.0,521.0,636.0,1140.0,501.0,639.0,1244.0,524.0,619.0,1212.0,446.0,725.0,1235,497,730
0401999,922.9,579.2,326.9,929.7,647.0,270.1,908.2,646.4,260.2,953.4,653.3,248.6,942.3,584.4,325.9,933,580,344
04019351,833.1,522.8,295.1,839.3,584.0,243.9,819.8,583.5,234.8,860.6,589.7,224.4,850.7,527.6,294.1,880,542,333
04019300,987.2,484.5,485.1,992.7,559.4,425.3,968.9,544.2,424.1,1034.1,583.8,390.6,1007.3,508.2,478.4,1013,492,512
04019299,737.8,454.0,265.9,745.3,511.3,218.9,726.3,501.3,224.0,805.5,515.3,225.0,783.6,455.8,288.8,934,587,336
0401989,1320.2,812.4,475.8,1333.6,915.0,391.8,1299.7,897.0,400.7,1441.4,922.0,402.7,1402.2,815.6,516.8,1310,767,524
04019172,627.0,408.8,190.7,629.2,454.5,147.9,614.4,458.2,154.7,707.2,467.9,174.4,693.5,427.6,212.2,668,432,224
04019354,1162.4,512.8,639.0,1164.0,601.7,549.0,1137.4,605.4,529.8,1201.2,611.3,527.7,1184.7,529.8,621.9,1314,573,728
04019328,2266.4,1222.5,1021.1,2278.1,1379.3,878.5,2211.5,1347.1,861.3,2345.5,1355.7,856.5,2309.5,1188.0,1053.2,2172,1180,980
04019239,625.6,337.5,281.9,628.9,380.7,242.5,610.5,371.9,237.8,647.5,374.3,236.5,637.5,328.0,290.8,751,410,332
0401988,1227.5,635.1,584.5,1234.9,706.2,518.5,1195.7,688.0,506.6,1300.3,703.9,527.6,1277.0,610.1,626.6,1156,648,491
04019363,931.5,481.9,443.5,937.1,535.8,393.5,907.3,522.0,384.4,986.7,534.1,400.4,969.0,462.9,475.4,1061,433,626
04019326,1227.1,667.4,551.5,1240.1,742.6,485.7,1204.8,742.6,461.0,1300.0,755.0,462.2,1268.3,638.0,598.6,1372,704,659
04019238,859.9,467.6,386.5,868.9,520.4,340.3,844.2,520.4,323.0,911.0,529.0,323.8,888.7,447.0,419.4,858,521,328
04019330,1001.1,578.3,405.2,1006.2,642.4,350.7,976.1,633.9,340.5,1026.0,625.9,339.9,1004.5,524.4,449.5,876,481,384
04019170,762.9,440.7,308.8,766.8,489.6,267.3,743.9,483.1,259.5,782.0,477.1,259.1,765.5,399.6,342.5,839,465,367
04019163,1061.2,667.3,382.9,1064.5,708.4,344.6,1038.8,699.6,338.0,1125.7,721.5,343.0,1106.0,624.7,447.4,1074,581,475
0401956,878.8,552.7,317.1,881.5,586.6,285.4,860.2,579.4,280.0,932.3,597.5,284.0,916.0,517.3,370.6,935,578,350
04019260,1103.6,664.7,425.1,1110.8,736.7,366.3,1082.6,725.3,356.1,1149.8,735.5,356.1,1128.8,636.5,467.7,1315,732,576
04019210,734.4,442.3,282.9,739.2,490.3,243.7,720.4,482.7,236.9,765.2,489.5,236.9,751.2,423.5,311.3,739,437,297
04019212,797.0,577.8,205.6,802.0,628.6,160.7,787.0,617.7,167.9,807.4,584.1,162.0,789.7,531.5,218.3,953,688,253
04019164,959.0,695.2,247.4,965.0,756.4,193.3,947.0,743.3,202.1,971.6,702.9,195.0,950.3,639.5,262.7,809,537,261
0401971,509.7,328.9,160.4,516.6,367.2,127.8,500.0,367.5,130.3,541.4,349.9,141.0,525.4,320.5,168.2,710,503,192
0401967,569.2,367.3,179.1,576.9,410.0,142.7,558.4,410.4,145.5,604.5,390.8,157.4,586.7,357.9,187.9,555,347,197
04019298,548.1,353.7,172.5,555.5,394.8,137.4,537.6,395.1,140.1,582.1,376.3,151.6,564.9,344.6,180.9,541,371,161
0401970,524.2,369.0,142.9,527.4,396.5,120.1,515.4,395.3,119.8,551.9,385.7,121.5,544.0,350.6,166.2,597,437,149
0401968,679.8,478.6,185.3,684.0,514.2,155.7,668.5,512.7,155.4,715.8,500.2,157.6,705.6,454.7,215.6,999,640,346
0401969,590.0,415.4,160.8,593.7,446.3,135.2,580.2,445.0,134.8,621.3,434.1,136.8,612.4,394.7,187.1,296,209,84
04019167,594.3,447.6,129.4,599.5,477.8,109.7,586.1,474.5,108.3,600.5,444.7,109.7,586.1,420.3,135.6,649,475,156
04019168,645.7,486.4,140.6,651.5,519.2,119.3,636.9,515.6,117.7,652.5,483.3,119.3,636.9,456.7,147.4,635,455,170
0401973,804.9,627.0,157.6,810.6,660.9,136.7,788.9,647.6,140.9,835.7,643.8,134.4,822.7,595.1,195.3,974,737,225
04019244,666.9,519.6,130.6,671.7,547.7,113.3,653.7,536.6,116.7,692.5,533.5,111.4,681.7,493.1,161.8,534,423,99
0401974,642.2,500.4,125.8,646.8,527.4,109.1,629.5,516.8,112.4,666.8,513.7,107.2,656.5,474.8,155.8,703,545,144
0401978,726.2,578.3,140.3,732.6,609.6,114.9,714.8,592.4,120.8,763.4,615.6,111.7,748.3,554.6,167.8,797,654,137
0401979,619.8,493.7,119.7,625.4,520.4,98.1,610.2,505.6,103.2,651.6,525.4,95.3,638.7,473.4,143.2,688,515,159
0401963,645.6,487.5,145.9,650.3,524.0,117.5,633.5,510.7,119.9,670.5,514.2,117.5,657.2,480.0,155.2,601,454,138
04019213,469.4,354.5,106.1,472.7,381.0,85.5,460.5,371.3,87.1,487.5,373.8,85.5,477.8,349.0,112.8,572,425,136
0401982,627.2,461.8,149.2,629.5,500.1,109.6,616.2,502.0,113.1,682.0,505.6,131.0,672.2,463.2,174.0,552,430,115
0401984,959.1,689.7,243.8,962.1,750.9,180.5,941.6,755.9,183.8,1050.3,769.2,211.1,1034.2,699.3,281.5,1070,770,289
0401986,853.7,570.4,258.1,854.8,631.6,195.4,836.5,641.9,192.1,957.5,678.9,214.4,939.5,601.9,291.1,1058,709,334
0401987,902.8,603.2,272.9,904.0,667.9,206.6,884.6,678.8,203.1,1012.6,717.9,226.8,993.6,636.5,307.8,737,491,233
0401946,930.5,764.6,139.5,935.5,809.1,100.5,915.4,812.2,102.2,1057.3,881.5,99.8,1034.7,801.3,183.6,755,643,103
0401948,473.3,352.2,103.6,478.0,391.0,65.7,469.7,400.0,69.0,569.9,467.7,73.4,547.7,379.1,140.4,533,417,109
04019134,618.6,460.3,135.3,624.7,511.0,85.9,613.8,522.7,90.2,744.8,611.2,95.9,715.8,495.4,183.5,634,510,120
04019166,363.3,294.5,61.3,422.1,340.0,69.2,353.6,295.1,57.8,381.4,283.1,61.0,368.4,249.0,96.0,973,731,212
0401962,777.1,629.8,131.1,902.8,727.1,148.0,756.1,631.1,123.7,815.6,605.5,130.4,787.9,532.5,205.4,1164,779,376
04019232,560.0,449.2,95.1,575.6,480.0,79.3,543.2,462.3,79.9,595.5,445.2,96.5,577.9,408.0,136.2,499,340,154
0401944,780.5,643.8,115.1,798.8,672.3,108.3,761.8,649.5,112.2,810.2,622.2,116.2,784.0,568.0,165.8,794,688,89
04019231,589.4,486.2,86.9,603.2,507.7,81.7,575.3,490.5,84.8,611.8,469.8,87.8,592.0,429.0,125.2,570,467,93
