GEOID10,Tot_2018_gov,Dem_2018_gov,Rep_2018_gov,Tot_2018_sen,Dem_2018_sen,Rep_2018_sen,Tot_2018_ag,Dem_2018_ag,Rep_2018_ag,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
0400702,265.3,91.1,166.0,266.7,126.1,128.0,259.1,116.2,142.5,286.0,109.2,153.1,283.4,103.2,155.3,354,151,195
0401736,1628.1,164.4,1429.7,1628.4,226.4,1353.9,1604.0,210.6,1391.5,1781.5,166.0,1477.8,1694.2,251.7,1226.8,1669,196,1457
0401738,1163.9,117.8,1021.7,1164.1,162.3,967.6,1146.6,151.2,994.0,1272.4,120.0,1054.2,1210.0,180.7,875.6,914,115,790
040178,2199.9,340.5,1808.9,2202.8,523.2,1617.5,2152.8,445.5,1701.2,2241.8,422.5,1682.1,2143.0,458.4,1425.8,1964,422,1516
0401735,628.0,63.4,551.4,628.1,87.3,522.2,618.7,81.2,536.7,687.2,64.0,570.0,653.5,97.1,473.2,652,85,561
0401755,827.4,83.5,726.6,827.6,115.0,688.0,815.1,107.0,707.1,905.4,84.4,751.0,861.0,127.9,623.4,846,67,774
040173,603.6,67.6,522.7,602.9,93.5,495.1,592.0,91.0,500.1,635.4,89.3,500.1,602.0,108.5,425.8,573,91,473
040179,706.8,203.5,483.7,706.5,248.8,418.3,688.2,241.1,446.2,802.5,226.6,483.4,778.1,234.7,465.1,589,265,317
0401711,589.7,169.8,403.6,589.4,207.6,348.9,574.2,201.1,372.2,669.5,189.1,403.3,649.1,195.8,388.0,681,212,461
0401750,72.6,20.9,49.7,72.6,25.6,43.0,70.7,24.8,45.8,82.4,23.3,49.7,79.9,24.1,47.8,126,8,115
0401763,743.4,140.5,584.8,741.9,199.2,517.1,715.6,184.1,529.2,835.1,148.8,640.4,796.0,175.9,496.1,705,197,496
0402148,1499.0,443.0,1026.0,1508.0,606.0,880.0,1488.0,542.0,941.0,1599.0,534.0,982.0,1557.0,498.0,950.0,1693,663,1012
0402149,387.0,82.0,299.0,388.0,115.0,264.0,380.0,101.0,278.0,380.0,100.0,269.0,376.0,110.0,232.0,405,147,246
0402171,1706.6,469.2,1198.6,1719.3,582.8,1083.7,1690.3,535.3,1151.3,2196.5,555.4,1418.4,2148.1,516.6,1442.0,1830,572,1246
0402166,1272.0,336.0,920.0,1282.0,471.0,801.0,1262.0,402.0,858.0,1324.0,463.0,825.0,1307.0,409.0,837.0,1538,545,980
0402168,3667.9,1154.8,2445.6,3680.9,1432.4,2156.1,3628.2,1344.9,2273.3,3916.9,1254.8,2378.6,3794.2,1138.2,2351.4,2288,853,1415
0402169,1881.9,624.1,1203.2,1888.3,775.1,1054.2,1856.3,746.1,1105.3,2354.3,755.9,1386.4,2290.1,722.6,1419.9,1633,692,927
0402178,2393.0,1019.7,1305.0,2415.7,1223.5,1104.5,2385.1,1169.3,1205.8,2893.2,1286.1,1343.6,2846.7,1200.1,1438.2,2398,1246,1124
0402179,1628.0,638.0,951.0,1638.0,798.0,801.0,1610.0,712.0,895.0,1855.0,721.0,990.0,1839.0,695.0,1006.0,1693,803,880
0402175,1483.1,503.7,944.6,1496.0,605.2,839.1,1466.2,569.4,891.9,1813.6,636.0,1056.1,1778.7,564.4,1085.9,1608,670,918
0402126,1880.1,534.6,1301.7,1888.0,722.3,1124.7,1843.2,666.8,1173.5,2042.6,698.1,1238.2,2011.4,662.9,1210.2,1992,794,1167
0402187,1498.2,545.7,907.6,1505.2,662.7,781.9,1473.9,610.8,860.4,1758.5,618.0,975.9,1713.0,565.4,992.1,1205,496,688
0402128,3803.6,1129.9,2596.2,3817.6,1425.5,2316.4,3744.5,1280.6,2456.0,3899.4,1193.7,2396.6,3820.0,1087.1,2486.0,2221,758,1432
0402176,1716.2,499.1,1160.7,1722.6,641.8,1036.5,1681.8,589.3,1085.9,2185.9,641.2,1324.0,2132.5,599.5,1339.9,1771,660,1086
0402186,2468.0,804.7,1596.2,2475.6,1011.9,1391.1,2437.7,942.8,1491.7,2712.8,888.3,1589.9,2670.4,828.7,1626.0,1741,695,1027
0402180,1428.8,513.7,883.9,1435.8,662.2,743.0,1419.6,613.4,800.9,1324.3,552.8,696.4,1291.4,515.9,701.2,911,383,520
0402181,1824.3,633.1,1150.1,1838.1,843.8,934.9,1806.0,799.3,1004.0,2044.7,838.8,1070.4,2008.2,772.8,1107.7,1802,813,972
0402135,2517.0,875.0,1567.0,2529.0,1154.0,1296.0,2475.0,1063.0,1408.0,2729.0,1053.0,1509.0,2704.0,1021.0,1499.0,1934,772,1135
0402182,376.8,194.8,168.1,375.8,230.7,125.3,374.8,229.7,145.1,485.8,289.1,153.2,480.8,249.5,197.7,425,240,178
0400512,1079.0,839.0,211.0,1085.0,874.0,170.0,1058.0,874.0,183.0,1171.0,884.0,168.0,1160.0,826.0,268.0,1164,897,252
0400501,1175.0,893.0,257.0,1180.0,921.0,220.0,1147.0,909.0,235.0,1249.0,903.0,239.0,1235.0,890.0,299.0,1114,835,271
0400508,711.0,481.0,217.0,712.0,519.0,176.0,702.0,515.0,186.0,750.0,500.0,180.0,740.0,470.0,234.0,718,454,259
0400513,238.3,180.2,49.2,258.3,195.2,48.7,231.0,178.4,52.5,295.6,184.8,71.0,284.6,154.9,106.0,347,242,99
0400526,367.2,295.3,60.4,420.8,325.6,71.1,354.1,283.5,70.6,454.7,291.8,109.3,434.4,220.5,175.6,355,229,120
0400573,622.0,196.0,406.0,622.0,225.0,371.0,604.0,218.0,386.0,704.0,187.0,433.0,695.0,216.0,434.0,728,245,470
0400705,119.9,46.7,68.0,120.3,63.7,49.2,116.9,56.6,60.0,129.2,50.4,66.2,124.3,49.8,66.8,162,79,81
0401514,753.1,169.4,558.9,751.6,235.2,481.8,734.8,214.4,517.4,875.5,205.3,597.3,844.8,224.8,536.4,934,293,626
0401558,309.1,69.5,229.4,308.5,96.5,197.8,301.6,88.0,212.4,359.4,84.3,245.2,346.8,92.3,220.2,291,113,172
0401538,556.2,125.1,412.8,555.1,173.7,355.8,542.7,158.4,382.1,646.6,151.6,441.1,624.0,166.0,396.2,652,190,453
0400314,548.9,389.3,145.0,550.6,433.8,98.0,544.8,444.7,98.6,627.5,491.4,96.2,626.7,424.1,185.7,552,395,153
0400317,403.4,263.8,130.0,404.5,290.3,100.3,399.3,304.0,94.6,448.6,326.5,93.7,448.7,282.5,157.1,453,302,149
0400315,609.6,381.4,214.7,611.3,416.6,173.7,602.5,441.8,160.2,668.3,466.4,159.6,668.8,404.2,253.5,586,379,201
0400321,1203.0,234.0,924.0,1203.0,329.0,833.0,1183.0,333.0,846.0,1247.0,241.0,869.0,1219.0,313.0,766.0,1170,300,849
0400525,195.8,157.3,34.3,219.7,169.1,39.3,188.0,151.9,36.2,258.8,167.9,61.9,248.6,136.7,95.0,258,163,92
0400331,151.0,23.0,125.0,151.0,28.0,118.0,148.0,27.0,121.0,168.0,27.0,134.0,166.0,46.0,97.0,177,35,140
0400337,681.0,225.0,436.0,686.0,270.0,389.0,674.0,280.0,392.0,720.0,240.0,402.0,708.0,267.0,386.0,828,327,488
0400341,533.0,173.0,337.0,537.0,212.0,301.0,525.0,222.0,303.0,546.0,189.0,295.0,531.0,186.0,297.0,578,230,336
0400343,1734.0,409.0,1293.0,1737.0,524.0,1184.0,1704.0,527.0,1174.0,1809.0,490.0,1194.0,1767.0,495.0,1180.0,1869,569,1282
0400348,526.4,162.7,343.1,527.5,205.0,301.5,520.7,223.2,296.9,565.2,201.0,310.0,554.9,190.1,316.9,504,194,302
0400349,961.1,202.0,736.6,968.1,251.7,688.4,951.8,262.6,686.8,1097.1,254.1,740.4,1081.5,280.5,693.8,946,272,662
0400350,439.8,142.6,286.6,442.4,172.5,258.7,435.3,177.1,257.2,473.8,148.1,271.9,464.2,146.1,285.6,522,187,328
0400528,984.1,581.0,379.4,990.3,629.0,338.2,967.2,604.7,361.3,1073.3,613.7,353.4,1063.7,571.4,454.5,1089,607,476
0400521,758.9,448.0,292.6,763.7,485.0,260.8,745.8,466.3,278.7,827.7,473.3,272.6,820.3,440.6,350.5,655,393,256
0400346,207.0,79.1,120.2,208.1,95.2,105.3,203.8,95.9,107.6,258.4,91.8,133.9,254.2,90.2,140.9,404,166,228
0400338,247.5,94.5,143.6,248.8,113.8,125.9,243.7,114.7,128.6,309.0,109.8,160.0,303.9,107.8,168.4,771,297,462
0400364,544.1,123.4,403.5,541.0,160.5,360.0,530.0,160.4,367.1,636.3,166.0,405.3,623.9,181.9,387.3,736,231,497
0400515,954.0,636.3,276.6,953.4,667.7,235.0,930.2,661.2,265.2,1046.9,639.6,265.2,1035.5,609.9,341.9,719,482,227
0400509,1038.6,650.7,359.0,1039.3,723.0,287.5,1006.1,671.7,332.2,1090.6,638.5,327.2,1075.4,598.7,410.2,1027,603,416
0400518,366.8,288.7,67.7,399.2,308.2,68.4,351.1,287.9,63.1,463.1,305.2,103.0,447.3,263.9,160.1,464,304,151
0400529,874.4,505.6,347.2,877.6,541.8,309.1,852.1,515.1,334.5,981.2,526.5,356.7,967.2,490.3,431.1,914,528,380
0400530,577.7,328.9,235.1,580.0,353.6,209.0,563.0,336.1,225.4,644.4,342.7,238.1,635.3,318.0,287.4,690,368,319
0400524,1375.4,703.1,648.5,1382.4,773.2,572.0,1339.7,734.0,605.0,1473.6,736.1,604.3,1453.9,665.3,723.5,1180,559,616
0400517,509.5,260.4,240.2,512.1,286.4,211.9,496.2,271.9,224.1,545.8,272.6,223.8,538.5,246.4,268.0,661,327,327
0400572,350.9,108.3,228.4,347.9,156.8,175.1,331.3,144.4,187.0,410.0,129.0,224.3,396.4,144.4,216.6,491,174,313
0400709,321.0,130.0,169.0,325.0,196.0,113.0,316.0,165.0,149.0,380.0,175.0,186.0,370.0,151.0,179.0,396,192,201
0400717,460.0,93.0,346.0,460.0,180.0,263.0,445.0,146.0,297.0,561.0,134.0,388.0,556.0,153.0,360.0,563,145,406
0400718,558.2,166.4,377.3,556.5,261.3,278.9,546.5,222.0,324.5,647.6,233.1,377.3,638.9,204.2,399.7,713,269,432
0400716,243.0,73.0,161.0,243.0,109.0,119.0,238.0,96.0,140.0,298.0,90.0,182.0,287.0,84.0,178.0,382,152,223
0400728,1957.0,423.0,1492.0,1958.0,584.0,1329.0,1919.0,526.0,1391.0,1951.0,506.0,1348.0,1878.0,502.0,1251.0,1871,589,1243
0400729,734.0,183.0,544.0,733.0,251.0,455.0,719.0,223.0,492.0,807.0,203.0,553.0,771.0,215.0,492.0,774,253,504
0400730,721.0,174.0,528.0,718.0,226.0,467.0,701.0,217.0,483.0,745.0,188.0,505.0,717.0,198.0,460.0,654,199,442
0400731,567.0,126.0,422.0,566.0,169.0,379.0,552.0,156.0,395.0,629.0,138.0,453.0,589.0,147.0,395.0,619,154,453
0400904,347.4,119.1,217.0,347.5,143.5,188.8,339.1,134.0,204.1,392.5,139.4,217.1,383.1,123.4,235.7,498,172,320
0400908,358.0,21.0,332.0,347.0,41.0,298.0,352.0,34.0,318.0,445.0,33.0,374.0,437.0,48.0,370.0,414,45,365
0400915,365.6,67.9,288.0,369.5,111.5,248.2,353.9,95.0,257.9,464.5,109.6,323.9,449.9,109.6,309.3,1026,283,733
0401251,1065.9,373.0,657.4,1067.4,493.3,530.3,1038.0,448.6,587.1,1373.9,531.1,719.5,1354.2,499.3,753.5,1298,590,686
0401253,343.0,120.0,211.6,343.5,158.7,170.7,334.0,144.4,188.9,442.2,170.9,231.5,435.8,160.7,242.5,440,152,282
0401255,326.0,41.0,281.0,325.0,65.0,246.0,317.0,56.0,260.0,348.1,53.0,280.0,339.0,78.0,214.0,365,109,245
0401259,59.0,7.0,52.0,58.0,13.0,44.0,58.0,13.0,45.0,89.0,19.0,67.0,87.0,19.0,65.0,77,19,54
0401507,1279.0,210.0,1049.0,1281.0,328.0,925.0,1257.0,283.0,974.0,1307.0,265.0,1003.0,1264.0,305.0,847.0,970,276,680
0401564,1731.7,263.4,1444.4,1727.6,402.2,1287.2,1698.3,347.9,1347.2,1902.8,361.4,1459.6,1829.7,397.6,1278.7,1477,447,1009
0401512,972.2,192.9,761.6,969.4,275.5,663.1,951.8,244.3,705.2,1082.7,253.8,780.0,1045.5,263.0,667.0,1054,385,652
0401555,713.0,141.4,558.5,710.9,202.1,486.3,698.0,179.2,517.1,794.0,186.1,572.0,766.8,192.9,489.1,567,218,330
0401561,1407.4,279.2,1102.4,1403.3,398.8,959.8,1377.9,353.7,1020.8,1567.3,367.4,1129.2,1513.5,380.8,965.5,1333,485,820
0401548,1544.3,306.3,1209.7,1539.8,437.6,1053.2,1511.9,388.1,1120.1,1719.8,403.2,1239.0,1660.8,417.8,1059.4,1546,543,986
0401511,634.0,121.0,491.8,635.2,178.6,428.5,622.4,161.0,458.8,739.5,159.3,533.8,717.1,176.2,454.1,585,211,357
0401503,767.4,146.5,595.3,768.9,216.1,518.6,753.4,194.9,555.4,895.1,192.8,646.1,868.1,213.2,549.6,531,238,283
0401540,655.4,125.1,508.4,656.6,184.6,442.9,643.4,166.4,474.3,764.4,164.6,551.8,741.3,182.1,469.4,722,278,427
0401524,565.1,107.9,438.3,566.1,159.1,381.9,554.7,143.5,409.0,659.1,142.0,475.8,639.2,157.0,404.7,712,211,482
0401533,1121.9,170.7,935.8,1119.3,260.6,833.9,1100.3,225.4,872.8,1232.7,234.2,945.6,1185.4,257.6,828.4,875,274,587
0401571,680.1,103.5,567.3,678.5,158.0,505.5,667.0,136.6,529.1,747.3,141.9,573.2,718.6,156.1,502.2,726,188,530
0401572,1399.6,212.9,1167.4,1396.4,325.1,1040.4,1372.7,281.2,1088.9,1537.9,292.1,1179.7,1478.9,321.3,1033.5,1109,342,750
0402170,2266.8,771.8,1431.7,2269.0,921.5,1267.1,2229.0,881.6,1340.0,2392.2,789.5,1392.4,2331.9,769.1,1355.3,1727,737,969
0402134,792.3,309.6,458.7,794.5,408.5,352.3,779.5,377.8,399.5,948.9,414.5,459.5,941.4,406.3,477.5,976,410,548
0402139,1762.1,585.9,1128.1,1769.2,737.6,987.6,1738.8,704.0,1026.2,1971.2,684.4,1150.2,1945.8,640.9,1150.3,1482,553,910
0402155,1210.0,383.0,788.0,1212.0,550.0,626.0,1200.0,491.0,702.0,1482.0,579.0,794.0,1464.0,563.0,762.0,1296,539,749
0402102,110.4,43.1,63.3,111.4,54.5,52.6,110.2,51.7,58.5,133.6,53.6,71.1,132.6,51.8,71.5,132,52,76
0402101,669.5,261.1,383.9,675.2,330.7,319.2,667.9,313.5,354.4,810.3,324.9,431.3,803.8,314.3,433.8,952,430,512
0402152,86.0,24.0,60.0,87.0,26.0,59.0,87.0,29.0,58.0,95.0,20.0,72.0,97.0,22.0,63.0,90,20,68
0402108,4269.4,1448.7,2770.9,4293.1,1827.2,2421.7,4219.2,1784.8,2430.8,4220.1,1698.0,2328.8,4190.8,1607.0,2418.7,3363,1384,1957
0402113,1063.7,320.9,722.2,1069.2,465.0,578.8,1052.7,413.5,637.8,1027.4,403.2,569.9,1013.6,358.0,597.3,566,263,299
0402114,459.0,277.0,161.0,460.0,355.0,84.0,448.0,334.0,113.0,572.0,442.0,99.0,567.0,382.0,162.0,506,334,171
0402117,555.0,203.0,326.0,565.0,287.0,249.0,554.0,270.0,282.0,664.0,311.0,303.0,672.0,294.0,332.0,726,355,365
0402160,267.4,187.2,69.1,269.4,220.6,36.7,263.3,217.4,43.9,348.0,287.6,36.1,361.9,245.4,92.2,301,205,95
0402118,1494.6,534.8,912.9,1504.6,692.4,759.3,1460.7,636.6,822.1,1744.1,690.4,909.9,1718.1,626.6,962.8,1615,652,941
0402119,747.0,279.0,431.0,746.0,389.0,319.0,730.0,355.0,373.0,877.0,401.0,403.0,865.0,346.0,463.0,832,364,452
0402120,430.0,86.0,339.0,429.0,161.0,255.0,419.0,129.0,288.0,497.0,170.0,292.0,495.0,170.0,276.0,485,208,268
0402122,431.0,101.0,320.0,431.0,130.0,280.0,425.0,112.0,312.0,530.0,131.0,365.0,522.0,137.0,331.0,510,173,331
0402133,935.4,346.3,567.2,940.4,464.7,445.8,922.5,417.0,502.5,1140.4,461.7,585.1,1142.4,425.9,642.8,1235,477,744
0402132,943.0,371.0,530.0,957.0,518.0,397.0,937.0,472.0,463.0,1162.0,512.0,550.0,1146.0,488.0,571.0,1190,503,666
0402121,587.0,167.0,403.0,592.0,213.0,357.0,588.0,212.0,376.0,676.0,199.0,438.0,668.0,195.0,414.0,557,179,376
0402143,1450.0,383.0,1040.0,1456.0,607.0,796.0,1422.0,507.0,908.0,1644.0,530.0,1012.0,1627.0,536.0,925.0,1503,624,862
0402124,125.8,41.1,79.4,125.9,57.5,61.3,124.4,54.2,69.9,146.0,53.7,83.1,146.3,54.9,79.4,907,413,476
0402144,1659.8,482.9,1123.6,1664.2,643.9,959.8,1630.4,599.5,1026.2,1948.8,583.7,1207.4,1909.4,572.0,1155.8,1765,803,948
0402129,298.0,201.0,85.0,306.0,245.0,41.0,299.0,231.0,63.0,444.0,366.0,46.0,453.0,302.0,132.0,399,244,150
0402177,188.0,134.0,49.0,188.0,145.0,28.0,185.0,146.0,39.0,228.0,187.0,25.0,221.0,154.0,56.0,177,119,58
0402147,938.6,312.6,587.9,941.1,415.1,493.0,912.3,382.9,525.2,1095.3,371.9,635.3,1069.0,367.6,613.3,964,370,580
0402158,1016.7,272.5,721.5,1024.7,353.0,629.2,999.3,327.6,671.6,1169.0,334.4,754.3,1157.5,374.3,671.9,982,379,593
0402140,989.4,304.7,659.6,999.3,465.3,499.0,969.6,394.6,572.4,1118.3,414.4,639.1,1101.1,390.0,628.6,1197,531,647
0402159,2095.1,586.2,1447.1,2104.2,851.5,1160.8,2042.0,757.3,1277.4,2340.2,758.4,1410.6,2314.4,728.9,1363.2,1854,794,1039
0402142,837.0,240.0,575.0,839.0,358.0,442.0,819.0,312.0,502.0,981.0,322.0,593.0,957.0,314.0,545.0,874,354,504
0402145,1322.0,300.0,976.0,1330.0,439.0,855.0,1307.0,391.0,913.0,1533.0,371.0,1063.0,1493.0,392.0,948.0,1477,535,918
0402146,1292.0,300.0,962.0,1302.0,461.0,806.0,1264.0,394.0,868.0,1377.0,406.0,897.0,1340.0,393.0,840.0,1311,438,855
0402154,948.3,224.8,685.5,952.3,325.8,599.5,919.2,296.7,619.5,1063.2,292.8,698.5,1045.2,287.8,632.5,731,264,455
0402156,1121.0,299.0,789.0,1124.0,432.0,653.0,1105.0,370.0,729.0,1308.0,379.0,852.0,1288.0,409.0,755.0,1018,420,584
0402157,1644.0,453.0,1165.0,1647.0,591.0,1022.0,1627.0,533.0,1088.0,1840.0,560.0,1201.0,1802.0,560.0,1128.0,1764,625,1113
0402164,1990.0,522.0,1446.0,1989.0,725.0,1236.0,1949.0,643.0,1302.0,1954.0,636.0,1229.0,1922.0,607.0,1209.0,1908,720,1170
0402163,755.0,216.0,516.0,753.0,304.0,422.0,749.0,268.0,478.0,918.0,275.0,573.0,892.0,284.0,510.0,776,298,463
0402183,1516.9,497.1,979.9,1522.8,652.4,831.4,1504.2,599.0,901.8,1679.8,623.6,940.8,1666.2,604.0,969.7,1386,539,822
0402184,803.0,230.0,560.0,804.0,311.0,482.0,782.0,275.0,506.0,859.0,273.0,537.0,842.0,257.0,509.0,845,309,521
0402185,1937.1,636.2,1261.6,1942.1,784.6,1114.0,1905.4,745.2,1156.6,2417.8,781.9,1416.1,2361.0,730.2,1458.8,1661,737,907
0402301,255.0,195.0,57.0,254.0,201.0,38.0,247.0,206.0,41.0,321.0,276.0,31.0,316.0,224.0,84.0,306,221,82
0402302,572.0,425.0,134.0,572.0,444.0,108.0,558.0,473.0,85.0,805.0,665.0,91.0,781.0,554.0,200.0,617,465,148
0402303,363.0,268.0,85.0,367.0,302.0,50.0,356.0,299.0,57.0,482.0,397.0,69.0,466.0,326.0,124.0,437,338,99
0402304,191.0,139.0,49.0,191.0,148.0,35.0,183.0,147.0,36.0,256.0,210.0,39.0,251.0,172.0,69.0,244,189,53
0402308,974.0,751.0,203.0,978.0,794.0,139.0,951.0,808.0,143.0,1194.0,1051.0,93.0,1167.0,832.0,305.0,1045,836,206
0402309,181.0,99.0,76.0,179.0,118.0,54.0,172.0,120.0,52.0,222.0,158.0,56.0,216.0,128.0,85.0,215,132,83
0402310,413.0,280.0,118.0,413.0,316.0,82.0,401.0,321.0,80.0,587.0,475.0,83.0,575.0,393.0,166.0,471,331,136
0402312,278.0,221.0,52.0,278.0,230.0,41.0,274.0,236.0,36.0,337.0,287.0,36.0,323.0,226.0,88.0,314,230,82
0402316,189.0,120.0,62.0,190.0,135.0,46.0,187.0,143.0,44.0,260.0,213.0,36.0,250.0,168.0,72.0,236,174,60
0402318,350.0,227.0,116.0,348.0,263.0,81.0,339.0,265.0,74.0,438.0,328.0,93.0,433.0,274.0,143.0,342,214,125
0402320,501.0,378.0,119.0,503.0,410.0,73.0,479.0,412.0,66.0,628.0,521.0,79.0,607.0,429.0,160.0,566,436,129
04025049,1474.7,343.4,1108.3,1473.0,452.0,986.6,1417.0,395.2,1020.6,1518.8,405.8,1033.3,1469.2,402.8,973.1,1158,429,718
04025119,1868.8,435.2,1404.5,1866.6,572.8,1250.3,1795.7,500.8,1293.3,1924.6,514.2,1309.4,1861.8,510.4,1233.1,1671,506,1146
04025093,974.0,261.4,686.7,976.0,335.8,599.7,936.0,310.8,623.8,1169.8,300.7,767.4,1133.7,301.3,724.9,896,290,590
04025050,134.6,31.3,101.1,134.4,41.2,90.0,129.3,36.1,93.1,138.6,37.0,94.3,134.1,36.8,88.8,132,30,100
04025079,604.0,345.3,244.7,608.1,380.6,212.1,588.9,368.3,219.9,639.1,370.4,222.3,629.4,349.8,241.1,690,385,295
04025042,855.4,489.0,346.5,861.2,539.0,300.4,834.0,521.6,311.5,905.2,524.6,314.9,891.4,495.4,341.4,947,573,368
04025061,1239.9,708.8,502.2,1248.3,781.3,435.5,1208.9,756.1,451.5,1312.1,760.4,456.4,1292.0,718.1,494.9,1059,669,371
04025060,1048.3,599.3,424.6,1055.4,660.6,368.2,1022.1,639.3,381.7,1109.4,642.9,385.9,1092.4,607.1,418.4,971,658,299
04025031,1637.8,420.2,1181.2,1638.9,551.1,1033.5,1567.5,496.1,1068.9,1741.8,464.8,1146.6,1691.6,462.2,1098.7,1546,506,1014
04025094,1432.8,367.6,1033.4,1433.7,482.1,904.1,1371.3,434.0,935.1,1523.8,406.6,1003.1,1479.8,404.3,961.2,1083,392,668
04025012,1253.0,336.3,883.5,1255.6,432.0,771.6,1204.3,399.8,802.6,1505.0,386.9,987.3,1458.5,387.6,932.7,1215,397,801
0402734,520.0,252.0,253.9,520.8,261.4,238.5,506.4,284.1,221.2,667.1,350.3,276.2,633.8,261.3,333.9,673,263,406
0402741,1212.9,571.3,608.5,1215.1,596.8,570.0,1183.4,640.1,541.4,1521.3,725.2,688.8,1442.9,578.5,772.9,1312,580,715
0402714,503.8,122.2,377.0,506.8,129.9,365.8,492.0,137.3,354.3,600.0,164.1,400.1,565.0,134.6,393.3,580,171,405
0402712,757.0,273.7,466.0,757.1,302.8,425.6,740.8,303.9,436.8,932.0,333.7,529.4,884.3,264.1,545.6,1027,334,681
0402707,764.9,254.5,493.6,765.8,275.5,459.5,749.1,285.5,463.4,944.5,330.8,545.7,890.2,255.0,565.1,1085,388,689
0402708,258.7,93.9,158.8,258.7,103.8,145.1,253.1,104.4,148.7,318.5,114.4,180.5,302.2,90.7,186.2,376,132,237
0402711,733.8,188.0,539.2,728.1,228.8,480.3,706.2,227.8,476.5,775.5,253.4,488.9,743.2,220.2,453.7,890,295,581
0402729,2959.5,2300.7,569.3,2941.9,2267.8,556.1,2898.9,2384.6,511.0,3833.9,3071.7,551.0,3551.8,2180.0,1251.4,1561,1153,401
0402733,752.5,391.9,343.3,751.7,393.8,328.8,740.2,410.1,329.9,929.4,509.4,368.0,870.4,403.0,414.3,900,364,526
0402732,288.7,176.0,104.2,289.7,178.0,97.2,283.2,185.0,98.2,365.6,234.0,105.2,341.7,180.3,143.4,331,232,98
0402736,518.7,249.5,253.0,519.7,261.6,237.9,509.6,275.8,232.8,648.8,307.2,289.0,615.4,252.5,319.8,679,282,383
0402722,1428.2,415.5,987.2,1418.7,463.5,910.6,1391.3,471.7,917.8,1616.0,499.2,1009.7,1537.1,462.6,914.0,1519,481,1021
0402723,1249.2,305.3,927.5,1243.2,363.5,847.9,1210.3,355.9,853.5,1336.7,367.0,901.1,1259.3,366.8,788.3,1046,380,646
0402724,853.4,179.5,662.6,850.0,226.6,598.2,827.2,218.7,608.0,884.4,220.8,621.8,833.5,226.2,535.6,792,271,509
0402740,566.9,227.3,327.6,564.8,245.5,302.7,557.5,255.4,301.6,715.1,294.4,369.8,657.4,225.7,378.1,805,325,467
0402738,911.2,391.0,501.8,911.5,407.3,478.3,898.6,414.4,483.0,1135.2,479.9,575.3,1059.7,378.4,623.0,1159,411,736
0402709,495.2,210.2,272.8,495.7,220.9,252.4,481.5,238.2,243.3,610.2,248.4,317.6,576.1,204.1,334.9,693,289,397
0402727,189.4,76.7,108.7,187.4,83.4,98.5,186.6,89.4,97.3,233.7,109.1,112.7,218.7,85.4,121.4,201,60,141
0402728,170.8,99.1,67.3,169.6,101.9,62.8,163.7,103.5,60.2,215.1,137.6,64.9,196.9,99.2,88.1,264,100,161
0402710,2799.8,1161.6,1586.9,2799.5,1214.8,1492.7,2741.5,1246.7,1489.6,3324.9,1409.2,1682.7,3138.6,1083.9,1879.8,2511,921,1569
0402730,1403.0,1218.8,145.4,1398.1,1189.4,158.7,1373.2,1234.6,137.6,2081.1,1878.0,135.5,1918.7,1345.3,523.6,1152,977,167
0402706,1934.8,1004.4,888.7,1931.9,1008.6,857.5,1898.7,1050.4,843.5,2386.2,1221.6,993.1,2264.8,917.5,1232.4,2225,895,1311
0402731,2238.1,1975.7,211.5,2225.5,1902.1,228.2,2201.0,2015.8,182.7,3255.8,2919.3,224.8,3017.6,2150.4,786.7,2107,1858,241
0402716,125.0,40.0,83.5,124.9,43.6,78.6,122.0,42.6,79.2,139.3,47.6,83.5,130.6,36.0,88.3,162,34,127
0402739,1132.1,527.6,580.5,1132.1,547.5,537.7,1113.4,571.9,539.9,1360.1,622.2,636.2,1281.2,500.0,693.5,1212,497,704
0402735,612.4,257.8,339.2,611.5,266.0,331.0,598.9,271.8,323.3,744.5,302.6,387.4,709.8,232.7,442.8,722,249,464
04013605,1500.2,420.4,1038.9,1500.2,568.1,895.6,1461.1,501.2,959.9,1600.1,498.6,970.3,1549.7,466.5,954.6,1452,486,945
04013571,1799.2,535.9,1224.5,1800.4,692.7,1061.9,1760.6,628.2,1129.6,1897.6,592.4,1149.3,1850.5,546.9,1162.2,1799,564,1210
04013563,1663.5,485.1,1138.3,1662.5,659.5,958.0,1616.6,584.3,1029.9,1715.3,583.3,1009.8,1680.6,526.2,1045.5,1577,626,932
04013569,1741.5,507.9,1191.7,1740.5,690.5,1002.9,1692.4,611.7,1078.1,1795.7,610.7,1057.2,1759.4,550.8,1094.5,2008,720,1262
04013197,1013.0,466.0,519.6,1016.9,561.3,431.4,984.9,502.5,481.1,1094.8,495.7,488.2,1070.8,434.0,559.7,1164,510,636
04013508,798.8,367.4,409.7,801.8,442.6,340.1,776.6,396.2,379.4,863.2,390.8,385.0,844.4,342.2,441.3,943,434,502
04013542,1323.2,608.6,678.7,1328.3,733.2,563.5,1286.5,656.3,628.5,1430.0,647.5,637.8,1398.8,566.9,731.0,1276,636,625
04013503,618.6,318.6,282.1,620.0,366.1,233.6,603.1,340.2,261.8,810.8,410.4,325.8,797.4,352.2,399.1,861,412,435
