GEOID10,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_gov,Dem_2016_gov,Rep_2016_gov,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
33011MANC08,5081.7,2156.1,2643.1,4967.8,2186.5,2574.9,5057.3,2225.2,2601.0,4886,2372,2472
33011MANC09,4140.3,1994.8,1901.5,4008.1,1936.5,1854.8,4091.7,2024.9,1872.3,4036,2191,1819
33011MANC11,3189.7,1616.1,1323.4,3063.2,1548.9,1314.4,3143.8,1663.0,1255.4,2897,1622,1249
33011NASH02,4839.6,2504.0,1991.9,4704.2,2374.5,2083.6,4805.1,2414.8,2197.3,4656,2535,2072
33011MANC12,4656.1,2311.7,2042.2,4551.4,2229.6,2106.8,4646.5,2326.5,2094.1,4338,2328,1968
33013HOOK01,8161.9,3431.7,4219.7,7938.1,3322.9,4325.6,8066.9,3449.7,4342.6,7079,3277,3749
33011MONT01,1567.0,757.0,686.0,1527.0,707.0,759.0,1538.0,703.0,777.0,1491,739,738
33011NASH03,4538.4,2461.1,1754.1,4369.8,2290.5,1832.4,4469.9,2329.2,1913.7,4413,2594,1789
33011NASH04,3246.3,1977.3,1063.4,3088.3,1843.1,1034.8,3197.8,2003.0,1009.1,3017,2038,945
33011NASH07,3851.0,2040.8,1566.4,3753.6,1967.0,1588.3,3831.6,2052.8,1596.8,3882,2166,1673
33011NASH06,4100.1,2209.0,1628.7,3928.7,2075.0,1600.0,4024.5,2200.4,1598.1,4063,2370,1637
33011NASH09,5725.5,3039.1,2347.3,5564.9,2808.5,2568.0,5670.0,2857.3,2620.6,5310,2874,2390
33011NASH08,5197.1,2760.8,2064.1,5026.5,2580.5,2227.9,5146.2,2674.5,2256.4,4524,2632,1845
33011NBOS01,3394.0,1381.0,1792.0,3344.0,1350.0,1826.0,3410.0,1362.0,1923.0,3104,1469,1620
33011PELH01,7714.0,2719.0,4624.0,7461.0,2532.0,4668.0,7655.0,2892.0,4433.0,6951,2982,3911
33011NIPS01,2848.0,769.0,1894.0,2762.0,753.0,1846.0,2796.0,781.0,1860.0,2546,919,1597
33011PETE01,3930.0,2487.0,1179.0,3864.0,2399.0,1319.0,3954.0,2450.0,1362.0,3907,2546,1328
33011SHAR01,247.0,132.0,94.0,243.0,129.0,102.0,245.0,129.0,104.0,256,165,91
33011WEAR01,5113.0,1734.0,2957.0,5005.0,1885.0,2849.0,5083.0,1932.0,2886.0,4675,2109,2520
33011TEMP01,873.0,405.0,400.0,840.0,395.0,394.0,867.0,384.0,442.0,875,468,403
33011WILT01,2279.0,1028.0,1061.0,2220.0,1064.0,1042.0,2267.0,1075.0,1061.0,2298,1248,1026
33013BOW01,5076.0,2570.0,2119.0,5013.0,2446.0,2412.0,5062.0,2435.0,2509.0,4845,2585,2227
33013HOPK01,3904.0,2240.0,1427.0,3898.0,2237.0,1557.0,3950.0,2204.0,1649.0,3871,2394,1447
33013ALLE01,2224.0,875.3,1204.4,2176.9,966.4,1081.4,2215.0,1024.4,1072.4,2171,1143,998
33013ANDO01,1446.9,705.9,677.5,1415.5,731.3,630.1,1438.9,738.2,646.3,1406,810,582
33013SALI01,820.9,285.5,485.8,776.3,334.1,439.2,814.0,320.2,461.0,809,386,413
33013BOSC01,1900.0,833.0,929.0,1827.0,872.0,868.0,1854.0,880.0,876.0,1751,968,762
33013CONC01,2414.0,1266.0,939.0,2365.0,1375.0,884.0,2392.0,1348.0,946.0,2418,1519,890
33013BRAD01,998.0,442.0,485.0,982.0,461.0,472.0,996.0,474.0,478.0,1011,580,420
33013CANT01,1596.4,813.7,669.9,1576.5,849.6,671.9,1595.4,822.7,721.8,1565,959,597
33013LOUD01,3330.0,1146.1,1963.4,3280.0,1343.1,1803.8,3328.0,1284.9,1903.2,2882,1404,1462
33013CHIC01,1568.0,635.9,837.6,1569.0,695.9,800.2,1569.9,682.1,824.8,1531,738,787
33013CONC03,1728.1,1024.3,564.8,1698.4,1051.7,578.1,1714.1,1029.4,629.7,1614,1076,523
33013CONC02,2268.8,1151.7,936.4,2221.9,1234.4,881.7,2240.9,1225.5,898.5,2078,1297,761
33013CONC05,2645.3,1767.4,707.6,2597.7,1703.1,809.4,2627.9,1706.5,857.4,2731,1886,820
33013CONC04,2001.5,1284.0,573.2,1951.3,1268.0,576.5,1975.0,1295.6,602.1,2159,1582,561
33013CONC08,2328.7,1248.6,970.1,2296.2,1344.4,860.7,2339.6,1350.9,889.0,2114,1310,789
33013CONC07,2399.1,1510.2,722.2,2380.2,1537.2,779.0,2395.5,1521.0,818.6,2390,1580,793
33013CONC06,1741.5,1024.8,557.7,1694.3,1062.2,515.6,1721.9,1079.2,542.6,1644,1176,448
33013CONC09,1743.4,1012.5,642.6,1696.1,1021.4,623.9,1689.0,1043.7,623.0,1763,1067,681
33013CONC10,3079.6,1694.5,1198.4,3058.9,1698.6,1291.1,3092.0,1671.3,1361.0,3056,1809,1230
33013DANB01,700.0,247.0,386.0,676.0,292.0,341.0,685.0,274.0,363.0,631,313,305
33013WILM01,906.2,498.5,341.7,884.2,483.6,378.7,901.2,485.6,391.6,842,524,310
33013DUNB01,1828.0,681.0,1026.0,1794.0,683.0,1039.0,1817.0,682.0,1076.0,1661,783,870
33013EPSO01,2646.0,919.0,1546.0,2603.0,1040.0,1431.0,2576.0,1014.0,1517.0,2485,1127,1340
33013FRAN02,1007.0,391.0,512.0,985.0,431.0,484.0,998.0,436.0,492.0,1024,598,422
33013HENN01,2723.0,1429.0,1060.0,2656.0,1395.0,1128.0,2694.0,1423.0,1151.0,2529,1506,1002
33013WARN01,1814.0,874.0,790.0,1758.0,913.0,781.0,1731.0,901.0,828.0,1728,1016,699
33015CAND01,2600.0,855.0,1553.0,2561.0,907.0,1539.0,2588.0,908.0,1558.0,2530,1063,1452
33013PEMB01,4020.0,1808.7,1917.6,3957.1,1881.6,1860.6,4008.0,1906.6,1908.6,3728,1970,1721
33013NBRY01,1366.0,621.0,662.0,1338.0,587.0,712.0,1374.0,623.0,721.0,1370,742,619
33013SUTT01,1234.0,607.0,560.0,1235.0,611.0,576.0,1246.0,615.0,594.0,1201,687,506
33013NLON01,3078.0,1807.0,1101.0,2976.0,1557.0,1338.0,3041.0,1666.0,1291.0,2969,1715,1240
33015NTHW01,2627.0,1056.0,1385.0,2584.0,1106.0,1355.0,2616.0,1148.0,1353.0,2399,1226,1142
33013WEBS01,1171.0,499.0,602.0,1146.0,552.0,540.0,1162.0,524.0,585.0,1095,595,490
33015RYE01,4060.0,2211.0,1579.0,4010.0,1923.0,1982.0,4066.0,2086.0,1896.0,3777,2082,1671
33015ATKI01,4520.3,1670.4,2594.0,4405.3,1463.5,2774.0,4475.3,1678.4,2643.0,4420,1853,2524
33015DERR02,4055.6,1636.5,2215.0,3963.6,1563.1,2173.9,4057.3,1729.1,2091.4,3747,1806,1906
33015HMST01,5454.0,1966.0,3186.0,5347.0,1864.0,3243.0,5409.0,2037.0,3156.0,5187,2161,2984
33015SALE01,16221.9,6068.0,9312.0,15589.0,5516.0,9343.1,15909.0,6427.0,8714.0,15034,6838,8073
33015BREN01,2580.3,1142.9,1264.7,2531.4,1066.1,1368.5,2562.3,1131.9,1329.6,2249,1059,1165
33015KING01,3704.7,1424.1,2083.3,3616.6,1329.9,2056.5,3701.7,1494.1,2002.4,3359,1585,1730
33015CHSR01,2958.0,1092.0,1727.0,2939.0,1069.0,1755.0,2986.0,1163.0,1714.0,2716,1189,1510
33015DANV01,2594.0,860.0,1580.0,2483.0,824.0,1501.0,2541.0,978.0,1408.0,2316,1023,1272
33015DFLD01,2877.0,1091.0,1607.0,2840.0,1127.0,1559.0,2879.0,1112.0,1637.0,2616,1207,1388
33015EPPI01,4005.0,1625.0,2117.0,3901.0,1634.0,2050.0,3977.0,1744.0,2018.0,3320,1765,1518
33015EKIN01,1560.0,608.0,830.0,1519.0,528.0,918.0,1548.0,604.0,875.0,1443,638,797
33015EXET01,9425.9,5514.0,3286.0,8703.0,4939.0,3386.0,9382.0,5466.0,3598.0,8697,5258,3365
33015FREM01,2750.6,963.8,1589.0,2699.6,988.8,1578.0,2735.6,1058.7,1531.1,2310,1006,1282
33015RAYM01,5381.4,1922.2,3153.0,5256.4,2007.2,2952.0,5372.4,2154.3,2932.9,5140,2460,2623
33015GRND01,2633.0,1396.0,1074.0,2593.0,1218.0,1278.0,2621.0,1334.0,1220.0,2278,1260,1006
33015NOHA01,3182.0,1562.0,1448.0,3130.0,1394.0,1639.0,3189.0,1518.0,1574.0,2900,1465,1409
33015HAFA01,1603.2,673.1,823.9,1580.1,527.1,1005.8,1594.1,634.3,906.7,1460,589,856
33015HMTN01,10306.8,4951.4,4800.5,10052.9,4502.6,5231.4,10240.8,4952.4,4995.4,9603,5044,4506
33015SEAB01,4535.0,1595.4,2742.6,4336.1,1587.3,2519.9,4436.1,1875.2,2340.9,4041,1991,2002
33015NOTT01,3115.0,1365.0,1511.0,3067.0,1357.0,1537.0,3112.0,1414.0,1544.0,2665,1375,1262
33017LEE01,2669.0,1630.0,824.0,2609.0,1532.0,965.0,2652.0,1590.0,971.0,2533,1633,892
33015KENS01,1408.0,642.0,668.0,1383.0,601.0,710.0,1400.0,658.0,695.0,1370,678,671
33015PLAI01,4428.0,1672.0,2531.0,4268.0,1538.0,2530.0,4361.0,1779.0,2339.0,4128,1827,2266
