GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_tot,Wh_2018_tot,His_2018_tot,BlC_2018_tot,NatC_2018_tot,AsnC_2018_tot,PacC_2018_tot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_tot,Wh_2019_tot,His_2019_tot,BlC_2019_tot,NatC_2019_tot,AsnC_2019_tot,PacC_2019_tot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap
26039039006,2099,2021,24,18,26,15,1,1648,1602,15,9,20,8,0,1684,1663,8,10,3,4,0,1317,1311,1,3,2,0,0,1890,1855,10,21,3,6,0,1485,1480,2,4,1,0,0
26039039004,344,332,2,1,4,2,0,267,261,1,0,2,0,0,362,325,16,16,3,0,0,266,251,2,7,3,0,0,361,319,21,22,0,1,0,264,249,3,10,0,0,0
26047047017,1437,1250,39,19,128,13,2,1159,1043,20,10,81,10,2,1491,1364,33,47,55,2,19,1225,1138,22,36,53,0,0,1482,1246,126,51,62,2,19,1225,1057,84,33,56,0,0
26047047013,1348,1244,13,5,83,5,0,986,925,6,2,51,2,0,1464,1272,31,18,138,22,0,1101,993,10,0,93,2,0,1491,1309,23,16,133,16,0,1118,1002,12,0,95,2,0
26143143004,2581,2463,35,27,35,18,4,2143,2076,24,9,21,10,4,2444,2323,83,2,2,34,0,2178,2072,82,0,2,20,0,2411,2277,86,0,2,46,0,2100,1995,91,0,2,25,0
26143143008,1370,1318,14,12,17,5,0,1165,1128,11,4,16,2,0,1127,1078,2,37,9,1,1,949,923,5,9,8,0,0,1227,1164,4,50,10,0,0,1043,1013,6,14,8,0,0
26143143005,2993,2899,36,20,24,16,2,2518,2453,22,13,22,9,2,2953,2878,21,2,41,12,12,2655,2580,21,1,39,0,0,2919,2860,41,2,14,0,0,2620,2569,35,1,14,0,0
26143143013,2546,2472,28,7,34,3,0,2085,2034,17,3,23,3,0,2756,2648,57,6,44,0,0,2142,2092,36,0,11,0,0,2721,2592,59,0,70,0,0,2126,2039,38,0,56,0,0
26143143014,1865,1808,21,10,27,7,1,1513,1479,13,3,20,5,1,1618,1516,69,10,22,0,0,1263,1217,21,0,25,0,0,1676,1595,70,0,9,0,0,1346,1311,27,0,9,0,0
26137137014,2847,2744,50,18,26,10,0,2303,2244,27,6,21,5,0,2841,2711,14,67,9,73,0,2299,2232,1,8,4,23,0,2911,2804,24,56,7,43,0,2321,2261,9,8,4,22,0
