GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_acstot,Wh_2018_acstot,His_2018_acstot,BlC_2018_acstot,NatC_2018_acstot,AsnC_2018_acstot,PacC_2018_acstot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_acstot,Wh_2019_acstot,His_2019_acstot,BlC_2019_acstot,NatC_2019_acstot,AsnC_2019_acstot,PacC_2019_acstot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap,Tot_2020_acstot,Wh_2020_acstot,His_2020_acstot,BlC_2020_acstot,NatC_2020_acstot,AsnC_2020_acstot,PacC_2020_acstot,Tot_2020_cvap,Wh_2020_cvap,His_2020_cvap,BlC_2020_cvap,NatC_2020_cvap,AsnC_2020_cvap,PacC_2020_cvap,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
10003008-09,708,632,11,52,0,13,0,522,469,7,36,0,9,0,1150,839,0,171,0,138,0,811,640,0,125,0,46,0,1360,874,10,315,0,158,0,922,671,8,192,0,50,0,2010,1468,1,462,0,81,0,1468,1024,1,382,0,29,0,2104,1194,171,635,34,82,1,1620,986,105,451,24,59,1,1620,986,105,410,49,0,1,4,65
10003006-09,1872,1613,49,167,7,50,1,1375,1198,33,116,5,34,1,2788,2058,56,404,0,269,0,1984,1580,4,296,0,110,0,3285,2213,82,664,9,331,0,2261,1692,32,411,0,126,0,1723,1171,124,379,12,49,0,1232,1211,13,75,0,15,0,2356,1860,65,243,20,164,0,1798,1464,35,176,14,109,0,1798,1464,35,163,101,2,0,1,32
10003013-09,836,671,33,99,8,30,0,610,498,18,64,4,18,0,1355,989,0,204,0,163,0,958,758,0,151,0,48,0,1605,1032,9,375,0,189,0,1094,796,10,232,0,55,0,3834,2805,28,326,0,674,0,2411,1954,25,206,0,236,0,4364,2140,290,1210,77,675,3,2956,1500,183,795,56,429,2,2956,1500,183,738,398,7,1,10,119
10003011-04,2103,1615,209,154,14,139,0,1550,1230,128,104,7,101,0,1956,1388,299,54,0,221,0,1321,1106,129,29,0,65,0,1907,1491,187,47,0,187,0,1453,1259,125,24,0,51,0,2218,1663,279,88,0,196,0,1603,1344,129,63,0,66,0,2607,1902,249,129,21,301,1,2063,1554,166,100,18,213,1,2063,1554,166,91,198,2,0,8,44
10003002-04,1657,1498,31,54,7,74,0,1330,1207,21,42,6,56,0,1920,1638,79,9,0,196,0,1487,1375,30,4,0,73,0,1809,1567,63,12,0,170,0,1411,1311,36,4,0,57,0,1694,1539,59,20,0,79,0,1286,1223,28,11,0,29,0,1909,1608,54,84,22,117,2,1594,1376,45,63,9,84,2,1594,1376,45,54,58,0,0,4,57
10003008-08,1454,877,100,449,9,42,4,1084,713,59,283,8,24,4,1611,929,187,512,0,13,0,1231,767,122,336,0,5,0,1786,1143,174,448,6,39,0,1373,924,96,346,0,5,0,4433,2171,590,1449,1,26,0,3181,1842,277,1000,0,26,0,3717,1907,343,1202,73,253,7,2883,1616,229,826,50,190,5,2883,1616,229,745,164,12,0,19,98
10003006-08,2704,1727,148,709,23,129,8,1864,1246,91,449,11,82,5,3488,2408,213,885,50,78,0,2303,1650,119,455,16,55,0,3462,2358,203,890,52,106,0,2294,1660,75,488,10,57,0,2812,2688,20,15,0,89,0,1856,1795,3,7,0,89,0,2660,1897,167,438,43,137,1,2030,1495,114,310,26,96,1,2030,1495,114,277,82,1,0,7,54
10003002-08,3463,2084,237,1070,23,97,7,2578,1695,144,676,18,68,5,3816,2026,453,1388,0,26,0,2982,1721,326,927,0,9,0,4282,2571,450,1210,16,91,0,3291,2066,263,950,0,9,0,2728,1476,138,983,52,190,0,2022,1149,75,790,0,0,0,3210,1546,287,1207,42,183,3,2486,1322,202,832,33,133,3,2486,1322,202,766,108,2,2,5,79
10003004-08,2655,1089,314,1149,26,132,1,1752,763,196,719,16,83,1,2945,1492,645,808,0,26,0,1897,978,319,598,0,1,0,2931,1572,511,854,1,32,0,1976,1075,259,641,0,1,0,3348,1767,467,1030,0,31,0,2659,1187,465,937,0,0,0,2648,784,447,1349,50,86,3,1847,603,286,902,43,55,2,1847,603,286,844,49,1,2,7,55
10003001-08,1631,1435,50,119,5,29,5,1121,986,31,86,4,18,3,1876,1622,193,63,0,39,0,1209,1157,42,2,0,14,0,1945,1784,84,65,1,49,0,1456,1410,29,2,0,14,0,1403,1319,35,8,0,44,0,1209,1177,25,5,0,8,0,1596,1364,62,107,32,25,0,1306,1126,46,86,24,24,0,1306,1126,46,80,17,0,0,4,33
