GEOID10,Tot_2010_tot,Wh_2010_tot,Bl_2010_tot,Hisp_2010_tot,Nat_2010_tot,Oth_2010_tot,Asn_2010_tot,Pac_2010_tot,Bl+_2010_tot,Nat+_2010_tot,Asn+_2010_tot,Pac+_2010_tot,Tot_2010_vap,Wh_2010_vap,Bl_2010_vap,Hisp_2010_vap,Nat_2010_vap,Oth_2010_vap,Asn_2010_vap,Pac_2010_vap,Bl+_2010_vap,Nat+_2010_vap,Asn+_2010_vap,Pac+_2010_vap,Tot_2018_tot,Wh_2018_tot,Bl_2018_tot,Hisp_2018_tot,Nat_2018_tot,Oth_2018_tot,Asn_2018_tot,Pac_2018_tot,Bl+_2018_tot,Nat+_2018_tot,Asn+_2018_tot,Pac+_2018_tot
51001101,2941,2764,21,49,8,82,17,0,44,66,28,0,2487,2357,17,31,8,62,12,0,27,57,22,0,2899.0,2657.0,12.0,100.0,16.0,90.0,24.0,0.0,30.0,77.0,24.0,0.0
51001201,1462,1155,213,50,5,29,9,1,222,19,18,3,1187,959,168,30,4,18,7,1,171,17,9,2,1446.1,1043.1,347.3,55.6,0.0,0.0,0.0,0.0,347.3,0.0,0.0,0.0
51001202,1284,1154,71,26,1,18,11,3,76,13,12,7,1082,988,59,16,1,8,9,1,60,7,10,3,1250.8,1085.5,159.2,6.1,0.0,0.0,0.0,0.0,159.2,0.0,0.0,0.0
51001203,819,595,159,48,2,13,2,0,164,8,2,0,663,492,123,37,2,7,2,0,125,6,2,0,956.7,477.1,375.6,87.4,11.2,5.3,0.1,0.0,380.9,11.5,0.1,0.0
51001204,529,478,28,17,0,5,1,0,31,3,1,0,437,413,10,9,0,4,1,0,11,3,1,0,460.5,311.4,123.4,15.4,0.0,5.9,4.4,0.0,126.3,0.0,7.3,0.0
51001205,727,713,4,2,0,5,3,0,9,1,3,0,592,584,4,1,0,1,2,0,5,0,2,0,524.0,520.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
51001301,1859,748,994,51,9,38,17,2,1023,20,25,6,1428,608,746,32,9,17,15,1,756,18,16,5,1672.1,961.2,648.2,47.8,0.0,0.0,14.8,0.0,648.2,0.0,14.8,0.0
51001302,1689,826,755,54,10,32,7,5,774,34,7,6,1326,673,582,30,10,22,5,4,592,28,5,5,1683.1,987.2,575.5,113.9,1.8,3.0,1.8,0.0,577.4,1.8,2.8,0.0
51001401,1404,992,230,133,1,42,4,2,253,10,7,2,1036,774,163,78,1,16,2,2,165,10,5,2,1562.7,1175.9,238.1,128.2,1.9,9.6,8.8,0.0,251.3,20.6,8.8,0.0
51001402,2256,1384,509,291,10,33,19,10,529,25,23,10,1730,1127,393,169,5,17,11,8,399,14,13,8,1829.3,1115.0,439.2,224.6,0.0,47.5,3.0,0.0,487.6,0.0,6.5,0.0
51001501,2033,744,734,492,0,46,13,4,767,12,20,12,1504,608,574,293,0,16,9,4,592,8,12,6,2119.6,760.6,1117.7,241.3,0.0,0.0,0.0,0.0,1117.7,0.0,0.0,0.0
51001502,2056,474,1064,499,3,7,8,1,1070,20,13,2,1590,409,845,321,2,4,8,1,848,14,9,2,2191.6,598.5,1213.8,376.7,0.0,1.7,0.9,0.0,1215.0,0.0,1.4,0.0
51001601,3522,1842,989,627,18,33,12,1,1024,32,16,8,2716,1531,768,375,13,18,10,1,786,23,12,4,2981.4,1365.5,815.0,784.0,6.0,8.5,2.5,0.0,828.0,15.4,7.7,0.0
51001701,2565,1916,512,75,5,37,19,1,534,26,24,1,2149,1676,385,49,5,17,16,1,397,15,19,1,2303.0,1702.9,452.3,127.8,0.0,12.0,8.0,0.0,456.3,4.0,10.0,0.0
51001702,765,566,125,53,4,8,9,0,131,11,9,0,620,474,97,36,2,3,8,0,100,6,8,0,963.3,674.2,104.7,106.5,68.6,5.3,4.0,0.0,104.7,73.2,6.7,0.0
51001801,589,537,37,9,0,2,4,0,38,1,4,0,510,471,30,6,0,1,2,0,30,1,2,0,673.8,362.3,186.9,100.2,0.0,24.4,0.0,0.0,205.6,0.0,0.0,0.0
51001802,582,350,206,9,11,2,0,4,208,14,1,4,433,264,148,7,11,0,0,3,148,12,0,3,528.1,225.4,241.1,33.2,17.6,10.8,0.0,0.0,249.2,19.0,0.2,0.0
51001803,1569,764,689,79,3,23,11,0,704,15,14,3,1196,613,517,45,3,12,6,0,521,15,8,2,1486.4,1022.0,241.7,160.9,31.4,28.7,1.7,0.0,262.3,33.3,2.8,0.0
51001804,410,363,26,16,2,2,1,0,29,4,1,0,351,319,17,10,2,2,1,0,19,4,1,0,620.6,315.8,251.1,47.0,0.0,6.6,0.0,0.0,258.1,0.0,0.9,0.0
51001805,539,354,167,13,0,5,0,0,169,4,0,0,452,313,128,9,0,2,0,0,129,2,0,0,391.5,261.0,110.4,20.1,0.0,0.1,0.0,0.0,126.2,15.7,0.0,0.0
