GEOID10,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
470331424,583.2,99.4,468.0,0,0,0
470331416,492.3,86.4,391.3,0,0,0
470331396,535.8,113.1,414.9,0,0,0
470331392,472.9,92.3,365.0,0,0,0
470351520,1006.9,159.8,821.1,0,0,0
470351516,1072.2,136.3,903.7,0,0,0
470351464,857.1,112.1,720.7,0,0,0
470351512,434.0,41.0,385.0,0,0,0
470351470,1196.0,200.0,963.0,0,0,0
470351498,473.0,72.0,384.0,0,0,0
470351540,6185.2,1632.5,4411.5,0,0,0
470090380,889.0,507.0,346.0,0,0,0
470090376,2240.8,593.5,1487.6,0,0,0
470090448,1002.2,351.7,573.6,0,0,0
470090412,1030.0,307.0,643.0,0,0,0
470090444,1813.9,289.5,1445.8,0,0,0
470090388,3165.5,530.2,2489.9,0,0,0
470090432,1736.3,291.9,1386.4,0,0,0
470090520,2034.8,386.3,1546.6,0,0,0
470090519,755.3,220.8,488.1,0,0,0
470090452,2031.7,607.0,1300.8,0,0,0
470090472,3401.2,659.5,2594.2,0,0,0
470090476,1229.0,290.5,881.6,0,0,0
470090446,1158.3,278.5,818.1,0,0,0
470090464,682.4,182.8,473.9,0,0,0
470090447,110.7,27.0,78.0,0,0,0
470090436,1486.0,261.0,1184.0,0,0,0
470090400,1330.0,290.0,984.0,0,0,0
470130672,761.0,185.0,542.0,0,0,0
470130700,358.0,59.5,287.9,0,0,0
470130688,1044.0,168.0,836.0,0,0,0
470190900,887.0,146.0,712.0,0,0,0
470190972,1185.0,161.0,989.0,0,0,0
470190920,794.0,219.0,535.0,0,0,0
470190936,272.0,38.0,230.0,0,0,0
470211010,997.7,206.4,753.5,0,0,0
470211012,641.0,136.7,485.8,0,0,0
470211020,3068.1,916.3,1979.2,0,0,0
470351544,594.8,115.5,463.5,0,0,0
470351502,621.0,116.0,488.0,0,0,0
470351504,380.0,57.0,309.0,0,0,0
470351456,784.0,125.0,623.0,0,0,0
