GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres
13275108,1253,296,948,1285.0,228.0,1009.0,1346.0,259.0,1051.0
13275109,947,771,174,1111.0,786.0,303.0,1218.0,918.0,282.0
13275110,959,421,534,1253.0,369.0,848.0,1297.0,459.0,799.0
13275111,872,473,392,462.0,188.0,261.0,515.0,246.0,267.0
13275112,706,258,439,418.0,120.0,282.0,466.0,140.0,317.0
13275113,318,95,221,197.0,52.0,139.0,214.0,61.0,151.0
13275114,1152,296,852,1225.0,243.0,934.0,1305.0,294.0,979.0
13275115,1076,245,829,660.0,107.0,523.0,721.0,120.0,591.0
13275116,455,77,376,249.0,38.0,209.0,273.0,44.0,226.0
13275117,738,187,547,406.0,73.0,317.0,440.0,83.0,348.0
13275118,1024,355,662,1279.0,390.0,860.0,1370.0,467.0,869.0
13275119,744,702,38,748.0,650.0,88.0,845.0,770.0,69.0
13275120,1182,421,759,1561.0,457.0,1044.0,1637.0,531.0,1062.0
1327701,1321,469,841,1684.0,462.0,1177.0,1795.0,601.0,1155.0
1327702,1390,214,1174,1481.0,162.0,1277.0,1547.0,210.0,1306.0
1327703,1152,156,987,867.0,86.0,754.0,903.0,104.0,784.0
1327704,1236,156,1072,905.0,96.0,793.0,953.0,129.0,814.0
1327705,891,77,812,727.0,60.0,655.0,745.0,76.0,658.0
1327706,992,135,850,701.0,73.0,614.0,733.0,79.0,645.0
1327707,843,203,634,399.0,69.0,316.0,429.0,89.0,329.0
1327708,1020,277,739,687.0,130.0,533.0,731.0,162.0,554.0
1327709,1423,486,929,1883.0,413.0,1422.0,1975.0,479.0,1457.0
1327710,1233,963,266,975.0,601.0,355.0,1085.0,765.0,313.0
1327711,1353,1229,122,1183.0,862.0,287.0,1358.0,1116.0,223.0
1327712,1398,384,1005,1808.0,418.0,1327.0,1921.0,537.0,1346.0
1327939,401,42,353,257.6,29.0,220.7,271.2,32.0,234.9
1327943,807,112,682,506.1,41.8,451.9,550.0,48.7,492.4
13279511,1358,819,531,1262.1,368.2,857.3,1338.4,443.9,873.4
13279512,719,266,449,872.5,216.1,631.6,925.3,263.6,644.3
13279513,977,301,672,960.3,237.0,696.0,1018.4,289.1,710.0
13279514,980,386,592,889.0,250.1,613.3,942.7,302.2,625.0
132791192,394,65,329,284.8,64.1,211.9,303.9,75.0,223.3
132791403,315,78,233,216.6,23.2,186.8,228.0,25.4,199.0
132791521,432,56,370,315.3,32.3,273.8,333.9,35.7,292.9
132791715,418,38,380,257.2,77.5,172.2,272.7,93.2,175.4
132791770,212,22,190,103.0,23.2,76.7,109.9,27.1,80.8
132791823,777,156,617,801.6,169.7,609.8,854.6,206.3,632.6
1327915361,1033,500,529,1093.7,246.1,813.9,1166.8,288.0,857.6
1327915362,865,123,731,748.2,174.8,551.1,795.2,207.7,573.5
13281833,1931,455,1456,2144.0,358.0,1708.0,2268.0,346.0,1881.0
13281990,1577,363,1196,2082.0,370.0,1648.0,2214.0,394.0,1775.0
132811468,2172,560,1594,2103.0,432.0,1589.0,2231.0,466.0,1706.0
132811581,59,13,46,25.0,4.0,19.0,26.0,4.0,21.0
13283BLAC,204,40,162,134.8,13.4,118.0,149.1,16.1,131.7
13283GILL,173,34,138,119.6,11.9,104.7,132.3,14.2,116.9
13283LOTH,417,50,365,299.3,29.8,262.0,331.1,35.6,292.5
13283OGLE,205,47,156,120.7,12.0,105.6,133.5,14.4,117.9
13283ORLA,247,34,210,242.4,24.1,212.1,268.1,28.9,236.8
13283SOPE,1708,907,795,1473.3,534.8,897.7,1689.0,752.8,913.2
1328501,1941,533,1396,2413.0,468.0,1862.0,2464.0,585.0,1801.0
1328502,1615,1129,471,1355.0,845.3,463.9,1503.0,1027.7,436.4
1328503,1850,902,933,2152.0,1134.0,945.0,2291.0,1270.0,974.0
1328504,1565,1496,69,1077.0,943.0,114.0,1225.0,1146.0,64.0
1328505,2032,1357,665,1068.0,661.0,384.0,1186.0,779.0,396.0
1328506,2564,990,1566,1638.0,531.0,1040.0,1748.0,627.0,1092.0
1328507,1803,316,1462,2003.0,334.0,1583.0,2113.0,399.0,1660.0
1328508,2253,432,1808,2239.0,326.0,1833.0,2346.0,348.0,1958.0
1328509,1105,349,748,1128.1,367.4,730.6,1184.1,391.4,771.7
1328510,2107,495,1585,2215.0,430.0,1697.0,2335.0,469.0,1799.0
1328511,1763,414,1337,1630.2,344.9,1242.4,1729.6,406.3,1292.5
1328512,1116,389,714,1157.0,404.6,717.4,1226.9,450.6,755.3
1328513,1476,425,1045,1099.0,261.0,793.0,1182.0,304.0,849.0
1328514,682,268,410,808.9,344.7,439.7,878.5,416.0,443.1
1328515,687,359,326,867.0,407.0,425.0,946.0,463.0,461.0
1328516,1469,601,856,1585.0,510.0,1023.0,1666.0,631.0,997.0
132871,2081,1211,866,1843.0,874.0,928.0,2035.0,1081.0,920.0
132872,863,142,710,1017.0,124.0,868.0,1058.0,126.0,916.0
132873,608,74,520,285.0,33.0,243.0,301.0,39.0,259.0
13289DB,1153,366,774,806.0,170.0,612.0,871.0,200.0,660.0
13289GI,1257,812,439,981.0,533.0,419.0,1075.0,631.0,434.0
13289HV,579,211,364,454.0,123.0,314.0,494.0,138.0,342.0
13289JV/W,890,590,293,974.0,589.0,366.0,1061.0,698.0,354.0
13289SG/T,640,423,217,510.0,240.0,264.0,555.0,304.0,245.0
132911,1250,364,861,1477.0,222.0,1205.0,1545.0,252.0,1264.0
132912,1130,220,902,1168.0,187.0,936.0,1231.0,191.0,1020.0
132913,827,217,603,1002.0,187.0,775.0,1043.0,190.0,825.0
132914,923,207,709,1142.0,162.0,934.0,1213.0,189.0,997.0
132915,864,245,606,399.0,71.0,308.0,417.0,86.0,316.0
132916,735,176,540,708.0,121.0,559.0,761.0,133.0,620.0
132917,941,260,671,912.0,171.0,702.0,956.0,187.0,753.0
132918,960,163,790,1230.0,185.0,995.0,1288.0,179.0,1085.0
132919,891,207,676,1209.0,214.0,961.0,1265.0,224.0,1020.0
1329110,1183,182,986,1387.0,181.0,1152.0,1476.0,210.0,1239.0
1329111,921,245,669,799.0,119.0,654.0,849.0,122.0,713.0
132930470,441,260,181,267.6,61.3,197.9,286.0,72.0,210.1
132930555,2270,645,1614,2746.6,508.4,2152.9,2898.4,592.6,2265.1
132930561,584,555,27,321.9,118.7,193.6,344.5,144.6,194.0
132930588,1069,228,838,561.4,128.7,415.2,600.0,151.0,440.9
132930589,523,489,31,255.0,210.0,43.0,276.0,240.0,32.0
132931336,1526,212,1298,1038.2,192.2,813.8,1095.6,224.0,856.2
132931577,460,88,369,206.3,38.2,161.7,217.7,44.5,170.1
132931610,1028,178,842,805.8,149.2,631.6,850.3,173.9,664.5
132935610,3513,1406,2091,4079.1,1504.3,2453.4,4365.5,1832.4,2459.0
132950869,1413,353,1035,1138.9,166.9,928.3,1245.4,176.7,1035.8
132950871,2273,660,1573,2944.9,541.7,2222.9,3210.0,601.8,2492.8
132950881,1158,301,852,1262.7,170.9,1030.8,1379.1,196.8,1139.1
132950943,709,169,536,372.6,44.6,310.5,413.6,41.0,357.8
132950944,1970,466,1469,2363.0,340.6,1934.9,2584.5,359.2,2158.6
132950953,880,190,685,562.6,86.9,449.0,615.2,94.5,508.5
132950960,1153,298,835,830.7,104.3,686.4,920.5,98.4,789.0
132951053,402,102,295,175.4,27.1,140.0,191.8,29.5,158.5
132951161,895,197,685,502.3,96.7,377.1,540.5,98.9,424.3
132951501,2551,583,1948,1965.4,371.6,1482.5,2138.2,418.0,1640.2
132951800,252,65,178,167.7,32.3,125.9,180.5,33.0,141.7
132951808,444,106,329,277.2,49.6,210.6,298.6,54.7,232.4
132951809,839,291,541,648.2,111.2,498.7,699.9,123.4,550.3
132951812,2533,802,1704,2941.4,620.1,2174.2,3237.1,699.5,2439.7
132951818,1965,391,1543,2336.9,316.3,1907.8,2552.4,364.2,2108.2
132951851,916,235,659,831.0,171.0,628.0,834.0,246.0,540.0
132951893,1872,549,1310,1350.0,256.0,1012.0,1521.0,307.0,1164.0
132951898,1276,337,933,1281.1,242.2,966.3,1393.8,272.5,1069.1
13297250,1708,334,1365,1753.0,229.8,1426.7,1835.2,248.9,1545.6
13297414,1042,130,912,824.0,80.0,723.0,849.0,77.0,757.0
13297415,2334,430,1889,2967.9,447.9,2392.1,3082.9,529.0,2461.7
13297416,1568,251,1310,1501.0,180.0,1261.0,1566.0,191.0,1341.0
13297417,2572,568,1987,2812.0,470.0,2191.0,2968.0,536.0,2350.0
13297418,2810,1109,1681,2458.0,593.0,1795.0,2640.0,716.0,1873.0
13297419,2295,676,1595,3321.8,690.0,2496.8,3472.5,810.2,2553.9
13297420,2077,1170,887,2504.0,1086.2,1310.3,2709.8,1288.0,1362.4
13297421,3469,912,2538,4181.0,1071.0,2937.0,4403.0,1247.0,3028.0
13297422,2351,320,2004,2682.0,347.0,2219.0,2795.0,374.0,2353.0
13297423,2428,403,1998,2569.0,315.0,2152.0,2678.0,364.0,2238.0
13297424,1565,229,1319,1970.3,219.1,1656.0,2061.6,251.8,1746.4
13297425,1479,735,730,1666.0,580.0,1021.0,1796.0,694.0,1059.0
13297454,870,133,730,709.0,100.0,574.0,752.0,115.0,619.0
13297502,1493,187,1301,1189.0,87.0,1059.0,1228.0,99.0,1105.0
13297503,968,135,821,710.0,89.0,593.0,737.0,89.0,634.0
13297559,1343,170,1164,1107.0,131.0,927.0,1143.0,149.0,964.0
132971663,2699,383,2292,2913.0,374.0,2406.0,3026.0,410.0,2522.0
132971675,927,194,730,690.0,93.0,583.0,729.0,103.0,612.0
13299100,1848,1605,236,2127.4,1530.3,530.4,2421.3,1876.9,517.3
13299300,2051,403,1636,2135.0,355.0,1708.0,2322.0,408.0,1881.0
13299304,815,187,628,561.0,75.0,459.0,629.0,90.0,522.0
13299400,2010,306,1699,1997.0,220.0,1720.0,2140.0,248.0,1862.0
13299404,377,53,319,240.0,26.0,199.0,249.0,30.0,215.0
13299405,504,67,432,359.0,30.0,320.0,388.0,25.0,359.0
13299406,1041,117,921,954.0,73.0,849.0,1026.0,84.0,927.0
13299407,464,53,411,292.0,19.0,262.0,325.0,18.0,300.0
13299408,452,73,367,295.0,19.0,262.0,320.0,24.0,287.0
13299409,806,102,694,566.0,37.0,504.0,615.0,50.0,554.0
13299200A,1221,464,745,1423.0,384.0,975.0,1504.0,461.0,997.0
13299200B,827,604,223,190.6,102.7,83.6,219.7,125.1,91.7
133011,1128,855,270,1189.8,614.8,550.0,1292.3,727.8,548.9
133012,362,116,243,202.7,104.8,93.7,220.2,124.0,93.5
133013,400,286,106,241.7,124.9,111.7,262.5,147.9,111.5
133014,380,216,164,300.9,155.5,139.1,326.9,184.1,138.8
133015,270,69,198,153.6,79.4,71.0,166.8,94.0,70.9
133016,120,12,106,59.2,30.6,27.4,64.3,36.2,27.3
1330388,560,263,295,352.0,146.0,202.0,378.0,174.0,201.0
1330391,841,351,486,606.0,191.0,402.0,663.0,231.0,423.0
1330394,772,421,349,533.0,236.0,292.0,577.0,267.0,306.0
1330397,3277,1912,1344,3678.0,1871.0,1763.0,3982.0,2194.0,1738.0
1330399,464,125,339,357.0,94.0,256.0,374.0,101.0,271.0
133031253,622,212,408,395.0,122.0,269.0,427.0,135.0,285.0
133031350,775,393,377,465.0,182.0,275.0,507.0,218.0,284.0
133031488,1552,930,618,1421.0,766.0,633.0,1539.0,880.0,641.0
133051A,981,159,818,756.0,64.0,673.0,815.0,72.0,731.0
133051B,816,120,683,682.0,51.0,613.0,728.0,40.0,681.0
133051C,867,128,729,991.8,117.1,850.7,1048.2,123.2,906.8
133052A,1154,299,851,820.0,128.0,668.0,877.0,156.0,714.0
133052B,343,39,298,210.0,10.0,194.0,229.0,5.0,219.0
133052C,622,76,535,647.0,48.0,584.0,674.0,46.0,624.0
133052D,600,157,433,685.7,85.4,584.0,734.9,96.7,621.5
133053A,1139,355,776,1199.2,206.5,952.1,1274.0,247.9,998.1
133053B,565,125,432,396.0,28.0,357.0,428.0,42.0,376.0
133053C,297,17,280,201.0,17.0,178.0,218.0,12.0,204.0
133054A,477,404,69,360.8,249.2,99.4,412.8,327.9,75.7
133054B,493,351,140,253.3,81.9,163.9,278.5,106.5,166.6
133055A,1002,338,656,1228.6,316.8,868.8,1316.2,377.2,899.9
133055B,910,238,664,1110.8,275.9,794.5,1205.3,355.6,824.0
133055C,289,52,237,135.9,26.2,105.6,147.2,32.8,111.4
13307G3,136,30,105,120.8,44.5,74.6,128.2,54.3,72.4
13307P1,493,273,216,519.2,191.2,320.6,551.3,233.7,311.2
13307P3,153,13,140,139.4,51.3,86.1,148.0,62.7,83.5
13307W2,328,199,127,271.7,100.0,167.8,288.5,122.3,162.9
133091,1275,516,754,1127.0,338.0,761.0,1245.0,398.0,831.0
133092,935,278,654,777.0,207.0,543.0,857.0,248.0,590.0
13311011,1240,252,979,1402.0,214.0,1098.0,1447.0,232.0,1179.0
13311021,572,87,481,466.5,54.0,382.7,480.0,57.8,409.7
13311031,494,165,327,333.0,66.0,246.0,355.0,78.0,264.0
13311041,1587,241,1339,1679.0,170.0,1432.0,1747.0,183.0,1519.0
13311051,1370,305,1047,2423.0,307.0,1989.0,2538.0,384.0,2084.0
13311061,946,277,654,1007.0,235.0,724.0,1038.0,257.0,744.0
13311071,405,121,282,223.0,42.0,173.0,229.0,48.0,173.0
13311081,1381,283,1082,1273.0,149.0,1053.0,1323.0,153.0,1128.0
13311091,561,87,463,642.0,101.0,523.0,669.0,97.0,550.0
13311101,1022,188,816,884.5,110.0,721.3,922.0,101.2,783.3
13311111,1169,168,997,1006.0,93.0,870.0,1035.0,83.0,927.0
133131A,940,453,474,1028.0,429.0,540.0,1112.0,494.0,569.0
133132A,1390,455,923,1734.0,396.0,1259.0,1839.0,503.0,1260.0
133133A,1014,306,695,1228.0,321.0,857.0,1291.0,399.0,849.0
133134A,1121,279,831,1606.0,447.0,1079.0,1688.0,531.0,1096.0
133135A,711,487,219,765.0,488.0,226.0,872.0,612.0,233.0
133136A,559,375,184,599.0,373.0,189.0,687.0,476.0,186.0
13313AN,1097,456,632,912.0,370.0,491.0,1043.0,471.0,540.0
13313CA,1086,293,784,837.0,138.0,660.0,953.0,142.0,789.0
13313CO,1028,286,731,760.0,127.0,596.0,804.0,140.0,647.0
13313DG,1777,502,1260,1798.0,443.0,1274.0,1941.0,500.0,1372.0
13313ES,833,249,579,722.0,220.0,455.0,825.0,267.0,532.0
13313FI,1253,350,897,1036.0,265.0,725.0,1169.0,315.0,825.0
13313GL,1025,357,653,1192.0,387.0,736.0,1310.0,466.0,810.0
13313LT,695,115,574,648.0,77.0,554.0,700.0,76.0,610.0
13313MC,1126,241,876,906.0,120.0,732.0,994.0,118.0,848.0
13313NI,1334,293,1032,1289.0,207.0,1027.0,1422.0,222.0,1164.0
13313PG,2190,613,1552,2621.0,600.0,1898.0,2816.0,693.0,2039.0
13313TH,1939,505,1415,2024.0,363.0,1549.0,2192.0,383.0,1748.0
13313TI,539,140,393,383.0,64.0,300.0,429.0,65.0,356.0
13313TR,941,165,763,820.0,96.0,689.0,887.0,104.0,760.0
13313UT,752,202,545,516.0,66.0,430.0,581.0,67.0,501.0
13313VA,2877,663,2192,2993.0,490.0,2361.0,3191.0,581.0,2520.0
13313WS,1424,382,1026,1535.0,276.0,1181.0,1652.0,312.0,1283.0
133151A,425,341,77,283.0,195.0,80.0,321.0,262.0,59.0
133152A,202,94,105,247.0,92.0,149.0,270.0,112.0,155.0
133152B,575,246,326,371.0,123.0,234.0,410.0,165.0,240.0
133153A,769,100,667,520.0,56.0,455.0,556.0,69.0,479.0
133154A,726,95,622,658.0,84.0,558.0,693.0,99.0,591.0
133155A,464,102,362,696.0,119.0,560.0,723.0,145.0,572.0
133171,917,575,341,820.9,439.5,360.1,898.3,546.0,346.6
133172A,852,228,619,843.1,144.5,671.9,892.7,180.0,696.4
133172B,532,174,358,351.0,72.0,272.0,383.0,95.0,285.0
133173A,751,547,199,580.0,379.0,187.0,624.0,431.0,181.0
133173B,729,339,383,384.6,119.3,254.6,416.5,141.3,265.8
133174A,485,117,361,632.9,183.0,435.4,677.2,225.4,446.0
133174B,786,335,444,518.5,187.7,326.0,585.3,229.3,351.2
1331902,318,35,283,257.0,18.0,236.0,275.0,15.0,256.0
1331903,163,43,120,119.0,17.0,101.0,124.0,22.0,99.0
1331904,167,46,119,114.0,21.0,91.0,118.0,21.0,95.0
1331905,465,286,177,511.0,266.0,233.0,547.0,301.0,237.0
1331906,645,114,525,519.0,52.0,453.0,550.0,55.0,490.0
1331907,609,323,286,452.0,189.0,249.0,485.0,228.0,255.0
1331908,638,521,115,600.0,457.0,136.0,663.0,530.0,129.0
1331910,1266,759,498,1112.0,526.0,567.0,1214.0,629.0,570.0
1331911,399,171,226,277.0,70.0,200.0,302.0,93.0,202.0
133211,1286,1018,261,1259.3,687.2,549.4,1344.5,820.5,509.5
133212,673,133,538,884.2,153.6,712.9,927.7,169.9,731.8
133213,561,146,411,496.0,90.0,397.0,531.0,93.0,436.0
133214,481,109,370,488.0,92.0,385.0,512.0,91.0,418.0
133215,384,33,351,371.0,47.0,319.0,388.0,47.0,337.0
133216,695,209,482,637.0,126.0,498.0,666.0,135.0,523.0
133217,303,33,270,277.0,26.0,244.0,282.0,26.0,252.0
133218,168,74,94,136.0,46.0,87.0,137.0,45.0,91.0
133219,606,232,370,413.0,116.0,288.0,433.0,127.0,300.0
1332110,408,35,369,347.0,22.0,320.0,361.0,22.0,339.0
1332111,385,59,322,329.0,27.0,295.0,342.0,27.0,314.0
1332112,826,164,658,735.0,123.0,597.0,763.0,110.0,639.0
1332113,255,27,227,129.7,70.8,56.6,138.5,84.5,52.5
1332114,424,70,351,395.0,70.0,318.0,431.0,64.0,358.0
1332115,715,100,612,807.8,82.4,706.1,835.3,86.1,738.2
1332116,195,100,94,178.0,60.0,111.0,188.0,72.0,113.0
