GEOID10,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2018_ag,Dem_2018_ag,Rep_2018_ag,Tot_2018_gov,Dem_2018_gov,Rep_2018_gov,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
45041056,1269.0,558.0,646.0,1257.0,472.0,771.0,1152.0,535.0,586.0,1165.0,583.0,582.0,1242,422,809
45041031,406.0,62.0,338.0,394.0,58.0,322.0,303.0,41.0,259.0,301.0,44.0,257.0,366,74,289
45041033,1174.6,530.1,602.5,1156.6,501.0,635.6,1050.0,535.0,484.0,1043.0,569.0,472.0,1048,495,547
45041057,1117.9,874.6,210.1,1098.8,833.6,249.1,951.0,746.0,180.0,945.0,755.0,190.0,1048,758,284
45041034,584.0,71.0,502.0,571.0,50.0,518.0,404.0,45.0,352.0,409.0,56.0,353.0,483,79,399
45041035,415.0,90.0,311.0,400.0,86.0,303.0,280.0,64.0,210.0,279.0,73.0,206.0,368,90,276
45041036,1663.0,504.0,1126.0,1632.0,463.0,1151.0,929.0,262.0,652.0,935.0,294.0,641.0,1452,474,965
45041037,840.0,458.0,369.0,833.0,454.0,373.0,541.0,307.0,228.0,537.0,317.0,220.0,877,539,335
45041038,1022.0,765.0,231.0,997.0,711.0,271.0,686.0,510.0,169.0,692.0,531.0,161.0,1064,817,241
45041039,939.0,334.0,574.0,910.0,306.0,584.0,616.0,239.0,355.0,616.0,265.0,350.0,880,320,550
45041040,1120.0,683.0,414.0,1096.0,622.0,455.0,702.0,436.0,254.0,694.0,445.0,248.0,1067,612,449
45041041,1261.0,1217.0,31.0,1228.0,1153.0,67.0,767.0,712.0,40.0,765.0,725.0,40.0,1561,1494,56
45041042,274.0,105.0,165.0,266.0,100.0,164.0,181.0,72.0,109.0,181.0,72.0,109.0,273,126,146
45041043,1431.0,657.0,738.0,1399.0,602.0,771.0,1151.0,561.0,567.0,1147.0,585.0,562.0,1374,634,719
45041044,1017.0,343.0,643.1,990.0,287.1,679.0,828.0,289.0,523.0,835.0,313.0,522.0,1009,348,654
45067009,881.0,349.0,516.0,836.0,320.0,499.0,640.0,291.0,336.0,636.0,299.0,337.0,896,419,473
45041045,573.0,184.0,384.0,559.0,179.0,379.0,392.0,109.0,280.0,397.0,121.0,275.0,565,199,357
45041046,531.0,355.0,164.0,523.0,337.0,178.0,353.0,241.0,108.0,354.0,245.0,109.0,501,385,111
45041047,832.0,147.0,673.0,811.0,141.0,658.0,607.0,94.0,507.0,606.0,104.0,502.0,780,139,634
45041048,1103.0,490.0,583.0,1077.0,471.0,585.0,781.0,353.0,416.0,783.0,361.0,421.0,1004,460,540
45041049,868.0,250.0,606.0,846.0,227.0,602.0,597.0,182.0,411.0,599.0,185.0,414.0,885,304,570
45041050,558.0,407.0,139.0,541.0,377.0,160.0,353.0,262.0,88.0,356.0,261.0,95.0,565,424,139
45041051,310.0,18.0,287.0,308.0,24.0,277.0,193.0,10.0,179.0,196.0,17.0,179.0,242,21,220
45041053,405.0,38.0,356.0,384.0,36.0,338.0,293.0,32.0,254.0,296.0,38.0,258.0,360,55,303
45041059,1024.6,399.5,603.3,1014.7,379.8,611.2,908.0,402.0,492.0,906.0,424.0,481.0,1086,476,606
45041061,817.0,378.0,425.0,795.0,375.0,404.0,617.0,298.0,308.0,620.0,314.0,306.0,863,428,427
45041062,525.0,103.0,400.0,512.0,117.0,390.0,329.0,73.0,246.0,330.0,84.0,246.0,477,156,319
45041064,919.0,328.0,558.0,905.0,248.0,651.0,857.0,268.0,578.0,874.0,308.0,565.0,957,291,660
45041014,1094.8,273.8,805.7,1067.6,233.3,817.1,908.0,238.0,657.0,916.0,253.0,661.0,1077,344,722
45041054,2183.2,1075.2,1057.3,2148.4,961.7,1148.9,1930.0,1000.0,888.0,1923.0,1065.0,856.0,2089,1088,985
45043134,559.0,145.0,405.0,549.0,125.0,414.0,486.0,143.0,336.0,491.0,156.0,334.0,575,170,395
45043127,339.0,111.0,226.0,333.0,91.0,236.0,268.0,97.0,168.0,270.0,104.0,166.0,313,123,187
45043114,1032.0,377.0,618.0,1016.0,358.0,645.0,865.0,337.0,511.0,865.0,363.0,502.0,1170,402,753
45043111,526.0,210.0,297.0,510.0,173.0,332.0,507.0,207.0,286.0,513.0,223.0,290.0,558,223,325
45043109,643.0,623.0,10.0,619.0,583.0,32.0,476.0,466.0,8.0,473.0,461.0,12.0,712,695,10
45043133,1091.0,562.0,511.0,1075.0,557.0,506.0,821.0,444.0,360.0,816.0,457.0,359.0,1084,579,494
45043112,736.0,639.0,79.0,716.0,604.0,101.0,519.0,442.0,65.0,514.0,449.0,64.0,815,740,68
45043131,740.0,603.0,127.0,721.0,581.0,135.0,553.0,455.0,95.0,549.0,456.0,93.0,718,597,116
45043103,739.0,82.0,647.0,725.0,93.0,618.0,485.0,51.0,425.0,491.0,64.0,427.0,690,123,560
45043116,704.0,150.0,528.0,697.0,136.0,548.0,614.0,162.0,440.0,618.0,184.0,434.0,877,195,670
45043113,336.0,122.0,195.0,330.0,97.0,225.0,285.0,105.0,174.0,280.0,113.0,166.0,361,116,239
45043104,1032.0,201.0,802.0,1015.0,175.0,821.0,819.0,215.0,596.0,827.0,244.0,583.0,1059,218,832
45043105,1292.0,1042.0,227.0,1259.0,991.0,256.0,1041.0,848.0,177.0,1038.0,866.0,172.0,1253,1021,213
45043101,1078.0,789.0,269.0,1044.0,738.0,292.0,883.0,612.0,250.0,876.0,614.0,261.0,1337,936,392
45043102,921.0,491.0,412.0,898.0,461.0,424.0,522.0,302.0,213.0,522.0,312.0,210.0,767,461,301
45043130,568.0,229.0,326.0,559.0,222.0,326.0,400.0,176.0,220.0,397.0,179.0,216.0,444,209,235
45043132,806.0,661.0,136.0,783.0,618.0,160.0,637.0,536.0,95.0,634.0,538.0,96.0,820,735,76
45043107,461.0,81.0,374.0,461.0,78.0,374.0,295.0,60.0,232.0,297.0,66.0,231.0,421,85,335
45043128,565.0,434.0,123.0,561.0,422.0,132.0,411.0,304.0,103.0,407.0,307.0,100.0,590,459,128
45043108,691.0,509.0,171.0,677.0,491.0,183.0,534.0,404.0,125.0,526.0,405.0,121.0,715,543,168
45043129,733.0,252.0,448.0,719.0,233.0,473.0,503.0,187.0,313.0,503.0,198.0,305.0,828,349,478
45043126,1695.0,443.0,1176.0,1683.0,317.0,1349.0,1590.0,446.0,1129.0,1596.0,487.0,1108.0,1716,505,1201
45043125,1497.0,355.0,1051.0,1477.0,244.0,1206.0,1438.0,377.0,1045.0,1457.0,446.0,1011.0,1481,435,1025
45043123,1936.0,815.0,1034.0,1890.0,675.0,1175.0,1598.0,716.0,843.0,1601.0,758.0,841.0,1767,874,866
45043124,1547.0,428.0,1055.0,1525.0,336.0,1173.0,488.0,134.0,350.0,487.0,147.0,340.0,1287,389,888
45043122,1889.0,544.0,1265.0,1858.0,425.0,1413.0,1785.0,584.0,1184.0,1796.0,649.0,1144.0,1790,543,1231
45043119,604.0,167.0,420.0,585.0,129.0,441.0,1448.0,504.0,920.0,1452.0,531.0,920.0,534,167,358
45043120,1170.2,199.3,934.4,1145.5,168.7,948.2,923.0,194.0,717.0,930.0,228.0,702.0,908,208,697
45043118,1478.0,422.0,1005.0,1441.0,362.0,1057.0,1279.0,381.0,890.0,1289.0,422.0,866.0,1314,500,792
45043117,2463.0,654.0,1723.0,2425.0,481.0,1918.0,1980.8,556.0,1399.4,1993.5,605.9,1386.7,1667,536,1112
45043121,407.0,367.0,35.0,398.0,352.0,44.0,309.0,283.0,24.0,305.0,277.0,28.0,432,416,16
45043106,166.0,34.0,127.0,164.0,28.0,132.0,122.0,25.0,97.0,122.0,26.0,96.0,173,46,126
45043115,444.0,371.0,72.0,437.0,352.0,83.0,350.0,274.0,74.0,350.0,275.0,75.0,450,392,52
45043110,753.0,195.0,548.0,741.0,183.0,552.0,526.0,134.0,386.0,526.0,135.0,391.0,664,209,451
45045252,1545.0,212.0,1277.0,1509.0,212.0,1245.0,1167.0,178.0,968.0,1171.0,203.0,965.0,1319,299,982
45045258,1374.0,214.0,1110.0,1332.0,207.0,1075.0,1079.0,167.0,887.0,1082.0,197.0,883.0,1148,287,832
45045297,802.0,128.0,641.0,783.0,119.0,647.0,625.0,114.0,502.0,632.0,137.0,495.0,686,173,501
45045338,1434.0,297.0,1086.0,1404.0,282.0,1084.0,1095.0,258.0,818.0,1088.0,284.0,801.0,1149,326,797
45045260,938.0,265.0,625.0,915.0,249.0,638.0,717.0,236.0,467.0,724.0,280.0,443.0,854,311,531
45045299,1951.0,677.0,1152.0,1910.0,586.0,1262.0,1626.0,661.0,929.0,1621.0,719.0,896.0,1333,490,825
45045274,1479.0,503.0,908.0,1446.0,436.0,975.0,1284.0,466.0,808.0,1281.0,504.0,776.0,1179,376,788
45045288,2494.0,805.0,1538.0,2461.0,658.0,1741.0,2061.0,762.0,1262.0,2064.0,853.0,1204.0,1849,594,1239
45045315,1818.0,648.0,1076.0,1786.0,588.0,1158.0,1457.0,595.0,825.0,1456.0,644.0,809.0,1419,550,854
45045312,1639.0,430.0,1126.0,1599.0,368.0,1181.0,1210.0,344.0,836.0,1210.0,411.0,795.0,1574,384,1165
45045314,1323.0,597.0,644.0,1293.0,531.0,722.0,1125.0,590.0,511.0,1125.0,631.0,492.0,865,452,404
45045263,1292.0,587.0,654.0,1252.0,554.0,678.0,1070.0,511.0,542.0,1077.0,542.0,531.0,1163,620,528
45045259,2190.0,947.0,1136.0,2140.0,853.0,1241.0,1841.0,860.0,944.0,1847.0,943.0,899.0,1891,900,967
45045343,1581.0,771.0,755.0,1554.0,705.0,802.0,1282.0,680.0,578.0,1281.0,710.0,569.0,1443,816,602
45045313,1284.0,491.0,728.0,1259.0,454.0,747.0,963.0,407.0,536.0,961.0,449.0,509.0,1261,529,717
45045321,2091.0,875.0,1105.0,2055.0,788.0,1206.0,1907.0,885.0,973.0,1905.0,968.0,937.0,1141,446,675
45045296,1669.0,521.0,1069.0,1630.0,507.0,1071.0,1289.0,457.0,801.0,1282.0,496.0,786.0,1640,636,980
45045267,961.0,572.0,355.0,948.0,530.0,390.0,739.0,432.0,291.0,731.0,457.0,273.0,882,564,306
45045311,1137.0,405.0,657.0,1110.0,379.0,679.0,908.0,357.0,527.0,906.0,390.0,514.0,1130,441,670
45045310,1634.0,530.0,1009.0,1599.0,489.0,1063.0,1338.0,482.0,823.0,1339.0,530.0,806.0,1366,501,840
45045280,1952.0,740.0,1098.0,1918.0,667.0,1196.0,1640.0,679.0,923.0,1648.0,740.0,905.0,1768,669,1072
45045326,1504.0,356.0,1056.0,1479.0,292.0,1153.0,1492.0,403.0,1064.0,1500.0,466.0,1033.0,926,227,689
45045250,591.0,430.0,145.0,571.0,398.0,158.0,506.0,381.0,114.0,509.0,393.0,116.0,665,532,128
45045279,1679.0,903.0,687.0,1629.0,814.0,770.0,1304.0,756.0,522.0,1301.0,801.0,498.0,1644,925,699
45045246,1505.0,690.0,748.0,1478.0,603.0,831.0,1211.0,612.0,572.0,1211.0,656.0,553.0,1345,633,685
45045345,939.0,744.0,171.0,907.0,700.0,191.0,715.0,547.0,145.0,718.0,571.0,147.0,1094,886,194
45045269,1828.0,581.0,1138.0,1780.0,460.0,1280.0,1433.0,504.0,902.0,1444.0,577.0,865.0,1383,438,921
45045305,901.0,785.0,94.0,868.0,723.0,134.0,693.0,600.0,80.0,693.0,612.0,80.0,956,843,106
45045282,1539.0,629.0,848.0,1499.0,539.0,922.0,1279.0,574.0,679.0,1277.0,617.0,658.0,1586,646,913
45045347,1238.5,347.3,842.3,1215.6,254.5,942.1,1052.9,315.4,722.6,1057.9,361.3,696.6,1165,306,840
45045264,975.5,276.7,642.7,954.4,191.5,741.9,848.1,254.6,584.4,858.1,305.7,549.4,900,237,649
45045234,1091.0,1022.0,52.0,1056.0,954.0,88.0,841.0,787.0,40.0,830.0,790.0,40.0,1200,1146,53
45045337,3166.0,868.0,2091.0,3102.0,733.0,2284.0,2652.0,880.0,1725.0,2675.0,992.0,1680.0,1637,514,1088
45045236,585.0,388.0,184.0,569.0,379.0,174.0,445.0,311.0,129.0,443.0,317.0,126.0,646,473,169
45045229,1067.0,799.0,209.0,1036.0,726.0,281.0,813.0,622.0,175.0,814.0,640.0,172.0,1002,851,133
45045235,2083.0,565.0,1360.0,2051.0,472.0,1501.0,1680.0,569.0,1080.0,1673.0,622.0,1045.0,1784,556,1199
45045301,1933.0,523.0,1290.0,1923.0,358.0,1525.0,1563.0,437.0,1101.0,1580.0,542.0,1037.0,1781,467,1291
45045277,1364.0,560.0,714.0,1337.0,501.0,790.0,1063.0,496.0,546.0,1061.0,530.0,530.0,1267,526,714
45045283,1354.0,467.0,767.0,1343.0,392.0,913.0,1071.0,412.0,637.0,1072.0,478.0,589.0,1229,427,784
45045242,815.0,608.0,190.0,782.0,572.0,195.0,640.0,498.0,136.0,636.0,504.0,132.0,954,757,187
45045349,1679.8,562.9,1016.2,1648.9,439.4,1189.6,1363.9,524.1,812.0,1379.9,607.7,770.1,1255,451,793
45045268,1628.2,515.1,1002.8,1608.1,418.6,1150.4,1309.1,457.9,826.0,1316.1,527.3,785.9,1153,414,729
45045219,1197.0,961.0,179.0,1184.0,899.0,264.0,1087.0,860.0,194.0,1078.0,892.0,185.0,1449,1260,173
45045223,1404.0,373.0,958.0,1387.0,202.0,1168.0,1225.0,321.0,879.0,1246.0,447.0,797.0,1416,306,1098
45045322,1280.0,397.0,798.0,1266.0,294.0,945.0,1052.0,348.0,684.0,1058.0,395.0,661.0,1283,384,881
45045318,1298.0,658.0,590.0,1285.0,511.0,757.0,1107.0,569.0,518.0,1113.0,641.0,470.0,1457,754,688
45045344,1814.0,517.0,1195.0,1781.0,406.0,1343.0,1469.0,461.0,984.0,1477.0,533.0,943.0,1643,491,1122
45045220,909.0,336.0,515.0,891.0,172.0,707.0,784.0,293.0,474.0,793.0,360.0,432.0,905,289,606
45045281,1774.0,727.0,920.0,1741.0,644.0,1046.0,1433.0,690.0,704.0,1434.0,754.0,678.0,1508,600,885
45045218,1128.0,386.0,664.0,1124.0,197.0,911.0,968.0,354.0,587.0,971.0,435.0,533.0,1023,328,679
45045278,2365.0,860.0,1340.0,2312.0,669.0,1573.0,1980.0,802.0,1135.0,1981.0,908.0,1072.0,1670,560,1068
45045232,2215.0,553.0,1526.0,2187.0,369.0,1775.0,1809.0,477.0,1311.0,1817.0,572.0,1243.0,1636,390,1230
45045243,1058.0,514.0,485.0,1029.0,469.0,531.0,820.0,428.0,364.0,821.0,465.0,355.0,1082,484,569
45045208,1391.0,986.0,301.0,1357.0,879.0,438.0,1234.0,885.0,311.0,1242.0,960.0,279.0,1218,991,208
45045221,1000.0,409.0,464.0,982.0,286.0,657.0,822.0,367.0,429.0,819.0,447.0,369.0,1010,404,587
45045327,1402.0,716.0,640.0,1361.0,666.0,664.0,1061.0,569.0,476.0,1057.0,577.0,479.0,1439,683,720
45045216,1304.0,507.0,698.0,1287.0,346.0,912.0,1062.0,421.0,624.0,1076.0,543.0,530.0,1195,436,739
45045303,1313.0,518.0,708.0,1290.0,449.0,800.0,1036.0,411.0,607.0,1041.0,466.0,574.0,992,357,622
45045339,1219.0,689.0,472.0,1167.0,624.0,500.0,879.0,500.0,363.0,885.0,518.0,366.0,1241,704,508
45045217,1129.0,415.0,636.0,1124.0,233.0,879.0,1010.0,393.0,602.0,1024.0,490.0,528.0,1122,384,725
45045214,936.0,862.0,52.0,902.0,808.0,76.0,732.0,671.0,45.0,725.0,683.0,41.0,977,944,24
45045222,1652.0,567.0,967.0,1622.0,397.0,1186.0,1418.0,517.0,871.0,1428.0,616.0,810.0,1556,489,1021
45045291,1886.0,540.0,1239.0,1859.0,416.0,1408.0,1694.0,517.0,1152.0,1691.0,602.0,1088.0,1134,287,840
45045319,2035.0,557.0,1347.0,2020.0,439.0,1533.0,1655.0,489.0,1144.0,1656.0,564.0,1092.0,1855,537,1288
45045304,1174.0,313.0,806.0,1144.0,224.0,902.0,1053.0,286.0,756.0,1050.0,339.0,711.0,1050,258,781
45045257,778.0,311.0,420.0,769.0,275.0,461.0,616.0,267.0,339.0,619.0,290.0,328.0,797,320,456
45045230,527.0,297.0,210.0,508.0,286.0,208.0,434.0,269.0,158.0,436.0,277.0,157.0,522,312,198
45045224,2020.0,909.0,944.0,1972.0,759.0,1166.0,1843.0,891.0,895.0,1846.0,998.0,837.0,1405,733,640
45045251,1315.0,405.0,797.0,1301.0,332.0,937.0,1129.0,393.0,716.0,1132.0,451.0,681.0,1283,408,861
45045207,928.0,777.0,109.0,896.0,713.0,165.0,920.0,697.0,196.0,924.0,738.0,183.0,1045,916,119
45045210,1449.0,790.0,529.0,1407.0,622.0,733.0,1323.0,751.0,548.0,1327.0,830.0,495.0,1307,807,480
45045226,1129.0,681.0,360.0,1097.0,601.0,465.0,886.0,541.0,321.0,889.0,587.0,299.0,1055,667,364
45045284,1679.0,485.0,1087.0,1637.0,358.0,1254.0,1459.0,455.0,973.0,1469.0,557.0,907.0,1698,440,1224
45045205,1658.0,954.0,559.0,1603.0,765.0,781.0,1455.0,913.0,515.0,1467.0,1009.0,456.0,1391,853,517
45045228,655.0,311.0,278.0,642.0,295.0,322.0,497.0,260.0,227.0,498.0,273.0,223.0,640,264,357
45045225,1145.0,523.0,532.0,1116.0,455.0,600.0,838.0,420.0,396.0,835.0,455.0,377.0,1002,535,449
45045320,1298.0,530.0,662.0,1275.0,452.0,789.0,1101.0,497.0,584.0,1098.0,541.0,554.0,1254,538,693
45045292,1283.0,427.0,756.0,1258.0,368.0,855.0,1037.0,437.0,575.0,1036.0,477.0,557.0,1115,360,726
45045295,870.0,249.0,556.0,858.0,164.0,674.0,697.0,205.0,484.0,705.0,248.0,455.0,868,255,601
45045341,1125.3,404.4,675.0,1102.3,348.5,723.9,826.8,309.5,507.2,828.8,334.5,493.3,1187,469,702
45045206,283.0,216.0,57.0,272.0,203.0,63.0,215.0,174.0,37.0,215.0,179.0,36.0,291,246,41
45045249,1382.0,343.0,915.0,1380.0,244.0,1107.0,1194.0,354.0,823.0,1191.0,402.0,787.0,1421,389,1012
45045342,1312.0,519.0,754.0,1270.0,472.0,754.0,903.0,362.0,524.0,905.0,390.0,515.0,1289,492,771
45045227,841.0,119.0,606.0,851.0,94.0,731.0,677.0,144.0,524.0,675.0,169.0,501.0,881,100,749
45045329,1966.0,659.0,1210.0,1942.0,516.0,1385.0,1532.0,521.0,988.0,1540.0,581.0,956.0,1740,504,1215
45045302,1622.0,623.0,872.0,1600.0,495.0,1049.0,1274.0,541.0,707.0,1279.0,597.0,681.0,1555,545,980
45045204,1507.0,980.0,409.0,1465.0,857.0,555.0,1241.0,853.0,352.0,1243.0,927.0,313.0,1439,998,414
45045285,1075.0,495.0,514.0,1043.0,478.0,523.0,815.0,378.0,409.0,815.0,409.0,404.0,1065,515,531
45045340,1061.0,270.0,730.0,1050.0,203.0,816.0,950.0,294.0,636.0,955.0,350.0,601.0,1091,296,774
45045201,1234.0,414.0,689.0,1221.0,320.0,870.0,1051.0,421.0,617.0,1058.0,460.0,598.0,1176,310,835
45045203,1763.0,831.0,770.0,1735.0,613.0,1077.0,1465.0,683.0,748.0,1483.0,824.0,656.0,1596,727,848
45045238,1544.0,457.0,975.0,1523.0,374.0,1115.0,1313.0,448.0,840.0,1326.0,515.0,809.0,1355,416,917
45045248,1623.0,652.0,867.0,1591.0,539.0,1008.0,1227.0,489.0,715.0,1222.0,540.0,679.0,1600,585,981
45045324,1773.0,447.0,1230.0,1772.0,303.0,1430.0,1449.0,385.0,1042.0,1466.0,464.0,1002.0,1795,463,1301
45045331,1611.0,485.0,972.0,1590.0,411.0,1128.0,1436.0,505.0,902.0,1443.0,569.0,871.0,1686,491,1163
45045237,954.0,447.0,464.0,921.0,393.0,505.0,648.0,301.0,338.0,646.0,314.0,332.0,901,388,501
45045289,1391.0,377.0,892.0,1386.0,313.0,1023.0,1227.0,366.0,839.0,1226.0,427.0,796.0,1447,414,998
45045271,1507.0,643.0,759.0,1465.0,608.0,801.0,1108.0,567.0,505.0,1099.0,618.0,479.0,1367,549,787
45045241,2037.0,621.0,1301.0,2005.0,463.0,1496.0,1725.0,557.0,1138.0,1724.0,624.0,1090.0,1928,564,1334
45045233,1133.0,325.0,743.0,1106.0,271.0,808.0,960.0,298.0,642.0,953.0,333.0,614.0,1143,310,795
45045239,1194.0,392.0,715.0,1171.0,321.0,816.0,935.0,337.0,576.0,939.0,386.0,551.0,1160,360,781
45045309,1514.0,394.0,995.0,1506.0,293.0,1178.0,1327.0,395.0,905.0,1336.0,475.0,859.0,1499,395,1078
45045253,1581.0,459.0,1035.0,1560.0,389.0,1122.0,1263.0,373.0,858.0,1268.0,458.0,809.0,1585,479,1068
45045273,1429.0,556.0,783.0,1389.0,443.0,890.0,1115.0,455.0,645.0,1114.0,474.0,634.0,1405,646,740
45045336,1383.0,414.0,851.0,1361.0,368.0,945.0,1098.0,347.0,728.0,1094.0,393.0,698.0,1360,379,936
45045240,876.0,291.0,520.0,859.0,262.0,561.0,689.0,253.0,423.0,692.0,275.0,417.0,846,299,520
45045308,1846.0,457.0,1255.0,1819.0,393.0,1368.0,1466.0,438.0,1006.0,1472.0,502.0,961.0,1808,475,1284
45045286,1631.0,296.0,1229.0,1612.0,224.0,1349.0,1396.0,297.0,1076.0,1400.0,362.0,1034.0,1597,327,1221
45045298,1630.0,505.0,1012.0,1614.0,435.0,1118.0,1435.0,504.0,902.0,1440.0,555.0,877.0,1504,476,1003
45045256,1800.0,591.0,1110.0,1747.0,507.0,1190.0,1583.0,614.0,932.0,1581.0,668.0,913.0,1617,515,1077
45045275,1278.0,377.0,843.0,1243.0,373.0,830.0,1025.0,321.0,679.0,1016.0,364.0,652.0,1167,442,696
45045255,1549.0,421.0,1021.0,1515.0,335.0,1133.0,1199.0,339.0,841.0,1206.0,396.0,808.0,1524,436,1056
45045328,1482.0,609.0,768.0,1441.0,557.0,830.0,1088.0,485.0,580.0,1086.0,518.0,565.0,1445,720,695
45045293,1004.0,268.0,657.0,1004.0,205.0,776.0,880.0,258.0,607.0,877.0,291.0,585.0,952,231,691
45045294,1523.0,384.0,1054.0,1508.0,297.0,1169.0,1233.0,332.0,879.0,1241.0,390.0,842.0,1464,371,1066
45045245,1511.0,501.0,882.0,1471.0,471.0,953.0,1119.0,389.0,704.0,1121.0,441.0,677.0,1349,523,782
45045332,1376.0,562.0,732.0,1346.0,512.0,790.0,984.0,439.0,527.0,983.0,478.0,503.0,1262,578,662
45045231,958.0,225.0,668.0,947.0,173.0,748.0,824.0,205.0,602.0,824.0,236.0,585.0,829,176,638
45045262,1825.0,581.0,1151.0,1792.0,457.0,1292.0,1636.0,584.0,1026.0,1636.0,653.0,982.0,1378,405,944
45045325,1390.0,363.0,959.0,1360.0,343.0,982.0,1147.0,343.0,780.0,1147.0,371.0,776.0,1270,367,882
45045272,1601.0,435.0,1080.0,1556.0,385.0,1131.0,1311.0,398.0,888.0,1313.0,445.0,867.0,1523,459,1035
45045261,1139.0,177.0,917.0,1114.0,147.0,947.0,892.0,160.0,723.0,893.0,191.0,699.0,921,190,712
45045323,1878.0,584.0,1147.0,1839.0,510.0,1266.0,1530.0,549.0,948.0,1529.0,617.0,909.0,1560,457,1069
45045244,1231.0,198.0,952.0,1199.0,170.0,983.0,977.0,176.0,786.0,975.0,218.0,757.0,1023,202,805
45045335,1401.0,248.0,1074.0,1382.0,211.0,1138.0,1097.0,225.0,855.0,1098.0,264.0,833.0,1044,308,720
45045247,1674.0,286.0,1282.0,1646.0,253.0,1342.0,1471.0,280.0,1163.0,1479.0,333.0,1144.0,1406,275,1098
45045333,1700.0,502.0,1066.0,1674.0,450.0,1178.0,1442.0,506.0,896.0,1448.0,586.0,854.0,1294,391,881
45045254,1563.0,258.0,1241.0,1543.0,251.0,1249.0,1216.0,228.0,965.0,1215.0,275.0,937.0,1374,293,1046
45045317,1967.0,278.0,1599.0,1914.0,281.0,1559.0,1451.0,242.0,1188.0,1450.0,273.0,1176.0,1789,358,1390
45045307,2350.0,365.0,1868.0,2310.0,331.0,1910.0,1907.0,403.0,1476.0,1910.0,470.0,1434.0,1891,395,1462
45045352,1959.3,316.1,1563.6,1920.0,274.9,1593.6,1621.8,326.1,1268.5,1631.8,389.5,1236.3,1337,291,1017
45045287,1618.0,201.0,1355.0,1574.0,178.0,1347.0,1257.0,178.0,1069.0,1253.0,194.0,1053.0,1442,259,1152
45045334,1620.0,264.0,1279.0,1585.0,238.0,1302.0,1361.0,258.0,1092.0,1370.0,288.0,1082.0,1247,292,936
45045276,1317.0,265.0,987.0,1302.0,276.0,996.0,1060.0,229.0,819.0,1058.0,257.0,801.0,1056,305,720
45045265,1376.0,222.0,1105.0,1358.0,197.0,1126.0,1225.5,271.1,944.3,1224.5,288.1,931.3,1157,252,873
45045330,1714.0,284.0,1335.0,1681.0,237.0,1378.0,1499.0,319.0,1156.0,1502.0,360.0,1134.0,1451,321,1104
45045355,1129.0,263.0,810.0,1112.0,245.0,825.0,846.0,239.0,593.0,849.0,266.0,581.0,956,289,652
45045346,1168.0,227.0,874.0,1154.0,200.0,927.0,1007.0,230.0,766.0,1009.0,257.0,746.0,1025,211,793
45045300,1598.0,583.0,900.0,1559.0,507.0,1003.0,1285.0,539.0,705.0,1281.0,603.0,676.0,1092,360,717
45045350,1145.0,314.0,785.0,1130.0,244.0,867.0,950.0,273.0,664.0,950.0,318.0,632.0,972,308,646
45045266,1833.0,968.0,772.0,1795.0,872.0,885.0,1436.0,848.0,560.0,1429.0,877.0,549.0,1495,744,731
45045351,1031.0,286.0,682.0,1017.0,238.0,748.0,963.0,310.0,636.0,969.0,341.0,627.0,787,250,527
45045354,1277.0,454.0,731.0,1259.0,405.0,813.0,973.0,379.0,577.0,970.0,406.0,563.0,1017,397,602
45045348,1266.0,458.0,741.0,1247.0,379.0,828.0,1039.0,460.0,559.0,1045.0,509.0,535.0,995,496,486
45045357,934.0,217.0,684.0,901.0,207.0,666.0,725.0,197.0,513.0,726.0,224.0,501.0,900,255,625
45061002,456.0,146.0,300.0,444.0,150.0,279.0,355.0,108.0,240.0,353.0,112.0,241.0,500,150,346
45061003,392.0,321.0,67.0,382.0,309.0,70.0,354.0,297.0,55.0,355.0,305.0,50.0,464,392,66
45061004,471.0,392.0,66.0,446.0,372.0,67.0,383.0,322.0,58.0,386.0,323.0,63.0,497,405,84
45061005,517.8,289.3,209.5,486.9,254.4,222.5,436.0,238.0,193.0,437.0,250.0,187.0,528,292,231
45061007,250.0,103.0,143.0,231.0,96.0,130.0,178.0,73.0,105.0,180.0,78.0,102.0,266,100,164
45061013,450.2,322.7,115.5,426.1,314.6,107.5,319.0,236.0,82.0,322.0,245.0,77.0,482,342,136
45061006,645.0,516.0,121.0,620.0,483.0,125.0,513.0,419.0,91.0,507.0,417.0,90.0,702,575,119
45061009,384.0,352.0,27.0,375.0,336.0,36.0,300.0,274.0,25.0,298.0,269.0,29.0,443,388,45
45061010,264.0,138.0,122.0,255.0,139.0,115.0,190.0,96.0,92.0,188.0,96.0,92.0,238,100,137
45061011,425.0,165.0,255.0,410.0,163.0,235.0,313.0,131.0,177.0,311.0,132.0,179.0,538,253,274
45061012,561.0,484.0,70.0,554.0,476.0,73.0,423.0,355.0,63.0,423.0,356.0,66.0,623,547,75
45061014,185.0,153.0,29.0,190.0,155.0,35.0,159.0,129.0,27.0,162.0,134.0,28.0,228,189,38
45061015,309.4,151.0,151.4,297.3,143.9,143.4,207.0,94.0,108.0,205.0,105.0,100.0,329,162,163
45061017,285.0,223.0,60.0,278.0,208.0,69.0,236.0,179.0,55.0,236.0,179.0,57.0,362,293,66
