GEOID20,Tot_2016_pres,D_2016_pres,R_2016_pres,Tot_2020_pres,D_2020_pres,R_2020_pres,Tot_2020_sen,D_2020_sen,R_2020_sen,Tot_2018_sen,D_2018_sen,R_2018_sen,Tot_2018_gov,D_2018_gov,R_2018_gov,Tot_2018_ltg,D_2018_ltg,R_2018_ltg,Tot_2018_ag,D_2018_ag,R_2018_ag
44007440804,367,151,185,561,291,262,531,305,226,341,181,159,343,161,148,338,191,121,299,217,0
44007442622,303,171,107,308,177,126,292,192,98,210,140,69,213,110,78,208,135,57,200,161,0
44007443905,1016,517,431,1155,624,506,1046,665,377,745,440,302,741,380,271,724,451,207,686,503,0
44007442613,1180,848,260,1264,910,321,1136,887,242,791,625,162,791,562,152,777,598,121,744,621,0
44007442404,605,291,273,711,410,287,676,460,215,513,295,218,513,226,224,505,289,157,483,374,0
44007442603,1278,873,357,1674,1172,467,1531,1185,340,1063,799,262,1072,704,237,1040,793,187,1003,842,0
44007442828,885,744,90,895,717,155,813,706,104,595,540,52,607,522,50,589,508,37,575,523,0
44007442813,727,613,78,745,614,119,703,624,78,497,449,48,509,414,51,484,421,37,477,427,0
44007443902,683,408,233,716,411,291,626,453,173,536,395,140,535,347,135,521,394,97,502,408,0
44007442848,121,95,18,148,108,40,134,112,22,72,62,10,74,59,8,66,55,6,64,55,0
44007440709,2243,942,1145,2446,1204,1201,2368,1424,943,1964,980,980,1975,602,1252,1897,1027,727,1761,1383,0
44007442880,760,650,59,824,748,66,789,722,66,594,545,48,600,496,49,586,495,41,572,518,0
44007442815,1092,824,220,1195,977,198,1137,957,177,957,740,215,953,739,173,926,687,157,875,792,0
44007440706,1892,643,1169,1995,822,1142,1931,1010,920,1622,640,977,1649,394,1184,1570,717,752,1419,1072,0
44007440404,673,564,81,688,524,148,590,508,79,408,360,46,415,328,51,401,349,33,394,352,0
44007440805,1705,868,734,1963,1048,866,1874,1145,728,1391,815,572,1393,676,556,1366,826,379,1259,982,0
44007440302,1255,429,730,1382,523,834,1326,567,757,994,409,583,996,255,589,968,428,439,901,569,0
44007443003,2029,739,1148,2163,925,1188,2106,1096,1008,1746,747,990,1746,588,963,1693,767,736,1522,1103,0
44007442847,450,382,44,392,282,106,349,278,69,240,217,22,248,204,21,235,199,18,225,198,0
44007442877,404,305,85,411,268,139,374,293,79,260,210,49,267,186,54,253,204,26,250,213,0
44007442831,910,841,46,854,704,136,776,689,84,599,571,26,617,539,24,571,528,15,557,519,0
44003443504,1471,867,494,1603,1106,459,1577,1163,413,1287,883,402,1279,745,397,1257,881,283,1201,1016,0
44003443507,329,172,129,362,219,133,348,235,113,278,170,108,273,130,98,263,167,74,254,192,0
44003443523,1802,847,814,1950,1074,835,1905,1214,684,1483,803,675,1475,671,626,1440,855,451,1344,1080,0
44003443509,350,181,148,388,217,165,376,254,121,288,171,117,289,142,111,285,168,94,271,223,0
44003440607,1445,633,715,1725,837,855,1667,935,730,1211,629,581,1213,516,574,1197,634,484,1134,830,0
44003440608,1341,559,684,1601,756,805,1541,859,681,1082,542,540,1075,415,543,1052,523,436,989,709,0
44003440613,910,387,457,1018,482,515,974,525,449,726,370,351,728,284,338,715,356,284,668,449,0
44003443528,701,376,272,795,489,292,784,524,260,570,348,218,569,278,223,563,352,164,529,424,0
44007442814,534,421,97,546,438,98,514,435,78,357,305,52,358,256,61,352,278,43,346,296,0
44007442604,779,479,255,874,594,269,818,602,214,614,415,195,611,351,180,600,416,132,577,475,0
44007441015,627,374,222,702,480,212,671,504,167,581,386,192,575,353,168,565,373,139,530,457,0
44007442849,1028,711,258,1151,812,314,1088,876,209,827,636,189,815,530,201,804,604,131,767,668,0
44007442811,1099,953,108,1033,848,167,965,832,131,666,596,69,670,545,72,650,560,52,641,575,0
44007442628,1312,725,523,1529,897,601,1389,933,455,1048,662,385,1048,563,342,1033,679,254,988,797,0
44007442825,229,195,21,207,158,43,185,163,21,134,122,12,134,108,17,128,108,12,124,115,0
44007442627,885,628,214,972,678,275,897,687,207,603,471,129,600,398,123,592,448,97,566,462,0
44007442624,475,249,199,501,311,182,463,328,134,381,234,143,381,199,141,373,243,90,359,297,0
44007441005,1329,846,394,1424,995,380,1359,1008,347,1144,762,379,1145,717,319,1107,758,253,1060,905,0
44007442416,1665,831,760,1821,1010,785,1750,1168,580,1380,806,571,1375,662,589,1366,888,371,1300,1069,0
44005441502,1768,1052,588,1862,1261,562,1811,1344,464,1621,1084,534,1608,947,513,1559,1002,405,1520,1349,0
44005442107,1612,900,580,1759,1190,538,1683,1245,436,1352,924,427,1329,835,371,1270,826,344,1182,981,0
44005441801,2192,1168,822,2544,1531,953,2464,1601,860,1963,1160,796,1940,1098,658,1894,1104,655,1745,1451,0
44005443305,298,148,129,325,173,145,309,185,124,224,127,97,224,116,78,210,111,76,197,150,0
44007442874,1106,770,276,1178,824,340,1089,836,252,775,587,187,786,486,211,758,557,147,726,604,0
44007440304,964,356,527,1074,465,582,1026,540,483,817,395,420,819,253,440,799,388,326,713,473,0
44007440730,2340,845,1388,2667,1084,1529,2586,1312,1272,2085,852,1229,2098,588,1399,2026,911,972,1850,1356,0
44007440801,1042,520,446,1239,694,516,1192,756,433,890,530,357,890,455,324,878,568,225,812,664,0
44007442502,1537,582,860,1801,882,893,1736,971,762,1250,586,664,1254,489,630,1235,637,497,1133,826,0
44007440301,1231,451,675,1477,574,868,1406,672,732,1022,470,550,1009,345,533,988,471,411,910,595,0
44007441304,1192,485,630,1392,640,732,1345,718,626,1003,509,493,1006,402,484,992,399,320,901,654,0
44007441605,1187,493,646,1344,565,762,1288,683,603,953,459,492,952,356,511,919,476,366,844,641,0
44007440810,1215,755,392,1347,820,509,1248,858,384,926,646,275,935,523,264,919,630,188,850,679,0
44007441602,1167,474,636,1289,567,701,1211,696,513,947,489,458,946,382,479,909,532,305,845,640,0
44007442620,1512,912,487,1827,1177,609,1684,1220,460,1155,812,337,1146,665,322,1123,783,239,1081,873,0
44007442855,1453,1134,238,1532,1141,369,1433,1167,261,1025,858,166,1032,776,169,1011,849,106,977,867,0
44007440807,2123,959,990,2472,1340,1064,2377,1388,988,1727,917,809,1729,816,732,1715,1014,548,1542,1271,0
44007442833,586,537,29,560,461,92,520,469,50,362,340,22,365,316,25,347,321,16,342,315,0
44007442871,522,413,81,516,372,136,485,392,93,418,346,69,416,288,86,393,318,43,378,322,0
44007441612,1011,370,599,1114,441,658,1070,559,510,815,388,426,819,304,435,792,401,313,719,518,0
44007443102,1613,703,769,1759,882,841,1687,988,699,1323,679,644,1328,544,612,1283,676,433,1189,889,0
44005441903,1369,822,448,1549,1034,484,1478,1059,419,1100,734,365,1100,661,322,1067,682,294,1013,809,0
44005442703,1474,807,551,1700,1086,569,1636,1102,531,1217,775,437,1217,706,376,1184,717,344,1115,849,0
44005442708,2169,1121,868,2482,1554,864,2424,1646,778,1788,1073,713,1768,1053,562,1728,997,577,1581,1272,0
44005442704,2093,1065,864,2385,1454,874,2304,1550,751,1695,1027,665,1686,919,584,1641,925,552,1538,1195,0
44005442108,755,529,165,843,656,177,802,633,168,623,502,120,623,473,102,607,456,108,568,490,0
44005442106,1614,1011,487,1811,1299,485,1727,1292,435,1306,913,391,1295,880,321,1256,852,311,1155,960,0
44005442705,698,351,284,796,457,320,759,469,288,556,309,247,550,289,212,533,285,200,478,362,0
44005443307,1129,563,493,1293,758,512,1229,769,460,946,517,426,944,528,346,910,475,352,797,621,0
44001440203,2193,1198,833,2357,1459,852,2277,1563,711,1892,1124,765,1879,1044,662,1808,1085,537,1696,1437,0
44001440102,2166,1344,689,2406,1738,629,2336,1750,586,1825,1256,566,1816,1163,502,1770,1183,405,1673,1418,0
44001440101,1686,1037,526,1853,1263,557,1802,1313,485,1419,923,491,1419,862,430,1380,860,361,1290,1094,0
44005442109,851,585,199,371,305,61,340,295,44,254,226,28,254,206,26,246,201,24,239,210,0
44005442102,1229,857,290,1952,1454,460,1847,1467,376,1415,1065,347,1394,944,295,1354,974,264,1300,1106,0
44005443301,1569,790,669,1831,1030,774,1734,1092,640,1261,735,523,1261,719,451,1210,708,415,1119,896,0
44005443304,1211,591,532,1312,747,547,1245,783,462,967,537,429,965,531,360,921,513,342,834,676,0
44001440205,1722,832,751,1874,971,872,1785,1108,675,1420,774,641,1416,653,572,1351,785,431,1276,997,0
44001440105,2057,1303,595,2364,1708,593,2291,1698,589,1798,1201,594,1791,1180,476,1744,1136,444,1618,1381,0
44009442307,2050,1167,709,2310,1499,749,2265,1575,687,1822,1134,681,1805,977,615,1750,1081,490,1630,1355,0
44009442301,1417,645,671,1591,890,669,1549,943,602,1203,578,624,1192,521,571,1165,617,465,1078,874,0
44009442309,1981,1093,718,2366,1496,820,2311,1591,720,1752,1081,670,1748,974,594,1696,1067,490,1609,1328,0
44009442004,1965,1043,795,2270,1338,893,2193,1424,765,1727,996,728,1720,920,641,1660,1019,507,1534,1240,0
44009441401,1880,740,1008,2145,993,1096,2060,1095,962,1526,748,772,1525,663,673,1484,724,632,1354,900,0
44009443605,1827,879,812,2201,1204,962,2134,1290,844,1550,853,694,1545,858,555,1492,861,548,1318,1024,0
44003443515,1893,869,894,2170,1162,964,2103,1328,774,1558,864,690,1553,708,643,1508,859,508,1438,1066,0
44003443807,1920,932,855,2163,1116,991,2084,1248,831,1462,811,646,1462,639,625,1430,823,505,1390,1021,0
44003443521,1363,621,636,1553,808,702,1504,939,563,1093,594,494,1094,475,492,1049,588,361,985,733,0
44003443524,1227,560,569,1231,638,568,1190,704,484,939,518,416,939,404,424,919,519,327,833,642,0
44003440609,1084,388,616,1233,549,663,1193,626,566,907,403,500,905,309,497,893,414,387,829,555,0
44003443805,768,349,378,912,497,396,873,569,302,587,351,235,584,270,228,581,336,197,559,411,0
44003443502,1790,938,722,2054,1210,795,1996,1343,650,1552,910,640,1546,717,638,1513,905,486,1434,1161,0
44003440603,1608,654,830,1825,857,933,1754,974,778,1262,622,630,1257,483,622,1226,610,509,1161,819,0
44003443510,1068,547,445,1169,651,499,1142,727,413,929,541,384,920,387,407,906,517,290,847,666,0
44003443512,1119,522,507,1261,717,525,1221,789,431,892,535,353,887,406,379,875,551,252,828,669,0
44003443508,1497,734,628,1697,943,708,1638,1066,569,1209,740,467,1207,583,471,1183,727,345,1131,856,0
44003440614,463,229,216,537,279,249,522,320,200,350,199,151,346,171,125,342,194,115,321,245,0
44003440617,945,334,515,1088,451,615,1043,519,523,765,354,411,760,245,418,746,333,340,690,446,0
44003443518,1983,883,939,2221,1110,1056,2152,1280,870,1636,846,787,1634,686,753,1594,880,568,1484,1135,0
44003440606,608,221,343,710,261,432,681,322,358,481,204,275,481,159,265,475,204,230,446,295,0
44003443702,870,329,481,1008,475,516,972,530,441,707,354,353,704,277,353,684,335,294,632,451,0
44003443533,771,368,358,844,433,393,821,497,324,582,308,273,585,256,266,571,323,207,540,415,0
44003443506,656,295,298,769,403,344,743,469,274,546,295,248,546,220,241,537,295,190,503,362,0
44003443531,2084,1068,891,2311,1289,979,2249,1361,886,1801,939,860,1797,857,768,1743,973,633,1613,1312,0
44009440501,1221,590,532,1427,799,589,1352,827,522,977,572,403,984,495,359,949,523,326,875,648,0
44003443704,698,222,428,936,396,523,904,442,462,677,269,402,678,219,379,665,279,336,595,436,0
44003440604,1012,399,533,1163,546,594,1113,654,458,802,405,397,802,314,388,794,398,311,759,524,0
44003443525,1399,642,659,1561,858,660,1508,929,578,1152,623,529,1152,519,504,1123,628,394,1037,773,0
44003443806,725,325,361,821,425,382,799,484,315,596,328,268,593,255,265,586,351,203,554,416,0
44003443522,1089,484,525,1273,662,583,1233,746,485,867,469,398,866,353,375,848,469,306,788,575,0
44003440901,424,239,157,481,292,180,472,311,161,348,193,153,348,178,153,340,195,117,315,247,0
44001443402,1767,848,795,2061,1103,903,1963,1219,743,1427,777,647,1423,675,589,1369,788,466,1278,987,0
44001440103,1745,1146,473,1902,1397,457,1857,1378,477,1486,1000,481,1484,1046,361,1435,962,330,1348,1186,0
44001440202,645,386,191,733,490,220,699,518,180,546,373,173,546,343,142,522,330,126,497,401,0
44001440207,927,556,299,933,630,288,904,663,241,797,511,286,793,486,248,767,483,196,720,620,0
44007440725,1898,1250,531,2163,1502,623,2082,1566,514,1621,1152,467,1618,854,615,1583,1073,366,1495,1229,0
44007442403,1106,539,510,1197,665,511,1119,742,373,852,502,349,851,406,358,833,501,251,772,620,0
44007442629,1619,948,590,1956,1232,685,1796,1300,489,1268,849,417,1261,702,386,1243,843,297,1194,962,0
44007440714,330,173,133,371,208,159,361,232,129,254,157,97,254,116,123,245,142,85,230,166,0
44007441711,612,336,241,678,385,288,656,428,226,477,289,182,477,249,172,474,305,129,456,339,0
44007442411,1236,537,654,1307,650,643,1222,749,466,981,485,494,981,396,502,954,551,304,879,727,0
44007442505,743,299,390,791,395,378,747,441,306,555,288,265,553,257,238,548,305,196,507,371,0
44007443906,1009,527,398,1113,596,484,1017,637,378,712,422,289,717,343,304,692,431,211,647,479,0
44007440718,740,372,325,809,434,369,786,488,298,633,350,282,637,236,358,610,350,219,577,443,0
44007441017,1544,814,633,1755,1017,698,1676,1092,580,1290,808,479,1295,664,449,1260,809,342,1180,955,0
44007441006,95,56,35,123,68,54,118,78,40,63,46,17,61,36,19,62,46,11,60,48,0
44007442842,210,166,32,193,158,32,181,156,24,119,100,17,118,88,15,114,92,9,112,103,0
44007442810,65,57,4,113,100,12,109,97,12,76,69,7,76,70,3,70,59,3,72,68,0
44007442408,1033,529,418,1125,672,438,1067,742,324,775,499,274,774,408,267,756,497,172,730,590,0
44007442846,707,449,218,787,564,209,738,571,164,584,431,151,588,360,166,572,424,94,555,476,0
44007440719,1298,592,650,1409,687,697,1353,814,534,1087,542,544,1091,343,675,1059,562,419,978,768,0
44007442851,924,617,237,926,675,226,868,693,172,741,555,183,731,480,175,711,537,103,689,605,0
44007442843,319,210,70,326,239,65,305,235,69,280,200,80,278,188,72,262,197,42,262,225,0
44007442832,1171,1035,94,1194,943,235,1104,948,153,855,797,55,867,688,88,813,718,41,804,731,0
44007440715,995,533,405,1103,649,434,1065,705,358,817,488,329,821,320,449,786,476,244,739,584,0
44007442612,973,546,356,1063,698,344,980,715,260,678,452,223,674,401,189,659,449,164,626,490,0
44007442406,1197,606,532,1300,752,531,1230,819,410,969,565,401,967,463,406,960,607,253,886,739,0
44007440712,1724,743,904,1850,926,898,1788,1050,736,1529,712,811,1533,506,948,1492,776,601,1395,1106,0
44007442609,183,138,39,220,162,52,194,161,33,115,99,14,116,89,14,114,89,13,111,96,0
44007443106,1533,656,773,1832,871,924,1778,1011,767,1377,690,683,1366,575,657,1343,693,498,1268,939,0
44007440306,1204,399,718,1371,552,793,1308,626,680,972,413,558,979,333,536,941,440,412,866,589,0
44007441611,875,398,437,924,452,459,881,542,339,659,336,320,659,260,327,641,364,223,592,452,0
44007443907,1309,574,637,1446,724,692,1339,800,537,996,569,425,1001,474,434,974,619,294,911,653,0
44007443908,1241,500,644,1401,635,739,1271,713,557,986,488,495,989,405,479,969,536,340,895,605,0
44007442607,1619,1304,243,1812,1500,278,1675,1442,228,1250,1063,185,1250,965,163,1220,984,129,1197,1059,0
44007440701,1424,949,414,1551,976,552,1446,1031,412,1068,763,302,1087,586,425,1033,708,246,984,818,0
44007443104,1931,809,980,2151,1046,1064,2069,1178,890,1714,849,863,1701,684,830,1673,860,578,1558,1202,0
44007441703,1247,566,571,1385,707,638,1343,810,528,933,517,413,935,434,374,923,550,289,863,658,0
44007440802,1465,754,609,1584,923,638,1521,996,525,1199,693,506,1188,615,444,1176,756,295,1092,918,0
44007440803,1674,831,744,1867,1004,828,1785,1072,710,1332,771,555,1329,650,522,1317,836,363,1206,957,0
44007440728,14,9,2,20,7,11,16,10,6,25,18,7,25,13,9,24,15,2,25,15,0
44007442809,1531,1253,167,1602,1429,140,1533,1400,126,1314,1183,127,1306,1116,114,1264,1066,79,1263,1152,0
44007442840,414,382,20,327,275,51,292,261,30,267,246,20,274,211,33,255,227,16,252,221,0
44007441001,1682,946,616,1881,1193,647,1819,1285,533,1394,890,498,1385,804,428,1361,910,344,1290,1055,0
44007442870,863,748,87,819,608,208,769,635,133,578,505,70,586,469,75,565,484,58,539,482,0
44007442850,517,401,99,591,445,135,545,446,98,402,322,80,386,266,88,382,299,63,357,305,0
44007441704,1743,808,811,1940,1050,846,1879,1186,691,1403,774,625,1403,621,619,1376,833,434,1307,1013,0
44007441607,392,171,207,433,189,235,407,232,175,302,149,153,300,111,164,292,162,107,267,207,0
44007441016,909,439,385,1018,574,420,979,638,341,809,453,351,803,388,301,791,477,244,759,584,0
44007440812,1275,697,507,1482,863,601,1407,920,486,1029,629,399,1026,555,355,1012,648,268,950,754,0
44007441013,1334,764,470,1521,954,523,1443,1009,425,1114,739,372,1115,606,339,1090,716,274,1029,850,0
44007441201,1356,531,721,1540,653,853,1471,724,747,1134,560,572,1129,428,559,1118,444,372,1029,700,0
44007443912,1043,515,454,1143,640,483,1068,689,378,826,483,343,826,405,322,801,494,238,744,566,0
44007442630,138,85,44,142,96,43,128,100,28,104,69,35,104,63,29,102,74,19,98,80,0
44001440206,1300,723,493,1497,833,632,1440,980,458,1091,683,406,1084,561,373,1052,657,285,1016,828,0
44005442707,2139,1071,890,2350,1395,899,2275,1498,774,1752,983,767,1742,947,625,1705,946,601,1562,1225,0
44005442103,658,467,143,718,547,159,683,549,134,540,414,126,535,367,117,517,377,101,495,419,0
44005441501,1801,1126,560,2236,1547,651,2188,1621,564,1646,1091,552,1626,1024,459,1565,1030,421,1550,1421,0
44005443306,1632,729,779,1736,884,819,1628,951,677,1143,627,514,1147,580,425,1102,605,407,989,743,0
