GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_acstot,Wh_2018_acstot,His_2018_acstot,BlC_2018_acstot,NatC_2018_acstot,AsnC_2018_acstot,PacC_2018_acstot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_acstot,Wh_2019_acstot,His_2019_acstot,BlC_2019_acstot,NatC_2019_acstot,AsnC_2019_acstot,PacC_2019_acstot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap,Tot_2020_acstot,Wh_2020_acstot,His_2020_acstot,BlC_2020_acstot,NatC_2020_acstot,AsnC_2020_acstot,PacC_2020_acstot,Tot_2020_cvap,Wh_2020_cvap,His_2020_cvap,BlC_2020_cvap,NatC_2020_cvap,AsnC_2020_cvap,PacC_2020_cvap,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
13091000LEE,8533,4797,339,3322,46,77,12,6318,3821,233,2209,31,54,9,8319,4584,393,3091,60,200,8,6161,3742,107,2172,49,65,0,8184,4307,388,3305,53,105,8,6178,3629,117,2339,41,50,0,7682,4757,424,2312,44,91,1,5781,3767,179,1692,53,39,0,8498,4639,297,3402,81,82,13,6581,3745,199,2524,56,61,12,6581,3745,199,2456,41,6,5,12,117
130910RAWLI,1966,1317,60,576,5,13,0,1479,1040,46,384,4,8,0,1610,1173,70,353,29,0,0,1339,974,47,303,17,0,0,1740,1291,84,325,41,0,0,1377,1030,66,253,22,0,0,1609,1225,87,248,30,0,0,1341,1045,52,213,16,0,0,1707,1137,86,452,21,6,2,1341,924,58,334,17,6,2,1341,924,58,327,6,2,1,0,23
130910MITCH,568,416,11,135,8,3,0,446,334,7,99,4,3,0,567,441,12,118,3,0,0,455,346,10,96,2,0,0,542,406,14,123,3,0,0,441,327,7,110,2,0,0,734,447,11,275,0,0,0,617,426,8,243,0,0,0,505,415,13,77,2,0,0,400,340,5,55,0,0,0,400,340,5,53,0,0,0,0,2
130910EDDIN,1932,1269,39,612,11,9,0,1448,974,28,440,8,6,0,1378,1293,7,78,2,0,0,1057,983,7,62,2,0,0,1355,1256,10,89,3,0,0,1060,973,10,72,2,0,0,1349,1280,9,53,4,0,0,1075,1009,0,153,1,0,0,1450,1016,18,400,21,5,0,1153,827,13,298,16,1,0,1153,827,13,293,0,7,0,0,13
130910MULLI,2211,1103,83,1006,17,8,1,1999,951,67,965,14,7,1,2763,1254,107,1399,0,4,0,2463,1101,65,1298,0,0,0,2691,1190,94,1361,0,5,0,2396,1055,53,1288,0,0,0,2485,1061,135,1250,0,5,0,2231,940,82,1230,0,0,0,1975,991,57,915,9,16,1,1743,835,43,855,5,13,1,1743,835,43,847,11,1,0,1,5
130910PLAIN,711,619,13,78,0,6,2,543,475,7,59,0,4,2,642,523,19,94,4,5,0,536,432,13,83,4,3,0,711,590,28,83,5,3,0,563,461,21,67,5,1,0,766,664,9,94,0,4,0,618,563,0,67,0,0,0,663,549,18,89,4,2,3,533,451,8,67,3,1,3,533,451,8,62,0,1,0,3,8
1315300ROZR,17038,10753,440,5450,106,348,14,12971,8508,287,3872,77,258,9,18343,11168,340,6282,153,446,57,13557,8724,314,4255,70,173,0,18430,11578,648,5883,312,232,16,13852,9199,412,4122,40,66,0,18506,11961,878,5036,241,594,8,13909,9719,382,3608,10,244,0,20842,12634,788,6701,364,432,25,15775,9919,464,4820,263,319,11,15775,9919,464,4664,240,19,6,62,401
1315300RECR,17986,6182,1958,9495,216,452,96,12645,4860,1238,6252,146,292,57,18162,5075,1791,10777,64,586,31,11989,3942,598,7217,41,192,0,17959,4826,2019,10691,100,496,30,12170,3920,800,7222,53,180,0,17242,4580,2145,10235,75,437,0,11998,3753,996,6908,44,252,0,17798,4017,2006,11384,373,352,42,12536,3240,1229,7696,273,246,19,12536,3240,1229,7368,148,47,1,45,458
1315300HHPC,14991,7981,1046,5614,164,331,26,11260,6565,675,3732,124,232,20,14675,8047,730,5486,284,228,11,11296,6649,580,3722,203,142,0,14611,7722,584,5923,502,141,11,11174,6184,443,4159,328,137,0,14406,7557,636,5724,571,355,77,11439,6346,448,4238,357,202,0,15391,6528,1570,6790,365,375,44,11867,5590,1052,4807,272,297,35,11867,5590,1052,4472,192,35,14,34,478
13153000VHS,6007,4466,251,1085,74,161,8,4352,3284,149,785,53,101,4,6804,4605,370,1601,108,244,0,5175,3747,216,1040,40,88,0,7174,4600,484,1959,104,226,0,5317,3729,247,1222,40,45,0,8021,4658,978,2503,0,104,0,5744,3742,530,1461,0,2,0,9625,6185,623,2328,247,350,25,6852,4538,356,1587,165,235,18,6852,4538,356,1487,154,11,6,19,281
