GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen
0219801-180,301,67,220,286.0,30.0,221.0,274.0,18.0,115.0
0219801-185,122,32,84,54.1,14.6,29.9,53.4,11.0,25.3
0219805-500,46,27,17,48.1,14.3,28.0,46.6,3.4,24.4
0219805-504,663,296,323,547.2,172.9,301.7,532.5,85.6,259.3
0219805-516,142,104,32,135.0,100.0,21.0,131.0,36.0,54.0
0219805-525,31,15,11,30.0,6.0,11.0,34.0,4.0,15.0
0219805-530,382,165,198,689.7,242.5,343.4,672.1,95.3,353.4
0219805-540,756,338,402,741.0,360.0,237.0,727.0,85.0,445.0
0222002-210,1437,773,624,1438.2,701.0,571.7,1415.9,256.9,630.3
0222002-220,1393,710,657,1214.3,627.0,451.3,1200.4,227.0,522.6
0222002-230,846,402,427,810.8,355.1,358.0,792.5,133.2,366.3
0222002-240,944,482,429,992.7,440.8,433.0,971.2,164.8,446.8
0223005-550,569,319,219,825.0,442.0,229.0,817.0,211.0,310.0
0224006-533,0,0,0,0.6,0.1,0.5,0.6,0.0,0.3
0224006-546,949,148,786,894.6,122.7,692.1,867.8,54.6,366.9
0224006-547,55,10,43,69.0,9.0,57.0,68.0,0.0,32.0
0224006-550,127,37,84,138.0,45.0,86.0,135.0,16.0,50.0
0224006-613,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0224006-627,121,37,84,114.0,60.0,47.0,121.0,7.0,83.0
0224006-683,97,41,53,45.0,35.0,4.0,43.0,7.0,25.0
0224006-687,46,37,9,72.0,57.0,9.0,67.0,7.0,44.0
0224006-688,708,148,532,759.0,160.0,511.0,735.0,74.0,312.0
0224012-010,887,150,713,775.4,106.3,599.9,752.2,47.4,318.1
0224012-020,560,91,459,526.0,59.0,415.0,519.0,35.0,227.0
0226105-502,1133,489,622,1017.0,390.0,452.0,1002.0,104.0,547.0
0226105-556,35,18,17,36.0,18.0,6.0,34.0,2.0,25.0
0226106-537,146,24,120,137.0,19.0,108.0,130.0,3.0,53.0
0226106-543,396,92,301,341.6,71.7,227.2,333.4,36.3,141.8
0226106-557,205,45,153,168.1,35.9,106.9,160.7,11.0,76.8
0226106-593,287,77,200,288.9,50.9,197.0,282.7,30.1,95.8
0226106-613,54,24,26,60.0,35.0,17.0,57.0,7.0,26.0
0226106-627,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0226106-688,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0226112-031,458,96,357,307.4,45.5,226.9,302.3,33.6,112.5
0226112-050,846,258,570,799.0,236.0,442.0,777.0,70.0,367.0
0226112-055,549,182,345,440.0,106.0,261.0,437.0,38.0,211.0
0226112-060,802,273,508,682.0,195.0,400.0,652.0,79.0,225.0
0226132-995,167,55,106,177.0,64.0,97.0,171.0,27.0,81.0
0227006-510,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0227006-607,134,75,50,126.0,62.0,29.0,123.0,12.0,73.0
0227006-655,137,84,47,118.0,40.0,29.0,121.0,5.0,72.0
0227039-900,176,97,69,147.0,83.0,26.0,146.0,14.0,94.0
0227039-904,215,149,64,236.0,157.0,46.0,231.0,26.0,143.0
0227039-910,267,153,104,216.0,114.0,56.0,214.0,19.0,144.0
0227039-916,271,156,105,266.0,164.0,60.0,239.0,34.0,147.0
0227039-918,184,130,48,119.0,80.0,21.0,120.0,9.0,81.0
0227039-922,279,105,167,201.0,119.0,40.0,198.0,12.0,149.0
0227039-928,47,25,13,35.0,20.0,3.0,38.0,0.0,0.0
0227039-930,208,90,111,179.0,114.0,17.0,182.0,14.0,111.0
0227039-932,34,10,19,34.4,21.1,4.7,34.4,4.3,19.3
0227039-936,121,73,47,165.0,118.0,39.0,173.0,13.0,112.0
0227039-940,190,124,62,157.6,96.9,21.3,157.6,19.7,88.7
0227501-180,17,4,12,16.4,3.9,11.0,15.9,1.2,9.4
0227502-260,1228,349,853,1100.4,263.1,736.2,1071.9,83.4,633.1
0227505-500,3,2,1,4.2,1.0,2.8,4.1,0.3,2.4
0227505-530,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0228205-556,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0228205-570,372,188,171,343.0,162.0,136.0,339.0,53.0,155.0
0229006-505,90,49,37,92.0,76.0,8.0,93.0,11.0,67.0
0229006-515,42,13,26,46.0,31.0,8.0,43.0,4.0,26.0
0229006-520,93,69,21,101.0,94.0,1.0,101.0,29.0,30.0
0229006-525,37,28,6,44.0,37.0,5.0,42.0,2.0,23.0
0229006-530,29,18,10,18.6,7.6,10.1,16.9,3.4,2.5
0229006-533,69,17,50,70.4,12.9,55.5,70.4,3.0,42.7
0229006-542,51,15,36,48.0,35.0,13.0,43.0,3.0,16.0
0229006-550,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0229006-555,281,132,143,301.0,224.0,63.0,286.0,28.0,142.0
0229006-560,289,110,175,233.9,115.0,86.2,223.0,22.8,153.6
0229006-565,75,14,54,77.0,36.0,22.0,78.0,4.0,46.0
0229006-570,89,46,41,93.0,65.0,17.0,95.0,9.0,61.0
0229006-575,43,27,16,44.0,26.0,4.0,45.0,5.0,29.0
0229006-580,137,87,48,119.0,84.0,16.0,125.0,11.0,61.0
0229006-590,107,56,48,57.0,44.0,8.0,55.0,4.0,44.0
0229006-595,53,44,9,51.0,38.0,2.0,51.0,3.0,43.0
0229006-605,56,14,40,91.7,19.3,64.1,91.5,9.2,37.7
0229006-610,172,59,111,127.0,41.0,69.0,128.0,9.0,66.0
0229006-615,106,31,71,90.3,47.7,23.9,89.5,18.8,50.3
0229006-620,447,121,314,420.0,104.0,238.0,411.0,36.0,216.0
0229006-625,66,24,38,55.0,28.0,17.0,59.0,11.0,35.0
0229006-630,139,70,60,91.0,62.0,16.0,100.0,9.0,75.0
0229006-650,94,54,40,63.0,42.3,13.5,62.9,3.2,33.8
0229006-660,47,15,30,22.0,21.0,1.0,22.0,1.0,17.0
0229006-675,22,18,4,13.0,9.0,0.0,13.0,0.0,8.0
0229006-680,22,3,16,14.0,1.0,9.0,13.0,0.0,8.0
0229006-685,127,92,31,165.1,125.7,22.2,156.1,19.1,105.6
0229006-700,96,55,39,123.4,110.4,5.9,121.1,31.6,52.5
0229008-120,7,2,5,6.0,1.7,4.0,6.0,1.1,2.5
