GEOID10,Tot_2010_tot,Wh_2010_tot,Bl_2010_tot,Hisp_2010_tot,Nat_2010_tot,Oth_2010_tot,Asn_2010_tot,Pac_2010_tot,Bl+_2010_tot,Nat+_2010_tot,Asn+_2010_tot,Pac+_2010_tot,Tot_2010_vap,Wh_2010_vap,Bl_2010_vap,Hisp_2010_vap,Nat_2010_vap,Oth_2010_vap,Asn_2010_vap,Pac_2010_vap,Bl+_2010_vap,Nat+_2010_vap,Asn+_2010_vap,Pac+_2010_vap,Tot_2018_tot,Wh_2018_tot,Bl_2018_tot,Hisp_2018_tot,Nat_2018_tot,Oth_2018_tot,Asn_2018_tot,Pac_2018_tot,Bl+_2018_tot,Nat+_2018_tot,Asn+_2018_tot,Pac+_2018_tot
0900101-001,2510,1887,69,275,5,78,196,0,94,13,223,0,1935,1522,55,185,3,33,137,0,63,10,145,0,2309.0,1526.9,167.0,292.0,0.0,0.0,323.1,0.0,215.0,48.0,323.1,0.0
0900101-002,4823,4196,52,286,5,83,196,5,92,16,216,7,3633,3216,38,177,3,45,151,3,58,11,157,5,5309.4,4379.0,47.0,408.5,0.0,71.0,403.9,0.0,48.0,14.0,436.9,0.0
0900101-003,5223,4664,71,232,2,100,154,0,93,21,186,0,3999,3620,55,147,2,62,113,0,66,14,123,0,5945.1,5347.9,88.5,192.1,2.1,25.6,259.9,29.0,103.1,11.9,270.9,29.0
0900101-004,5144,4035,116,583,3,145,262,0,164,21,303,2,3985,3230,85,377,3,91,199,0,100,13,220,2,4919.5,3953.1,19.0,526.5,0.0,95.0,326.0,0.0,93.0,27.0,359.0,0.0
0900101-005,884,816,7,43,0,6,12,0,13,6,18,0,656,606,5,31,0,5,9,0,9,5,15,0,1053.4,884.9,123.8,15.7,2.9,19.2,7.0,0.0,142.9,16.9,7.0,0.0
0900101-006,7379,1742,2752,2463,22,142,256,2,3070,108,295,16,5831,1589,2065,1859,18,94,205,1,2240,79,232,10,7804.0,1131.0,2739.0,3456.0,0.0,64.0,414.0,0.0,2937.0,10.0,435.0,0.0
0900101-007,5270,622,2147,2310,17,120,53,1,2458,73,77,27,3832,559,1533,1613,17,68,42,0,1702,52,55,14,4875.6,394.0,1759.4,2490.8,15.8,171.0,30.6,14.0,2296.7,25.2,100.6,73.0
0900101-008,7843,280,4384,2915,30,174,56,4,4820,111,101,33,5470,242,3230,1835,14,105,41,3,3440,70,65,22,8817.8,370.9,4331.3,3542.1,14.2,153.3,406.0,0.0,4846.0,58.2,531.0,0.0
0900101-009,3168,437,1146,1446,2,80,56,1,1317,37,61,8,2278,386,791,1012,1,47,41,0,891,21,43,5,3491.0,287.0,1217.0,1871.0,0.0,67.0,49.0,0.0,1464.0,38.0,49.0,0.0
0900101-010,299,9,80,188,0,7,10,5,101,6,12,6,223,7,63,134,0,6,9,4,72,5,11,5,312.2,5.8,115.5,178.9,0.0,11.9,0.0,0.0,144.7,0.0,0.0,11.9
