GEOID10,Tot_2010_tot,Wh_2010_tot,Bl_2010_tot,Hisp_2010_tot,Nat_2010_tot,Oth_2010_tot,Asn_2010_tot,Pac_2010_tot,Bl+_2010_tot,Nat+_2010_tot,Asn+_2010_tot,Pac+_2010_tot,Tot_2010_vap,Wh_2010_vap,Bl_2010_vap,Hisp_2010_vap,Nat_2010_vap,Oth_2010_vap,Asn_2010_vap,Pac_2010_vap,Bl+_2010_vap,Nat+_2010_vap,Asn+_2010_vap,Pac+_2010_vap,Tot_2018_tot,Wh_2018_tot,Bl_2018_tot,Hisp_2018_tot,Nat_2018_tot,Oth_2018_tot,Asn_2018_tot,Pac_2018_tot,Bl+_2018_tot,Nat+_2018_tot,Asn+_2018_tot,Pac+_2018_tot
220011-1,1949,1800,69,49,4,26,0,1,87,15,1,2,1434,1340,45,35,3,10,0,1,49,9,0,2,2673.1,2552.7,90.3,18.4,0.0,11.6,0.0,0.0,90.9,11.6,0.0,0.1
220011-6,819,39,739,5,15,20,1,0,758,15,2,0,569,30,525,1,7,5,1,0,527,7,1,0,844.5,152.4,663.5,7.9,0.0,20.8,0.0,0.0,679.2,18.6,0.0,2.2
220011-7,1005,253,734,12,1,5,0,0,738,1,0,0,743,199,534,8,1,1,0,0,536,1,0,0,987.8,253.6,696.0,9.3,0.0,28.9,0.0,0.0,718.9,22.1,0.0,2.6
220011-8,1591,1196,315,29,7,40,4,0,349,16,6,0,1089,857,193,21,4,13,1,0,200,8,1,0,1681.9,1226.8,449.3,3.0,0.0,2.7,0.0,0.0,450.3,2.6,0.0,0.1
220011-9,1508,1412,51,31,1,12,1,0,65,2,2,0,1127,1062,39,19,1,5,1,0,45,2,2,0,1600.1,1297.6,283.5,0.6,5.7,7.1,5.7,0.0,290.2,6.8,5.7,0.1
220012-1,1800,1647,109,11,5,24,4,0,116,15,4,0,1297,1188,81,8,3,14,3,0,84,8,3,0,2273.4,1751.6,309.8,4.3,0.0,207.6,0.0,0.0,514.8,207.6,0.0,0.0
220012-2,947,934,4,5,0,4,0,0,5,0,0,0,692,684,1,4,0,3,0,0,1,0,0,0,814.6,772.5,22.5,16.6,0.0,3.0,0.0,0.0,25.5,0.0,0.0,0.0
220012-3,767,596,156,11,1,3,0,0,158,6,0,0,521,434,76,7,1,3,0,0,77,5,0,0,602.8,501.9,51.5,18.4,0.0,30.9,0.0,0.0,82.5,28.3,0.0,0.0
220012-4,1190,1115,42,15,3,14,1,0,52,8,1,0,843,794,27,13,2,6,1,0,29,7,1,0,1165.4,1134.0,28.1,1.6,0.0,1.6,0.0,0.0,29.7,0.0,0.0,0.0
220012-5,628,586,16,4,0,12,10,0,17,5,16,0,447,421,13,3,0,6,4,0,13,1,9,0,639.9,621.2,13.8,4.1,0.0,0.8,0.0,0.0,14.6,0.0,0.0,0.0
220013-1,1586,1139,378,23,4,39,3,0,401,10,3,0,1156,868,255,14,2,14,3,0,258,7,3,0,1502.4,1267.2,161.9,73.3,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0
220013-2,1341,1270,38,13,4,15,1,0,46,11,1,0,965,911,32,8,4,9,1,0,36,9,1,0,1045.2,1003.2,0.0,4.6,0.0,37.5,0.0,0.0,0.0,37.5,0.0,0.0
220013-4,869,141,714,5,3,5,1,0,717,4,2,0,619,106,503,4,2,3,1,0,504,3,2,0,717.3,227.9,475.7,13.7,0.0,0.0,0.0,0.0,489.3,0.0,0.0,0.0
220013-5,605,458,74,54,1,16,2,0,81,6,6,0,414,319,46,37,1,9,2,0,48,6,4,0,538.4,504.0,0.0,0.0,0.0,34.4,0.0,0.0,0.0,34.4,0.0,0.0
220013-6,596,454,112,22,3,5,0,0,114,7,1,0,419,326,76,10,3,4,0,0,77,5,1,0,517.6,346.2,148.3,4.3,0.0,18.8,0.0,0.0,152.6,18.8,0.0,0.0
220013-7,1632,1273,302,33,6,15,2,1,315,10,4,1,1119,941,144,23,4,5,1,1,148,6,2,1,1776.0,1225.6,348.7,55.4,0.0,146.4,0.0,0.0,496.7,129.7,0.0,0.0
220014-1,1229,1169,24,17,9,6,2,2,29,11,3,2,893,854,20,9,6,2,1,1,22,6,1,1,1205.7,1156.9,5.6,38.7,0.0,4.6,0.0,0.0,10.2,4.6,0.0,0.0
220014-2,1500,1367,96,12,6,19,0,0,105,11,1,0,1044,954,70,9,5,6,0,0,71,7,1,0,1584.0,1304.2,87.3,90.2,10.0,78.2,14.1,0.0,167.2,10.0,20.8,3.3
220014-3,278,261,6,7,0,4,0,0,9,1,0,0,196,184,4,7,0,1,0,0,4,1,0,0,324.9,316.1,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220014-4,1661,1616,18,13,6,7,1,0,19,12,2,0,1216,1188,9,9,5,5,0,0,9,8,0,0,1967.1,1946.2,0.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220014-5,1759,1694,1,33,7,23,1,0,2,14,3,0,1269,1231,0,21,3,13,1,0,0,5,3,0,1784.2,1732.1,1.5,49.2,0.0,1.5,0.0,0.0,2.9,1.5,0.0,0.0
220014-6,1105,1045,28,21,2,9,0,0,34,5,0,0,782,741,24,12,2,3,0,0,25,4,0,0,1025.0,948.1,17.7,38.6,2.0,15.8,2.9,0.0,33.8,2.0,4.2,0.7
220015-3,885,836,8,27,0,14,0,0,12,5,0,0,633,599,7,23,0,4,0,0,7,2,0,0,1004.7,972.0,16.6,0.2,0.0,15.9,0.0,0.0,29.9,2.5,0.0,0.0
220015-4,812,805,4,3,0,0,0,0,4,0,0,0,594,590,2,2,0,0,0,0,2,0,0,0,1038.4,1009.7,5.1,0.0,0.0,23.6,0.0,0.0,24.2,4.5,0.0,0.0
220015-5,370,351,13,4,1,1,0,0,14,1,0,0,275,262,9,3,1,0,0,0,9,1,0,0,300.1,292.0,1.4,0.0,0.0,6.7,0.0,0.0,8.1,0.0,0.0,0.0
220016-1,1891,330,1501,25,4,31,0,0,1540,22,2,0,1182,275,876,16,4,11,0,0,891,13,1,0,1642.9,359.9,1185.8,4.6,0.0,92.6,0.0,0.0,1268.1,0.0,0.0,0.0
220016-2,1012,926,60,6,3,9,8,0,68,3,8,0,808,755,39,4,1,1,8,0,40,1,8,0,969.1,808.3,109.4,38.0,0.0,13.0,0.4,0.0,109.4,13.0,0.4,0.0
220016-4,1465,1160,251,31,9,13,1,0,262,18,2,0,1071,860,176,20,8,6,1,0,180,12,2,0,1263.9,1017.9,221.5,17.3,0.0,6.9,0.2,0.0,221.5,6.9,0.2,0.0
220016-5,438,103,315,15,1,4,0,0,320,2,1,0,346,90,245,9,1,1,0,0,248,2,0,0,381.8,26.6,354.9,0.0,0.0,0.3,0.0,0.0,355.2,0.0,0.0,0.0
220016-6,547,47,488,4,3,4,1,0,494,8,2,0,427,37,381,4,2,2,1,0,386,4,1,0,402.1,25.4,376.5,0.0,0.0,0.2,0.0,0.0,376.7,0.0,0.0,0.0
220016-7,1263,1110,78,43,1,23,8,0,88,12,14,0,928,832,48,29,1,13,5,0,53,7,10,0,1759.5,964.9,348.8,419.8,0.0,0.0,16.0,10.0,348.8,0.0,16.0,10.0
220016-8,1734,1466,194,25,8,38,3,0,222,13,8,0,1209,1068,117,11,5,6,2,0,119,8,2,0,1502.3,1444.6,0.0,26.9,0.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0
220016-9,1037,898,71,60,1,5,2,0,81,5,3,1,782,680,43,54,1,2,2,0,50,5,3,1,897.8,597.2,65.0,235.6,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0
220017-2,857,779,50,17,1,2,8,0,50,1,9,0,630,573,39,14,0,0,4,0,39,0,4,0,988.8,978.9,9.9,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,0.0
220017-3,1902,1800,59,26,2,6,9,0,62,3,10,0,1394,1323,46,16,0,4,5,0,47,1,6,0,2172.0,1981.0,158.0,0.0,0.0,33.0,0.0,0.0,191.0,0.0,0.0,0.0
220017-4,1312,1243,26,34,0,7,2,0,31,1,2,0,971,925,20,22,0,2,2,0,21,0,2,0,1162.8,1100.3,0.0,2.2,0.0,60.3,0.0,0.0,0.0,60.3,0.0,0.0
220011-2A,790,469,276,18,1,24,2,0,310,3,3,0,547,352,178,10,1,4,2,0,188,3,3,0,973.8,671.5,296.5,0.0,0.0,5.8,0.0,0.0,302.3,0.0,0.0,0.0
220011-2B,750,665,59,19,0,5,2,0,64,1,2,0,560,510,39,8,0,1,2,0,40,1,2,0,920.6,862.7,43.7,0.6,0.0,13.5,0.0,0.0,57.2,0.0,0.0,0.0
220011-3A,977,901,52,11,0,8,5,0,58,2,5,0,773,724,36,6,0,3,4,0,38,2,4,0,644.1,420.3,185.3,6.6,0.0,32.0,0.0,0.0,213.0,15.5,0.0,1.8
220011-3B,894,616,257,5,0,15,1,0,268,2,2,0,672,490,173,5,0,3,1,0,174,2,2,0,1188.9,929.6,251.1,0.0,0.0,8.2,0.0,0.0,259.3,0.0,0.0,0.0
220011-4A,932,822,88,15,1,6,0,0,97,1,0,0,720,651,60,7,1,1,0,0,61,1,0,0,781.9,600.0,131.5,2.3,0.0,48.2,0.0,0.0,179.6,0.0,0.0,0.0
220011-4B,958,740,188,18,2,8,2,0,194,4,3,0,651,538,98,8,2,3,2,0,99,4,3,0,1150.8,877.5,224.4,0.0,0.0,48.8,0.0,0.0,273.2,0.0,0.0,0.0
220011-5A,659,561,69,13,2,11,3,0,76,6,4,1,505,442,48,10,0,4,1,0,49,3,2,0,589.6,450.1,73.7,16.9,0.0,48.8,0.0,0.0,81.2,41.3,0.0,0.0
220011-5B,694,311,343,20,1,19,0,0,360,9,1,1,509,257,231,12,1,8,0,0,236,4,1,1,717.2,527.5,131.6,10.1,0.0,48.0,0.0,0.0,154.9,24.7,0.0,0.0
220013-3A,1695,1321,265,62,7,39,1,0,294,15,6,0,1255,1015,169,50,6,14,1,0,177,13,2,0,1415.4,1121.9,234.4,59.1,0.0,0.0,0.0,0.0,234.4,0.0,0.0,0.0
220013-3B,983,648,308,18,0,8,0,1,316,0,1,1,759,529,216,13,0,1,0,0,217,0,1,0,1335.5,837.5,321.3,132.3,0.0,44.3,0.0,0.0,370.1,0.0,0.0,0.0
220015-1A,661,577,60,6,3,14,1,0,70,3,1,4,480,424,45,5,2,3,1,0,46,2,1,2,617.7,534.7,69.7,1.2,0.0,12.1,0.0,0.0,81.8,0.0,0.0,0.0
220015-1B,375,350,17,2,0,5,1,0,18,4,1,0,259,248,4,2,0,4,1,0,4,4,1,0,333.3,288.5,37.6,0.6,0.0,6.5,0.0,0.0,44.2,0.0,0.0,0.0
220015-2A,889,823,30,24,1,11,0,0,37,10,0,0,652,604,21,19,1,7,0,0,26,7,0,0,711.6,692.4,3.3,0.0,0.0,15.9,0.0,0.0,19.2,0.0,0.0,0.0
220015-2B,76,76,0,0,0,0,0,0,0,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,61.1,59.5,0.3,0.0,0.0,1.4,0.0,0.0,1.6,0.0,0.0,0.0
