GEOID10,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
220152-20,468.2,137.9,306.9,178.6,42.5,136.1,552,124,423
220152-16A,108.8,41.1,63.1,37.4,11.5,25.9,67,25,41
220154-11C,596.0,118.0,465.0,250.0,48.0,202.0,594,124,463
220153-2,467.0,138.0,328.0,242.0,84.0,158.0,458,154,298
220153-1,465.0,170.0,282.0,209.0,77.0,132.0,526,229,292
220154-3B,1183.0,186.0,963.0,471.0,103.0,368.0,972,214,745
2211942,428.0,87.0,328.0,183.0,48.0,135.0,435,108,322
221195,269.2,89.9,176.1,118.3,45.8,72.5,291,67,221
221192,628.6,136.9,486.7,236.1,45.4,190.6,717,154,552
2211911,527.5,32.6,491.4,244.4,29.1,215.2,542,54,477
221198,460.0,27.0,425.0,183.0,13.0,170.0,421,33,377
221197,240.0,15.0,220.0,96.0,13.0,83.0,241,20,216
221196,539.7,395.5,130.3,230.8,183.3,47.5,541,417,112
221197B,40.3,29.5,9.7,17.2,13.7,3.5,61,9,51
221193,164.4,110.1,54.3,58.9,32.6,26.4,147,74,71
221191,455.0,62.0,383.0,242.0,36.0,206.0,540,54,476
221194,299.8,287.1,5.9,142.7,140.2,2.5,305,296,6
2211912,493.0,267.0,220.0,342.0,216.0,126.0,484,267,213
220131-3,120.0,53.0,64.0,64.0,35.0,29.0,119,52,66
220811-1,443.0,78.0,351.0,213.0,55.0,158.0,424,91,323
220137-3,212.0,99.0,110.0,132.0,74.0,58.0,245,151,93
220694-5,170.0,10.0,153.0,54.0,4.0,50.0,119,17,98
220692-5,275.0,43.0,224.0,140.0,19.0,121.0,272,59,207
220137-4,457.0,251.0,197.0,283.0,165.0,118.0,530,303,226
221274-5,228.0,6.9,214.8,81.9,3.8,78.1,238,19,219
221274-4,134.0,4.1,126.2,48.1,2.2,45.9,146,7,134
2204925,704.7,196.3,501.7,292.4,99.0,193.4,881,201,672
221276-6,75.0,5.0,70.0,35.0,5.0,30.0,84,12,68
221276-5,23.8,1.2,22.3,11.1,0.7,10.4,22,1,21
221276-3,295.0,15.4,277.0,137.2,8.6,128.6,313,17,288
221277-7A,13.7,0.7,12.9,6.4,0.4,6.0,14,0,13
221276-4,11.5,0.6,10.8,5.4,0.3,5.0,6,0,6
220431-2,234.0,35.0,197.0,100.0,25.0,75.0,286,64,217
221273-3,262.0,28.0,225.0,126.0,15.0,111.0,257,47,202
221274-3,462.0,97.0,350.0,179.0,33.0,146.0,516,146,366
221274-2A,41.0,1.0,40.0,4.0,0.0,4.0,32,2,30
221274-2,106.0,4.0,101.0,34.0,2.0,32.0,94,6,88
221275-4,262.9,7.3,255.6,93.3,5.5,87.8,255,11,241
221275-5,171.1,4.7,166.4,60.7,3.6,57.2,156,16,139
221276-1,296.0,58.0,233.0,129.0,26.0,103.0,333,64,266
220431-3,411.0,42.0,365.0,156.0,16.0,140.0,429,40,371
221277-1A,172.0,20.0,148.0,62.0,5.0,57.0,172,22,150
221271-4,44.0,4.0,40.0,9.0,1.0,8.0,51,7,44
221273-2A,15.0,1.0,14.0,10.0,1.0,9.0,16,1,15
221273-2,258.6,14.6,239.4,123.4,8.2,115.1,286,24,257
221273-1,24.4,1.4,22.6,11.6,0.8,10.9,54,7,46
221275-1,122.0,1.0,120.0,39.0,0.0,39.0,121,0,117
221271-3,185.0,34.0,145.0,75.0,9.0,66.0,210,56,153
220694-4,481.0,226.0,245.0,208.0,87.0,121.0,445,247,190
220693-5,383.0,43.0,338.0,156.0,19.0,137.0,289,44,241
220694-1,229.0,115.0,105.0,93.0,49.0,44.0,193,111,81
220694-8,190.0,19.0,167.0,75.0,8.0,67.0,154,15,136
220691-9A,266.0,73.0,183.0,125.0,28.0,97.0,305,83,216
220692-7,253.0,213.0,34.0,137.0,104.0,33.0,288,249,31
220694-9,527.0,208.0,304.0,202.0,87.0,115.0,456,203,243
220694-2,286.0,284.0,0.0,119.0,119.0,0.0,324,323,0
220691-3,609.0,454.0,130.0,154.0,108.0,46.0,742,560,175
220691-4,614.6,518.3,70.8,162.8,147.5,15.3,570,480,87
220691-4B,106.4,89.7,12.2,28.2,25.5,2.7,173,156,16
220691-1A,181.0,71.0,102.0,85.0,42.0,43.0,520,417,99
220692-7A,35.0,16.0,19.0,21.0,18.0,3.0,63,36,27
220692-6,334.0,49.0,277.0,137.0,23.0,114.0,348,57,286
221271-5,242.0,186.0,53.0,91.0,75.0,16.0,241,192,44
220691-2,812.0,368.0,401.0,332.0,103.0,229.0,825,314,507
220691-11,961.0,378.0,536.0,445.0,199.0,246.0,1126,376,737
220691-12,443.0,121.0,293.0,259.0,77.0,182.0,447,80,363
220691-7,576.0,182.0,374.0,310.0,92.0,218.0,611,189,416
220693-6,417.0,21.0,388.0,182.0,18.0,164.0,356,39,308
220693-3,103.0,15.0,86.0,44.0,11.0,33.0,91,14,77
220691-10A,222.0,34.0,178.0,85.0,18.0,67.0,214,62,149
220693-7,84.0,64.0,19.0,26.0,20.0,6.0,105,86,18
220692-9,648.0,77.0,565.0,255.0,24.0,231.0,577,66,499
220691-10,605.0,101.0,481.0,267.0,50.0,217.0,608,80,509
220691-10B,324.0,57.0,261.0,167.0,35.0,132.0,429,57,364
220691-14,301.0,266.0,29.0,79.0,69.0,10.0,291,269,22
220691-9,364.0,52.0,295.0,200.0,43.0,157.0,420,66,350
220691-13,530.0,501.0,16.0,185.0,178.0,7.0,605,573,27
220691-5,204.0,201.0,1.0,58.0,57.0,1.0,251,236,15
220691-8,430.0,393.0,27.0,147.0,133.0,14.0,480,457,22
220691-1,436.0,354.0,69.0,147.0,116.0,31.0,237,88,144
220691-3A,79.0,28.0,41.0,48.0,24.0,24.0,75,26,48
220691-4A,137.0,85.0,37.0,4.0,3.0,1.0,169,112,54
220691-5A,226.0,217.0,7.0,59.0,59.0,0.0,270,260,9
220691-6,423.0,234.0,162.0,173.0,91.0,82.0,431,243,187
220692-8,498.0,427.0,63.0,223.0,199.0,24.0,497,433,61
220694-3,228.0,107.0,116.0,131.0,59.0,72.0,195,116,75
220431-1,248.0,68.0,170.0,126.0,35.0,91.0,303,98,192
220692-4,267.0,55.0,208.0,150.0,35.0,115.0,261,54,206
220133-5,54.0,17.0,37.0,31.0,10.0,21.0,58,16,42
220137-1,221.0,126.0,93.0,144.0,84.0,60.0,239,144,94
220136-3,452.0,85.0,356.0,196.0,55.0,141.0,402,131,270
220137-2,193.0,102.0,87.0,107.0,68.0,39.0,190,113,71
220136-4,230.0,23.0,203.0,117.0,27.0,90.0,216,30,179
220136-1,385.0,56.0,319.0,176.0,30.0,146.0,355,67,287
220692-2,147.0,30.0,115.0,80.0,20.0,60.0,144,35,104
220692-1,156.0,19.0,134.0,73.0,11.0,62.0,162,24,135
220811-2,232.0,17.0,206.0,104.0,24.0,80.0,253,38,212
220813-2,250.0,46.0,204.0,118.0,16.0,102.0,277,45,226
220136-2,236.0,4.0,229.0,116.0,16.0,100.0,213,14,199
220812-3,374.0,11.0,358.0,184.0,9.0,175.0,382,25,352
220817-1,126.0,43.0,79.0,70.0,28.0,42.0,162,58,99
220813-3,148.0,29.0,116.0,66.0,9.0,57.0,130,29,99
220133-4,76.0,40.0,32.0,31.0,18.0,13.0,90,50,40
220135-3,162.0,13.0,148.0,89.0,6.0,83.0,153,19,134
220134-2,68.0,5.0,62.0,41.0,5.0,36.0,69,4,65
2211938,175.0,19.0,152.0,94.0,12.0,82.0,164,25,138
220135-4,126.0,1.0,125.0,54.0,2.0,52.0,139,6,130
220692-3,262.0,9.0,251.0,137.0,4.0,133.0,230,9,216
221277-7,218.0,11.0,207.0,95.0,9.0,86.0,183,13,165
221277-2,236.0,5.0,229.0,171.0,5.0,166.0,204,11,188
220438-2,524.0,27.0,487.0,204.0,22.0,182.0,524,45,471
220432-3,500.3,34.4,451.6,186.8,13.2,173.6,497,54,422
220438-1,489.0,30.0,445.0,157.0,8.0,149.0,487,38,435
220437-1,227.0,13.0,205.0,117.0,6.0,111.0,217,18,197
220432-1,118.0,35.0,78.0,59.0,10.0,49.0,162,24,137
220432-2,271.6,26.6,233.1,135.7,10.8,124.9,308,47,248
220433-1,330.4,269.4,53.9,96.3,76.2,20.1,358,317,38
221277-5,195.2,23.3,170.5,55.0,12.0,43.0,198,29,169
221277-2A,81.8,9.7,71.5,23.0,5.0,18.0,113,8,105
221274-1,101.0,8.0,91.0,63.0,2.0,61.0,136,15,119
221277-1,111.0,52.0,58.0,42.0,33.0,9.0,119,60,58
221271-1,328.0,294.0,24.0,141.0,124.0,17.0,376,332,41
221272-3,419.0,324.0,82.0,154.0,122.0,32.0,535,426,103
221273-1B,167.0,90.0,75.0,84.0,42.0,42.0,183,111,66
221276-1A,150.0,59.0,90.0,34.0,16.0,18.0,170,56,111
221272-2,30.0,7.0,20.0,11.0,0.0,11.0,62,18,44
221272-1,146.0,107.0,37.0,59.0,50.0,9.0,179,123,56
221273-1A,143.0,70.0,67.0,59.0,26.0,33.0,170,64,104
221273-1C,12.0,3.0,9.0,4.0,1.0,3.0,17,6,10
220436-3,206.0,16.0,178.0,56.0,8.0,48.0,193,28,160
220438-3,177.0,6.0,168.0,62.0,3.0,59.0,140,13,127
220495A,94.0,3.0,89.0,25.0,0.0,25.0,62,4,57
220496,435.4,70.1,357.8,173.6,35.9,137.7,365,88,274
220495,315.6,176.9,133.2,160.4,102.1,58.3,338,202,131
2204918,121.2,24.2,92.2,41.9,8.8,33.1,148,7,141
2204919,210.2,42.9,159.0,72.8,15.8,57.0,192,62,127
2204913,441.4,223.8,214.1,153.4,84.5,68.8,452,231,216
220498,278.3,78.1,194.9,122.0,36.9,85.1,290,129,157
220498A,83.7,14.9,68.1,37.0,9.1,27.9,92,12,80
2204910,540.9,18.9,509.0,240.5,12.7,227.8,546,29,505
2204924,114.4,3.4,107.5,42.5,2.2,40.3,95,9,85
2204922,342.7,115.5,219.7,145.8,35.3,110.5,321,80,237
2204926A,38.1,1.1,35.8,14.2,0.7,13.4,32,11,21
2204919B,75.4,41.2,33.6,31.5,20.1,11.5,69,43,26
2204919A,77.6,67.0,9.8,39.8,37.6,2.3,72,53,19
2204920A,439.6,421.1,8.7,152.7,147.8,4.9,505,476,26
2204920,81.3,75.2,4.0,50.9,48.0,2.9,96,96,0
2204911,760.0,35.0,708.0,344.0,24.0,320.0,737,37,693
221275-3,279.0,37.0,236.0,132.0,24.0,108.0,257,52,199
221275-2,310.0,48.0,254.0,175.0,45.0,130.0,253,66,187
220492,505.0,10.0,478.0,238.0,9.0,229.0,502,21,474
220494,404.0,88.0,304.0,186.0,48.0,138.0,359,100,252
2206111-2,254.0,66.2,172.0,119.1,29.9,89.3,259,66,188
2206110-2,109.0,11.8,97.0,44.9,3.1,41.7,106,16,90
2204914A,81.6,2.2,77.9,17.6,1.5,16.2,74,5,69
220493,367.0,14.0,349.0,154.0,11.0,143.0,345,16,322
220491,95.0,3.0,92.0,40.0,1.0,39.0,99,8,91
2204917,162.3,67.9,90.3,79.8,40.8,39.1,207,45,162
2204915,165.0,45.0,112.0,72.0,25.0,47.0,173,49,120
2204916,139.0,129.0,6.0,80.0,79.0,1.0,200,199,1
2204917A,40.7,27.1,12.7,24.2,18.2,5.9,60,58,2
2207355,1329.0,132.0,1162.0,441.0,66.0,375.0,986,165,813
220499,277.0,143.0,129.0,136.0,78.0,58.0,341,174,162
220497,73.0,1.0,72.0,22.0,1.0,21.0,83,11,68
220271,694.0,231.0,456.0,283.0,69.0,214.0,619,237,378
2202710,173.0,143.0,28.0,71.0,63.0,8.0,154,141,12
2202711,170.0,72.0,93.0,100.0,46.0,54.0,185,101,84
220614-5,351.0,60.0,283.0,156.0,29.0,127.0,300,75,220
220613-4,501.0,125.0,361.0,205.0,59.0,146.0,470,154,305
220613-2,573.9,82.7,476.5,268.7,50.2,218.5,550,85,455
220613-3,373.0,92.0,267.0,132.0,37.0,95.0,375,77,297
2202722,521.1,170.1,341.1,194.9,69.4,125.5,254,114,136
2202731,109.9,35.9,71.9,41.1,14.6,26.5,427,118,305
2202741,115.2,25.2,90.0,59.4,10.2,49.2,95,31,63
2202742,333.8,40.8,289.0,143.6,23.8,119.8,261,48,212
2202796,56.0,27.0,24.0,24.0,6.0,18.0,70,29,41
220278,333.4,211.6,115.0,139.1,84.1,55.1,447,290,150
2202784,233.2,138.1,88.8,71.9,36.9,35.0,253,133,120
220275,514.0,197.0,301.0,235.0,97.0,138.0,482,238,240
2202794,9.3,8.3,0.9,4.2,3.8,0.4,14,1,13
2202787,244.7,219.7,25.0,110.8,100.2,10.6,297,275,20
2202785,133.5,107.3,23.2,49.0,31.1,17.9,151,108,43
2202792,269.0,34.0,229.0,187.0,22.0,165.0,363,45,316
2202781,135.0,39.0,96.0,92.0,26.0,66.0,136,37,99
220133-1,327.0,275.0,45.0,129.0,108.0,21.0,336,279,56
2202793,270.0,227.0,43.0,83.0,65.0,18.0,309,233,70
2211917,595.5,160.6,419.2,276.9,82.0,195.0,616,127,478
2211933,629.5,159.4,462.4,320.7,84.8,235.9,660,147,507
2211929,427.6,61.1,360.0,250.3,44.5,205.8,484,44,430
2211928,726.0,112.0,581.0,358.0,66.0,292.0,842,92,740
2211926,403.6,199.3,201.3,203.8,98.4,105.3,519,335,180
2211935,623.0,201.0,418.0,283.0,91.0,192.0,578,178,393
2211922,196.4,60.3,129.7,81.6,27.1,54.5,251,85,162
2211927,225.5,180.4,41.2,98.7,87.6,11.1,223,148,74
2211925,543.1,528.1,6.0,288.5,284.5,4.0,588,584,3
2211933A,16.9,16.9,0.0,6.5,6.5,0.0,4,4,0
2211936,181.0,10.0,166.0,75.0,9.0,66.0,155,26,126
220273,308.0,45.0,251.0,154.0,26.0,128.0,346,62,283
2211910,98.0,4.0,90.0,53.0,4.0,49.0,84,1,82
2202788,158.0,43.0,110.0,93.0,26.0,67.0,290,48,234
2202734,231.2,193.4,35.4,107.7,91.2,16.5,258,234,21
2202735,85.8,61.6,23.6,42.3,27.8,14.5,132,66,66
2202736,298.0,213.0,84.0,128.0,87.0,41.0,326,218,104
2202737,9.0,9.0,0.0,9.0,7.0,2.0,15,9,3
220277,738.0,163.0,558.0,411.0,90.0,321.0,698,162,525
220132-2,293.0,202.0,91.0,110.0,76.0,34.0,369,238,131
220132-1,327.0,320.0,5.0,122.0,121.0,1.0,313,305,8
2202751,150.0,52.0,96.0,81.0,32.0,49.0,138,41,97
220131-1,234.0,128.0,100.0,121.0,77.0,44.0,269,169,99
2202721,63.0,1.0,60.0,21.0,3.0,18.0,57,3,54
221114,691.0,148.0,531.0,338.0,77.0,261.0,706,183,509
221118,107.0,16.0,90.0,42.0,9.0,33.0,93,23,70
221115,406.1,101.0,293.2,171.6,33.9,137.7,368,76,290
221116,463.0,34.0,413.0,252.0,15.0,237.0,474,51,410
220614-1,320.0,38.0,275.0,133.0,12.0,121.0,315,74,240
220614-3,763.0,19.0,724.0,267.0,10.0,257.0,610,50,555
2211112,390.0,289.0,98.0,236.0,188.0,48.0,452,330,112
2211115,189.9,58.8,120.6,109.6,27.9,81.7,185,44,135
220615-3,791.9,77.7,688.5,307.8,32.7,275.1,780,72,701
220618-2,738.0,83.8,625.0,292.8,36.8,256.0,746,102,634
2211114,285.0,253.0,27.0,174.0,161.0,13.0,341,302,37
220613-5,294.1,30.3,248.5,163.2,20.8,142.5,242,26,216
220616-4,357.0,54.2,290.4,156.6,21.5,135.1,397,43,350
220616-1,855.3,230.8,554.7,353.4,98.6,254.8,1121,241,869
220614-4,519.0,51.0,453.0,229.0,24.0,205.0,404,40,357
220614-2,518.0,206.0,297.0,179.0,71.0,108.0,360,124,232
220616-3,109.4,13.7,91.1,57.4,14.6,42.8,77,7,70
220616-2,406.3,134.8,239.4,158.0,56.9,101.1,321,168,143
220611-3,172.0,132.0,26.0,29.0,26.0,3.0,163,138,23
2206112-1,848.0,417.5,347.6,370.2,218.8,151.3,871,390,469
220611-2,396.6,289.9,97.7,155.6,120.2,35.4,406,299,106
220611-1,358.2,347.1,4.5,154.9,152.4,2.5,744,740,2
220617-2,1505.5,316.0,1088.0,707.2,136.9,570.3,1468,308,1139
220617-1,338.9,63.5,259.7,192.8,36.7,156.1,398,63,333
220618-3,46.1,20.7,21.5,14.2,7.4,6.8,46,15,31
2206111-3,104.0,86.0,15.0,28.0,25.0,3.0,124,99,23
220616-5,53.0,13.0,25.0,7.0,3.0,4.0,36,11,20
2206112-2,15.0,6.0,9.0,2.0,2.0,0.0,91,38,48
220619-2,59.0,21.0,34.0,7.0,6.0,1.0,41,21,20
220619-3,23.0,12.0,10.0,4.0,1.0,3.0,90,44,42
221112,317.0,120.0,188.0,122.0,47.0,75.0,267,107,159
221113,539.9,408.0,117.8,188.4,145.1,43.3,578,462,115
2202791,65.0,9.0,52.0,30.0,1.0,29.0,64,3,61
221111,138.0,70.0,68.0,61.0,30.0,31.0,157,94,62
2211117,588.0,33.0,531.0,256.0,17.0,239.0,559,41,509
220615-2,732.0,45.0,669.0,294.0,12.0,282.0,578,48,521
2207353,1002.2,69.1,901.5,374.8,20.0,354.9,881,74,795
2211119,428.0,54.0,357.0,146.0,18.0,128.0,419,77,336
220615-4,548.0,54.0,473.0,222.0,29.0,193.0,450,43,405
2211116,379.0,65.0,306.0,175.0,34.0,141.0,348,78,264
221119,106.0,48.0,53.0,30.0,18.0,12.0,93,57,35
2211110,207.0,66.0,141.0,102.0,25.0,77.0,223,77,141
221117,348.7,39.5,302.7,206.6,21.8,184.8,387,70,313
2211111,635.3,249.6,368.6,315.4,125.3,190.1,641,257,376
2211113,42.0,23.0,19.0,33.0,23.0,10.0,51,38,13
220751-4,3.1,2.9,0.2,2.0,1.7,0.3,2,0,2
220751-3,490.9,456.1,30.8,322.0,274.3,47.7,503,466,34
220759-1,624.4,215.2,398.1,331.7,124.1,207.6,604,256,336
220759-3,112.6,19.0,89.0,57.8,8.0,49.8,113,28,83
220758-1,542.0,123.4,397.8,264.6,47.8,216.8,476,100,365
220757-1,367.7,91.0,263.0,184.1,52.4,131.7,472,164,291
220757-3,320.0,214.7,98.6,164.7,97.0,67.6,223,108,107
220756-2,104.0,65.0,39.0,65.0,44.2,20.7,220,136,79
220756-3,161.3,97.0,64.0,99.9,66.1,33.8,390,341,46
220756-1,528.9,423.8,96.8,269.7,183.6,86.1,397,299,90
22051248,531.0,71.0,449.0,186.0,24.0,162.0,573,94,462
2205710-7,169.0,27.0,132.0,44.0,6.0,38.0,157,63,82
2210963,307.6,32.8,270.1,106.9,14.5,92.4,282,66,200
2210973,544.0,45.0,479.0,174.0,13.0,161.0,521,110,395
2210125,1053.0,279.0,753.0,366.0,78.0,288.0,600,183,411
2210123,511.0,101.0,401.0,196.0,34.0,162.0,497,194,296
2204510-6,182.0,30.0,148.0,99.0,24.0,75.0,222,51,166
2205710-6,283.0,49.0,229.0,124.0,26.0,98.0,307,92,197
2205710-10,545.0,75.0,452.0,201.0,26.0,175.0,573,141,409
2205711-1,253.0,39.0,208.0,112.0,17.0,95.0,206,61,141
2210958,294.0,36.0,250.0,124.0,15.0,109.0,298,58,220
2210957,1049.0,104.0,904.0,415.0,52.0,363.0,924,166,717
2210962,205.5,23.2,178.9,71.1,10.5,60.6,226,49,163
2210954,196.0,49.0,141.0,56.0,9.0,47.0,173,65,100
220511-GI,585.0,74.0,493.0,227.0,30.0,197.0,572,139,391
220294-6,53.0,1.9,50.8,20.4,0.8,19.5,47,10,37
220295-5,447.0,16.1,428.2,171.6,7.1,164.5,357,23,328
221178-2,434.0,232.0,192.0,154.0,56.0,98.0,400,238,156
220259-1,61.0,1.0,60.0,31.0,3.0,28.0,87,9,74
220295-7,142.8,6.0,135.8,60.8,4.8,56.0,138,20,115
220295-6,451.2,19.0,429.2,192.2,15.2,177.0,420,26,387
221179-1,935.0,266.0,657.0,346.0,83.0,263.0,837,263,560
221173-3A,39.0,6.0,29.0,28.0,3.0,25.0,59,6,53
221173-3B,251.0,211.0,36.0,105.0,81.0,24.0,194,156,37
22103ZZZZZZ,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
22051247,621.0,99.0,515.0,227.0,30.0,197.0,583,156,412
2205710-2,493.0,58.0,417.0,196.0,28.0,168.0,465,80,373
2205710-5,334.0,30.0,293.0,104.0,10.0,94.0,416,85,313
220259-2,226.0,40.0,186.0,84.0,17.0,67.0,168,46,117
221171-1,984.0,80.0,877.0,407.0,25.0,382.0,822,62,745
221171-2,418.0,47.0,352.0,130.0,18.0,112.0,316,60,250
22103MD1,905.0,161.0,703.0,369.0,52.0,317.0,701,159,529
22103102,1564.0,198.0,1302.0,591.0,59.0,532.0,975,143,819
22051ZZZZZZ,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
22051199,878.0,352.0,499.0,353.0,144.0,209.0,771,265,493
220894-2,1249.0,99.0,1118.0,417.0,32.0,385.0,1034,109,908
220256-2,81.0,8.0,73.0,35.0,6.0,29.0,98,14,83
220599-5,70.0,0.0,68.0,23.0,1.0,22.0,73,4,67
22103201,932.0,281.0,625.0,404.0,110.0,294.0,803,278,510
22103104,1663.0,228.0,1358.0,712.0,91.0,621.0,1317,215,1091
2205124,1151.0,208.0,886.0,631.0,104.0,527.0,1198,152,1020
22051156,1160.0,1012.0,134.0,341.0,299.0,42.0,1116,926,184
22079N23,825.0,29.0,775.0,304.0,14.0,290.0,709,37,665
22103202,1017.0,130.0,843.0,528.0,64.0,464.0,895,148,725
22103F01,836.0,372.0,433.0,352.0,147.0,205.0,675,313,350
22103105,2090.0,288.0,1722.0,930.0,140.0,790.0,1323,208,1098
22103101,2007.0,268.0,1637.0,762.0,102.0,660.0,1420,240,1153
22103106,2433.0,304.0,2027.0,844.0,104.0,740.0,1352,185,1143
2205123,526.0,320.0,182.0,121.0,53.0,68.0,485,237,238
22051152,567.0,327.0,224.0,201.0,124.0,77.0,591,347,227
22051155,481.0,161.0,307.0,165.0,58.0,107.0,552,170,371
22051157A,1314.0,672.0,608.0,422.0,216.0,206.0,1276,600,648
2205173,928.0,241.0,642.0,385.0,84.0,301.0,620,131,480
2205174,832.0,313.0,480.0,333.0,90.0,243.0,882,277,590
22051125,1074.0,525.0,482.0,373.0,197.0,176.0,902,380,513
2205175,517.0,111.0,373.0,216.0,51.0,165.0,526,117,394
22051126,792.0,240.0,491.0,381.0,132.0,249.0,780,203,566
22051105,249.0,53.0,179.0,107.0,34.0,73.0,323,53,259
22103207,554.0,68.0,465.0,250.0,11.0,239.0,483,75,402
22103301,1719.0,222.0,1427.0,716.0,100.0,616.0,1427,203,1191
221254-2,177.0,21.0,154.0,102.0,16.0,86.0,147,28,119
221255-1,121.0,43.0,78.0,76.0,21.0,55.0,97,47,48
220374-1B,179.7,89.9,87.2,104.4,50.9,53.5,152,58,93
220373-2A,623.3,354.1,251.8,342.6,186.1,156.5,690,405,281
2210966,195.8,53.8,135.9,76.8,26.5,50.3,164,58,102
2210967,571.2,394.2,168.1,190.2,135.5,54.7,507,382,117
2210146,199.0,186.0,8.0,68.0,67.0,1.0,243,242,1
220373-1A,486.2,180.8,287.9,248.2,88.8,159.4,263,70,184
220373-1B,237.8,89.0,143.4,121.4,43.0,78.4,507,170,326
220373-1C,221.0,110.0,103.0,118.0,61.0,57.0,219,99,109
22105151,1164.0,103.0,1020.0,375.0,31.0,344.0,1005,117,864
2210135,465.0,98.0,356.0,119.0,17.0,102.0,434,150,271
2210134,608.0,84.0,503.0,249.0,21.0,228.0,677,95,569
2210133,460.0,35.0,416.0,213.0,10.0,203.0,341,48,287
2210124,847.0,113.0,719.0,302.0,44.0,258.0,777,180,586
220991-5,516.0,35.0,481.0,242.0,22.0,220.0,522,70,439
220371-2A,236.0,57.1,169.5,125.3,30.6,94.7,184,69,111
220371-3,644.0,155.9,462.5,341.7,83.4,258.3,571,148,417
22105124,789.0,90.0,686.0,249.0,31.0,218.0,494,54,435
2210574,864.0,236.0,590.0,328.0,90.0,238.0,775,274,486
2210571,880.0,362.0,495.0,379.0,148.0,231.0,807,303,487
22105149A,227.0,18.0,205.0,93.0,8.0,85.0,187,19,164
220079-1,1349.1,154.1,1172.4,487.3,57.9,429.4,1313,338,928
220991-2,156.0,18.0,132.0,88.0,14.0,74.0,109,26,75
2204511-3,536.0,169.0,354.0,257.0,56.0,201.0,570,193,370
220974-5,290.0,12.0,278.0,108.0,7.0,101.0,295,15,277
220998-3,1109.0,162.0,932.0,533.0,75.0,458.0,923,181,723
2204731,402.0,281.0,115.0,203.0,170.0,33.0,445,330,109
220332-32,1630.6,818.7,741.3,1005.8,534.7,471.1,1504,723,769
220332-21,1943.4,526.3,1327.7,1095.2,326.3,768.9,1486,368,1108
2206314,890.0,127.0,738.0,307.0,54.0,253.0,760,143,608
2206315,387.0,49.0,324.0,139.0,17.0,122.0,302,49,252
220078-1,1367.9,132.9,1210.6,448.7,48.1,400.6,1328,286,1006
220475,392.0,38.0,347.0,161.0,28.0,133.0,407,114,274
220973-5,884.0,96.0,777.0,339.0,35.0,304.0,833,159,657
220999-3,1289.0,331.0,942.0,645.0,167.0,478.0,1000,373,617
2204727,457.0,38.0,416.0,238.0,17.0,221.0,414,41,366
2204728,51.0,5.0,44.0,11.0,0.0,11.0,25,9,16
220332-5,618.0,360.0,229.0,315.0,203.0,112.0,418,264,153
2206320,254.0,23.0,224.0,72.0,9.0,63.0,235,28,201
2206319,1429.0,136.0,1267.0,358.0,37.0,321.0,1035,128,874
2206338,1183.0,401.0,749.0,363.0,133.0,230.0,1015,373,625
220474,675.0,55.0,607.0,288.0,33.0,255.0,625,63,548
220973-2,831.0,267.0,553.0,314.0,122.0,192.0,705,236,456
220999-1,686.0,111.0,563.0,356.0,60.0,296.0,578,139,430
220973-3,524.0,106.0,412.0,255.0,46.0,209.0,521,134,377
220972-9,296.0,92.0,201.0,114.0,38.0,76.0,284,121,157
220972-5,836.0,165.0,642.0,337.0,83.0,254.0,796,184,604
220972-4,1455.0,782.0,636.0,634.0,330.0,304.0,1500,849,630
220972-1,597.0,464.0,118.0,239.0,196.0,43.0,648,537,103
220013-1,736.0,176.0,535.0,325.0,92.0,233.0,764,234,516
220013-3A,851.0,136.0,696.0,365.0,59.0,306.0,829,198,621
220013-4,495.0,424.0,60.0,228.0,199.0,29.0,560,498,60
220476,127.0,109.0,12.0,57.0,47.0,10.0,152,142,10
2204722,1259.0,480.0,747.0,571.0,216.0,355.0,1203,477,714
221212-2,347.0,53.0,274.0,215.0,47.0,168.0,263,49,209
221217-1,433.0,133.0,282.0,279.0,80.0,199.0,313,99,209
221216-1,688.0,240.0,423.0,378.0,159.0,219.0,719,231,473
221216-2,183.0,116.0,65.0,110.0,68.0,42.0,242,162,77
2206321,1841.0,260.0,1495.0,564.0,77.0,487.0,1050,101,929
2204715B,213.0,75.0,131.0,105.0,33.0,72.0,252,90,160
2204720,330.0,170.0,138.0,125.0,59.0,66.0,388,187,192
2204710,1914.0,840.0,1000.0,875.0,424.0,451.0,1722,860,839
221211-1,2484.0,841.0,1557.0,1266.0,482.0,784.0,1773,545,1199
221212-3,293.0,30.0,253.0,187.0,13.0,174.0,261,21,240
221214-5,314.0,267.0,39.0,156.0,136.0,20.0,325,264,60
221214-4,637.0,571.0,61.0,283.0,259.0,24.0,542,484,53
2206323B,412.0,30.0,362.0,136.0,18.0,118.0,294,47,245
2206323A,1550.0,298.0,1191.0,450.0,97.0,353.0,1358,183,1151
2206323,886.0,53.0,797.0,345.0,23.0,322.0,977,85,868
2204714A,127.8,113.0,11.6,50.5,42.6,7.9,160,135,25
2204713B,148.2,131.0,13.4,58.5,49.4,9.1,144,133,11
2204715,574.0,550.0,4.0,254.0,250.0,4.0,623,619,3
