GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_acstot,Wh_2018_acstot,His_2018_acstot,BlC_2018_acstot,NatC_2018_acstot,AsnC_2018_acstot,PacC_2018_acstot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_acstot,Wh_2019_acstot,His_2019_acstot,BlC_2019_acstot,NatC_2019_acstot,AsnC_2019_acstot,PacC_2019_acstot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap,Tot_2020_acstot,Wh_2020_acstot,His_2020_acstot,BlC_2020_acstot,NatC_2020_acstot,AsnC_2020_acstot,PacC_2020_acstot,Tot_2020_cvap,Wh_2020_cvap,His_2020_cvap,BlC_2020_cvap,NatC_2020_cvap,AsnC_2020_cvap,PacC_2020_cvap,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_adjtot,Wh_2020_adjtot,His_2020_adjtot,BlC_2020_adjtot,NatC_2020_adjtot,AsnC_2020_adjtot,PacC_2020_adjtot,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
2451011-002,653,304,21,269,11,61,1,645,302,21,262,10,59,1,784,445,59,186,44,81,0,661,372,54,173,44,45,0,867,443,75,268,52,66,0,760,381,67,255,50,38,0,746,362,118,234,28,32,0,685,224,145,265,80,16,0,760,241,71,331,21,122,1,723,232,59,314,21,120,1,762,241,71,331,21,121,1,723,232,59,271,104,1,0,3,53
2451012-012,1751,453,27,1221,22,54,3,1485,447,26,967,19,47,2,2275,764,84,1280,0,155,5,1905,740,65,1010,0,85,0,2190,796,98,1160,0,116,4,1875,745,80,985,0,60,0,2435,820,98,1229,0,246,8,1951,798,93,900,0,149,2,2293,731,154,1293,69,117,2,1999,706,127,1060,57,98,1,2294,732,153,1265,63,116,1,1999,706,127,976,78,4,0,5,103
2451027-013,4565,1069,173,3317,53,37,5,3409,915,118,2367,32,26,5,4058,909,129,3021,0,22,11,3192,776,95,2301,0,8,0,3779,873,107,2808,0,13,10,2967,736,80,2152,0,4,0,3954,1027,107,2820,1,9,9,2825,864,69,1892,0,0,0,4573,803,232,3431,78,82,12,3505,698,148,2563,56,69,10,4609,803,232,3443,74,80,12,3505,698,148,2468,41,9,0,29,112
2401917-001,216,175,1,39,1,1,0,173,141,1,29,1,1,0,189,119,2,66,0,0,0,146,106,1,43,0,0,0,189,110,2,75,0,0,0,150,100,1,49,0,0,0,170,113,1,50,0,5,0,119,70,0,42,0,0,0,206,131,19,45,10,8,1,166,99,15,40,8,5,0,206,131,19,45,10,8,1,166,99,15,40,3,2,0,0,7
2401917-002,42,34,0,7,0,0,0,33,28,0,5,0,0,0,37,24,0,14,0,0,0,29,21,0,9,0,0,0,38,21,0,16,0,0,0,30,19,0,11,0,0,0,40,24,0,14,0,2,0,26,24,0,2,0,0,0,45,43,0,2,0,0,0,35,33,0,2,0,0,0,45,43,0,2,0,0,0,35,33,0,2,0,0,0,0,0
2401904-001,263,237,7,12,6,2,0,232,207,6,12,6,2,0,305,294,2,6,2,1,0,243,235,0,3,2,1,0,274,260,2,8,2,0,0,216,210,0,3,1,0,0,175,165,1,8,1,0,0,159,152,0,5,1,0,0,208,192,1,7,5,4,0,184,171,1,5,5,2,0,208,192,1,7,5,4,0,184,171,1,5,2,0,0,0,5
2401905-001,324,295,6,23,4,2,0,271,247,4,19,4,1,0,302,294,0,2,6,4,0,251,243,0,2,5,2,0,253,247,0,4,3,4,0,216,211,0,2,2,2,0,207,201,0,2,0,5,0,175,164,0,3,0,3,0,263,233,0,12,12,6,0,217,191,0,12,9,5,0,263,233,0,12,12,6,0,217,191,0,11,5,2,0,0,8
2400303-021,3658,3012,151,363,46,120,8,2683,2255,98,237,31,81,4,3795,3229,177,288,42,69,0,2836,2513,80,159,30,55,0,3517,2857,227,331,88,52,27,2594,2268,110,126,50,15,0,3229,2532,285,321,46,107,20,2308,1985,116,140,0,46,0,3662,2891,157,370,81,130,1,2758,2245,101,251,44,90,0,3669,2895,157,380,81,134,1,2758,2245,101,222,71,2,0,11,106
2403113-067,2308,1155,318,756,33,105,3,1765,899,221,588,24,67,3,2450,1459,327,599,27,138,0,1622,1059,169,292,13,86,0,2307,1328,369,542,28,131,0,1485,969,152,269,7,83,0,2212,1257,380,460,22,160,0,1372,823,166,222,7,110,0,2451,1261,393,630,56,151,1,1822,949,280,488,38,93,1,2454,1261,393,633,56,150,1,1822,949,280,415,71,0,1,13,93
2403110-005,3080,2159,163,112,5,634,1,2274,1625,107,71,5,462,1,3002,1853,245,78,0,852,0,2123,1440,76,41,0,567,0,3196,1781,323,68,0,937,0,2264,1373,136,25,0,726,0,3730,1843,954,30,44,764,0,2361,1329,426,13,55,553,0,3212,1870,178,140,20,986,1,2415,1470,126,96,12,686,1,3212,1870,178,140,20,986,1,2415,1470,126,74,650,0,0,18,77
2403102-002,6263,2537,884,1476,63,1409,5,4429,1913,607,938,38,984,4,6567,2210,957,2148,0,1425,0,3605,1502,415,1086,0,605,0,6818,2103,1108,2187,0,1625,0,3883,1505,477,1258,0,648,0,7450,2037,1205,2506,0,1986,0,4538,1495,464,1382,0,1189,0,6818,2116,1069,1825,152,1821,15,4889,1674,743,1168,109,1293,5,6819,2117,1069,1830,146,1826,15,4889,1674,743,1044,1230,6,0,12,180
2403104-017,2814,1939,252,170,9,445,2,2490,1774,199,142,9,369,2,3931,2842,222,340,16,490,0,2800,2169,134,251,1,235,0,3831,2561,231,478,30,538,0,2868,2036,134,371,15,294,0,4447,2496,191,752,23,913,0,3086,2128,140,522,22,314,0,4835,2980,400,549,31,828,13,4227,2698,338,449,23,685,7,4836,2980,400,551,31,827,12,4227,2698,338,391,606,2,3,19,170
2403104-010,3782,2778,265,230,27,504,12,3257,2452,215,174,15,404,10,4800,2752,395,740,18,944,0,3485,2354,241,362,0,542,0,4504,2526,451,680,28,884,0,3365,2189,281,381,0,513,0,4341,2578,409,650,36,735,0,3253,2291,254,278,0,431,0,4460,2579,539,474,41,762,21,3689,2247,416,349,32,576,18,4460,2579,539,474,41,762,21,3689,2247,416,295,502,11,11,36,171
2403108-012,3850,2471,241,516,14,622,1,2576,1661,153,321,11,434,1,4451,3003,277,323,93,768,0,3288,2264,164,259,45,556,0,4367,2770,300,438,169,703,0,3185,2103,167,362,49,514,0,4115,2503,277,538,101,695,0,2932,1838,110,398,59,504,0,4195,2318,343,706,55,799,6,3124,1806,221,492,39,572,5,4196,2318,343,699,49,799,5,3124,1806,221,453,526,2,1,6,109
2403109-025,3508,1257,482,628,36,1164,3,2500,933,335,412,27,825,3,3581,840,754,889,68,1221,8,2403,755,365,474,0,810,0,3654,773,782,879,69,1344,10,2516,691,353,449,0,1018,0,3503,586,636,980,1,1371,10,2453,539,301,520,0,1073,0,3313,892,585,702,64,1104,5,2615,741,440,493,42,914,3,3315,892,586,705,63,1108,4,2615,741,440,441,853,10,1,19,110
2403113-003,2678,2116,155,270,30,152,1,2029,1652,100,191,20,96,0,3033,1972,391,615,41,108,5,2025,1545,166,267,0,31,5,3054,2037,296,635,39,138,4,2104,1640,114,287,0,38,5,2935,2002,273,474,4,188,3,2103,1763,85,173,0,77,3,2840,2073,260,300,48,167,10,2258,1731,177,205,38,110,8,2840,2073,260,300,48,167,10,2258,1731,177,177,89,0,3,6,75
2400503-001,4491,580,80,3799,43,46,5,3654,569,48,3008,25,37,1,4579,372,184,3888,45,61,159,3541,372,32,3080,15,26,0,4615,433,131,3932,8,78,117,3640,429,24,3121,0,52,0,4555,485,273,3805,5,77,107,3507,524,15,2907,3,57,0,4595,381,199,3937,97,89,29,3791,365,123,3245,74,62,22,4616,382,199,3927,92,86,26,3791,365,123,3108,36,12,2,17,128
2400515-016,3995,3000,198,626,74,102,4,3144,2489,123,392,61,78,2,3751,2779,156,693,38,11,46,2841,2240,58,497,40,11,0,3693,2545,121,906,26,10,51,2857,2124,62,643,25,9,0,4209,2978,179,962,26,13,42,2983,2505,91,359,25,8,0,4072,2490,411,970,114,130,10,3149,2099,249,629,87,94,7,4087,2499,411,979,109,128,10,3149,2099,249,548,64,25,3,16,145
2400501-001,6227,956,308,4845,73,181,7,4619,871,201,3434,53,150,6,5682,861,264,4215,124,256,35,4411,734,85,3262,114,198,4,5908,1015,260,4180,132,300,127,4602,889,24,3309,120,240,25,6475,1122,458,4678,44,187,168,4640,826,73,3530,43,149,20,6233,732,636,4574,126,263,13,4831,662,426,3478,110,226,6,6268,733,636,4597,111,262,13,4831,662,426,3337,198,10,1,38,159
2400501-005,5730,1610,460,3319,44,409,7,4435,1415,303,2437,35,319,7,5373,1202,628,2969,54,471,0,4165,1064,440,2322,54,297,0,5666,1266,584,3298,59,461,0,4209,1099,180,2589,60,305,0,5722,1059,570,3626,28,507,0,3983,1045,63,2541,33,306,0,5880,1138,808,3100,136,805,14,4683,1020,555,2471,87,609,10,5907,1141,810,3095,121,808,13,4683,1020,555,2346,572,2,3,32,153
2400511-003,5025,4794,70,64,18,76,0,4029,3873,41,50,16,47,0,5071,4898,76,34,0,60,0,4145,4053,41,15,0,31,0,5096,4942,56,36,0,61,0,4189,4108,29,15,0,41,0,5291,5177,35,38,0,42,0,4393,4332,24,20,0,21,0,5021,4567,166,82,65,100,18,4150,3827,110,61,44,62,12,5024,4570,166,85,66,103,18,4150,3827,110,46,46,5,8,11,97
2400515-022,4349,4087,58,114,72,32,2,3508,3315,38,89,47,23,1,4119,3576,134,380,105,21,0,3273,2899,111,194,41,22,0,3987,3671,74,243,63,24,0,3190,2947,75,137,11,23,0,3963,3693,66,200,61,29,0,3119,2907,68,117,12,44,0,4542,4001,132,155,167,68,6,3611,3247,65,110,116,46,4,4559,4016,132,155,167,68,6,3611,3247,65,80,30,9,1,17,162
2400513-003,4114,3552,92,331,18,124,12,3240,2835,70,232,15,96,8,4640,3964,39,309,15,312,0,3570,3174,9,141,15,224,0,4522,3971,58,207,2,290,0,3425,3140,23,114,2,143,0,4338,3705,233,107,2,293,0,3338,2827,207,176,1,105,0,4153,3039,165,514,111,325,4,3254,2472,140,326,79,239,4,4157,3042,165,518,110,326,4,3254,2472,140,263,202,2,0,15,160
2400515-019,4113,3802,57,191,30,44,3,3443,3220,46,132,26,30,2,4550,3826,72,596,28,36,0,3805,3343,61,350,15,20,0,4768,3926,76,684,29,60,25,3989,3443,65,400,10,30,0,4754,3769,91,734,39,90,20,3945,3390,81,407,12,22,0,4541,3717,128,541,81,78,2,3841,3265,81,369,56,52,2,4550,3726,128,548,83,78,2,3841,3265,81,332,38,12,0,18,95
2451027-064,2505,1873,73,432,10,120,4,1686,1204,51,337,8,89,3,3029,1323,495,997,28,186,0,1925,975,85,750,30,90,0,2818,1206,628,726,25,233,0,1655,925,90,510,25,105,0,2451,1254,176,876,14,131,0,1410,861,45,450,15,41,0,2604,1823,87,492,14,104,1,1832,1223,63,400,13,81,0,2607,1823,87,495,14,104,1,1832,1223,63,368,66,1,0,54,57
2451027-063,2650,1206,52,1382,15,23,5,1887,758,39,1078,12,19,5,2387,1342,1,1033,5,11,0,1760,895,0,865,5,0,0,2657,1408,1,1158,6,4,0,1873,972,0,897,5,3,0,2733,1453,1,1077,3,69,0,1917,936,0,869,0,31,0,2614,1313,82,1094,25,71,7,1879,799,52,934,21,60,5,2616,1313,82,1094,25,70,7,1879,799,52,903,39,2,1,31,52
2403113-058,5773,2708,1391,1059,114,635,10,4504,2214,975,824,81,496,8,5811,2662,1468,1234,19,737,11,3527,2083,414,589,0,446,10,5690,2651,1311,1305,0,762,12,3585,2091,436,604,0,437,10,5606,2606,1418,1065,21,657,9,3628,1955,612,626,0,441,5,6207,2690,1622,1198,166,662,14,4773,2180,1108,949,132,493,13,6212,2692,1623,1212,152,664,14,4773,2180,1108,839,444,7,5,29,161
2403104-002,4148,2656,324,375,29,815,13,3271,2192,216,257,20,614,9,4416,2658,408,268,6,1060,5,3278,2188,187,158,5,735,0,4506,2643,470,325,6,1068,6,3315,2179,245,209,5,683,0,4296,2438,520,328,9,1044,0,3255,2132,240,264,16,634,0,4717,2608,480,543,54,1059,5,3772,2197,317,412,40,809,5,4720,2608,480,544,47,1060,5,3772,2197,317,339,748,1,0,22,148
2403104-003,5800,3718,476,588,30,1034,6,4676,3053,364,448,25,811,4,6179,3455,551,652,11,1679,3,4305,2725,240,429,0,882,0,6438,3717,586,618,0,1496,4,4498,2859,298,411,0,900,0,6472,3875,520,539,0,1441,7,4682,3161,240,341,0,924,0,6511,3647,689,742,96,1355,16,5325,3063,506,594,69,1093,13,6513,3647,689,741,91,1362,16,5325,3063,506,498,998,8,4,35,213
2403113-059,2412,1246,520,420,25,243,7,1914,1024,381,333,19,180,6,2903,1219,466,890,23,367,18,1967,1005,244,509,15,171,0,2811,1257,407,871,29,303,18,1975,1023,190,569,20,150,0,2788,1526,292,624,42,292,17,2092,1265,114,539,34,146,0,2950,1251,584,800,63,323,2,2336,1011,402,662,42,260,2,2954,1252,585,810,60,327,1,2336,1011,402,592,221,0,0,15,95
2400301-017,2410,1774,148,356,40,103,0,1823,1402,81,238,31,74,0,2592,1691,135,611,58,94,0,1838,1361,68,326,58,30,0,2669,1714,132,683,62,72,0,1868,1381,62,347,63,20,0,2671,1690,200,638,13,117,0,1854,1378,78,378,10,24,0,2537,1403,340,639,71,97,7,1852,1133,221,385,49,68,6,2550,1412,341,643,71,99,7,1852,1133,221,334,58,3,6,9,88
2402307-001,2446,2378,21,17,10,17,1,1919,1873,15,9,9,11,0,2231,2123,28,70,12,11,0,1851,1792,15,38,1,1,0,2198,2092,31,66,9,11,0,1817,1761,18,32,1,5,0,2748,2647,28,50,8,17,0,2141,2084,17,30,6,6,0,2403,2292,26,30,25,14,4,1946,1863,22,16,18,9,3,2409,2298,26,30,26,14,4,1946,1863,22,9,4,5,0,3,40
2402314-001,2954,2896,21,15,12,13,0,2397,2358,14,8,11,8,0,3038,2894,45,68,67,16,12,2565,2471,29,40,26,2,0,3077,2950,58,61,55,6,12,2644,2552,42,36,21,2,0,3258,3127,48,66,50,23,10,2794,2693,27,45,4,20,0,2838,2717,29,33,29,25,10,2385,2290,18,25,25,21,10,2842,2720,29,34,29,25,9,2385,2290,18,16,7,0,0,0,54
2402306-001,2188,2037,24,110,8,14,1,1811,1677,18,102,8,11,1,2278,2093,71,80,30,29,1,1951,1823,43,70,12,0,0,2366,2161,70,97,25,32,0,2068,1922,52,84,7,0,0,2454,2170,106,152,60,19,0,2141,1915,58,141,26,0,0,2298,2033,62,123,45,38,7,1923,1702,43,112,37,29,6,2301,2036,62,123,45,38,7,1923,1702,43,95,19,6,0,6,52
2403107-028,2472,1893,162,69,13,339,2,1765,1361,110,50,8,239,2,2306,1723,77,21,2,486,0,1556,1216,56,12,2,264,0,2435,1894,94,32,0,417,0,1658,1302,54,13,0,286,0,2587,1753,82,58,0,645,0,1626,1176,50,15,0,378,0,2569,1688,241,113,28,501,3,1879,1292,151,73,18,333,2,2570,1688,241,115,28,502,3,1879,1292,151,60,313,3,0,2,58
2403110-003,3102,2274,250,136,5,444,7,2323,1724,176,98,3,324,6,3378,2139,359,108,0,795,13,2209,1569,168,36,0,434,0,3378,2098,410,113,0,762,10,2147,1520,157,52,0,416,0,3319,1964,373,252,7,717,11,2006,1369,117,79,7,432,0,3419,2106,256,229,36,778,6,2562,1681,168,138,22,530,5,3419,2106,256,229,36,778,6,2562,1681,168,107,496,3,0,16,91
2403107-012,3712,3133,191,65,8,322,2,2602,2240,111,38,5,211,1,3477,2874,189,14,0,402,0,2243,1980,134,14,1,121,0,3456,2966,191,38,1,255,1,2233,1970,123,26,1,107,0,3702,2871,214,278,70,341,0,2514,2047,129,213,8,149,0,3856,2849,298,108,59,514,4,2792,2153,196,74,37,325,4,3856,2849,298,108,59,514,4,2792,2153,196,44,297,5,0,10,87
2404707-001,7205,6408,417,240,40,111,4,6559,5942,323,175,35,94,2,7086,6349,402,222,93,55,0,6334,5914,137,165,89,54,0,7001,6230,436,281,56,41,0,6149,5819,86,170,60,39,0,7062,6335,506,138,89,48,0,6032,5755,43,108,92,44,0,6918,5991,412,207,130,169,6,6271,5557,295,163,91,139,2,6934,6003,414,210,128,169,5,6271,5557,295,125,101,10,0,11,172
24047ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404704-001,3314,2808,49,395,35,40,0,2629,2271,31,290,21,26,0,3475,2587,208,622,25,40,0,2637,2155,60,398,21,5,0,3536,2592,235,625,47,41,0,2710,2183,82,400,46,5,0,3274,2506,72,630,22,46,0,2483,2203,16,214,41,9,0,3235,2705,98,329,51,47,2,2603,2218,62,257,41,28,1,3244,2709,98,335,51,47,2,2603,2218,62,221,22,5,1,4,70
2404704-003,590,484,21,73,6,10,1,469,391,13,55,6,6,0,616,563,10,43,1,0,0,478,449,4,27,1,0,0,582,520,6,49,8,1,0,415,377,3,28,8,1,0,513,443,8,58,5,2,0,372,325,10,19,0,7,0,588,502,26,30,9,15,2,477,409,23,20,8,11,2,593,506,26,33,10,15,2,477,409,23,19,9,2,0,2,13
2404702-002,2149,1058,58,1022,12,22,1,1700,850,43,787,10,14,1,2042,1136,66,833,4,4,0,1558,947,15,588,3,3,0,2094,1183,72,840,5,0,0,1607,969,12,624,4,0,0,2006,1158,59,783,4,0,0,1521,680,12,816,2,0,0,1967,814,85,1019,28,25,3,1584,680,72,793,20,15,1,1982,816,86,1033,28,25,3,1584,680,72,764,14,4,0,5,45
2404702-005,2781,1393,178,1145,35,42,5,2064,1081,119,819,22,30,1,2834,1543,105,1171,0,23,0,2091,1171,35,870,0,17,0,2786,1697,79,981,6,24,0,2105,1298,37,745,6,19,0,3006,1884,141,968,3,7,0,2086,1219,33,742,6,3,0,2961,1564,243,1092,31,32,1,2138,1171,146,765,26,26,0,2978,1566,244,1109,29,31,1,2138,1171,146,732,21,2,0,14,52
2404701-001,6125,3462,138,2402,71,100,3,4602,2779,80,1666,43,67,1,5649,3270,140,2136,53,101,0,4331,2628,64,1539,43,67,0,5591,3217,126,2184,30,77,0,4388,2608,60,1690,20,39,0,5804,3333,113,2299,33,87,0,4660,2882,44,1659,29,63,0,6053,3325,244,2240,161,129,5,4663,2720,144,1614,120,94,5,6082,3329,244,2264,158,127,5,4663,2720,144,1524,74,18,0,17,166
2400301-018,4178,2505,161,1328,53,182,5,3468,2157,116,1044,37,138,5,4494,2388,690,1197,0,230,0,3725,2180,380,1025,0,145,0,4390,2287,699,1231,8,172,0,3435,2070,300,955,10,105,0,4099,2527,412,1049,8,112,0,3264,2158,239,802,7,65,0,4257,2099,425,1446,108,236,10,3504,1816,295,1159,80,192,6,4267,2103,426,1441,103,237,10,3504,1816,295,1072,158,3,3,10,147
2400301-009,2800,2376,93,216,25,109,1,2177,1913,51,131,18,74,0,3090,2619,53,238,50,154,0,2329,2018,26,213,52,51,0,3141,2606,63,263,52,180,0,2362,1997,21,266,56,57,0,3000,2376,291,191,14,128,0,2235,1759,252,185,16,36,0,2737,1986,191,328,39,184,7,2189,1640,128,242,36,137,7,2742,1989,191,331,37,185,7,2189,1640,128,219,103,1,4,5,89
2403103-002,2800,2305,224,190,30,79,4,2105,1790,147,116,21,45,2,2901,2194,493,76,31,100,0,1956,1633,143,74,17,90,0,3057,2310,382,95,36,239,0,2069,1756,106,78,20,107,0,3222,2390,494,127,18,181,0,2177,1774,182,89,21,70,0,3304,2299,383,270,62,283,5,2448,1812,226,157,40,189,3,3308,2300,383,277,63,285,5,2448,1812,226,130,159,0,0,18,103
2403103-001,3495,2900,213,274,33,90,6,2555,2161,142,178,21,60,4,3779,3061,114,396,75,141,0,2744,2217,47,381,18,85,0,3681,2941,169,367,97,122,0,2686,2139,119,332,25,73,0,3249,2677,154,328,0,83,0,2473,2098,97,291,0,27,0,3892,2886,330,276,81,296,4,2942,2269,229,185,53,171,3,3892,2886,330,276,81,296,4,2942,2269,229,161,148,11,0,17,107
2403113-006,3166,2155,262,591,35,161,14,2481,1675,185,517,25,108,7,3322,1947,300,856,45,245,41,2152,1459,114,440,21,73,0,3541,2093,374,800,60,281,54,2184,1554,124,351,26,81,0,3350,1944,326,760,45,273,43,2195,1699,61,367,17,98,0,3356,2156,304,628,67,204,6,2625,1716,214,529,44,122,6,3359,2158,304,632,66,205,6,2625,1716,214,464,68,1,1,8,153
2403105-023,6977,1184,631,3830,73,1415,6,4972,1012,443,2474,39,1078,6,8934,1473,1102,4896,19,1432,0,5274,1118,662,2641,18,847,0,8927,1672,776,4995,25,1441,0,5341,1292,485,2625,22,875,0,9916,1392,935,4709,36,2816,0,5860,890,762,2405,24,1712,0,8319,937,979,5061,131,1500,18,6199,817,684,3562,98,1209,14,8325,938,979,4990,120,1495,18,6199,817,684,3344,1137,13,1,32,171
2403105-018,2276,1322,245,376,23,345,3,1750,1076,150,274,14,260,1,2668,1146,342,664,59,540,0,1837,869,167,391,41,357,0,2640,1187,459,561,6,495,0,1772,890,229,317,7,320,0,2112,923,349,373,7,563,0,1527,928,173,90,19,361,0,2398,1124,419,389,69,428,9,1934,987,277,293,52,330,8,2399,1124,419,391,66,428,9,1934,987,277,249,304,11,4,24,78
2403113-036,5583,1200,2692,662,78,1091,85,4275,1043,1885,501,59,877,83,5543,1225,2834,528,98,1017,46,2903,1038,1023,379,14,433,4,5466,1123,2602,697,90,1091,19,3152,993,963,569,19,613,4,5229,1149,2549,896,59,1025,18,3339,983,1269,480,18,602,0,5871,837,3312,705,239,1018,22,4437,718,2342,528,171,837,16,5876,837,3315,711,219,1030,20,4437,718,2342,437,792,10,0,29,109
2403113-025,6614,1364,2769,1712,106,841,15,4940,1178,2000,1131,78,671,12,6603,1131,2571,1892,44,943,0,3214,919,730,984,35,547,0,6655,1017,2778,1752,45,1065,0,3186,832,787,986,35,563,0,6644,1043,2905,1791,13,903,0,3379,856,997,1054,4,477,0,6694,1056,2911,1913,182,800,11,5085,914,2184,1295,146,660,8,6704,1057,2916,1912,157,808,11,5085,914,2184,1214,614,14,3,33,109
2403113-034,3391,2535,318,264,31,263,3,2505,1912,222,186,14,175,3,3535,2403,572,368,8,244,21,2394,1744,277,239,6,113,0,3388,2207,579,378,13,258,21,2225,1580,257,249,12,118,0,3281,1987,518,423,17,403,19,2055,1383,231,222,3,169,0,3224,2052,484,323,69,334,7,2330,1535,340,215,49,217,7,3225,2052,485,325,67,339,7,2330,1535,340,170,193,2,1,10,79
2403107-002,2427,2246,73,28,7,68,0,1749,1623,57,17,6,44,0,2509,2243,125,42,9,79,4,1720,1605,31,26,0,50,4,2497,2243,120,39,15,74,6,1715,1604,28,23,4,48,4,2405,2177,79,33,16,100,3,1717,1643,19,7,4,30,0,2588,2269,125,40,11,120,5,1880,1717,61,28,9,52,3,2588,2269,125,40,11,120,5,1880,1717,61,8,38,1,0,4,51
2403107-026,5793,4177,476,374,30,749,15,5364,3914,425,333,29,663,11,6024,4669,434,238,0,645,0,4330,3596,264,217,0,246,0,6108,4381,592,216,94,885,15,4576,3545,353,220,0,435,0,5629,3906,690,291,96,706,19,4616,3420,492,295,10,385,0,6617,4340,670,496,51,985,8,5980,4019,577,419,28,854,5,6618,4341,670,495,49,987,8,5980,4019,577,352,748,2,0,39,243
2403109-031,4310,2321,342,556,16,1107,8,3611,2068,251,398,14,881,8,6021,3018,395,1176,63,1441,26,4175,2550,160,546,20,879,0,6135,3286,312,1152,71,1392,0,4354,2744,125,586,30,865,0,6558,3586,490,982,108,1613,0,4647,2953,246,688,50,723,0,5470,2573,552,1045,84,1244,28,4760,2378,440,831,71,1050,16,5471,2573,552,1045,72,1247,28,4760,2378,440,717,962,2,7,32,222
2403111-000,2253,1917,112,169,37,35,0,1784,1537,72,137,22,22,0,2069,1767,74,132,7,105,0,1735,1526,20,124,4,70,0,2262,1864,136,160,8,103,0,1839,1570,70,135,10,64,0,2299,1711,170,313,26,105,0,1938,1480,99,273,26,68,0,2352,1771,266,162,37,122,2,1914,1484,188,132,28,84,2,2354,1773,266,161,36,122,2,1914,1484,188,112,70,2,0,1,57
2403112-001,3032,2510,304,138,36,72,4,2213,1875,195,84,21,44,4,3077,2350,323,281,6,125,0,2356,1909,212,147,0,89,0,3003,2232,449,188,9,138,0,2338,1839,295,92,0,108,0,3332,2559,437,138,11,193,2,2486,2075,259,57,1,106,0,3241,2191,521,285,87,172,10,2490,1787,328,179,72,129,7,3242,2192,521,284,87,172,10,2490,1787,328,134,106,10,0,20,105
2403105-011,3622,1284,629,1101,53,642,3,2830,1099,435,812,37,508,1,3037,847,599,1022,0,615,1,2009,691,347,625,0,350,0,2936,730,535,884,13,821,1,2013,617,352,563,0,481,1,3143,783,935,969,11,525,0,2362,706,599,668,0,385,0,3730,870,876,1382,102,600,6,2994,789,621,1073,75,484,5,3732,870,876,1386,89,603,6,2994,789,621,1014,442,3,3,26,96
2403105-008,4112,1142,598,1699,51,728,12,3257,978,407,1334,38,563,10,3537,1108,342,1318,45,797,0,2747,936,265,942,25,608,0,3523,1056,310,1554,53,627,0,2779,892,246,1163,30,478,0,3573,938,466,1589,60,618,0,2515,784,253,1054,33,413,0,4314,1066,869,1677,81,738,10,3388,900,617,1302,59,595,5,4318,1067,870,1670,74,737,10,3388,900,617,1172,553,3,0,14,129
2400303-019,2712,2536,65,46,30,41,1,2071,1963,38,27,23,24,1,2602,2360,108,117,15,0,0,2018,1935,53,13,14,0,0,2696,2453,82,39,13,109,0,2100,1950,42,9,13,85,0,2781,2563,99,26,13,81,0,2213,2070,68,7,10,88,0,2706,2381,76,75,64,69,6,2107,1877,52,51,50,50,5,2711,2386,76,85,71,76,6,2107,1877,52,34,34,4,1,5,100
2400302-021,3512,2744,137,357,24,244,19,2682,2135,93,233,21,197,13,4020,2906,272,513,81,304,0,3112,2393,147,302,19,247,0,4003,3029,232,482,93,235,0,3058,2497,108,253,16,188,0,4028,3035,216,438,47,272,0,3070,2452,96,229,19,197,0,4297,2810,288,698,86,437,4,3400,2309,191,497,59,339,3,4300,2811,288,697,83,437,4,3400,2309,191,433,279,4,0,28,156
2400302-009,3800,1965,194,1332,59,315,20,2852,1591,122,880,39,253,14,3142,1439,220,1230,105,363,0,2550,1291,182,938,55,142,0,2827,1413,217,875,0,417,0,2234,1238,170,624,0,204,0,4075,2643,362,816,0,347,0,2839,1882,148,626,0,199,0,3938,1478,474,1445,108,489,10,3024,1243,340,1043,84,364,4,3947,1480,474,1453,99,496,9,3024,1243,340,971,328,10,0,27,105
