GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_acstot,Wh_2018_acstot,His_2018_acstot,BlC_2018_acstot,NatC_2018_acstot,AsnC_2018_acstot,PacC_2018_acstot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_acstot,Wh_2019_acstot,His_2019_acstot,BlC_2019_acstot,NatC_2019_acstot,AsnC_2019_acstot,PacC_2019_acstot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap,Tot_2020_acstot,Wh_2020_acstot,His_2020_acstot,BlC_2020_acstot,NatC_2020_acstot,AsnC_2020_acstot,PacC_2020_acstot,Tot_2020_cvap,Wh_2020_cvap,His_2020_cvap,BlC_2020_cvap,NatC_2020_cvap,AsnC_2020_cvap,PacC_2020_cvap,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_adjtot,Wh_2020_adjtot,His_2020_adjtot,BlC_2020_adjtot,NatC_2020_adjtot,AsnC_2020_adjtot,PacC_2020_adjtot,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
32510000109,2440,1772,521,33,47,107,6,1861,1478,279,19,31,63,4,2441,1723,360,17,46,298,0,1930,1469,211,20,48,194,0,2437,1838,362,7,36,193,0,1977,1588,220,9,37,131,0,2373,1842,236,7,45,248,0,1790,1274,228,6,39,175,0,2655,1755,625,43,99,119,22,2128,1503,409,37,67,93,17,2659,1757,626,43,99,119,22,2128,1503,409,26,67,24,5,22,72
32510000307,4925,2560,2080,59,182,119,12,3481,2004,1273,39,120,83,9,4968,2413,2108,187,245,150,20,3109,2032,797,86,100,86,0,4641,2231,2100,70,175,91,23,2953,1923,856,34,73,51,0,5428,2566,2202,69,234,82,16,3396,2227,977,35,101,50,0,5071,2217,2347,143,265,191,41,3788,1839,1556,85,191,146,19,5076,2218,2350,143,265,191,41,3788,1839,1556,45,111,62,1,14,160
32001000019,1035,902,77,9,44,11,4,833,742,51,3,36,7,3,1077,998,68,0,10,4,0,779,755,12,0,10,0,0,1161,959,150,0,23,31,0,922,789,104,0,23,4,0,1247,988,201,0,22,36,0,987,848,110,0,30,3,0,1098,828,128,27,71,40,5,876,694,90,18,55,20,3,1099,829,128,27,71,40,5,876,694,90,9,11,17,2,3,50
32001015-09,5,5,0,0,0,0,0,4,4,0,0,0,0,0,5,3,2,0,0,0,0,3,2,0,0,0,0,0,4,3,2,0,0,0,0,3,2,0,0,0,0,0,5,4,0,0,0,0,0,3,4,0,0,0,0,0,5,4,1,0,0,0,0,4,4,0,0,0,0,0,5,4,1,0,0,0,0,4,4,0,0,0,0,0,0,0
32001000006,1015,790,87,30,43,74,12,716,588,43,11,24,52,7,1076,668,345,0,4,42,34,657,466,135,0,4,27,17,962,628,290,0,0,46,18,669,466,162,0,0,27,0,1020,896,89,0,0,40,0,595,526,31,0,0,37,0,1100,752,148,47,76,89,14,789,583,78,28,44,52,13,1102,753,148,47,76,89,14,789,583,78,20,30,12,8,0,58
32019000023,1611,1370,148,7,55,35,4,1297,1133,97,3,42,22,4,1266,1027,113,24,20,102,0,1040,934,59,0,21,33,0,1339,1137,106,29,32,61,0,1150,1038,62,0,33,21,0,1512,1336,45,82,0,130,2,1193,1121,29,0,2,28,0,1699,1318,179,35,110,43,10,1297,1048,120,10,70,24,5,1702,1320,179,36,110,43,10,1297,1048,120,4,15,19,1,14,76
32019000015,1923,1418,401,31,40,41,11,1348,1035,241,17,29,31,8,2085,1597,280,19,89,33,0,1538,1235,110,17,77,93,0,1991,1593,245,13,65,32,0,1501,1244,112,13,63,70,0,2120,1728,245,67,38,21,0,1405,1182,91,65,39,48,0,2000,1279,507,43,100,65,19,1463,991,326,24,77,48,10,2000,1279,507,43,100,65,19,1463,991,326,14,25,21,3,4,79
32019000040,1907,1321,469,21,87,21,18,1429,1065,280,13,59,15,13,1941,1416,487,8,3,23,15,1352,1149,185,8,0,2,4,1933,1520,390,9,0,3,10,1413,1236,155,8,0,2,10,2186,1274,884,9,6,13,0,1560,1045,501,10,1,2,0,1922,1287,433,26,119,41,15,1469,1039,274,19,70,33,12,1928,1291,433,26,119,41,15,1469,1039,274,11,20,21,9,9,86
32019000039,2007,1659,214,38,52,69,7,1491,1272,125,21,31,50,6,1962,1487,293,129,45,27,38,1425,1194,140,43,27,18,0,2007,1551,232,172,33,21,29,1529,1283,123,81,23,14,0,2508,1418,191,627,71,200,0,1896,1357,91,326,0,118,0,2290,1622,361,104,127,95,13,1758,1337,215,66,81,62,11,2290,1622,361,104,127,95,13,1758,1337,215,41,42,24,6,3,90
32510000409,1863,1422,127,14,275,47,1,1491,1184,78,8,193,33,1,1763,1202,259,0,265,53,0,1352,998,153,0,206,1,0,1869,1267,302,0,297,36,0,1466,1059,180,0,214,13,0,1837,1285,234,0,287,28,1,1535,1175,149,0,238,9,0,1842,1371,165,11,254,38,4,1560,1185,116,10,213,26,2,1848,1372,165,12,258,38,4,1560,1185,116,6,11,167,0,14,61
32001000002,1763,1269,207,91,110,130,26,1256,949,117,56,67,90,14,2079,1524,169,189,137,141,27,1432,1142,77,64,94,51,0,2143,1577,169,183,128,174,28,1442,1145,80,71,76,71,4,2013,1371,125,237,234,139,15,1461,1137,57,102,83,38,4,2057,1436,266,142,123,93,28,1571,1134,176,95,86,68,22,2059,1437,266,142,123,93,28,1571,1134,176,85,56,39,15,0,66
32015000009,113,108,2,0,1,2,0,102,97,2,0,1,2,0,143,141,3,0,0,0,0,91,88,1,0,0,0,0,122,117,4,0,0,0,0,86,83,3,0,0,0,0,184,168,11,0,0,0,0,141,154,0,0,0,0,0,194,170,15,1,5,2,1,176,155,12,1,5,2,1,195,171,15,1,5,2,1,176,155,12,0,0,1,0,3,5
32015000002,1494,972,403,21,132,13,6,1046,723,237,9,90,6,2,1222,781,397,1,38,1,7,788,551,205,0,24,0,7,1426,612,723,107,30,1,0,933,498,409,0,21,0,0,1263,743,513,77,17,1,0,994,617,356,4,33,0,0,1229,779,295,14,152,28,16,924,593,209,8,118,22,12,1232,779,296,14,154,28,16,924,593,209,3,10,76,0,1,32
32015000005,1276,839,346,10,98,6,1,876,599,215,2,64,5,1,1290,693,533,1,63,1,0,779,447,271,1,54,1,0,1509,839,638,1,34,1,0,881,582,273,1,31,1,0,1645,946,468,27,224,0,0,1011,613,207,0,181,0,0,1504,894,450,11,128,29,17,1086,672,289,6,89,26,14,1505,894,451,11,128,29,17,1086,672,289,1,13,58,1,6,46
32015000006,145,119,25,1,0,0,0,103,88,14,1,0,0,0,184,178,1,0,0,0,0,117,111,0,0,0,0,0,161,152,9,0,0,0,0,109,103,0,0,0,0,0,164,150,15,0,0,0,0,107,84,1,0,0,0,0,171,117,30,2,12,7,6,131,84,24,1,11,6,5,171,117,30,2,12,7,6,131,84,24,0,0,5,2,2,14
32015000004,1248,1028,196,7,24,3,0,940,795,131,2,16,1,0,1485,1166,159,6,155,7,1,911,744,54,2,109,2,1,1185,904,161,5,122,7,0,780,627,53,2,91,2,0,1099,950,151,1,0,0,0,624,632,7,1,0,0,0,1209,990,172,6,31,9,5,873,721,115,5,22,5,3,1209,990,172,6,31,9,5,873,721,115,0,2,4,2,3,26
32005000017,2078,1761,208,18,70,22,7,1607,1423,107,9,51,20,2,2160,1631,243,19,264,28,3,1659,1371,92,4,178,19,0,2146,1589,309,16,217,30,5,1589,1297,121,4,150,21,2,2104,1438,394,41,226,22,6,1586,1252,223,2,65,19,0,2033,1608,244,13,119,42,10,1701,1380,173,9,97,29,8,2035,1610,244,13,119,42,10,1701,1380,173,4,15,39,2,8,80
32005000014,1059,949,64,13,21,18,2,884,812,36,6,16,12,2,903,853,38,5,2,22,2,737,690,30,4,0,4,0,887,815,64,4,2,26,2,779,710,60,4,0,4,0,869,773,82,6,4,42,3,783,703,75,4,2,4,0,1099,931,76,6,37,26,7,942,817,53,4,31,15,6,1100,932,76,6,37,26,7,942,817,53,1,10,7,0,18,36
32005000002,1956,1650,183,13,42,80,2,1500,1307,111,6,30,52,1,2232,1792,288,42,14,95,10,1678,1441,126,31,15,54,3,2263,1874,259,39,17,71,3,1760,1565,117,24,15,36,4,2153,1857,216,19,28,21,0,1768,1664,101,4,18,26,0,2077,1707,214,31,60,76,8,1763,1494,155,21,35,51,7,2077,1707,214,31,60,76,8,1763,1494,155,8,30,8,0,10,58
32005000012,347,48,40,1,281,1,0,257,37,24,0,207,1,0,432,199,109,11,111,17,0,273,161,32,1,75,11,0,407,203,88,10,99,17,1,272,166,30,1,66,12,0,399,189,88,3,114,12,3,228,7,7,4,258,4,0,399,10,24,3,379,2,1,275,8,10,2,262,2,1,399,10,24,3,379,2,1,275,8,10,0,1,245,0,0,11
32019000022,503,417,60,2,25,6,3,413,358,35,0,17,5,2,393,320,36,6,6,30,0,327,289,22,0,6,13,0,417,353,32,9,13,23,0,358,323,23,0,13,6,0,310,300,14,0,0,0,0,292,288,4,0,0,0,0,554,459,40,5,36,13,7,465,393,28,4,32,6,6,554,459,40,5,36,13,7,465,393,28,2,0,13,4,0,25
32015000003,316,240,67,4,6,1,0,241,183,50,4,6,0,0,312,188,86,2,36,2,7,214,140,42,1,24,1,7,252,172,52,2,27,2,0,186,134,35,1,21,1,0,284,190,77,10,12,2,0,224,154,59,0,4,0,0,316,215,68,7,22,7,2,244,172,43,4,18,4,2,316,215,68,7,22,7,2,244,172,43,0,0,12,0,3,14
32015000001,964,761,162,3,46,5,0,680,557,97,2,24,4,0,835,489,310,0,16,0,35,660,431,189,0,3,0,35,747,594,157,0,16,0,0,642,495,146,0,0,0,0,738,554,123,4,57,5,0,553,411,125,0,19,4,0,915,638,209,7,55,18,12,683,488,154,7,40,7,6,917,640,209,7,55,18,12,683,488,154,3,2,7,0,1,28
32031008238,1072,988,30,8,13,32,5,847,789,24,6,10,22,3,1306,1198,75,5,4,28,0,1039,966,46,4,4,18,0,1223,1107,75,4,16,28,0,963,876,46,4,15,20,0,1273,1169,44,9,20,52,0,1051,939,40,9,22,29,0,1386,1173,69,13,21,87,3,1175,1011,52,9,20,62,0,1386,1173,69,13,21,87,3,1175,1011,52,7,49,2,0,5,49
32031008237,185,164,6,0,0,11,0,140,124,5,0,0,7,0,248,221,2,0,0,22,7,206,182,2,0,0,15,0,264,234,6,0,0,25,5,215,191,6,0,0,15,0,604,557,10,0,0,35,0,485,468,4,0,0,18,0,532,450,32,2,9,29,1,422,373,14,1,5,19,1,532,450,32,2,9,29,1,422,373,14,0,12,1,0,3,19
32031004045,1858,808,549,256,57,164,69,1311,604,318,191,39,119,60,2321,1143,569,198,104,372,97,1461,797,331,99,26,186,13,2248,1260,516,130,115,322,87,1491,864,318,83,29,177,9,1244,637,319,108,71,177,15,769,461,157,88,0,99,10,1550,652,550,112,76,199,25,1023,468,324,67,48,139,14,1551,652,550,112,76,199,25,1023,468,324,49,112,13,5,0,52
32031004025,1498,840,490,38,28,100,19,1018,620,291,15,16,69,11,1660,784,581,182,31,136,0,1140,635,333,103,7,62,0,1565,829,581,79,29,89,0,1060,637,324,46,7,46,0,1327,722,482,76,28,44,0,915,530,310,39,7,17,0,1622,733,694,42,95,111,16,1153,581,438,22,72,72,13,1622,733,694,42,95,111,16,1153,581,438,10,55,7,9,1,52
32031004016,2650,1524,773,172,77,166,31,1950,1301,426,82,45,114,15,2881,1330,1151,169,272,158,69,1735,1155,323,98,72,69,14,2597,1206,1019,166,270,160,72,1629,1083,338,90,37,67,15,3231,1130,1612,303,300,141,133,1792,943,562,90,17,127,16,3269,1677,998,237,116,255,61,2504,1460,636,129,77,200,36,3272,1679,999,237,116,255,61,2504,1460,636,95,148,12,12,12,129
32031004038,981,696,191,17,19,72,4,849,634,138,13,17,58,2,1221,705,284,143,104,64,5,806,529,93,112,53,25,0,1093,617,246,156,83,47,7,825,486,165,128,56,22,0,1150,569,272,146,66,143,11,932,541,141,104,55,126,0,1273,691,350,54,49,122,31,1047,630,245,36,39,90,19,1273,691,350,54,49,122,31,1047,630,245,25,80,5,7,0,55
32031004033,1622,1117,170,41,21,272,10,1397,1008,120,30,20,214,7,1683,1312,87,0,13,271,0,1410,1135,65,0,15,195,0,1884,1552,86,0,12,234,0,1475,1275,60,0,10,130,0,1633,1343,69,48,34,139,0,1227,1039,57,9,36,79,0,1721,1068,259,79,57,283,22,1480,968,196,64,48,226,15,1721,1068,259,79,57,283,22,1480,968,196,41,200,6,5,8,56
32013000003,1472,1015,380,12,60,16,1,1091,790,238,8,46,14,1,1456,874,538,25,26,0,0,977,683,251,25,17,0,0,1339,744,532,27,38,15,0,918,604,254,25,17,15,0,1145,501,555,60,25,19,0,798,416,268,60,15,22,0,1478,902,403,19,107,28,8,1108,693,273,10,84,21,7,1480,903,403,19,107,28,8,1108,693,273,5,10,38,1,40,48
32013000010,564,152,41,3,382,0,1,421,134,27,2,264,0,0,671,395,110,0,164,1,0,426,239,59,0,126,4,0,604,329,110,0,168,1,8,395,224,59,0,110,4,0,719,489,90,1,144,3,8,451,156,29,0,206,2,0,426,94,27,1,311,4,2,308,92,17,1,199,2,2,426,94,27,1,311,4,2,308,92,17,0,1,185,0,0,13
32013000011,502,294,194,3,12,6,0,375,245,121,1,6,4,0,505,309,85,4,104,3,0,344,215,47,3,82,0,0,465,275,81,4,111,2,2,326,211,47,4,70,0,0,549,376,72,5,95,3,2,376,360,52,0,4,1,0,403,309,79,1,9,6,1,299,240,48,0,5,2,1,403,309,79,1,9,6,1,299,240,48,0,1,3,1,0,6
32031003038,639,410,84,15,13,125,6,461,310,52,8,10,85,4,874,539,194,8,10,121,23,604,437,97,5,3,54,4,933,481,219,14,15,218,21,583,410,90,9,5,60,4,2290,1060,500,52,52,744,71,1891,952,318,51,24,514,0,3289,1840,545,88,94,748,33,2336,1374,345,53,69,500,15,3290,1840,545,88,94,748,33,2336,1374,345,32,447,12,3,12,111
32031008217,1181,996,97,18,13,54,7,1010,887,64,9,8,36,7,1132,975,99,21,4,47,3,987,864,79,6,0,36,3,1298,1113,93,26,3,74,0,1059,918,82,10,0,46,0,1155,922,117,29,3,137,0,933,765,110,6,0,49,0,1129,904,112,17,21,54,10,1002,829,91,10,14,45,8,1129,904,112,17,21,54,10,1002,829,91,7,24,3,1,4,43
32005000007,1186,1017,113,6,20,38,5,982,867,74,5,16,25,3,1263,1037,99,11,32,81,1,962,874,21,7,32,23,2,1193,1022,43,4,50,76,3,964,868,22,2,49,26,2,1107,916,71,6,4,107,3,902,780,35,0,0,77,0,1139,934,122,6,51,43,8,929,782,84,5,36,30,4,1139,934,122,6,51,43,8,929,782,84,2,19,6,0,1,35
32005000003,1786,1476,212,23,40,31,20,1504,1277,150,12,31,23,11,1716,1293,281,7,25,110,87,1403,1099,176,4,17,17,0,1766,1268,330,7,25,128,99,1429,1086,207,3,12,21,1,1804,1201,264,14,24,70,35,1631,1323,196,0,17,26,0,1890,1432,296,12,74,59,10,1569,1249,203,5,53,39,3,1892,1434,296,12,74,59,10,1569,1249,203,3,25,14,1,8,66
32005000005,859,771,58,1,13,18,7,734,666,42,0,11,14,4,700,638,33,0,39,0,0,605,555,22,0,26,0,0,730,674,22,0,34,12,0,608,567,9,0,22,12,0,712,627,41,0,32,16,0,634,563,27,0,24,18,0,1074,970,54,0,24,21,4,962,884,31,0,20,19,2,1074,970,54,0,24,21,4,962,884,31,0,14,7,0,3,23
32031007567,7,7,0,0,0,0,0,5,5,0,0,0,0,0,8,3,5,0,0,0,0,4,3,1,0,0,0,0,9,4,5,0,0,0,0,4,3,0,0,0,0,0,4,3,1,0,0,0,0,2,2,0,0,0,0,0,5,1,4,0,1,0,0,2,1,1,0,1,0,0,5,1,4,0,1,0,0,2,1,1,0,0,0,0,0,0
32031007514,1371,748,537,31,40,26,16,966,599,304,21,27,20,7,1450,673,660,81,36,16,3,880,567,227,47,24,14,0,1520,695,688,93,34,21,11,948,558,294,49,17,18,7,1656,813,660,100,60,21,5,1126,625,378,25,43,5,1,1463,556,799,29,74,30,14,1065,468,525,12,59,16,8,1464,556,800,29,74,30,14,1065,468,525,5,6,22,1,0,38
32031007504,2444,1256,969,72,75,101,15,1703,993,565,41,52,62,12,2634,1085,1116,221,145,132,8,1779,969,593,43,110,59,0,2883,1063,1328,226,164,159,26,1960,960,742,43,127,64,18,2276,906,831,197,184,138,16,1583,905,395,51,178,81,14,2398,1046,1110,67,93,83,28,1793,877,747,29,74,64,17,2403,1047,1112,67,93,83,28,1793,877,747,25,56,11,16,9,52
32031007312,1779,1015,666,21,56,37,26,1280,826,380,16,35,27,21,1751,927,731,41,59,33,21,1182,756,344,17,32,18,11,2016,969,885,40,120,32,30,1328,805,424,12,52,18,10,2338,1249,944,41,158,31,14,1596,1009,494,14,58,21,0,2106,793,1139,36,130,53,18,1527,657,728,23,94,42,14,2112,794,1143,36,130,53,18,1527,657,728,8,24,30,9,12,59
32031007314,1809,1024,677,36,54,34,15,1277,822,380,23,39,20,9,1709,790,818,52,16,39,17,953,612,264,23,11,21,11,1786,635,982,39,19,47,89,895,521,288,10,12,26,36,1608,632,797,11,27,30,126,844,579,184,0,11,13,82,2045,767,1104,26,96,75,22,1501,653,708,11,74,53,19,2049,768,1106,26,96,75,22,1501,653,708,8,47,16,16,3,50
32031007313,598,354,211,11,22,13,3,428,285,118,7,13,8,2,535,356,115,33,30,19,16,405,271,81,11,19,16,6,472,307,98,32,34,19,24,358,240,63,8,21,16,8,536,391,103,7,51,16,2,377,328,12,4,7,14,0,648,254,345,10,36,21,10,467,216,219,4,22,19,9,651,256,346,10,36,21,10,467,216,219,3,6,3,1,1,18
32031008202,1563,1347,111,11,12,86,8,1336,1175,76,7,11,67,8,1562,1224,197,55,7,104,9,1321,1097,111,17,0,88,8,1649,1306,169,36,6,134,4,1334,1100,114,15,0,105,1,1443,1147,102,46,8,152,7,1191,1040,71,19,2,92,2,1566,1270,122,18,34,100,12,1367,1134,85,13,30,82,10,1567,1271,122,18,34,100,12,1367,1134,85,9,54,7,2,10,66
32031008254,1533,1401,57,9,19,49,8,1242,1146,37,6,17,37,6,2214,1897,95,59,4,127,32,1710,1485,88,41,3,84,11,2444,2047,129,56,4,222,25,1784,1522,115,33,3,99,3,1570,1204,81,14,1,55,0,1167,1080,76,1,0,16,0,1583,1306,130,15,51,56,6,1236,1049,80,5,39,43,4,1583,1306,130,15,51,56,6,1236,1049,80,2,35,6,0,5,59
32031002068,1643,1162,222,39,25,213,15,1091,798,124,17,17,135,7,2006,1291,399,0,0,285,40,1361,972,174,0,0,200,7,2223,1420,513,22,5,234,38,1482,1098,218,23,5,123,10,1418,843,384,1,0,117,73,1004,679,224,0,0,90,20,1686,1222,224,24,38,175,10,1163,843,148,14,24,120,7,1686,1222,224,24,38,175,10,1163,843,148,9,100,6,4,0,53
32031008297,912,815,66,7,16,10,11,747,681,45,3,12,6,5,903,730,114,7,21,32,1,766,628,94,6,16,16,1,1038,603,372,2,20,39,1,723,527,154,1,19,25,1,887,641,201,3,12,29,3,723,580,113,3,16,19,2,1136,874,152,16,55,26,5,952,749,119,15,41,17,4,1137,875,152,16,55,26,5,952,749,119,2,10,13,0,4,55
32031008210,611,555,33,4,8,6,5,498,459,26,2,5,5,3,1030,985,2,15,34,0,6,756,732,2,0,0,0,3,659,643,8,0,0,0,8,567,557,4,0,0,0,9,626,609,5,0,0,0,11,616,590,3,0,2,0,11,765,625,79,12,20,15,4,610,509,57,7,19,8,0,765,625,79,12,20,15,4,610,509,57,3,4,0,0,5,32
32031005041,1031,789,115,11,13,102,9,757,601,69,5,7,71,6,1086,797,126,31,16,128,1,773,600,60,16,10,87,0,1072,752,131,49,18,131,1,746,566,57,28,11,82,0,1012,671,137,41,22,122,2,678,500,57,20,9,67,0,1020,730,142,21,25,101,5,772,555,108,14,17,75,3,1020,730,142,21,25,101,5,772,555,108,8,67,6,1,3,24
32031005014,1045,800,127,13,10,97,8,784,628,79,8,8,65,5,1104,862,146,16,0,86,0,856,669,111,9,0,65,0,1015,770,133,25,13,92,4,774,592,90,15,2,71,0,945,722,70,27,18,126,11,708,582,33,16,5,72,0,1078,756,143,21,45,112,3,773,593,73,12,26,71,2,1078,756,143,21,45,112,3,773,593,73,3,42,6,0,6,50
32031008236,1374,1259,44,15,15,52,7,1094,1016,31,8,14,32,3,1434,1329,75,3,3,27,0,1204,1119,55,3,3,20,0,1390,1265,89,3,8,23,0,1159,1064,70,3,8,18,0,1350,1218,107,0,1,26,0,1181,1054,68,0,0,28,0,1547,1305,59,17,35,102,2,1282,1112,45,12,26,65,2,1547,1305,59,17,35,102,2,1282,1112,45,6,43,4,0,14,58
32031006523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,1,0,0,0,0,0,2,2,0,0,0,0,0,2,1,0,0,0,0,0,154,122,22,5,0,3,3,109,77,11,5,0,3,0,500,211,128,28,25,108,22,341,157,75,18,18,75,10,500,211,128,28,25,108,22,341,157,75,15,55,0,0,0,39
