GEOID10,Tot_2010_tot,Wh_2010_tot,Bl_2010_tot,Hisp_2010_tot,Nat_2010_tot,Oth_2010_tot,Asn_2010_tot,Pac_2010_tot,Bl+_2010_tot,Nat+_2010_tot,Asn+_2010_tot,Pac+_2010_tot,Tot_2010_vap,Wh_2010_vap,Bl_2010_vap,Hisp_2010_vap,Nat_2010_vap,Oth_2010_vap,Asn_2010_vap,Pac_2010_vap,Bl+_2010_vap,Nat+_2010_vap,Asn+_2010_vap,Pac+_2010_vap,Tot_2018_tot,Wh_2018_tot,Bl_2018_tot,Hisp_2018_tot,Nat_2018_tot,Oth_2018_tot,Asn_2018_tot,Pac_2018_tot,Bl+_2018_tot,Nat+_2018_tot,Asn+_2018_tot,Pac+_2018_tot
39001001AAA,1461,1417,1,8,10,21,4,0,2,25,9,0,1087,1059,0,5,9,11,3,0,0,19,4,0,1473.8,1437.5,7.7,0.1,0.0,28.5,0.0,0.0,7.7,19.2,9.4,0.0
39001001AAB,482,467,2,4,3,6,0,0,2,11,0,0,365,356,2,1,2,4,0,0,2,6,0,0,497.4,441.8,0.0,0.0,0.0,55.6,0.0,0.0,19.9,35.7,0.0,0.0
39001001AAC,754,735,0,1,3,14,1,0,0,17,1,0,589,572,0,1,3,12,1,0,0,15,1,0,751.8,678.6,0.0,21.7,24.1,27.4,0.0,0.0,9.8,41.7,0.0,0.0
39001001AAD,1110,1076,8,10,1,12,3,0,11,7,5,1,830,807,2,10,1,7,3,0,4,5,4,0,979.7,939.3,5.2,0.3,2.9,29.7,2.3,0.0,5.2,32.6,2.3,0.0
39001001AAE,557,541,1,0,5,10,0,0,1,15,0,0,431,419,1,0,5,6,0,0,1,11,0,0,561.2,534.7,1.5,9.5,15.6,0.0,0.0,0.0,1.5,15.6,0.0,0.0
39001001AAF,94,89,0,1,2,2,0,0,0,4,0,0,74,69,0,1,2,2,0,0,0,4,0,0,92.5,84.9,0.0,3.5,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
39001001AAG,403,386,0,3,5,8,1,0,0,11,1,0,310,294,0,3,5,7,1,0,0,11,1,0,413.1,401.5,1.6,2.2,7.8,0.0,0.0,0.0,1.6,7.8,0.0,0.0
39001001AAH,643,619,0,11,0,12,1,0,0,11,2,0,510,493,0,7,0,9,1,0,0,8,2,0,678.2,642.9,1.9,0.0,6.5,26.2,0.8,0.0,11.3,23.3,0.8,0.0
39001001AAI,1118,1078,3,8,12,13,4,0,4,22,5,0,832,799,2,5,11,12,3,0,2,21,4,0,996.1,994.1,0.0,0.7,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0
39001001AAJ,55,51,0,0,2,2,0,0,2,2,0,0,44,41,0,0,2,1,0,0,1,2,0,0,58.8,55.8,0.0,1.1,0.0,1.9,0.0,0.0,0.2,1.2,0.0,0.0
