GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_tot,Wh_2018_tot,His_2018_tot,BlC_2018_tot,NatC_2018_tot,AsnC_2018_tot,PacC_2018_tot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_tot,Wh_2019_tot,His_2019_tot,BlC_2019_tot,NatC_2019_tot,AsnC_2019_tot,PacC_2019_tot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap
1100102-061,2905,168,543,2177,37,51,11,2343,142,390,1796,30,42,8,3520,229,832,2418,6,46,0,1924,178,266,1452,4,7,0,3823,260,1133,2494,6,39,0,2073,192,428,1415,4,10,0,3305,324,969,1977,62,76,9,2546,263,650,1621,47,54,9
1100102-030,3067,2402,229,158,27,267,6,2461,1949,167,117,19,212,6,2723,2105,186,55,0,378,0,1837,1606,18,48,0,160,0,2831,2166,201,68,0,396,0,1896,1615,31,68,0,183,0,2948,2132,321,185,33,288,15,2202,1638,222,137,31,186,13
1100102-070,2005,242,153,1590,27,48,1,1625,213,109,1289,25,35,1,2087,358,140,1616,26,39,0,1575,286,82,1189,17,15,0,2126,411,123,1610,36,57,0,1537,322,55,1115,21,23,0,2382,546,213,1509,63,108,2,1846,401,163,1196,53,82,2
1100102-083,4812,2013,213,2390,70,204,6,4167,1857,178,1948,61,184,5,8714,5316,396,2303,6,720,0,7659,4750,380,1955,4,553,0,9944,5709,489,3016,7,728,0,8692,5126,438,2511,4,579,0,13804,7945,1163,3252,185,1366,28,12724,7490,1032,2851,147,1245,21
1100102-100,3280,20,40,3224,35,6,0,2287,15,25,2247,25,5,0,3705,18,140,3638,42,11,0,2545,20,0,2505,10,0,0,3793,77,224,3662,130,13,0,2650,75,95,2455,15,0,0,4481,60,145,4278,53,60,16,3090,55,85,2933,31,42,9
1100102-132,3036,13,52,2994,33,8,5,2283,13,36,2245,26,4,2,3706,9,5,3696,0,0,0,2778,7,5,2765,0,0,0,3655,6,7,3542,132,0,0,2668,5,7,2555,135,0,0,3119,50,67,2980,54,26,3,2353,39,40,2247,41,19,1
1100102-019,5296,1403,350,3402,54,220,8,4506,1342,278,2737,43,198,7,5445,2311,377,2367,6,405,17,4750,2118,324,2034,5,239,0,5503,2426,393,2268,5,401,11,4933,2266,342,2036,6,265,0,6041,2681,470,2445,78,412,10,5291,2479,385,2031,61,352,10
1100102-102,3373,17,62,3289,45,24,5,2646,17,39,2582,29,19,5,4040,10,39,3975,11,16,11,3110,0,10,3090,10,0,0,3969,10,68,3880,20,34,13,2910,0,45,2850,20,0,0,3971,87,323,3543,88,34,3,3034,72,213,2727,71,22,2
1100102-128,3644,1061,236,2083,53,291,12,3164,1037,213,1667,46,263,12,3996,1573,244,1964,3,268,37,3397,1444,177,1545,3,218,15,4326,1978,317,1835,21,253,30,3634,1692,224,1523,17,185,10,4624,1918,368,1926,81,417,5,4169,1840,322,1607,73,388,5
1100102-129,4506,2202,421,1180,48,697,12,4144,2145,364,984,44,645,10,5798,2959,880,1133,77,838,0,4619,2676,493,879,14,552,0,6165,3227,901,1277,93,796,0,5034,2931,550,977,14,563,0,6175,3377,842,952,122,960,17,5777,3265,688,867,107,891,14
1100102-018,5271,1822,593,2277,66,580,13,4584,1772,474,1838,55,503,8,6993,2885,749,2687,108,655,0,5715,2648,462,2169,28,431,0,7023,3215,804,2587,108,420,0,5807,2948,498,2066,25,284,0,7723,3291,625,3023,96,792,6,6795,3141,536,2409,83,694,5
1100102-142,2094,991,115,867,39,134,2,1977,964,106,798,36,121,2,2590,1348,177,824,78,183,0,2245,1228,108,715,27,172,0,3256,1796,270,886,103,249,11,2843,1655,191,767,17,180,0,5060,2622,467,1434,103,491,14,4774,2532,437,1303,94,458,8
1100102-081,6606,1613,253,4635,79,136,11,5168,1446,187,3434,66,109,8,7501,3097,243,3795,85,231,0,5570,2385,175,2840,85,114,0,7836,2932,410,4288,68,202,0,5715,2335,220,3005,65,114,0,7251,2891,405,3650,136,279,12,5681,2379,317,2735,101,215,9
1100102-055,3603,224,725,2670,52,61,18,2900,193,512,2196,43,51,17,3334,681,535,2048,92,76,0,2486,516,157,1730,90,43,0,3497,843,584,2002,103,82,0,2651,637,261,1680,95,48,0,3695,815,830,1993,92,125,10,2943,648,592,1650,77,94,9
1100102-090,3002,2265,165,465,19,101,7,2772,2126,147,405,18,84,7,2926,2092,324,354,37,135,0,2439,1882,241,193,15,81,0,2648,2164,253,162,26,79,5,2233,1841,205,131,4,35,0,2935,2061,269,398,43,179,17,2531,1840,205,307,36,139,16
1100102-008,5629,4673,308,293,28,365,7,4291,3566,230,212,21,281,7,6417,4403,919,703,13,483,7,3979,3119,270,384,0,204,0,6258,4483,733,682,6,393,0,4176,3319,328,367,0,158,0,6178,4662,434,358,64,598,13,4780,3616,322,279,53,471,11
1100102-085,4329,3304,181,640,46,196,3,3832,2970,142,562,41,141,3,5216,4034,325,581,40,272,7,4187,3244,245,504,19,162,0,5334,4113,423,485,45,315,7,4209,3327,248,422,14,181,0,4909,3655,333,554,55,343,18,4084,3095,243,479,42,249,14
1100102-082,3450,1447,170,1743,40,97,12,2993,1314,126,1458,35,89,11,3516,2034,214,1134,9,180,0,3090,1874,132,947,4,117,0,3714,2186,221,1117,11,219,0,3193,1977,136,922,4,152,0,4060,2116,275,1385,54,298,8,3449,1824,211,1183,42,234,8
1100102-071,3049,179,249,2621,50,24,2,2430,160,169,2096,41,17,2,3894,395,417,3226,41,171,80,3019,317,215,2438,40,48,0,4174,549,602,3135,166,290,88,3213,376,413,2368,55,57,0,4250,492,348,3372,82,96,7,3022,373,252,2368,63,66,5
1100102-139,2766,102,79,2533,39,87,1,2456,97,59,2254,37,71,1,3680,220,327,3177,45,13,31,2860,150,140,2530,0,15,30,3798,319,311,3080,0,47,74,2905,190,110,2485,0,50,75,4676,256,277,4039,73,173,12,3764,212,199,3257,58,131,6
1100102-069,2703,175,143,2364,52,43,1,2231,154,99,1949,42,35,1,3247,419,109,2582,43,100,0,2466,298,56,2034,40,31,0,3386,532,81,2659,41,94,0,2601,390,41,2085,41,36,0,2913,594,208,2031,63,102,4,2355,444,151,1690,44,71,1
1100102-086,3031,1602,114,1201,20,105,6,2614,1400,91,1033,16,81,3,3380,2125,294,876,13,84,0,2750,1695,140,850,15,39,0,3397,2333,270,720,0,84,0,2675,1830,140,650,0,45,0,3366,2175,193,763,48,192,7,2690,1725,130,651,43,140,7
1100102-080,4799,652,284,3844,58,77,7,4100,589,237,3245,46,62,5,4079,605,219,3202,34,47,0,3532,484,123,2872,28,29,0,4229,634,276,3217,52,86,0,3647,535,155,2872,39,42,0,4251,809,287,3074,33,111,13,3890,707,261,2863,25,90,11
1100102-032,4612,3639,295,317,27,354,7,3847,3054,235,269,19,282,7,4916,3760,428,340,27,359,17,3694,2961,202,322,25,173,15,4616,3634,328,233,44,362,15,3458,2821,170,232,45,183,15,5120,3573,448,493,67,539,12,4155,2956,333,416,56,405,12
1100102-012,1256,1027,104,40,1,85,1,1040,837,86,37,1,81,1,1234,895,195,56,2,100,1,894,693,119,43,0,45,0,1214,881,186,36,2,111,0,914,692,121,30,0,64,0,1520,1124,159,100,22,133,2,1266,935,134,81,22,110,2
1100102-093,2347,22,75,2274,34,3,8,1797,22,51,1740,24,3,2,2450,40,4,2373,33,0,0,1967,40,8,1892,35,0,0,2483,74,1,2352,55,0,0,2007,75,4,1887,40,0,0,3457,104,194,3158,82,20,5,2888,85,143,2653,49,11,5
1100102-002,6288,4850,263,409,33,841,29,6260,4837,260,372,9,813,5,6365,4140,556,750,21,962,20,5499,3934,445,595,14,500,10,6469,4116,690,716,91,937,7,5529,3889,565,579,49,440,4,6908,4090,715,808,65,1271,31,6804,4045,701,778,60,1248,27
1100102-048,4112,962,707,2374,51,98,36,3369,822,509,1984,43,69,28,5183,1454,1214,2442,11,230,15,3333,1133,272,1770,10,109,15,5030,1383,1295,2266,11,281,13,3219,1081,289,1679,10,130,15,4501,1523,791,1948,112,253,4,3625,1221,591,1649,79,177,4
1100102-138,4265,3072,307,444,24,435,1,3715,2731,264,365,23,349,1,4487,3037,307,637,1,516,1,3197,2478,170,441,0,115,1,4670,3065,394,795,2,434,3,3438,2517,252,558,4,91,1,4499,2728,413,778,69,561,9,3725,2357,319,599,63,416,7
1100102-130,2089,1656,94,200,18,122,7,1927,1537,85,187,15,106,4,2214,1630,244,301,14,87,0,1775,1357,135,252,0,26,0,2278,1498,370,377,21,95,0,1720,1190,166,328,0,27,0,2067,1550,115,240,19,142,7,1813,1362,98,222,15,112,7
1100102-107,2997,15,41,2957,33,3,2,1992,11,30,1959,22,3,2,4008,0,0,3965,18,25,0,2560,0,0,2520,20,25,0,3646,0,0,3574,28,44,0,2510,0,0,2440,30,45,0,3038,28,83,2915,67,12,7,2131,22,58,2045,48,7,4
1100102-062,4312,1146,245,2862,68,113,4,3594,972,181,2389,53,77,4,5038,1431,482,3150,35,159,4,3605,1069,260,2174,20,60,0,5303,1376,436,3400,34,178,6,3735,1004,159,2445,20,58,0,4615,1292,345,2828,86,182,7,3603,928,230,2336,71,110,4
1100102-051,5789,4648,285,601,36,242,12,4270,3448,194,467,25,148,9,6049,4830,538,521,2,261,0,3889,3208,172,374,2,98,0,6018,4635,494,687,2,289,0,3858,3158,160,407,2,130,0,6084,4563,493,626,74,336,7,4462,3434,302,480,43,191,7
1100102-103,5426,28,186,5242,57,23,4,3877,25,137,3735,37,11,2,6132,15,379,5787,1,3,0,3978,15,30,3930,1,3,0,6557,14,530,6187,4,2,0,4352,11,54,4281,1,1,0,4969,80,271,4617,100,27,9,3798,72,180,3533,76,19,8
1100102-046,4008,449,638,2911,40,68,11,3230,404,445,2356,31,57,9,4596,1119,911,2477,81,156,19,3295,868,291,1980,38,104,0,4436,1049,901,2305,69,197,0,3128,798,309,1841,18,139,0,4404,1247,855,2050,137,244,8,3513,1045,618,1671,102,167,8
1100102-041,6490,1551,2565,2134,130,330,16,5462,1486,2001,1754,93,285,13,7266,2338,2667,2034,68,415,0,4087,2146,500,1162,5,273,0,6703,2423,1972,2056,88,394,0,4276,2197,570,1225,5,268,0,7243,2143,2459,2174,222,513,14,6128,2008,1942,1745,191,464,14
1100102-084,3318,2508,130,539,22,132,4,2963,2271,104,473,20,107,4,3687,2830,152,491,18,203,0,2998,2306,114,437,19,143,0,3993,2984,316,501,19,202,0,3135,2367,177,448,16,137,0,3616,2599,250,425,66,292,6,3003,2194,205,365,48,204,6
1100102-135,3882,936,166,2687,51,122,14,3403,883,140,2288,38,111,14,5408,2025,348,2822,67,259,0,4322,1739,187,2202,41,166,0,5267,2161,389,2494,90,260,0,4304,1866,200,2041,45,161,0,4624,2112,324,1845,67,325,15,4026,1895,270,1567,59,264,13
1100102-006,11576,9000,778,562,57,1235,25,10939,8482,725,542,54,1186,24,10491,7125,943,936,64,1460,51,8600,6122,681,706,48,974,15,10924,7396,1090,855,66,1501,50,9121,6520,773,702,34,1033,15,10853,7405,1023,795,101,1511,19,10004,6818,929,743,75,1412,18
1100102-025,6542,5087,595,425,56,447,18,6140,4823,516,389,47,410,15,7932,6222,827,475,40,357,34,6580,5565,310,395,20,224,35,7930,6119,787,473,55,508,32,6390,5300,274,375,25,355,30,7232,5336,744,463,92,601,21,6691,5013,646,414,80,534,19
1100102-108,1363,44,23,1288,24,6,1,1151,39,15,1088,17,4,0,1702,64,57,1509,4,116,0,1350,55,8,1242,4,23,0,1569,102,46,1330,4,105,0,1259,90,22,1118,4,30,0,1380,89,52,1229,18,15,2,1162,77,40,1040,16,12,1
1100102-064,2860,192,280,2391,40,46,5,2377,176,192,2006,31,29,1,3515,631,238,2562,36,89,9,2740,510,136,2026,29,40,0,3625,784,360,2447,34,63,11,2817,583,177,2008,28,25,0,3528,494,410,2524,93,128,12,2812,405,269,2051,80,92,7
1100102-087,4067,740,263,3039,53,90,7,3637,665,234,2708,43,71,5,4512,2186,263,1843,68,196,0,3823,1787,196,1661,31,146,0,4628,2304,295,1719,82,277,0,3922,1892,224,1575,44,190,0,3965,2182,208,1282,60,241,1,3254,1790,166,1091,43,164,1
1100102-091,5617,2386,274,2746,81,212,6,4590,2106,211,2090,67,174,5,6649,3287,308,2895,46,242,7,4786,2547,180,1897,10,157,0,6841,3655,370,2620,49,285,7,4948,2837,191,1702,0,205,0,6675,3466,393,2384,95,388,15,5425,2938,287,1850,79,308,11
1100102-119,4344,87,66,4205,30,22,6,3030,84,46,2906,19,15,6,4050,105,104,3815,0,27,0,2712,68,13,2605,0,19,0,3898,132,97,3632,2,59,0,2736,105,23,2579,0,37,0,4047,149,117,3787,54,36,6,3130,135,88,2903,38,27,6
1100102-121,5256,28,64,5177,34,13,8,3665,27,35,3599,30,11,3,6260,61,119,6096,15,38,0,3957,62,35,3856,5,0,0,6098,82,146,5881,26,31,0,3875,82,52,3731,6,0,0,5856,39,103,5700,73,25,4,4364,38,83,4230,65,18,2
1100102-017,10041,5016,2250,1859,129,944,31,9380,4950,1851,1711,113,880,26,9892,4843,2162,1829,68,1113,40,7272,4195,804,1540,32,657,15,9352,4632,1494,2267,63,1022,38,7247,4161,709,1678,28,633,21,10361,5299,1875,1833,256,1251,22,9810,5186,1610,1715,227,1194,12
1100102-015,5487,4188,469,231,44,595,11,5341,4098,450,218,41,568,11,5423,4070,490,165,39,706,5,4382,3539,303,134,18,381,5,5597,4238,532,170,23,682,7,4460,3663,253,140,0,406,8,5932,4210,586,367,66,727,5,5604,4017,533,344,56,673,5
1100102-034,6731,5119,474,408,43,711,11,6494,4961,453,390,39,667,11,7496,5431,858,620,33,712,0,6235,4780,599,470,35,356,0,7038,4974,940,731,29,602,0,6000,4424,676,596,30,283,0,7646,5248,721,772,104,859,11,7171,4993,664,702,93,770,7
1100102-009,5698,4553,373,238,39,517,13,5050,4010,330,217,34,480,11,5777,4002,800,430,43,541,0,4557,3362,555,315,30,290,0,5698,4091,651,458,35,524,0,4557,3402,500,335,20,285,0,5809,3692,684,559,16,865,15,5216,3247,624,535,12,799,13
1100102-047,5748,990,2323,2416,90,155,174,4675,893,1725,2027,75,125,132,5842,1509,1947,2247,33,328,0,3868,1310,482,1814,26,211,0,6313,1664,2301,2135,33,332,0,4149,1432,704,1761,24,207,0,6229,1895,2085,1913,155,393,17,5098,1681,1521,1608,117,320,8
1100102-020,2640,191,118,2349,46,49,8,2445,179,100,2183,41,42,7,3057,794,169,1939,15,179,5,2564,738,118,1589,8,106,2,3164,919,119,1938,16,179,2,2646,823,100,1595,18,115,2,3257,1227,284,1412,15,371,10,3062,1199,273,1260,11,368,10
1100102-056,5569,329,1757,3530,65,114,8,4359,301,1204,2868,51,90,8,5131,725,925,3219,97,301,34,3460,641,232,2374,76,159,0,5881,975,1177,3599,125,194,46,3602,878,336,2282,86,30,0,5963,1023,1817,2984,186,214,8,4564,840,1219,2379,133,165,7
1100102-052,2174,1682,119,291,13,86,1,1659,1287,87,223,9,58,1,2434,1734,373,222,0,191,0,1665,1311,125,113,0,91,0,2663,1749,462,330,0,198,0,1734,1277,148,183,0,101,0,2270,1682,144,235,17,174,2,1737,1320,94,182,15,116,2
1100102-060,5089,207,1506,3314,63,105,13,3944,173,1026,2709,49,79,10,6687,245,2390,4166,39,77,19,2906,212,464,2172,0,18,0,6302,295,2044,4092,37,81,17,3097,243,447,2374,30,28,0,6297,350,2417,3535,106,94,9,4649,269,1631,2741,78,86,9
1100102-033,5175,3939,410,343,42,471,8,4471,3401,357,296,36,411,7,5441,4018,524,466,16,551,0,3661,2879,368,288,15,132,0,5569,3865,590,524,0,727,0,3757,2684,420,337,0,322,0,5551,3856,538,559,60,551,9,4503,3173,416,456,56,422,7
1100102-067,3747,369,122,3213,51,66,5,3150,335,85,2689,42,49,3,4268,738,134,3305,14,111,0,3531,600,114,2739,0,79,0,3972,743,117,2978,12,133,0,3258,581,69,2510,0,93,0,3919,727,247,2818,50,142,8,3217,590,167,2355,35,108,5
1100102-013,2599,2019,236,136,22,198,4,2380,1871,212,113,18,175,4,2449,1860,207,103,8,269,25,1853,1565,90,65,0,138,0,2487,1790,227,142,5,330,32,1937,1532,124,92,0,194,0,2708,1982,226,143,29,303,4,2487,1861,194,125,20,268,4
1100102-059,3419,335,517,2578,77,54,4,2735,284,354,2088,55,42,4,3750,659,911,2157,34,147,0,2675,506,443,1655,1,59,0,3696,735,837,2082,43,169,0,2670,539,466,1585,4,72,0,3568,757,716,1907,125,181,15,2792,574,489,1605,98,120,14
1100102-104,4477,32,205,4269,47,19,5,3241,29,126,3089,37,14,4,5350,68,396,4955,11,5,12,3530,43,75,3391,7,7,10,5466,116,335,5090,17,4,28,3582,88,66,3400,7,3,10,5489,142,384,4976,81,45,8,4103,119,260,3733,65,25,7
1100102-116,6400,24,58,6338,40,27,0,4270,21,35,4216,29,21,0,7182,84,184,6767,100,104,0,4905,90,0,4750,60,65,0,7254,46,287,6865,101,44,0,4870,55,10,4755,60,45,0,6448,62,133,6268,106,36,12,4277,50,76,4152,77,28,10
1100102-075,4055,545,218,3269,39,90,6,3340,506,169,2643,33,69,4,5624,1920,495,2944,40,268,0,4683,1694,237,2547,35,157,0,6020,2211,472,3060,25,290,0,5075,2020,243,2637,25,147,0,6463,2256,556,3142,106,496,16,5648,2119,445,2648,90,409,15
1100102-110,4793,123,79,4589,57,29,4,3869,111,60,3691,45,21,4,5566,69,219,5394,15,64,0,4072,65,220,3779,12,6,0,5414,98,132,5240,34,45,0,3887,90,133,3653,30,9,0,4669,175,117,4365,72,33,6,3816,145,87,3564,54,23,2
1100102-011,7551,6025,614,357,51,550,10,6936,5586,541,319,43,485,7,7719,5687,655,571,58,696,12,5946,4761,345,413,20,391,0,7502,5335,701,665,57,723,0,5766,4439,348,497,15,462,0,7794,5275,836,654,122,930,12,6749,4634,689,545,104,805,9
1100102-092,2445,16,36,2383,10,7,7,1598,16,27,1549,9,4,6,2508,69,15,2418,0,6,0,1888,60,15,1808,0,4,0,2349,62,27,2257,13,4,0,1828,50,25,1748,0,4,0,2086,56,72,1950,36,9,2,1553,50,58,1437,34,8,2
