GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
010311,181,18,161
010312,164,81,82
010313,137,32,104
010314,85,13,70
010315,73,8,65
0103111,376,96,273
0103112,446,49,395
0103115,414,32,379
0103116,575,59,514
0103118,283,24,257
0103119,214,39,175
0103120,229,48,180
0103121,124,6,117
0103122,148,28,120
0103123,66,7,59
010316-1,673,184,488
010316-3,1098,450,645
010317-1,506,63,442
010317-2,323,33,287
010318-1,895,91,800
010318-2,600,93,505
010319-1,373,87,283
010319-5,472,195,274
0103110-1,288,21,266
0103110-2,163,11,148
0103114-1,177,13,160
0103114-2,68,4,63
0103117-2,1560,466,1085
0103117-4,1028,290,736
0103117-5,1872,1189,668
0103117-6,3435,793,2618
0103117-7,3066,556,2500
010331,2153,904,1226
010332,3861,1652,2176
010333,564,245,313
010334,892,354,526
010336,256,72,181
010337,79,15,63
010338,140,42,94
010339,530,157,360
0103310,430,128,297
0103311,1047,663,370
0103312,773,223,537
0103313,818,249,555
0103314,1424,485,925
0103315,108,21,85
0103316,4122,2053,2015
0103317,6496,2173,4253
0103318,1046,267,763
010351-1,131,95,36
010352-1,272,51,219
010352-2,60,21,39
010353-2,218,147,69
010354-1,439,347,89
010354-2,292,186,105
010354-3,123,69,54
010355-1,125,17,105
010355-2,176,16,160
010355-3,231,8,222
010356-1,469,197,270
010356-2,78,33,45
010357-1,92,44,47
010357-2,123,44,79
010357-3,116,112,4
010358-1,260,33,223
010359-2,150,37,111
0103510-1,197,65,131
0103510-2,93,6,84
0103511-1,599,164,431
0103511-2,249,68,180
0103511-3,752,624,124
0103511-4,381,279,102
0103512-1,281,208,71
0103513-1,377,203,170
0103514-1,129,72,57
0103514-2,166,138,28
0103515-2,186,26,158
0103516-1,176,119,57
010370108,6,1,5
010370111,411,93,313
010370302,548,242,306
010370306,208,92,116
010370401,338,256,81
010370404,816,618,194
010370420,124,55,67
010370603,66,29,36
010370614,89,17,71
010370625,4,1,3
010370710,129,24,103
010370712,617,230,382
010370721,21,8,13
010371117,400,37,357
010371205,92,8,83
010371215,99,9,89
010371216,525,48,472
010371223,24,2,22
010371224,20,2,18
010371318,54,11,41
010371513,38,8,28
010371519,17,2,15
010371522,254,34,218
010371707,418,205,213
010371909,243,241,2
010391,4362,1220,3124
010392,237,21,215
010393,3047,724,2310
010394,360,28,331
010395,107,22,82
010396,249,50,198
010397,436,98,335
010398,454,38,414
010399,893,254,637
0103910,220,31,188
0103911,388,35,350
0103912,386,45,335
0103913,327,23,303
0103914,322,48,272
0103915,596,134,454
0103916,952,102,845
0103917,321,45,276
0103918,434,170,257
0103919,260,30,229
0103920,455,41,412
0103921,456,42,408
0103922,236,21,213
0103923,275,18,256
010411,296,86,209
010412,283,38,244
010413,510,382,128
010414,446,58,383
010415,182,8,174
010416,426,150,275
010417,123,7,115
010418,191,63,128
010419,631,218,413
0104110,287,61,226
0104111,218,31,187
0104112,122,57,65
0104113,529,73,451
0104114,998,232,757
0104115,151,64,85
0104116,469,356,111
0104117,208,29,178
0104118,215,25,190
010430010,6694,1220,5398
010430021,1249,188,1045
010430022,639,85,545
010430031,1295,242,1029
010430032,851,139,699
010430040,461,67,389
010430050,184,35,143
010430061,109,22,83
010430062,345,262,83
010430070,247,45,198
010430080,216,37,173
010430090,508,120,383
010430100,662,83,571
010430111,454,54,395
010430112,811,133,667
010430120,998,165,818
010430130,442,72,366
010430141,379,57,312
010430142,358,63,292
010430150,935,121,804
010430160,446,93,348
010430171,1249,196,1037
010430172,999,141,843
010430181,1338,229,1089
010430182,772,119,644
010430190,872,121,738
010430201,763,158,592
010430202,409,79,329
010430211,483,93,377
010430212,519,68,450
010430220,1474,165,1294
010430230,742,111,623
010430240,580,83,491
010430250,333,52,269
010430260,503,59,437
010430270,795,116,670
010430281,969,178,778
010430290,342,43,295
010430300,898,140,751
010430310,360,57,296
010430320,621,78,525
010430330,428,73,353
010430340,452,44,404
010430351,409,60,345
010430352,139,20,118
010430360,494,78,407
010450101,5490,2073,3389
010450200,480,63,410
010450300,1996,715,1264
010450400,963,166,788
010450500,161,29,130
010450600,1058,174,873
010450701,645,69,572
010450702,448,156,290
010450801,956,350,602
010450802,732,200,527
010450803,182,15,166
010450900,867,55,807
010451000,150,11,139
010451100,561,118,435
010451200,612,113,494
010451300,264,26,232
010451400,1131,239,879
010451500,1022,234,780
010451600,1587,464,1109
010470101,337,142,195
010470201,565,182,381
010470302,1796,630,1157
010470401,1122,893,228
010470402,141,135,6
010470501,1980,1886,91
010470502,472,386,86
010470601,309,94,212
010470701,82,28,54
010470801,846,447,396
010470901,1415,602,805
010471001,810,225,583
010471101,160,111,49
010471201,344,244,99
010471301,584,443,140
010471401,74,45,29
010471501,290,219,69
010479131,363,212,148
010479182,740,733,7
010479183,501,494,7
010479342,494,439,55
010479343,1201,1030,167
010479352,875,859,14
010479363,931,909,21
010479372,377,376,1
010479512,1599,346,1249
010479521,984,667,313
010479530,1035,864,168
010479544,414,345,68
010491,6319,1574,4674
010492,5565,1272,4230
010493,5993,1518,4412
010494,6018,1294,4641
010510011,1682,303,1365
010510021,276,222,53
010510031,579,168,410
010510041,859,96,757
010510051,678,107,563
010510052,491,44,442
010510061,931,276,651
010510071,757,76,673
010510081,243,64,178
010510091,510,135,373
010510101,393,207,185
010510111,415,34,378
010510121,897,139,755
010510131,355,79,271
010510141,677,59,614
010510151,1758,227,1524
010510161,283,31,250
010510171,588,442,146
010510181,288,78,209
010510191,781,210,567
010510201,424,187,234
010510211,360,159,199
010510221,4762,1101,3640
01051022A,1160,268,887
010510231,300,215,83
010510241,975,486,482
01051024A,1717,450,1260
010510251,35,16,19
010510261,394,253,140
01051026A,535,195,339
010510271,363,78,282
010510272,619,231,386
01051027A,0,0,0
010510281,848,130,715
010510291,1721,370,1338
01051029A,63,14,49
010510301,300,79,220
010510311,1066,110,945
010510321,1011,168,836
010510322,196,42,153
01051032A,0,0,0
01051032B,0,0,0
010510331,2119,406,1703
01051033A,1371,238,1125
010510341,490,108,378
010510271-1,0,0,0
010530010,516,247,255
010530030,2952,1256,1686
010530040,497,64,426
010530050,1162,401,752
010530070,367,52,313
010530080,274,91,180
010530090,108,14,94
010530100,83,21,61
010530110,49,7,42
010530120,324,158,164
010530140,429,126,302
010530150,426,53,372
010530160,294,18,276
010530170,188,19,168
010530180,137,3,134
010530190,250,20,227
010530210,79,19,59
010530220,615,62,552
010530230,299,63,236
010530240,248,114,130
010530250,635,150,477
010530260,1306,333,964
010530270,350,45,303
010530280,99,9,88
010530290,321,125,195
010530300,309,78,230
010530310,961,935,25
010530320,1002,651,347
010530330,374,54,317
010550101,2015,403,1578
010550102,1290,439,838
010550103,1383,1351,31
010550104,1205,664,525
010550105,302,254,48
010550106,777,254,514
010550107,1603,894,693
010550108,390,137,246
010550109,2025,1522,488
010550110,1642,309,1320
010550111,1795,1424,362
010550201,4263,665,3544
010550301,602,104,491
010550401,2753,499,2217
010550501,2783,486,2246
010550502,310,54,248
010550601,504,97,404
010550701,316,48,264
010550801,1659,424,1209
010550901,268,30,235
010551001,1047,153,882
010551101,379,59,315
010551201,520,96,411
010551301,284,44,236
010551401,1325,626,678
010551402,1651,368,1265
010551501,924,165,752
010551601,855,152,699
010551602,827,164,655
010551603,909,141,753
010551701,318,68,246
010551801,461,87,366
010551901,415,56,353
010552001,304,61,239
010552101,214,24,185
010552201,458,58,394
010552301,3667,731,2897
010552401,899,114,781
010552501,695,97,584
010552601,448,91,344
010552602,144,84,59
010570101,2716,927,1759
010570201,156,37,118
010570301,167,34,130
010570401,318,44,274
010570501,565,86,476
010570601,232,52,177
010570701,192,86,106
010570801,272,29,242
010570901,615,133,472
010571001,326,25,298
010571101,432,131,292
010571201,176,22,154
010571301,229,51,174
010571401,368,54,312
010571501,138,22,111
010571601,148,23,122
010571701,164,116,48
010571801,371,71,298
010571901,120,18,102
010572001,163,24,139
010572201,89,9,79
010591,403,75,323
010592,3272,1271,1966
010593,184,54,126
010594,145,32,110
010595,1469,315,1138
010596,447,94,344
010597,581,144,427
010598,234,61,170
010599,884,236,631
0105910,412,130,278
0105911,320,81,237
0105912,200,61,138
0105913,425,154,267
0105914,440,92,346
0105915,407,105,296
0105916,248,91,156
0105917,330,108,216
0105918,527,151,362
0105919,582,123,452
0105920,160,91,65
010613,1284,117,1147
010614,661,63,595
010615,1344,368,966
010616,663,121,540
010617,1455,266,1186
010618,212,21,189
010619,605,156,440
0106110,1999,450,1538
0106111,369,54,312
0106112,303,49,250
0106113,1338,295,1024
0106114,209,23,183
0106115,401,36,359
0106116,302,26,274
0106117,507,89,414
010631-1,64,56,7
010631-2,152,120,32
010631-5,115,70,45
010631-8,180,148,32
010632-8,93,78,11
010633-7,80,67,13
010633-8,180,172,8
010635-6,166,130,35
010635-7,90,87,3
010631-3-4,263,239,23
010631-6-7,308,258,48
010632-1-2,161,143,17
010632-3-4,567,357,208
010632-5-7,460,290,168
010633-1-6,764,635,128
010634-1-2,609,584,25
010634-5-6,270,258,11
010635-1-3,369,321,48
010635-4-5,227,220,7
010634-3-4A,103,99,4
010634-3-4B,79,76,3
010651,34,18,16
010652,55,40,15
010653,67,27,40
010655,328,219,109
010656,569,502,67
010657,305,196,109
010658,327,173,152
010659,273,226,47
0106510,107,43,64
0106511,49,12,37
0106512,1288,492,787
0106513,34,1,33
0106516,165,91,73
010651A,81,42,39
010651B,58,30,28
010651C,19,10,9
010652A,224,159,64
010652B,81,20,60
010652C,134,88,45
010653A,89,35,54
0106541,311,275,35
0106542,780,537,242
0106543,608,479,127
010655A,69,46,23
010656B,245,216,29
010657B,8,5,3
0106510A,131,53,78
0106511A,24,6,18
0106511B,69,17,51
0106511C,54,13,41
0106511D,16,4,12
0106511E,7,2,5
0106512A,256,98,156
0106516A,116,30,86
0106541A,85,63,22
0106542A,562,310,250
0106543A,221,183,37
0106544A,216,170,46
0106545A,142,51,91
0106711B,275,76,197
01067P-1,2727,765,1946
01067P-2,364,48,313
01067P-3,328,36,292
01067P-4,246,46,200
01067P-5,280,84,195
01067P-6,418,203,215
01067P-7,839,366,468
01067P-9,27,12,15
01067P-10,1558,751,799
01067P-12,792,225,563
01067P-13,298,148,150
01067P-14,223,97,126
01067P-11A,267,161,106
010690010,1044,76,960
010690020,634,107,525
010690050,602,126,474
010690060,1153,270,877
010690090,778,322,452
010690301,1901,1798,102
010690302,2730,904,1808
010690303,3204,919,2269
010690304,3370,1339,2010
010690401,1403,167,1231
010690402,1305,112,1180
010690701,1282,175,1101
010690801,1213,204,1004
010690802,802,187,614
010691000,1434,415,1015
010691101,185,30,154
010691102,265,142,120
010691201,325,65,255
010691202,244,176,67
010691300,861,205,656
010691400,230,25,204
0106903-1A,674,435,235
0106903-2A,3234,1557,1658
0106903-3A,3749,632,3104
0106903-4A,7139,1150,5943
0106903-4B,1234,623,606
0106907-1A,397,33,363
0106907-1B,300,31,267
010711,1494,595,870
010712,78,17,60
010713,1532,709,807
010714,800,152,631
010715,429,118,292
010716,409,126,277
0107110,786,326,449
0107111,914,347,556
0107112,137,44,91
0107113,277,49,219
0107114,378,122,251
0107115,235,61,173
0107116,517,116,390
0107117,65,24,39
0107118,75,7,66
0107119,66,28,33
0107120,237,63,168
0107121,6197,1723,4398
0107122,690,125,556
0107123,210,53,154
0107124,784,237,529
0107125,166,29,136
0107126,106,25,80
0107127,100,25,72
0107128,965,311,638
0107129,671,210,447
0107130,623,172,441
0107131,240,30,202
0107132,159,57,101
0107133,22,6,15
0107134,68,17,51
0107135,142,37,103
0107136,155,48,106
0107137,175,35,138
0107138,605,244,346
0107139,289,86,198
010731501,3789,331,3428
010731502,2007,200,1788
010731503,763,82,679
010731504,1192,120,1058
010731505,627,64,558
010731506,4961,1832,3108
010731507,2007,134,1858
010731508,218,37,180
010731509,1813,311,1493
010731510,1100,94,991
010731511,5626,1211,4372
010733401,1749,126,1610
010734301,438,147,287
010734401,4859,778,4054
010734402,5461,698,4728
010734403,3525,964,2536
010734404,2699,710,1975
010734405,3207,1890,1308
010734406,2468,1777,680
010734407,424,77,340
010734501,1104,305,783
010734502,1635,360,1269
010734503,3143,1981,1145
010734504,387,158,226
010734505,2139,1222,905
010734506,3233,1808,1408
010734507,1550,1014,531
010734508,1642,776,855
010734509,3026,639,2375
010734510,167,40,127
010734601,5482,1337,4108
010734602,4900,1305,3564
010734603,2014,437,1557
010734604,2868,930,1907
010734605,2311,822,1450
010734606,3146,1074,2043
010734607,730,157,569
010734608,1689,348,1333
010734609,2826,590,2219
010734701,2664,1701,945
010734702,2160,459,1687
010734703,3189,966,2192
010734704,2998,664,2300
010734705,4665,1309,3298
010734706,1709,552,1144
010734707,2272,450,1808
010734708,2296,520,1753
010734801,1451,591,844
010734802,3217,555,2635
010734803,2424,679,1716
010734804,2671,615,2024
010734805,2934,724,2172
010734806,3319,832,2459
010734807,2139,436,1695
010734808,1268,417,838
010735101,8096,1188,6848
010735102,1473,126,1336
010735103,1514,131,1368
010735104,1676,400,1263
010735105,578,80,496
010735106,1667,277,1375
010735107,2074,307,1749
010735108,2749,1190,1547
010735109,4413,515,3855
010735201,2167,2068,93
010735202,1242,1228,12
010735203,1456,1435,19
010735204,2567,2538,28
010735205,806,786,19
010735206,1407,1396,10
010735207,998,992,6
010735208,531,371,159
010735209,242,233,9
010735210,1277,447,826
010735211,736,369,362
010735212,2513,1508,977
010735213,1528,840,671
010735214,1831,622,1192
010735215,196,189,6
010735216,555,234,314
010735301,2621,2597,22
010735302,1457,1422,31
010735303,1044,1028,16
010735304,1167,1159,8
010735305,2126,2105,20
010735306,1519,1100,384
010735307,1274,868,393
010735308,2334,1578,720
010735309,378,234,137
010735310,2210,1381,801
010735401,703,696,7
010735402,602,598,4
010735403,530,530,0
010735404,1025,1016,8
010735406,1272,1118,149
010735407,398,360,33
010735408,828,821,6
010735409,1352,868,462
010735410,1356,805,541
010735411,1451,1368,79
010735412,572,568,3
010735413,1701,1340,345
010735414,2385,1330,1014
010735415,677,224,442
010735416,1103,335,755
010735501,195,19,172
010735502,487,34,451
010735503,75,75,0
010735504,652,264,388
010735505,1782,592,1183
010735506,1654,1026,619
010735507,1132,615,514
010735508,1468,1230,234
010735509,2590,2509,79
010735510,671,623,46
010735511,1901,1889,12
010735512,2317,2231,83
010735513,1409,1369,40
010735514,900,877,23
010735601,2486,692,1774
010735602,244,23,219
010735603,663,387,276
010735604,2335,1472,851
010735605,1170,1106,62
010735606,919,770,146
010735607,1233,1043,187
010735608,1855,1839,16
010735609,1693,1682,10
010735610,1036,922,112
010735611,3103,2035,1057
010735612,639,167,465
010735613,1013,950,61
010735614,554,465,88
010735615,560,559,0
010735701,1619,406,1190
010735702,2362,702,1642
010735703,2089,1151,927
010735704,1309,1250,59
010735705,172,161,11
010735706,1335,1295,37
010735707,1594,1518,75
010735708,370,351,18
010735709,2586,2174,404
010735711,1693,1666,25
010735712,906,894,12
010735713,719,710,8
010735714,383,382,1
010735715,844,843,1
010735716,1213,1197,13
010735801,1144,1127,16
010735802,1201,1151,47
010735803,807,762,44
010735804,2308,1959,335
010735805,1840,1096,725
010735806,1764,1271,484
010735807,1252,1246,4
010735808,2295,2041,252
010735809,2847,2241,597
010735810,2037,1420,606
010735901,1673,970,695
010735902,1748,319,1412
010735903,1143,1103,38
010735904,1163,1154,8
010735905,1027,1016,11
010735906,1208,1193,13
010735907,1309,1307,1
010735908,332,329,2
010735909,848,792,55
010735910,2049,1258,774
010735911,636,625,11
010735912,802,747,54
010735913,1076,963,108
010736001,1111,418,687
010736002,682,170,508
010736003,1749,499,1236
010736004,1377,1075,297
010736005,3362,2563,783
010736006,964,450,507
010736007,1683,1652,31
010736008,2299,2274,25
010736009,765,740,25
010736010,676,673,3
010736011,193,193,0
010736012,1143,1138,5
010736013,990,920,64
010736014,1861,1826,32
010752,231,55,176
010753,84,38,44
010755,203,31,170
010756,65,9,56
010757,263,59,203
010758,146,23,122
0107510,144,42,101
0107511,242,26,216
0107512,129,4,123
0107513,197,9,188
0107514,605,255,350
0107515,580,94,485
0107516,122,18,103
0107517,214,21,193
0107518,170,25,143
010751E,628,123,501
010751W,1065,276,781
0107520,91,3,88
0107521,131,23,106
0107522,57,3,54
0107523,88,11,77
010754N,56,15,41
010754S,168,28,139
010759N,958,277,670
010759S,438,146,289
010771,781,284,488
010772,1920,593,1303
010773,1092,344,715
010774,1222,383,815
010775,2707,850,1788
010776,2150,628,1485
010777,2339,625,1682
010778,857,255,580
010779,1110,287,802
0107711,1345,362,965
0107712,1620,492,1105
0107713,1262,352,890
0107714,1321,341,959
0107715,1048,390,645
0107716,767,199,555
0107717,267,73,185
0107710-1,427,182,245
0107710-3,1020,668,338
0107710-4,535,231,293
0107710-6,640,379,249
0107710-7,888,336,539
0107710-8,904,416,473
0107711-A,32,9,23
0107710-11,2220,679,1522
0107710-100,1650,667,957
0107710-121,706,226,473
0107710-122,1337,501,817
0107710-123,2451,683,1741
0107710-2-1,626,370,245
0107710-2-2,823,785,37
0107710-9-1,1042,289,744
0107710-9-2,881,450,410
0107919-1,785,239,541
010791-1-1,527,441,81
010791-2-1,566,524,41
010791-3-1,417,358,59
010791-4-1,406,229,176
010791-5-1,462,320,138
010791-6-1,348,148,200
010791-7-1,215,85,128
010792-8-1,176,70,105
010792-9-1,449,87,360
010792-10-1,458,147,302
010792-11-1,189,47,140
010792-12-1,336,108,220
010792-13-1,771,244,513
010792-14-1,26,5,20
010792-15-1,173,50,122
010792-16-1,296,105,186
010793-17-1,776,131,622
010793-18-1,521,111,404
010793-20-1,197,40,153
010793-21-1,339,97,239
010793-22-1,65,18,47
010794-23-1,187,38,145
010794-24-1,219,42,174
010794-25-1,1145,275,854
010794-26-1,220,215,5
010794-27-1,135,27,105
010794-28-1,704,239,460
010794-29-1,300,62,233
010794-30-1,159,43,115
010794-31-1,43,12,28
010794-32-1,96,21,70
010795-33-1,1068,203,855
010795-34-1,1034,221,784
010795-35-1,320,66,248
010795-36-1,503,96,404
010810010,930,97,829
010810020,13009,6222,6706
010810030,454,127,321
010810040,286,161,123
010810050,1446,949,492
010810060,21641,8931,12450
010810070,2230,754,1451
010810080,804,224,574
010810090,902,464,431
010810100,289,170,118
010810110,1291,187,1091
010810120,2037,642,1391
010810130,1129,316,800
010810140,4884,1564,3291
010810160,2869,690,2162
010831,11456,3652,7684
010832,6492,1655,4767
010833,3803,715,3051
010834,1184,262,917
010835,328,71,249
010836,735,185,544
010837,647,110,519
010838,2496,514,1965
010839,1654,440,1199
0108310,2000,736,1239
0108311,655,378,267
0108313,1331,428,891
0108314,702,390,306
010850011,964,878,85
010850021,403,100,302
010850022,77,19,58
010850031,474,404,67
010850041,1007,991,16
010850051,540,419,121
010850061,876,712,163
010850071,522,361,157
010850081,198,113,85
010850091,288,282,6
010850092,78,76,2
010850101,27,4,22
010850111,53,52,1
010850112,28,27,1
010850121,551,396,153
010850131,344,247,95
010850141,380,185,194
010850151,362,142,218
0108510A1,104,41,63
010870101,1579,1542,35
010870102,276,122,154
010870103,384,305,78
010870104,1038,1028,8
010870204,406,394,12
010870205,316,284,31
010870211,1709,1650,54
010870306,345,293,51
010870307,834,673,158
010870312,1573,1543,27
010870408,681,551,129
010870409,421,201,215
010870410,917,478,439
010870413,328,323,5
010870414,63,63,0
010891,2873,2839,30
010892,525,468,55
010893,984,493,472
010894,917,337,567
010895,2397,739,1625
010896,1029,394,624
010897,128,124,4
010898,1657,606,1034
010899,1998,578,1400
0108910,879,394,469
0108911,5690,1201,4469
0108912,248,122,123
0108913,2007,549,1444
0108914,1835,463,1354
0108915,4408,1199,3161
0108916,296,285,11
0108917,1098,339,747
0108918,1202,390,789
0108919,3187,890,2258
0108920,3620,963,2614
0108921,3029,790,2205
0108922,1811,455,1334
0108923,3032,925,2066
0108924,1217,388,818
0108925,962,664,292
0108926,1897,543,1339
0108927,761,752,7
0108929,436,130,296
0108930,1986,1588,384
0108931,1253,954,293
0108932,1972,1222,723
0108933,1177,842,326
0108934,938,766,168
0108935,2243,1988,253
0108936,1749,1642,106
0108937,1383,1257,125
0108938,2151,1932,214
0108939,522,513,9
0108940,508,428,80
0108941,522,502,20
0108944,302,211,90
0108945,1374,1090,278
0108946,517,251,258
0108947,654,451,200
0108948,570,431,130
0108949,1663,855,779
0108950,2510,2025,470
0108951,2120,995,1095
0108952,1167,674,474
0108953,2260,1052,1178
0108954,2737,1344,1346
0108955,1089,274,804
0108956,2429,549,1840
0108957,807,302,494
0108958,2641,905,1721
0108959,288,112,172
0108960,523,469,51
0108961,376,70,302
0108962,333,84,244
0108963,2143,856,1267
0108964,4400,1861,2512
0108965,2679,913,1740
0108966,1056,376,675
0108967,1693,323,1349
0108968,373,91,274
0108969,2227,751,1443
0108970,704,209,485
0108971,2420,784,1601
0108972,1874,598,1258
0108973,506,96,406
0108974,155,33,122
0108975,1256,289,950
0108976,1501,611,879
0108977,2066,591,1458
0108978,5250,1770,3428
0108979,349,83,265
0108980,1736,451,1266
0108981,2144,576,1547
0108982,1549,368,1155
0108983,1938,521,1403
0108984,1077,606,469
0108985,1592,327,1250
0108986,2568,830,1715
0108987,2037,914,1105
0108988,2814,1173,1624
0108989,3135,1102,2009
0108990,3261,758,2463
0108991,2454,762,1665
0108992,2679,753,1896
0108993,2011,943,1052
010910101,1060,764,294
010910102,938,735,201
010910201,1489,289,1194
010910202,698,159,538
010910204,151,52,99
010910301,770,368,400
010910302,338,212,126
010910303,100,59,41
010910305,980,512,466
010910306,183,31,152
010910401,560,302,257
010910402,120,106,14
010910403,113,113,0
010910405,262,182,80
010910407,410,164,244
010910408,806,660,142
