GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_acstot,Wh_2018_acstot,His_2018_acstot,BlC_2018_acstot,NatC_2018_acstot,AsnC_2018_acstot,PacC_2018_acstot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_acstot,Wh_2019_acstot,His_2019_acstot,BlC_2019_acstot,NatC_2019_acstot,AsnC_2019_acstot,PacC_2019_acstot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap,Tot_2020_acstot,Wh_2020_acstot,His_2020_acstot,BlC_2020_acstot,NatC_2020_acstot,AsnC_2020_acstot,PacC_2020_acstot,Tot_2020_cvap,Wh_2020_cvap,His_2020_cvap,BlC_2020_cvap,NatC_2020_cvap,AsnC_2020_cvap,PacC_2020_cvap,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
460110VTD-5,4972,4530,93,35,82,235,0,3779,3494,53,19,49,166,0,5723,5082,236,0,49,328,28,4108,3933,45,0,35,60,0,5771,5082,288,18,108,266,30,4148,3924,80,0,75,40,0,6051,5253,406,9,182,259,43,4541,4218,174,0,68,34,0,5795,4934,210,217,181,229,8,4387,3840,133,128,103,159,8,4387,3840,133,106,142,41,4,8,113
46011VTD-10,1112,1069,9,2,18,8,1,839,812,7,0,15,3,1,1224,1157,71,0,0,0,0,906,904,2,0,2,0,0,1342,1283,64,0,0,0,0,977,975,2,0,2,0,0,1399,1373,23,0,1,0,0,1060,1053,2,0,5,0,0,1168,1067,44,17,20,8,0,904,833,31,9,16,7,0,904,833,31,6,3,2,0,4,25
46099000N21,1312,1265,23,6,18,1,1,916,898,12,0,6,0,0,1331,1262,18,0,42,3,2,971,943,17,0,10,0,3,1389,1342,12,1,39,1,1,1026,1013,8,0,5,0,0,1457,1410,25,0,22,0,4,1084,1065,8,0,8,0,0,1260,1190,13,6,32,6,0,915,880,4,0,18,6,0,915,880,4,0,1,0,0,3,27
460990NVP16,1941,1836,34,11,50,10,3,1329,1298,15,1,10,5,1,2120,1985,35,21,40,38,0,1470,1406,17,3,32,13,0,2094,1956,57,14,29,31,0,1484,1410,25,8,30,7,0,1779,1637,54,16,62,0,0,1376,1290,32,0,44,2,0,2024,1898,40,15,39,17,5,1467,1375,32,6,26,11,5,1467,1375,32,4,4,4,2,2,44
460990N3-14,3367,2954,105,165,94,57,5,2442,2245,59,64,45,33,4,4770,3988,203,394,41,168,0,3346,2983,61,197,17,78,0,4848,4125,194,331,66,148,0,3538,3194,56,172,31,74,0,4997,4131,180,372,94,252,0,3645,3248,54,159,71,84,0,5996,4563,386,664,216,149,12,4496,3689,230,325,108,119,10,4496,3689,230,290,87,50,5,17,128
460990NVP-6,1022,977,23,10,6,6,0,773,751,11,7,2,2,0,1859,1593,75,66,0,113,5,1328,1233,31,13,0,42,0,2085,1831,103,41,2,95,5,1545,1437,37,24,1,29,0,1000,897,17,38,1,38,0,779,747,18,4,1,26,0,1055,947,31,32,21,23,5,807,746,23,11,15,13,4,807,746,23,7,7,5,3,0,16
460990N3-12,3346,2816,276,150,92,35,5,2446,2194,145,54,46,16,3,3807,2964,616,126,105,17,14,2576,2240,238,24,45,13,0,3857,2990,762,37,76,16,12,2578,2207,293,26,30,13,0,4244,3484,568,117,133,7,11,3031,2647,268,45,56,4,0,4620,3268,670,281,361,99,3,3275,2522,382,138,187,49,1,3275,2522,382,122,22,105,1,5,116
460990N3-17,2361,2162,55,57,14,75,2,1602,1508,25,21,5,42,1,3760,3357,204,98,0,99,0,2577,2355,137,34,0,55,0,4085,3704,116,97,52,107,0,2881,2678,65,45,38,50,0,5108,4659,141,40,76,190,0,3459,3165,85,37,64,78,0,5387,4513,222,270,160,209,11,3803,3302,114,116,104,143,7,3803,3302,114,98,118,39,0,8,124
460990N3-16,2227,2024,58,73,29,54,3,1364,1280,30,21,10,25,1,3368,3042,185,87,0,39,0,2275,2064,140,34,0,33,0,3571,3273,71,92,63,72,0,2466,2292,53,39,43,40,0,4562,4254,102,30,28,148,0,2991,2836,37,24,43,72,0,4901,4173,162,294,155,101,6,3275,2862,104,137,82,71,2,3275,2862,104,118,52,31,0,3,105
460990000N3,892,861,7,2,4,3,0,619,600,3,1,2,2,0,901,861,13,11,14,1,0,672,669,8,0,0,1,0,920,870,4,12,29,2,1,671,665,0,1,1,1,0,624,577,4,21,21,1,0,477,468,2,2,0,2,0,813,763,16,6,12,10,2,568,538,8,3,6,8,2,568,538,8,0,4,3,0,2,13
460990000N5,3368,3243,52,28,34,24,1,2320,2270,24,7,18,13,1,4128,4013,32,31,32,24,0,2783,2736,15,9,24,2,0,4078,3954,29,21,34,22,19,2754,2705,11,0,28,2,10,4244,4080,58,20,79,22,19,2898,2829,46,3,19,0,10,4955,4564,136,68,85,75,6,3316,3122,61,31,41,46,3,3316,3122,61,21,44,13,2,10,43
46099000N15,5417,5203,57,74,48,40,0,3596,3519,22,24,16,17,0,5379,5207,31,65,43,39,0,3723,3670,3,35,6,9,0,5512,5175,30,189,62,75,0,3819,3692,3,115,6,3,0,5673,5355,28,213,22,69,0,4017,3867,9,133,5,4,0,6093,5566,130,146,161,83,7,4246,3990,71,66,75,28,4,4246,3990,71,42,13,19,2,10,99
460990NVP02,2414,2347,15,5,19,27,0,1718,1687,5,2,9,15,0,4924,4655,100,18,37,118,0,3283,3191,25,1,33,36,0,5474,5204,115,14,57,84,8,3821,3714,31,0,50,22,0,2978,2906,28,12,0,26,4,2230,2234,0,0,0,3,0,3110,2922,37,36,54,35,4,2361,2254,20,20,23,25,0,2361,2254,20,9,21,7,0,9,41
4609900N5-4,2188,1898,93,102,80,34,0,1773,1603,56,57,47,18,0,2073,1780,92,99,102,5,0,1594,1475,17,32,62,3,0,2124,1772,174,153,22,4,0,1589,1475,34,63,20,3,0,2080,1696,151,204,25,4,0,1683,1479,65,111,20,0,0,2091,1645,165,117,145,45,3,1740,1443,113,68,94,34,2,1740,1443,113,48,26,37,0,2,71
