GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_tot,Wh_2018_tot,His_2018_tot,BlC_2018_tot,NatC_2018_tot,AsnC_2018_tot,PacC_2018_tot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_tot,Wh_2019_tot,His_2019_tot,BlC_2019_tot,NatC_2019_tot,AsnC_2019_tot,PacC_2019_tot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap
3117900009P,1416,1200,133,48,12,15,11,1166,1025,76,34,8,15,10,1151,993,91,54,13,12,0,1006,882,64,43,5,11,0,1228,1037,95,53,47,11,0,967,861,46,40,11,8,0
3117900013P,1407,1303,55,32,13,12,0,1116,1040,35,25,8,9,0,1033,1001,16,19,0,0,0,761,734,12,15,0,0,0,1038,846,176,17,1,0,0,714,661,48,9,0,0,0
3117900011P,1411,1313,40,37,13,15,2,1251,1172,33,32,9,10,2,1333,1116,113,82,23,20,0,1240,1074,70,66,12,19,0,1435,1245,73,81,42,18,0,1253,1109,51,60,20,16,0
3114700005P,403,388,8,0,6,1,0,327,317,5,0,4,1,0,367,352,10,1,2,0,0,313,305,10,2,2,0,0,378,370,5,2,2,0,0,319,308,4,2,3,0,0
3114700004P,221,213,4,3,3,1,0,179,173,4,1,1,1,0,223,215,4,0,4,0,0,181,174,4,0,3,0,0,245,233,2,0,5,0,0,196,188,2,0,3,0,0
3117900012P,1420,1317,42,38,13,14,2,1253,1173,32,32,11,10,0,1868,1559,218,77,16,14,0,1432,1232,114,66,8,14,0,1612,1396,123,69,29,13,0,1321,1173,73,52,14,11,0
3110100010P,1030,913,88,9,20,8,0,762,690,51,3,9,6,0,1082,914,134,10,27,9,7,812,721,59,3,12,8,6,1137,939,134,16,58,18,5,831,736,44,4,34,3,2
3110100008P,1249,1161,75,2,8,4,0,955,907,43,1,5,3,0,1061,970,54,7,14,16,1,904,827,39,8,15,15,1,1008,887,92,12,3,14,1,884,789,66,12,2,15,1
3110100006P,318,304,10,2,0,2,0,253,244,5,2,0,2,0,301,285,7,7,0,6,0,240,234,1,0,0,1,0,322,304,7,4,0,3,0,245,240,4,0,0,0,0
3110100003P,924,879,31,2,1,11,0,696,672,15,1,1,7,0,960,857,41,30,1,27,0,728,693,17,0,0,14,0,970,838,65,48,0,16,0,686,656,23,0,0,4,0
3118500001P,1171,1119,31,3,12,4,0,932,903,17,1,7,2,0,1168,1123,18,5,3,14,0,881,856,8,0,5,7,0,1192,1157,16,4,2,17,0,906,883,5,0,1,11,0
3118500002P,613,604,3,4,3,0,0,471,466,1,2,3,0,0,604,572,6,0,5,12,0,476,447,1,0,6,11,0,650,617,5,0,2,13,0,510,485,1,0,2,12,0
3118500001W,1026,957,46,10,4,16,5,764,735,22,4,4,10,3,1112,1034,38,14,31,15,0,908,860,17,6,12,3,0,1061,987,40,13,24,13,0,843,802,21,3,9,3,0
3118500003W,1453,1340,71,18,5,17,3,1093,1041,25,5,2,11,2,1525,1376,88,37,20,8,0,1125,1064,31,12,5,2,0,1398,1250,89,42,19,7,0,1024,960,27,16,5,1,0
3118500004P,967,942,15,8,1,1,0,759,749,8,2,1,0,0,949,911,17,4,8,20,0,724,699,8,0,9,16,0,979,941,15,6,6,17,0,758,735,6,1,5,16,0
3118500012P,1403,1292,73,16,10,12,4,1080,1015,41,6,3,8,2,1433,1237,107,72,19,3,0,1060,955,44,56,8,3,0,1429,1214,117,75,30,0,0,1026,901,56,56,25,0,0
3100500001P,460,435,19,0,5,2,1,335,324,7,0,3,1,0,418,397,3,0,16,0,0,305,300,4,0,8,0,0,427,409,2,2,14,0,0,305,300,4,4,12,0,0
3110100004P,811,756,47,1,7,0,0,661,626,31,0,4,0,0,785,706,69,1,5,0,1,653,619,45,3,0,0,0,761,716,51,3,3,1,0,645,628,27,0,0,0,0
3108500001P,299,294,3,0,1,2,1,243,241,1,0,0,0,1,292,270,20,0,0,0,0,222,214,8,0,0,0,0,277,252,24,0,0,0,0,213,202,8,0,0,0,0
3108500003P,339,319,17,0,0,2,0,254,241,11,0,0,2,0,330,305,26,0,0,0,0,248,238,8,0,0,0,0,310,283,25,0,0,0,0,235,227,10,0,0,0,0
3112700008P,303,300,1,2,0,0,0,244,242,1,1,0,0,0,318,295,11,0,9,0,0,241,233,6,0,0,0,0,321,300,6,0,9,0,0,247,238,3,0,3,0,0
3112700009P,963,924,18,4,13,6,0,747,719,12,1,10,6,0,945,935,5,2,1,2,0,759,752,3,1,3,4,0,918,903,5,2,0,3,0,738,727,3,1,1,4,0
3102900002P,616,558,52,2,0,4,0,475,440,31,2,0,2,0,649,593,51,0,0,0,0,482,464,17,0,0,0,0,591,534,43,0,0,0,0,450,436,18,0,0,0,0
3112700004P,927,901,14,3,11,1,0,691,678,6,1,5,1,0,833,820,12,3,2,1,0,666,657,4,3,5,3,0,810,796,12,4,1,1,0,653,640,4,3,5,3,0
3110100001P,471,444,9,4,10,5,0,429,406,8,4,10,2,0,466,417,45,3,4,2,0,392,362,23,3,2,2,0,431,405,20,3,3,3,0,376,351,16,2,2,2,0
3102900003P,758,709,44,1,2,1,0,610,584,24,0,1,0,0,718,665,52,0,0,0,0,552,542,8,0,0,0,0,708,677,43,0,0,0,0,542,537,8,0,0,0,0
3109700005P,783,621,124,11,4,22,0,624,516,80,10,3,13,0,820,659,139,3,1,14,0,560,494,54,3,1,8,0,739,565,132,3,1,26,0,532,448,63,3,1,15,0
3109700007P,2334,1696,272,269,54,43,0,2014,1463,203,263,53,32,0,2428,1714,323,308,66,38,10,1979,1453,172,298,62,15,0,2424,1720,331,272,59,51,9,1973,1466,174,270,63,24,0
3102300001W,972,912,40,7,3,7,0,713,675,19,6,3,4,0,693,624,52,10,9,10,0,574,534,21,10,10,0,0,807,719,71,10,10,19,0,638,588,33,7,10,0,0
3102300008P,608,575,26,4,0,3,0,445,426,16,2,0,1,0,577,526,29,14,14,11,0,405,383,16,2,11,0,0,547,507,29,18,12,13,0,391,370,14,2,9,0,0
3102300003W,964,937,15,4,2,3,0,747,733,9,2,2,3,0,1149,1111,41,10,10,1,0,800,785,8,1,1,0,0,1079,1031,53,16,17,1,0,760,746,12,0,1,0,0
3102300002W,952,876,48,13,5,13,0,683,645,26,5,4,7,0,1058,1019,33,12,12,4,0,753,738,15,4,4,0,0,1031,976,45,9,12,8,0,743,721,18,3,4,0,0
3102300005P,687,656,13,2,10,6,0,527,511,5,0,7,4,0,593,516,52,10,9,10,0,417,379,15,2,9,0,0,563,499,36,13,8,12,0,402,364,13,2,6,0,0
3102300002P,1298,1274,18,3,4,2,0,968,956,10,1,1,0,0,1118,1100,11,0,6,2,0,870,858,4,0,4,2,0,1077,1038,15,0,21,0,0,848,832,10,0,4,0,0
3110100005P,451,444,3,0,4,0,0,353,346,3,0,4,0,0,402,393,6,0,0,0,4,325,320,8,0,0,0,4,432,432,1,0,0,0,4,367,364,0,0,0,0,4
3118500007P,832,803,21,5,3,0,3,609,593,12,1,2,0,3,815,782,4,24,7,0,0,611,603,4,4,8,0,0,765,734,10,32,2,0,0,603,588,4,11,4,0,0
3118500004W,1066,983,40,19,10,13,3,847,799,28,10,8,8,1,1176,1025,91,42,16,0,0,904,822,30,38,9,0,0,1113,946,96,33,23,0,0,839,737,39,34,22,0,0
3118500006P,908,696,118,66,22,6,0,746,576,83,64,22,3,0,1013,899,66,31,11,1,0,777,719,20,28,6,1,0,961,827,68,29,16,3,0,725,647,30,25,13,1,0
3102300006P,699,678,20,0,1,0,0,532,523,8,0,1,0,0,644,621,5,0,3,14,0,545,527,0,0,4,13,0,705,691,7,0,5,3,0,560,553,0,0,4,0,0
3112900001P,582,570,5,1,3,3,0,443,436,1,1,3,2,0,538,475,58,0,3,6,0,397,393,4,0,0,8,0,483,439,47,0,4,11,0,375,369,5,0,0,8,0
3102900007P,931,657,272,1,3,0,0,686,515,170,0,3,0,0,775,610,144,3,7,10,0,511,491,11,4,7,0,0,840,684,144,3,3,9,0,567,540,29,4,4,0,0
3110100009P,932,827,84,4,20,9,0,716,660,48,1,10,4,0,902,819,78,2,13,2,0,655,594,57,1,2,2,0,933,809,103,6,14,11,0,686,604,77,1,2,1,0
3105700002P,719,683,21,8,4,2,2,553,532,13,3,4,2,0,835,680,143,0,4,0,0,531,523,0,0,4,0,0,822,719,98,0,3,0,0,591,585,0,0,3,0,0
3113100016P,1246,1106,102,17,8,13,1,950,867,63,8,7,7,0,1172,951,172,21,1,26,0,856,767,70,12,1,15,0,1132,921,159,12,15,28,0,858,765,65,7,12,15,0
3113100011P,884,844,26,8,5,3,1,686,662,14,4,3,3,1,756,747,8,2,0,0,0,628,628,0,1,0,0,0,725,714,9,0,0,0,0,629,628,0,1,0,0,0
3116900008P,696,678,8,3,4,3,0,550,543,3,1,2,1,0,628,609,10,0,5,0,0,468,455,7,0,2,0,0,639,633,10,0,4,0,0,485,472,7,0,2,0,0
3112900002P,877,835,30,3,8,0,1,695,668,18,2,6,0,1,913,890,20,7,0,0,0,707,693,19,4,0,0,0,842,801,42,6,0,0,0,664,640,28,4,0,0,0
3112900003P,325,309,12,1,1,2,0,241,233,5,1,1,1,0,340,331,1,0,0,0,0,274,263,1,0,0,0,0,313,296,8,0,0,0,0,250,235,6,0,0,0,0
3104900003P,611,555,45,1,11,1,0,506,464,36,0,7,1,0,678,564,85,4,29,4,0,504,438,43,4,22,4,0,651,526,88,3,30,12,8,478,410,38,4,22,4,0
3117300001P,229,217,6,0,4,2,0,184,177,3,0,3,1,0,243,210,3,1,27,1,0,173,160,0,1,18,0,0,248,205,0,1,34,1,0,177,160,0,1,20,0,0
3118500005P,1419,1381,27,3,10,3,0,1112,1097,9,1,3,3,0,1446,1240,92,84,46,2,0,1038,970,17,30,2,0,0,1494,1290,92,64,54,2,0,1077,1031,17,6,4,0,0
3117300002P,372,353,3,0,16,0,0,259,248,3,0,8,0,0,393,339,6,5,41,2,0,286,255,0,3,24,0,0,392,334,0,5,51,2,0,292,255,0,3,30,0,0
3117300006P,336,279,18,5,42,0,0,257,225,9,4,22,0,0,305,229,10,1,66,1,0,221,182,7,0,26,3,0,285,204,13,0,60,0,0,206,171,4,0,33,1,0
3113100005P,2270,2221,22,13,11,3,0,1737,1716,8,4,7,2,0,2368,2305,15,43,23,0,0,1807,1767,10,31,25,0,0,2338,2285,10,44,13,0,0,1758,1732,4,21,15,0,0
3113100021P,1257,1062,163,5,9,10,5,930,820,86,3,7,6,4,1230,962,197,42,17,10,0,839,755,31,21,16,13,0,1226,931,207,51,30,13,0,799,713,25,27,29,11,0
3113100020P,1271,1077,158,10,8,17,5,947,831,95,6,6,9,4,1596,1291,254,1,70,5,0,1056,964,64,0,14,1,0,1637,1348,278,0,1,6,0,1089,1018,64,0,0,1,0
3113100009P,853,827,9,13,2,3,0,643,631,6,4,2,0,0,785,760,1,8,0,7,0,578,565,1,1,2,4,0,770,749,0,4,0,9,0,572,556,1,1,2,4,0
3117300004P,1162,1103,18,5,33,5,0,934,904,6,2,20,3,0,1304,1141,116,9,41,0,0,1015,953,32,4,25,1,0,1332,1202,83,7,43,16,0,1038,977,27,4,27,8,0
3105700004P,292,255,30,4,2,0,0,225,206,14,1,1,0,0,219,165,54,1,1,0,0,134,129,1,0,1,0,0,192,149,36,0,0,0,0,116,111,4,0,1,0,0
3105700003P,311,269,36,6,3,0,0,242,220,21,3,3,0,0,274,232,36,2,2,0,0,188,182,2,0,2,0,0,247,213,30,2,2,0,0,167,162,4,0,2,0,0
3115900014P,1777,1690,33,20,21,18,6,1340,1284,17,13,14,13,4,1984,1853,50,21,27,29,14,1547,1452,28,18,28,5,0,1889,1771,38,19,25,30,17,1487,1405,26,17,23,4,0
3115900006P,475,460,10,4,0,2,0,361,356,6,1,0,1,0,496,476,7,5,5,4,1,376,361,5,2,4,2,0,492,474,6,4,6,4,2,373,359,5,2,5,2,0
3115900004P,1020,994,12,2,2,10,0,752,736,9,1,2,4,0,953,921,28,15,2,1,0,718,705,23,0,0,4,0,981,958,19,12,3,5,0,740,726,15,0,0,8,0
3115900008P,651,628,20,1,0,1,0,482,464,14,1,0,0,0,612,598,3,3,2,2,0,458,454,2,2,1,0,0,628,606,7,5,4,2,0,479,456,5,4,3,0,0
3115100005P,727,683,29,3,2,12,0,564,536,20,0,0,6,0,700,392,287,5,6,12,0,401,321,68,1,1,0,0,705,410,267,11,7,11,0,410,328,67,1,1,4,0
3115100013P,1316,567,700,14,13,25,2,884,450,399,6,9,18,1,1338,516,682,0,10,148,0,671,451,214,0,10,0,0,1093,517,565,3,10,3,0,645,453,179,2,8,3,0
3115100015P,2412,1829,456,29,25,78,5,1932,1557,285,25,15,55,4,2697,1741,667,193,156,168,0,1785,1414,305,44,17,0,0,2611,1667,637,334,221,104,0,1712,1401,187,71,17,32,0
3115100007P,456,433,13,3,2,3,0,372,359,7,1,2,1,0,484,460,7,2,1,9,0,395,386,3,0,2,2,0,455,425,8,1,1,9,0,378,365,2,0,2,2,0
3113500002P,1036,994,35,3,7,0,0,762,742,19,2,3,0,0,1014,966,44,2,0,1,0,749,718,26,1,1,1,0,986,933,44,2,1,1,0,729,699,23,1,1,1,0
3113500001P,961,922,31,3,2,0,0,708,689,13,1,2,0,0,907,865,27,5,4,5,0,711,692,10,4,4,4,0,968,928,32,0,1,0,0,719,708,9,0,1,0,0
3115100001P,652,633,13,2,3,1,0,492,483,5,0,3,1,0,688,622,11,32,6,13,0,527,497,7,14,2,0,0,707,605,14,71,3,16,0,524,485,7,27,0,0,0
3115700017P,785,577,191,3,6,6,1,604,463,128,1,4,6,1,873,611,230,1,8,25,0,656,514,118,1,6,13,0,796,593,185,1,6,8,0,624,497,114,1,6,6,0
3105900010P,628,607,12,4,1,4,0,496,484,6,2,0,4,0,619,601,17,4,0,0,0,502,492,10,4,0,0,0,583,561,32,5,0,0,0,470,443,32,4,0,0,0
3103500011P,387,381,3,2,1,0,0,281,278,2,0,1,0,0,346,329,13,1,9,6,4,268,255,9,0,6,3,0,350,331,14,3,5,6,3,274,262,8,0,0,3,0
3103500004P,356,341,12,1,2,1,1,279,269,7,1,2,1,1,281,236,37,1,1,0,0,217,189,18,0,1,0,0,293,245,42,1,1,0,0,219,190,19,0,1,0,0
3115700002P,216,206,3,1,5,0,1,166,157,3,1,4,0,1,217,204,10,0,4,0,0,165,156,9,0,3,0,0,220,210,11,0,1,0,0,181,165,11,0,1,0,0
3108100008P,591,568,18,4,3,0,1,437,427,7,1,2,0,0,670,535,102,4,44,0,0,500,426,50,0,29,0,0,627,499,95,0,29,14,0,457,397,38,0,29,1,0
3112100009P,209,208,1,0,0,0,0,145,145,0,0,0,0,0,183,171,8,1,0,2,0,151,141,2,1,0,2,0,197,186,5,1,2,0,0,159,156,0,0,1,0,0
3108100007P,605,600,2,1,2,0,0,480,477,1,0,2,0,0,544,521,0,26,0,3,0,437,434,0,0,0,4,0,509,492,0,5,0,7,0,415,411,0,0,0,8,0
3112100011P,522,496,15,5,6,3,0,397,385,6,1,4,1,0,480,429,33,0,11,14,0,394,369,13,0,2,13,0,484,467,12,0,3,9,0,406,395,10,0,0,10,0
