GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
28001101,708,190,505
28001102,942,678,258
28001103,1783,491,1274
28001201,815,135,676
28001202,990,337,642
28001203,729,324,400
28001204,627,122,504
28001301,682,651,29
28001302,456,266,184
28001303,676,648,25
28001304,912,571,338
28001401,796,788,5
28001402,634,599,34
28001403,540,439,99
28001404,545,411,130
28001405,481,314,164
28001501,1032,971,59
28001502,701,503,198
28001503,1116,416,684
28001504,531,167,358
28003101,1530,286,1215
28003102,863,184,664
28003103,814,246,554
28003201,1343,246,1076
28003202,919,177,728
28003203,326,78,237
28003204,459,131,322
28003301,1205,810,388
28003302,653,189,459
28003303,882,242,625
28003401,1593,505,1058
28003402,1392,182,1189
28003501,635,175,444
28003502,1026,205,791
28003503,95,11,83
28003504,1447,463,972
28005101,286,75,210
28005102,525,151,374
28005103,391,120,267
28005104,300,29,271
28005201,193,138,52
28005202,322,265,47
28005203,363,154,204
28005204,261,69,187
28005205,346,287,59
28005301,209,114,94
28005302,957,773,182
28005303,89,9,79
28005304,214,9,205
28005401,498,146,348
28005402,281,101,180
28005403,452,176,272
28005404,437,79,355
28005501,340,161,176
28005502,435,141,292
28005503,185,122,60
28005504,566,229,331
28007101,891,384,501
28007102,1120,377,736
28007201,311,143,166
28007202,267,66,200
28007203,126,12,110
28007204,1156,837,314
28007301,215,17,192
28007302,166,15,151
28007303,216,78,135
28007304,280,24,255
28007305,629,297,325
28007306,232,59,171
28007401,300,158,140
28007402,279,134,143
28007403,878,637,239
28007404,269,204,64
28007501,130,14,116
28007502,245,74,170
28007503,272,27,244
28007504,845,162,676
28007505,356,130,225
28009101,903,691,198
28009102,914,593,305
28009103,898,402,483
28009104,871,288,570
28009105,1052,253,773
28011101,362,269,86
28011102,498,386,102
28011103,350,279,71
28011104,430,295,123
28011105,143,90,53
28011106,46,12,34
28011107,533,513,12
28011108,217,211,6
28011109,241,212,26
28011110,82,25,57
28011201,372,370,1
28011202,767,86,673
28011203,783,104,669
28011204,1498,225,1266
28011301,295,220,71
28011302,1105,1002,92
28011303,1242,1173,50
28011401,321,166,150
28011402,1506,1383,113
28011403,456,327,127
28011404,212,195,17
28011405,503,492,2
28011406,283,75,208
28011501,690,222,460
28011502,202,23,176
28011503,1274,1074,187
28011504,203,174,26
28011505,767,731,33
28013001,391,47,342
28013002,1065,307,748
28013003,763,164,593
28013004,603,506,94
28013005,842,498,344
28013006,529,172,351
28013007,836,300,527
28013008,569,155,413
28013009,1054,279,769
28013010,382,94,286
28015101,893,76,814
28015102,179,40,137
28015103,115,2,113
28015104,667,279,386
28015105,368,151,216
28015106,271,23,246
28015107,493,49,442
28015108,575,354,221
28015109,450,55,393
28015110,238,53,183
28015111,386,280,103
28015112,220,146,74
28015113,458,232,225
28015114,652,297,349
28017101,504,166,330
28017102,392,257,130
28017103,461,202,257
28017104,594,337,254
28017105,738,332,400
28017106,953,846,102
28017107,462,302,155
28017108,603,491,108
28017109,1412,345,1053
28017111,872,710,156
28017112,498,52,441
28017113,716,160,551
28017114,274,104,168
28017115,264,96,167
28017116,315,188,123
28019001,208,82,124
28019002,334,269,63
28019003,961,225,727
28019004,318,280,34
28019005,295,86,206
28019006,212,87,124
28019007,297,75,220
28019008,233,25,205
28019009,250,92,156
28019010,223,77,142
28019011,208,37,169
28019012,287,12,272
28019013,302,112,182
28021101,199,124,73
28021102,593,553,39
28021103,538,537,1
28021201,1086,1015,63
28021301,780,474,304
28021302,153,60,92
28021401,440,408,31
28021402,487,435,48
28021403,94,94,0
28021501,631,596,34
28021502,452,386,63
28023101,756,500,253
28023102,239,124,113
28023103,111,44,66
28023104,298,217,79
28023105,158,134,24
28023202,311,219,90
28023204,314,272,42
28023205,525,413,111
28023206,249,176,72
28023301,1138,272,853
28023303,496,87,407
28023304,253,114,137
28023305,178,26,151
28023401,555,34,515
28023402,198,18,179
28023403,180,3,177
28023404,147,91,56
28023405,516,83,431
28023406,212,19,192
28023501,106,6,98
28023502,136,67,68
28023503,1062,117,942
28023504,259,85,173
28025101,551,339,207
28025102,1628,1043,580
28025201,580,341,235
28025202,339,211,123
28025203,1566,601,953
28025301,891,375,509
28025302,908,490,413
28025303,381,187,192
28025401,805,695,106
28025403,1227,897,323
28025501,1038,688,345
28025502,200,28,170
28025503,572,317,251
28025504,406,346,59
28027001,328,188,139
28027002,273,252,20
28027003,621,571,46
28027004,800,785,11
28027005,797,276,519
28027006,174,151,23
28027007,39,28,11
28027008,1566,707,846
28027009,576,498,76
28027010,229,33,195
28027011,1511,1174,330
28027012,131,94,34
28027013,109,66,43
28027014,1604,1549,46
28027015,203,78,125
28027016,66,27,39
28027017,561,552,8
28027018,767,468,293
28027019,213,100,113
28029101,1655,778,875
28029103,291,196,93
28029104,1145,1077,60
28029201,411,174,235
28029202,394,43,350
28029203,623,103,516
28029204,673,177,490
28029205,425,79,343
28029206,513,355,155
28029301,374,228,142
28029302,910,402,500
28029303,1475,1146,314
28029304,275,145,128
28029401,221,147,71
28029402,219,42,174
28029403,1617,1184,425
28029404,441,336,103
28029501,1940,703,1226
28029502,900,395,501
28031001,1436,206,1207
28031002,125,32,90
28031003,274,35,238
28031004,616,52,557
28031005,819,81,732
28031006,382,50,328
28031007,1547,869,664
28031008,320,60,258
28031009,382,299,81
28031010,251,75,175
28031011,1221,695,519
2803112,129,15,111
28031013,365,309,52
28031014,172,8,164
28031015,776,694,75
28031016,362,274,88
28031017,284,98,184
28033101,1084,394,679
28033102,368,40,323
28033103,2158,757,1388
28033104,1540,634,894
28033105,2583,597,1966
28033106,3410,1157,2233
28033107,1962,674,1270
28033108,1229,284,936
28033201,1732,498,1229
28033202,2120,863,1243
28033203,1716,470,1235
28033204,3601,852,2726
28033205,1890,446,1438
28033206,1793,350,1430
28033207,924,194,727
28033301,916,220,686
28033302,1663,618,1020
28033303,1206,426,770
28033304,1424,776,640
28033305,1897,760,1123
28033306,376,134,239
28033307,1588,865,714
28033401,788,480,305
28033402,1278,691,580
28033403,1770,459,1289
28033404,1387,575,800
28033405,1230,395,823
28033406,1135,287,839
28033407,264,85,175
28033408,1091,377,706
28033501,3885,1107,2761
28033502,819,316,500
28033503,1815,354,1440
28033504,1181,185,982
28033505,890,260,620
28033506,3800,663,3113
28033507,2058,617,1429
28033508,1096,246,837
28033509,695,123,563
28033510,1961,398,1551
28035102,1023,657,352
28035103,1050,463,564
28035104,831,417,400
28035107,1489,188,1284
28035108,372,187,177
28035109,392,34,348
28035110,456,80,373
28035201,814,342,469
28035202,674,145,525
28035203,881,592,281
28035204,434,381,48
28035205,686,623,60
28035206,529,516,10
28035207,401,98,300
28035301,1725,251,1464
28035302,855,111,735
28035303,1102,139,951
28035304,2178,373,1796
28035305,1209,157,1035
28035402,293,42,248
28035404,444,441,2
28035405,503,409,89
28035406,693,688,5
28035407,971,922,47
28035408,451,110,335
28035409,971,813,145
28035501,421,45,373
28035502,573,27,540
28035503,157,36,121
28035504,623,384,234
28035505,775,654,117
28035506,1449,865,560
28035507,1759,432,1308
28037101,164,78,84
28037102,496,315,178
28037103,283,212,67
28037201,122,12,107
28037202,415,219,194
28037203,444,79,361
28037301,124,91,32
28037302,784,464,310
28037401,394,56,336
28037403,332,64,265
28037404,190,22,167
28037501,370,28,338
28037502,304,34,268
28037503,263,59,202
28039101,1173,102,1066
28039102,260,39,220
28039103,257,17,238
28039104,265,27,236
28039201,251,34,214
28039202,319,33,285
28039203,824,68,744
28039204,298,29,266
28039205,293,24,265
28039301,307,58,245
28039302,339,39,296
28039303,765,186,571
28039304,525,88,431
28039401,514,89,419
28039402,453,119,326
28039403,706,74,619
28039404,81,17,63
28039501,563,272,290
28039502,242,27,213
28039503,160,18,138
28039504,577,161,408
28039505,163,11,147
28041101,1169,136,1024
28041201,357,236,117
28041202,710,454,252
28041302,195,8,185
28041303,324,13,308
28041304,491,39,449
28041401,58,5,52
28041402,589,67,514
28041403,530,92,432
28041501,213,11,200
28041502,301,16,281
28041503,147,56,82
28041504,400,209,187
28041505,305,24,278
28043101,710,54,652
28043102,1142,446,690
28043103,357,55,299
28043104,340,125,213
28043201,804,456,342
28043202,318,91,224
28043203,707,201,502
28043204,183,42,140
28043301,1382,1074,306
28043303,114,14,98
28043304,478,339,138
28043401,1763,1509,247
28043402,580,102,475
28043403,315,45,264
28043501,1403,273,1126
28043502,725,203,518
28045001,626,216,399
28045002,127,21,106
28045003,645,120,510
28045004,302,51,244
28045005,351,92,248
28045006,773,277,484
28045007,858,248,599
28045008,984,307,662
28045009,534,406,123
28045010,431,180,246
28045011,782,150,624
28045012,242,73,160
28045013,156,24,126
28045014,666,109,545
28045015,319,71,244
28045016,809,172,619
28045017,534,81,445
28045018,3063,551,2473
28045019,1153,190,945
28045020,584,87,488
28045021,132,13,117
28045022,585,79,499
28045023,347,46,293
28045024,597,53,531
28045025,135,18,114
28045026,680,68,605
28045027,641,65,571
28047101,145,29,114
28047102,305,148,156
28047103,364,281,82
28047104,581,524,56
28047105,255,114,135
28047106,242,176,63
28047107,404,167,231
28047108,733,256,468
28047109,340,130,208
28047110,892,319,567
28047111,2751,796,1931
28047112,570,79,488
28047113,190,27,163
28047114,459,107,343
28047201,781,126,642
28047202,841,145,690
28047203,912,264,645
28047204,2039,770,1262
28047205,291,71,218
28047206,718,242,464
28047207,545,201,337
28047208,515,81,425
28047209,1107,146,948
28047210,1735,382,1338
28047211,2662,726,1920
28047212,145,11,132
28047213,1360,297,1044
28047214,1344,254,1079
28047215,373,88,280
28047301,956,432,513
28047302,1262,626,628
28047303,604,217,378
28047304,962,319,629
28047305,776,152,613
28047306,461,83,370
28047307,620,167,442
28047308,903,175,719
28047309,807,163,637
28047310,1066,269,782
28047311,1646,298,1336
28047312,940,159,771
28047313,402,68,328
28047314,1172,208,950
28047315,379,38,336
28047401,477,397,79
28047402,715,488,220
28047403,181,104,77
28047404,990,823,163
28047405,1173,1091,78
28047406,742,647,92
28047407,881,857,23
28047408,395,290,103
28047409,2348,1301,1032
28047410,1438,771,656
28047411,1290,1274,14
28047412,359,309,48
28047501,435,155,276
28047502,1486,521,955
28047503,2412,882,1515
28047504,1057,260,790
28047505,1699,515,1172
28047506,1594,255,1321
28047507,907,167,730
28047508,1299,144,1145
28047509,1582,534,1034
28047510,1942,557,1373
28049101,829,147,675
28049102,1349,270,1069
28049103,1341,260,1068
28049104,755,418,335
28049105,616,384,226
28049106,568,484,82
28049107,545,424,113
28049108,607,329,271
28049109,933,378,548
28049110,1059,979,78
28049111,1196,1088,101
28049112,1335,762,562
28049113,1544,316,1213
28049114,2225,855,1357
28049115,1058,491,560
28049116,1214,871,336
28049117,1534,1499,31
28049118,1531,1474,55
28049119,1020,998,18
28049120,2179,2141,34
28049121,626,153,469
28049201,375,373,2
28049202,498,496,0
28049203,576,572,2
28049204,406,113,286
28049205,235,65,166
28049206,870,649,208
28049207,494,238,251
28049208,763,743,16
28049209,1011,995,10
28049210,952,939,10
28049211,1004,959,40
28049212,1155,1141,11
28049213,953,943,6
28049214,563,557,4
28049215,489,481,3
28049216,1421,1395,11
28049217,2026,2004,16
28049218,937,916,20
28049219,1149,898,243
28049220,1666,1299,356
28049221,1866,830,1026
28049222,221,214,4
28049223,446,212,233
28049224,279,197,79
28049225,468,413,53
28049226,498,296,198
28049227,352,342,10
28049228,693,190,501
28049229,642,292,345
28049301,318,313,5
28049302,1181,1170,9
28049303,604,575,26
28049304,867,857,10
28049305,524,497,27
28049306,463,422,40
28049307,1583,1404,175
28049308,594,518,75
28049309,848,842,3
28049310,280,226,51
28049311,403,396,6
28049312,551,545,5
28049313,291,282,6
28049314,580,572,7
28049315,73,72,1
28049316,593,588,4
28049317,502,454,48
28049318,954,912,40
28049319,688,614,73
28049320,1670,1529,134
28049321,1259,1178,77
28049322,643,508,132
28049323,1567,1425,134
28049401,1268,400,858
28049402,3199,891,2285
28049403,2119,760,1349
28049404,1072,418,642
28049405,909,258,645
28049406,1400,653,737
28049407,1636,669,955
28049408,1822,661,1153
28049409,2624,1375,1235
28049410,618,524,93
28049411,571,459,108
28049412,479,402,74
28049413,477,360,114
28049414,1519,1249,263
28049415,887,712,172
28049416,427,261,165
28049417,1287,915,369
28049418,3326,1896,1415
28049419,1669,552,1113
28049420,432,154,277
28049501,102,80,21
28049502,197,194,2
28049503,1552,561,983
28049504,446,441,4
28049505,63,62,1
28049506,546,484,57
28049507,3543,1503,2016
28049508,288,257,31
28049509,541,472,66
28049510,295,294,0
28049511,458,449,9
28049512,467,465,2
28049513,518,510,6
28049514,626,449,172
28049515,448,419,26
28049516,283,272,6
28049517,300,291,8
28049518,626,612,12
28049519,152,147,4
28049520,612,606,4
28049521,363,356,6
28049522,324,221,103
28049523,669,357,310
28049524,821,266,554
28049525,972,965,6
28049526,1158,1153,4
28049527,683,564,115
28051101,1190,1071,112
28051102,512,476,31
28051103,198,170,26
28051104,39,8,31
28051201,486,336,146
28051202,1243,929,306
28051301,170,47,123
28051302,327,237,89
28051303,791,685,102
28051304,673,568,100
28051401,354,308,46
28051402,1394,1193,190
28051403,164,156,7
28051501,271,193,74
28051502,1328,1220,99
28051503,403,168,232
28053101,38,5,32
28053102,896,756,137
28053201,763,554,201
28053202,268,260,7
28053203,64,11,53
28053301,351,239,106
28053302,97,15,82
28053303,385,376,6
28053401,215,52,162
28053402,1056,581,471
28053501,180,103,75
28053502,564,434,129
28053503,249,248,1
28055101,184,90,91
28055102,173,79,94
28055103,171,158,11
28055104,208,160,48
28055105,214,92,120
28057101,436,75,355
28057102,598,103,484
28057103,125,24,99
28057104,184,18,166
28057105,315,81,224
28057201,98,8,89
28057202,468,84,361
28057203,161,23,134
28057204,854,122,712
28057205,328,54,263
28057206,313,69,233
28057301,547,68,478
28057302,411,81,321
28057303,382,177,200
28057304,280,123,154
28057305,269,84,179
28057306,118,52,65
28057307,139,25,109
28057401,1074,177,883
28057402,238,54,180
28057403,58,6,51
28057404,39,4,34
28057405,62,7,54
28057406,200,34,162
28057407,70,12,56
28057408,105,18,84
28057409,120,27,91
28057501,667,116,535
28057502,441,99,335
28057503,106,17,87
28057504,44,9,35
28057505,701,233,450
280590101,88,7,80
280590102,1410,240,1159
280590105,4004,414,3568
280590106,92,9,82
280590108,1571,107,1451
280590109,1039,112,918
280590110,1632,468,1153
280590111,1,0,1
280590112,0,0,0
280590113,773,132,632
280590114,281,48,230
280590201,1453,1368,82
280590202,1374,1328,40
280590203,953,779,173
280590204,56,46,10
280590205,913,686,219
280590206,560,242,311
28059207,726,340,380
280590208,1267,1178,84
28059209,905,679,219
280590210,35,26,9
280590211,27,20,7
28059212,333,220,110
280590213,2,1,1
280590214,813,396,407
28059215,511,249,256
28059216,337,213,121
280590217,171,109,61
28059301,558,98,453
280590302,497,87,403
280590303,682,233,443
280590304,1088,184,897
280590305,1091,167,915
280590306,394,66,321
280590307,571,91,472
28059308,14,2,12
280590309,435,88,339
28059310,3263,1339,1886
280590311,107,44,62
28059312,95,39,55
28059313,1320,542,763
28059314,78,12,65
280590401,447,147,290
280590402,225,75,148
28059403,2452,719,1698
280590404,2152,593,1541
280590405,932,257,667
280590406,1482,427,1035
280590407,1917,306,1588
280590408,172,23,146
28059501,1371,384,970
28059502,210,59,148
28059503,2162,510,1632
28059504,1996,460,1508
28059505,1255,315,928
280590506,3102,779,2294
280590507,1441,157,1268
280590509,177,8,167
280590511,106,11,93
280590512,33,9,24
28059513,48,11,36
280590101a,193,15,177
280590102a,189,32,155
280590507a,665,73,584
280590509a,49,2,46
28061101,308,45,261
28061102,465,234,229
28061103,686,182,500
28061104,89,71,17
28061105,36,3,33
28061201,764,589,174
28061202,84,14,70
28061203,310,215,93
28061205,432,197,233
28061206,380,337,42
28061301,826,405,416
28061303,619,364,254
28061304,349,163,181
28061401,981,596,379
28061402,921,89,826
28061501,301,227,72
28061502,335,203,131
28061503,1147,941,198
28061504,177,150,26
28063001,317,183,133
28063002,40,33,7
28063003,362,303,57
28063004,146,133,10
28063005,248,241,3
28063006,300,294,3
28063007,184,141,41
28063008,135,132,2
28063009,299,287,7
28063010,349,337,11
28063011,260,238,15
28063012,186,74,112
28063013,604,532,64
28063014,305,233,69
28063015,743,722,17
2806511,147,104,41
2806512,750,240,498
2806513,545,362,180
2806522,288,97,189
2806523,342,91,249
2806524,229,70,158
2806525,259,207,51
2806526,405,196,207
2806531,1229,940,285
2806533,261,104,157
2806534,80,24,56
2806541,200,113,87
2806542,226,212,12
2806543,727,560,161
2806544,317,133,183
2806551,179,129,49
2806552,125,62,62
2806553,309,232,75
2806555,375,266,108
2806556,377,312,63
28067101,704,292,406
28067102,1520,335,1178
28067103,2093,550,1523
28067104,1119,155,958
28067201,399,25,372
28067202,1448,77,1354
28067203,150,11,135
28067204,600,257,338
28067205,253,82,169
28067206,627,411,213
28067207,512,50,460
28067208,554,30,520
28067209,343,129,208
28067210,855,415,436
28067211,994,227,761
28067301,273,244,27
28067302,366,213,150
28067303,870,57,806
28067304,955,45,898
28067305,887,204,670
28067306,584,47,529
28067307,459,17,436
28067308,674,105,563
28067309,698,47,645
28067310,357,30,318
28067401,49,4,43
28067402,625,163,452
28067403,453,9,439
28067404,725,194,519
28067405,332,21,308
28067406,729,146,570
28067407,584,34,544
28067408,806,42,755
28067409,799,40,751
28067410,474,139,332
28067411,286,34,252
28067412,589,36,546
28067501,491,487,4
28067502,808,735,69
28067503,816,805,9
28067504,250,244,6
28067505,899,887,6
28067506,242,46,185
28067508,151,149,2
28067509,169,168,1
28067510,702,408,291
28069101,731,492,236
28069102,35,18,17
28069201,447,293,153
28069202,552,433,113
28069204,143,131,12
28069301,611,369,237
28069302,315,113,200
28069303,195,46,146
28069403,236,195,40
28069404,372,168,203
28069406,430,229,196
28069501,797,535,258
28069502,359,234,124
28071101,475,78,391
28071102,513,94,412
28071103,2405,1020,1370
28071201,252,118,132
28071202,3651,1729,1893
28071301,387,103,276
28071302,983,629,351
28071303,1489,610,865
28071304,1653,1050,585
28071401,375,113,255
28071402,459,366,90
28071403,256,87,168
28071405,450,76,371
28071406,2657,1093,1532
28071501,260,35,225
28071502,404,75,325
28071504,309,52,255
28071506,1482,669,782
28073001,1961,239,1700
28073002,2083,612,1452
28073003,576,154,416
28073004,504,51,449
28073005,1112,120,981
28073006,1245,120,1114
28073007,2147,251,1873
28073008,1129,325,794
28073009,1008,402,597
28073010,1368,489,866
28073011,1005,536,459
28073012,1376,262,1103
28073013,1660,224,1419
28073014,469,87,380
28073015,459,27,426
28073016,1696,388,1289
28073017,1494,118,1360
28073019,345,22,313
28073020,1344,685,641
28073021,229,16,209
28073022,700,31,656
28075101,1743,436,1291
28075102,1615,565,1045
28075103,712,162,545
28075104,1118,309,804
28075105,160,23,137
28075106,414,242,168
28075107,1331,221,1098
28075108,370,72,296
28075109,1636,605,1024
28075201,1591,1406,180
28075202,189,82,105
28075203,292,212,77
28075204,466,422,41
28075205,399,184,211
28075206,809,240,568
28075207,228,57,165
28075208,218,107,110
28075209,402,205,191
28075210,690,252,437
28075211,177,152,25
28075301,281,91,187
28075302,1785,1098,679
28075303,811,127,678
28075304,1301,240,1058
28075305,722,44,674
28075306,210,35,174
28075308,363,28,332
28075309,1512,299,1207
28075401,543,447,89
28075402,915,789,121
28075403,267,227,39
28075404,465,436,27
28075405,952,892,54
28075406,115,93,22
28075407,364,76,287
28075408,121,60,61
28075409,391,354,37
28075501,400,269,131
28075502,797,498,290
28075503,199,57,141
28075504,66,9,56
28075505,90,28,61
28075506,614,43,568
28075507,429,30,397
28075508,495,114,378
28075509,475,97,368
28075510,131,34,97
28075511,128,29,99
28075512,386,35,347
28075513,291,111,178
28075514,1139,353,780
28075515,457,86,369
28075516,878,123,746
28075517,461,126,332
280771,259,149,109
280772,181,13,167
280773,495,78,415
280774,1169,231,928
280775,174,25,146
280776,189,132,57
280777,333,40,290
280778,133,126,7
280779,131,22,108
2807710,469,93,369
2807711,126,64,62
2807712,158,80,78
2807713,145,22,122
2807714,331,276,53
2807715,196,173,23
2807716,308,110,192
2807717,303,185,116
2807718,344,201,142
2807719,155,29,124
2807721,128,58,70
2807722,227,148,79
2807723,735,301,431
2807724,320,31,281
28079101,466,17,444
28079102,655,123,531
28079103,324,24,297
28079104,369,70,295
28079201,797,275,516
28079202,330,242,86
28079203,655,229,419
28079301,875,714,156
28079302,360,250,108
28079303,445,270,173
28079304,367,322,43
28079401,354,115,235
28079402,527,151,372
28079403,475,310,165
28079404,413,75,333
28079501,393,277,115
28079502,809,581,225
28079503,253,17,235
28079504,492,89,400
28081101,707,378,322
28081102,278,36,240
28081103,152,20,130
28081104,579,182,395
28081105,339,45,292
28081106,306,55,248
28081107,498,89,405
28081108,1198,200,985
28081109,518,77,439
28081110,308,28,273
28081111,105,24,79
28081112,527,80,445
28081113,904,91,804
28081114,395,85,306
28081201,2838,839,1978
28081202,799,196,600
28081203,233,24,209
28081204,973,145,821
28081205,1969,326,1628
28081206,179,91,88
28081207,227,21,204
28081208,499,170,328
28081209,480,62,413
28081301,1444,467,963
28081302,2746,486,2244
28081303,3922,1357,2542
28081401,895,580,311
28081402,395,192,202
28081403,1645,1484,152
28081404,1137,430,702
28081405,1740,1423,308
28081501,670,155,503
28081502,231,25,205
28081503,620,336,277
28081504,379,46,331
28081505,927,490,430
28081506,376,89,285
28081507,404,126,273
28081508,831,381,443
28081509,134,17,116
28081510,348,48,299
28081511,1105,625,476
28083001,1265,1241,19
28083003,382,339,41
28083004,276,130,145
28083005,151,52,99
28083006,260,161,98
28083007,525,510,13
28083008,3224,612,2588
28083009,1120,966,149
28083010,958,712,243
28083011,517,492,22
28083012,266,147,117
28083013,304,211,91
28083014,749,742,4
28083015,293,235,57
28083016,1399,1097,298
28083017,449,443,4
28083018,943,824,117
28085101,642,591,50
28085102,373,32,339
28085103,587,194,390
28085104,159,18,141
28085105,524,517,6
28085106,570,543,26
28085201,264,108,152
28085202,521,74,444
28085203,191,48,141
28085204,360,233,123
28085205,316,116,198
28085206,770,217,545
28085207,396,392,4
28085208,398,214,179
28085301,536,129,399
28085302,909,68,828
28085303,377,187,189
28085304,386,29,355
28085305,223,56,165
28085306,1057,212,839
28085401,736,70,660
28085402,561,112,447
28085403,530,145,383
28085404,416,94,318
28085405,859,179,672
28085406,320,84,232
28085501,476,78,395
28085502,940,224,710
28085503,517,69,444
28085504,387,105,282
28085505,396,124,270
28085506,725,243,475
28087101,2320,405,1897
28087102,415,75,335
28087103,39,7,32
28087104,641,347,288
28087105,275,103,170
28087106,418,157,258
28087107,374,211,157
28087108,284,145,136
28087110,800,433,360
28087111,127,69,57
28087112,157,80,75
28087113,497,398,93
28087114,75,40,34
28087115,151,78,72
28087201,2840,658,2137
