GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
28087202,1194,462,716
28087203,226,88,135
28087204,174,84,88
28087205,454,218,230
28087206,343,165,174
28087207,31,15,16
28087208,12,6,6
28087209,92,36,55
28087210,15,6,9
28087301,474,268,199
28087302,1011,255,748
28087303,1438,230,1196
28087304,1144,183,952
28087305,555,140,410
28087306,103,26,76
28087307,0,0,0
28087308,82,13,68
28087309,199,32,166
28087310,847,135,705
28087401,258,249,9
28087402,1088,998,84
28087403,362,340,19
28087404,915,760,148
28087407,397,318,74
28087408,504,404,94
28087409,787,630,146
28087410,7,7,0
28087411,0,0,0
28087412,363,348,13
28087413,105,96,8
28087414,107,103,4
28087415,76,61,14
28087416,19,15,4
28087417,50,40,9
28087501,159,156,2
28087502,1317,1295,17
28087503,261,206,54
28087504,596,469,124
28087505,755,370,378
28087507,542,160,380
28087508,328,267,52
28087509,198,156,41
28087510,73,72,1
28087511,30,15,15
28087512,361,106,254
28089101,718,438,277
28089103,1171,127,1036
28089104,1545,861,674
28089105,287,118,169
28089106,333,324,6
28089107,1122,621,497
28089108,2124,1036,1072
28089109,1208,171,1029
28089201,1499,255,1233
28089202,2034,252,1773
28089203,2609,524,2070
28089204,2641,756,1874
28089205,773,421,348
28089214,1472,303,1164
28089301,1922,695,1213
28089302,1717,302,1409
28089303,1040,460,568
28089304,1267,555,700
28089305,432,427,3
28089306,3107,718,2376
28089307,2449,622,1816
28089308,1414,308,1103
28089401,290,31,258
28089402,953,763,188
28089403,1184,431,748
28089404,262,78,184
28089405,917,909,5
28089406,820,808,9
28089407,373,290,83
28089408,910,901,8
28089501,207,117,88
28089502,40,29,11
28089503,791,712,73
28089504,625,558,66
28089505,1232,892,332
28089506,1501,1357,142
28089507,760,633,121
28089508,458,451,5
28089996,152,24,128
28089997,1628,316,1302
28089998,448,89,357
28089999,834,148,685
280911,1371,527,833
280912,1361,124,1232
280913,268,11,254
280914,845,365,474
280915,753,59,690
280916,422,143,278
280917,460,74,382
280918,976,374,598
280919,407,15,390
2809110,491,278,212
2809111,324,145,176
2809112,66,3,63
2809113,237,47,189
2809114,551,129,419
2809115,618,155,461
2809116,579,178,399
2809117,487,15,467
2809118,377,131,243
2809119,183,180,3
2809120,275,272,3
2809121,498,300,191
2809122,1046,785,257
2809123,415,112,299
28093101,1344,1189,146
28093102,1232,1084,138
28093103,686,282,400
28093201,732,576,152
28093202,245,164,80
28093203,335,228,103
28093204,577,266,305
28093205,860,285,569
28093206,502,244,254
28093301,1552,722,823
28093302,756,475,274
28093303,857,135,714
28093401,446,308,136
28093402,498,291,204
28093403,389,196,188
28093404,634,524,110
28093405,572,378,188
28093406,501,458,42
28093407,234,138,95
28093501,1663,1040,617
28093502,851,366,475
28093503,152,18,133
28093504,304,63,237
28093505,559,255,300
28095102,811,138,657
28095103,90,24,66
28095104,238,46,190
28095105,1299,189,1093
28095107,781,74,699
28095108,167,20,145
28095109,350,50,299
28095202,399,37,358
28095204,977,151,819
28095205,1630,371,1243
28095302,236,36,198
28095304,1283,328,946
28095305,786,138,639
28095306,775,309,458
28095307,261,61,200
28095401,1332,1140,187
28095402,149,35,114
28095405,589,527,62
28095406,437,378,55
28095407,1141,794,343
28095501,773,644,125
28095502,447,286,160
28095503,848,414,417
28095505,912,204,706
28095506,785,775,5
28097101,165,21,144
28097102,848,121,722
28097103,104,55,49
28097201,504,202,301
28097202,637,159,475
28097203,208,116,90
28097301,50,19,31
28097302,640,446,188
28097303,211,168,42
28097304,126,114,12
28097401,545,275,266
28097402,75,9,65
28097403,276,33,241
28097501,102,15,85
28097502,1203,843,355
28097503,18,13,5
28099101,285,63,218
28099102,85,41,40
28099103,335,20,312
28099104,243,15,228
28099106,225,53,170
28099107,159,37,121
28099108,315,169,144
28099201,423,35,386
28099202,334,41,291
28099204,284,57,226
28099205,94,42,49
28099206,1516,254,1252
28099301,1122,211,907
28099303,346,25,317
28099304,434,29,405
28099305,458,44,413
28099306,351,28,323
28099401,97,15,82
28099402,576,59,514
28099403,439,159,276
28099404,296,36,258
28099406,277,59,215
28099407,384,65,318
28099501,1200,1085,107
28099502,500,258,235
28099503,304,196,105
28099504,319,18,297
28101101,372,260,110
28101102,356,87,267
28101103,352,148,202
28101104,860,772,87
28101201,468,55,408
28101202,436,52,383
28101203,340,35,302
28101204,714,69,642
28101301,407,83,321
28101302,660,176,480
28101303,424,144,279
28101304,339,18,318
28101401,654,325,324
28101402,1028,430,591
28101403,320,20,298
28101501,414,38,372
28101502,1030,284,740
28101503,145,63,82
28101504,536,159,373
28103101,446,405,40
28103103,481,441,40
28103104,213,168,44
28103202,1136,830,302
28103203,145,83,62
28103302,1548,1258,287
28103401,347,224,111
28103403,110,30,78
28103404,807,591,211
28103501,1356,1000,350
28105101,2635,1201,1418
28105102,196,66,127
28105103,632,173,451
28105104,254,41,210
28105105,195,31,161
28105106,146,49,95
28105201,834,613,217
28105202,604,255,342
28105203,1230,697,525
28105204,790,605,181
28105301,503,228,269
28105302,1393,583,793
28105303,402,295,104
