GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2018_gov,Dem_2018_gov,Rep_2018_gov,Tot_2018_sen,Dem_2018_sen,Rep_2018_sen
23031011485,3919,2276,1594,4248.0,2276.0,1707.0,3653.0,2057.0,1400.0,3707.0,635.0,1169.0
23031011495,4988,3089,1831,5066.9,2992.1,1792.4,4492.7,2731.2,1518.7,4542.4,704.5,1251.1
23031011505,5374,3215,2086,5445.4,3096.4,2034.4,4767.7,2793.1,1701.8,4821.2,665.9,1404.0
23031011515,4482,2922,1507,4742.7,2955.4,1475.2,4080.6,2684.7,1166.5,4184.3,820.7,1013.8
23031013434,3471,2180,1216,3680.3,1653.0,1707.6,2628.5,1245.4,1196.0,2600.3,315.5,914.4
23031020971,916,510,384,1004.0,370.0,553.0,800.0,328.0,424.0,777.0,82.0,330.0
23031020991,786,434,332,815.0,335.0,398.0,720.0,311.0,376.0,718.0,58.0,281.0
23031021381,2251,1209,1001,2469.0,934.0,1347.0,2066.0,818.0,1094.0,2056.0,195.0,872.0
23031021384,1512,827,645,1541.0,539.0,876.0,1259.0,454.0,723.0,1264.0,105.0,586.0
23031021441,2975,1478,1437,3281.7,1088.6,1936.6,2530.2,898.1,1469.5,2552.2,230.3,1186.0
23031021451,4938,2529,2327,5281.3,1957.4,2924.4,3992.8,1638.9,2104.5,4046.7,538.7,1770.0
23031021464,2589,1330,1206,2829.0,1175.0,1422.0,2272.0,987.0,1148.0,2295.0,270.0,964.0
23031021475,5048,2854,2107,5670.1,2855.8,2431.3,5076.2,2582.6,2203.9,5083.9,630.3,1790.6
23031021495,883,499,369,887.9,447.2,380.7,794.9,404.4,345.1,796.1,98.7,280.4
23031030991,1879,971,861,2045.0,703.0,1197.0,1639.0,565.0,989.0,1643.0,147.0,774.0
23031031384,1726,958,722,1823.0,819.0,887.0,1539.0,723.0,708.0,1552.0,139.0,580.0
23031031393,5135,2815,2219,5497.3,2040.9,3009.3,4424.2,1686.9,2440.4,4455.0,392.4,1913.9
23031031403,788,435,341,953.6,391.1,486.7,797.9,329.1,417.6,799.0,79.6,314.1
23031031424,4396,2610,1686,4389.7,1956.2,2097.7,3270.7,1472.3,1585.3,3305.3,392.6,1230.1
23031031444,1914,1163,705,1985.9,875.8,947.7,1458.8,677.3,685.6,1430.4,161.8,513.5
23031041352,3247,2228,948,2927.6,1556.3,1135.8,2705.9,1534.1,1013.5,2724.5,364.1,748.2
23031041362,3141,2220,849,2792.1,1491.3,1075.0,2506.2,1429.2,927.1,2522.2,353.4,664.5
23031041372,5132,3204,1847,5960.6,3473.2,2138.4,4601.2,2604.2,1747.1,4655.5,564.5,1326.5
23031041402,3439,2042,1333,3728.7,1802.4,1654.3,3154.7,1553.4,1423.4,3174.6,361.9,1129.8
23031041412,5816,3511,2225,6121.3,3530.6,2198.7,5429.3,3162.6,2010.6,5462.5,609.2,1596.2
23031051301,1754,941,777,1932.3,771.0,1026.0,1653.9,641.5,942.5,1659.1,132.7,688.7
23031051311,2780,1491,1231,2856.8,1139.9,1517.0,2445.2,948.5,1393.5,2452.9,196.3,1018.3
23031051323,5306,3384,1817,5468.0,3003.0,2151.0,4677.0,2619.0,1771.0,4692.0,541.0,1350.0
23031051333,4620,3029,1512,4995.3,2920.6,1768.9,4337.0,2582.1,1531.9,4315.3,452.8,1160.3
23031051343,5378,3428,1862,5719.7,3031.4,2305.1,4813.0,2576.9,1966.1,4802.7,523.2,1483.7
23031051352,971,667,283,757.7,398.2,298.8,518.7,289.5,200.3,522.8,68.0,143.7
23031051403,1126,608,502,1235.0,471.0,669.0,1016.0,349.0,604.0,1025.0,81.0,469.0
23031121311,2396,1326,1019,2574.0,1024.0,1332.0,2239.0,817.0,1312.0,2248.0,155.0,947.0
23031ZZZZZZ,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
