GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_tot,Wh_2018_tot,His_2018_tot,BlC_2018_tot,NatC_2018_tot,AsnC_2018_tot,PacC_2018_tot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_tot,Wh_2019_tot,His_2019_tot,BlC_2019_tot,NatC_2019_tot,AsnC_2019_tot,PacC_2019_tot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap
39061031AKJ,1147,401,13,701,8,33,0,1023,393,10,591,6,28,0,1337,457,24,828,2,45,0,1188,423,7,729,2,29,0,1241,427,7,741,2,65,2,1104,409,8,650,2,33,0
39061031ABK,1717,1563,28,89,11,29,0,1329,1242,19,41,9,21,0,1619,1514,20,63,0,21,0,1241,1190,12,24,0,13,0,1616,1533,12,57,0,13,0,1243,1213,6,21,0,6,0
39061031BAE,910,859,15,22,3,14,0,658,626,7,13,1,12,0,1078,899,132,39,21,2,0,691,633,26,11,6,1,0,1256,1045,133,51,17,21,0,777,705,28,23,6,5,0
39061031AEK,1199,1103,39,22,18,26,0,898,832,27,17,15,18,0,1185,1038,48,30,0,32,29,867,801,20,9,1,2,26,1162,1022,44,32,0,51,9,823,773,21,9,1,11,9
39061031BKQ,1650,1068,26,523,6,22,3,1238,852,18,347,3,16,2,1573,775,0,637,1,160,0,1239,684,0,444,3,110,0,1624,650,0,781,1,193,0,1266,570,0,556,3,140,0
39061031BLU,1570,804,27,715,17,30,1,1167,662,16,470,10,20,1,1649,1156,21,464,0,0,0,1369,1000,14,354,0,0,0,1623,1168,25,422,0,0,0,1318,957,17,341,0,0,0
39061031BMA,1570,1252,22,264,5,20,1,1209,1010,12,166,4,18,1,1187,1106,0,82,0,0,0,963,881,0,84,0,0,0,1240,1089,0,141,0,11,0,1006,857,0,142,0,10,0
39061031AYG,1693,1164,21,466,16,40,0,1178,836,9,307,11,24,0,1768,1114,51,540,12,26,1,1239,832,15,370,1,16,0,1648,1097,15,469,8,58,1,1235,819,10,354,1,43,0
39061031AOO,1837,1696,31,99,7,9,0,1388,1303,20,60,5,6,0,1635,1202,30,361,31,28,0,1284,1001,13,244,14,13,0,1799,1367,26,357,32,34,0,1376,1103,13,242,14,13,0
39061031BQN,1675,1148,29,422,7,68,0,1514,1104,28,307,7,68,0,1597,1102,109,334,15,72,9,1443,1026,94,263,10,35,0,1683,1110,91,449,13,49,3,1565,1090,75,331,15,40,0
39061031AHE,1770,1184,34,494,16,43,5,1525,1085,27,358,16,39,5,1721,1316,48,332,15,38,0,1438,1181,37,196,4,25,0,1844,1433,50,369,9,12,0,1622,1297,35,291,0,0,0
39167084ABR,1106,1044,9,38,21,4,1,837,790,5,32,18,1,1,1120,1088,0,30,0,0,0,924,891,0,28,0,0,0,1069,1028,0,37,0,0,0,869,833,0,32,0,0,0
39167084ACY,982,827,6,120,36,7,0,725,608,3,93,26,3,0,1336,1312,0,24,0,0,0,1105,1080,0,25,0,0,0,1640,1579,0,63,0,0,0,1284,1225,0,61,0,0,0
39167084ACM,566,550,3,1,11,1,0,436,423,3,1,9,0,0,681,681,0,0,0,0,0,517,517,0,0,0,0,0,621,621,0,0,0,0,0,446,446,0,0,0,0,0
39061031BNQ,1334,1177,33,25,4,96,0,982,877,19,21,4,62,0,1340,1144,20,65,3,115,0,885,814,10,26,3,31,0,1376,1182,42,62,0,93,0,924,852,17,30,0,26,0
39061031BKN,1737,921,29,752,28,22,4,1217,716,20,468,11,14,2,1877,594,31,1200,5,33,0,1327,510,29,775,3,13,0,1531,672,42,799,6,6,0,1139,570,42,519,3,3,0
39061031ABE,784,644,13,107,2,19,0,675,559,10,89,2,15,0,971,764,16,112,0,14,0,694,587,13,88,0,5,0,922,742,21,73,0,28,0,670,579,18,52,0,19,0
39061031AFB,200,143,6,43,2,8,1,195,138,6,42,2,8,1,286,226,3,31,0,27,0,252,210,4,22,0,17,0,289,207,4,39,0,39,1,255,199,4,31,0,20,0
39061031BQM,987,670,32,216,13,62,0,934,650,29,190,11,56,0,1311,1023,24,146,8,109,0,1164,944,26,116,8,73,0,1355,971,24,184,3,174,4,1208,921,25,148,3,105,0
39061031AFA,1645,1110,69,368,9,101,1,1601,1093,61,352,9,100,1,1232,972,29,149,13,67,0,1153,922,31,136,12,53,0,1342,1101,13,142,7,76,0,1280,1066,12,134,4,54,0
39061031AJP,1448,64,15,1336,17,29,2,968,59,6,870,13,25,1,975,38,55,899,4,41,0,713,36,23,653,3,0,0,1118,61,66,996,3,63,0,779,62,15,688,4,15,0
39061031AVB,1304,1150,60,65,13,14,3,1071,975,39,38,11,8,3,1269,1162,48,27,9,23,0,1053,958,50,19,10,25,0,1356,1204,50,72,8,26,0,1125,1008,40,55,10,26,0
39061031AFD,2719,919,94,1670,41,43,10,2287,879,84,1290,36,38,8,1445,813,42,518,10,68,12,1190,782,42,308,10,38,0,1602,973,41,521,1,71,1,1320,903,43,313,0,54,0
39061031AFC,1302,464,41,778,21,28,2,1100,452,37,592,17,25,2,1386,843,49,401,10,92,41,1125,821,51,192,2,43,0,1393,887,51,392,9,49,9,1116,844,54,177,0,41,0
39061031AWL,1188,1000,15,149,19,7,0,896,767,12,98,16,5,0,1175,976,16,183,0,0,0,919,795,16,108,0,0,0,1349,1204,14,132,0,0,0,1100,1007,13,76,0,0,0
39061031ANR,1965,764,111,1060,22,36,9,1460,643,63,721,12,26,5,1993,824,171,1070,10,21,0,1451,690,49,700,4,4,0,2172,832,131,1292,9,0,0,1531,670,39,814,4,0,0
39061031BDM,975,827,24,88,8,29,0,734,637,14,62,6,16,0,907,756,1,78,19,50,0,617,525,1,52,14,20,0,832,685,1,28,39,75,0,568,511,1,9,20,28,0
39061031BDT,1699,1592,22,56,13,20,0,1284,1206,17,38,9,15,0,1707,1577,16,97,5,12,0,1270,1190,8,50,8,10,0,1748,1617,32,90,6,3,0,1285,1215,14,55,8,4,0
39061031BAQ,915,838,43,14,2,19,0,687,643,32,4,2,6,0,847,754,54,0,1,38,0,609,580,0,0,1,26,0,861,771,38,13,1,37,0,646,598,7,9,1,28,0
39061031AZK,1735,1637,24,18,2,50,0,1249,1186,16,9,1,32,0,1687,1511,120,14,0,40,0,1110,1057,31,11,0,14,0,1754,1572,98,13,0,69,0,1136,1087,20,8,0,20,0
39061031BHE,1646,1562,7,52,7,21,2,1325,1272,4,31,1,13,0,1489,1458,0,0,0,31,0,1278,1243,0,0,0,35,0,1212,1151,0,0,0,62,0,1083,1033,0,0,0,45,0
39061031BOM,1947,533,51,1287,13,81,2,1619,508,40,1009,11,67,1,1891,471,100,1289,101,87,0,1432,413,34,978,43,13,0,1750,506,86,1140,101,69,0,1364,451,21,883,39,13,0
39061031AKY,2505,2066,46,356,25,27,7,1869,1655,22,164,14,17,4,2043,1582,43,398,18,3,0,1639,1343,45,238,13,4,0,1997,1689,37,247,25,9,0,1590,1338,30,198,14,4,0
39061031AJA,1820,831,85,863,24,38,0,1430,701,55,642,17,27,0,1833,956,114,707,0,58,0,1399,786,22,559,0,29,0,1877,1008,98,720,0,52,0,1409,830,12,546,0,20,0
