GEOID20,Tot_2016_pres,D_2016_pres,R_2016_pres,Tot_2020_sen,D_2020_sen,R_2020_sen,Tot_2020_pres,D_2020_pres,R_2020_pres
47071003709,420,64,348,436,67,363,460,70,384
47073003823,720,103,595,840,110,708,898,122,765
47073003817,994,161,807,1230,158,1049,1295,187,1093
47073003820,617,81,510,665,81,569,704,95,603
47073003814,2587,438,2083,2904,477,2374,3111,531,2519
47073003826,1654,281,1326,1839,273,1544,1953,297,1636
47093004847,3735,1213,2237,4743,1807,2851,4812,1984,2722
47093004828,3985,1103,2595,4792,1639,3081,4861,1770,2993
47025001210,1515,330,1152,1683,313,1340,1827,374,1429
47113005651,737,515,174,844,542,271,880,600,260
47113005664,606,176,412,665,193,461,691,210,469
47149007694,3754,1178,2349,5857,2335,3382,6074,2546,3391
47149007672,2524,817,1566,3027,1191,1756,3159,1295,1797
47149007656,747,177,543,901,227,654,955,262,679
47149007695,2160,1227,762,2727,1711,902,2902,1887,926
47149007655,2329,715,1484,2662,998,1575,2768,1085,1633
47149007693,3651,916,2546,6076,1920,4034,6229,2135,3956
47093004813,1075,198,847,1287,230,1045,1320,265,1035
47093004867,874,673,132,1168,970,171,1196,997,167
47093004817,984,158,794,1251,227,1000,1280,246,1013
47113005673,1502,559,859,1582,640,910,1629,710,887
47113005672,1508,699,690,1652,820,786,1706,913,762
47113005676,2355,963,1266,2536,1156,1333,2625,1259,1313
47113005682,1258,323,896,1425,383,1013,1484,423,1030
47187009740,2558,726,1627,4653,1469,3071,4688,1708,2898
47047002460,848,242,599,904,198,691,959,245,702
47047002458,498,136,340,512,114,382,542,142,398
47069003608,606,212,383,619,164,437,672,203,464
47157008088,3400,928,2308,3763,1057,2662,3814,1280,2469
47157008068,3392,645,2571,3824,850,2912,3903,1017,2802
47113005656,525,436,78,542,427,95,588,471,107
47113005657,1100,433,637,1155,423,710,1208,462,725
47113005654,918,863,40,810,705,75,852,759,73
47113005659,334,97,226,355,86,263,370,97,271
47113005683,422,62,354,468,62,396,475,66,402
47113005671,1225,894,298,1217,866,325,1291,946,330
47157008260,3117,1004,1990,3423,1155,2215,3506,1237,2228
47157008098,957,341,582,1024,367,638,1059,396,653
47157008270,2981,697,2200,3365,782,2534,3442,879,2532
47053002773,699,155,527,695,105,532,751,135,606
47123006360,589,88,483,696,83,590,733,101,625
47057002958,1112,182,912,1334,199,1110,1381,220,1158
47057002953,790,92,669,878,98,756,939,112,815
47057002960,767,139,606,928,167,749,977,198,770
47093004831,2122,988,953,2680,1438,1183,2758,1527,1171
47093004872,1114,524,525,1399,730,650,1424,762,628
47093004845,1793,568,1076,2516,918,1558,2551,986,1508
47093004834,1242,770,358,1386,907,458,1412,981,399
47139007154,485,88,384,883,163,702,912,179,728
47047002464,626,195,417,647,168,467,686,203,478
47105005454,789,122,639,933,138,776,961,148,793
47157008158,1627,1355,232,1638,1331,250,1703,1448,227
47157008187,2546,2367,141,2617,2305,180,2702,2478,178
47157008053,2927,649,2137,3218,866,2280,3306,973,2268
47093004844,2261,534,1575,3203,885,2276,3262,1010,2199
47093004833,2176,1125,881,2528,1397,1102,2522,1506,957
47093004897,2768,995,1588,3328,1360,1941,3376,1495,1820
47093004824,2781,673,1973,3406,914,2458,3470,986,2426
47093004896,4814,1554,2915,5564,1953,3526,5619,2175,3344
47149007658,2611,774,1701,3258,1115,2080,3386,1248,2066
47125006473,587,110,459,725,114,588,758,141,604
47125006477,1241,486,680,1474,633,794,1554,719,794
47123006363,939,130,790,1081,136,929,1107,143,959
47013000617,281,44,234,303,45,251,321,55,266
47013000604,1252,199,1019,1402,187,1188,1494,213,1277
47013000616,419,65,345,483,76,401,510,79,427
47027001307,536,89,429,581,82,485,636,94,532
47105005457,1063,172,859,1531,242,1257,1569,286,1247
47105005455,636,82,539,850,116,721,878,145,718
47073003812,518,60,450,624,65,549,655,64,575
47063003259,805,117,672,969,133,826,1013,153,850
47063003260,963,131,804,1051,144,892,1094,155,927
47063003255,1630,333,1226,1795,382,1378,1889,469,1392
47063003256,1251,301,912,1445,362,1053,1506,412,1076
47065003371,806,284,471,913,399,493,917,423,479
47065003399,1118,850,220,1400,1088,287,1426,1106,295
47065003425,612,111,469,845,189,644,850,198,638
47065003404,1820,403,1306,2035,516,1490,2044,542,1453
47065003424,1692,352,1244,1981,504,1436,2006,543,1413
47065003393,1603,622,857,1768,840,884,1796,886,858
47065003426,1132,555,480,1275,707,549,1287,755,502
47065003395,1960,625,1239,2345,864,1437,2388,903,1451
47065003394,1853,542,1221,2109,749,1304,2147,796,1297
47065003476,1301,1180,100,1428,1283,119,1458,1323,115
47065003477,81,47,29,94,62,30,95,63,30
47065003460,2763,542,2078,3208,663,2494,3261,704,2506
47065003461,1633,294,1270,1905,384,1498,1934,413,1498
47073003805,284,57,221,299,48,247,323,52,270
47073003801,987,158,799,1110,137,939,1195,153,1023
47065003449,670,279,330,856,434,400,872,455,391
47065003475,1530,434,1023,1628,546,1065,1642,592,1024
47099005167,815,199,598,810,145,644,893,175,706
47139007157,565,104,441,658,122,532,673,129,540
47139007159,399,71,311,473,85,378,481,90,384
47073003811,790,134,638,946,134,792,1020,150,858
47057002957,495,88,390,599,76,512,656,98,550
47073003825,2974,586,2302,3173,579,2530,3419,649,2723
47187009705,1950,375,1482,2517,449,2008,2541,533,1966
47181009401,260,63,187,263,53,202,289,65,221
47181009402,277,36,233,278,37,232,315,45,265
47181009410,359,46,307,382,48,325,413,56,354
47065003360,1797,376,1352,2274,443,1815,2282,490,1761
47065003359,470,79,384,560,79,473,569,87,471
47065003417,931,654,244,1060,755,288,1081,781,274
47065003414,1006,832,141,1037,844,168,1071,888,163
47065003442,3,0,3,3,1,2,3,1,2
47065003468,1151,257,838,1368,343,1009,1392,382,988
47065003443,2909,652,2107,3336,893,2392,3384,977,2340
47065003377,140,61,60,167,90,73,171,93,76
47125006455,3017,573,2273,3541,695,2732,3718,794,2843
47147007556,1051,182,831,1229,227,967,1298,261,1012
47143007359,1556,238,1260,1855,278,1556,1931,300,1594
47143007362,666,90,555,777,90,674,817,97,709
47177009208,296,117,173,287,82,190,309,91,213
47125006459,1025,477,482,1156,556,541,1253,638,567
47065003390,788,671,99,808,677,115,823,693,114
47065003381,929,859,52,959,875,71,996,907,76
47065003396,2021,1789,161,2109,1845,218,2170,1919,207
47065003453,268,118,119,312,155,150,309,174,127
47065003403,243,25,211,343,51,292,347,58,285
47065003431,832,144,656,946,158,768,954,181,760
47065003356,395,105,274,454,131,318,459,144,311
47065003353,53,38,8,81,53,23,81,55,21
47065003457,1873,686,1034,2030,811,1183,2032,937,1054
47137007056,200,35,162,195,26,166,204,26,177
47065003370,1053,251,717,1720,458,1230,1738,498,1203
47137007051,620,168,437,609,130,473,642,151,486
47137007054,470,94,369,462,75,380,496,76,412
47127006553,627,101,507,721,93,616,753,100,639
47159008301,918,168,715,962,137,795,1031,184,841
47147007551,2336,482,1760,2904,531,2309,3029,603,2383
47147007559,1696,329,1307,2022,327,1650,2133,371,1739
47157008262,3367,2292,972,4368,3255,1025,4439,3379,998
47153007853,830,115,682,1007,141,844,1054,168,874
47153007857,589,128,446,690,116,558,728,131,588
47175009102,468,101,353,555,94,442,601,108,484
47147007558,633,115,496,730,118,594,755,142,604
47041002162,140,36,101,142,33,107,147,35,111
47115005760,1050,188,823,1294,191,1082,1332,208,1110
47177009219,740,157,556,835,160,658,911,185,712
47115005757,627,198,407,774,249,512,798,271,518
47051005757,0,0,0,0,0,0,0,0,0
47177009214,980,261,684,1072,227,809,1168,255,896
47177009218,403,94,297,418,71,337,448,82,361
47177009216,790,199,573,914,193,695,976,228,736
47153007854,527,93,419,612,80,516,655,99,542
47065003439,466,136,306,513,192,314,529,193,319
47065003438,1061,367,636,1230,539,666,1248,580,639
47065003405,854,716,102,837,671,148,861,708,132
47065003367,1069,272,701,1139,330,784,1175,397,760
47065003445,95,20,57,114,21,90,114,26,84
47133006853,1536,499,988,1571,406,1118,1734,491,1227
47133006852,1074,281,772,1215,224,967,1327,265,1054
47037001821,740,586,125,1136,894,190,1164,931,190
47037001827,2142,1642,332,2514,2007,454,2551,2104,398
47037001853,1100,534,499,1316,672,588,1360,714,595
47155007955,1042,178,830,1205,206,972,1232,223,980
47155007953,1677,276,1342,1928,342,1542,1971,384,1539
47037001875,3558,2113,1096,4326,2865,1296,4434,3037,1227
47021001003,2811,542,2138,3711,798,2854,3847,886,2897
47147007557,1577,316,1202,1871,383,1439,1949,460,1458
47021001005,694,148,526,807,158,634,845,177,659
47037001881,1928,1352,385,2862,1916,898,2916,2122,726
47037001815,2324,2166,106,2494,2248,128,2615,2353,132
47037001807,1834,1708,93,2105,1817,178,2201,1913,187
47037001879,783,619,119,913,634,251,932,681,226
47037001886,800,594,154,863,633,214,884,693,167
47163008519,2873,615,2114,3216,732,2426,3266,821,2396
47037001822,1882,1557,195,2424,2000,350,2514,2126,310
47037001870,1982,835,998,2309,1165,1069,2348,1225,1050
47037001873,646,416,192,762,490,233,792,531,228
47037001841,1660,1147,440,2152,1496,525,2242,1616,518
47037001941,1639,1034,499,2207,1482,628,2272,1588,619
47037001946,1564,1107,373,1946,1431,414,2036,1530,419
47037001806,2002,1937,37,1982,1813,77,2093,1927,71
47037001895,3,1,2,3,1,1,3,1,2
47037001843,2544,1661,800,2800,1965,720,2884,2081,711
47037001918,2620,1418,995,2848,1458,1346,2875,1678,1149
47037001920,2773,1444,1141,3216,1671,1483,3246,1882,1304
47037001900,1902,1686,143,2303,1844,331,2393,1974,301
47037001935,2914,1859,923,3022,2034,883,3127,2126,901
47037001938,478,260,188,532,310,203,561,329,211
47155007965,3239,581,2499,3764,694,2983,3842,761,2986
47037001878,1388,1081,191,1605,1163,373,1671,1278,317
47037001937,1009,626,322,1084,677,355,1137,734,360
47037001927,1871,919,747,2086,1216,818,2120,1303,747
47037001842,990,645,304,1197,843,303,1250,893,298
47037001887,2528,1858,455,2775,2040,691,2798,2187,564
47037001951,986,594,353,1677,1025,587,1724,1111,565
47097005057,1166,515,631,1140,477,634,1233,579,646
47069003607,383,50,324,444,43,386,462,50,409
47069003613,692,530,148,621,414,170,702,495,188
47069003601,1148,701,426,1106,602,464,1223,705,504
47013000605,264,25,227,304,36,262,320,38,280
47015000708,232,63,157,267,78,186,278,83,191
47063003263,1911,356,1475,2150,409,1700,2221,480,1716
47063003265,1829,342,1422,2092,401,1656,2174,448,1695
47029001415,625,124,487,665,123,527,719,147,563
47029001416,613,142,444,676,172,476,731,195,526
47029001417,480,71,397,574,71,481,622,87,527
47113005678,1241,374,795,1354,419,921,1370,452,888
47113005677,1203,580,574,1257,672,552,1300,734,547
47113005660,810,139,656,877,145,720,899,167,723
47113005652,1014,944,57,964,849,84,1030,939,72
47063003264,1976,312,1566,2216,384,1790,2313,438,1849
47063003258,1825,286,1478,2069,363,1674,2186,413,1748
47155007969,2530,359,2094,3081,486,2511,3145,566,2502
47155007970,1255,209,987,1548,266,1234,1583,281,1265
47149007681,2879,934,1808,3559,1319,2168,3674,1485,2111
47149007686,1894,971,743,2236,1260,891,2332,1387,885
47149007688,225,150,45,237,177,51,255,194,52
47149007700,779,310,411,932,419,469,993,459,494
47149007657,1067,463,550,1327,677,622,1390,728,636
47149007679,3440,1098,2153,3796,1289,2438,3911,1436,2401
47149007687,402,276,107,508,351,138,536,383,137
47097005054,1030,416,588,1084,384,665,1155,459,678
47155007968,3687,611,2921,4438,792,3549,4522,881,3548
47087004501,327,96,224,369,85,276,402,100,299
47111005560,569,104,455,687,106,564,758,131,619
47037001944,2275,1842,362,2706,2168,419,2814,2267,433
47037001851,2779,921,1718,2776,978,1731,2834,1058,1698
47149007680,3677,1058,2446,4530,1471,2977,4687,1623,2958
47149007664,3615,1208,2206,5460,2161,3175,5668,2396,3160
47149007663,2453,793,1488,3596,1412,2091,3755,1591,2084
47149007696,2373,779,1463,2698,1034,1598,2843,1152,1626
47187009709,3384,854,2296,4666,1391,3169,4696,1555,3061
47187009727,2864,896,1800,3425,1150,2211,3436,1389,1994
47121006251,906,162,710,1067,165,875,1155,204,934
47187009701,2345,576,1657,3074,797,2214,3128,868,2218
47047002462,874,477,381,878,393,461,956,476,470
47069003603,654,472,170,632,403,192,697,477,205
47069003602,732,297,420,697,233,439,774,297,470
47069003609,338,43,291,369,35,328,407,46,356
47093004816,1291,410,811,1739,603,1102,1774,623,1119
47093004870,1091,615,408,1262,757,484,1276,797,456
47093004895,301,43,249,382,63,314,393,70,319
47093004875,1239,874,247,1509,1212,273,1534,1247,253
47093004821,659,191,442,825,250,563,841,273,557
47093004820,873,175,651,1064,246,808,1090,263,815
47093004842,5917,1764,3775,6999,2254,4659,7078,2501,4461
47093004810,402,62,326,487,80,403,503,84,414
47093004888,3004,741,2098,3702,1061,2599,3763,1133,2564
47029001401,521,77,428,588,88,491,630,100,525
47029001412,593,94,483,731,113,606,798,121,665
47063003257,1764,315,1398,1971,359,1578,2078,415,1642
47029001408,375,60,303,426,64,356,454,77,372
47023001103,669,93,559,738,84,644,767,97,642
47023001105,1066,330,706,1205,322,865,1233,336,849
47023001111,236,35,196,271,41,226,281,49,228
47039002055,429,106,311,485,95,379,513,107,397
47039002053,416,98,307,473,80,379,489,91,391
47077004015,411,19,380,465,25,435,472,23,439
47083004307,470,130,331,587,127,435,605,135,454
47135006956,412,108,294,521,77,435,560,96,461
47039002054,609,133,456,676,123,537,709,137,559
47079004106,924,169,716,940,164,752,1017,202,802
47005000201,1076,265,784,1184,228,921,1237,254,973
47071003703,654,112,514,699,118,559,739,134,594
47051002654,726,147,571,834,134,687,884,143,726
47051002664,689,142,529,839,179,640,890,215,651
47045002355,310,47,260,351,37,306,365,40,322
47157008177,2176,877,1127,2511,1196,1268,2573,1308,1213
47157008194,2187,1954,193,2260,2006,192,2316,2079,206
47157008213,2197,2101,74,2182,2012,103,2240,2113,102
47157008107,2726,1951,615,3161,2339,773,3216,2517,651
47157008078,2209,1449,673,2634,1858,706,2693,1939,707
47157008236,1337,735,559,1488,876,563,1521,927,559
47157008118,1728,1552,120,1916,1676,159,1968,1751,174
47157008211,2542,2444,67,2496,2302,97,2573,2409,115
47157008239,2145,1875,227,2152,1824,240,2231,1954,249
47157008240,1785,1585,168,1841,1571,200,1908,1669,208
47157008191,888,816,61,840,726,87,872,776,85
47157008252,2421,1278,1037,2848,1651,1119,2904,1724,1121
47157008063,3327,1630,1567,4013,2082,1867,4112,2244,1809
47157008205,1388,1352,22,1333,1225,44,1392,1322,42
47103000004,707,127,559,797,125,653,832,135,675
47157008104,546,530,12,636,547,64,662,597,49
47039002052,610,154,443,636,147,473,669,162,494
47039002056,411,70,329,390,46,333,408,51,347
47157008204,1650,1592,31,1645,1544,51,1718,1630,59
47157008268,1806,1662,108,2122,1871,207,2175,1934,213
47157008069,2910,1235,1573,3648,1520,2057,3733,1715,1966
47049002554,506,101,395,484,54,423,530,66,462
47101005256,516,120,383,519,90,421,557,101,453
47045002366,1750,355,1340,1867,388,1440,1963,454,1487
47045002354,432,47,375,486,49,430,520,61,457
47117005853,1207,238,930,1360,220,1116,1443,251,1175
47117005858,1182,323,812,1442,348,1055,1529,383,1111
47119005965,960,196,722,1162,239,910,1175,255,911
47101005253,531,78,435,617,96,509,650,104,540
47157008199,1392,1291,75,1430,1254,111,1478,1336,123
47103000003,843,110,712,929,117,791,960,125,796
47101005258,412,77,329,521,79,432,549,85,452
47101005257,500,76,416,594,71,514,629,85,540
47161008406,844,195,622,908,184,704,996,223,758
47161008407,760,192,540,847,155,671,905,171,721
47157008248,2498,2284,162,2611,2340,183,2682,2450,197
47157008138,2244,2145,75,2175,2004,89,2272,2138,104
47055002851,720,179,528,791,160,617,833,178,647
47137007059,106,21,85,138,13,123,141,17,124
47137007058,192,32,156,206,22,181,215,29,183
47077004012,101,9,91,101,3,98,104,4,100
47077004001,753,143,584,878,156,701,914,177,729
47077004004,1224,248,947,1412,260,1125,1475,290,1176
47043002261,1425,316,1048,1827,358,1416,1889,390,1457
47043002264,1503,402,1039,1831,480,1291,1900,521,1336
47109006160,340,32,300,395,42,345,404,46,351
47109006162,332,66,257,347,51,290,362,62,293
47157008120,1011,979,22,914,826,34,947,889,39
47157008224,622,560,54,656,587,53,678,614,54
47157008060,2023,407,1531,2216,487,1685,2274,577,1673
47125006454,1900,851,905,2365,1120,1137,2502,1237,1171
47147007561,642,138,488,748,115,619,782,137,643
47169008803,323,59,255,365,41,321,393,52,338
47161008404,680,162,486,808,120,662,841,138,685
47053002775,308,54,242,331,33,286,349,42,303
47157008242,2591,1339,1130,3008,1734,1215,3066,1835,1191
47081004211,219,36,174,239,20,212,244,23,215
47177009204,603,168,404,653,160,476,711,183,515
47177009215,370,78,267,424,86,331,454,98,348
47177009221,502,125,353,546,116,408,585,123,450
47089004610,1709,233,1413,2068,289,1735,2194,337,1834
47035001702,657,121,523,793,123,659,831,151,672
47107006060,2253,459,1718,2505,487,1975,2577,535,2003
47159008302,1095,213,854,1255,218,1004,1353,245,1088
47041002154,337,61,270,402,58,333,423,67,354
47041002165,328,83,235,364,80,281,401,86,314
47041002153,970,230,713,1091,213,854,1201,252,936
47165008619,2677,854,1699,3208,1175,1943,3391,1343,1989
47165008636,2128,390,1660,2657,455,2153,2772,514,2219
47095004952,953,340,594,926,273,620,968,297,665
47095004953,887,216,655,863,198,635,932,210,713
47075003901,555,362,184,597,397,189,624,419,190
47037001898,3488,1970,1240,4934,2898,1868,5086,3129,1795
47037001888,1960,1444,370,2107,1539,538,2137,1641,455
47037001831,1408,1029,291,1977,1534,395,2032,1607,351
47037001923,1958,891,901,2222,1068,1114,2241,1227,956
47037001924,2436,1250,975,2821,1544,1149,2902,1697,1092
47037001844,736,192,520,819,224,581,847,254,575
47093004827,1169,441,633,1346,641,668,1376,673,662
47093004805,6571,1959,4216,7308,2406,4826,7427,2740,4551
47179009315,71,13,56,80,16,63,85,16,67
47021001002,1503,307,1134,1840,355,1447,1895,392,1477
47093004808,2853,739,1957,3548,1078,2430,3613,1139,2394
47093004881,1422,558,779,1659,754,882,1703,795,862
47093004885,2279,692,1460,2726,912,1790,2780,1018,1718
47093004863,290,167,104,364,187,160,373,206,157
47093004861,435,349,57,486,412,66,510,437,64
47007000310,252,34,212,290,33,255,303,34,268
47097005058,453,155,291,485,128,349,515,150,362
47141007272,542,101,421,600,118,468,634,135,493
47141007263,1992,487,1410,2232,562,1625,2334,622,1671
47009000407,422,78,328,441,136,297,452,148,295
47009000436,663,117,518,873,135,720,907,158,728
47009000432,1001,351,573,1109,428,659,1148,474,640
47007000307,291,32,249,356,38,310,375,39,333
47037001894,532,483,39,481,388,57,522,424,50
47037001950,3603,2558,911,5056,3596,1198,5279,3791,1272
47037001947,1503,1168,263,2330,1853,373,2385,1913,390
47037001857,1790,864,817,2027,1108,868,2088,1176,849
47037001802,489,161,310,576,204,356,595,217,370
47037001809,1109,1036,53,1680,1304,281,1752,1425,240
47037001891,1423,1054,265,2501,1701,753,2546,1873,621
47037001885,138,116,12,185,170,13,192,172,14
47037001832,1310,902,321,1660,1267,364,1697,1310,345
47037001828,1082,897,121,1372,1118,200,1427,1173,190
47037001838,1061,786,222,1130,856,237,1172,910,231
47013000618,441,53,376,517,41,472,548,45,502
47013000621,849,215,610,853,190,645,896,206,681
47013000614,41,10,31,54,14,40,59,13,45
47113005670,1354,293,1019,1520,369,1130,1547,406,1128
47029001414,596,81,501,632,91,530,673,99,566
47063003251,766,242,491,883,279,577,939,316,606
47063003253,925,287,607,1023,312,678,1084,355,699
47009000421,1231,291,883,1544,366,1142,1573,413,1133
47163008517,2456,577,1756,2842,726,2084,2906,810,2048
47093004812,4136,631,3327,5070,920,4097,5182,994,4122
47093004860,507,286,175,673,434,227,689,450,225
47063003267,684,116,539,826,169,636,885,187,688
47163008521,2888,494,2287,3313,618,2644,3416,662,2711
47029001409,1073,133,907,1172,139,1000,1260,163,1089
47029001418,61,9,51,79,16,63,82,18,63
47113005662,465,91,362,513,96,405,531,119,407
47113005661,333,93,231,361,96,262,370,104,260
47093004876,937,512,356,1234,798,415,1255,832,397
47093004851,1249,577,554,1684,928,714,1708,959,685
47069003606,358,62,290,387,45,336,427,53,373
47033001601,451,74,368,459,64,386,490,77,410
47019000903,401,66,314,425,64,356,453,76,368
47019000920,240,39,190,264,48,208,280,48,227
47139007158,194,36,156,216,36,177,222,36,184
47013000619,201,44,149,243,44,194,280,54,226
47065003392,2316,760,1416,2684,1092,1530,2730,1140,1522
47065003454,1161,589,465,1450,768,655,1454,834,581
47065003413,2157,651,1374,2647,892,1723,2663,960,1664
47065003412,2090,602,1372,2197,771,1397,2243,858,1358
47007000308,685,168,499,805,172,623,844,187,651
47067000007,404,54,340,457,61,392,499,72,425
47073003803,645,116,515,744,119,610,794,127,660
47073003806,136,18,115,154,12,141,166,14,151
47065003387,2062,665,1299,2464,939,1494,2507,1021,1443
47065003388,2723,939,1653,3260,1317,1899,3285,1393,1831
47073003808,1634,237,1352,1824,261,1536,1971,287,1660
47073003816,953,129,804,1150,137,992,1226,146,1066
47067000004,281,36,230,313,28,276,341,37,303
47073003809,2350,383,1870,2499,461,1990,2655,515,2097
47187009719,3715,1187,2291,4270,1428,2771,4283,1650,2564
47013000607,1097,190,874,1214,181,1012,1279,208,1059
47097005052,556,197,350,587,161,400,617,198,414
47093004884,1419,583,728,1744,844,869,1791,889,856
47093004859,548,215,300,704,350,334,724,363,346
47009000425,1330,290,984,1575,325,1211,1632,361,1240
47009000417,1249,236,946,1885,406,1436,1958,459,1447
47057002952,861,111,734,963,116,831,1047,137,895
47029001404,565,84,466,680,108,559,728,117,604
47101005259,406,85,311,427,94,324,456,101,354
47157008228,624,587,25,628,565,36,650,609,33
47157008167,1092,1033,43,982,894,59,1032,953,64
47157008066,3107,1330,1647,3857,1787,1995,3914,1917,1940
47049002553,733,127,591,847,130,701,894,154,734
47043002251,1122,234,835,1518,313,1162,1567,338,1188
47051002651,2068,646,1350,2347,641,1659,2454,707,1702
47051002665,1314,257,1010,1515,283,1206,1581,327,1232
47157008266,3139,2877,217,3321,2973,259,3405,3077,286
47157008072,1749,328,1338,1910,406,1475,1944,501,1410
47077004010,471,45,421,523,47,472,542,49,488
47169008805,370,85,267,437,73,355,472,88,373
47157008179,1605,695,793,1817,879,903,1858,980,843
47079004113,741,114,606,769,106,630,816,129,670
47079004107,521,69,442,554,94,449,581,97,474
47011000503,995,123,819,1134,167,942,1182,186,966
47051002662,645,176,458,722,142,570,751,143,598
47043002258,437,97,327,533,96,418,549,113,432
47119005962,1030,168,838,1163,171,969,1174,182,986
47045002357,772,106,650,824,110,704,856,114,734
47077004014,169,15,153,200,14,184,207,19,186
47145007468,713,136,556,829,124,688,851,143,696
47157008108,1093,837,171,1180,961,185,1212,1006,172
47157008161,2036,1968,54,1952,1775,83,2054,1915,97
47157008166,855,790,45,860,760,64,889,805,73
47157008106,1790,1329,380,2072,1553,487,2121,1645,445
47119005968,1419,257,1115,1877,315,1529,1898,335,1542
47017000816,329,42,280,379,48,326,395,56,332
47099005172,304,48,251,322,44,271,362,53,301
47161008403,670,139,497,805,126,657,843,146,685
47077004006,497,136,352,560,131,421,583,149,426
47109006159,383,42,328,428,46,377,448,51,387
47053002754,799,177,596,878,232,620,928,266,650
47011000511,1651,179,1413,1850,228,1583,1941,243,1677
47145007469,1045,187,813,1162,189,952,1184,220,947
47011000517,2206,321,1824,2568,372,2159,2667,410,2226
47053002752,674,92,560,821,103,710,844,126,708
47053002767,928,137,759,1019,169,822,1070,209,850
47145007466,288,51,228,287,40,233,299,50,239
47119005957,2432,639,1668,3248,908,2276,3293,963,2271
47131006755,431,66,357,473,65,399,516,72,438
47077004011,1357,342,965,1495,329,1134,1571,398,1152
47049002560,276,39,231,272,32,233,293,41,249
47157008229,2435,2060,319,2519,2122,320,2596,2214,339
47157008146,976,912,37,934,827,68,987,904,65
47109006166,181,23,152,162,21,141,172,27,145
47145007460,522,89,416,572,97,463,585,95,480
47125006466,2308,1048,1070,3315,1629,1547,3495,1773,1585
47181009413,405,39,362,448,52,389,488,64,422
47145007470,510,95,397,603,118,472,619,125,483
47125006460,2125,555,1473,2559,583,1915,2738,673,2012
47125006478,1056,337,655,1131,417,684,1178,465,688
47035001703,901,175,702,1095,205,868,1147,216,915
47035001710,380,57,309,455,60,384,474,69,398
47017000813,139,23,115,142,16,125,149,21,128
47189009831,1637,444,1119,2082,661,1355,2156,723,1374
47189009815,3985,1220,2519,4886,1849,2906,4978,2053,2790
47189009812,503,106,377,585,84,488,607,94,506
47157008267,2131,1990,116,2499,2302,145,2547,2347,168
47157008257,1671,929,672,1932,1202,683,1974,1269,671
47157008100,1307,827,455,1329,754,526,1349,796,534
47145007451,960,166,747,1139,194,917,1172,216,920
47151007758,422,68,345,499,54,432,538,55,479
47051002658,561,80,473,606,70,530,646,88,553
47189009804,2351,696,1536,2226,575,1591,2272,625,1576
47189009807,1923,384,1453,2317,469,1791,2387,524,1813
47189009828,633,129,474,724,146,558,750,162,577
47189009825,1764,503,1176,2462,662,1720,2535,735,1728
47189009806,2911,653,2137,4124,855,3195,4202,964,3168
47169008806,338,80,247,434,66,359,467,77,386
47169008802,375,92,261,402,69,321,443,83,354
47035001724,1064,135,897,1271,150,1102,1337,176,1147
47151007756,938,138,787,1112,132,953,1213,145,1061
47001000004,1782,387,1319,2139,484,1622,2198,520,1637
47001000025,896,177,674,1063,204,844,1112,232,870
47001000016,1506,250,1219,1761,270,1465,1837,297,1517
47001000006,1133,279,792,1290,328,943,1341,366,962
47107006055,509,157,328,537,162,361,551,185,357
47001000002,294,42,243,383,58,317,397,64,333
47165008627,1367,250,1065,1682,281,1376,1760,325,1399
47165008623,3053,857,2090,3391,984,2337,3550,1157,2336
47177009210,1144,310,805,1243,287,923,1361,325,1010
47157008244,1354,1250,91,1400,1235,128,1440,1289,134
47177009207,624,225,376,647,188,426,717,215,484
47157008083,920,583,318,1243,806,417,1275,849,404
47115005752,415,69,339,539,77,450,555,86,465
47083004301,444,116,312,486,123,348,505,128,366
47143007354,671,73,578,795,87,701,830,92,732
47103000016,334,68,261,402,72,323,412,80,321
47103000019,469,84,376,581,113,448,597,122,456
47075003913,714,379,324,794,375,399,823,404,411
47031001515,1266,323,897,1476,362,1075,1504,402,1064
47053002755,884,194,664,1016,218,778,1055,256,779
47189009824,2468,408,1963,2909,779,2054,2964,859,2020
47189009801,2366,568,1682,2567,834,1673,2625,911,1648
47095004951,130,21,108,131,22,106,134,19,114
47105005459,1008,248,733,1244,265,955,1269,309,938
47103000002,362,52,299,432,59,365,443,67,369
47103000020,470,68,378,545,81,454,559,84,458
47157008133,2558,1122,1215,2986,1376,1550,3027,1618,1343
47157008164,1381,1332,30,1314,1207,59,1365,1290,56
47157008157,3329,1216,1924,3852,1347,2467,3861,1644,2168
47017000815,444,107,327,448,111,333,468,115,349
47099005155,563,82,471,652,93,542,692,101,583
47099005157,996,186,782,1176,188,965,1246,235,1002
47157008200,1350,1308,23,1188,1096,55,1249,1181,51
47171008908,444,70,362,481,79,393,510,83,421
47139007153,1160,263,872,1334,244,1073,1385,247,1119
47165008612,2979,514,2362,3733,650,3023,3900,762,3103
47157008075,1702,386,1238,1973,515,1444,2003,581,1394
47157008077,1315,653,603,1495,861,604,1509,901,584
47157008256,1940,996,861,2297,1435,819,2333,1483,817
47005000205,1054,270,760,1104,252,825,1156,278,862
47039002051,305,49,249,345,49,287,356,51,296
47003000107,834,146,659,970,167,792,1019,192,816
47031001519,588,212,353,672,248,397,709,262,408
47059003066,758,179,550,869,217,630,900,217,650
47139007155,560,77,471,647,118,526,673,129,544
47037001846,1693,734,877,1924,939,911,1980,984,930
47001000014,622,278,299,761,346,396,787,361,403
