GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_tot,Wh_2018_tot,His_2018_tot,BlC_2018_tot,NatC_2018_tot,AsnC_2018_tot,PacC_2018_tot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_tot,Wh_2019_tot,His_2019_tot,BlC_2019_tot,NatC_2019_tot,AsnC_2019_tot,PacC_2019_tot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap
18039000200,1657,1412,97,96,20,31,1,1285,1134,54,57,14,23,1,1705,1476,118,74,6,12,25,1136,1074,37,17,6,0,0,2022,1759,105,101,6,12,33,1271,1191,39,23,6,0,0,1708,1323,196,114,31,44,2,1325,1084,124,61,24,32,1
18065000150,1628,1527,36,45,16,9,1,1212,1145,22,29,13,6,1,1348,1157,59,90,10,49,0,1036,925,39,55,4,0,0,1474,1295,21,148,10,27,0,1172,1041,17,101,0,0,0,1483,1306,46,71,47,9,3,1161,1036,33,39,40,9,0
18065000400,1388,1355,11,11,12,2,2,1013,997,5,2,8,2,1,1493,1465,7,19,1,0,0,1116,1104,0,11,1,0,0,1468,1440,12,11,0,0,0,1100,1085,5,11,1,0,0,1339,1269,18,13,17,11,0,1027,979,13,5,16,4,0
18011000220,1154,1032,35,40,2,50,1,869,780,24,28,2,37,1,1519,1363,6,34,0,117,0,1184,1109,6,31,0,40,0,1500,1319,11,58,0,114,0,1217,1116,10,50,0,44,0,1785,1372,104,110,19,172,1,1490,1151,81,100,17,134,1
18011000360,1269,1143,37,39,1,52,1,843,765,22,25,0,32,1,1279,1153,61,11,6,43,0,875,818,33,6,0,18,0,1174,1053,56,11,3,47,0,807,746,29,6,0,25,0,1089,960,34,30,15,39,1,766,685,19,25,8,27,0
18011000240,666,614,18,8,0,26,0,442,412,9,4,0,15,0,1718,1346,167,40,8,135,0,1088,916,82,19,0,60,0,1666,1306,150,38,5,153,0,1032,857,72,19,0,72,0,2442,1932,88,106,39,272,3,1558,1251,43,64,19,166,2
18011000100,1294,1225,33,10,2,7,0,999,956,17,2,2,1,0,1326,1246,34,37,5,0,0,1002,961,29,6,4,0,0,1211,1112,56,38,5,0,0,899,842,49,8,4,0,0,1266,1140,46,19,28,20,1,1011,920,34,9,22,16,1
18011000130,1033,975,33,21,10,5,2,784,745,24,12,9,4,1,940,931,5,4,2,0,0,795,791,5,1,0,1,0,857,842,4,7,2,0,0,712,701,5,4,0,1,0,1124,1001,42,38,35,6,3,882,801,31,18,28,4,0
18065000170,1456,1378,27,38,13,2,1,1036,985,13,28,12,0,0,1251,1177,33,36,1,0,0,910,872,27,10,1,0,0,1062,1006,20,35,1,0,0,717,692,15,10,1,0,0,1339,1203,31,68,23,7,1,1004,916,19,37,19,7,1
18065000210,1145,1092,15,20,17,6,3,879,845,10,11,11,4,2,980,934,39,0,4,0,5,806,769,27,0,7,0,0,1035,992,31,0,6,0,3,853,825,20,0,7,0,0,1107,985,34,49,25,5,3,868,802,18,22,18,3,2
18065000120,1518,1436,34,39,18,5,0,1165,1117,21,18,11,3,0,1117,1061,1,44,12,0,0,961,911,0,45,11,0,0,1249,1184,2,47,14,0,0,1025,970,0,45,11,0,0,1328,1204,42,49,21,11,1,1008,939,14,27,20,8,0
18133000130,1241,1221,6,2,7,5,1,897,883,5,1,6,2,1,1267,1248,5,0,0,12,0,967,953,5,0,0,9,0,1134,1107,5,0,0,22,0,872,850,5,0,0,14,0,1163,1107,17,2,24,4,2,893,850,13,0,20,3,2
18133000040,1251,1231,3,12,2,2,0,964,955,1,4,2,2,0,1195,1154,5,10,16,6,0,898,875,3,0,15,2,0,1185,1139,6,15,17,3,0,894,874,2,0,16,2,0,1332,1233,15,17,37,13,2,1058,986,7,13,30,8,0
18133000290,3929,2669,126,1115,16,8,3,3618,2374,121,1109,13,6,3,3883,2875,256,703,55,20,0,3377,2458,178,692,39,0,0,3736,2849,200,621,51,32,0,3239,2448,133,612,32,0,0,3408,2557,91,677,40,17,0,3082,2277,78,667,25,13,0
18181000090,1767,1721,28,5,8,7,4,1304,1272,15,2,7,6,2,1753,1702,27,4,10,12,0,1333,1296,18,0,8,13,0,1722,1649,48,5,13,11,8,1326,1271,35,0,13,10,0,1997,1880,43,14,33,14,2,1511,1428,32,6,25,10,2
18065000050,1240,1210,11,9,5,8,0,896,880,5,2,4,7,0,1305,1267,16,6,3,10,0,1019,990,15,5,2,2,0,1349,1272,9,1,2,61,0,1072,1013,6,0,2,49,0,1209,1140,16,24,19,10,1,912,865,10,12,15,10,1
18065000060,1160,1133,2,1,14,6,1,924,909,2,0,6,5,1,1143,1081,31,30,9,0,0,931,902,16,5,8,0,0,1160,1108,14,19,4,20,0,945,913,11,0,4,19,0,1245,1195,17,11,20,2,0,973,937,14,4,17,1,0
18133000140,449,439,1,4,3,3,0,356,349,1,4,1,2,0,424,420,4,0,0,0,0,316,314,3,0,0,0,0,437,435,4,0,0,0,0,326,324,3,0,0,1,0,446,423,11,1,4,3,1,360,345,5,0,4,3,0
18143000070,2520,2457,36,9,15,10,1,1924,1886,22,2,13,7,1,2420,2364,5,30,8,12,0,1934,1917,1,4,8,2,0,2611,2541,13,48,0,10,0,2153,2145,0,6,0,2,0,2427,2297,45,14,48,16,7,1875,1795,27,5,36,5,4
18133000060,868,772,33,43,7,20,1,770,682,29,40,6,20,1,934,782,36,20,5,84,4,791,692,36,19,1,40,5,890,737,36,10,1,98,4,750,656,36,9,0,43,5,703,533,31,69,12,55,5,613,457,30,58,9,55,5
18133000280,1868,1640,59,109,8,47,9,1653,1448,49,99,8,45,9,1887,1569,92,85,5,135,1,1618,1405,77,72,4,53,5,1942,1639,83,39,0,181,0,1586,1414,72,33,0,60,5,1604,1257,115,78,13,108,30,1473,1148,105,68,11,108,30
18143000160,1275,1249,11,1,4,9,0,979,962,7,0,4,5,0,1245,1228,5,10,4,1,0,960,952,5,0,4,0,0,1287,1253,10,7,9,0,0,995,975,10,0,9,0,0,1354,1275,25,5,26,8,1,1059,1007,20,2,16,4,0
18143000120,1693,1626,26,14,11,19,0,1266,1219,22,5,9,12,0,1990,1905,47,9,20,7,0,1579,1516,43,1,20,0,0,2325,2194,103,12,9,8,0,1832,1720,103,4,10,0,0,1628,1498,50,26,29,18,7,1219,1130,32,13,24,16,2
18143000150,1800,1739,22,4,7,26,3,1414,1372,13,2,6,21,2,1678,1672,0,5,0,0,0,1342,1332,0,3,0,0,0,1583,1540,2,3,41,0,0,1271,1222,2,3,40,0,0,1942,1837,30,18,22,29,3,1527,1453,14,8,19,26,2
18143000130,1648,1601,36,4,1,6,1,1264,1234,23,3,1,3,1,1260,1026,149,32,0,52,0,949,819,121,9,0,0,0,1413,1157,157,32,0,66,0,1081,896,160,31,0,0,0,1674,1531,79,28,27,5,0,1309,1204,55,23,22,4,0
18143000140,1712,1626,41,12,4,24,0,1314,1256,24,7,3,21,0,1954,1921,31,1,0,0,0,1526,1490,30,1,0,0,0,1617,1517,93,1,7,0,0,1271,1168,90,1,6,0,0,2108,1963,40,26,54,8,2,1688,1585,25,11,49,6,1
18143000050,1410,1386,15,5,4,1,0,1078,1062,12,1,4,0,0,1477,1437,23,11,5,0,0,1079,1057,14,2,5,0,0,1613,1588,6,18,0,0,0,1146,1143,0,3,0,0,0,1501,1425,31,8,33,4,3,1146,1090,15,5,33,0,3
18143000030,1284,1238,30,6,9,3,0,957,932,16,3,7,0,0,1527,1337,174,0,16,0,0,1064,995,54,0,16,0,0,1457,1453,0,0,4,0,0,993,989,0,0,4,0,0,1234,1124,43,20,26,2,0,919,851,24,11,21,0,0
18047000090,1318,1292,7,2,13,2,1,926,909,3,2,10,2,1,1172,1170,0,0,0,5,0,884,884,0,0,0,0,0,1165,1151,0,0,0,15,0,822,822,0,0,0,0,0,1297,1255,14,5,19,3,1,988,963,13,1,12,3,1
18047000040,914,883,21,2,5,4,0,646,628,13,0,2,2,0,852,843,8,0,0,0,0,650,644,3,0,0,0,0,858,815,37,7,0,0,0,640,618,23,0,0,0,0,888,838,13,3,29,4,1,650,616,6,1,22,2,0
18065000330,1079,1056,9,4,5,5,0,821,812,1,2,5,1,0,1117,1091,14,2,9,0,0,920,897,14,0,13,0,0,1115,1097,9,2,5,0,0,952,937,9,0,4,0,0,999,953,12,5,21,2,0,816,781,7,4,17,1,0
18065000340,1108,1071,21,8,4,4,0,853,827,17,4,4,1,0,1366,1350,13,1,1,0,0,1043,1034,9,0,3,0,0,1366,1347,13,1,1,0,0,1016,1009,9,0,2,0,0,1088,1039,21,9,11,8,0,874,845,16,2,7,1,0
18065000110,1179,1083,29,57,10,2,0,914,848,14,42,10,2,0,1032,1007,8,24,1,0,0,827,801,8,13,1,0,0,1100,1050,10,49,3,0,0,867,824,12,36,1,0,0,1042,923,37,50,16,9,1,822,736,18,40,15,6,1
18023000250,817,799,11,5,1,3,0,565,556,5,2,1,3,0,926,862,23,11,20,19,0,638,597,9,3,20,13,0,974,871,43,18,31,19,0,681,615,17,9,30,17,0,710,658,19,4,20,6,0,552,509,18,3,18,3,0
18181000140,1204,1150,41,4,4,6,1,928,897,24,3,1,4,0,1123,1010,51,49,0,0,0,817,791,16,11,0,0,0,1216,1139,30,49,0,0,0,906,882,12,11,0,0,0,1187,1112,45,5,13,8,1,949,903,29,3,5,6,1
18141001120,2460,2305,52,42,17,29,12,1785,1698,28,25,13,14,6,2428,2230,89,55,8,76,0,1795,1721,40,16,5,16,0,2450,2200,112,80,18,95,11,1808,1702,53,25,5,14,0,2590,2224,98,82,80,82,8,1891,1681,47,40,55,47,6
18141001100,1102,1012,24,24,5,27,14,798,747,13,15,3,17,8,968,884,50,15,3,17,0,721,693,17,3,0,7,0,899,805,59,18,7,15,0,690,652,24,3,5,3,0,1076,935,53,30,18,33,0,831,747,30,16,11,19,0
18181000010,819,800,12,0,2,4,0,622,611,7,0,2,2,0,752,709,5,26,2,0,0,556,548,2,4,2,0,0,715,680,4,27,2,0,0,549,536,2,4,2,0,0,870,793,22,13,27,9,3,647,616,12,3,12,2,1
18181000030,1162,1081,61,9,20,2,0,871,830,28,3,11,2,0,1172,1151,5,14,2,0,0,926,919,6,0,2,0,0,1208,1188,3,12,2,1,0,956,949,2,0,2,1,0,1188,1083,39,16,30,19,0,907,845,25,8,20,5,0
18141002220,1336,1191,48,85,8,9,0,1055,960,34,54,8,4,0,1255,1131,31,59,6,25,0,998,897,28,40,6,23,0,1210,1070,38,67,7,29,0,965,865,33,32,8,21,0,1410,1214,83,48,37,24,0,1124,1010,46,30,16,15,0
18141002250,536,480,20,33,4,4,1,423,385,13,24,4,1,1,601,540,18,32,6,10,0,464,414,13,22,6,4,0,607,532,19,42,6,11,0,471,424,16,19,7,4,0,708,512,32,123,8,27,0,540,412,23,81,7,16,0
18141001160,1434,1350,30,23,7,27,1,1125,1069,21,12,6,18,1,1327,1155,120,46,10,11,0,1076,993,49,21,3,5,0,1378,1217,114,42,12,15,0,1103,1026,49,14,3,10,0,1529,1316,96,43,33,34,0,1225,1095,63,23,12,24,0
18141000640,493,348,37,103,4,1,0,371,293,16,60,4,1,0,522,416,9,77,3,0,4,472,388,7,70,4,0,0,625,490,3,117,0,0,5,540,447,1,85,0,0,0,434,217,20,185,8,8,0,282,176,9,94,6,0,0
18141000690,726,604,24,67,5,26,1,593,506,16,52,3,21,1,716,593,63,59,4,4,0,551,494,24,29,4,0,0,759,650,60,51,4,5,0,571,531,24,13,4,0,0,766,671,30,39,12,16,0,590,527,21,21,8,11,0
18141000040,1253,1157,60,28,4,5,0,1005,949,32,16,3,5,0,1100,973,55,72,0,0,0,939,868,38,33,0,0,0,1150,1088,24,40,0,0,0,974,931,16,28,0,0,0,1163,1035,64,34,23,5,1,928,844,36,24,14,4,0
18141001980,1278,868,110,274,28,14,0,934,688,64,158,18,10,0,1238,777,59,403,0,0,0,804,581,20,200,0,0,0,1232,824,71,340,0,0,0,835,619,35,189,0,0,0,1249,738,174,314,25,12,3,878,569,112,173,15,9,1
18141002050,2005,860,450,665,47,23,2,1356,681,248,406,26,15,1,2081,808,292,982,14,4,0,1326,659,132,539,0,5,0,2026,824,339,868,21,4,0,1303,673,132,485,0,0,0,2177,685,614,830,70,22,8,1504,583,378,511,46,11,3
18141001880,598,510,19,48,5,16,0,444,395,12,28,2,6,0,678,535,79,76,4,16,15,499,438,28,22,4,12,0,660,533,66,73,4,8,9,505,443,22,24,4,6,0,692,532,33,97,15,21,3,538,429,27,63,8,12,1
18141000010,1414,1293,54,55,8,8,2,1089,1021,25,37,4,5,2,1335,1230,20,85,5,0,0,1029,988,10,33,0,0,0,1305,1161,31,87,6,0,0,1021,953,19,52,0,0,0,1229,1071,66,46,23,13,0,1011,912,35,29,12,10,0
18141001130,1361,1299,10,15,20,14,0,1076,1038,7,5,14,11,0,1413,1282,49,50,21,37,3,1054,985,18,21,21,5,3,1458,1307,58,70,23,48,5,1077,1001,25,25,19,7,0,1409,1274,44,33,25,15,3,1082,1004,19,16,20,11,1
18141001330,1287,741,49,470,10,29,2,913,563,24,304,8,21,2,1282,704,52,494,1,34,0,939,584,36,297,0,25,0,1188,590,40,522,1,33,0,857,490,27,311,1,25,0,1382,545,80,688,23,43,4,1088,474,51,515,17,29,1
18141001320,1507,691,111,679,20,35,3,1085,574,66,428,15,17,1,1688,539,370,772,3,3,0,1098,475,29,591,4,0,0,1786,614,285,888,0,6,0,1222,531,67,619,0,0,0,1561,586,216,732,40,24,3,1126,468,131,501,33,8,1
18141000330,528,366,142,16,3,1,0,422,319,91,9,2,1,0,260,191,63,5,0,1,0,209,172,35,3,0,0,0,204,183,14,6,0,1,0,187,172,12,4,0,0,0,483,276,141,38,28,6,2,345,207,86,23,25,4,2
18141001400,1245,678,54,472,12,44,3,969,575,31,325,10,33,3,1330,967,55,264,7,38,0,1029,789,28,191,3,12,0,1330,971,70,239,12,38,0,1024,799,36,159,10,13,0,1494,1003,70,304,37,84,5,1164,826,38,220,26,52,3
18141001440,1194,688,53,410,12,45,2,931,582,30,284,8,32,2,1283,707,31,486,5,54,0,932,577,10,316,5,24,0,1217,618,45,493,4,54,0,888,526,19,311,4,24,0,1275,441,69,712,19,38,1,983,400,37,506,9,31,0
18141000340,1141,983,46,91,10,14,1,912,803,29,65,6,10,0,1204,1030,62,91,7,20,0,970,838,37,82,2,1,0,1243,1099,66,53,17,18,0,990,893,42,39,10,1,0,1332,1099,57,126,26,23,0,1008,865,26,83,17,11,0
18141001600,977,807,72,78,12,18,5,748,655,39,38,9,10,1,787,606,49,114,9,9,0,552,472,24,47,6,0,0,857,610,93,118,3,27,0,582,498,26,49,2,6,0,948,704,91,116,15,29,1,718,573,39,68,9,25,1
18141000720,1383,1212,91,42,22,14,4,952,873,40,17,13,9,1,1303,1030,122,117,0,33,0,833,702,61,52,0,19,0,1218,929,122,159,0,8,0,791,636,67,84,0,10,0,1471,1149,108,134,49,29,1,1011,817,73,74,28,15,1
18181000170,1395,1176,184,19,10,10,0,987,883,86,8,6,5,0,1085,1068,17,0,0,0,0,900,899,1,0,0,0,0,1225,1210,16,0,0,0,0,990,989,1,0,0,0,0,1256,1077,150,11,16,2,0,961,838,103,9,12,2,0
18039000220,1248,1031,113,71,7,23,3,910,787,68,36,5,13,1,1034,808,158,40,17,22,9,736,671,34,27,6,0,0,1325,967,169,159,52,30,11,922,786,29,63,9,0,0,1281,883,237,111,38,13,0,949,698,154,66,23,7,0
18039000270,1811,984,428,377,19,26,2,1248,804,225,207,10,13,1,1710,854,385,343,7,28,0,910,710,54,124,4,10,0,1685,924,438,296,7,40,0,985,795,69,104,4,15,0,1920,804,673,417,42,12,3,1327,648,400,249,28,9,2
18141000950,1196,1089,49,32,15,20,1,926,870,22,16,9,11,1,1188,843,114,155,4,68,4,889,744,11,81,3,41,3,1179,864,30,206,4,72,4,954,755,12,122,3,55,3,1205,945,94,92,36,17,1,978,801,55,53,32,12,0
18141000960,892,798,38,44,7,7,0,671,617,22,24,4,6,0,747,653,37,28,10,20,8,616,557,22,14,0,9,7,774,667,50,32,11,16,8,625,547,33,23,0,9,7,997,794,60,100,25,15,1,735,605,40,53,18,12,0
18141002110,1736,632,564,533,27,26,1,1194,526,322,328,20,20,1,1841,442,546,889,23,22,0,1127,387,170,544,0,19,0,1842,375,591,900,82,16,0,1121,357,179,548,0,8,0,1773,485,634,619,48,24,3,1284,412,404,442,35,17,2
18141001300,905,635,97,151,16,11,0,725,535,56,120,7,10,0,958,641,205,112,0,0,0,697,550,71,76,0,0,0,980,579,244,158,0,0,0,694,517,80,97,0,0,0,903,581,161,130,16,10,8,749,524,108,95,11,8,6
18141000620,1488,1248,73,136,25,9,1,1018,906,39,54,11,8,0,1230,1085,54,34,40,23,8,1003,889,40,25,34,16,0,1182,1080,2,52,29,21,7,978,895,0,44,24,15,0,1322,1036,76,135,50,22,4,1032,842,49,81,38,12,3
18141001580,1820,1064,239,463,59,32,2,1231,830,115,239,39,17,2,2001,1347,265,281,7,101,0,1501,1153,132,124,7,82,0,2284,1401,367,428,4,54,0,1702,1233,188,234,4,38,0,1910,961,300,585,47,27,7,1441,821,204,359,35,26,6
18141000100,1410,1204,56,81,52,30,0,1113,980,37,46,33,22,0,1280,1030,80,160,0,12,0,982,836,37,89,0,13,0,1461,1110,53,261,13,35,0,1164,920,53,162,12,37,0,1307,1017,64,118,76,19,4,1040,847,49,69,60,18,4
18141000130,1431,1251,46,90,14,28,0,1147,1027,27,61,11,22,0,1234,1003,63,157,5,6,0,982,839,38,101,0,7,0,1494,1080,45,350,21,13,0,1165,891,41,224,17,11,0,1457,1140,82,151,25,62,0,1225,995,48,110,21,50,0
18141000870,960,856,39,49,9,7,0,715,655,21,28,9,3,0,860,625,37,73,102,23,29,703,551,35,33,56,0,0,942,722,38,77,92,6,0,725,600,39,43,50,0,0,1083,870,58,85,31,27,0,860,713,41,50,28,19,0
18141001530,1345,265,199,884,29,12,8,895,207,112,573,17,10,6,1639,220,145,1249,44,8,6,1018,182,58,751,19,3,0,1502,256,146,1064,19,2,0,939,205,54,672,11,2,0,1493,340,229,880,82,21,2,1049,275,146,590,65,15,0
18141001340,1169,479,121,563,15,11,10,876,409,70,391,12,6,5,1130,415,92,605,18,6,8,811,340,71,379,15,4,4,979,325,118,514,13,5,5,747,299,81,341,13,4,4,1412,571,202,619,32,28,5,1006,450,134,405,22,23,0
18141001460,1502,441,191,842,31,17,0,973,345,101,502,20,10,0,1308,486,119,713,7,0,0,879,378,28,474,4,0,0,1231,547,160,537,11,6,0,839,391,37,417,10,0,0,1637,419,292,904,40,19,2,1104,339,172,574,21,17,1
18141001500,1572,450,165,955,22,1,0,1104,380,87,635,12,1,0,1703,422,149,1071,7,21,21,1150,346,32,746,6,0,0,1571,389,208,918,8,19,19,1090,314,35,708,8,0,0,1657,381,214,1036,59,19,0,1155,317,132,680,39,11,0
18141000250,1292,1122,27,84,6,53,2,993,887,16,49,5,38,1,1432,1283,10,82,0,58,0,1030,931,10,66,0,22,0,1319,1287,0,18,0,17,0,954,926,0,19,0,10,0,1211,994,68,74,11,45,2,998,858,39,53,5,29,0
18141000300,1047,898,29,70,2,49,0,792,694,15,44,2,34,0,984,837,27,80,13,22,0,781,685,24,61,2,13,0,1014,872,18,67,12,27,0,802,711,16,49,2,19,0,1165,966,33,80,13,78,0,860,707,22,62,10,62,0
18141001420,1251,901,57,246,5,50,0,984,741,31,174,3,37,0,1244,899,128,177,6,33,0,929,742,12,159,6,9,0,1306,891,163,212,5,37,0,994,767,21,188,4,12,0,1283,864,114,243,18,39,2,1029,720,75,185,13,22,2
18141002120,1254,995,80,151,10,11,3,937,801,45,75,6,6,1,1306,1147,46,124,0,0,0,994,857,33,105,0,0,0,1473,1206,52,227,0,0,0,1129,920,42,168,0,0,0,1317,883,153,228,36,22,3,1007,747,95,115,27,17,2
18141001570,1227,462,132,611,29,15,6,795,361,64,353,18,6,2,1276,432,155,629,29,34,0,756,333,61,333,17,15,0,1365,391,245,649,34,33,0,794,292,122,352,15,16,0,1372,462,271,639,32,13,0,899,353,157,371,21,6,0
18117000120,1045,1029,6,3,2,5,0,781,770,4,2,2,3,0,1226,1190,24,12,0,0,0,943,920,24,0,0,0,0,1159,1120,22,19,0,0,0,928,907,21,0,0,0,0,1091,1038,15,9,16,2,3,805,774,10,0,10,1,3
18117000130,1110,1099,6,1,4,1,0,792,787,1,0,3,1,0,1032,1018,11,0,0,0,0,753,748,6,0,0,0,0,1048,1040,8,0,0,0,0,751,746,3,0,0,0,0,1127,1097,8,5,13,1,1,810,787,6,2,12,1,1
