GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_acstot,Wh_2018_acstot,His_2018_acstot,BlC_2018_acstot,NatC_2018_acstot,AsnC_2018_acstot,PacC_2018_acstot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_acstot,Wh_2019_acstot,His_2019_acstot,BlC_2019_acstot,NatC_2019_acstot,AsnC_2019_acstot,PacC_2019_acstot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap,Tot_2020_acstot,Wh_2020_acstot,His_2020_acstot,BlC_2020_acstot,NatC_2020_acstot,AsnC_2020_acstot,PacC_2020_acstot,Tot_2020_cvap,Wh_2020_cvap,His_2020_cvap,BlC_2020_cvap,NatC_2020_cvap,AsnC_2020_cvap,PacC_2020_cvap,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_adjtot,Wh_2020_adjtot,His_2020_adjtot,BlC_2020_adjtot,NatC_2020_adjtot,AsnC_2020_adjtot,PacC_2020_adjtot,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
51117000901,413,377,4,27,2,2,1,331,300,4,22,2,2,1,394,231,8,156,0,0,0,318,178,1,137,0,0,0,369,236,6,127,0,0,0,291,179,1,112,0,0,0,304,239,3,59,0,0,0,238,235,0,17,0,0,0,372,332,1,32,2,0,0,305,278,0,24,1,0,0,377,336,1,32,2,0,0,305,278,0,24,0,1,0,0,2
51117000601,1505,825,54,624,9,0,0,1278,693,45,542,5,0,0,1091,733,9,346,9,4,5,863,570,9,265,1,2,0,1105,674,9,422,8,2,2,869,538,9,312,1,2,0,1436,808,23,599,11,1,2,1109,712,15,364,0,0,0,1399,936,39,403,26,10,0,1165,800,33,320,20,7,0,1407,940,39,406,26,10,0,1165,800,33,296,4,5,0,1,26
51117000201,1966,1009,44,914,7,5,2,1647,835,38,775,5,4,2,1520,892,48,559,20,23,7,1200,694,48,435,7,9,0,1520,876,45,580,15,8,8,1162,691,45,407,7,9,0,1188,633,48,481,13,8,8,889,413,57,401,16,10,0,1008,543,18,439,6,11,1,819,428,13,372,5,9,1,1012,542,19,443,6,11,1,819,428,13,360,0,1,0,1,16
51117000803,1415,779,25,610,4,9,1,1133,632,16,483,4,9,0,1271,690,5,556,13,0,0,1072,601,5,454,13,0,0,1159,578,39,519,13,0,0,975,517,5,443,13,0,0,1214,735,48,412,14,0,3,1048,737,6,245,11,0,0,1266,724,15,496,18,8,0,1052,627,15,395,8,6,0,1283,734,15,503,18,8,0,1052,627,15,388,3,3,0,2,14
51117000702,1660,1033,23,598,8,4,2,1403,857,17,524,5,3,1,1761,798,213,737,6,10,0,1434,602,112,707,5,1,0,1767,933,113,713,5,1,1,1463,704,79,667,5,1,0,1882,1014,95,761,7,2,5,1653,835,62,744,11,0,0,1643,860,43,724,14,5,2,1426,739,32,645,13,3,2,1339,795,37,491,14,5,2,1426,739,32,631,1,0,0,4,19
51053000201,1596,913,99,562,13,16,3,1233,736,59,416,9,12,3,1771,759,330,663,0,24,0,1207,610,72,509,0,14,0,1507,642,253,592,0,20,0,1052,526,48,464,0,13,0,1546,621,223,697,0,5,0,1091,555,54,465,0,4,0,2045,946,296,756,46,23,6,1482,738,176,538,29,20,3,2055,949,298,758,46,23,6,1482,738,176,525,10,4,0,3,26
51053000202,3868,2309,159,1353,34,32,7,2846,1797,91,920,25,22,3,3572,2541,103,768,0,33,23,2885,2038,76,740,0,19,15,3752,2569,130,857,0,61,15,2991,2055,99,789,0,37,10,4318,2933,246,866,5,108,31,3445,2433,191,761,5,46,13,4027,2663,157,1067,69,57,6,3181,2148,110,811,56,45,3,4049,2679,157,1072,69,57,6,3181,2148,110,772,27,5,1,20,98
51053000502,4408,2467,131,1771,31,34,6,3325,1963,71,1254,24,29,2,4631,1642,276,2631,0,106,0,3264,1308,79,1819,0,52,0,4293,1446,233,2531,0,116,0,3038,1204,0,1763,0,68,0,3855,1426,294,2102,0,32,0,2605,1004,0,1602,0,24,0,4358,1788,218,2257,96,40,0,3281,1395,113,1691,67,30,0,4398,1802,218,2281,96,40,0,3281,1395,113,1639,15,12,0,6,101
51053000102,1887,1372,23,483,9,2,1,1449,1056,8,375,6,1,1,1757,1473,7,250,14,21,2,1378,1131,2,237,14,0,2,1854,1594,0,231,17,19,3,1404,1192,1,203,17,0,2,1845,1644,0,167,0,28,4,1454,1317,0,167,0,0,0,1798,1416,36,287,48,4,3,1458,1138,27,243,42,3,0,1812,1426,36,290,48,4,3,1458,1138,27,230,1,4,0,3,55
51053000402,1916,1276,22,608,16,5,2,1486,1006,16,460,13,3,2,2577,1426,4,1113,16,24,1,2038,1159,5,864,12,4,1,2426,1493,3,914,10,16,1,1938,1214,4,713,4,0,1,2840,1385,6,1445,10,4,1,2147,1118,3,1023,0,0,1,1810,1214,47,493,54,15,1,1406,944,27,392,38,11,0,1822,1224,47,495,54,15,1,1406,944,27,363,5,3,0,6,58
