GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_tot,Wh_2018_tot,His_2018_tot,BlC_2018_tot,NatC_2018_tot,AsnC_2018_tot,PacC_2018_tot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_tot,Wh_2019_tot,His_2019_tot,BlC_2019_tot,NatC_2019_tot,AsnC_2019_tot,PacC_2019_tot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap
51117000901,413,377,4,27,2,2,1,331,300,4,22,2,2,1,394,231,8,156,0,0,0,318,178,1,137,0,0,0,369,236,6,127,0,0,0,291,179,1,112,0,0,0
51117000601,1505,825,54,624,9,0,0,1278,693,45,542,5,0,0,1091,733,9,346,9,4,5,863,570,9,265,1,2,0,1105,674,9,422,8,2,2,869,538,9,312,1,2,0
51117000201,1966,1009,44,914,7,5,2,1647,835,38,775,5,4,2,1520,892,48,559,20,23,7,1200,694,48,435,7,9,0,1520,876,45,580,15,8,8,1162,691,45,407,7,9,0
51117000803,1415,779,25,610,4,9,1,1133,632,16,483,4,9,0,1271,690,5,556,13,0,0,1072,601,5,454,13,0,0,1159,578,39,519,13,0,0,975,517,5,443,13,0,0
51117000702,1660,1033,23,598,8,4,2,1403,857,17,524,5,3,1,1761,798,213,737,6,10,0,1434,602,112,707,5,1,0,1767,933,113,713,5,1,1,1463,704,79,667,5,1,0
51053000201,1596,913,99,562,13,16,3,1233,736,59,416,9,12,3,1771,759,330,663,0,24,0,1207,610,72,509,0,14,0,1507,642,253,592,0,20,0,1052,526,48,464,0,13,0
51053000202,3868,2309,159,1353,34,32,7,2846,1797,91,920,25,22,3,3572,2541,103,768,0,33,23,2885,2038,76,740,0,19,15,3752,2569,130,857,0,61,15,2991,2055,99,789,0,37,10
51053000502,4408,2467,131,1771,31,34,6,3325,1963,71,1254,24,29,2,4631,1642,276,2631,0,106,0,3264,1308,79,1819,0,52,0,4293,1446,233,2531,0,116,0,3038,1204,0,1763,0,68,0
51053000102,1887,1372,23,483,9,2,1,1449,1056,8,375,6,1,1,1757,1473,7,250,14,21,2,1378,1131,2,237,14,0,2,1854,1594,0,231,17,19,3,1404,1192,1,203,17,0,2
51053000402,1916,1276,22,608,16,5,2,1486,1006,16,460,13,3,2,2577,1426,4,1113,16,24,1,2038,1159,5,864,12,4,1,2426,1493,3,914,10,16,1,1938,1214,4,713,4,0,1
