GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_tot,Wh_2018_tot,His_2018_tot,BlC_2018_tot,NatC_2018_tot,AsnC_2018_tot,PacC_2018_tot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_tot,Wh_2019_tot,His_2019_tot,BlC_2019_tot,NatC_2019_tot,AsnC_2019_tot,PacC_2019_tot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap
05051000021,3697,2343,359,920,56,31,8,2910,1975,234,629,50,22,6,3911,2221,430,1201,43,15,1,2947,1913,127,847,42,14,1,3953,2273,559,1068,37,22,0,2859,1876,169,767,34,17,0
05051000034,2383,1476,327,523,40,38,6,1795,1218,214,313,34,27,5,2049,1082,371,576,5,14,3,1392,972,18,382,4,16,2,2273,1045,405,812,4,11,0,1530,953,25,542,4,11,0
05051000051,565,338,64,149,10,3,2,427,280,44,97,9,3,1,997,498,192,308,0,0,0,734,412,77,245,0,0,0,1099,430,61,608,0,0,0,692,370,38,285,0,0,0
05051000114,2649,2503,63,40,28,16,0,2393,2293,43,30,21,11,0,2625,2350,168,123,14,22,0,2236,2020,111,85,14,11,0,2645,2374,157,122,12,21,0,2259,2041,107,90,11,9,0
05051000112,282,268,7,2,4,3,0,239,232,3,2,3,0,0,321,311,7,2,2,0,0,267,262,4,2,1,0,0,301,293,5,1,2,0,0,258,254,3,1,1,0,0
05051000113,3066,2927,59,35,36,17,1,2549,2462,34,20,21,14,0,3059,2889,142,5,21,17,0,2591,2464,90,5,18,9,0,2896,2735,136,2,19,15,0,2529,2416,85,2,16,6,0
05051000132,2084,1976,40,22,30,14,0,1775,1693,24,15,19,11,0,2483,2393,53,4,20,5,0,2109,2055,27,4,19,5,0,2440,2358,47,4,8,20,0,2060,2015,25,4,6,7,0
050990000W3,782,296,26,456,4,0,0,578,243,17,313,3,0,0,829,261,1,563,0,1,0,503,147,1,354,0,1,0,556,188,0,369,0,0,0,434,137,0,301,0,0,0
050990000W1,939,644,24,260,10,2,1,713,515,15,176,8,2,1,593,385,14,186,6,10,0,467,280,15,161,7,10,0,744,542,0,202,0,0,0,524,359,0,161,0,0,0
050990000W2,878,357,25,493,5,0,0,646,291,16,336,4,0,0,613,432,9,159,2,5,0,499,341,9,143,3,4,0,738,551,0,188,0,0,0,550,406,0,145,0,0,0
05051000012,2846,1872,183,680,82,52,1,2310,1598,126,502,67,34,1,2745,1894,173,654,11,12,0,2014,1426,68,495,13,5,0,2694,1793,235,656,2,15,0,1979,1365,107,486,2,2,0
05051000011,1741,1165,144,385,34,22,0,1431,1014,94,278,31,16,0,1560,1117,68,309,4,63,0,1337,1008,60,242,2,20,0,1487,1171,67,232,6,13,0,1296,1019,58,216,4,5,0
05051000122,3673,3218,187,184,70,23,5,2805,2515,110,112,58,17,2,4512,3729,253,461,67,0,0,3066,2691,94,210,67,0,0,4232,3402,280,443,118,9,0,2984,2583,93,192,111,0,0
05051000103,3362,2941,174,167,68,18,4,2568,2302,103,105,53,13,4,2871,2631,177,21,42,0,0,2420,2305,55,20,45,0,0,3151,2824,178,111,17,21,0,2570,2350,69,110,15,20,0
05051000104,1002,878,54,53,19,6,1,765,685,30,32,12,4,0,1478,1260,61,159,0,0,0,1131,994,43,93,0,0,0,1307,1091,73,142,11,11,0,1023,901,39,74,0,0,0
05051000102,1532,1361,70,62,26,10,1,1173,1065,40,39,19,9,1,1234,1040,10,50,131,0,0,973,869,10,44,48,0,0,1570,1421,20,10,120,0,0,1160,1107,19,10,30,0,0
05051000101,1509,1416,42,21,23,12,1,1174,1115,23,13,19,6,1,1321,1160,6,53,108,0,0,1061,956,5,50,47,0,0,1526,1372,29,22,101,0,0,1170,1092,24,21,37,0,0
05051000094,1187,1102,34,26,14,10,2,913,860,17,13,11,6,1,1436,1330,10,91,5,0,0,1107,1077,0,26,5,0,0,1302,1207,11,77,5,1,0,1027,1002,0,19,5,0,0
05051000121,2071,1766,73,174,38,15,1,1601,1396,42,125,27,8,1,1949,1699,44,173,31,4,0,1616,1449,30,120,22,4,0,1682,1536,39,69,35,3,0,1392,1294,25,54,21,4,0
05051000032,1265,1000,79,155,12,11,3,1010,834,46,99,10,10,1,1077,992,50,27,7,0,0,811,753,20,27,7,0,0,1138,1055,43,35,6,0,0,872,817,17,36,3,0,0
050990000RW,863,730,60,62,5,7,3,646,554,31,54,3,2,1,774,616,0,165,0,0,0,656,511,0,144,0,0,0,834,630,0,201,0,0,0,696,551,0,151,0,0,0
050990000W4,697,201,21,476,4,1,0,519,165,12,343,2,1,0,821,220,0,599,0,0,0,480,113,0,365,0,0,0,481,102,0,376,0,0,0,396,86,0,306,0,0,0
050990000RE,958,822,9,121,8,1,0,755,658,5,92,7,0,0,827,612,0,211,0,0,0,708,518,0,193,0,0,0,936,651,0,289,0,0,0,767,562,0,208,0,0,0
05117000WAC,661,583,3,74,1,0,0,532,472,2,57,1,0,0,639,568,7,64,5,0,0,459,405,1,54,7,0,0,639,551,10,81,0,0,0,486,413,7,67,0,0,0
051170000H2,576,493,8,69,5,0,0,450,394,4,48,3,0,0,513,405,11,99,2,0,0,436,352,9,75,2,0,0,556,437,25,95,4,0,0,450,350,24,70,4,0,0
051170000H1,484,379,2,98,4,1,0,378,300,1,73,3,1,0,437,332,6,92,0,0,0,368,290,5,73,0,0,0,469,354,20,88,1,0,0,374,290,19,68,2,0,0
05051000111,819,807,2,5,4,1,0,648,638,2,3,4,1,0,820,803,16,0,0,0,0,649,649,0,0,0,0,0,715,697,18,0,0,0,0,549,549,0,0,0,0,0
05039000802,459,370,2,80,4,0,0,367,298,1,59,2,0,0,431,326,8,88,0,0,5,364,269,3,84,0,0,3,462,359,3,93,0,0,10,401,307,3,87,0,0,3
05039000801,399,343,2,49,5,1,0,317,273,1,43,5,1,0,390,318,9,64,2,0,10,326,259,4,59,2,0,4,432,353,4,64,0,0,11,374,298,4,63,0,0,4
0501900CRT1,647,494,6,139,6,4,0,523,406,4,107,4,2,0,413,341,0,70,0,1,0,357,309,0,45,0,0,0,420,357,0,65,0,0,0,363,312,0,50,0,0,0
05103000014,2106,1274,13,801,33,23,2,1688,1027,9,635,21,10,0,1821,1180,0,589,57,0,0,1598,1032,0,535,40,0,0,1785,990,3,716,66,4,0,1455,858,2,569,19,2,0
05051000115,569,542,9,4,4,3,0,521,500,4,4,3,2,0,667,634,31,2,4,2,0,578,556,16,2,0,0,0,670,638,31,2,2,4,0,578,561,16,2,0,0,0
05051000125,238,227,4,3,3,1,0,216,208,3,3,2,1,0,284,275,7,1,3,0,0,243,239,3,2,0,0,0,309,299,6,1,3,0,0,263,259,3,2,0,0,0
05051000123,1397,1310,28,18,24,13,1,1119,1061,22,9,19,8,1,1161,1038,62,24,37,1,0,1019,915,41,26,37,0,0,1111,1006,45,7,37,12,0,985,898,37,8,37,3,0
05041000005,414,219,8,188,0,2,0,328,173,3,152,0,1,0,389,275,10,103,2,0,0,296,196,4,88,2,0,0,425,297,12,116,2,0,0,321,212,5,98,2,0,0
05041000001,1428,1008,61,345,9,6,0,1072,794,36,234,9,5,0,1339,844,80,417,0,3,0,1005,665,24,318,0,4,0,1310,784,118,407,0,3,0,986,663,37,287,0,4,0
05041000006,140,7,7,126,1,1,0,106,5,3,98,1,1,0,116,77,3,33,0,0,0,83,49,0,30,0,0,0,104,62,6,33,0,0,0,80,50,1,27,0,0,0
05041000014,1175,226,43,911,0,3,0,842,183,22,630,0,1,0,1136,130,137,862,0,8,0,724,113,8,600,0,0,0,1121,105,63,947,0,7,0,739,85,7,640,0,0,0
05041000016,1173,380,64,726,2,7,2,834,315,43,472,2,6,2,1161,557,197,388,0,19,0,793,442,21,330,0,0,0,1067,538,160,347,0,23,0,762,443,18,304,0,0,0
05041000013,1163,282,33,842,8,8,6,811,223,22,561,7,5,3,928,338,30,562,0,4,0,717,267,2,449,0,0,0,903,299,16,578,0,9,0,708,248,1,455,0,0,0
05013000700,345,330,4,8,5,3,0,280,266,4,8,5,3,0,334,273,24,38,0,0,0,254,216,7,31,0,0,0,318,242,31,42,1,0,0,239,187,19,36,1,0,0
05013000201,56,43,1,13,0,1,0,45,36,0,10,0,0,0,60,38,0,21,0,0,0,48,34,0,14,0,0,0,53,31,0,19,0,0,0,38,28,0,8,1,0,0
05013000702,41,31,0,8,0,0,0,34,26,0,6,0,0,0,43,27,0,16,0,0,0,34,25,0,9,0,0,0,39,23,0,14,0,0,0,27,21,0,7,0,0,0
05013000301,233,212,4,12,4,1,0,186,172,2,9,3,1,0,223,158,8,56,1,0,1,182,137,2,43,1,0,1,227,164,2,56,2,0,2,185,139,1,41,1,0,2
05013000600,600,481,39,66,16,3,0,470,383,20,55,8,3,0,563,493,53,17,0,0,0,419,385,13,17,0,0,0,514,411,68,36,0,0,0,382,303,45,35,0,0,0
05013000300,143,130,1,8,2,0,0,114,104,1,4,1,0,0,137,98,4,30,0,0,0,115,84,0,27,0,0,0,141,103,1,33,0,0,1,116,88,0,27,0,0,0
05013000500,596,432,10,145,6,2,0,492,371,6,112,4,1,0,576,453,36,83,0,0,0,447,365,9,70,0,0,0,592,451,47,88,0,0,0,474,358,26,84,0,0,0
05013000701,194,137,4,50,1,2,0,170,118,2,47,1,2,0,196,144,7,42,3,0,0,152,120,2,28,2,0,0,174,120,10,41,3,0,0,128,97,6,21,3,0,0
05013000100,205,150,5,48,1,0,0,163,121,2,38,1,0,0,214,139,1,74,1,0,0,172,123,0,49,0,0,0,187,121,1,68,1,0,0,141,107,0,34,1,0,0
05013000200,544,412,8,121,1,6,1,443,343,7,92,1,3,1,516,373,20,119,5,0,4,431,321,5,98,4,0,4,532,392,8,124,5,0,5,444,333,4,98,4,0,5
05013000310,54,51,1,1,1,0,0,42,41,1,0,1,0,0,52,37,1,11,0,0,0,43,33,0,11,0,0,0,53,39,0,13,0,0,0,43,34,0,11,0,0,0
0502500002B,559,540,2,14,2,1,0,443,428,1,11,2,1,0,487,434,1,48,1,0,0,389,343,1,43,4,0,0,527,425,0,99,2,0,0,404,346,0,62,6,0,0
0502500002A,447,284,8,148,8,2,0,322,206,6,106,5,2,0,382,343,0,40,0,0,0,307,271,0,33,0,0,0,433,344,0,91,0,0,0,328,281,0,47,3,0,0
05025000010,625,438,15,169,3,0,0,464,330,7,127,1,0,0,546,418,32,96,0,0,0,414,315,32,69,0,0,0,369,266,0,101,0,0,0,265,197,0,68,0,0,0
0509900ROSR,350,117,2,231,1,0,0,278,92,1,185,1,0,0,415,244,0,168,0,0,0,324,199,0,125,0,0,0,459,219,0,238,0,0,0,340,181,0,160,0,0,0
05025000005,325,314,0,8,4,2,0,259,252,0,4,3,2,0,354,342,4,4,0,4,0,278,270,0,3,0,4,0,345,334,4,4,0,3,0,283,275,0,3,0,3,0
05025000003,530,450,2,74,2,1,0,398,340,2,53,2,1,0,467,319,0,127,2,16,0,350,251,0,94,2,4,0,451,323,0,109,1,16,0,347,253,0,90,2,8,0
05013000910,564,287,14,261,1,0,0,425,222,12,190,1,0,0,533,353,16,169,0,0,0,432,289,0,137,0,0,0,575,410,12,153,9,0,0,497,350,0,138,9,0,0
05013000810,593,423,37,136,3,1,0,453,331,26,96,1,0,0,576,387,13,180,3,0,0,470,315,6,151,3,0,0,653,472,17,166,3,0,0,570,407,6,157,3,0,0
05039000701,355,201,13,138,5,1,0,287,170,8,106,4,1,0,315,185,13,113,1,1,4,260,152,4,101,0,0,1,296,189,0,103,2,0,5,263,159,0,96,2,0,1
05039000704,427,239,16,166,4,0,0,341,202,6,126,3,0,0,381,298,3,72,0,0,5,324,247,2,72,1,0,4,416,327,2,78,0,0,7,364,277,2,77,0,0,4
05039000703,134,75,6,53,2,0,0,107,65,2,41,2,0,0,132,108,1,20,0,0,1,111,88,1,19,1,0,1,145,120,1,20,0,0,2,128,102,1,20,0,0,1
05039000602,347,158,7,182,2,1,0,276,130,3,139,2,0,0,365,114,41,205,2,2,0,280,84,13,175,2,2,0,279,96,0,176,5,2,0,231,74,2,150,5,2,0
0501900ECO1,899,536,11,349,2,6,0,691,402,10,281,1,2,0,858,618,62,178,0,0,0,639,456,10,174,0,0,0,661,523,0,138,0,0,0,629,490,0,139,0,0,0
05027000011,1479,1144,17,308,7,6,0,1153,901,8,234,7,6,0,1370,1065,3,299,2,6,0,1071,808,0,259,0,5,0,1350,979,28,331,2,6,0,1046,746,11,281,0,5,0
05027000009,992,646,11,335,4,3,1,769,516,9,244,3,2,1,796,475,31,300,0,0,0,635,391,22,220,0,0,0,859,541,22,305,0,0,0,699,444,13,239,0,0,0
05073000060,602,492,0,108,0,2,0,476,395,0,79,0,2,0,556,389,0,158,5,3,0,459,337,0,114,5,3,0,521,368,0,143,5,5,0,445,322,0,109,5,5,0
05027000001,2881,2370,58,439,13,9,1,2238,1841,42,343,12,4,1,2924,2068,164,690,7,0,0,2367,1739,67,558,8,0,0,3055,2165,173,727,8,0,0,2474,1817,68,596,7,0,0
05027000010,1379,421,16,935,3,2,1,993,344,8,638,3,2,1,1190,684,55,457,0,0,0,937,570,38,334,0,0,0,1256,774,38,460,0,0,0,1016,644,27,353,0,0,0
05025000014,347,335,0,10,1,1,0,267,259,0,8,0,0,0,327,269,25,33,1,0,0,225,206,0,19,1,0,0,350,298,21,30,0,0,0,260,241,0,18,0,0,0
0502500001B,261,237,4,17,3,0,0,194,175,3,14,2,0,0,255,204,0,47,4,0,0,205,171,0,30,3,0,0,275,224,0,48,2,0,0,215,178,0,35,2,0,0
0502500001A,1354,815,27,506,4,3,0,966,629,19,311,4,3,0,1172,751,0,389,10,20,0,872,617,0,244,7,3,0,1271,906,0,345,0,20,0,958,718,0,237,1,3,0
05099000LAN,600,556,8,24,3,9,0,452,430,3,13,2,4,0,623,470,0,141,12,2,0,497,388,0,97,12,0,0,587,417,0,154,15,0,0,456,336,1,107,15,0,0
05099000GEO,218,202,1,12,1,2,0,171,158,1,10,1,1,0,327,236,0,89,0,0,0,253,191,0,61,0,0,0,352,209,0,142,0,0,0,256,166,0,91,0,0,0
050990000ER,200,169,12,13,4,2,0,154,134,6,9,3,2,0,167,131,0,29,4,0,0,140,108,0,22,4,0,0,145,119,0,20,5,0,0,118,95,0,16,6,0,0
05057000019,527,406,14,95,9,5,0,414,333,9,62,8,2,0,434,303,26,99,1,1,1,314,234,9,69,1,1,0,433,290,34,90,2,15,1,313,229,14,62,1,1,0
05013000401,60,44,1,15,1,0,0,50,37,1,11,0,0,0,56,37,1,16,0,0,0,46,32,0,13,0,0,0,55,40,0,14,0,0,0,48,34,0,13,0,0,0
