GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_acstot,Wh_2018_acstot,His_2018_acstot,BlC_2018_acstot,NatC_2018_acstot,AsnC_2018_acstot,PacC_2018_acstot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_acstot,Wh_2019_acstot,His_2019_acstot,BlC_2019_acstot,NatC_2019_acstot,AsnC_2019_acstot,PacC_2019_acstot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap,Tot_2020_acstot,Wh_2020_acstot,His_2020_acstot,BlC_2020_acstot,NatC_2020_acstot,AsnC_2020_acstot,PacC_2020_acstot,Tot_2020_cvap,Wh_2020_cvap,His_2020_cvap,BlC_2020_cvap,NatC_2020_cvap,AsnC_2020_cvap,PacC_2020_cvap,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
560450002-1,661,649,2,1,5,4,0,566,557,2,0,3,4,0,680,622,23,11,5,24,1,570,520,14,12,5,23,0,684,638,15,10,5,5,1,574,547,10,9,5,5,0,557,509,14,29,8,5,1,484,486,0,10,3,1,0,713,669,10,6,18,5,5,590,567,2,3,13,2,1,590,567,2,1,0,6,0,3,11
56019008-11,329,315,8,0,1,2,0,263,255,4,0,0,2,0,374,358,9,0,9,0,0,315,287,7,0,7,0,0,391,373,4,0,11,0,0,317,300,5,0,6,0,0,472,456,3,0,8,0,0,346,342,1,0,6,0,0,413,379,13,0,9,0,0,335,307,11,0,6,0,0,335,307,11,0,0,1,0,5,11
56019006-10,299,279,17,2,4,2,0,234,219,11,2,4,2,0,276,246,14,0,15,0,0,215,201,14,0,11,0,0,283,265,8,0,16,0,0,215,209,8,0,9,0,0,284,273,8,0,11,0,0,197,188,1,0,6,0,0,247,223,7,1,8,2,0,186,168,3,1,6,2,0,186,168,3,0,0,0,0,2,13
56019009-12,176,146,26,0,4,0,0,134,112,20,0,2,0,0,184,167,8,0,8,0,0,147,135,8,0,4,0,0,192,180,2,0,9,0,0,149,141,2,0,3,0,0,168,163,3,0,4,0,0,120,114,3,0,3,0,0,149,128,17,0,3,0,0,115,104,8,0,3,0,0,115,104,8,0,0,0,0,0,3
560190005-9,128,128,0,0,0,0,0,107,107,0,0,0,0,0,133,121,5,0,5,0,0,104,97,5,0,2,0,0,138,130,1,0,7,0,0,105,102,1,0,1,0,0,116,109,3,0,1,0,0,92,79,8,0,0,0,0,116,98,7,0,6,3,1,91,77,4,0,5,3,1,91,77,4,0,0,0,0,0,10
56031000901,106,101,4,0,1,0,0,93,88,4,0,1,0,0,91,88,2,0,0,0,0,78,75,2,0,0,0,0,87,83,2,0,0,0,0,68,65,2,0,0,0,0,95,86,5,0,0,0,0,86,79,12,0,0,0,0,103,96,7,0,0,1,1,87,81,6,0,0,1,1,87,81,6,0,0,0,0,0,0
56031001201,997,925,57,4,13,4,0,776,736,33,3,10,2,0,834,744,86,0,0,0,0,678,646,30,0,0,0,0,1144,1005,139,0,0,0,0,928,799,123,0,0,0,0,1052,1034,16,0,0,0,0,834,831,14,0,0,0,0,997,914,42,7,20,4,3,794,735,33,1,14,2,2,794,735,33,0,1,0,2,1,22
56031000301,146,137,8,0,0,0,1,124,117,6,0,0,0,1,148,139,8,1,1,0,0,128,120,3,1,1,0,0,109,101,6,0,2,0,0,90,85,3,0,1,0,0,125,100,13,0,2,0,10,107,81,22,0,1,0,8,167,154,8,0,5,0,0,137,126,7,0,4,0,0,137,126,7,0,0,0,0,0,4
560310006-2,208,200,4,0,0,0,0,186,179,3,0,0,0,0,212,199,10,1,1,0,0,182,174,5,1,1,0,0,147,137,8,0,1,0,0,135,127,5,0,1,0,0,177,145,20,0,3,0,11,159,127,9,0,1,0,6,237,223,8,0,5,0,1,205,196,3,0,5,0,1,205,196,3,0,0,3,0,0,3
56031000601,375,360,9,2,4,1,0,312,301,5,2,4,1,0,385,361,17,2,6,0,0,320,305,12,2,6,0,0,278,255,14,0,6,0,0,233,216,12,0,6,0,0,308,248,38,0,6,0,25,257,200,24,0,1,0,21,409,379,12,5,7,1,0,330,309,8,3,6,1,0,330,309,8,0,1,4,0,0,8
