GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_gov,Dem_2016_gov,Rep_2016_gov,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_ag,Dem_2016_ag,Rep_2016_ag
49001BVR1,592,102,484,600.0,53.0,525.0,593.0,48.0,530.0,608.0,46.0,469.0,590.0,48.0,507.0
49001BVR2,444,67,366,457.0,51.0,395.0,450.0,48.0,390.0,458.0,38.0,334.0,450.0,48.0,363.0
49001GRL1,98,21,73,89.0,14.0,72.0,90.0,13.0,77.0,92.0,10.0,76.0,86.0,12.0,74.0
49001BVR3U,312,54,250,324.3,27.4,283.9,321.3,23.9,284.8,330.5,22.4,251.8,317.6,33.4,262.6
49001MLF1I,81,32,46,62.5,24.3,31.7,59.7,21.5,35.5,63.5,17.7,39.2,62.5,23.3,30.8
49001MLF1U,96,38,54,90.5,17.0,68.6,89.4,14.1,71.6,89.7,12.0,62.0,88.7,13.3,67.6
49001MLF2I,374,145,213,368.2,111.4,232.8,364.2,106.5,246.8,369.2,98.5,213.9,365.2,101.5,225.9
49001MLF2U,10,4,6,11.8,2.3,8.8,11.6,2.0,9.2,11.7,1.7,7.9,11.5,1.9,8.7
49001MNR1I,339,52,279,292.1,13.0,263.3,292.1,4.7,278.2,295.9,7.4,248.4,288.4,12.1,262.4
49001MNR1U,26,4,21,21.9,1.0,19.7,21.9,0.3,20.8,22.2,0.6,18.6,21.6,0.9,19.6
49001BVR3IA,110,19,88,119.1,7.7,105.8,119.1,10.5,105.1,120.5,7.7,93.9,118.1,10.9,101.2
49001BVR3IB,2,0,2,2.9,0.2,2.6,2.9,0.3,2.5,2.9,0.2,2.3,2.9,0.3,2.5
49001BVR3IC,1,0,1,1.4,0.1,1.3,1.4,0.1,1.3,1.5,0.1,1.1,1.4,0.1,1.2
49001BVR3ID,24,4,19,25.3,1.6,22.4,25.3,2.2,22.3,25.6,1.6,19.9,25.0,2.3,21.5
49001BVR3IE,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49001BVR3IF,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003BDM01,133,13,117,123.1,13.3,104.1,121.8,6.9,111.7,123.1,8.2,74.5,119.9,8.8,99.7
49003BRC01,707,166,519,676.0,131.0,515.0,674.0,107.0,525.0,684.0,115.0,363.0,666.0,100.0,508.0
49003BRC02,430,85,332,398.0,51.0,330.0,399.0,46.0,330.0,405.0,54.0,211.0,395.0,38.0,322.0
49003BRC03,495,124,349,467.0,109.0,322.0,469.0,98.0,334.0,472.0,91.0,237.0,462.0,81.0,321.0
49003BRC04,415,118,280,412.0,76.0,308.0,409.0,74.0,313.0,414.0,68.0,214.0,408.0,77.0,280.0
49003BRC05,361,101,253,364.0,79.0,259.0,362.0,69.0,266.0,371.0,75.0,190.0,366.0,72.0,248.0
49003BRC06,499,73,416,553.6,61.6,469.1,548.6,55.7,476.1,552.6,49.7,333.0,538.7,45.7,456.2
49003BRC07,499,99,389,487.0,83.0,378.0,483.0,88.0,363.0,490.0,76.0,250.0,473.0,67.0,341.0
49003BRC08,383,97,278,480.3,79.5,372.8,472.2,79.1,367.9,475.1,90.0,254.6,468.8,85.9,328.9
49003BRC09,548,95,436,454.0,66.6,366.3,443.8,66.3,352.0,446.4,63.9,266.3,440.8,61.3,334.9
49003BRC10,547,105,433,531.8,56.3,457.8,528.5,60.2,442.8,529.0,70.7,311.1,518.9,60.9,418.1
49003BRC11,517,117,382,459.0,70.7,360.1,449.6,72.5,358.3,455.5,70.4,263.0,446.4,61.9,336.1
49003BRC12,639,121,491,611.0,94.0,485.0,605.0,95.0,489.0,614.0,80.0,322.0,596.0,86.0,447.0
49003BRC13,393,77,309,383.0,70.0,282.0,382.0,54.0,307.0,388.0,52.0,218.0,376.0,58.0,278.0
49003BRC14,384,103,275,485.0,85.0,363.0,477.0,87.0,360.0,491.0,91.0,268.0,467.0,85.0,342.0
49003BRE01,196,19,174,197.8,27.1,158.5,194.3,19.3,170.7,197.0,21.9,126.9,197.8,20.1,162.8
49003BRN01,12,3,8,23.5,3.2,18.8,23.0,2.3,20.2,23.4,2.6,15.1,23.5,2.4,19.3
49003BRN02,52,11,36,95.8,12.2,78.5,91.6,11.2,75.7,93.0,10.8,55.2,95.8,9.3,76.7
49003CCR01,17,2,15,17.0,1.0,16.0,17.0,1.0,16.0,17.0,1.0,13.0,17.0,2.0,14.0
49003FIE01,210,21,186,195.0,18.0,167.0,195.0,15.0,169.0,195.0,14.0,138.0,192.0,18.0,155.0
49003FIE02,192,19,172,213.0,16.0,189.0,212.0,20.0,185.0,212.0,20.0,155.0,207.0,13.0,177.0
49003GCR01,49,0,47,32.0,0.0,30.0,33.0,0.0,33.0,33.0,0.0,25.0,31.0,2.0,27.0
49003GEA01,105,9,95,260.0,17.0,233.0,254.0,11.0,228.0,250.0,16.0,162.0,259.0,15.0,223.0
49003PER01,353,52,294,544.0,56.0,473.0,531.0,46.0,465.0,543.0,55.0,351.0,532.0,45.0,453.0
49003PER02,448,75,358,402.0,38.0,340.0,398.0,32.0,347.0,405.0,27.0,267.0,396.0,36.0,312.0
49003PER03,419,61,349,614.0,67.0,531.0,606.0,67.0,517.0,619.0,74.0,372.0,599.0,67.0,501.0
49003PER04,638,106,510,605.0,81.0,501.0,603.0,63.0,515.0,608.0,73.0,354.0,595.0,74.0,478.0
49003PRO01,30,1,28,20.0,1.0,13.0,20.0,3.0,16.0,19.0,1.0,10.0,20.0,1.0,17.0
49003PVA01,79,2,76,80.0,1.0,76.0,81.0,1.0,79.0,83.0,2.0,68.0,79.0,2.0,74.0
49003RIV01,407,37,360,254.0,25.0,222.0,252.0,17.0,224.0,252.0,16.0,173.0,248.0,22.0,204.0
49003SWL01,421,85,324,613.0,82.0,498.0,613.0,61.0,530.0,629.0,68.0,404.0,607.0,72.0,481.0
49003TWS01,652,82,552,604.0,69.0,508.0,607.0,58.0,526.0,602.0,51.0,395.0,590.0,59.0,480.0
49003WIL01,813,163,631,764.0,117.0,612.0,761.0,111.0,608.0,772.0,96.0,485.0,752.0,110.0,563.0
49003YOS01,30,2,28,23.0,2.0,21.0,23.0,2.0,21.0,22.0,2.0,14.0,23.0,3.0,17.0
49003BDM01F,62,13,49,71.9,7.7,60.9,71.2,4.1,65.3,71.9,4.8,43.5,70.1,5.2,58.3
49003BRN01F,4,1,3,8.1,1.0,6.6,8.0,0.8,7.0,8.1,0.8,5.1,8.0,0.8,6.7
49003BRN02F,56,9,41,109.2,13.8,89.5,104.4,12.8,86.3,106.0,12.2,62.8,109.2,10.7,87.3
49003BRV01M,397,62,328,396.1,39.1,339.3,398.8,32.0,350.0,399.7,30.2,265.6,396.1,32.0,332.2
49003BRV01U,50,8,41,49.9,4.9,42.7,50.2,4.0,44.0,50.3,3.8,33.4,49.9,4.0,41.8
49003BRV02U,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003COR01M,278,49,225,262.9,43.1,203.4,259.8,38.6,204.0,261.0,36.7,169.2,260.4,34.2,198.3
49003COR01U,131,23,106,123.5,20.2,95.5,122.0,18.1,95.8,122.6,17.3,79.4,122.3,16.1,93.1
49003COR02U,98,13,83,103.0,14.0,85.0,103.0,8.0,93.0,103.0,8.0,77.0,101.0,12.0,79.0
49003COR03U,29,5,24,28.6,4.7,22.1,28.2,4.2,22.2,28.4,4.0,18.4,28.3,3.7,21.6
49003DEW01F,84,9,74,88.8,11.1,75.2,90.1,9.8,77.4,91.1,10.4,56.0,89.5,11.4,67.7
49003DEW01M,163,17,143,170.4,21.2,144.1,172.8,18.7,148.5,174.7,20.0,107.3,171.6,21.8,129.8
49003DEW01U,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003DEW02F,1,0,1,1.5,0.2,1.2,1.5,0.2,1.3,1.5,0.2,0.9,1.5,0.2,1.1
49003DEW02U,6,0,6,11.6,1.4,9.9,11.8,1.3,10.2,11.9,1.4,7.3,11.7,1.5,8.9
49003DEW03F,0,0,0,0.7,0.1,0.6,0.7,0.1,0.6,0.7,0.1,0.5,0.7,0.1,0.6
49003ELW01F,1,0,1,1.4,0.1,1.2,1.4,0.1,1.1,1.4,0.1,1.0,1.4,0.1,1.2
49003ELW01M,475,55,402,461.2,28.9,417.5,459.6,32.8,383.1,463.5,21.9,330.1,458.1,32.8,391.0
49003ELW01U,92,15,76,121.5,7.6,110.1,121.1,8.6,101.1,122.2,5.8,87.0,120.7,8.6,103.1
49003ELW02F,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003ELW03F,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003ELW04F,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003ELW05F,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003ELW06F,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003ELW07F,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003ELW08F,5,1,4,6.8,0.4,6.2,6.8,0.5,5.7,6.9,0.3,4.9,6.8,0.5,5.8
49003GAR01M,347,60,279,339.2,28.9,277.6,335.2,25.7,290.2,343.2,24.9,254.7,336.0,32.9,264.7
49003GAR01U,83,14,67,81.6,7.0,66.7,80.6,6.2,69.8,82.5,6.0,61.3,80.8,7.9,63.6
49003GAR02M,431,68,343,370.9,34.5,309.8,366.4,33.6,317.8,368.2,30.1,242.5,361.1,29.2,278.8
49003GAR02U,56,9,44,48.1,4.5,40.2,47.5,4.4,41.2,47.8,3.9,31.5,46.9,3.8,36.2
49003GAR03U,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003GAR04U,4,1,3,3.0,0.3,2.5,3.0,0.2,2.6,3.1,0.2,2.3,3.0,0.3,2.4
49003GAR05U,1,0,1,0.9,0.1,0.7,0.9,0.1,0.7,0.9,0.1,0.6,0.9,0.1,0.7
49003HON01F,534,102,409,563.2,68.6,461.7,556.8,56.7,479.1,569.6,46.6,393.2,554.1,64.9,437.0
49003HON01M,66,6,59,52.8,6.4,43.3,52.2,5.3,44.9,53.4,4.4,36.8,51.9,6.1,41.0
49003HOW01M,120,20,94,109.6,11.4,89.6,109.6,3.8,98.2,111.5,4.8,84.8,112.5,13.3,83.9
49003HOW01U,6,1,5,5.4,0.6,4.4,5.4,0.2,4.8,5.5,0.2,4.2,5.5,0.7,4.1
49003LAK01A,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49003MAN01M,387,58,318,406.0,48.9,343.4,402.1,42.1,347.3,412.9,39.1,253.4,402.1,49.9,327.8
49003MAN01U,8,1,7,9.0,1.1,7.6,8.9,0.9,7.7,9.1,0.9,5.6,8.9,1.1,7.2
49003PLY01M,134,23,106,142.4,17.9,119.8,143.9,10.9,127.6,143.2,10.1,108.9,139.3,19.5,110.5
49003PLY01U,38,7,30,40.6,5.1,34.2,41.1,3.1,36.4,40.8,2.9,31.1,39.7,5.5,31.5
49003POR01M,95,12,81,100.0,13.8,71.6,101.7,13.8,80.5,100.9,11.4,63.4,100.0,15.5,67.5
49003POR01U,21,3,18,23.0,3.2,16.4,23.3,3.2,18.5,23.1,2.6,14.6,23.0,3.5,15.5
49003SNO01M,58,3,55,49.5,1.7,46.1,49.5,2.3,44.9,48.4,1.7,38.0,49.5,4.0,40.9
49003SNO01U,42,2,40,36.5,1.3,33.9,36.5,1.7,33.1,35.6,1.3,28.0,36.5,3.0,30.1
49003TRE01M,557,66,476,588.4,37.8,543.6,583.4,36.8,533.6,597.4,45.8,408.2,579.4,38.8,507.8
49003TRE02M,535,97,430,599.0,89.0,478.0,596.0,96.0,477.0,602.0,88.0,397.0,593.0,92.0,441.0
49003TRE02U,169,26,139,188.6,21.8,158.1,187.9,23.3,154.4,190.8,19.7,123.8,185.0,19.7,141.3
49003TRE03F,61,9,50,67.2,7.8,56.3,67.0,8.3,55.0,68.0,7.0,44.1,65.9,7.0,50.4
49003TRE03M,552,85,452,448.1,63.4,354.6,445.1,51.4,374.5,450.1,43.3,287.0,440.1,52.3,344.3
49003TRE04M,502,66,422,529.0,81.0,421.0,522.0,76.0,423.0,534.0,74.0,339.0,521.0,79.0,381.0
49003TRE05M,228,30,191,379.0,29.0,334.0,377.0,28.0,339.0,383.0,29.0,268.0,375.0,30.0,314.0
49005ZZZ,0,0,0,14.2,1.9,11.6,14.2,1.6,12.1,14.5,1.5,7.9,14.0,1.5,11.0
49005AMA01,215,33,159,216.8,18.3,191.9,214.9,22.2,189.1,219.9,15.1,147.0,214.6,22.2,179.1
49005BEN01,286,63,212,322.1,39.7,265.6,316.1,42.6,257.5,322.1,33.6,202.5,308.0,44.5,236.7
49005COR01,113,12,92,107.7,8.5,93.1,107.8,6.4,97.2,110.9,5.3,67.0,108.7,6.4,92.9
49005COV01,225,38,167,267.0,30.0,226.0,266.0,26.0,231.0,272.0,21.0,166.0,265.0,22.0,217.0
49005HPA01,944,189,722,1291.1,164.2,1077.9,1287.9,166.9,1077.7,1301.2,165.6,625.4,1237.8,154.4,987.3
49005HPA02,743,148,563,921.9,158.3,734.4,913.0,141.7,747.5,907.8,153.8,382.0,884.0,138.2,687.6
49005HYR01,568,134,413,655.0,135.0,481.0,652.0,113.0,501.0,662.0,109.0,355.0,642.0,105.0,462.0
49005HYR03,605,99,479,694.0,100.0,562.0,694.0,94.0,571.0,677.0,78.0,381.0,685.0,79.0,560.0
49005HYR04,642,112,505,834.0,110.0,672.0,835.0,77.0,733.0,817.0,83.0,471.0,827.0,90.0,654.0
49005HYR05,388,75,288,527.2,73.1,425.5,521.2,65.2,433.4,544.9,57.3,242.8,514.3,57.3,391.9
49005LEW01,470,57,391,468.0,34.0,406.0,461.0,34.0,416.0,470.0,29.0,305.0,454.0,35.0,383.0
49005LEW02,4,0,4,278.3,22.8,247.6,278.3,18.8,251.5,286.2,15.8,184.2,273.3,20.8,235.7
49005LOG01,250,100,132,346.7,114.6,202.0,346.7,115.6,200.1,345.7,109.0,132.5,326.9,91.1,173.8
49005LOG02,232,73,143,180.3,64.0,104.5,178.8,57.6,106.7,183.4,57.2,66.7,173.1,54.9,87.3
49005LOG03,601,212,359,652.1,209.4,407.1,644.8,197.2,403.4,655.9,219.4,216.8,628.8,182.5,366.2
49005LOG04,448,140,283,483.2,122.7,328.6,483.2,123.7,340.2,481.3,116.9,197.2,468.7,106.3,297.7
49005LOG05,187,77,99,166.4,64.3,95.3,162.7,58.1,94.8,169.5,66.1,50.1,159.1,54.5,87.5
49005LOG06,299,112,178,287.5,90.2,178.7,285.1,85.5,185.3,291.1,87.3,95.6,274.9,70.5,165.0
49005LOG07,308,148,145,267.0,101.0,142.0,264.0,100.0,142.0,275.0,110.0,73.0,257.0,85.0,123.0
49005LOG08,292,128,152,224.0,78.0,120.0,222.0,63.0,140.0,221.0,64.0,68.0,218.0,69.0,111.0
49005LOG09,413,154,239,422.0,153.0,241.0,421.0,159.0,238.0,430.0,152.0,122.0,399.0,136.0,211.0
49005LOG10,400,166,211,331.0,123.0,192.0,336.0,112.0,193.0,340.0,112.0,88.0,317.0,96.0,179.0
49005LOG11,365,121,223,360.0,101.0,232.0,358.0,93.0,245.0,371.0,92.0,101.0,337.0,68.0,216.0
49005LOG12,824,310,479,445.9,175.3,251.0,446.6,156.0,256.2,457.5,171.0,127.4,421.3,133.3,229.4
49005LOG13,526,200,300,532.1,202.7,313.0,525.4,187.0,310.8,536.5,199.0,185.6,509.7,170.7,293.6
49005LOG14,486,220,236,472.0,206.0,250.0,469.0,190.0,258.0,479.0,181.0,136.0,455.0,154.0,252.0
49005LOG15,534,154,351,410.0,107.0,281.0,409.0,96.0,280.0,413.0,99.0,119.0,388.0,96.0,247.0
49005LOG16,456,167,254,507.0,161.0,319.0,500.0,157.0,312.0,514.0,162.0,189.0,486.0,136.0,286.0
49005LOG17,621,196,392,606.2,151.0,408.7,599.2,157.8,413.9,613.2,139.0,231.6,574.6,125.4,367.9
49005LOG18,892,199,660,410.7,78.5,315.0,411.7,72.6,309.7,429.7,84.4,129.3,386.1,65.3,266.8
49005LOG19,391,125,255,347.0,62.0,257.0,342.0,49.0,271.0,350.0,39.0,97.0,326.0,46.0,237.0
49005LOG20,863,266,562,701.0,194.0,486.0,679.0,182.0,460.0,703.0,212.0,261.0,662.0,167.0,447.0
49005LOG21,424,208,203,441.0,158.0,268.0,435.0,154.0,271.0,434.0,170.0,136.0,424.0,126.0,263.0
49005LOG22,774,245,502,767.0,209.0,532.0,765.0,207.0,536.0,764.0,218.0,350.0,733.0,184.0,494.0
49005LOG23,579,173,372,416.0,127.0,259.0,415.0,121.0,258.0,425.0,132.0,101.0,384.0,108.0,221.0
49005LOG24,307,120,172,271.0,105.0,151.0,264.0,101.0,143.0,273.0,98.0,79.0,259.0,95.0,133.0
49005LOG25,469,128,322,433.3,104.8,296.2,432.9,103.6,313.8,435.9,97.0,172.7,418.6,92.1,265.2
49005LOG26,449,141,294,396.3,100.5,277.0,396.3,87.4,284.3,400.4,86.6,148.7,370.9,81.7,249.2
49005LOG27,566,196,343,932.3,231.3,643.0,929.8,211.8,657.7,953.1,205.2,369.9,884.7,191.6,568.4
49005LOG28,258,71,175,223.0,48.0,160.0,219.0,47.0,162.0,227.0,50.0,79.0,210.0,39.0,141.0
49005LOG29,662,189,449,743.9,207.0,521.7,740.9,202.0,498.9,748.9,234.8,316.8,711.0,172.2,489.5
49005LOG30,432,100,309,501.2,123.7,347.6,500.1,114.4,368.1,504.8,114.9,185.7,477.7,101.4,318.7
49005LOG31,695,175,483,787.9,199.2,538.7,785.8,194.8,543.9,801.1,191.8,254.4,751.2,159.6,490.3
49005LOG32,353,97,241,300.5,81.6,200.9,301.5,73.7,206.8,298.4,72.3,107.1,285.2,67.0,184.0
49005LOG33,1083,322,706,1128.3,308.5,760.0,1118.3,283.0,768.5,1133.2,311.6,404.9,1091.4,265.8,697.6
49005MEN01,471,89,363,565.2,61.1,477.1,562.5,59.0,486.0,570.6,65.6,308.1,550.2,56.9,448.0
49005MEN02,468,102,345,582.4,64.5,485.2,579.7,63.0,499.0,587.2,66.1,322.5,566.0,57.9,458.2
49005MIL01,431,85,330,496.4,66.1,411.4,494.5,54.2,430.3,497.0,64.9,274.7,480.0,53.5,390.6
49005MIL02,334,56,260,393.6,55.3,323.6,393.4,44.6,341.1,393.1,48.1,224.3,385.0,46.1,306.8
49005NEW01,437,50,372,465.3,50.6,391.9,469.2,46.5,402.5,468.2,43.3,256.3,456.7,46.2,363.1
49005NIB01,729,109,568,1229.3,178.6,985.0,1206.9,156.8,1009.1,1241.0,162.1,598.2,1171.2,138.3,917.8
49005NIB02,949,179,740,1241.4,165.9,1009.8,1233.6,153.1,1038.5,1247.3,159.4,616.3,1191.3,130.2,972.4
49005NLO01,532,139,376,772.0,194.0,534.0,774.0,200.0,541.0,793.0,192.0,305.0,737.0,172.0,469.0
49005NLO02,516,129,363,580.0,114.0,433.0,574.0,108.0,441.0,581.0,118.0,243.0,553.0,104.0,396.0
49005NLO03,479,107,346,661.0,93.0,537.0,653.0,93.0,542.0,654.0,97.0,274.0,621.0,78.0,497.0
49005NLO04,542,113,401,778.0,138.0,616.0,775.0,123.0,625.0,776.0,131.0,394.0,726.0,123.0,561.0
49005NLO05,688,156,505,713.0,127.0,555.0,708.0,139.0,548.0,722.0,147.0,332.0,697.0,115.0,533.0
49005NLO06,521,167,307,647.0,149.0,469.0,639.0,154.0,460.0,661.0,165.0,260.0,633.0,130.0,445.0
49005PAR01,756,123,602,820.6,101.1,675.9,831.5,81.3,719.5,826.6,84.2,528.2,816.7,84.2,661.0
49005PRO01,582,132,420,638.4,81.7,524.4,623.2,74.5,531.6,642.0,88.0,316.1,610.6,68.2,493.9
49005PRO02,900,207,666,947.0,149.0,764.0,932.0,146.0,767.0,952.0,161.0,468.0,898.0,136.0,700.0
49005PRO03,572,122,431,672.0,100.0,546.1,663.7,95.3,548.9,691.4,97.2,325.8,633.1,80.5,504.5
49005PRO04,719,154,518,694.4,133.2,546.6,691.0,126.2,537.9,701.2,143.4,323.1,669.6,102.9,510.6
49005PRO05,405,84,311,565.0,95.0,452.0,556.0,77.0,456.0,560.0,100.0,288.0,549.0,79.0,433.0
49005RHE01,806,209,555,927.2,218.8,674.3,930.1,195.7,688.9,936.3,204.3,395.7,900.7,195.0,630.7
49005RIC01,499,105,378,493.6,79.1,393.4,489.8,67.5,402.0,490.7,61.7,278.6,475.3,58.8,374.1
49005RIC02,503,78,397,609.4,87.9,492.6,611.2,86.5,510.0,616.3,79.3,363.4,583.7,80.2,458.9
49005SMI01,447,56,373,613.0,71.0,516.0,606.0,48.0,543.0,614.0,41.0,330.0,590.0,55.0,487.0
49005SMI02,628,140,467,648.7,91.7,525.8,644.8,89.7,533.6,648.7,91.7,333.6,630.1,73.2,510.1
49005SMI03,589,111,458,763.3,116.3,609.2,751.2,99.3,616.4,755.3,94.3,370.4,741.9,105.8,567.9
49005SMI04,535,107,408,833.6,96.3,716.2,831.1,84.4,716.5,832.0,95.0,446.3,804.9,84.4,675.6
49005SMI05,400,86,297,663.4,73.7,552.8,656.9,75.6,556.5,668.0,70.0,319.7,643.1,63.6,522.4
49005SMI06,542,84,429,580.8,84.8,464.0,576.8,69.9,477.0,581.8,69.9,315.4,565.8,69.9,443.1
49005SMI07,597,119,463,806.0,131.0,638.0,790.0,98.0,664.0,810.0,93.0,432.0,770.0,92.0,604.0
49005TRE01,227,39,175,232.2,32.9,183.4,233.2,26.9,196.3,237.2,21.9,138.5,229.2,23.9,174.4
49005WEL01,286,39,237,369.8,27.7,324.0,367.2,33.6,325.8,370.6,18.2,235.2,355.1,13.1,318.7
49005WEL02,474,65,387,582.6,68.7,482.0,577.6,59.8,504.9,572.7,64.7,339.6,559.7,60.8,450.2
49005WEL03,338,46,274,446.4,44.6,375.9,443.2,37.1,392.5,457.0,31.8,258.1,434.0,36.3,351.5
49005WEL04,485,75,390,598.0,81.0,487.0,594.0,62.0,509.0,617.0,56.0,361.0,580.0,55.0,474.0
49005CLA01A,312,49,253,306.8,28.9,258.9,308.7,32.9,269.9,308.7,25.9,190.2,301.8,30.9,249.0
49005CLA01B,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49005CYO01A,8,1,6,7.8,1.4,6.0,7.7,1.2,6.2,7.9,1.2,3.4,7.4,1.1,5.5
49005CYO01B,419,55,336,443.5,56.8,365.9,438.0,45.7,378.0,435.1,41.1,239.3,432.4,49.1,335.7
49005HYR02A,4,1,3,5.1,0.8,4.0,5.1,0.7,4.3,5.2,0.7,2.9,5.0,0.7,3.9
49005HYR02B,21,4,16,27.0,4.3,20.7,27.0,3.6,22.8,27.6,3.4,15.1,26.4,3.4,20.3
49005HYR02C,257,47,196,328.8,51.9,252.3,327.9,43.7,276.9,335.2,41.9,184.0,320.6,41.9,246.8
49007CA09,505,203,286,519.8,127.6,371.0,518.6,118.4,377.0,520.8,98.5,372.9,512.6,106.2,352.5
49007CH11,557,208,332,529.0,102.0,411.0,519.0,98.0,400.0,523.0,80.0,356.0,506.0,71.0,374.0
49007CH12,447,163,266,436.0,81.0,337.0,429.0,76.0,335.0,432.0,82.0,285.0,427.0,61.0,325.0
49007CP13,364,148,199,420.0,104.0,294.0,416.0,96.0,306.0,422.0,86.0,256.0,404.0,93.0,257.0
49007CP14,391,209,169,280.0,85.0,185.0,276.0,74.0,186.0,283.0,74.0,177.0,271.0,58.0,179.0
49007EA02,424,128,286,546.8,92.7,439.2,546.8,83.7,445.2,547.8,78.5,410.6,535.8,76.8,411.2
49007EC22,222,138,82,217.8,76.0,129.0,216.3,76.4,128.7,220.1,73.4,125.3,211.8,71.1,112.1
49007EC23,240,146,89,238.4,83.2,141.2,236.7,83.6,140.8,240.8,80.3,137.1,231.8,77.8,122.7
49007EH08,371,228,138,345.0,133.0,194.0,336.0,134.0,180.0,347.0,124.0,187.0,335.0,122.0,166.0
49007EP17,411,204,194,414.0,129.0,258.0,410.0,113.0,268.0,418.0,103.0,266.0,411.0,104.0,236.0
49007FG16,150,63,83,225.0,46.0,168.0,218.0,37.0,166.0,220.0,41.0,147.0,215.0,38.0,152.0
49007IH18,135,76,56,185.4,49.2,127.8,185.0,52.6,126.2,188.9,42.2,125.0,184.3,43.0,120.0
49007MC25,151,45,101,159.0,36.0,110.8,160.0,25.9,126.9,162.0,18.9,126.5,155.8,25.8,117.5
49007NP10,377,144,221,382.0,103.0,263.0,384.0,90.0,275.0,385.0,84.0,241.0,372.0,65.0,250.0
49007SC04,20,10,9,27.0,10.0,16.0,27.0,8.0,16.0,27.0,8.0,15.0,27.0,7.0,16.0
49007SC05,12,6,5,12.0,5.0,6.0,12.0,6.0,6.0,12.0,5.0,5.0,12.0,5.0,5.0
49007SC19,421,158,250,435.9,92.2,326.7,424.9,75.2,330.7,435.9,62.1,336.7,416.9,66.2,300.6
49007SG03,595,269,303,597.2,163.4,417.0,580.5,142.6,417.0,599.2,142.5,412.1,581.4,127.8,375.5
49007SP15,355,178,170,293.6,77.8,202.2,293.0,83.4,199.8,299.1,66.8,198.0,291.7,68.0,190.0
49007SS21,136,80,56,124.2,43.1,73.8,123.3,43.3,73.6,125.4,41.6,71.6,120.7,40.3,64.2
49007WH06,462,282,171,447.0,171.0,259.0,441.0,160.0,263.0,452.0,157.0,249.0,433.0,151.0,226.0
49007WN20,270,118,148,252.5,56.8,188.3,248.3,47.5,191.1,253.4,36.0,190.2,243.7,48.0,166.6
49007WS24,308,121,179,289.5,65.1,215.9,284.7,54.5,219.1,290.6,41.3,218.1,279.5,55.0,191.1
49007WW07,453,143,298,553.0,102.0,440.0,549.0,103.0,430.0,547.0,91.0,367.0,540.0,94.0,393.0
49009BP03,7,1,6,8.0,0.0,6.0,8.0,1.0,5.0,8.0,1.0,6.0,7.0,1.0,3.0
49009DA01,113,37,71,124.0,37.0,82.0,124.0,27.0,90.0,124.0,28.0,73.0,120.0,30.0,74.0
49009MA02,319,93,220,340.0,67.0,263.0,329.0,67.0,245.0,344.0,48.0,252.0,319.0,60.0,219.0
49011BO01,662,219,429,719.4,175.4,515.2,711.5,171.4,503.2,710.5,148.5,300.9,709.5,155.4,484.3
49011BO02,519,174,325,685.0,191.0,454.0,686.0,190.0,470.0,684.0,171.0,289.0,671.0,173.0,435.0
49011BO03,881,251,609,873.5,215.9,620.8,868.5,194.0,628.8,865.5,209.9,295.5,863.5,186.0,610.8
49011BO04,645,179,446,705.0,183.0,500.0,708.0,166.0,514.0,707.0,164.0,319.0,707.0,149.0,505.0
49011BO05,831,195,615,958.0,199.0,722.0,950.0,175.0,731.0,957.0,207.0,341.0,934.0,174.0,682.0
49011BO06,647,220,409,772.0,232.0,493.0,772.0,214.0,505.0,766.0,216.0,292.0,764.0,187.0,486.0
49011BO07,516,168,322,587.0,188.0,369.0,587.0,182.0,369.0,588.0,180.0,189.0,575.0,151.0,348.0
49011BO08,739,225,486,836.0,213.0,586.0,839.0,203.0,590.0,849.0,216.0,298.0,830.0,193.0,567.0
49011BO09,760,181,566,797.0,147.0,620.0,797.0,142.0,625.0,786.0,158.0,336.0,792.0,134.0,607.0
