GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_gov,Dem_2016_gov,Rep_2016_gov,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_ag,Dem_2016_ag,Rep_2016_ag
490354419,421,219,193,460.0,198.8,235.3,454.3,189.6,237.4,467.2,186.9,148.2,443.9,160.7,226.8
490354420,482,222,248,478.6,208.1,244.9,474.3,197.9,247.4,489.1,197.8,146.5,463.3,167.4,238.2
490354426,487,264,203,569.3,290.4,257.4,559.1,294.2,233.3,565.3,295.1,159.4,549.9,240.4,240.2
490354430,586,313,259,643.0,305.0,321.0,639.0,293.0,304.0,643.0,317.0,211.0,634.0,262.0,308.0
490354431,252,137,106,238.0,123.0,108.0,235.0,115.0,106.0,239.0,109.0,79.0,231.0,99.0,115.0
490354432,307,192,109,285.0,135.4,129.5,282.0,128.5,134.4,290.0,134.5,81.9,278.0,116.2,122.5
490354434,585,324,242,645.6,322.5,306.8,629.0,308.7,296.1,641.7,306.8,203.1,630.3,276.1,311.3
490354436,532,267,256,520.9,260.3,240.6,514.6,256.4,234.0,519.2,260.1,161.4,505.1,228.1,227.6
490354438,379,229,146,499.3,252.6,226.9,493.8,247.7,222.0,498.7,250.5,155.9,482.9,223.1,211.6
490354440,474,174,293,463.0,122.0,329.0,459.0,109.0,327.0,459.0,117.0,196.0,445.0,96.0,321.0
490354441,372,180,185,329.0,130.0,181.0,325.0,120.0,194.0,332.0,132.0,112.0,323.0,108.0,181.0
490354442,290,158,124,301.7,135.5,155.8,295.5,143.0,137.8,292.6,138.3,79.3,297.3,127.1,140.9
490354444,292,147,133,297.8,136.3,150.3,292.7,116.6,160.1,299.2,118.5,105.8,292.7,112.9,147.0
490354446,517,246,245,508.7,221.6,265.6,498.9,212.8,261.7,508.7,210.9,140.6,493.1,180.6,254.8
490354450,598,350,230,580.0,310.0,247.0,576.0,302.0,250.0,580.0,310.0,157.0,561.0,271.0,232.0
490354462,358,203,148,338.2,154.7,170.7,332.3,132.4,181.9,339.8,134.5,120.2,332.3,128.1,167.0
490354464,624,243,364,711.2,254.5,440.6,700.2,255.4,412.7,714.5,276.5,246.1,695.1,229.2,418.6
490354465,317,155,154,336.0,136.0,185.0,332.0,127.0,193.0,339.0,126.0,134.0,325.0,117.0,176.0
490354466,343,171,165,408.2,194.1,200.2,401.5,194.7,190.5,403.4,200.2,122.8,399.7,164.5,199.0
490354468,402,230,164,423.0,214.0,179.0,414.0,212.0,189.0,422.0,223.0,130.0,413.0,186.0,180.0
490354470,468,246,216,495.0,222.0,264.0,495.0,200.0,279.0,500.0,214.0,161.0,475.0,180.0,258.0
490354471,44,24,20,52.0,23.0,29.0,52.0,31.0,17.0,52.0,29.0,13.0,50.0,26.0,23.0
490354472,561,284,250,552.0,277.0,244.0,545.0,267.0,247.0,557.0,260.0,154.0,547.0,231.0,252.0
490354473,320,173,143,363.0,142.0,207.6,357.3,125.1,221.3,359.8,122.7,146.9,348.8,108.4,209.1
490354474,448,194,244,483.2,212.5,243.6,476.1,194.5,262.6,484.2,203.5,174.3,475.1,188.4,224.6
490354475,46,27,17,99.0,45.0,48.0,101.0,40.0,54.0,101.0,43.0,35.0,93.0,31.0,51.0
490354476,547,216,312,533.4,194.1,322.6,527.1,173.2,331.7,532.3,188.1,193.3,519.1,158.1,315.0
490354477,592,267,302,656.0,242.0,389.0,644.0,207.0,407.0,660.0,227.0,247.0,641.0,202.0,385.0
490354478,657,313,325,720.3,281.5,425.2,712.5,259.0,425.2,715.5,273.7,228.7,702.7,221.9,427.1
490354479,304,144,153,332.0,134.0,186.4,327.7,124.9,193.7,330.2,124.3,129.1,319.2,109.6,180.9
490354480,435,205,216,487.5,182.8,282.7,474.5,163.8,274.7,487.5,162.8,175.8,466.5,151.8,261.7
490354482,416,232,174,430.2,190.6,230.8,423.1,184.8,221.4,431.2,196.2,150.9,418.2,160.2,223.5
490354483,406,210,190,423.8,187.4,226.2,417.9,183.2,216.6,422.8,185.8,148.1,417.8,155.8,228.5
490354484,453,217,226,499.3,200.1,273.5,504.6,173.5,299.2,514.3,171.7,167.3,495.7,163.8,280.6
490354486,400,141,248,410.2,147.3,250.3,404.2,126.0,263.4,405.8,139.7,153.3,397.0,115.0,244.8
490354488,679,310,353,704.0,286.0,394.0,699.0,270.0,391.0,699.0,267.0,215.0,688.0,232.0,388.0
490354490,502,251,236,599.8,269.0,311.4,588.7,251.5,308.6,607.1,280.1,198.1,583.2,217.4,302.2
490354491,75,34,40,51.2,23.0,26.6,50.3,21.5,26.4,51.9,23.9,16.9,49.8,18.6,25.8
490354492,458,200,243,499.7,216.3,267.7,485.1,190.7,272.1,492.7,205.6,182.9,488.5,179.2,268.4
490354494,296,149,140,331.1,130.2,190.0,320.5,119.1,187.4,331.1,131.4,124.2,322.2,104.7,192.9
490354496,670,270,387,686.0,266.0,398.0,665.0,246.0,394.0,686.0,272.0,256.0,670.0,222.0,405.0
490354498,345,121,218,370.2,145.5,212.4,358.3,133.2,209.5,370.2,146.9,138.9,360.2,117.1,215.7
490354502,332,173,148,1570.0,743.0,743.0,1538.0,714.0,751.0,1597.0,731.0,484.0,1517.0,635.0,706.0
490354505,195,101,91,252.9,128.7,117.2,252.9,115.0,119.9,253.4,114.2,67.2,247.2,103.6,110.7
490354506,299,168,123,323.1,164.3,149.8,323.1,147.0,153.1,323.6,145.8,85.8,315.8,132.4,141.3
490354508,404,194,192,461.0,208.6,231.7,454.8,197.8,239.7,466.6,194.4,158.8,447.7,165.3,232.0
490354510,205,118,80,255.0,140.0,101.0,251.0,134.0,99.0,258.0,133.0,71.0,245.0,119.0,86.0
490354512,212,100,107,189.2,80.5,102.2,183.6,78.3,100.5,189.0,76.5,56.5,182.3,68.1,96.2
490354514,401,181,213,431.2,198.4,213.9,427.8,183.0,218.6,435.9,183.6,146.0,419.7,158.1,216.6
490354516,337,207,118,361.3,199.6,143.8,353.8,186.2,149.7,364.2,184.0,111.0,348.6,166.1,141.5
490354518,562,256,289,623.5,266.6,331.3,610.4,261.2,324.3,622.9,259.4,193.2,605.8,223.4,317.6
490354520,372,189,176,372.0,185.0,173.0,366.0,175.0,176.0,373.0,170.0,130.0,362.0,158.0,170.0
490354521,556,321,229,520.7,271.4,224.2,514.2,268.8,222.3,518.8,272.0,152.0,509.4,226.9,231.5
490354522,420,206,205,452.0,226.0,214.0,443.0,212.0,204.0,458.0,228.0,126.0,434.0,186.0,209.0
490354528,487,235,234,545.8,229.0,295.4,538.2,217.2,300.2,549.3,221.4,190.2,534.0,181.9,294.7
490354530,353,200,133,421.0,211.0,184.0,423.0,209.0,195.0,415.0,185.0,128.0,414.0,189.0,175.0
490354531,94,58,30,101.0,48.0,45.0,101.0,45.0,50.0,101.0,40.0,31.0,100.0,37.0,49.0
490354532,449,203,230,380.9,167.6,194.7,376.0,158.3,196.9,376.9,150.3,129.0,372.9,136.6,189.4
490354534,209,82,119,387.8,170.6,198.2,382.8,161.2,200.4,383.7,153.0,131.4,379.7,139.0,192.8
490354536,423,198,212,394.3,188.7,192.1,392.1,166.5,208.7,390.3,156.6,137.6,382.4,151.4,188.9
490354538,528,285,235,555.0,273.0,256.0,540.0,248.0,262.0,554.0,264.0,168.0,537.0,212.0,272.0
490354544,450,230,207,494.3,214.3,264.0,490.9,203.2,269.2,498.9,196.4,162.2,481.6,164.6,259.7
490354546,374,195,172,401.9,175.7,205.7,395.9,167.2,211.0,405.8,165.0,134.2,388.8,146.7,196.2
490354548,477,198,266,402.5,180.7,209.1,397.8,171.4,211.5,405.8,165.6,126.9,389.5,141.0,204.0
490354600,241,106,129,257.4,90.4,160.4,254.9,85.7,160.4,257.8,81.7,106.8,249.1,73.3,153.2
490354601,363,116,240,396.5,125.0,258.7,391.1,115.8,260.0,395.6,125.0,183.9,385.1,104.8,250.3
490354602,634,307,310,653.8,285.6,323.4,642.8,262.7,339.3,665.7,280.6,229.9,633.9,226.9,333.3
490354603,66,24,40,64.9,23.5,39.7,64.8,23.7,38.6,65.2,22.4,25.1,63.6,19.1,38.9
490354604,627,275,326,681.0,255.0,392.0,679.0,241.0,400.0,690.0,262.0,246.0,670.0,218.0,369.0
490354605,91,35,53,87.8,34.8,49.4,86.0,32.0,47.7,84.2,27.7,37.9,85.0,27.5,47.5
490354606,65,28,34,65.3,21.0,40.7,65.9,20.7,41.3,66.3,20.4,27.2,63.6,19.1,38.6
490354608,726,359,350,714.0,304.0,393.0,699.0,282.0,388.0,724.0,297.0,253.0,698.0,259.0,386.0
490354610,418,191,213,389.5,162.8,209.5,383.5,145.6,215.9,387.9,145.9,145.9,385.6,141.8,201.3
490354611,95,42,49,148.5,71.5,69.9,145.7,65.6,68.4,148.5,63.4,47.8,146.3,55.8,68.2
490354612,268,130,129,298.6,112.2,173.3,292.7,102.2,174.4,304.2,109.2,107.7,288.5,86.4,169.8
490354614,626,315,293,640.0,259.0,351.0,629.0,230.0,359.0,641.0,222.0,237.0,622.0,210.0,342.0
490354616,650,313,317,607.0,277.0,311.0,595.0,253.0,315.0,607.0,254.0,203.0,599.0,228.0,312.0
490354617,156,68,83,218.2,81.1,126.4,216.0,76.3,129.7,217.4,80.0,89.9,211.9,65.6,124.2
490354618,591,252,325,680.0,258.0,397.0,673.0,250.0,394.0,696.0,250.0,261.0,657.0,214.0,383.0
490354622,421,245,169,461.6,200.6,226.0,454.9,192.0,229.5,466.7,180.5,176.2,455.6,170.1,221.6
490354624,235,133,91,338.2,168.3,153.2,334.8,155.3,158.7,336.5,144.6,104.5,330.6,135.5,155.1
490354625,500,231,259,514.0,224.0,261.0,509.0,205.0,275.0,517.0,218.0,167.0,507.0,180.0,268.0
490354626,317,136,172,518.0,225.0,262.0,515.0,217.0,272.0,518.0,224.0,179.0,493.0,180.0,245.0
490354627,303,145,152,327.0,130.0,183.0,326.0,123.0,181.0,328.0,122.0,110.0,320.0,114.0,176.0
490354628,476,175,288,440.1,129.6,289.7,436.2,122.5,289.7,445.3,125.1,186.7,432.3,118.0,278.7
490354629,549,234,305,560.5,206.7,336.2,552.8,189.7,343.3,555.6,205.2,230.0,545.7,169.2,336.9
490354630,353,161,183,325.9,113.0,199.0,321.6,108.6,200.8,325.9,106.0,138.2,317.2,93.9,193.0
490354631,294,138,152,337.3,133.0,197.0,336.7,122.5,192.9,340.2,122.9,119.8,330.4,95.5,197.1
490354632,429,197,208,484.5,209.0,253.7,478.6,180.0,269.2,481.7,178.7,184.4,479.1,166.1,255.1
490354633,293,130,157,296.6,109.5,178.0,292.6,99.7,181.9,295.1,108.5,119.7,289.1,89.2,178.3
490354634,436,209,211,373.8,138.9,216.6,370.0,130.7,222.3,372.6,137.0,154.1,363.1,112.4,212.8
490354635,382,146,230,477.2,164.7,302.8,479.0,148.4,314.9,476.0,159.9,191.2,467.5,140.0,302.2
490354636,649,251,387,688.9,257.4,412.1,681.1,226.1,422.6,694.2,251.1,260.9,673.9,203.0,413.0
490354637,685,281,391,588.8,235.7,335.8,577.0,221.8,330.9,583.9,255.8,208.5,580.4,205.1,340.6
490354638,294,114,175,448.0,113.0,315.0,443.0,105.0,316.0,445.0,128.0,207.0,447.0,107.0,312.0
490354639,634,273,343,527.0,227.0,276.0,519.0,195.0,294.0,531.0,213.0,198.0,509.0,175.0,285.0
490354640,260,112,136,428.1,160.7,245.0,423.6,145.5,248.8,428.1,154.3,166.2,417.7,129.5,243.3
490354641,242,127,110,399.0,174.9,202.4,389.1,165.7,201.1,405.5,182.8,135.0,382.6,146.1,192.6
490354642,369,155,198,498.6,189.1,285.1,494.1,168.7,290.2,498.1,180.6,193.1,486.1,150.5,283.4
490354643,321,124,191,439.0,152.0,278.0,430.0,139.0,278.0,440.0,148.0,178.0,430.0,135.0,271.0
490354644,434,223,198,448.0,198.1,229.6,438.9,185.3,228.9,454.5,203.2,133.0,430.4,165.9,216.4
490354646,364,152,202,353.7,122.8,203.8,346.7,124.6,203.8,357.2,122.8,140.2,347.6,108.9,201.2
490354648,342,112,223,372.7,135.8,220.9,371.4,126.0,228.4,372.3,125.6,150.1,363.4,110.4,215.1
490354650,534,235,283,579.0,217.0,332.0,570.0,193.0,344.0,582.0,215.0,227.0,563.0,187.0,316.0
490354652,459,160,281,451.0,157.0,285.0,445.0,142.0,287.0,449.0,147.0,184.0,443.0,119.0,282.0
490354653,457,134,312,439.5,140.3,277.8,438.8,128.9,285.6,443.8,121.8,204.4,434.5,103.3,283.5
490354654,524,255,254,529.8,227.1,276.1,526.2,217.0,284.0,532.7,209.0,178.8,516.1,196.1,266.0
490354655,135,58,75,162.0,85.0,71.0,162.0,79.0,79.0,161.0,70.0,52.0,159.0,71.0,73.0
490354656,606,224,362,599.8,218.2,355.4,590.5,194.1,366.3,600.4,205.5,207.0,583.2,189.1,343.1
490354658,697,315,363,627.7,232.0,368.3,616.8,217.4,370.1,629.6,218.0,218.5,606.7,208.9,349.0
490354659,558,248,300,609.2,215.2,375.9,602.0,214.3,365.0,614.7,227.0,232.4,587.4,185.2,359.5
490354660,427,128,276,511.0,144.0,353.0,517.0,146.0,356.0,523.0,153.0,201.0,500.0,121.0,347.0
490354661,427,219,199,469.0,199.0,248.0,467.0,195.0,254.0,469.0,194.0,167.0,454.0,176.0,225.0
490354662,639,253,375,690.7,258.4,401.3,686.1,240.3,413.0,693.0,238.2,266.4,674.2,213.5,392.1
490354663,282,96,170,272.7,102.0,158.9,270.7,86.3,169.7,271.7,86.3,118.7,266.8,67.7,157.9
490354664,378,134,238,459.0,144.0,296.0,455.0,138.0,292.0,466.0,151.0,196.0,444.0,130.0,281.0
490354665,554,212,324,557.0,188.0,342.0,554.0,176.0,354.0,571.0,172.0,248.0,551.0,147.0,353.0
490354666,572,211,350,567.3,187.9,362.7,560.1,178.3,355.6,572.3,188.9,243.2,547.4,175.3,318.7
490354668,511,223,266,649.1,242.5,375.0,642.7,225.7,382.9,656.9,219.4,248.1,636.9,199.8,373.3
490354669,535,256,271,563.0,254.0,286.0,551.0,254.0,273.0,566.0,252.0,204.0,544.0,220.0,269.0
490354670,605,200,386,564.7,182.0,352.3,570.1,179.3,356.7,573.7,176.6,234.8,550.4,164.9,333.4
490354671,202,82,117,238.9,70.4,157.3,236.8,66.5,157.3,241.7,67.9,101.3,234.7,64.0,151.3
490354672,268,92,169,304.3,107.3,188.9,303.5,95.6,196.3,305.0,100.0,133.3,297.7,90.4,183.4
490354673,585,239,330,587.0,204.0,354.0,578.0,184.0,358.0,587.0,196.0,223.0,574.0,173.0,354.0
490354674,214,86,120,224.7,95.9,122.7,218.9,92.7,116.6,226.1,96.2,82.6,218.2,80.9,117.7
490354675,250,98,147,443.2,160.5,266.7,436.1,141.8,280.9,437.9,152.5,196.2,423.6,131.1,267.6
490354676,460,205,237,476.0,210.0,235.0,469.0,174.0,266.0,480.0,183.0,184.0,467.0,156.0,261.0
490354677,404,209,188,413.0,176.0,221.0,420.0,168.0,226.0,414.0,164.0,146.0,403.0,136.0,225.0
490354678,642,304,319,622.0,264.0,339.0,614.0,226.0,356.0,621.0,233.0,232.0,602.0,213.0,333.0
490354679,474,164,292,540.9,159.5,362.3,540.0,163.8,363.2,543.5,171.6,260.9,526.1,151.7,343.2
490354680,602,313,282,640.0,300.0,314.0,634.0,272.0,320.0,649.0,304.0,208.0,622.0,250.0,301.0
490354681,646,225,407,693.6,213.0,457.6,676.6,194.0,454.6,692.5,193.0,273.2,660.6,160.0,427.6
490354682,489,222,255,556.1,238.9,306.8,542.9,206.4,314.4,558.2,211.2,202.9,539.5,178.0,308.2
490354683,660,294,346,644.8,241.7,384.8,637.1,223.3,387.3,647.4,232.1,263.2,626.9,194.8,378.8
490354684,436,127,308,431.2,117.8,299.1,424.9,108.1,303.7,434.2,125.2,217.0,418.5,101.0,287.5
490354685,507,150,346,573.9,172.9,384.2,568.9,157.1,394.1,568.9,177.8,254.8,557.1,139.3,376.3
490354686,427,193,222,480.2,181.1,287.3,477.7,163.3,295.1,479.9,178.8,190.6,468.6,155.9,281.9
490354687,463,160,292,526.7,185.7,327.1,525.5,165.4,339.7,528.0,173.0,230.7,515.3,156.6,317.6
490354688,599,201,385,672.9,201.8,452.6,667.9,174.3,469.3,680.1,194.4,320.7,668.8,157.4,452.5
490354689,603,182,408,653.9,200.4,438.5,645.6,180.5,440.2,646.3,168.9,317.3,635.6,153.2,429.4
490354690,611,251,341,614.2,241.2,354.7,606.7,217.9,357.1,614.8,238.8,245.2,597.0,208.4,344.0
490354691,509,210,287,611.9,198.5,386.9,602.7,197.0,376.0,616.5,192.0,237.6,584.5,157.8,366.6
490354692,421,186,224,448.6,157.6,279.6,444.1,149.3,279.6,449.2,142.3,186.2,433.9,127.7,266.8
490354693,657,265,376,626.1,207.6,388.3,617.5,202.9,384.4,630.2,200.4,239.4,598.1,164.2,369.3
490354694,542,205,331,535.1,186.5,329.0,533.7,175.3,333.9,535.8,183.7,230.5,523.2,149.5,326.9
490354695,634,262,361,647.0,213.8,413.3,642.3,217.0,401.4,652.6,228.9,285.4,626.4,198.7,391.1
490354696,603,203,392,620.4,208.2,391.5,608.7,190.7,393.8,623.8,203.6,238.9,594.7,161.6,370.7
490354697,597,238,345,623.2,203.3,408.2,610.0,180.8,407.9,624.6,195.1,257.6,600.4,156.2,387.3
490354698,518,178,327,545.1,163.9,359.0,535.2,146.7,365.7,544.5,156.7,250.0,526.7,134.7,342.7
490354699,527,182,341,546.6,181.4,352.1,542.6,172.8,350.8,545.9,188.3,255.9,535.0,155.5,346.6
490354701,97,44,50,95.0,44.0,45.0,94.0,42.0,50.0,97.0,43.0,34.0,95.0,36.0,47.0
490354722,591,270,305,653.4,276.7,345.8,648.6,256.8,353.8,652.8,243.7,240.4,642.8,230.4,332.4
490354738,70,35,33,29.0,15.0,13.0,25.0,12.0,10.0,29.0,17.0,6.0,28.0,13.0,11.0
490354739,224,92,132,257.0,99.0,148.0,249.0,87.0,140.0,257.0,98.0,116.0,254.0,93.0,143.0
490354740,575,269,287,584.0,255.2,295.8,566.8,238.1,296.8,583.6,216.4,176.8,561.7,194.8,286.2
490354741,23,11,11,28.0,17.0,11.0,28.0,15.0,12.0,29.0,13.0,10.0,28.0,19.0,8.0
490354746,446,173,261,458.0,172.3,272.5,455.9,166.3,266.0,455.3,172.6,198.7,444.3,152.5,253.1
490354747,273,125,139,265.8,102.4,148.2,264.4,112.1,144.7,264.2,112.6,96.9,261.4,98.8,136.5
490354750,539,249,268,562.0,232.4,300.4,559.7,206.8,322.0,570.1,206.6,210.0,553.4,190.6,303.7
490354754,490,212,257,511.7,212.6,269.9,508.2,187.9,298.4,513.6,180.6,192.8,498.2,166.1,270.6
490354767,302,165,127,339.0,156.0,165.0,334.0,147.0,174.0,343.0,146.0,113.0,327.0,121.0,160.0
490354790,167,132,28,152.0,107.0,41.0,153.0,65.0,33.0,157.0,115.0,29.0,151.0,98.0,38.0
490354800,568,202,359,669.2,225.8,417.9,661.7,204.6,423.6,670.3,226.5,267.4,650.3,193.4,403.7
490354801,578,217,353,716.2,243.2,454.2,710.7,222.0,454.9,720.1,238.5,298.9,699.7,197.7,444.0
490354802,587,238,335,733.8,236.2,471.8,726.5,215.2,477.0,734.7,231.0,305.2,712.0,200.1,452.1
490354803,502,213,277,585.0,189.4,376.1,581.8,189.8,364.1,594.1,196.6,227.5,570.3,160.8,353.3
490354804,644,172,460,783.4,178.4,585.7,778.1,150.5,595.1,784.7,182.5,435.9,761.7,140.8,568.3
490354805,463,110,338,551.6,131.8,401.9,546.9,130.4,396.6,550.6,126.8,266.0,533.5,107.2,383.6
490354806,362,112,241,564.9,166.5,387.1,562.2,154.4,386.4,566.9,150.4,260.0,548.8,131.0,369.0
490354807,293,75,213,503.8,91.0,394.0,498.8,87.1,391.2,508.3,107.1,259.1,492.2,74.4,382.9
490354808,221,52,162,297.0,54.7,236.2,292.8,49.2,234.6,295.4,50.2,167.7,290.3,42.2,230.4
490354809,250,106,139,421.8,137.9,264.3,418.5,137.2,260.8,421.0,144.4,181.7,406.1,122.2,245.1
490354810,329,101,220,435.5,102.1,321.3,433.0,101.8,316.2,435.6,98.7,216.4,423.1,83.3,308.7
490354811,476,121,348,744.8,152.5,569.6,735.0,139.7,571.0,748.0,166.1,366.9,723.2,124.5,550.0
490354812,497,137,344,610.4,142.5,454.4,600.1,125.2,460.8,609.8,143.8,285.0,588.6,116.2,435.2
490354818,353,149,196,657.9,176.5,462.4,653.5,167.7,462.1,657.5,181.9,328.5,639.9,141.4,453.8
490354819,115,32,79,144.3,34.1,105.9,143.4,34.2,104.1,144.3,33.0,70.6,139.9,27.9,101.4
490354820,445,149,287,161.1,48.6,102.2,159.1,42.2,107.3,162.4,43.4,69.7,156.0,38.1,98.1
490354821,290,97,189,255.6,78.7,164.8,251.4,68.8,171.0,259.8,72.9,117.2,247.2,66.3,154.1
490354822,289,116,164,1062.8,318.5,683.2,1045.6,276.6,713.3,1076.1,286.0,481.7,1028.4,257.5,643.0
490354823,390,146,237,495.1,165.2,304.5,487.8,157.2,309.0,499.2,162.4,206.8,478.8,140.8,290.8
490354824,599,232,354,393.0,130.1,242.8,388.6,129.7,240.4,393.5,137.1,167.7,377.8,117.1,224.4
490354825,477,112,352,599.2,156.8,420.2,594.7,151.3,421.8,601.7,160.1,292.7,583.4,130.5,405.9
490354826,539,199,330,757.5,234.6,487.4,740.2,222.8,493.8,766.6,251.9,361.9,730.2,202.8,481.0
490354827,590,119,459,615.3,113.3,489.3,606.7,102.0,486.0,612.0,104.0,347.3,601.3,87.3,477.3
490354828,647,241,401,658.8,201.3,443.8,656.2,184.9,445.6,658.8,203.1,332.9,640.3,155.8,446.0
490354829,536,148,378,712.8,157.9,534.5,704.0,132.5,545.5,710.6,153.0,396.8,694.3,122.2,523.5
490354830,427,132,283,474.4,158.3,296.7,470.7,140.2,307.3,480.4,154.1,195.8,458.2,134.2,288.8
490354831,587,143,433,747.4,168.1,552.7,735.0,144.7,560.8,743.3,165.0,400.4,728.2,133.5,540.8
490354832,423,164,251,654.5,149.6,483.4,647.1,140.8,478.0,654.5,156.8,339.9,641.7,126.6,471.9
490354833,188,77,102,723.7,240.6,446.6,710.5,221.3,460.6,733.7,227.3,303.7,702.5,197.4,438.0
490354834,317,126,179,491.0,163.8,307.1,487.2,145.1,318.1,497.2,159.5,202.6,474.2,138.9,298.9
490354835,406,170,229,579.0,185.0,369.8,564.6,178.7,371.1,590.7,188.7,277.5,559.0,149.5,351.5
490354836,38,11,26,68.0,21.8,43.4,66.3,21.1,43.5,69.4,22.3,32.7,65.6,17.6,41.2
490354900,184,94,84,193.2,93.7,92.1,191.3,86.1,94.6,195.0,88.8,58.8,188.6,75.0,93.7
490354904,315,170,139,312.0,165.0,142.0,305.0,135.0,149.0,306.0,141.0,82.0,297.0,121.0,149.0
490354906,424,199,209,370.6,172.6,178.1,364.7,174.3,176.0,371.5,168.8,116.6,358.3,145.0,171.3
490354908,519,259,242,529.0,245.0,257.0,516.0,208.0,273.0,525.0,226.0,150.0,514.0,200.0,249.0
490354909,331,161,158,320.9,155.6,153.0,317.8,143.0,157.2,324.0,147.6,97.6,313.2,124.5,155.6
490354910,332,161,159,320.9,155.6,153.0,317.8,143.0,157.2,324.0,147.6,97.6,313.2,124.5,155.6
490354912,328,150,171,499.0,220.0,271.0,492.0,201.0,281.0,493.0,231.0,145.0,498.0,153.0,318.0
490354913,463,212,242,535.0,234.0,279.0,515.0,213.0,285.0,537.0,236.0,171.0,526.0,187.0,293.0
490354914,383,191,180,396.3,191.0,196.7,388.9,174.3,195.6,396.3,203.1,118.5,390.6,160.5,203.1
490354915,282,141,133,292.7,141.0,145.3,287.1,128.7,144.4,292.7,149.9,87.5,288.4,118.5,149.9
490354916,573,303,256,567.0,281.0,268.0,565.0,262.0,265.0,573.0,270.0,168.0,553.0,239.0,248.0
490354918,674,377,276,577.0,299.0,249.0,569.0,273.0,257.0,574.0,267.0,173.0,564.0,234.0,267.0
490354920,446,233,198,595.0,318.0,249.0,593.0,285.0,272.0,600.0,325.0,176.0,582.0,262.0,261.0
490354922,341,174,162,503.4,234.4,241.9,495.3,236.7,239.0,504.5,229.2,158.4,486.7,197.0,232.7
490354924,617,265,328,629.0,249.0,359.0,613.0,229.0,357.0,622.0,261.0,194.0,606.0,215.0,341.0
490354926,531,237,281,352.6,151.5,186.5,343.4,132.6,191.9,353.1,135.5,121.9,343.4,117.5,183.1
490354928,475,173,291,474.0,179.0,280.0,474.0,168.0,289.0,478.0,184.0,169.0,465.0,150.0,275.0
490354930,565,288,255,597.0,271.0,310.0,588.0,254.0,304.0,594.0,292.0,168.0,577.0,218.0,302.0
490354932,658,358,284,510.0,250.0,245.0,503.0,239.0,235.0,512.0,243.0,155.0,495.0,203.0,239.0
490354934,449,212,229,458.0,208.0,237.0,458.0,186.0,246.0,470.0,203.0,153.0,453.0,159.0,245.0
490354936,470,270,188,514.0,284.0,213.0,501.0,252.0,224.0,508.0,262.0,130.0,499.0,234.0,229.0
490354940,245,129,107,373.4,160.5,197.5,363.6,140.4,203.1,373.9,143.5,129.1,363.6,124.5,193.9
490354942,495,178,307,534.9,170.4,336.8,523.0,155.5,348.7,525.0,175.3,221.9,520.0,132.7,329.9
490354944,392,129,257,440.1,107.6,327.2,434.0,94.5,323.3,443.0,113.7,211.1,424.0,82.3,320.1
490354946,508,250,246,522.7,259.9,244.5,526.5,246.4,246.4,537.1,258.9,170.4,509.2,221.4,227.2
490354948,408,221,174,365.0,119.0,235.0,356.0,113.0,235.0,360.0,115.0,159.0,351.0,82.0,236.0
490354950,652,323,313,668.0,325.0,323.0,664.0,285.0,332.0,664.0,299.0,229.0,651.0,259.0,336.0
490354952,491,278,204,507.0,274.0,222.0,496.0,244.0,221.0,501.0,273.0,154.0,494.0,229.0,220.0
490354953,384,191,188,371.8,185.1,175.6,364.6,172.8,173.4,372.9,187.9,110.0,359.0,145.1,173.4
490354954,330,164,162,394.0,168.0,215.0,390.0,161.0,210.0,396.0,176.0,139.0,386.0,146.0,211.0
490354956,472,275,195,492.0,258.0,225.0,487.0,249.0,226.0,487.0,262.0,146.0,483.0,227.0,209.0
490354958,491,212,275,452.9,194.0,246.1,448.2,179.4,251.1,454.2,184.0,163.1,436.2,148.9,249.0
490354960,636,333,284,641.5,301.2,320.7,631.9,278.6,325.4,645.4,294.8,211.2,618.0,233.2,322.4
490354961,200,98,97,350.3,163.1,182.5,343.5,141.6,180.6,351.9,155.1,114.6,341.8,136.6,183.8
490354962,442,242,191,421.0,219.0,179.0,413.0,209.0,185.0,423.0,236.0,130.0,409.0,200.0,161.0
490354964,555,361,173,572.8,332.5,225.9,561.7,295.2,228.3,575.2,319.8,183.0,556.9,275.3,230.7
490354966,593,279,297,585.5,279.1,294.8,578.3,240.6,302.1,587.8,282.6,176.6,567.7,226.8,286.8
490354968,177,105,67,171.1,97.3,69.7,167.9,85.9,70.5,171.8,94.3,53.8,166.3,80.4,70.5
490359102,0,0,0,0.6,0.2,0.4,0.6,0.2,0.4,0.6,0.2,0.4,0.6,0.1,0.3
490359360,3,3,0,5.5,1.0,4.2,5.5,0.9,4.4,5.5,0.8,3.0,5.3,0.9,4.0
490359431,181,136,39,200.3,138.9,56.4,198.7,135.9,50.8,205.3,144.5,29.5,190.3,117.7,54.4
49035z1104,0,0,0,1.0,0.4,0.5,1.0,0.4,0.6,1.0,0.4,0.4,1.0,0.4,0.5
49035z2001,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49035z2020,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
