GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen
0509921,50,44,5,36.4,23.0,13.4,35.8,22.4,13.1
0509922,61,6,54,85.4,9.7,71.6,84.8,18.8,60.1
0509923,8,6,2,5.7,3.2,2.3,5.1,2.5,2.3
0509924,88,65,20,59.4,33.3,24.1,53.8,26.6,24.1
0509925,51,38,12,34.5,19.3,14.0,31.2,15.5,14.0
0509926,224,82,139,203.3,44.0,153.7,197.6,54.3,137.6
051011,257,83,169,102.9,13.8,85.7,103.5,13.8,86.4
051012,83,30,47,53.1,7.2,44.3,53.5,7.2,44.6
051013,130,51,75,72.0,22.0,44.0,71.0,27.0,39.0
051014,72,17,51,46.0,6.0,40.0,47.0,7.0,40.0
051015,109,27,78,93.0,16.0,68.0,95.0,26.0,61.0
051016,156,62,90,96.0,21.0,68.0,97.0,17.0,77.0
051017,109,52,0,30.0,19.0,7.0,27.0,21.0,5.0
051018,117,41,68,79.0,14.0,62.0,78.0,17.0,58.0
051019,86,21,63,42.0,5.0,33.0,43.0,11.0,32.0
0510110,248,60,184,130.0,19.0,109.0,131.0,17.0,111.0
0510111,204,45,144,110.0,5.0,102.0,111.0,22.0,85.0
0510112,155,46,101,77.0,11.0,62.0,70.0,12.0,55.0
0510113,163,57,104,84.0,12.0,71.0,82.0,15.0,65.0
0510114,345,59,276,226.0,16.0,206.0,221.0,17.0,199.0
0510115,169,21,148,132.0,12.0,117.0,134.0,10.0,116.0
0510116,574,162,402,380.0,64.0,306.0,379.0,59.0,309.0
0510117,347,142,196,218.0,52.0,155.0,220.0,52.0,162.0
0510118,113,18,87,83.0,6.0,69.0,80.0,5.0,72.0
0510119,209,75,121,139.0,26.0,99.0,138.0,30.0,98.0
0510120,191,69,112,950.4,214.5,686.6,941.9,224.2,681.1
0510121,103,37,60,508.8,114.8,367.6,504.2,120.0,364.6
0510122,20,7,12,100.8,22.7,72.8,99.8,23.8,72.2
05103001,368,204,157,404.4,217.4,179.4,374.7,187.7,180.9
05103002,87,48,37,94.5,50.8,41.9,87.6,43.9,42.3
05103003,131,52,76,123.6,43.1,77.3,115.0,35.3,76.9
05103004,225,131,91,265.0,146.0,115.0,257.0,139.0,112.0
05103005,213,104,105,219.0,114.8,101.2,211.8,107.7,98.5
05103006,109,17,85,173.0,22.0,149.0,181.0,46.0,133.0
05103007,651,260,377,642.4,235.9,390.7,602.0,194.7,393.1
05103008,21,8,13,22.9,7.8,14.0,23.0,8.4,14.3
05103009,156,58,96,169.1,57.8,103.9,170.5,62.2,106.1
05103010,31,17,13,33.1,17.8,14.7,30.7,15.4,14.8
05103011,313,117,192,318.3,133.7,171.9,315.7,131.9,179.3
05103012,801,194,596,777.0,150.0,593.0,774.0,173.0,577.0
05103013,411,130,276,453.5,147.9,291.2,442.8,157.2,265.6
05103014,564,164,387,487.0,124.0,349.0,499.0,175.0,315.0
05103015,356,114,231,270.0,95.0,171.0,263.0,115.0,148.0
05103016,144,54,90,124.0,44.0,78.0,116.0,34.0,79.0
05103017,196,140,53,218.4,135.5,79.1,195.9,102.2,91.4
05103018,291,97,187,310.9,98.7,203.2,310.9,115.9,188.5
05103019,347,60,282,365.1,53.3,307.8,376.1,64.1,304.5
05103020,165,111,50,139.2,110.7,25.9,126.3,96.2,27.5
05103021,121,82,36,102.2,81.3,19.0,92.7,70.6,20.2
05103022,194,132,58,164.3,130.7,30.6,149.0,113.5,32.5
05103023,106,45,59,113.4,56.1,54.1,109.0,51.1,54.6
05103024,70,48,21,57.2,28.3,27.3,55.1,25.8,27.6
05103025,66,28,37,70.1,34.7,33.5,67.5,31.6,33.8
05103026,417,176,232,445.6,220.3,212.7,428.7,200.7,214.9
05103027,104,44,58,111.1,54.9,53.0,106.8,50.0,53.5
05103028,223,106,111,188.7,85.9,93.9,181.5,73.7,104.5
05103029,210,88,117,224.4,111.0,107.1,215.9,101.1,108.2
05103030,34,11,23,38.3,12.5,24.6,37.4,13.3,22.5
05103031,57,27,28,47.7,21.7,23.7,45.9,18.6,26.4
05103032,48,23,24,40.7,18.5,20.3,39.2,15.9,22.5
05103033,129,128,1,102.9,101.3,0.5,90.3,78.7,9.5
05103034,69,68,1,55.0,54.1,0.3,48.3,42.1,5.1
05103035,217,215,2,172.7,170.1,0.9,151.6,132.2,15.9
05103036,31,31,0,25.0,24.6,0.1,21.9,19.1,2.3
05103037,158,50,106,174.3,56.9,111.9,170.2,60.4,102.1
05103038,38,14,23,37.1,14.8,20.9,35.8,14.8,19.7
05103039,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
05103040,124,46,76,121.3,48.3,68.4,116.9,48.5,64.3
05103041,12,6,6,15.2,6.0,8.5,14.6,6.1,8.0
05103042,328,120,201,320.5,127.6,180.6,308.7,128.1,169.8
05103043,162,51,109,180.0,58.7,115.5,175.7,62.4,105.4
05103044,112,41,69,109.8,43.7,61.9,105.7,43.9,58.2
05103045,117,37,78,128.8,42.0,82.7,125.8,44.7,75.5
05103046,50,18,31,49.1,19.5,27.7,47.3,19.6,26.0
05103047,308,150,152,317.6,166.6,146.7,307.3,156.2,142.8
05103048,136,66,67,139.9,73.4,64.6,135.4,68.8,62.9
05103049,57,28,28,59.5,31.2,27.5,57.5,29.2,26.7
05103050,238,145,88,266.4,165.2,96.5,238.9,124.6,111.5
05103051,125,76,46,139.1,86.3,50.4,124.8,65.1,58.2
05103052,63,39,23,70.7,43.9,25.6,63.4,33.1,29.6
05103053,48,29,18,53.4,33.1,19.4,47.9,25.0,22.4
05103054,20,9,10,24.3,19.3,4.5,22.0,16.8,4.8
05103046A,188,89,94,158.2,72.1,78.8,152.2,61.8,87.6
05105001,130,40,85,91.0,23.0,65.0,89.0,26.0,58.0
05105002,188,56,126,159.0,34.0,118.0,156.0,44.0,104.0
05105003,234,77,141,243.0,55.0,177.0,241.0,71.0,161.0
05105004,320,78,228,318.0,77.0,224.0,309.0,102.0,191.0
05105005,413,147,260,417.0,123.0,265.0,403.0,142.0,240.0
05105006,420,112,290,398.0,87.0,289.0,396.0,130.0,243.0
05105007,252,88,150,208.0,48.0,153.0,202.0,71.0,123.0
05105008,109,21,84,82.0,18.0,62.0,80.0,19.0,56.0
05105009,135,43,82,126.0,21.0,100.0,125.0,41.0,78.0
05105010,144,49,90,109.0,21.0,78.0,107.0,31.0,69.0
05105011,78,26,48,126.7,29.5,89.5,122.4,39.8,76.8
05105012,155,54,97,99.0,26.0,69.0,93.0,33.0,59.0
05105013,228,69,148,255.0,55.0,179.0,254.0,87.0,153.0
05105014,152,54,90,167.0,42.0,117.0,163.0,57.0,102.0
05105015,430,129,280,501.0,151.0,317.0,481.0,175.0,271.0
05105017,473,174,283,417.0,110.0,279.0,407.0,141.0,243.0
05105018,102,35,62,166.0,38.6,117.2,160.4,52.1,100.7
05105019,114,39,70,187.9,43.7,132.7,181.6,59.0,113.9
05105020,106,36,65,172.4,40.1,121.7,166.5,54.1,104.5
05105021,96,25,64,63.0,6.0,55.0,62.0,19.0,41.0
05107001,93,56,34,67.0,36.7,28.5,61.2,32.0,28.3
05107002,156,94,57,112.9,61.9,48.1,103.2,54.0,47.6
05107003,243,153,84,212.0,104.0,99.0,201.0,101.0,94.0
05107004,283,68,209,255.2,49.0,202.8,236.4,50.4,179.7
05107005,142,91,49,161.1,84.8,70.2,154.4,81.7,70.2
05107006,237,70,160,202.5,69.6,127.1,190.4,70.7,113.9
05107007,12,11,1,13.8,12.4,1.1,12.0,9.7,1.7
05107008,76,33,40,52.0,14.8,34.9,47.9,14.1,33.2
05107009,102,43,54,69.0,19.6,46.3,63.6,18.7,44.1
05107010,131,93,34,94.7,65.4,27.3,85.9,54.7,30.2
05107012,15,11,4,6.9,4.6,2.0,6.1,4.1,1.9
05107013,117,62,53,95.4,49.8,43.7,86.0,43.0,40.4
05107014,137,79,58,63.0,30.0,33.0,59.0,27.0,32.0
05107015,276,255,16,313.9,274.1,32.2,275.3,215.9,44.4
05107016,406,331,68,345.6,243.3,91.6,313.3,206.2,95.4
05107017,858,380,467,619.3,304.6,292.0,594.8,290.8,288.3
05107018,208,192,12,217.8,191.7,20.9,190.1,151.1,28.9
05107019,122,29,90,109.8,21.1,87.2,101.6,21.6,77.3
05107020,153,152,1,147.7,126.3,13.1,131.2,113.9,14.5
05107021,528,490,27,428.9,362.6,56.0,380.7,303.7,68.0
05107022,52,48,3,42.6,36.1,5.5,37.8,30.2,6.7
05107023,97,90,5,75.8,64.1,9.8,67.1,53.2,12.0
05107024,782,485,278,392.0,287.9,92.1,359.8,249.5,94.8
05107025,124,77,44,60.0,46.5,11.8,54.7,39.9,12.4
05107026,10,10,0,3.3,2.2,1.0,2.9,2.0,0.9
05107027,404,179,220,226.9,145.5,73.9,212.2,130.0,74.3
05107028,191,118,68,89.5,68.7,18.1,81.8,59.1,18.9
05107029,91,82,8,75.5,61.9,11.8,67.3,52.9,12.6
05107030,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
05107031,27,25,2,22.6,18.6,3.6,20.2,15.9,3.8
05107032,40,36,3,33.0,27.1,5.2,29.4,23.1,5.5
05107033,139,125,12,114.6,94.1,18.0,102.2,80.3,19.2
05107034,210,111,96,172.9,90.2,79.2,155.8,77.9,73.1
05107035,111,58,51,90.6,47.3,41.5,81.7,40.9,38.3
05107036,160,97,58,115.5,63.3,49.2,105.5,55.2,48.7
05107037,160,97,58,115.8,63.5,49.3,105.8,55.4,48.8
05107038,119,72,43,86.7,47.5,36.9,79.2,41.4,36.6
05107039,3,3,0,3.0,2.6,0.3,2.7,2.3,0.3
05107040,51,22,27,34.8,10.2,23.1,32.1,9.7,22.0
05107041,74,32,41,76.3,37.9,36.7,70.9,34.2,34.2
05107042,54,24,30,55.6,27.6,26.7,51.6,24.9,24.9
05107043,66,29,36,68.6,34.1,32.9,63.7,30.7,30.7
05107044,45,20,25,47.8,23.7,23.0,44.4,21.4,21.4
05107045,3,2,1,1.6,1.1,0.4,1.4,0.9,0.5
05107046,36,19,16,29.4,15.3,13.5,26.5,13.3,12.4
05107047,4,4,0,4.0,3.5,0.4,3.6,3.1,0.4
05107048,60,27,30,67.9,55.1,9.3,60.4,49.5,9.5
05107049,56,24,31,57.6,28.6,27.7,53.5,25.8,25.8
05107050,12,11,1,13.8,12.4,1.1,12.0,9.7,1.7
05107051,12,11,1,13.8,12.4,1.1,12.0,9.7,1.7
05107053,1,1,0,1.3,1.1,0.1,1.1,0.9,0.1
05107054,92,59,32,104.9,55.2,45.8,100.6,53.3,45.8
05107055,223,66,150,189.7,65.2,119.1,178.4,66.3,106.7
05107057,12,4,8,10.5,3.6,6.6,9.9,3.7,5.9
05107058,26,8,17,22.1,7.7,13.7,20.8,7.8,12.3
05107059,31,9,21,26.7,9.2,16.7,25.1,9.3,15.0
05107060,17,5,12,14.6,5.0,9.2,13.8,5.1,8.2
05107061,31,28,2,21.8,18.1,3.2,19.4,15.3,3.6
05107062,70,63,6,61.6,51.2,9.0,54.9,43.3,10.1
05107063,12,8,4,5.8,4.4,1.2,5.3,3.8,1.2
05107064,19,12,7,9.5,7.3,1.9,8.7,6.3,2.0
05107065,20,19,1,10.2,7.8,2.1,9.3,6.7,2.1
05107066,33,20,12,15.3,11.7,3.1,13.9,10.1,3.2
05107067,25,23,2,21.7,17.8,3.4,19.4,15.2,3.6
05107068,8,7,1,6.1,5.0,1.0,5.5,4.3,1.0
05107069,53,33,19,24.7,19.0,5.0,22.6,16.3,5.2
05107070,25,15,9,11.5,8.8,2.3,10.5,7.6,2.4
05107071,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
05107072,34,21,12,15.6,12.0,3.2,14.3,10.3,3.3
05107073,293,264,25,242.9,163.0,73.2,222.9,144.3,72.6
05107075,56,35,20,32.7,26.3,5.5,29.5,22.3,6.1
05107076,261,236,22,214.4,171.1,38.4,191.7,146.6,39.9
05107077,22,21,1,18.8,15.9,2.4,16.6,13.3,3.0
05107078,39,35,3,32.1,26.3,5.0,28.6,22.5,5.4
05107079,33,30,3,27.8,22.8,4.4,24.8,19.5,4.7
05107080,45,42,2,30.6,19.1,10.7,27.8,16.8,10.3
051091,173,22,149,198.6,13.8,174.0,199.6,22.6,168.1
051092,380,84,286,532.1,105.6,402.4,520.8,144.1,359.3
051093,590,141,425,395.9,73.4,307.6,392.2,94.9,278.7
051094,462,109,342,480.0,65.0,402.0,470.0,97.0,361.0
051095,202,51,143,233.0,24.0,201.0,223.0,45.0,169.0
051096,196,46,147,194.4,21.2,169.0,194.4,27.4,156.9
051097,331,101,211,357.9,60.7,286.8,352.2,91.1,249.6
051098,319,102,200,277.3,47.0,222.1,272.8,70.5,193.4
051099,304,76,216,241.1,48.9,183.2,238.9,63.8,167.9
0510910,225,55,157,344.7,68.3,263.9,341.1,90.7,240.1
0510911,396,108,272,400.0,46.0,335.0,390.0,87.0,288.0
0510912,171,118,51,131.0,82.0,45.0,129.0,85.0,42.0
0510913,217,76,128,195.0,29.0,158.0,187.0,36.0,145.0
05111001,170,53,110,188.7,39.2,139.9,186.8,42.6,137.5
05111003,368,115,237,406.3,84.3,301.1,402.2,91.7,296.0
05111004,211,66,136,232.9,48.3,172.6,230.6,52.6,169.7
05111005,210,76,128,187.5,48.8,132.1,184.4,51.9,126.8
05111006,99,36,60,88.8,23.1,62.5,87.3,24.6,60.1
05111007,207,76,126,185.8,48.3,130.9,182.8,51.4,125.7
05111008,143,52,87,128.4,33.4,90.5,126.3,35.5,86.9
05111009,294,126,159,248.9,97.9,141.5,246.9,95.2,143.6
05111010,231,99,125,195.3,76.8,111.0,193.7,74.7,112.6
05111011,126,54,68,106.1,41.7,60.3,105.3,40.6,61.2
05111012,175,75,95,148.1,58.2,84.2,146.8,56.6,85.4
05111013,425,153,257,404.5,93.9,292.1,400.6,104.4,284.5
05111014,456,164,276,434.4,100.9,313.7,430.2,112.1,305.5
05111015,409,147,247,388.8,90.3,280.8,385.0,100.3,273.5
05111016,378,136,228,359.3,83.4,259.5,355.8,92.7,252.7
05111017,458,165,277,436.3,101.3,315.1,432.1,112.6,306.9
05111018,49,11,36,55.5,9.8,44.0,53.3,12.0,39.8
05111019,87,20,63,96.1,17.0,76.2,92.4,20.7,69.0
05111020,117,26,86,130.1,23.0,103.1,125.0,28.0,93.4
05111021,39,12,25,39.8,8.1,29.8,39.4,9.2,28.9
05111022,129,40,84,133.8,27.1,100.4,132.5,31.1,97.4
05111023,86,26,57,89.7,18.2,67.3,88.8,20.9,65.3
05111024,11,3,8,11.2,2.1,8.9,10.9,2.3,8.2
05111025,26,7,18,24.1,4.5,19.2,23.5,4.9,17.8
05111026,15,4,11,14.0,2.6,11.2,13.7,2.9,10.3
05111027,17,5,11,14.7,2.8,11.8,14.4,3.0,10.9
05111028,399,125,257,439.9,91.3,326.0,435.5,99.3,320.5
05111029,313,98,202,346.3,71.9,256.6,342.8,78.2,252.3
05111030,47,14,31,48.5,9.8,36.4,48.0,11.3,35.3
05111031,17,5,11,17.4,3.5,13.1,17.3,4.1,12.7
05111032,88,20,66,94.9,12.7,77.3,93.2,17.3,72.4
05111033,221,51,164,234.1,31.3,190.7,229.8,42.7,178.6
05111034,193,70,118,172.6,44.9,121.6,169.8,47.8,116.8
05111035,28,10,17,24.8,6.4,17.5,24.4,6.9,16.8
05111036,346,148,187,291.2,114.5,165.6,288.8,111.4,168.0
05111037,131,56,71,111.4,43.8,63.4,110.5,42.6,64.3
05111038,13,5,8,11.9,2.8,8.6,11.8,3.1,8.4
05111039,60,17,41,53.9,10.1,43.0,52.6,11.0,39.8
05111040,34,11,21,24.3,7.6,16.1,24.3,7.3,16.4
05111041,72,16,53,80.3,14.2,63.7,77.2,17.3,57.7
05111042,99,31,64,110.0,22.8,81.5,108.9,24.8,80.1
05111043,236,74,152,260.8,54.1,193.3,258.2,58.9,190.0
05111044,69,21,45,70.8,14.3,53.1,70.1,16.5,51.5
05111045,455,164,275,432.9,100.5,312.6,428.7,111.7,304.5
05111046,71,23,45,52.7,16.4,34.9,52.7,15.7,35.6
05111047,25,9,15,23.7,5.5,17.1,23.5,6.1,16.7
05111048,75,27,45,70.1,16.3,50.6,69.4,18.1,49.3
0511301,500,120,367,804.9,116.2,657.9,795.6,153.4,619.8
0511304,694,136,539,692.5,74.2,593.5,674.7,122.0,528.8
0511305,300,74,223,308.3,38.8,255.2,292.2,55.0,225.1
0511306,449,128,303,433.0,54.0,365.0,417.0,75.0,329.0
0511307,381,87,280,331.1,58.2,256.8,326.0,71.2,245.8
0511309,116,43,71,105.0,12.0,83.0,102.0,20.0,78.0
05113010,38,9,28,61.3,8.9,50.1,60.6,11.7,47.2
05113011,407,114,288,477.0,61.0,391.0,463.0,96.0,346.0
05113012,163,54,101,187.0,37.0,144.0,183.0,54.0,121.0
05113013,495,147,328,601.3,110.8,459.4,595.0,139.2,433.6
05113014,63,19,42,76.7,14.2,58.6,76.0,17.8,55.4
05113015,641,164,451,529.0,75.0,432.0,511.0,105.0,386.0
05113017,609,130,446,480.0,51.0,404.0,453.0,82.0,348.0
05113018,311,71,235,234.0,29.0,199.0,233.0,33.0,190.0
05113019,521,99,403,436.9,55.0,361.0,422.0,76.0,334.0
05113020,379,86,280,244.0,28.0,209.0,235.0,35.0,193.0
05113021,516,142,360,666.8,92.1,515.0,660.1,135.8,495.0
05113022,503,166,315,785.2,150.9,593.2,762.9,195.2,530.1
05113023,595,168,413,778.0,146.0,591.0,765.0,177.0,557.0
05115001,57,16,39,33.0,4.0,28.0,33.0,9.0,23.0
05115002,96,23,70,58.0,7.0,50.0,57.0,10.0,45.0
05115003,324,65,245,296.1,38.7,238.8,295.0,57.8,224.6
05115004,443,109,323,273.0,42.3,217.2,270.0,64.8,199.7
05115005,267,66,195,164.6,31.8,122.3,163.6,41.4,108.8
05115006,834,232,572,574.0,87.0,442.0,562.0,135.0,394.0
05115007,509,133,370,353.0,59.0,275.0,353.0,84.0,250.0
05115008,2007,482,1474,2087.2,329.2,1662.4,2060.1,422.5,1541.9
05115009,102,24,75,87.9,17.0,63.8,86.7,21.1,61.8
05115010,365,88,268,315.9,60.9,229.3,311.7,75.8,222.1
05115011,186,42,136,153.9,22.0,124.6,152.9,36.6,109.4
05115012,303,50,247,234.0,26.7,193.7,220.9,39.9,176.5
05115013,490,141,335,346.0,59.0,275.0,341.0,81.0,242.0
05115014,1112,273,806,1114.3,198.4,850.7,1099.7,254.9,795.6
05115016,69,23,45,118.8,25.8,84.7,116.6,30.0,80.6
05115017,354,118,229,608.1,148.5,417.1,595.8,156.1,407.1
05115018,215,72,139,431.8,83.4,331.6,422.9,89.1,315.7
05115019,128,43,83,155.0,30.0,116.0,154.0,37.0,111.0
05115020,826,154,660,969.3,150.7,773.9,957.7,201.3,711.6
05115021,440,82,351,594.4,117.9,448.8,584.8,134.0,428.7
05115022,324,88,230,208.9,38.1,165.4,202.7,50.9,147.5
05115023,427,107,306,301.0,37.0,238.0,301.0,69.0,215.0
05115024,233,59,168,196.0,36.0,148.0,197.0,58.0,131.0
05115025,1065,193,853,872.1,134.7,703.0,865.0,188.8,645.6
05115026,206,46,156,172.9,24.3,141.8,172.9,35.1,131.5
05115027,287,64,217,239.7,33.7,196.5,239.7,48.7,182.3
05115028,383,85,290,321.0,45.1,263.2,321.0,65.2,244.1
05115029,1100,245,832,1121.4,196.6,873.6,1105.5,245.3,818.2
05115030,377,117,250,280.4,54.5,217.0,277.3,67.1,198.8
05115031,500,155,331,372.2,72.4,288.1,368.1,89.1,263.8
05115032,442,137,293,329.3,64.0,254.9,325.6,78.8,233.4
05115033,264,88,171,244.0,77.1,149.2,241.3,77.8,138.5
05115034,133,44,86,111.2,37.4,61.7,108.7,39.9,60.4
05115035,297,99,192,253.4,85.3,141.5,248.1,92.5,137.6
05115036,843,281,546,191.3,77.7,89.4,178.7,68.0,92.3
05115037,91,30,59,176.2,42.0,122.2,173.2,41.6,121.7
05115038,83,28,53,123.1,42.4,71.6,121.1,43.1,71.7
05115039,163,54,106,177.7,64.3,96.7,173.0,66.1,95.9
05115040,87,29,56,184.0,59.3,115.2,181.8,60.0,115.2
05115041,109,36,71,127.5,44.1,72.4,124.4,45.3,71.9
05115042,128,43,83,273.1,88.1,170.9,269.8,89.0,170.9
05115043,307,102,199,653.4,210.6,408.9,645.5,212.9,408.9
05115044,103,34,67,205.8,66.3,128.7,203.4,67.0,128.2
05115045,826,275,535,1729.3,446.9,1169.3,1710.8,445.7,1183.1
05115046,37,12,24,69.5,22.7,42.8,68.5,23.1,42.7
05115047,69,23,45,75.3,27.7,40.9,73.7,28.7,39.3
05115048,482,161,312,452.6,153.8,257.1,445.8,174.7,245.4
05115049,718,239,465,875.3,297.7,525.2,850.6,313.5,486.1
05115050,472,157,306,549.8,198.1,302.2,537.9,202.9,298.5
05115051,150,50,97,136.6,46.1,77.7,134.5,52.5,74.1
05115052,62,21,40,60.6,22.2,34.0,59.1,24.0,29.6
05115053,87,29,56,78.2,27.6,43.6,76.3,29.6,40.2
05115054,113,38,73,126.4,46.1,68.3,123.5,47.2,68.1
05115055,226,75,147,485.7,126.4,328.2,481.5,126.1,332.9
05115056,260,81,172,207.3,33.8,166.4,205.8,42.3,156.4
05115057,485,151,321,375.7,63.2,295.6,371.2,87.7,267.6
05115058,66,22,43,114.8,26.9,79.9,112.6,26.3,80.2
05115060,21,7,14,21.1,6.7,12.8,20.8,6.8,11.9
05115062,145,48,94,309.7,99.8,193.8,306.0,100.9,193.8
05115063,122,30,88,97.0,15.8,73.8,94.9,21.1,66.3
05115064,193,47,140,154.2,25.1,117.3,150.8,33.6,105.4
05115065,106,26,77,84.5,13.7,64.2,82.6,18.4,57.7
05115066,101,24,74,86.9,16.8,63.1,85.7,20.9,61.1
05115067,117,39,76,203.0,54.7,134.2,198.6,52.9,134.2
05115068,142,47,92,171.4,57.6,103.0,166.6,60.0,96.0
0511701,282,62,214,259.0,22.0,229.0,251.0,51.0,195.0
0511702,32,9,23,51.0,7.0,44.0,53.0,11.0,41.0
0511703,124,40,81,104.0,21.0,82.0,98.0,29.0,67.0
0511704,140,65,63,174.0,77.5,90.2,161.9,76.2,82.7
0511705,176,67,105,235.0,45.5,181.8,234.0,63.8,168.3
0511706,206,54,149,232.0,61.0,160.0,225.0,77.0,139.0
0511707,47,19,27,29.0,8.0,17.0,28.0,7.0,19.0
0511708,187,39,147,178.0,15.0,158.0,167.0,26.0,137.0
0511709,183,37,132,229.0,47.0,176.0,220.0,68.0,146.0
05117010,121,37,78,106.0,12.0,92.0,102.0,29.0,72.0
05117011,34,9,24,19.0,10.0,9.0,18.0,7.0,11.0
05117012,114,30,80,109.0,19.0,87.0,103.0,28.0,69.0
05117013,155,33,117,156.8,31.4,120.5,153.9,61.7,90.2
05117014,214,45,156,205.0,48.0,150.0,197.0,76.0,112.0
05117015,240,51,180,206.0,54.0,145.0,197.0,80.0,112.0
05117016,205,122,78,199.2,85.6,97.5,184.1,80.3,98.8
05117017,218,48,165,274.7,48.3,216.3,270.7,85.3,175.3
05117018,138,28,109,113.6,17.7,93.6,111.3,23.8,85.9
05117019,91,15,75,100.0,11.0,84.0,98.0,22.0,74.0
05117020,41,8,33,34.4,5.4,28.4,33.7,7.2,26.1
05117021,86,23,59,70.0,16.0,50.0,69.0,21.0,44.0
05117022,186,109,69,156.0,65.0,85.0,152.0,68.0,76.0
05117023,161,98,59,203.3,86.7,108.7,188.3,94.7,88.7
051191,1261,538,708,1252.0,474.0,658.0,1237.0,507.0,681.0
051192,815,304,497,747.7,322.2,372.5,738.0,328.7,372.0
051193,813,372,424,994.3,421.1,491.6,982.8,421.1,510.2
051194,3076,977,2067,3750.0,1405.7,2102.9,3745.2,1430.3,2206.8
051195,1607,578,1011,2323.4,864.0,1316.3,2299.1,855.6,1378.7
051196,387,137,240,430.0,139.0,270.0,427.0,157.0,256.0
051197,339,120,210,415.7,149.0,244.4,410.8,167.4,229.2
051198,592,271,309,851.3,341.6,464.7,843.5,354.8,456.2
051199,1361,490,856,1639.0,1012.0,536.0,1615.0,1007.0,554.0
0511910,1283,642,611,1172.0,629.0,478.0,1156.0,644.0,463.0
0511911,378,108,262,342.0,108.0,217.0,336.0,126.0,195.0
0511912,489,140,339,551.0,139.0,392.0,547.0,181.0,345.0
0511914,2101,1114,927,1843.5,1044.7,680.7,1816.6,1072.4,667.7
0511915,1256,1011,228,873.7,693.6,139.8,853.4,655.3,160.2
0511916,821,647,154,858.0,665.1,147.9,842.7,640.0,160.2
0511917,1259,928,314,1054.3,779.3,227.3,1020.9,728.7,263.6
0511918,1437,721,678,1422.0,804.0,512.0,1403.0,814.0,509.0
0511919,1151,767,361,956.5,635.3,268.3,944.4,644.6,258.3
0511920,1577,644,897,1538.0,741.0,682.0,1548.0,783.0,696.0
0511921,797,366,414,802.0,373.0,375.0,790.0,384.0,371.0
0511922,1818,883,894,1646.0,902.0,635.0,1635.0,902.0,677.0
0511923,2076,723,1312,1942.0,815.0,982.0,1939.0,822.0,1059.0
0511924,1133,385,731,1096.0,435.0,593.0,1093.0,449.0,619.0
0511925,769,280,474,713.0,280.0,383.0,711.0,306.0,378.0
0511926,1589,359,1205,1761.2,377.5,1294.2,1745.6,484.3,1180.1
0511927,1675,432,1201,1886.8,480.5,1314.1,1857.7,593.6,1187.0
0511928,1344,437,874,1456.0,443.0,923.6,1442.7,519.1,860.9
0511929,339,139,197,108.0,30.0,70.0,105.0,30.0,65.0
0511930,265,108,154,139.8,40.6,82.3,136.8,49.6,72.4
0511931,1281,405,855,1535.0,450.0,989.0,1526.0,498.0,973.0
0511932,1749,810,908,1710.0,777.0,818.0,1695.0,823.0,803.0
0511933,468,191,272,1000.2,434.4,518.7,988.2,466.4,489.6
0511934,1002,512,473,915.0,443.0,430.0,903.0,474.0,404.0
0511935,1098,365,714,1037.0,391.0,583.0,1025.0,414.0,579.0
0511936,1341,644,682,1173.2,609.4,498.1,1150.1,632.8,470.4
0511937,854,438,400,911.8,464.6,396.9,894.9,481.2,376.6
0511938,641,439,191,641.0,399.0,203.0,628.0,401.0,198.0
0511939,1995,813,1151,2669.1,1138.8,1405.4,2653.7,1205.1,1359.1
0511940,1366,523,825,1289.0,506.0,704.0,1281.0,531.0,706.0
0511941,1826,582,1209,1768.0,626.0,1027.0,1760.0,694.0,1002.0
0511942,1479,480,969,1455.0,494.0,869.0,1439.0,548.0,844.0
0511943,905,454,440,1019.9,465.2,486.6,1012.3,504.9,451.9
0511944,1922,817,1084,2032.0,884.0,1049.0,2015.0,900.0,1054.0
0511945,897,614,268,866.0,608.0,220.0,845.0,585.0,221.0
0511946,653,430,214,625.0,360.0,227.0,624.0,378.0,222.0
0511947,180,119,59,177.0,129.0,47.0,173.0,119.0,50.0
0511948,1445,1151,266,1548.0,1193.0,300.0,1506.0,1126.0,326.0
0511949,2121,656,1435,2003.0,710.0,1164.0,1988.0,750.0,1171.0
0511950,1575,493,1067,1447.0,517.0,857.0,1435.0,512.0,898.0
0511951,788,288,489,804.0,340.0,415.0,797.0,344.0,422.0
0511952,1150,1068,58,878.9,794.0,65.0,839.0,697.0,119.0
0511954,2377,1797,551,2007.0,1610.0,353.0,1978.0,1533.0,411.0
0511956,685,249,427,790.0,237.0,520.0,788.0,253.0,509.0
0511957,769,251,511,842.0,256.0,549.0,838.0,286.0,529.0
0511958,1079,393,673,1470.6,602.2,773.3,1463.0,603.0,822.0
0511959,795,221,564,907.0,240.0,614.0,915.0,257.0,631.0
0511960,2558,778,1764,3611.0,1382.8,2026.5,3618.7,1292.6,2260.8
0511961,1155,314,824,1289.0,388.0,827.0,1278.0,429.0,803.0
