GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_tot,Wh_2018_tot,His_2018_tot,BlC_2018_tot,NatC_2018_tot,AsnC_2018_tot,PacC_2018_tot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_tot,Wh_2019_tot,His_2019_tot,BlC_2019_tot,NatC_2019_tot,AsnC_2019_tot,PacC_2019_tot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap
35009000036,461,296,148,11,7,0,0,330,230,93,3,5,0,0,390,254,122,0,15,1,0,291,199,71,0,15,1,0,425,254,146,0,20,0,0,302,206,80,0,17,0,0
35009000028,912,206,667,22,20,5,0,631,166,441,11,13,4,0,1091,201,743,47,114,6,2,513,128,296,45,35,4,4,985,223,626,53,98,8,1,498,163,235,55,40,10,4
35009000035,849,700,130,1,13,4,3,668,562,91,0,10,2,3,845,592,213,18,5,6,23,635,517,89,10,1,3,23,854,616,185,22,10,6,31,667,528,101,11,4,3,31
35045000030,1471,807,262,22,405,10,0,1002,656,166,8,182,4,0,1511,991,282,27,199,51,15,1157,840,170,26,107,13,0,1584,969,295,18,284,59,16,1150,819,170,17,122,19,0
35045000109,1418,634,289,30,496,12,3,1011,526,178,18,293,9,1,1264,338,304,57,569,5,12,778,302,99,32,336,1,0,1253,351,215,30,677,6,0,838,324,86,22,401,1,0
35006000022,563,5,17,1,548,4,1,411,5,12,1,398,2,1,539,2,16,5,530,0,0,447,2,16,0,434,0,0,513,2,11,0,511,0,0,436,2,10,0,425,0,0
35006000021,811,6,37,2,790,0,0,575,6,24,1,558,0,0,702,14,23,5,675,0,0,569,12,22,0,534,0,0,697,22,15,1,667,0,0,557,22,13,0,520,0,0
35006000020,1262,12,72,1,1236,5,2,899,12,31,1,876,4,2,1344,1,39,7,1324,6,0,1009,1,31,6,965,6,0,1345,10,23,15,1327,6,0,1009,9,16,10,973,6,0
35006000004,864,530,184,10,159,3,2,664,424,136,4,110,1,2,607,387,142,36,52,18,18,486,313,99,36,27,0,0,462,214,150,60,37,27,22,436,220,118,63,10,5,0
35006000006,258,138,65,1,53,0,2,211,123,50,0,37,0,2,173,110,41,5,11,3,3,136,84,25,5,3,0,0,131,66,42,17,6,4,3,123,64,36,15,3,0,0
35006000014,1165,547,460,20,157,9,0,861,460,317,8,76,6,0,1574,492,850,16,332,24,6,1180,347,668,15,144,0,0,1494,318,979,27,286,9,7,1121,262,729,25,88,3,0
35006000017,1851,23,47,7,1809,5,1,1303,20,25,3,1272,5,1,1697,21,81,21,1638,0,5,1276,20,52,8,1194,0,3,1701,25,93,34,1617,0,4,1291,20,62,14,1201,0,3
35006000029,1163,13,28,2,1139,2,0,819,13,18,1,799,1,0,1090,7,40,16,1059,0,1,810,7,27,2,765,0,1,1090,14,52,23,1040,0,1,815,3,33,6,764,0,1
35009000041,1286,544,614,95,35,24,2,891,433,369,60,22,17,0,1322,510,699,132,20,12,0,863,401,361,73,18,12,0,1285,509,692,102,13,19,0,877,388,421,37,14,19,0
35009000021,1275,539,609,91,38,24,7,884,430,369,57,23,17,4,1135,465,451,209,13,5,0,868,346,328,188,1,2,0,1202,604,421,177,24,5,0,877,392,317,153,10,2,0
35009000009,2337,619,1477,245,67,43,3,1606,503,931,147,52,30,1,2293,579,1507,190,34,92,0,1369,501,723,85,1,57,0,2273,598,1428,177,26,150,0,1390,517,715,77,1,76,0
35009000018,1694,1228,266,120,19,77,1,1128,844,155,68,10,49,1,2452,1761,497,33,62,105,0,1686,1326,266,29,14,56,0,2332,1462,684,56,53,123,0,1561,1130,327,38,0,61,0
35009000038,745,541,118,52,8,34,1,494,374,71,29,7,23,1,756,605,104,37,10,0,0,532,441,41,37,11,0,0,607,423,108,69,8,0,0,382,291,42,39,8,0,0
35009000039,971,702,154,69,12,44,2,647,487,90,38,6,27,1,986,790,133,49,14,0,0,688,574,54,48,14,0,0,798,553,139,94,11,0,0,498,379,58,51,12,0,0
35009000010,865,646,192,16,7,9,5,662,513,132,7,6,8,1,1234,894,229,38,62,12,0,838,639,120,20,54,7,0,1200,852,266,26,46,7,2,874,663,156,13,38,6,2
35009000004,972,777,153,11,29,14,0,757,625,104,5,20,7,0,834,681,108,0,48,0,0,679,558,81,0,44,0,0,906,735,127,5,52,0,0,737,607,93,0,43,0,0
35041000006,606,405,195,0,5,0,0,425,315,106,0,4,0,0,668,482,184,0,0,0,0,385,340,48,0,0,0,0,701,501,196,7,0,7,0,406,335,62,0,0,0,0
35035000017,1283,669,472,91,30,34,11,987,567,315,63,22,27,6,1562,866,622,23,39,26,0,1178,683,427,21,23,23,0,1462,791,617,27,54,22,0,1083,624,406,24,8,21,0
35035000047,1568,814,578,112,37,45,8,1209,696,385,77,29,34,4,1995,747,1178,34,42,25,0,1296,617,608,7,42,27,0,1974,824,1086,44,0,42,0,1246,662,520,22,0,42,0
35035000059,1794,1152,275,255,35,97,30,1212,814,162,161,21,59,19,2375,1568,349,334,38,92,49,1233,939,143,90,11,34,11,2558,1634,287,498,51,61,119,1351,985,140,150,12,33,11
35035000056,1784,48,184,13,1675,2,2,1146,42,103,8,1056,0,0,1854,58,169,2,1749,2,0,1201,42,109,1,1050,0,0,1968,63,139,0,1860,2,0,1242,40,86,1,1119,0,0
35035000011,1829,47,190,18,1719,2,2,1173,46,109,8,1083,2,2,1876,63,159,2,1749,4,0,1299,53,106,3,1140,0,0,1866,49,158,2,1751,6,0,1328,40,109,3,1176,0,0
35035000022,724,427,215,48,22,20,1,551,347,146,32,16,13,1,473,254,196,14,4,10,0,426,242,168,8,0,10,0,455,227,174,46,0,9,0,429,219,158,39,0,10,0
35035000028,751,502,187,39,13,13,1,583,421,121,20,7,7,0,813,440,298,163,15,24,0,598,359,160,36,7,23,0,811,479,233,135,23,32,0,602,389,127,38,18,30,0
35035000051,1403,929,354,77,32,31,5,1088,779,232,40,22,25,4,1378,768,470,171,54,11,0,1038,690,248,82,13,8,0,1367,810,364,192,35,16,0,1082,708,221,127,18,12,0
35035000030,890,525,303,30,48,10,8,698,443,204,22,32,8,7,926,331,593,2,0,0,0,610,295,315,0,0,0,0,1315,538,741,36,0,0,0,855,455,370,35,0,0,0
35045000016,1904,27,69,2,1857,4,4,1331,22,37,1,1295,3,1,1827,45,67,0,1767,0,0,1267,46,40,0,1184,0,0,1994,156,76,0,1824,0,0,1403,129,44,0,1230,0,0
35045000018,1777,19,58,9,1742,4,1,1193,13,27,1,1172,1,1,1657,16,38,9,1634,0,0,1170,18,6,9,1136,0,0,1559,17,45,9,1534,0,0,1125,18,12,9,1085,0,0
35045000014,494,11,12,2,471,6,0,365,10,6,0,344,6,0,498,1,43,0,471,0,0,352,2,29,0,320,0,0,480,0,43,0,449,0,0,364,0,29,0,333,0,0
35045000077,945,574,256,13,111,3,0,693,449,169,6,78,2,0,1048,445,456,0,147,2,0,740,377,262,0,98,0,0,1000,448,441,0,105,5,0,705,374,262,0,66,2,0
35045000051,2121,659,863,29,619,8,5,1526,547,570,11,417,4,4,1986,612,586,0,771,6,0,1360,465,365,0,520,4,0,2222,438,902,31,850,2,0,1510,385,535,30,560,4,0
35045000011,851,21,20,9,812,7,0,635,21,14,4,603,4,0,847,14,19,10,803,19,0,617,13,10,8,594,0,0,847,20,19,8,806,15,0,627,18,10,8,601,0,0
35045000010,1003,11,26,4,985,0,2,691,11,12,2,673,0,0,1004,13,19,10,958,20,0,737,12,6,6,707,0,0,1002,16,18,7,960,12,0,744,17,6,6,719,0,0
35045000044,1646,919,440,24,282,19,4,1165,714,261,15,179,9,1,1424,703,445,25,283,1,0,924,542,167,25,216,1,1,1424,514,377,25,552,0,0,998,415,197,24,384,1,0
35045000057,1657,1292,261,8,100,7,0,1316,1071,172,5,64,5,0,1574,1241,275,0,43,6,15,1318,1043,215,0,42,6,16,1720,1212,453,5,39,0,16,1396,1033,305,4,41,0,16
35045000103,1272,853,262,12,145,6,2,933,672,160,5,91,3,1,1182,768,253,10,150,6,2,883,665,147,0,63,3,3,1137,757,217,10,153,8,0,838,651,121,0,64,4,0
35045000102,722,488,121,3,113,6,2,518,379,69,1,67,6,1,868,509,110,0,260,0,0,584,339,74,0,175,0,0,858,504,90,0,268,0,0,582,334,56,0,191,0,0
35045000090,1041,724,232,9,79,6,0,759,563,140,3,54,3,0,1357,828,429,0,91,11,23,899,635,180,0,47,9,24,1205,766,344,0,90,0,25,844,569,197,0,49,0,24
35045000017,298,0,1,0,297,0,0,233,0,1,0,232,0,0,250,0,15,2,248,0,0,166,0,5,0,161,0,0,257,2,15,2,254,0,0,177,1,7,0,167,0,0
35045000013,1411,3,23,4,1402,1,0,1003,3,15,2,993,1,0,1313,22,20,0,1287,2,0,1023,24,2,0,1000,2,0,1419,21,30,0,1390,6,0,1141,21,2,0,1113,6,0
35045000036,1077,615,264,7,197,5,5,780,472,169,6,132,3,3,1086,607,208,1,245,44,0,701,437,119,0,138,9,0,1130,611,237,11,241,49,0,758,461,150,0,134,13,0
35045000027,1146,200,325,20,620,7,0,720,158,179,9,380,5,0,1356,293,354,25,717,100,0,882,218,165,10,463,34,0,1469,265,387,40,830,77,0,941,211,194,34,484,24,0
35045000110,1870,329,529,33,1014,22,3,1179,256,296,22,621,9,0,1671,217,457,23,1198,3,0,951,158,167,0,627,4,0,1756,106,611,17,1215,4,0,961,102,223,0,635,4,0
35009000031,1734,1004,458,178,52,68,10,1099,691,267,86,31,38,4,1675,1067,308,191,14,102,0,949,668,165,75,6,35,0,1742,1043,446,153,45,94,0,1021,666,225,84,4,35,0
35037000001,227,200,24,1,6,1,0,185,168,15,0,2,1,0,189,150,30,0,4,4,0,153,128,15,0,4,1,0,220,187,26,0,1,4,0,183,167,11,0,1,1,0
35009000026,1455,391,926,120,54,13,4,1009,314,599,76,37,9,4,725,269,398,18,4,38,0,442,181,232,15,4,10,0,878,228,591,3,3,56,0,427,176,226,0,3,20,0
35045000006,552,4,1,0,548,0,0,390,4,0,0,386,0,0,527,2,2,0,526,0,0,393,2,2,0,388,0,0,532,3,2,0,527,0,0,403,2,2,0,398,0,0
35045000015,1016,10,40,0,1004,0,0,677,6,13,0,669,0,0,970,23,70,2,904,0,0,714,24,50,0,647,0,0,919,14,77,1,870,0,0,709,12,50,0,651,0,0
35045000021,1731,752,175,20,825,16,10,1186,554,96,11,535,6,2,1570,609,131,69,758,0,0,1180,516,129,0,526,0,0,1521,524,132,35,849,0,0,1174,477,110,0,587,0,0
35045000059,1212,866,178,8,172,6,4,856,650,104,6,97,4,3,1131,720,191,5,232,6,0,827,603,82,0,135,2,0,1154,721,199,9,241,6,0,828,590,82,2,151,2,0
35045000003,1407,7,11,1,1399,1,0,983,7,5,1,975,0,0,1456,12,30,1,1439,1,0,1084,14,18,1,1055,0,0,1384,10,35,1,1367,2,0,1065,8,15,1,1037,0,0
35009000015,1553,800,580,150,39,45,9,1093,633,331,99,26,30,6,2180,1172,771,159,0,34,0,1731,1080,471,158,0,23,0,1819,1063,674,0,0,38,0,1516,1016,477,0,0,23,0
35009000023,728,580,96,40,7,5,2,593,488,66,30,5,4,2,856,619,212,21,4,4,29,684,543,114,22,0,0,0,867,586,274,0,6,11,39,666,515,143,0,0,0,0
35009000034,177,139,29,3,5,0,1,135,117,13,0,3,0,1,243,206,24,0,16,0,0,154,133,8,0,15,0,0,255,198,43,0,9,0,0,177,145,24,0,10,0,0
35025000061,1997,419,1488,87,23,0,2,1294,335,891,64,12,0,2,1787,253,1390,137,22,3,2,826,184,553,86,3,0,0,1661,324,1232,98,19,0,0,835,239,535,57,6,0,0
35025000036,1939,507,1325,95,38,5,11,1298,412,818,52,26,5,8,2106,596,1412,93,73,10,2,956,392,518,32,20,0,0,2232,498,1657,73,72,0,0,1010,319,648,23,23,0,0
35025000015,1085,612,429,22,24,9,1,790,506,252,17,19,6,1,1319,490,789,0,47,0,0,719,347,352,0,20,0,0,969,435,504,0,35,0,0,522,308,191,0,20,0,0
35025000009,1101,625,440,24,26,5,0,803,513,257,15,19,4,0,996,342,639,8,17,0,0,632,311,306,0,14,0,0,858,310,534,9,14,0,0,549,275,260,0,8,0,0
35025000013,2217,909,1255,38,38,17,0,1542,730,776,19,29,14,0,2458,734,1674,50,0,0,0,1500,626,832,49,0,0,0,2202,669,1509,26,0,0,0,1279,563,691,27,0,0,0
35015000042,159,131,25,1,2,1,0,120,99,18,0,2,1,0,130,80,46,1,4,0,0,87,60,26,0,4,0,0,129,79,47,1,4,0,0,81,57,19,0,4,0,0
35025000062,644,373,248,18,15,0,0,460,306,138,9,11,0,0,620,212,412,0,0,0,0,383,178,200,0,0,0,0,560,204,346,0,0,0,0,369,187,180,0,0,0,0
35025000071,1593,780,767,29,24,2,1,1124,587,503,24,12,2,1,1768,667,1018,0,82,0,0,925,510,377,0,33,0,0,1826,731,990,0,105,0,0,876,498,322,0,50,0,0
35025000073,1335,715,581,20,27,3,1,1011,591,391,12,22,1,1,1280,472,796,0,31,0,0,736,407,325,0,14,0,0,1229,473,738,17,7,0,0,734,421,292,14,9,0,0
35025000031,2221,687,1365,152,40,8,7,1532,543,861,105,32,6,4,2546,736,1654,146,12,4,1,1524,540,865,117,10,0,0,2500,1036,1341,106,15,8,0,1371,727,552,81,12,3,0
35009000032,666,464,160,28,9,16,5,526,394,99,18,5,11,1,784,566,195,18,4,5,28,626,497,106,18,0,0,0,792,538,248,0,7,11,33,609,470,132,0,0,0,0
35061000001,774,295,422,17,44,8,0,553,234,279,9,29,6,0,638,301,295,16,20,9,0,496,233,227,15,16,1,0,632,272,322,11,31,11,5,509,231,245,8,19,2,0
35061000043,1059,403,575,30,62,14,2,762,323,381,21,41,8,2,1010,242,676,61,35,45,0,719,216,428,36,28,8,0,751,266,407,52,35,45,0,566,243,261,31,31,2,0
35061000040,840,319,457,25,49,13,2,602,257,302,17,32,7,1,1072,308,696,54,29,80,0,778,235,484,32,26,4,0,893,266,552,42,48,69,0,703,212,422,23,46,1,0
35061000042,1071,408,585,29,62,16,3,768,327,385,20,43,10,2,855,341,438,10,52,61,0,563,258,258,2,29,12,0,938,323,539,19,67,76,0,608,240,325,0,29,16,0
35061000041,1405,534,767,40,79,22,5,1007,428,505,24,57,12,3,1121,447,572,12,67,78,0,736,340,340,2,41,16,0,1224,423,706,24,90,99,0,797,318,426,0,36,22,0
35061000003,1023,353,616,6,52,16,1,791,293,454,5,39,15,1,1088,292,712,57,33,68,0,783,239,472,37,27,8,0,874,285,504,50,43,63,0,670,242,356,26,39,1,0
35061000007,1557,570,935,20,49,15,1,1162,483,645,11,35,8,1,1431,576,689,2,126,0,55,1090,558,476,3,57,0,0,1228,376,658,103,87,21,0,1012,392,558,3,69,0,0
35061000059,1664,609,998,22,50,15,1,1247,513,691,13,33,11,1,1804,654,1032,0,114,0,12,1259,556,646,1,63,0,0,1790,658,1052,23,72,9,4,1249,557,639,1,48,0,0
