GEOID20,Tot_2020_pres,D_2020_pres,R_2020_pres,Tot_2020_sen,D_2020_sen,R_2020_sen,Tot_2018_gov,D_2018_gov,R_2018_gov,Tot_2018_ag,D_2018_ag,R_2018_ag,Tot_2016_sen,D_2016_sen,R_2016_sen,Tot_2016_pres,D_2016_pres,R_2016_pres
19015015011,98,33,65,98,33,65,86,34,51,77,50,0,96,25,68,97,33,52
19015015008,65,24,38,64,23,35,54,24,32,49,37,0,62,18,42,62,21,38
19015015010,34,12,22,34,12,22,26,11,16,23,16,0,29,7,20,29,10,17
19015015014,337,135,198,337,135,192,324,154,161,286,217,0,349,115,225,351,126,206
19015015003,341,130,209,341,124,210,283,111,162,244,183,0,305,97,201,305,108,166
19169169015,467,118,333,465,139,299,365,115,230,317,195,0,429,109,307,429,109,298
19169169109,2030,1254,726,2013,1205,771,1799,1088,685,1621,1305,0,1874,893,924,1904,1099,633
19169169102,1571,1065,462,1548,999,503,1456,1028,384,1331,1063,0,1701,875,742,1782,1060,539
19169169111,2134,1430,641,2115,1403,662,1724,1104,574,1593,1280,0,1830,918,838,1891,1095,604
19169169103,1555,965,522,1531,947,511,1184,742,379,1088,810,0,1476,725,648,1520,832,457
19169169002,1197,500,674,1191,494,665,992,471,492,886,614,0,1091,344,701,1100,430,573
19169169003,2045,915,1079,2034,877,1096,1701,766,898,1497,1116,0,1929,621,1242,1949,772,1004
19169169019,2463,1063,1319,2445,1043,1321,1768,783,932,1535,1078,0,1868,595,1183,1912,734,946
19177177020,473,107,360,463,134,310,363,124,227,297,225,0,431,105,304,448,121,303
19121121011,166,51,115,163,51,111,129,38,86,111,78,0,151,33,104,152,34,104
19121121013,386,112,259,380,112,251,309,100,206,267,182,0,346,79,243,352,89,236
19121121009,317,95,216,319,95,210,252,84,166,215,148,0,278,61,197,279,71,188
19121121010,2922,1110,1771,2880,1115,1678,2286,999,1266,2024,1501,0,2577,743,1703,2598,943,1486
19027027004,144,40,104,139,44,95,107,32,76,83,78,0,125,27,83,125,32,83
19027027008,257,69,179,253,74,165,204,63,133,160,137,0,232,49,160,235,58,156
19027027005,169,53,116,165,57,106,138,43,94,106,97,0,158,34,106,158,41,105
19027027009,96,29,67,98,32,63,80,24,54,67,56,0,94,22,67,94,24,65
19027027002,226,47,178,227,53,169,166,50,115,130,115,0,188,32,157,197,50,150
19027027001,121,25,96,124,26,96,92,27,61,67,60,0,101,13,86,106,27,82
19027027003,291,60,224,289,67,212,213,66,150,171,148,0,249,42,203,254,66,188
19027027019,694,210,474,691,203,458,556,193,350,468,386,0,637,149,458,637,192,414
19027027018,98,30,68,91,27,64,83,27,49,63,58,0,95,19,63,95,27,60
19015015015,6826,3075,3609,6772,3078,3428,5364,2787,2471,4841,3697,0,6337,2320,3692,6433,2691,3118
19169169108,1709,1137,537,1695,1085,557,1497,976,493,1376,1125,0,1620,823,732,1652,958,515
19169169105,1923,1245,625,1904,1203,659,1713,1121,556,1567,1255,0,1851,971,801,1873,1135,552
19169169013,3667,1846,1710,3639,1848,1622,2929,1602,1233,2671,2053,0,3388,1283,1894,3438,1574,1521
19169169009,2410,1137,1208,2405,1074,1280,2046,904,1102,1796,1271,0,2118,738,1308,2140,850,1039
19169169110,2623,1562,998,2613,1490,1090,2115,1209,884,1912,1532,0,2130,945,1129,2167,1170,811
19099099019,1080,137,929,1075,147,910,869,133,737,713,444,0,1014,109,882,1018,118,853
19099099020,301,36,264,301,40,258,241,35,203,196,123,0,284,28,244,284,28,233
19069069019,123,27,96,121,28,92,99,24,77,85,62,0,119,15,98,119,24,84
19069069021,181,42,139,180,46,132,139,30,98,105,83,0,158,23,135,157,33,104
19069069020,26,6,19,27,6,18,21,5,16,18,14,0,24,4,19,24,5,17
19069069007,300,78,218,298,78,213,255,83,170,209,161,0,304,64,223,306,77,213
19069069010,240,67,166,243,63,171,201,54,140,168,129,0,224,40,175,224,56,158
19069069009,114,31,83,113,30,83,106,26,68,85,63,0,111,15,85,111,27,79
19003003012,154,43,109,155,42,108,138,38,88,118,97,0,166,31,114,171,41,103
19003003011,133,36,92,129,36,91,107,26,69,78,69,0,120,22,95,121,30,78
19003003008,861,264,574,863,263,559,683,232,430,590,495,0,811,194,573,832,242,511
19003003007,133,43,89,131,42,86,102,33,64,87,72,0,117,26,83,119,33,73
19177177011,820,240,567,807,264,521,665,218,436,546,398,0,732,189,513,734,218,495
19177177017,123,37,86,119,40,79,97,31,63,80,60,0,107,25,76,107,31,70
19177177018,88,23,65,88,28,60,70,23,46,58,45,0,79,18,57,79,23,52
19177177006,251,49,196,252,70,177,190,46,144,153,113,0,229,39,184,230,45,180
19177177004,201,41,160,198,52,144,157,35,120,126,97,0,187,28,153,188,35,151
19177177005,134,25,105,130,34,93,110,27,81,87,65,0,131,20,107,132,26,105
19177177007,88,17,71,84,19,63,70,14,47,55,45,0,93,9,76,98,11,75
19177177008,133,22,106,132,31,92,86,21,61,71,55,0,118,14,99,120,18,91
19177177015,120,23,93,116,25,88,86,18,64,76,61,0,119,17,88,121,27,84
19177177016,104,23,81,107,25,79,77,17,56,70,53,0,112,17,78,114,27,76
19185185002,127,33,94,127,36,89,102,33,65,76,63,0,112,21,76,112,30,76
19185185003,125,32,93,127,37,89,95,28,62,76,62,0,107,21,76,108,26,74
19185185001,346,90,245,343,95,235,276,93,178,230,175,0,319,70,230,321,82,220
19185185009,82,21,61,82,23,59,62,18,42,51,42,0,72,13,51,72,16,51
19185185010,69,14,55,71,16,53,47,12,35,40,29,0,62,12,46,62,12,45
19185185012,76,13,63,74,14,60,60,9,45,53,40,0,82,9,59,82,9,58
19185185017,133,23,108,128,28,96,102,22,76,88,70,0,146,21,101,146,22,100
19185185016,36,7,29,35,7,26,25,4,19,21,16,0,32,4,25,32,4,24
19185185011,329,70,254,330,76,239,234,55,164,197,147,0,295,55,231,295,55,225
19185185018,41,9,32,38,9,29,30,5,23,27,19,0,40,5,30,40,5,29
19185185015,36,7,29,35,7,28,27,5,19,23,16,0,37,4,27,37,4,26
19187187036,781,353,421,761,363,358,582,295,267,531,437,0,766,312,410,801,374,364
19187187035,732,347,371,725,365,331,577,348,215,537,460,0,693,292,362,723,347,323
19003003010,20,6,14,20,6,14,17,4,10,12,11,0,19,4,12,19,4,11
19003003009,68,18,50,71,21,49,60,18,40,44,41,0,67,10,52,67,18,44
19003003006,228,52,169,231,53,165,176,49,123,154,122,0,209,46,158,217,53,150
19003003002,77,21,55,77,21,55,64,17,45,49,44,0,73,14,60,74,17,49
19003003003,84,22,61,86,23,61,72,21,52,57,51,0,84,14,67,86,21,57
19003003001,43,10,33,43,11,32,38,12,27,28,27,0,43,6,38,43,12,28
19003003004,96,23,73,97,24,73,79,22,56,60,53,0,86,13,74,87,22,63
19075075016,626,192,416,624,195,410,480,163,310,402,310,0,580,130,434,580,167,375
19075075014,225,71,154,220,71,148,189,61,122,146,122,0,223,48,170,223,61,141
19075075017,121,38,83,120,38,82,110,34,70,86,70,0,127,27,96,127,35,84
19015015013,1124,415,687,1112,417,653,888,398,479,796,584,0,1089,361,682,1103,396,612
19027027010,5345,1893,3373,5250,1933,3146,4346,1731,2533,3616,2992,0,4998,1466,3339,5092,1829,2967
19027027011,268,96,172,264,103,160,211,91,129,183,153,0,240,66,165,242,92,148
19169169017,276,111,159,274,110,159,228,111,113,204,153,0,266,78,162,275,97,145
19169169023,524,203,299,523,203,299,400,193,196,365,265,0,460,137,285,466,168,247
19169169011,260,111,139,259,106,148,231,91,131,196,142,0,256,75,166,260,93,142
19099099010,232,84,148,228,86,138,187,88,107,171,129,0,219,67,140,221,87,125
19099099008,954,342,592,947,348,559,780,350,421,714,529,0,914,289,590,924,345,512
19099099009,101,37,63,99,37,58,83,37,45,76,57,0,99,33,62,99,37,54
19069069001,83,17,66,79,18,61,71,16,45,54,38,0,85,9,71,85,16,55
19069069011,106,21,83,107,23,81,88,20,62,69,49,0,104,17,88,105,19,72
19069069012,93,17,71,95,18,68,64,18,45,54,36,0,81,13,63,82,16,60
19187187038,1462,511,934,1446,536,881,1208,501,690,1049,806,0,1397,339,1015,1414,433,892
19187187008,240,77,162,236,81,143,182,71,108,175,137,0,235,71,152,236,95,151
19187187001,194,44,150,193,43,149,172,44,115,153,110,0,204,33,153,205,44,147
19087087014,442,105,333,425,117,291,340,112,217,264,192,0,409,85,302,414,99,299
19087087013,277,59,212,271,71,188,210,67,138,168,124,0,253,53,192,259,61,188
19087087015,111,27,81,105,28,70,83,27,51,65,48,0,99,22,73,103,23,72
19111111001,122,33,89,131,47,83,102,38,61,88,65,0,113,38,77,120,38,77
19087087005,188,59,129,183,59,122,122,54,79,111,91,0,173,38,122,173,51,117
19087087004,735,225,492,728,226,454,483,197,295,422,332,0,650,147,479,653,178,438
19087087003,322,93,224,316,97,207,228,78,152,190,145,0,295,67,218,303,80,196
19187187013,195,46,148,193,48,142,156,48,105,131,94,0,182,30,129,182,38,125
19099099003,177,61,116,172,66,106,145,72,79,130,95,0,166,49,106,166,51,96
19099099002,971,334,622,962,368,556,735,334,402,646,490,0,862,272,547,866,294,503
19099099004,138,45,93,139,51,87,113,54,67,104,78,0,135,36,85,135,38,79
19187187037,1001,441,545,989,453,512,806,393,403,701,570,0,959,329,598,969,402,509
19121121004,438,141,294,438,142,288,347,118,221,306,191,0,357,82,259,362,113,229
19121121005,630,196,421,626,194,417,479,158,303,412,262,0,490,120,356,495,149,316
19121121003,886,287,574,885,282,569,660,226,418,586,418,0,762,189,539,783,235,464
19121121001,203,67,135,203,65,135,164,53,107,147,107,0,197,48,135,201,53,115
19121121002,207,66,140,207,64,138,167,48,107,148,107,0,200,43,137,202,52,122
19087087001,743,200,532,736,215,490,557,183,379,465,340,0,709,169,518,728,200,479
19087087002,15,4,11,13,4,9,11,4,9,9,7,0,15,4,11,15,4,10
19121121016,557,127,407,549,140,379,407,113,287,351,239,0,494,110,356,498,121,341
19121121017,238,56,175,232,60,165,198,57,137,171,110,0,238,52,171,239,57,167
19027027012,406,85,318,397,97,292,304,75,220,244,208,0,351,75,269,360,71,272
19169169101,1785,1063,634,1761,1016,673,1264,753,475,1146,864,0,1592,699,785,1638,829,580
19169169006,113,24,85,113,27,81,102,30,67,87,67,0,137,24,104,137,32,100
19117117007,2099,645,1421,2054,652,1329,1490,543,918,1311,978,0,1911,526,1306,1941,634,1194
19115115005,486,150,329,483,156,301,315,115,186,262,164,0,443,126,298,452,133,282
19115115007,394,117,269,385,124,240,263,93,157,219,140,0,374,105,248,380,115,236
19115115006,174,54,119,168,57,104,112,42,66,87,60,0,160,48,101,160,48,98
19115115004,345,111,221,342,117,211,225,86,142,190,129,0,285,75,193,288,91,180
19115115013,97,32,65,97,33,63,67,27,45,58,42,0,89,22,59,89,28,57
19115115001,97,29,67,101,33,65,82,29,53,71,48,0,103,23,71,103,33,68
19115115003,1191,507,659,1177,516,613,878,408,451,748,571,0,1082,415,615,1102,484,553
19115115002,141,46,89,139,48,85,99,36,62,83,58,0,127,33,85,128,40,80
19115115010,1388,413,952,1361,426,895,1060,372,631,819,563,0,1324,329,938,1340,398,874
19115115008,128,38,89,129,40,82,104,37,63,82,56,0,130,31,91,130,39,88
19115115009,164,51,112,163,51,108,116,40,69,90,61,0,143,33,98,143,40,95
19107107020,160,34,124,161,41,117,112,27,83,96,67,0,146,27,111,147,27,111
19107107022,399,87,305,391,98,283,275,68,201,228,159,0,356,68,270,357,68,271
19107107021,102,19,83,103,26,77,76,15,56,64,48,0,100,15,74,100,15,75
19107107019,253,49,203,249,57,186,183,44,134,146,110,0,229,53,177,232,57,171
19107107013,102,22,77,99,23,74,83,21,58,63,46,0,92,17,70,94,20,66
19107107009,157,31,126,156,35,120,130,31,90,97,81,0,141,19,102,148,31,101
19107107010,168,31,135,167,35,129,128,31,91,97,77,0,143,24,106,148,30,105
19107107014,1051,356,667,1033,359,629,818,318,483,659,517,0,963,219,711,973,301,636
19107107018,446,99,340,442,104,328,339,84,250,270,178,0,415,71,329,413,99,293
19107107017,109,32,77,108,32,75,99,32,63,75,62,0,109,24,81,113,34,73
19107107011,389,112,270,382,120,249,297,108,167,242,170,0,395,91,273,405,110,262
19079079017,308,83,210,306,78,204,227,58,164,199,129,0,269,42,215,274,77,178
19079079006,87,23,64,86,23,63,68,17,52,65,40,0,84,8,66,85,23,53
19079079018,153,41,112,150,40,109,124,30,91,109,74,0,151,20,114,151,39,96
19079079016,139,40,99,136,39,97,109,25,78,100,63,0,127,18,103,127,33,82
19079079019,292,101,187,290,103,180,249,89,150,220,150,0,292,74,217,295,91,185
19079079020,131,40,91,137,45,90,110,40,68,105,71,0,129,27,105,129,40,89
19079079013,106,31,75,106,34,72,84,27,53,81,56,0,99,20,81,99,27,67
19079079023,397,113,271,393,117,256,312,106,201,283,212,0,366,84,282,371,108,242
19079079022,137,39,98,134,42,92,119,42,71,109,77,0,136,25,109,137,42,89
19079079012,139,40,99,134,42,92,118,38,75,108,80,0,138,32,107,139,38,93
19079079021,243,69,161,241,70,155,202,69,129,181,135,0,236,52,180,238,69,156
19187187026,65,19,46,66,21,42,54,16,34,46,31,0,62,16,44,63,20,43
19153153355,3690,1978,1642,3649,1854,1714,2840,1432,1361,2497,1901,0,2964,1075,1781,3004,1365,1366
19153153003,616,192,410,611,190,409,515,152,351,423,269,0,566,140,411,568,173,369
19153153361,5055,2465,2490,5005,2374,2507,3513,1688,1767,3060,2243,0,3770,1264,2387,3840,1648,1895
19153153351,2300,1200,1048,2277,1154,1054,1923,997,884,1693,1298,0,2145,819,1237,2170,986,984
19153153239,1800,1408,353,1787,1380,372,1629,1298,310,1552,1352,0,1647,1082,504,1668,1211,324
19153153025,8514,4094,4211,8441,3974,4240,5913,2778,2982,5238,3897,0,6359,2010,4036,6466,2598,3279
19169169012,481,176,297,476,176,288,424,171,244,370,251,0,452,151,285,452,165,248
19175175011,101,27,73,103,25,78,89,16,63,76,50,0,99,16,78,99,16,66
19175175012,37,10,25,37,9,26,31,6,20,28,17,0,34,6,28,34,6,21
19175175013,133,36,94,132,34,96,100,23,77,91,62,0,120,23,91,118,24,83
19081081014,417,95,311,405,114,268,297,81,195,248,171,0,360,80,255,360,89,236
19081081013,110,23,87,110,31,77,92,20,59,72,54,0,110,20,72,110,30,70
19081081007,1782,531,1219,1753,586,1115,1378,442,898,1136,868,0,1669,399,1202,1692,488,1101
19081081015,106,29,77,101,37,63,77,24,48,64,48,0,95,24,64,95,28,63
19081081017,87,23,59,88,28,49,68,22,41,55,43,0,85,21,55,85,26,53
19027027013,149,35,114,145,36,108,125,37,82,106,81,0,131,23,106,132,38,102
19027027014,232,54,174,232,59,164,196,53,137,163,134,0,216,48,163,219,58,158
19027027015,143,34,106,144,37,99,106,31,74,89,73,0,119,25,89,121,33,87
19027027022,987,285,689,967,299,635,754,257,483,616,504,0,877,249,605,886,264,570
19059059011,3380,1173,2156,3363,1216,2073,2496,964,1472,2014,1516,0,2905,727,2060,2936,910,1860
19059059004,226,78,148,221,69,150,209,72,135,159,126,0,238,66,170,238,81,146
19059059009,925,287,630,917,287,615,770,237,521,595,434,0,866,185,666,874,241,594
19059059012,292,95,188,289,105,173,237,77,144,186,150,0,296,68,214,300,85,199
19187187002,260,60,196,265,60,196,210,58,145,187,137,0,246,40,187,248,52,177
19187187018,254,79,169,256,86,157,210,73,131,181,121,0,244,64,166,251,80,161
19187187015,70,22,48,69,23,44,61,19,40,52,35,0,71,17,48,72,23,47
19187187016,47,13,34,45,15,29,39,11,25,35,23,0,45,11,30,46,11,30
19187187027,19,6,13,17,6,11,14,4,8,11,8,0,15,4,11,15,4,11
19187187017,10,3,7,9,3,6,8,3,5,7,5,0,10,3,7,10,3,7
19087087007,273,74,195,271,84,177,208,69,138,160,123,0,248,55,191,256,61,173
19087087008,520,151,362,513,161,331,397,133,259,306,230,0,482,107,366,491,124,330
19087087006,201,57,144,196,65,128,139,46,87,108,81,0,172,37,132,173,44,115
19087087012,480,159,308,467,169,273,363,158,188,291,223,0,442,123,287,453,145,273
19087087011,1368,454,878,1346,495,781,1012,432,526,831,625,0,1229,350,805,1263,402,769
19079079015,710,247,444,705,252,422,527,193,315,455,315,0,616,157,444,621,203,383
19079079014,141,48,93,139,49,90,111,36,68,97,68,0,129,33,97,131,38,85
19153153051,6495,3638,2758,6458,3391,2935,5704,2980,2665,5034,3916,0,6287,2441,3669,6347,3091,2832
19153153339,1919,1080,802,1912,1051,818,1663,957,680,1495,1171,0,1834,765,1002,1858,913,779
19153153341,1873,953,896,1861,881,955,1582,729,836,1356,1058,0,1691,565,1084,1704,755,835
19153153310,1657,1060,555,1652,1027,573,1621,1024,572,1499,1193,0,1614,772,759,1630,927,581
19153153309,1258,761,468,1244,721,489,831,502,314,745,583,0,1169,505,620,1193,639,451
19081081001,227,60,164,226,72,145,172,43,116,147,109,0,190,30,146,190,43,128
19081081016,79,17,62,77,17,60,68,13,52,56,40,0,76,9,56,78,13,56
19081081018,422,111,306,418,111,294,332,87,248,280,182,0,397,74,299,405,96,289
19081081009,1193,300,871,1178,337,801,922,250,650,738,545,0,1130,247,813,1138,269,807
19081081012,101,24,77,99,29,70,85,22,59,63,50,0,99,22,66,99,22,66
19081081010,116,30,86,107,31,75,89,24,66,73,54,0,107,23,75,107,24,75
19003003014,107,20,87,103,20,83,78,15,63,70,56,0,99,12,75,101,15,74
19003003013,82,16,66,80,16,64,60,8,48,53,45,0,70,6,59,70,8,58
19003003005,74,16,58,73,16,57,59,10,41,43,37,0,67,10,55,67,10,55
19003003015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19117117008,231,64,164,223,60,152,236,66,167,203,145,0,272,56,211,274,62,203
19117117011,120,32,88,117,33,82,103,30,76,94,69,0,124,25,95,126,27,94
19117117005,127,30,91,123,33,84,108,36,71,89,66,0,123,29,89,126,32,87
19117117013,87,22,65,86,23,61,73,23,50,60,45,0,83,17,60,84,19,59
19117117014,289,72,215,287,73,201,224,79,149,183,132,0,261,60,182,265,70,180
19029029018,700,180,509,697,183,501,551,145,396,430,312,0,647,112,522,655,145,514
19029029017,176,43,131,177,43,130,134,36,101,109,78,0,161,25,130,165,37,129
19029029013,101,28,73,104,37,67,85,26,49,70,58,0,90,17,71,90,24,62
19029029014,211,61,146,204,70,125,173,61,103,146,115,0,189,37,150,190,53,123
19029029004,635,188,424,626,199,393,507,187,307,413,336,0,613,147,431,626,207,391
19029029005,87,27,60,86,30,55,67,25,42,53,44,0,78,14,53,78,27,50
19029029003,90,29,61,90,30,59,71,22,45,52,45,0,79,15,70,80,22,52
19029029006,168,52,115,165,56,108,148,46,91,115,91,0,171,36,137,174,50,115
19177177012,122,25,96,125,28,95,88,16,66,71,56,0,107,16,86,106,16,77
19177177001,331,66,259,330,72,251,262,51,192,205,162,0,313,48,255,311,51,229
19177177013,139,27,111,133,39,88,92,22,70,79,48,0,111,22,89,111,20,92
19177177014,147,28,119,151,44,102,122,24,85,97,70,0,141,23,119,141,23,122
19075075008,350,76,264,345,70,262,254,59,197,191,129,0,296,30,254,295,43,230
19075075002,166,37,129,165,34,131,135,27,103,101,69,0,158,17,131,159,25,119
19075075003,352,106,245,349,94,247,287,89,196,222,157,0,333,59,265,332,85,231
19075075007,141,44,97,137,40,97,123,39,83,95,71,0,143,25,116,143,38,97
19075075010,140,39,101,143,37,106,110,29,74,92,67,0,135,17,108,135,31,92
19075075011,1719,591,1084,1709,584,1072,1312,481,806,1091,866,0,1628,373,1159,1637,489,1003
19075075012,176,52,124,178,54,124,136,41,93,108,84,0,165,30,131,164,41,108
19121121018,179,44,135,179,46,129,129,35,101,107,73,0,159,33,123,160,34,122
19121121019,174,39,131,168,43,122,129,28,98,100,76,0,149,27,121,151,27,121
19121121012,142,33,109,140,36,100,106,21,75,78,61,0,124,19,100,124,21,99
19015015001,188,65,122,187,71,111,163,77,92,152,112,0,186,51,120,186,58,114
19015015002,199,67,122,201,74,114,159,74,89,144,112,0,184,54,121,185,61,113
19015015004,266,103,162,260,95,163,226,90,129,187,145,0,235,78,155,235,86,133
19015015005,544,200,327,538,192,327,425,166,247,361,274,0,449,142,300,449,155,253
19015015006,516,203,283,499,210,259,410,205,194,353,273,0,466,168,271,470,179,246
19169169014,673,217,439,668,232,407,563,209,334,499,337,0,649,162,462,665,209,399
19169169008,348,145,194,348,143,194,294,120,180,265,175,0,330,112,218,335,132,174
19169169016,907,302,588,901,320,534,685,302,374,628,445,0,809,226,531,816,251,507
19117117006,306,76,227,299,77,217,255,74,180,208,145,0,283,63,214,287,74,201
19117117012,207,51,156,203,51,152,161,46,113,137,95,0,180,40,137,183,46,130
19185185008,818,208,590,805,220,557,593,190,400,505,390,0,752,169,550,749,194,499
19185185006,106,27,79,98,27,71,76,25,53,65,50,0,95,23,72,95,25,65
19185185007,88,21,67,85,23,62,64,19,48,57,45,0,85,18,63,85,19,57
19169169106,1613,1220,354,1590,1170,378,1646,1232,361,1512,1273,0,2004,1115,766,2100,1310,523
19169169120,1764,1161,558,1762,1107,617,1566,985,551,1412,1142,0,1693,862,776,1727,1019,532
19169169115,1601,1120,428,1592,1081,471,1398,974,385,1292,1067,0,1527,870,580,1556,1018,385
19169169119,1449,1042,364,1433,1015,372,1293,941,309,1183,963,0,1529,816,629,1614,964,419
19075075009,608,114,476,607,112,474,482,90,377,382,279,0,570,71,478,570,90,448
19075075001,165,32,133,162,31,130,126,24,93,94,72,0,145,18,123,145,24,115
19037037001,228,68,160,224,82,138,162,58,97,142,120,0,198,43,141,198,59,124
19037037002,406,130,262,406,149,236,311,131,172,279,232,0,407,118,274,408,132,251
19037037016,502,156,339,502,161,322,413,147,258,347,267,0,503,132,349,506,149,325
19037037015,186,56,130,187,57,127,149,50,91,124,94,0,179,46,124,179,50,119
19037037014,192,60,129,180,58,118,154,53,92,124,99,0,183,46,124,185,53,117
19037037007,376,95,276,377,105,257,301,89,200,270,206,0,347,74,254,347,86,212
19037037003,273,76,192,272,80,184,209,68,136,185,139,0,265,67,190,265,73,175
19037037006,421,145,269,420,157,250,365,154,209,330,267,0,391,120,255,392,129,230
19037037004,224,68,155,222,71,149,183,63,116,157,126,0,226,57,156,226,60,143
19037037013,178,52,124,171,51,118,142,35,99,115,95,0,159,32,115,159,42,108
19037037008,228,65,161,230,65,156,190,50,131,152,125,0,209,42,152,213,54,148
19037037010,1926,781,1116,1907,801,1041,1551,738,780,1429,1186,0,1896,734,1090,1909,831,958
19029029015,70,17,53,69,15,53,64,12,43,46,36,0,76,10,65,76,12,64
19029029016,64,16,48,64,15,49,50,10,37,38,30,0,60,10,50,60,10,49
19181181003,112,42,68,110,41,66,94,39,54,82,58,0,94,28,68,96,33,57
19181181002,384,146,230,375,142,224,279,116,157,239,170,0,282,76,197,288,97,168
19181181013,1200,397,774,1184,398,751,880,337,521,773,547,0,1030,280,706,1040,318,641
19181181014,3,1,2,3,1,2,3,1,2,3,2,0,4,1,3,4,1,2
19197197005,1234,441,766,1215,440,730,1014,418,571,868,672,0,1171,364,756,1189,431,691
19197197006,179,65,113,174,64,109,153,59,87,122,97,0,174,53,109,176,59,102
19197197003,108,39,69,105,39,66,82,30,51,72,55,0,95,29,65,99,30,60
19197197004,165,62,102,160,62,96,134,54,77,111,87,0,158,46,99,161,56,95
19177177009,157,39,116,158,49,104,105,30,68,77,57,0,120,31,84,121,31,78
19177177010,69,15,54,74,22,51,66,16,45,51,36,0,73,18,51,73,18,51
19177177019,291,68,214,285,89,186,258,73,171,199,147,0,301,77,215,304,79,202
19153153211,1530,1039,465,1518,1005,464,1286,896,360,1195,993,0,1505,783,633,1524,927,463
19153153331,1725,924,758,1703,918,741,1354,727,593,1210,938,0,1621,676,870,1650,810,705
19153153336,1720,1041,645,1695,1001,652,1511,919,559,1357,1089,0,1730,826,842,1743,961,656
19153153052,3298,2111,1116,3279,2050,1140,2918,1897,970,2689,2192,0,3168,1561,1483,3185,1813,1085
19153153333,1792,1042,708,1780,1012,710,1506,858,608,1346,1050,0,1746,772,908,1766,911,702
