GEOID20,Tot_2016_pres,D_2016_pres,R_2016_pres,Tot_2018_gov,D_2018_gov,R_2018_gov,Tot_2018_sen,D_2018_sen,R_2018_sen,Tot_2020_sen,D_2020_sen,R_2020_sen,Tot_2020_pres,D_2020_pres,R_2020_pres
2301919868,153,70,70,130,63,62,131,10,54,157,55,93,158,71,84
2301959950,727,186,485,520,160,332,540,28,301,749,163,545,748,232,506
2301901115,466,154,274,365,134,215,365,13,170,479,119,334,479,171,294
2301937075,70,16,53,48,7,39,49,1,35,67,2,61,67,8,59
2301957045,216,37,165,175,49,118,174,6,104,222,37,169,225,56,165
2301922710,74,26,47,67,24,41,67,2,35,106,22,74,105,36,66
2301938705,1558,428,1027,1176,360,755,1149,70,689,1665,348,1237,1673,482,1152
2301938530,519,138,359,397,116,260,389,15,230,508,105,375,511,142,351
2301921030,923,375,494,770,364,367,772,49,318,953,300,603,955,373,566
2301923865,639,200,386,524,177,323,530,29,290,726,185,515,729,218,496
23005053860,2588,1506,924,2412,1371,938,2427,257,706,3002,1507,1306,2984,1882,1020
23005007170,2946,1234,1477,2576,1164,1225,2576,251,1050,3281,1362,1735,3292,1674,1532
2301947560,100,23,71,90,31,43,90,7,40,122,24,91,122,39,81
23031004720,3920,1552,2090,3006,1302,1518,3045,439,1276,4381,1669,2454,4399,2020,2234
23031050325,2829,1175,1422,2272,987,1148,2295,270,964,3124,1183,1784,3132,1481,1561
23031033665,2574,1024,1332,2239,817,1312,2248,155,947,2929,1000,1758,2914,1282,1539
23031039405,2045,703,1197,1639,565,989,1643,147,774,2315,683,1473,2312,865,1360
23005605413,843,705,107,733,606,109,737,148,68,1949,1610,186,1925,1763,133
23005821054,1746,997,590,1477,914,485,1486,270,349,2277,1209,888,2285,1489,727
23005719901,3261,2440,674,2853,2151,580,2855,437,418,2988,1904,801,3077,2436,560
23005073670,5419,2162,2879,4603,1829,2531,4582,415,1940,6112,2233,3550,6099,2850,3085
23005821055,2304,1238,940,2075,1138,839,2059,245,580,1979,1050,773,1983,1293,636
2300765655,91,45,40,87,46,40,88,14,26,104,50,49,103,66,36
2300758445,530,195,290,429,196,209,438,39,174,548,171,340,553,214,322
2300782235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302569505,592,235,317,475,226,231,483,44,225,535,135,307,536,210,312
2300947630,1397,925,390,1285,886,348,1285,156,278,1513,898,507,1500,1077,382
2300977415,858,401,397,755,366,339,768,96,293,995,384,534,993,514,452
2300972865,1103,652,401,969,597,328,968,124,289,1136,591,450,1146,736,382
23011061700,987,430,476,820,386,375,806,67,306,1043,383,601,1035,472,534
23011027085,3066,1458,1364,2584,1370,1037,2591,246,875,3303,1405,1684,3301,1712,1474
23011000590,1121,325,702,917,292,558,922,63,482,1199,284,844,1204,382,789
23011078190,23,7,15,20,7,12,19,1,10,21,5,15,21,7,14
2301372585,895,449,384,755,415,304,734,91,224,1003,474,474,1003,580,404
2301326805,744,273,426,636,270,338,643,47,303,805,244,526,803,312,478
23005719905,2474,1533,784,1992,1293,586,2006,394,461,3837,2530,1012,3803,2883,830
2302505000,526,193,303,430,181,222,435,38,185,580,135,391,583,217,350
2302531355,474,155,294,380,123,229,376,21,200,483,116,337,490,153,327
2302573845,342,123,182,285,131,132,289,19,125,380,97,240,383,138,238
2302559705,49,11,33,41,17,21,41,0,20,54,5,42,53,12,40
2300905700,1788,1097,561,1631,1043,504,1634,202,438,1992,1096,754,1994,1324,626
2302547140,115,15,94,85,15,66,83,2,58,122,10,107,124,13,107
2302549205,430,154,226,364,161,173,370,32,156,489,146,292,484,187,267
2302509935,1122,365,648,831,307,472,841,71,410,1158,299,760,1161,388,751
2300955505,1383,628,652,1158,558,516,1156,116,451,1435,543,793,1433,698,695
23027037585,447,132,282,369,125,220,377,34,193,482,112,323,480,149,316
23011080880,807,428,322,717,388,290,719,56,237,879,408,411,875,511,344
2302916410,275,72,183,213,60,134,214,12,114,342,56,263,341,80,253
23011024670,1680,780,763,1409,680,631,1410,100,516,1758,721,919,1751,913,770
23011021003,2319,1043,1090,1861,874,873,1862,131,732,2768,1129,1395,2693,1346,1244
2301506855,497,284,194,451,269,159,453,39,133,569,300,225,567,371,185
23027046475,546,249,247,515,281,213,510,68,182,608,235,291,606,311,267
2301549660,1152,553,519,1035,512,471,1037,91,376,1325,596,655,1319,737,560
23027039755,1528,891,511,1375,838,471,1393,160,387,1667,875,668,1666,1070,552
23027061210,406,158,224,318,132,170,320,18,138,429,138,256,426,172,243
2302913820,294,83,190,240,88,139,239,14,130,335,86,235,337,120,205
2302958165,461,172,267,396,178,193,396,37,160,475,154,302,473,208,259
23027039505,816,368,390,614,327,256,621,59,238,806,319,424,800,406,377
23027009270,669,215,405,506,212,276,514,34,252,644,192,405,648,237,390
23027056450,863,311,468,761,284,433,763,47,342,951,293,593,944,385,538
2302943640,307,102,185,242,105,132,241,16,114,318,61,239,318,103,209
2302913610,10,2,8,8,2,6,10,0,6,8,2,6,8,2,6
2302976895,107,18,84,89,15,67,87,2,53,107,14,86,108,21,87
2302957090,244,163,47,145,82,29,154,41,15,235,156,65,237,198,35
2302903810,33,10,21,29,10,19,29,0,19,46,7,35,45,11,32
23011078745,2414,912,1338,2078,836,1103,2011,143,925,2567,843,1578,2569,1087,1397
23011021002,2157,1137,854,1847,1055,686,1882,167,581,2050,941,988,2094,1209,823
23027026420,427,173,209,374,167,178,374,38,156,467,170,248,472,203,237
23027007870,568,209,299,492,205,272,495,51,228,597,193,357,597,249,318
23011046405,2357,872,1273,2024,821,1043,2030,127,909,2591,869,1567,2595,1091,1400
2300325755,2123,994,999,1650,808,741,1631,156,459,2274,817,1344,2281,1080,1144
2301774685,214,98,98,192,114,71,188,22,52,255,105,133,254,127,121
2301709550,89,29,52,84,27,50,83,7,48,92,26,62,92,31,58
2301938005,59,18,32,54,17,30,56,1,29,68,22,41,69,29,38
2301704825,1622,841,661,1395,743,549,1416,113,456,1785,800,882,1787,985,729
23031646751,1600,841,671,1342,703,560,1349,118,422,1716,862,747,1719,1060,605
2302914100,93,33,55,91,33,54,88,6,48,97,24,69,96,33,60
2302985290,109,41,56,88,39,40,89,12,37,130,42,80,131,56,70
2302961035,429,103,286,302,94,185,299,14,163,415,81,312,415,104,301
2302903670,279,114,141,213,83,125,212,17,103,294,92,194,294,99,191
23001040770,1443,555,729,1054,495,467,1070,117,410,1402,464,841,1401,546,811
2302945600,672,268,362,510,241,241,508,41,198,731,254,436,736,330,392
23001387402,3080,1332,1521,2584,1103,1299,2598,204,1050,3064,1160,1743,3079,1496,1489
2301708710,1076,374,620,904,260,421,905,73,415,1097,349,697,1105,441,638
2301760405,800,272,463,658,229,383,651,66,298,879,257,548,880,332,522
2301729710,460,215,211,393,181,183,399,51,147,535,218,282,537,281,243
2301731670,640,208,379,529,157,258,532,31,249,723,219,459,728,281,429
2301985230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301363660,2290,1393,741,2061,1291,676,2104,220,543,2545,1390,999,2551,1712,778
2302170655,289,85,184,271,86,162,269,19,141,273,67,191,275,85,186
2302146020,1061,353,633,791,323,421,813,64,382,1129,297,761,1132,379,719
23031646755,1524,875,549,1292,734,486,1270,172,358,1833,920,800,1834,1134,645
2301933490,2000,725,1125,1741,667,995,1756,94,836,2138,659,1360,2137,880,1203
2301978015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300315395,146,33,102,112,26,75,109,4,64,161,23,126,164,39,120
2300348960,335,98,224,291,88,188,294,17,149,372,78,281,374,116,254
2301948505,936,331,547,809,295,477,816,42,409,1004,277,673,999,370,600
2301944270,353,106,222,285,100,161,277,15,137,348,89,247,347,107,229
2302130095,680,224,402,533,214,288,543,38,245,720,187,480,719,246,459
2301974055,712,208,434,575,183,370,576,36,320,771,168,563,768,219,525
23005048820,3271,1362,1660,2891,1259,1466,2910,214,1313,3630,1388,2025,3623,1738,1761
23001387406,2860,1065,1572,2398,944,1297,2442,187,1109,2908,931,1819,2852,1188,1572
2301986305,194,36,151,154,49,99,151,8,81,203,39,153,208,61,145
2301981055,32,5,26,31,10,15,28,2,16,38,7,28,42,9,33
23005821051,1875,1014,713,1600,896,616,1617,234,463,2057,1090,804,2064,1346,658
2301937760,363,113,237,239,98,119,240,32,118,357,92,244,360,102,249
2300387215,665,233,393,522,192,283,528,28,220,667,163,479,666,242,410
2300327855,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1
2300312000,280,100,156,220,76,124,224,9,76,279,72,193,280,98,177
2300379270,142,41,86,109,35,65,108,0,47,145,37,98,143,54,79
2300332195,49,11,33,50,10,36,50,2,29,62,9,48,63,12,50
2300342450,44,14,27,29,9,19,29,3,19,43,8,32,43,12,30
2300330690,101,48,52,85,34,47,84,1,39,109,28,77,110,49,61
2300354385,383,103,255,288,97,175,288,15,142,404,79,305,410,112,287
2301906680,807,338,412,668,317,301,669,71,265,894,286,570,892,382,486
2300301710,609,210,348,442,150,251,452,21,184,608,147,423,618,233,377
2300380285,828,286,483,586,218,308,587,36,244,822,204,569,820,281,519
2300339965,468,89,359,341,59,251,349,9,204,502,62,425,510,94,412
2300355435,84,13,69,65,20,43,64,2,37,87,22,60,90,22,68
2300360300,251,89,153,203,72,111,209,9,87,270,61,197,266,100,160
2300307065,310,86,202,233,66,153,232,15,104,292,53,231,294,78,215
2300300800,161,70,85,121,59,57,121,11,47,165,67,90,170,75,95
23031048750,846,287,502,725,269,402,716,64,334,968,282,610,968,366,576
2300335065,401,124,250,325,115,183,323,14,149,452,97,329,452,133,307
2300928975,39,14,21,35,13,22,35,1,20,42,14,26,42,18,24
2300953620,2,1,1,1,0,1,2,0,1,1,0,1,1,0,1
2300955890,429,138,261,378,113,252,383,24,214,487,111,359,487,155,324
2300986655,300,114,153,280,118,151,280,22,130,328,117,193,331,147,179
2300914905,152,101,41,135,92,34,133,19,30,141,71,52,139,96,36
23011079025,386,158,195,356,193,150,355,32,116,405,145,217,408,188,209
2302900380,668,212,410,546,222,298,545,30,273,707,198,466,710,238,452
2302501885,482,161,276,377,155,205,376,24,179,506,115,346,513,169,333
2302900660,306,81,208,236,74,154,237,15,131,309,72,222,310,74,225
23023058515,1409,622,693,1285,626,594,1309,98,469,1583,653,849,1579,802,747
2300716165,205,91,92,181,93,80,181,21,58,213,82,122,210,99,104
23005066775,1116,425,601,928,358,530,915,89,424,1285,438,769,1285,535,721
2300781300,276,110,148,271,124,123,271,17,114,304,115,169,301,151,144
2301378115,1344,587,666,1230,538,619,1209,108,518,1569,554,905,1570,734,788
2301333840,1028,542,419,937,533,358,938,105,302,1121,536,487,1125,660,444
2302103740,82,30,48,78,29,46,81,4,30,94,31,59,96,48,48
2301934190,677,250,388,496,202,273,501,35,230,636,189,413,646,223,391
23005605442,2989,2058,795,2540,1778,648,2564,424,457,3676,2422,978,3659,2835,756
2300702235,242,77,146,195,69,109,196,7,93,261,75,171,264,97,164
23005821053,1862,1033,704,1553,860,584,1560,206,453,2348,1247,917,2354,1536,752
23023081930,1212,577,563,1117,555,493,1104,75,377,1409,588,758,1402,745,631
2301379130,768,452,250,676,435,200,691,87,150,840,452,345,844,537,288
2300975280,986,494,419,900,500,361,902,96,321,1107,477,546,1098,602,465
2302569155,608,246,320,515,240,257,511,32,214,639,203,384,631,272,343
2302507380,48,12,32,36,13,19,38,3,17,49,10,34,49,16,29
2302547455,255,89,155,201,78,113,197,12,100,280,59,201,279,74,199
2301571955,422,220,179,408,207,178,408,19,128,498,223,259,494,309,173
2300977345,927,481,382,819,454,319,838,117,256,1047,473,485,1050,596,423
2300907800,565,349,177,536,353,165,533,74,142,635,355,232,629,431,189
2302912175,177,51,114,162,63,91,167,7,87,220,49,159,217,69,145
23011030550,1601,1102,375,1473,1051,361,1489,157,301,1797,1053,576,1796,1291,446
2301774510,173,78,89,158,66,82,161,12,61,185,71,106,186,84,102
2302912455,627,202,367,508,197,282,503,45,253,644,161,448,647,214,418
2302979375,51,12,34,38,10,25,37,3,23,50,13,35,51,18,33
23001020603,2274,952,1129,1914,845,947,1935,139,784,2269,894,1218,2270,1134,1062
2302978675,66,21,40,51,20,30,54,2,23,58,13,44,58,17,41
2301315780,864,375,441,735,344,359,742,62,307,969,343,574,966,429,521
2301309725,3405,2451,804,3211,2354,747,3268,356,584,3885,2541,1101,3871,2962,834
2301717740,1244,419,710,986,355,536,979,77,466,1305,358,852,1309,465,805
2301910670,1584,463,1021,1284,433,785,1289,90,708,1789,419,1263,1791,566,1186
2300348120,20,7,12,16,4,9,16,0,8,23,4,16,23,7,16
2300382770,247,86,146,197,72,110,199,16,87,270,64,187,268,93,174
23031646757,1284,738,447,1092,705,316,1088,167,239,1651,831,717,1659,1023,585
2301922535,1341,448,786,1112,402,631,1128,74,583,1459,370,1005,1464,508,905
2300328590,224,123,93,182,98,68,182,17,52,231,88,134,233,108,119
2301973600,191,35,148,142,35,101,145,3,86,205,22,170,209,38,169
2300327120,50,14,31,34,11,19,31,0,13,56,6,45,56,11,42
2300369260,145,38,99,120,42,73,118,11,72,154,28,119,158,47,111
2300358060,196,61,119,165,46,110,162,7,82,213,36,163,215,63,146
2300345180,133,37,82,91,30,57,90,5,44,135,22,106,136,43,91
2300333385,680,149,500,523,114,368,530,18,302,697,110,541,697,159,525
2302168140,145,43,93,123,36,78,121,2,66,132,21,109,133,34,96
23027026280,654,222,382,525,191,294,529,38,254,689,158,477,683,222,442
2301522675,810,426,322,707,379,297,712,59,229,894,434,414,895,515,349
2302511820,23,4,16,24,6,17,24,2,13,121,30,74,118,42,73
2300761875,156,51,97,138,50,85,136,13,67,147,47,95,146,58,86
2300735625,2515,1153,1186,2119,1038,950,2135,185,786,2680,986,1503,2683,1233,1378
2301356135,1004,500,432,887,453,393,879,93,306,1084,464,550,1072,590,455
23005031600,1460,573,762,1228,526,608,1247,106,527,1586,550,925,1584,749,798
23005821052,1980,1195,632,1757,1164,496,1761,340,355,2597,1377,1010,2589,1688,826
2302181405,117,48,62,88,48,36,87,10,31,116,35,69,120,51,67
2302517460,405,148,228,319,136,161,318,38,151,435,111,295,439,153,277
23011043080,1627,752,771,1428,662,708,1421,94,551,1704,631,986,1701,841,812
23027076610,431,191,191,371,184,156,377,53,135,447,170,235,449,230,212
23027075525,770,288,405,685,280,361,687,69,317,832,257,510,831,343,455
2302951375,107,38,65,91,41,43,91,5,33,123,27,89,125,38,81
2302963940,168,91,72,148,90,51,153,9,47,184,85,98,184,102,80
2301746105,85,26,53,63,21,35,64,4,27,96,31,61,95,38,54
2300330725,49,8,37,30,11,18,30,3,16,47,13,34,46,11,34
2301906575,664,187,443,519,161,325,524,19,301,692,154,511,697,190,486
2301918580,24,3,20,21,4,17,20,0,17,18,3,14,19,5,13
2301927645,2546,941,1414,2030,811,1098,2052,158,982,2805,819,1838,2806,1120,1616
2301967160,34,15,19,30,14,16,30,3,10,41,11,30,41,22,19
2301973250,172,34,130,124,24,91,124,3,81,158,19,134,161,26,135
2301913365,508,171,294,395,146,227,395,27,207,534,128,363,535,189,325
2300362400,78,14,61,61,16,41,58,1,34,80,11,66,81,23,58
2300343990,128,44,79,89,30,50,90,5,34,124,25,94,122,34,85
2300357936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300346685,410,97,297,302,77,205,306,17,158,430,63,344,436,97,336
2300955855,41,14,26,39,12,27,37,6,25,43,5,35,44,10,31
2300775980,322,155,146,272,151,100,274,33,81,333,136,166,338,174,155
23005041067,173,110,52,160,105,50,157,12,28,190,104,78,192,134,53
2302137970,72,33,39,74,31,40,73,6,30,114,36,75,114,40,71
23031054980,890,569,287,849,542,272,847,149,213,1061,609,427,1067,739,312
2300710740,448,266,127,421,252,145,425,33,109,538,279,232,531,352,164
2301301465,853,396,397,757,393,314,748,92,268,924,371,459,921,483,408
2302510495,50,27,23,41,11,29,45,5,24,61,20,37,61,24,36
2302582840,49,15,31,43,20,20,42,3,22,54,16,35,53,21,30
23027079480,478,194,245,404,195,183,409,29,158,508,174,286,505,229,262
2300926595,32,7,23,24,6,15,21,1,10,33,11,22,31,12,19
2300315990,51,22,28,48,17,26,49,2,22,57,17,38,56,26,30
2300383540,49,24,24,49,23,22,49,4,14,55,19,32,55,30,24
2301960790,91,18,70,58,11,42,58,8,41,90,17,69,91,19,71
2301978780,1132,561,484,986,540,393,992,93,338,1229,500,651,1232,653,526
2300347175,26,1,24,21,1,19,22,0,16,26,0,26,27,2,25
2300974580,600,353,214,511,326,166,504,52,126,646,330,266,645,413,221
2300967300,738,400,288,674,395,242,675,80,214,845,417,372,849,516,322
2300712595,732,278,376,643,301,299,645,44,266,812,248,495,803,317,461
2300710915,284,91,139,230,90,119,206,20,110,311,68,222,314,89,215
23005060685,1060,561,422,996,516,416,1001,100,359,1219,540,588,1214,692,490
23023001570,341,224,98,324,226,85,330,34,66,376,209,132,376,263,104
2301315125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2301506120,1363,735,542,1204,648,494,1214,91,381,1410,654,702,1405,823,546
2301347962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301909200,188,41,131,148,48,93,145,9,80,207,36,158,207,57,145
2301934365,738,196,491,602,175,399,604,40,376,611,96,485,613,121,485
2300978925,311,123,164,274,120,134,280,24,115,351,115,212,352,160,182
2301584140,504,243,219,464,243,195,475,31,176,553,243,278,555,306,232
2300301220,119,29,82,92,28,62,93,10,53,124,24,95,124,27,96
2300311335,142,74,58,109,55,43,109,7,25,137,47,88,135,60,73
2300386865,133,53,73,101,38,56,101,7,36,126,43,76,126,50,72
2300349415,367,148,185,267,104,129,277,18,116,354,111,222,323,138,178
2302963275,322,115,183,270,114,141,271,16,102,353,108,231,355,129,222
2301944340,58,17,36,44,15,28,46,3,29,70,13,54,69,17,48
2300943578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300787680,30,10,17,35,19,14,36,4,13,39,19,18,39,21,15
2301731110,186,85,85,147,70,70,151,16,64,199,87,103,199,102,92
2302944760,98,30,62,90,29,55,89,5,50,105,21,80,103,28,70
23023058070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301532715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
