GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
16021021007,698,219,447
16023023001,162,6,156
16023023002,478,83,380
16023023003,456,122,322
16023023004,314,107,198
16025025001,289,82,203
16025025002,329,105,219
16027027001,550,114,424
16027027003,1378,297,1059
16027027004,519,253,248
16027027005,679,372,285
16027027006,641,236,391
16027027007,397,197,182
16027027008,731,264,448
16027027009,627,223,394
16027027010,608,233,366
16027027011,2469,962,1470
16027027012,1545,516,1004
16027027013,1323,582,704
16027027015,576,231,327
16027027018,1500,347,1120
16027027019,550,124,413
16027027020,1723,456,1230
16027027021,1012,216,775
16027027022,636,159,460
16027027023,797,192,591
16027027025,530,129,399
16027027027,2009,634,1330
16027027028,1198,266,903
16027027029,2444,725,1663
16027027030,2219,689,1491
16027027031,1536,364,1149
16027027032,1322,419,880
16027027033,1908,655,1191
16027027034,958,390,548
16027027035,1353,463,852
16027027036,1269,438,803
16027027037,1321,410,883
16027027038,1958,677,1252
16027027039,1971,585,1366
16027027040,1149,570,549
16027027041,1347,406,916
16027027042,617,270,328
16027027043,835,280,538
16027027044,935,357,547
16027027045,1020,295,712
16027027046,1593,535,1026
16027027047,1342,466,852
16027027048,1162,383,747
16027027049,1633,516,1098
16027027050,1706,478,1206
16027027051,998,243,721
16027027052,803,211,569
16027027054,864,219,624
16027027055,776,173,588
16027027056,1919,469,1412
16027027057,499,107,370
16027027059,2359,684,1636
16027027060,1472,350,1084
16027027062,960,317,628
16029029001,674,118,540
16029029002,480,105,357
16029029003,352,74,275
16029029004,285,45,228
16029029005,406,37,355
16029029006,640,108,519
16029029007,356,62,280
16029029008,39,1,37
16029029009,70,3,65
16031031001,298,48,243
16031031002,100,9,89
16031031003,47,2,44
16031031004,548,108,428
16031031005,239,74,162
16031031006,587,135,438
16031031007,490,115,365
16031031008,487,114,355
16031031009,216,95,113
16031031010,164,72,84
16031031011,342,45,292
16031031012,604,69,522
16031031013,114,2,112
16031031014,89,7,79
16031031015,185,28,147
16031031016,276,15,243
16031031017,359,25,325
16031031018,276,32,237
16031031019,75,14,60
16031031020,274,33,231
16031031021,493,65,419
16031031022,841,146,677
16031031023,44,6,38
16031031024,508,64,434
16031031025,186,9,172
16033033001,146,31,111
16033033002,95,20,75
16033033003,134,13,119
16035035001,433,159,260
16035035002,458,145,300
16035035003,580,180,376
16035035004,350,99,249
16035035005,487,182,293
16035035006,74,17,53
16035035007,46,31,14
16035035008,175,39,130
16035035009,482,123,343
16035035010,25,6,19
16035035011,280,92,184
16035035012,304,56,227
16035035013,93,41,45
16035035014,119,41,76
16037037001,484,122,353
16037037002,269,86,179
16037037003,96,26,65
16037037004,204,132,69
16037037005,151,28,116
16037037006,56,12,44
16037037007,456,67,380
16037037009,348,80,263
16037037010,288,58,225
16039039001,51,24,25
16039039002,15,6,7
16039039005,245,57,182
16039039006,222,70,146
16039039007,181,54,124
16039039008,516,147,360
16039039009,748,253,480
16039039010,766,266,481
16039039011,654,196,451
16039039012,723,198,498
16039039013,562,154,399
16039039014,691,233,451
16039039015,989,313,658
16039039016,118,29,85
16039039017,91,11,74
16039039018,66,8,56
16039039019,842,272,548
16039039020,956,300,640
16041041001,129,8,119
16041041002,221,21,190
16041041003,355,30,293
16041041004,349,51,285
16041041005,417,49,348
16041041006,233,23,199
16041041007,140,11,118
16041041008,380,68,300
16041041009,457,56,384
16041041010,383,40,329
16041041011,319,46,265
16041041012,402,48,340
16041041013,260,33,213
16041041014,113,13,89
16041041015,391,37,336
16041041016,307,28,261
16041041017,217,38,177
16043043001,418,77,331
16043043002,575,93,471
16043043003,542,88,445
16043043004,121,16,105
16043043005,529,63,452
16043043006,598,169,417
16043043007,200,21,173
16043043008,381,48,326
16043043010,543,110,422
16043043011,377,105,267
16043043012,619,139,473
16043043013,339,46,288
16043043014,96,15,75
16043043015,542,75,455
16045045001,117,31,86
16045045002,562,178,373
16045045003,490,132,350
16045045004,903,227,645
16045045005,567,116,446
16045045006,1088,264,795
16045045007,765,176,575
16045045008,438,140,287
16045045009,647,212,417
16045045010,429,124,290
16045045011,585,223,336
16045045012,610,201,397
16045045013,746,142,588
16047047001,440,154,274
16047047002,607,225,365
16047047003,1201,252,920
16047047004,858,275,572
16047047005,873,151,699
16047047006,287,91,188
16047047007,1125,341,747
16049049001,92,15,76
16049049002,225,45,173
16049049003,333,66,267
16049049004,366,91,266
16049049005,198,47,142
16049049006,142,25,115
16049049007,196,35,155
16049049008,179,52,126
16049049009,129,29,84
16049049010,405,73,326
16049049011,418,124,284
16049049012,418,98,311
16049049013,592,145,440
16049049014,619,140,470
16049049015,225,53,151
16049049016,17,3,10
16049049017,858,267,565
16049049018,192,50,140
16049049019,885,229,584
16049049020,115,42,66
16049049021,299,89,200
16049049022,434,116,308
16049049023,148,36,111
16049049024,287,61,214
16049049025,285,67,209
16049049026,153,19,102
16051051001,279,33,242
16051051002,786,125,643
16051051003,1074,130,913
16051051004,570,82,479
16051051005,253,29,218
16051051006,593,71,504
16051051007,578,101,468
16051051008,215,27,180
16051051009,700,88,596
16051051010,230,24,191
16051051011,519,100,403
16051051012,370,92,269
16051051013,1673,240,1392
16051051014,846,154,669
16051051015,746,156,571
16051051016,500,125,373
16051051017,509,64,429
16053053002,1234,271,942
16053053003,583,181,391
16053053004,415,110,295
16053053005,429,95,326
16053053007,749,143,581
16053053008,890,277,588
16053053009,574,180,387
16053053010,821,182,622
16053053011,387,134,246
16053053012,765,221,519
16055055001,1068,334,703
16055055002,1045,251,772
16055055003,1075,299,754
16055055004,788,297,473
16055055005,1173,392,754
16055055006,1586,346,1200
16055055007,1256,398,819
16055055008,1545,487,1031
16055055009,1223,359,848
16055055010,599,192,389
16055055011,930,299,609
16055055012,497,160,333
16055055013,457,124,326
16055055014,971,272,678
16055055015,1243,434,793
16055055016,1237,362,859
16055055017,858,279,555
16055055018,1459,438,980
16055055019,1132,334,772
16055055020,839,277,547
16055055021,893,297,565
16055055022,1075,309,757
16055055023,999,324,644
16055055024,749,267,459
16055055025,1236,430,778
16055055026,738,309,414
16055055027,622,226,388
16055055028,1442,501,911
16055055029,753,256,467
16055055030,1092,324,741
16055055031,293,121,163
16055055032,938,350,560
16055055033,573,218,338
16055055034,1122,334,761
16055055035,758,269,476
16055055036,938,261,655
16055055037,703,255,434
16055055038,2503,916,1543
16055055039,1336,549,758
16055055040,1073,331,713
16055055041,769,287,471
16055055042,585,273,307
16055055043,742,323,408
16055055044,789,316,464
16055055045,1086,435,636
16055055046,1231,445,758
16055055047,672,314,343
16055055048,809,354,437
16055055049,780,343,428
16055055050,900,338,545
16055055051,502,262,229
16055055052,707,314,364
16055055053,847,390,439
16055055054,672,390,251
16055055055,672,407,240
16055055056,669,369,282
16055055057,699,335,333
16055055058,768,447,287
16055055059,501,259,227
16055055060,489,283,191
16055055061,742,190,541
16055055062,550,214,323
16055055063,889,240,625
16055055064,508,106,385
16055055065,704,224,473
16055055066,822,290,513
16055055067,413,124,278
16055055068,200,73,120
16055055069,826,395,412
16055055070,221,84,130
16055055071,351,115,227
16057057001,493,328,153
16057057002,992,573,389
16057057003,702,343,343
16057057004,670,321,322
16057057005,832,428,386
16057057006,680,441,209
16057057007,624,298,309
16057057008,483,284,191
16057057009,599,323,260
16057057010,665,419,237
16057057011,688,441,221
16057057012,719,361,344
16057057013,506,319,172
16057057014,677,406,231
16057057015,808,509,275
16057057016,702,485,197
16057057017,673,338,307
16057057018,661,429,211
16057057019,697,271,406
16057057020,38,7,31
16057057021,784,330,435
16057057022,203,56,145
16057057023,412,145,252
16057057024,336,123,206
16057057025,82,20,60
16057057026,245,86,156
16057057027,737,285,427
16057057028,359,107,237
16057057029,1038,482,520
16057057030,310,114,188
16057057031,162,58,102
16057057032,137,65,66
16059059001,1006,254,727
16059059002,901,196,685
16059059003,1233,417,794
16059059005,274,80,188
16059059007,51,11,37
16059059008,176,36,135
16059059009,77,13,61
16059059011,214,33,169
16059059013,173,21,142
16061061001,397,128,254
16061061002,480,122,343
16061061003,157,31,121
16061061004,363,91,263
16061061005,307,79,224
16061061006,44,16,26
16061061007,44,8,36
16061061008,12,4,8
16063063001,322,110,201
16063063002,379,174,196
16063063003,350,94,248
16063063004,430,117,299
16063063005,363,48,265
16063063006,26,2,23
16065065001,304,28,264
16065065002,828,121,688
16065065003,937,91,830
16065065004,383,37,333
16065065005,1013,140,845
16065065006,906,103,794
16065065007,979,115,835
16065065008,1654,223,1398
16065065009,558,79,466
16065065010,582,66,502
16065065011,220,19,199
16065065012,256,22,221
16065065013,162,18,142
16065065014,397,64,313
16065065015,1027,98,907
16065065016,1342,220,1096
16065065017,192,26,162
16065065018,724,104,601
16065065019,593,53,535
16067067001,817,155,647
16067067002,723,190,514
16067067003,767,143,599
16067067004,602,103,493
16067067005,687,193,475
16067067006,854,185,662
16067067007,511,152,337
16067067008,541,139,386
16067067009,352,99,238
16067067010,576,148,413
16067067011,460,123,323
16069069001,196,95,92
16069069002,307,166,132
16069069003,268,153,109
16069069004,342,165,170
16069069005,341,140,195
16069069006,561,167,389
16069069007,539,258,275
16069069008,475,205,260
16069069009,607,281,315
16069069010,518,210,296
16069069011,423,191,223
16069069012,902,314,580
16069069013,912,352,545
16069069014,438,164,257
16069069015,826,389,427
16069069016,562,212,329
16069069017,505,208,288
16069069018,623,246,367
16069069019,362,127,222
16069069020,591,250,331
16069069021,749,259,473
16069069022,524,201,314
16069069023,691,246,433
16069069024,789,280,494
16069069025,843,256,567
16069069026,779,289,477
16069069030,307,116,186
16069069031,145,38,105
16069069032,322,123,194
16069069033,613,464,140
16069069034,205,43,160
16069069035,227,92,129
16069069036,210,80,129
16069069037,94,24,68
16069069038,344,124,211
16069069039,523,135,377
16069069040,160,60,98
16071071001,619,112,490
16071071002,504,129,369
16071071003,524,89,418
16071071004,361,38,314
16071071005,60,4,53
16071071006,94,9,80
16073073001,613,203,402
16073073002,788,187,587
16073073003,541,128,394
16073073004,561,140,418
16073073005,72,1,71
16073073006,403,73,316
16073073007,185,33,148
16073073008,132,11,116
16073073009,397,66,315
16073073010,287,59,222
16073073011,60,41,18
16073073012,19,2,17
16075075001,765,272,474
16075075002,1471,375,1065
16075075003,745,266,460
16075075004,425,110,307
16075075005,1337,390,919
16075075006,955,278,660
16075075007,288,63,222
16075075008,1320,350,934
16075075009,1105,253,809
16075075010,202,58,138
16077077001,570,247,319
16077077002,747,288,441
16077077003,802,286,492
16077077004,282,63,213
16077077005,114,13,101
16077077006,327,130,188
16079079001,139,61,72
16079079002,375,222,140
16079079003,299,141,140
16079079004,277,145,126
16079079005,299,128,165
16079079006,454,204,236
16079079007,500,220,267
16079079008,287,123,154
16079079009,583,245,302
16079079010,237,105,126
16079079011,76,36,39
16079079012,286,163,111
16079079013,275,108,157
16079079014,716,287,416
16079079015,686,274,394
16079079016,88,24,57
16079079017,45,18,24
16079079018,44,17,27
16081081001,1366,677,669
16081081002,1219,580,611
16081081003,1062,611,432
16081081004,1011,434,551
16083083001,446,176,246
16083083002,369,166,192
16083083003,524,179,322
16083083004,1109,429,662
16083083005,1539,524,969
16083083006,546,238,285
16083083007,527,203,311
16083083008,567,238,312
16083083009,332,87,237
16083083010,339,126,208
16083083011,936,288,631
16083083012,451,158,288
16083083013,945,281,654
16083083014,1129,328,781
16083083015,1199,432,733
16083083016,415,163,237
16083083017,494,206,277
16083083018,1198,405,775
16083083019,861,266,571
16083083020,387,172,207
16083083021,172,30,141
16083083022,650,115,522
16083083023,816,231,564
16083083024,495,115,373
16083083025,857,214,628
16083083026,588,169,408
16083083027,486,145,323
16083083028,359,103,250
16083083029,468,164,287
16083083030,301,118,173
16083083031,209,75,129
16083083032,746,241,488
16083083033,420,95,318
16083083034,190,34,149
16083083035,493,137,343
16083083036,640,184,442
16083083037,660,151,491
16083083038,776,194,569
16083083039,878,217,632
16083083040,1063,226,806
16083083041,502,120,372
16083083042,1110,235,847
16083083043,546,121,412
16083083044,246,47,192
16083083045,360,75,275
16085085001,275,66,194
16085085002,477,210,256
16085085003,75,44,31
16085085004,1539,843,669
16085085005,827,392,411
16085085006,1511,678,804
16085085007,509,157,347
16085085008,83,15,60
16087087001,478,103,363
16087087002,364,137,221
16087087003,306,118,179
16087087004,498,162,329
16087087005,350,129,209
16087087006,325,65,247
16087087007,414,56,351
16087087008,550,135,407
16087087009,467,190,263
16087087010,421,76,340
16087087011,333,70,259
