GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_acstot,Wh_2018_acstot,His_2018_acstot,BlC_2018_acstot,NatC_2018_acstot,AsnC_2018_acstot,PacC_2018_acstot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_acstot,Wh_2019_acstot,His_2019_acstot,BlC_2019_acstot,NatC_2019_acstot,AsnC_2019_acstot,PacC_2019_acstot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap,Tot_2020_acstot,Wh_2020_acstot,His_2020_acstot,BlC_2020_acstot,NatC_2020_acstot,AsnC_2020_acstot,PacC_2020_acstot,Tot_2020_cvap,Wh_2020_cvap,His_2020_cvap,BlC_2020_cvap,NatC_2020_cvap,AsnC_2020_cvap,PacC_2020_cvap,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
49047FD0018,1761,560,69,3,1158,7,8,1140,401,36,3,712,4,4,1699,649,27,0,1018,21,0,1169,450,14,0,699,4,0,1696,661,67,0,1000,25,0,1164,460,66,0,626,5,0,1544,644,110,0,874,14,0,1089,452,110,1,530,0,0,1439,500,56,5,908,4,4,999,381,30,5,599,0,1,999,381,30,1,0,562,0,0,25
49047LT021S,1420,1205,66,6,153,2,13,905,771,33,2,102,2,5,1371,970,43,3,355,5,0,858,644,7,0,195,3,0,1332,957,28,4,336,7,0,846,646,8,3,175,7,0,1300,890,17,2,399,1,0,873,728,9,3,113,0,0,1400,1160,63,18,170,7,6,941,769,31,12,131,4,3,941,769,31,3,0,85,1,3,49
49047MD0790,147,142,3,0,3,0,0,110,107,1,0,1,0,0,157,149,7,0,0,0,0,105,101,3,0,0,0,0,182,151,21,0,10,0,0,117,103,10,0,6,0,0,10,10,0,0,0,0,0,7,3,2,0,5,0,0,10,4,2,2,4,3,0,7,3,1,0,2,2,0,7,3,1,0,0,0,0,0,3
49047LT021N,4,4,0,0,0,0,0,2,2,0,0,0,0,0,4,3,0,0,1,0,0,2,2,0,0,0,0,0,4,3,0,0,1,0,0,2,2,0,0,0,0,0,6,4,0,0,2,0,0,5,5,0,0,1,0,0,7,5,1,0,1,0,0,6,5,0,0,1,0,0,6,5,0,0,0,1,0,0,0
49047DN0024,640,602,22,7,13,6,1,441,415,16,4,6,5,0,931,901,14,1,2,10,0,606,588,6,0,3,10,0,857,837,5,0,1,11,0,569,552,5,0,2,11,0,703,665,17,0,2,20,0,481,444,6,0,0,0,0,718,644,35,3,28,2,3,500,450,24,1,17,1,2,500,450,24,0,0,4,1,2,19
49035WJD035,1930,1440,320,52,16,65,83,1137,857,177,20,6,40,50,2393,1603,660,68,103,57,42,1236,1002,193,0,14,14,0,2503,1679,657,131,99,42,38,1301,1055,200,14,14,6,0,2800,2106,594,9,0,9,14,1850,1422,399,0,0,5,0,3042,2214,490,76,64,116,108,1822,1332,298,41,30,80,54,1822,1332,298,33,63,0,52,12,32
49035SAN086,1448,1330,36,15,10,35,28,1046,980,20,4,6,23,16,1235,1113,80,14,0,28,0,972,906,25,15,0,30,0,1259,1084,88,37,0,50,0,1045,928,32,35,0,48,0,1472,1293,115,34,0,30,0,1132,986,74,42,0,28,0,1561,1349,82,20,22,63,13,1122,994,51,9,12,43,1,1122,994,51,6,25,5,1,9,31
49035SLC149,1458,1212,140,29,24,53,28,1207,1048,92,12,13,34,16,1492,1293,135,17,10,37,0,1305,1160,80,15,10,35,0,1324,1045,154,18,94,28,0,1135,945,85,20,55,30,0,1319,1014,197,17,93,16,0,1146,947,106,16,61,16,0,1437,1142,134,39,27,63,21,1267,1026,106,28,19,53,19,1267,1026,106,13,39,0,12,4,67
49035WVC057,2090,1146,727,32,30,79,77,1374,805,430,20,23,57,46,2151,882,912,15,24,144,193,1296,661,445,6,14,90,73,2062,882,830,20,29,182,140,1286,654,408,10,18,111,75,2191,807,1039,19,11,115,203,1179,569,391,12,0,59,92,1948,853,837,65,58,90,89,1385,693,523,44,42,62,48,1385,693,523,38,50,12,38,6,25
49035WJD039,2205,1809,244,30,5,92,28,1375,1146,145,12,1,57,17,2369,1965,352,50,21,0,19,1586,1438,149,0,0,0,0,2156,2065,56,30,0,11,0,1548,1482,57,0,0,11,0,3020,2624,303,70,11,11,11,1964,1748,202,0,0,0,10,2405,1747,390,53,54,134,46,1678,1261,252,24,26,93,21,1678,1261,252,19,78,1,18,6,43
49035WJD043,526,436,55,10,2,23,2,325,275,30,3,1,14,1,547,453,47,24,0,11,14,380,362,14,0,0,5,0,517,430,60,0,0,10,18,392,365,24,0,0,5,0,348,288,51,0,0,8,0,255,264,11,0,0,2,0,543,443,57,6,11,18,6,390,330,34,1,6,12,5,390,330,34,0,8,3,0,3,12
49035SJD030,1611,1352,150,12,10,75,21,982,834,88,6,6,42,10,2846,2317,277,42,11,181,52,1644,1393,117,13,11,84,14,2969,2396,350,34,10,152,35,1733,1456,164,11,10,80,12,2184,1885,185,0,5,34,3,1229,1047,138,0,4,36,0,2265,1809,234,34,33,118,43,1332,1078,132,17,17,73,25,1332,1078,132,8,48,2,14,1,49
49035SJD029,1619,1421,90,9,10,73,36,870,766,47,6,6,43,14,2888,2350,279,41,12,186,51,1666,1413,117,14,12,86,17,3013,2433,356,33,9,152,35,1760,1479,167,11,9,79,13,2456,1799,428,105,0,33,102,1371,1088,198,35,0,18,47,1677,1360,171,12,18,100,33,1039,852,100,5,9,59,20,1039,852,100,3,46,1,10,4,23
49035SJD006,1218,1011,90,19,12,76,21,762,653,54,6,8,47,9,2131,1733,206,30,9,134,36,1229,1045,85,10,8,63,11,2219,1793,262,22,5,109,23,1299,1098,119,7,5,59,10,2567,1567,464,14,35,474,16,1538,1174,149,0,36,148,14,2595,1943,324,53,38,179,57,1810,1395,197,33,26,127,36,1810,1395,197,20,92,5,14,12,75
49035SJD046,583,525,32,6,4,13,10,309,277,16,2,1,7,4,1009,819,98,17,4,63,18,581,493,41,5,4,31,5,1035,837,119,11,1,52,12,613,516,60,4,1,27,5,1002,737,175,43,0,15,44,607,477,89,14,0,6,14,684,554,74,13,20,26,13,459,375,45,8,12,16,10,459,375,45,0,12,0,3,2,22
