GEOID20,Tot_2010_tot,Wh_2010_tot,His_2010_tot,BlC_2010_tot,NatC_2010_tot,AsnC_2010_tot,PacC_2010_tot,Tot_2010_vap,Wh_2010_vap,His_2010_vap,BlC_2010_vap,NatC_2010_vap,AsnC_2010_vap,PacC_2010_vap,Tot_2018_tot,Wh_2018_tot,His_2018_tot,BlC_2018_tot,NatC_2018_tot,AsnC_2018_tot,PacC_2018_tot,Tot_2018_cvap,Wh_2018_cvap,His_2018_cvap,BlC_2018_cvap,NatC_2018_cvap,AsnC_2018_cvap,PacC_2018_cvap,Tot_2019_tot,Wh_2019_tot,His_2019_tot,BlC_2019_tot,NatC_2019_tot,AsnC_2019_tot,PacC_2019_tot,Tot_2019_cvap,Wh_2019_cvap,His_2019_cvap,BlC_2019_cvap,NatC_2019_cvap,AsnC_2019_cvap,PacC_2019_cvap
34007043046,1477,1222,31,51,3,170,2,1244,1041,19,37,3,143,2,1477,1163,72,123,19,133,0,1230,982,60,83,0,86,0,1420,1025,72,152,18,186,0,1086,822,67,115,0,64,0
34007043036,1620,1286,16,28,3,284,1,1080,852,11,15,1,196,1,1693,1255,46,0,0,394,0,1124,877,24,0,0,222,0,1634,1286,49,0,0,300,0,1135,909,27,0,0,193,0
34007175001,1559,1408,70,67,7,11,1,1211,1101,50,43,7,10,1,1630,1347,130,112,19,23,0,1283,1113,88,59,6,14,0,1697,1386,134,127,26,25,0,1366,1179,95,69,8,12,0
34007175003,1260,1115,48,83,4,13,0,1005,890,33,70,4,13,0,1386,1309,6,31,30,8,0,1135,1078,7,31,12,9,0,1431,1329,2,46,40,13,0,1210,1146,2,37,14,12,0
34007040402,1767,33,1335,547,23,17,4,1180,32,864,357,16,7,1,2173,1,1920,259,0,0,0,1340,4,1090,250,0,0,0,2014,9,1789,237,0,0,0,1250,10,1020,220,0,0,0
34007135005,1036,698,156,140,16,47,0,835,594,104,103,11,34,0,1067,672,199,71,16,108,29,812,544,115,65,16,74,1,966,585,219,99,9,57,33,761,491,129,83,9,43,1
34007005005,1282,1132,75,50,2,29,0,1030,929,47,36,2,21,0,1154,1000,4,132,17,3,0,929,847,4,70,4,3,0,1269,985,9,244,34,3,0,962,824,9,118,4,4,0
34007043022,1347,1227,46,26,2,45,0,1024,943,31,15,2,32,0,1267,1112,49,12,0,96,0,966,872,41,11,0,36,0,1277,1146,51,9,0,76,0,999,917,46,6,0,33,0
34007080014,847,771,32,10,5,31,2,710,653,23,9,5,22,2,933,825,82,17,0,5,5,727,687,14,14,0,5,0,932,841,61,24,0,0,6,760,714,15,19,0,0,0
34007090007,1300,1208,44,25,12,26,0,986,931,28,12,9,16,0,1118,1082,13,9,0,15,0,858,835,14,2,0,9,0,1154,1103,27,10,0,15,0,890,866,10,9,0,9,0
34007020001,2199,1530,196,23,11,429,1,1712,1243,124,16,9,312,1,1838,1126,110,52,0,548,0,1268,923,65,11,0,266,0,1839,1184,78,11,0,567,0,1307,960,51,11,0,281,0
34007030003,2670,2235,190,128,23,118,0,2068,1775,121,83,15,88,0,2911,2360,251,209,0,54,37,2265,1955,135,85,0,55,35,3428,2060,701,190,0,442,35,2095,1760,165,70,0,65,35
34007180102,2109,1593,195,287,6,43,7,1781,1346,140,268,5,35,7,1957,1510,218,203,14,27,0,1656,1310,150,186,0,12,0,2211,1561,372,251,14,30,0,1824,1378,205,235,0,5,0
34007170018,2314,1261,115,357,20,587,6,1970,1157,87,267,15,459,4,2413,1043,121,397,9,859,10,1522,887,84,234,10,302,0,2912,937,443,485,4,904,14,1558,821,89,291,5,343,0
34007170004,1512,882,69,226,13,337,4,1339,832,54,176,9,275,3,1876,1081,91,275,5,441,8,1565,936,50,203,5,366,0,1790,1001,132,310,4,362,11,1437,861,80,231,5,250,0
34007175008,828,786,12,18,4,10,0,641,607,10,13,1,7,0,835,701,6,103,89,0,0,682,579,6,70,79,0,0,683,622,6,34,21,0,0,551,500,6,20,20,0,0
34007175006,960,908,18,22,3,14,0,742,703,15,18,2,11,0,925,823,3,76,61,0,0,756,679,5,56,56,0,0,791,743,4,27,16,0,0,645,607,5,18,15,0,0
34007040303,1578,37,849,768,28,12,2,1030,34,558,475,23,8,1,1141,21,859,290,0,0,0,686,5,474,205,0,0,0,1199,21,872,335,0,0,0,730,9,493,228,0,0,0
34007135014,1597,396,457,730,68,40,1,1191,341,287,525,57,27,1,1393,497,383,549,13,36,0,1111,398,281,398,13,33,0,1398,596,245,557,11,54,0,1116,477,170,415,11,50,0
34007135010,1282,550,295,361,10,96,7,1002,475,196,271,8,67,5,1184,448,366,238,0,170,0,849,366,195,173,0,106,0,1213,503,268,327,0,159,0,942,424,173,229,0,106,0
34007125002,1246,1181,48,11,0,13,0,988,943,33,7,0,9,0,1073,995,70,6,51,0,0,833,809,20,1,1,0,0,1172,1093,74,6,34,0,0,995,962,33,0,0,0,0
34007055002,1345,1201,58,44,11,41,0,1087,1008,28,27,5,24,0,1460,1362,13,49,0,39,0,1149,1114,13,11,0,9,0,1452,1252,84,99,8,22,0,1167,1058,65,26,0,11,0
34015120002,1535,1276,45,165,12,52,4,1008,836,25,112,5,34,4,1771,1393,91,177,5,120,2,1196,977,50,119,0,49,0,1796,1413,108,210,5,75,2,1248,993,59,159,0,42,0
34015045001,1192,1075,41,40,4,33,0,943,857,32,29,3,22,0,964,955,9,0,0,0,0,828,828,4,0,0,0,0,975,888,11,50,26,0,0,933,858,4,50,25,0,0
34033035001,1143,883,99,143,7,16,0,869,672,71,119,5,7,0,1109,964,41,60,18,10,0,833,752,14,48,19,4,0,1131,950,71,73,16,8,0,833,746,14,54,13,4,0
34015045004,1517,1118,73,279,6,53,1,1072,802,38,197,1,37,1,1643,1066,127,422,37,9,0,1151,809,43,275,11,9,0,1540,1082,171,262,35,9,0,1078,831,50,177,9,9,0
34015120003,938,828,29,64,1,19,0,674,596,19,47,1,14,0,937,824,13,56,0,43,0,643,585,5,46,0,10,0,955,848,40,55,0,11,0,681,594,29,49,0,10,0
34015050002,1312,1225,46,22,3,18,1,965,914,21,16,3,15,0,1435,1220,11,99,0,101,0,1004,918,5,41,0,41,0,1364,1234,15,52,0,67,0,951,900,7,24,0,23,0
34015050004,1570,1404,49,87,14,29,4,1337,1204,33,70,9,22,1,1598,1315,17,183,0,85,0,1198,1058,8,71,0,60,0,1427,1288,21,96,0,20,0,1119,1044,11,44,0,19,0
34015075004,1271,1229,10,16,2,14,0,958,932,8,10,2,10,0,1250,1144,57,22,0,26,0,977,905,34,14,0,21,0,1219,1082,57,62,0,19,0,971,886,33,47,0,10,0
34015090011,1117,985,27,38,4,72,0,801,713,16,22,3,51,0,962,799,27,89,0,46,0,727,643,9,43,0,30,0,1105,910,32,92,0,72,0,803,699,13,42,0,46,0
34015070004,1039,815,68,151,12,7,0,815,691,34,83,11,3,0,1266,936,45,271,11,0,0,1023,832,24,159,11,0,0,1200,869,36,292,0,2,0,1034,823,16,188,0,4,0
34015070005,989,823,53,118,12,15,2,782,681,30,64,8,12,1,898,845,0,21,34,0,0,850,799,0,22,34,0,0,1006,973,0,28,0,6,0,913,877,0,30,0,6,0
34015100001,1344,1093,40,175,15,30,5,1074,910,21,117,10,18,2,1490,1318,7,150,0,12,1,1254,1147,4,95,0,6,0,1538,1349,35,138,0,15,0,1290,1180,18,83,0,8,0
34015095003,565,543,4,3,3,12,0,420,410,2,1,3,4,0,586,567,3,0,0,5,11,443,437,0,0,0,3,0,612,591,4,0,0,6,11,457,446,0,0,0,3,0
34007077302,1606,1392,146,24,13,44,2,1287,1160,85,16,9,26,1,1911,1481,341,88,0,0,0,1284,1195,20,69,0,0,0,1930,1387,360,85,0,96,0,1159,1043,20,64,0,32,0
34007180106,1279,723,87,405,11,76,1,967,564,60,294,9,60,1,1034,464,80,466,13,22,1,729,357,45,291,0,22,0,902,420,92,362,21,29,2,655,347,53,208,0,27,0
34007180104,1679,1357,83,197,10,44,1,1316,1086,52,142,7,34,1,1529,1095,140,204,27,78,1,1221,918,86,130,22,70,0,1370,1139,34,122,15,69,1,1140,971,22,72,7,59,0
34007045001,1635,646,189,789,15,16,0,1344,565,137,635,10,12,0,1499,633,182,676,34,7,37,1285,555,160,545,25,0,0,1489,733,234,507,18,7,38,1250,645,180,415,10,0,0
34007180202,1668,1110,82,415,17,66,0,1251,863,55,284,13,51,0,1630,965,127,481,8,2,0,1195,743,109,336,4,1,0,1484,867,129,476,34,2,0,1110,684,114,305,10,1,0
34007180105,1751,1377,111,224,8,43,2,1358,1102,65,159,5,32,2,1896,1411,109,318,37,11,0,1617,1245,103,235,33,3,0,1863,1414,104,314,32,11,0,1618,1268,96,224,18,3,0
34007180205,1482,1155,97,216,15,25,0,1189,950,65,161,9,19,0,1378,1031,30,262,9,49,0,1150,883,32,209,0,33,0,1337,903,48,364,11,41,0,1132,784,44,283,3,25,0
34007180401,1010,800,38,162,5,16,0,841,676,28,124,4,15,0,966,545,64,254,0,106,0,781,469,37,199,0,75,0,937,487,46,323,0,87,0,775,431,33,243,0,66,0
34007005007,878,852,9,2,2,13,0,664,647,5,1,2,9,0,867,837,14,0,0,16,0,678,656,15,0,0,8,0,672,655,17,0,0,0,0,541,526,18,0,0,0,0
34007090002,759,689,34,31,4,8,0,611,559,20,26,4,6,0,832,752,25,19,0,33,0,631,582,18,15,0,15,0,813,739,19,25,0,29,0,607,565,16,12,0,15,0
34007110001,1997,1309,191,447,19,60,1,1571,1100,120,303,14,50,1,1788,1218,171,315,0,44,0,1434,1079,129,195,0,33,0,2074,1189,455,356,0,85,0,1658,1109,303,215,0,34,0
34007110002,1658,1129,182,316,6,47,4,1296,962,110,190,4,37,4,1699,1004,240,444,0,12,0,1325,888,128,302,0,10,0,1662,943,227,463,52,14,0,1300,820,98,344,50,10,0
34007140005,1878,1554,99,185,19,41,11,1429,1214,66,123,11,25,4,1708,1552,60,69,8,22,0,1378,1272,33,50,9,13,0,1849,1521,87,213,9,21,0,1478,1236,60,163,9,9,0
34007050001,1479,989,111,328,29,53,1,1132,796,72,223,22,35,1,1747,766,400,574,21,33,0,1166,593,191,355,5,21,0,1741,753,265,694,19,44,0,1180,557,192,400,5,26,0
34007075028,1570,718,152,674,13,55,4,1169,600,88,454,10,35,3,1346,746,127,410,2,88,0,955,623,45,247,2,43,0,1304,806,73,373,6,52,0,932,672,35,175,5,43,0
34007075037,1018,466,98,437,9,34,4,759,389,57,295,7,23,3,869,401,194,266,95,24,0,654,345,107,188,0,16,0,858,392,169,278,104,32,0,661,336,101,194,9,21,0
34007077101,1802,1444,187,114,2,73,0,1273,1087,90,46,2,50,0,1452,854,303,240,25,30,17,977,674,116,136,8,25,0,1662,922,408,278,39,11,28,1011,701,116,162,9,0,0
34007077201,1252,1060,82,52,13,38,0,894,790,37,23,8,32,0,1361,751,424,4,10,172,0,898,539,210,0,11,140,0,1817,1219,329,4,17,248,0,1196,813,160,0,13,210,0
34007077301,2026,1755,139,92,8,41,1,1537,1387,64,53,6,28,1,1943,1708,0,67,45,122,0,1341,1245,0,51,46,0,0,1734,1557,0,17,52,111,0,1361,1299,0,1,58,3,0
34007043027,1279,1072,29,49,0,127,0,971,826,15,26,0,103,0,918,769,2,4,0,143,0,700,620,4,4,0,70,0,1198,947,2,3,0,246,0,855,710,4,4,0,135,0
34007043013,1221,1132,31,11,0,43,0,939,883,24,7,0,25,0,1077,903,132,24,0,19,0,836,702,110,14,0,13,0,1030,817,115,40,21,57,0,772,629,92,10,0,37,0
34007180306,1287,467,93,607,10,143,1,914,363,60,405,6,99,0,1277,582,115,405,0,183,0,1008,491,61,321,0,135,0,1263,564,81,477,0,148,0,1025,495,54,353,0,122,0
34007180201,2210,801,159,1041,18,248,2,1571,624,96,697,12,169,2,2190,996,197,697,0,312,0,1734,841,105,548,0,234,0,2170,968,135,821,0,256,0,1759,848,91,604,0,210,0
34007040106,2183,246,637,1395,31,13,1,1378,219,378,818,19,9,0,2217,292,1019,1203,194,0,0,1093,275,280,536,0,0,0,2011,363,895,1028,177,0,0,1133,348,318,464,0,0,0
34007040110,2312,196,816,1372,35,22,8,1497,180,495,837,21,16,7,2372,238,907,1373,122,0,0,1327,241,402,690,0,0,0,2339,214,875,1372,117,0,0,1366,214,486,670,0,0,0
34007040109,2304,201,803,1376,36,22,6,1491,182,486,836,22,15,3,1889,123,430,1355,0,0,0,1240,94,243,909,0,0,0,1756,121,425,1257,0,0,0,1296,98,286,916,0,0,0
34007043026,1875,1566,56,68,4,191,0,1358,1148,30,45,3,139,0,1927,1437,111,169,72,211,0,1454,1163,25,70,0,117,0,1893,1446,97,162,65,195,0,1445,1141,31,75,0,129,0
34007043033,1799,1448,62,78,6,210,1,1301,1051,39,51,4,155,1,1854,1323,67,166,64,302,0,1434,1123,14,74,0,158,0,1777,1271,70,148,58,296,0,1407,1076,35,66,0,169,0
34015025010,1664,1446,49,143,10,27,0,1239,1091,31,97,8,14,0,1674,1497,52,102,0,25,0,1354,1226,28,92,0,5,0,1731,1516,86,120,15,22,0,1374,1235,40,96,0,3,0
34015025002,1489,1306,43,114,13,19,0,1107,984,28,78,7,11,0,1513,1396,7,93,0,16,0,1220,1138,8,63,0,8,0,1532,1410,8,99,0,14,0,1213,1126,9,67,0,7,0
34015025011,1582,1400,63,96,12,22,2,1213,1092,43,66,8,17,1,1618,1320,168,141,19,21,0,1231,1097,37,89,2,2,0,1629,1368,94,172,30,28,0,1276,1108,30,124,12,4,0
34015055404,1122,930,48,121,17,19,4,877,744,28,91,12,12,1,935,783,75,86,17,8,0,795,679,53,62,0,0,0,885,694,84,97,0,12,0,716,583,64,68,0,0,0
34015055411,731,596,31,85,9,12,2,567,471,18,63,5,6,1,649,588,4,48,1,8,0,584,527,3,47,0,1,0,617,562,5,48,0,1,0,589,536,6,47,0,0,0
34031075009,2603,2318,154,54,14,70,1,2112,1916,101,41,11,49,0,2788,2108,458,102,42,111,0,1991,1720,121,101,40,45,0,2736,1906,507,116,62,200,0,1905,1531,148,116,65,100,0
34031075012,2252,2019,124,57,37,36,0,1738,1584,82,33,29,21,0,1989,1761,195,6,0,5,0,1715,1557,152,2,0,0,0,1935,1717,161,16,0,20,0,1719,1580,118,11,0,10,0
34031010205,1770,1236,296,43,10,205,0,1410,1025,206,26,7,160,0,1659,1145,156,117,0,258,0,1385,1004,122,81,0,176,0,1789,1061,259,97,0,392,0,1417,966,180,59,0,212,0
34031010118,1685,1263,184,33,2,199,0,1398,1086,129,24,2,152,0,1932,906,596,69,0,320,0,1623,901,432,57,0,235,0,2083,913,708,53,0,356,0,1677,884,531,47,0,212,0
34031010101,1368,944,227,36,9,151,1,1099,788,157,23,9,117,1,1327,920,125,124,0,176,0,1027,722,101,84,0,120,0,1299,828,182,110,0,198,0,1013,690,139,71,0,109,0
34031005003,1443,1286,111,5,2,29,3,1116,1014,73,1,1,19,3,1508,1305,129,0,27,48,0,1125,1019,95,0,0,9,0,1482,1136,346,2,0,0,0,1095,929,169,0,0,0,0
34031005004,1824,1562,182,17,9,54,1,1488,1298,125,15,6,45,1,1923,1637,224,11,1,44,0,1396,1265,106,11,0,12,0,1437,1294,57,46,0,32,0,1096,1001,46,40,0,10,0
34031010307,1607,585,842,137,21,91,3,1183,471,591,93,13,60,3,1196,403,707,2,6,8,0,824,310,507,1,0,0,0,1528,417,953,1,7,54,0,827,304,470,2,0,52,0
34031070104,1406,1146,140,28,3,89,0,1095,916,98,22,1,58,0,1671,1178,280,25,0,192,0,1109,867,143,17,0,72,0,1659,1150,318,25,0,174,0,1076,841,166,16,0,54,0
