GEOID10,Tot_2010_tot,Wh_2010_tot,Bl_2010_tot,Hisp_2010_tot,Nat_2010_tot,Oth_2010_tot,Asn_2010_tot,Pac_2010_tot,Bl+_2010_tot,Nat+_2010_tot,Asn+_2010_tot,Pac+_2010_tot,Tot_2010_vap,Wh_2010_vap,Bl_2010_vap,Hisp_2010_vap,Nat_2010_vap,Oth_2010_vap,Asn_2010_vap,Pac_2010_vap,Bl+_2010_vap,Nat+_2010_vap,Asn+_2010_vap,Pac+_2010_vap,Tot_2018_tot,Wh_2018_tot,Bl_2018_tot,Hisp_2018_tot,Nat_2018_tot,Oth_2018_tot,Asn_2018_tot,Pac_2018_tot,Bl+_2018_tot,Nat+_2018_tot,Asn+_2018_tot,Pac+_2018_tot
340015101,1250,1007,55,104,0,45,39,0,84,8,56,4,975,822,43,65,0,16,29,0,49,3,37,2,1106.8,904.7,62.5,134.1,0.0,5.5,0.1,0.0,68.3,1.0,107.1,0.0
340015102,1325,1122,74,70,1,12,46,0,83,3,50,4,1122,961,62,46,1,10,42,0,67,3,46,2,1402.9,1314.6,26.2,45.6,0.0,16.5,0.0,0.0,43.4,3.0,0.0,0.0
340015103,1406,1186,49,114,4,13,40,0,61,21,44,0,1080,933,31,70,4,8,34,0,37,15,37,0,1624.1,1595.5,1.6,26.1,0.0,0.0,0.8,0.0,1.6,0.0,0.8,0.0
340015201,1247,1025,87,87,0,9,39,0,92,1,46,0,1020,845,73,67,0,7,28,0,77,1,32,0,1226.1,739.2,134.9,202.8,0.0,0.0,149.2,0.0,134.9,0.0,240.2,8.2
340015202,1889,644,474,213,10,76,472,0,529,29,521,0,1454,565,342,139,9,42,357,0,362,23,389,0,1751.6,608.6,490.7,362.4,0.0,13.0,276.8,0.0,499.7,5.0,284.8,6.8
340015203,1294,1158,49,43,1,17,26,0,71,7,28,1,1008,910,35,29,1,12,21,0,47,6,23,1,1138.9,1119.8,16.1,2.9,0.0,0.0,0.1,0.0,16.1,0.0,0.1,0.0
3400110101,976,265,502,104,6,27,72,0,545,23,77,3,895,256,458,88,5,23,65,0,491,20,68,2,1010.3,352.9,340.8,224.0,0.0,29.7,62.9,0.0,386.1,20.6,62.9,0.0
3400110102,2038,302,1005,524,2,50,153,2,1111,16,158,7,1649,290,826,372,1,32,126,2,884,15,131,6,2021.6,298.9,697.0,743.6,2.2,50.3,229.6,0.0,778.8,8.0,261.9,9.8
3400110103,1232,163,599,338,6,20,106,0,661,20,115,4,897,155,418,216,5,17,86,0,450,15,95,2,961.0,119.1,474.7,234.5,1.4,14.0,117.2,0.0,499.9,1.4,129.9,3.2
3400110104,839,147,475,126,7,20,64,0,519,17,66,0,666,142,361,86,6,11,60,0,382,15,62,0,745.9,250.9,263.9,160.8,0.1,21.0,49.1,0.0,296.0,14.7,49.1,0.0
3400110201,1555,488,456,327,4,57,223,0,525,24,256,6,1405,479,400,262,4,52,208,0,451,23,241,4,1631.8,314.4,524.0,497.8,5.7,8.7,281.2,0.0,538.3,5.7,295.2,0.0
3400110202,920,41,631,168,0,21,59,0,692,6,61,0,693,39,475,122,0,8,49,0,506,6,49,0,1021.7,36.8,864.2,61.6,3.4,16.2,39.5,0.0,905.7,5.2,54.0,0.0
3400110203,1085,146,777,125,5,16,16,0,830,20,22,2,788,132,553,75,2,12,14,0,581,12,18,1,918.7,113.7,758.2,22.2,0.0,0.0,24.6,0.0,778.3,0.0,24.6,0.0
3400110204,449,10,343,53,0,5,38,0,361,3,44,3,282,10,210,32,0,2,28,0,215,0,29,0,476.0,15.0,327.2,99.0,8.3,12.3,14.2,0.0,360.4,9.6,25.2,0.0
3400110205,1977,51,1273,597,3,30,23,0,1481,28,35,3,1170,47,762,324,3,14,20,0,854,19,24,1,1987.1,136.2,1111.5,705.4,20.4,1.0,12.6,0.0,1338.2,20.4,13.6,0.0
3400110301,1863,39,1564,191,7,27,34,1,1646,32,35,1,1397,37,1178,135,7,14,25,1,1228,22,26,1,2196.5,53.7,1622.3,336.5,8.4,126.1,49.6,0.0,1900.3,10.9,49.6,0.0
3400110302,1113,210,437,210,1,63,192,0,495,43,233,2,897,200,326,143,1,54,173,0,360,34,208,1,949.6,252.5,232.4,254.9,3.4,8.3,198.1,0.0,236.8,3.4,212.2,0.0
3400110303,1130,101,758,193,8,21,49,0,803,22,56,0,940,98,619,154,5,17,47,0,650,14,53,0,1467.9,52.7,1101.1,210.0,11.6,45.6,46.9,0.0,1194.0,17.4,79.5,0.0
3400110304,2089,85,1627,288,8,44,37,0,1760,43,43,13,1441,75,1109,191,7,28,31,0,1181,31,34,7,1903.3,50.0,1554.5,228.9,9.0,40.8,20.1,0.0,1666.8,13.2,20.1,0.0
