GEOID10,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2018_ag,Dem_2018_ag,Rep_2018_ag,Tot_2018_sen,Dem_2018_sen,Rep_2018_sen,Tot_2018_gov,Dem_2018_gov,Rep_2018_gov,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
270010005,995.5,360.8,558.0,811.1,328.6,419.1,834.3,455.9,338.2,829.2,384.2,400.8,1020,501,499
270010010,542.1,152.6,352.8,469.8,135.8,309.2,481.7,220.0,252.7,477.7,169.5,293.3,512,205,294
270010015,162.0,56.3,94.8,152.1,65.2,78.0,156.1,84.0,65.2,154.1,69.2,79.0,186,98,81
270010240,30.0,5.7,22.2,21.9,4.8,15.0,22.9,6.0,14.8,22.9,4.8,16.0,31,5,24
270010020,18.0,8.0,9.0,20.0,10.0,10.0,21.0,14.0,7.0,20.0,11.0,9.0,30,16,14
270010025,37.0,19.0,16.0,35.0,21.0,12.0,36.0,24.0,12.0,35.0,18.0,13.0,33,25,8
270010030,79.0,30.0,47.0,68.0,31.0,33.0,70.0,40.0,28.0,69.0,33.0,35.0,105,50,53
270010125,48.0,10.0,36.0,48.0,12.0,34.0,48.0,9.0,34.0,47.0,11.0,34.0,53,24,28
270010035,22.0,9.0,11.0,21.0,9.0,10.0,22.0,14.0,8.0,22.0,13.0,8.0,21,14,5
270010038,24.0,9.0,15.0,19.0,8.0,11.0,22.0,12.0,9.0,22.0,14.0,8.0,24,14,9
270010040,733.0,267.0,432.0,632.0,241.0,363.0,646.0,344.0,291.0,646.0,279.0,350.0,747,331,398
270010045,239.0,78.0,144.0,203.0,58.0,125.0,207.0,93.0,105.0,207.0,75.0,123.0,232,102,123
270010110,115.2,35.8,71.5,112.7,39.2,64.7,112.7,55.8,53.9,111.7,46.0,61.7,98,47,51
270010050,303.0,105.0,174.0,271.0,103.0,153.0,276.0,142.0,127.0,276.0,119.0,145.0,313,164,147
270010055,110.2,39.3,62.8,98.9,38.1,53.6,100.0,52.6,45.3,100.9,48.3,48.5,116,60,51
270010175,731.8,289.7,400.2,646.2,244.9,361.4,666.1,355.4,292.7,656.1,285.7,347.5,746,373,359
270010060,543.0,189.0,329.0,453.0,163.0,269.0,458.0,233.0,213.0,456.0,178.0,266.0,494,251,234
270010065,315.5,97.9,205.5,232.3,95.0,120.2,236.4,121.3,103.1,234.4,107.2,113.2,258,140,110
270010070,212.5,77.1,124.5,197.7,88.0,102.8,204.6,108.7,91.9,203.6,96.8,100.8,256,145,108
270010075,111.0,27.0,79.0,95.0,25.0,62.0,96.0,47.0,48.0,96.0,32.0,62.0,130,81,47
270010080,174.0,43.0,121.0,153.0,47.0,100.0,157.0,68.0,85.0,155.0,54.0,98.0,157,69,80
270010082,25.0,4.0,18.0,19.0,3.0,9.0,19.0,7.0,9.0,19.0,6.0,13.0,20,11,7
270010085,123.0,44.0,71.0,123.0,44.0,68.0,125.0,67.0,51.0,125.0,48.0,69.0,118,54,64
270010090,276.0,87.0,175.0,269.0,85.0,165.0,271.0,126.0,137.0,270.0,94.0,162.0,342,163,169
270010095,30.0,7.0,22.0,32.0,6.0,25.0,30.0,4.0,23.0,31.0,6.0,22.0,30,10,20
270010100,20.0,5.0,15.0,13.0,4.0,9.0,13.0,4.0,9.0,13.0,4.0,9.0,18,10,8
270010105,17.0,8.0,6.0,18.0,4.0,8.0,19.0,12.0,3.0,19.0,10.0,6.0,9,6,1
270010150,80.8,31.2,40.5,64.3,27.8,35.3,69.3,35.2,32.1,68.3,32.0,36.3,103,57,45
270010230,120.0,37.0,76.0,105.0,25.0,74.0,107.0,43.0,61.0,106.0,30.0,71.0,120,51,68
270010115,26.0,4.0,16.0,22.0,5.0,16.0,21.0,4.0,15.0,22.0,6.0,15.0,66,25,41
270010120,146.0,62.0,74.0,134.0,57.0,68.0,136.0,73.0,52.0,135.0,62.0,64.0,146,78,64
270010130,98.0,37.0,57.0,77.0,30.0,40.0,80.0,44.0,33.0,79.0,40.0,35.0,108,55,43
270010285,34.0,12.0,21.0,33.0,15.0,15.0,33.0,17.0,15.0,33.0,18.0,15.0,22,14,8
270010132,27.0,13.0,12.0,25.0,9.0,14.0,26.0,13.0,12.0,26.0,12.0,12.0,31,17,12
270010135,219.0,77.0,127.0,187.0,68.0,103.0,189.0,97.0,86.0,190.0,81.0,103.0,236,122,109
270010140,96.0,25.0,62.0,76.0,21.0,50.0,75.0,26.0,44.0,78.0,25.0,48.0,109,43,60
270010145,683.0,230.0,406.0,613.0,215.0,365.0,631.0,320.0,301.0,620.0,247.0,360.0,667,308,348
270010155,49.0,9.0,37.0,45.0,7.0,33.0,44.0,14.0,30.0,45.0,12.0,32.0,39,11,27
270010160,81.0,20.0,52.0,74.0,25.0,45.0,75.0,36.0,36.0,75.0,29.0,43.0,89,38,50
270010165,55.0,24.0,27.0,57.0,26.0,28.0,56.0,30.0,25.0,57.0,27.0,28.0,59,37,18
270010170,39.0,4.0,31.0,38.0,9.0,25.0,38.0,13.0,23.0,38.0,12.0,25.0,38,12,22
270010180,106.0,43.0,52.0,87.0,36.0,41.0,87.0,48.0,34.0,87.0,40.0,40.0,114,76,37
270010185,332.4,105.5,200.2,278.1,98.6,164.7,282.1,138.1,136.1,282.1,118.4,155.8,330,153,169
270010190,30.0,16.0,13.0,22.0,11.0,9.0,22.0,15.0,6.0,22.0,11.0,9.0,34,25,9
270010195,108.0,39.0,60.0,92.0,33.0,54.0,95.0,50.0,42.0,95.0,42.0,51.0,113,56,55
270010200,29.0,9.0,18.0,27.0,7.0,17.0,26.0,10.0,16.0,26.0,9.0,17.0,34,15,17
270010205,183.0,55.0,120.0,164.0,50.0,109.0,167.0,83.0,82.0,166.0,58.0,103.0,207,103,96
270010210,197.0,65.0,126.0,170.0,63.0,95.0,173.0,85.0,79.0,173.0,75.0,90.0,199,103,91
270010215,211.0,82.0,121.0,187.0,67.0,107.0,190.0,102.0,84.0,187.0,78.0,105.0,200,121,77
270010220,20.0,5.0,11.0,19.0,6.0,13.0,19.0,9.0,10.0,20.0,6.0,14.0,24,6,18
270010225,68.0,19.0,44.0,62.0,12.0,47.0,64.0,21.0,42.0,63.0,16.0,45.0,70,37,30
270010255,17.0,8.0,9.0,16.0,7.0,8.0,16.0,8.0,8.0,16.0,8.0,8.0,24,12,11
270010260,89.0,30.0,53.0,76.0,34.0,39.0,75.0,49.0,26.0,76.0,36.0,39.0,50,16,28
270010290,50.0,8.0,38.0,40.0,11.0,26.0,40.0,15.0,21.0,40.0,13.0,24.0,79,35,44
270031010,1998.0,565.0,1288.0,1673.0,512.0,1076.0,1695.0,728.0,917.0,1689.0,585.0,1053.0,1970,699,1236
270031020,1868.7,625.6,1072.4,1555.3,532.3,913.5,1573.3,760.0,762.1,1568.3,621.6,880.3,1909,774,1098
270031260,1143.0,535.0,475.0,1010.0,482.0,452.0,1024.0,586.0,390.0,1019.0,526.0,436.0,982,561,405
270031280,1068.3,419.4,545.6,839.8,365.7,394.5,850.7,472.0,339.9,848.7,420.4,375.6,1134,520,591
270031030,1402.6,492.7,769.6,1210.1,450.9,687.5,1223.6,597.1,587.4,1222.3,521.9,658.5,1463,590,841
270031040,909.0,317.3,497.6,785.5,286.1,452.5,793.7,380.6,388.0,792.8,333.3,432.6,964,382,562
270031100,1848.4,666.0,1023.8,1584.5,645.0,847.9,1606.7,840.3,713.6,1604.9,728.7,818.9,1904,793,1090
270031270,1101.0,433.0,558.0,887.0,368.0,437.0,897.0,470.0,383.0,898.0,428.0,422.0,1202,614,548
270031050,1493.0,562.4,774.5,1232.1,487.4,656.2,1252.9,647.2,543.4,1248.4,559.6,624.6,1405,629,744
270031080,2415.6,844.5,1378.9,2107.9,765.1,1240.0,2132.4,1063.4,1016.3,2131.7,889.6,1175.6,2083,824,1235
270031090,1872.5,546.0,1185.3,1699.1,500.7,1107.9,1714.1,754.5,912.8,1714.1,605.2,1038.7,1631,629,962
270031070,2843.9,955.1,1636.2,2403.9,825.7,1452.9,2429.6,1187.9,1173.5,2428.8,955.5,1387.1,2648,1024,1586
270031060,1750.0,623.0,964.0,1554.0,557.0,910.0,1579.0,820.0,722.0,1575.0,680.0,851.0,1621,625,984
270033410,2397.6,1078.9,1124.7,2033.1,961.6,957.9,2054.0,1213.0,777.9,2051.1,1054.7,917.5,2337,1150,1153
270031210,848.0,402.0,348.0,665.0,313.0,293.0,677.0,403.0,238.0,677.0,340.0,291.0,920,482,406
270031240,1099.0,482.0,491.0,935.0,443.0,415.0,946.0,579.0,325.0,942.0,499.0,400.0,1179,602,549
270031230,1244.0,470.0,666.0,971.0,400.0,480.0,985.0,537.0,400.0,980.0,463.0,458.0,1224,599,603
270031220,1122.0,516.0,506.0,936.0,417.0,446.0,941.0,539.0,360.0,938.0,467.0,419.0,1175,609,541
270031250,1024.0,417.0,482.0,866.0,378.0,409.0,875.0,468.0,345.0,871.0,426.0,388.0,1089,531,524
270033850,1490.0,663.2,692.3,1253.5,584.0,576.2,1257.2,736.2,470.1,1258.4,651.0,546.0,1433,745,653
270031410,262.8,50.2,182.5,177.6,47.2,114.4,177.6,66.2,101.4,177.6,51.2,115.4,273,114,153
270031660,1287.6,648.6,528.0,1082.2,568.5,448.2,1092.9,683.7,380.9,1093.9,614.3,434.9,1389,763,595
270031860,908.0,423.1,398.2,755.7,362.5,329.5,762.1,461.4,270.7,762.6,408.9,313.1,931,505,407
270031670,1196.0,579.3,515.2,1083.7,586.8,422.8,1096.1,696.6,347.9,1088.7,635.9,397.0,1179,658,494
270031640,917.0,399.3,426.0,752.1,356.7,336.6,764.9,447.1,282.9,764.4,399.3,322.7,971,541,407
270031630,1962.5,835.0,937.8,1625.6,710.6,781.7,1608.7,919.8,626.4,1630.6,792.2,742.4,1917,970,908
270031650,947.4,385.2,464.6,788.3,358.2,364.3,802.4,464.5,297.4,799.0,409.8,351.6,1024,547,446
270034810,1166.8,621.1,439.4,932.4,534.1,328.1,936.4,611.4,272.9,934.4,581.2,304.1,1160,677,447
270031810,1799.4,709.0,910.2,1788.5,749.0,924.2,1810.2,1035.9,720.3,1801.0,854.9,873.4,1334,634,681
270031610,1048.0,462.0,485.0,915.0,421.0,432.0,927.0,562.0,323.0,925.0,485.0,408.0,1062,502,536
270031680,1150.1,455.0,575.1,953.2,393.2,489.2,965.9,541.0,391.0,962.2,450.6,464.3,1095,548,509
270032610,1132.0,444.0,565.0,905.0,400.0,431.0,922.0,529.0,356.0,920.0,448.0,417.0,1167,594,531
270035630,1400.0,568.0,692.0,1278.0,504.0,688.0,1302.0,730.0,526.0,1302.0,609.0,646.0,1449,730,691
270031850,1485.8,695.0,656.6,1216.6,587.3,526.8,1226.0,747.8,426.6,1225.6,661.7,503.8,1563,807,722
270031870,1039.6,501.5,442.5,849.2,429.3,347.8,858.1,536.4,290.0,857.4,481.3,335.1,1105,627,458
270031840,1682.0,798.5,730.5,1343.6,659.6,580.9,1351.7,828.1,465.8,1352.9,732.9,557.2,1694,879,765
270031820,1558.6,722.6,696.3,1333.9,640.6,628.8,1345.4,802.8,507.4,1340.2,698.6,600.3,1502,819,670
270031875,1563.5,684.3,758.0,1388.0,597.6,737.8,1402.8,790.5,576.9,1398.6,662.4,694.9,1536,697,816
270031880,3886.1,1632.7,1931.4,3473.3,1465.1,1813.5,3491.1,1921.4,1494.5,3501.8,1667.7,1734.2,2390,1072,1284
270031872,1602.8,688.5,775.4,1383.8,608.7,696.0,1396.7,785.4,567.2,1396.4,680.3,663.6,1282,582,674
270032050,1287.8,543.9,602.0,1094.9,503.3,502.9,1104.3,639.6,411.0,1106.1,569.2,474.5,1402,736,635
270032060,788.0,345.7,341.8,645.7,312.4,276.8,649.1,393.2,222.6,650.8,360.4,252.5,770,444,305
270032040,2127.1,935.4,997.3,1750.4,858.3,768.3,1764.6,1027.2,656.4,1762.2,925.4,746.0,1933,949,943
270032010,1487.0,602.3,755.4,1251.3,554.8,608.4,1267.8,712.4,503.4,1261.9,619.9,580.5,1526,729,769
270032070,656.8,267.0,331.6,553.9,246.1,268.7,560.9,315.4,222.7,558.5,275.7,255.5,666,324,322
270032020,3601.0,1534.1,1734.9,3292.7,1465.3,1639.8,3321.7,1913.5,1314.1,3324.0,1677.2,1524.7,2606,1160,1392
270032410,2272.0,829.0,1241.0,1996.0,743.0,1097.0,2054.0,1105.0,875.0,2035.0,905.0,1048.0,2192,930,1219
270032620,1870.0,984.0,709.0,1619.0,831.0,692.0,1651.0,1072.0,540.0,1649.0,958.0,643.0,1956,1001,917
270032810,1512.0,1028.0,354.0,1466.0,1025.0,316.0,1483.0,1169.0,246.0,1476.0,1106.0,293.0,1433,909,475
270032820,1275.0,835.0,312.0,1136.0,760.0,278.0,1151.0,857.0,219.0,1147.0,807.0,262.0,1288,825,415
270032830,1225.0,801.0,309.0,1120.0,762.0,277.0,1124.0,849.0,211.0,1128.0,816.0,256.0,1260,835,393
270032840,1220.9,800.7,322.9,1051.5,717.6,268.6,1067.6,793.9,216.5,1063.5,736.7,272.6,1192,769,400
270032850,1236.0,757.0,346.0,1098.0,702.0,319.0,1111.0,828.0,246.0,1104.0,772.0,289.0,1202,726,443
270032860,1080.0,613.0,337.0,1014.0,621.0,334.0,1026.0,731.0,254.0,1021.0,685.0,301.0,1176,671,478
270032870,1171.0,720.0,350.0,1032.0,645.0,306.0,1043.0,743.0,240.0,1039.0,691.0,286.0,1160,681,445
270034440,976.0,567.0,319.0,899.0,544.0,289.0,910.0,626.0,232.0,909.0,600.0,273.0,1149,694,435
270032880,1155.0,675.0,353.0,986.0,606.0,291.0,1002.0,721.0,225.0,997.0,681.0,257.0,1198,755,414
270033010,2522.0,805.0,1537.0,2229.0,725.0,1337.0,2281.0,1055.0,1131.0,2264.0,848.0,1310.0,2483,1028,1401
270034230,1979.4,568.4,1258.9,1675.1,503.3,1056.7,1705.1,697.5,938.6,1700.2,571.4,1041.7,1985,825,1108
270033230,1879.1,786.5,931.0,1618.8,724.9,805.6,1633.9,937.9,660.4,1628.4,826.5,751.0,1922,889,994
270033240,1881.9,774.8,936.9,1617.1,719.4,811.8,1629.3,926.6,663.5,1624.8,804.5,769.0,2047,887,1135
270033210,1470.0,599.0,715.8,1201.9,529.7,588.0,1210.2,678.4,486.1,1210.5,588.3,570.4,1572,723,816
270033830,1237.7,533.0,583.8,1066.3,484.1,506.0,1074.2,611.2,416.5,1073.7,537.6,484.1,1376,686,661
270033220,1620.2,646.8,799.2,1317.1,578.4,640.5,1327.4,734.8,535.8,1326.6,641.0,625.5,1619,813,758
270034050,1323.8,592.2,592.6,1040.6,500.4,457.9,1054.0,623.3,382.4,1053.2,557.1,438.5,1326,695,611
270033420,1788.7,749.7,881.3,1542.1,685.1,762.3,1557.1,883.6,615.3,1554.3,768.8,718.9,1937,920,980
270033430,1893.5,816.6,888.1,1537.1,714.4,695.5,1554.0,915.8,564.4,1555.2,806.0,668.4,1978,995,948
270034030,1348.2,573.6,634.9,1070.3,502.4,476.5,1080.8,636.0,389.7,1077.8,552.4,454.6,1485,790,653
270033440,1575.2,651.1,769.9,1269.0,584.3,573.6,1282.9,754.9,473.5,1281.5,653.8,560.0,1700,901,757
270033840,1241.9,525.4,602.4,1009.3,488.1,442.5,1017.7,589.6,381.6,1014.4,533.8,431.5,1303,687,575
270033610,1336.2,635.5,583.9,1067.8,520.7,469.0,1077.2,642.2,386.1,1077.2,577.2,434.1,1451,778,645
270034010,1151.5,502.1,523.1,914.8,439.8,407.9,923.2,547.9,335.2,922.2,487.4,381.7,1193,619,552
270033630,1191.1,552.6,512.4,921.3,485.0,368.3,924.2,574.1,305.5,925.2,520.7,340.0,1382,717,630
270034020,1037.4,462.2,472.8,825.6,414.8,344.4,833.0,498.6,289.9,830.7,446.9,331.9,1139,609,501
270033820,1607.2,705.8,750.7,1350.4,624.9,625.0,1355.6,782.8,514.3,1357.2,694.4,595.3,1749,912,802
270033810,683.7,319.4,301.1,610.9,285.5,280.3,616.3,364.4,225.5,615.8,318.9,263.5,631,349,264
270033620,1909.7,796.8,912.1,1549.0,692.7,737.3,1559.2,858.2,623.9,1557.3,754.0,710.3,2033,1025,965
270034040,1118.6,484.4,528.0,910.2,453.4,385.2,918.4,556.0,324.6,917.6,494.0,378.3,1153,605,517
270033640,1617.8,787.6,690.2,1400.7,706.7,596.3,1416.1,861.6,498.0,1414.8,770.9,578.3,1686,904,747
270034210,2201.0,555.0,1469.0,1726.0,490.0,1094.0,1748.0,693.0,969.0,1742.0,575.0,1078.0,2112,869,1208
270034220,2160.6,599.6,1393.1,1732.8,523.7,1094.3,1752.8,745.5,937.4,1750.8,612.6,1051.3,2248,933,1265
270034410,1186.0,637.0,427.0,981.0,539.0,373.0,991.0,652.0,292.0,989.0,589.0,352.0,1234,665,539
270034620,917.0,534.0,287.0,754.0,465.0,231.0,759.0,536.0,188.0,760.0,511.0,217.0,936,587,331
270034610,945.0,517.0,340.0,824.0,461.0,294.0,836.0,540.0,235.0,832.0,503.0,272.0,1087,619,448
270034420,1143.0,596.0,440.0,1003.0,522.0,420.0,1016.0,656.0,331.0,1010.0,592.0,382.0,1280,709,543
270034430,1258.0,741.0,388.0,1125.0,698.0,333.0,1137.0,817.0,256.0,1135.0,746.0,314.0,1319,796,493
270034630,1395.0,753.0,499.0,1233.0,688.0,462.0,1254.0,849.0,359.0,1249.0,772.0,422.0,1391,759,599
270034640,635.5,359.9,228.3,574.7,329.7,214.9,584.3,391.9,172.3,579.5,363.2,198.1,706,424,271
270034650,692.5,392.1,248.7,626.3,359.3,234.1,636.7,427.1,187.7,631.5,395.8,215.9,704,421,266
270034820,1502.0,784.6,562.3,1317.8,726.5,516.2,1332.8,844.6,419.2,1328.8,768.5,493.2,1576,914,633
270034830,801.0,486.4,239.7,616.2,395.5,160.8,621.2,447.4,127.8,617.2,426.5,145.8,801,521,250
270034840,915.0,505.0,311.0,774.0,448.0,258.0,787.0,530.0,211.0,788.0,491.0,244.0,980,588,357
270035010,1086.3,328.5,644.4,892.2,278.9,542.7,898.1,387.3,475.5,901.4,329.3,530.1,1071,436,612
270035030,1249.3,353.2,794.8,1051.1,312.7,669.9,1060.0,438.2,585.1,1060.7,370.2,652.5,1206,486,686
270035040,1773.9,505.4,1137.6,1512.2,431.7,993.4,1527.8,636.1,850.2,1527.2,504.8,969.7,1674,634,999
270035020,1430.8,433.9,895.9,1206.8,370.4,774.5,1217.8,532.5,657.8,1213.1,429.9,748.7,1493,557,916
270035050,2017.0,587.1,1261.8,1699.5,512.6,1114.5,1716.4,739.6,944.3,1711.7,580.8,1093.2,1877,714,1131
270035060,1804.8,525.0,1131.5,1564.2,463.7,1024.0,1577.9,673.3,867.0,1575.9,533.9,999.8,1623,615,981
270035210,233.1,159.3,53.1,150.5,97.4,36.4,151.4,112.1,27.5,150.5,102.3,34.4,325,226,86
270035410,946.0,359.0,498.0,774.0,309.0,387.0,786.0,415.0,319.0,785.0,357.0,372.0,965,492,437
270035610,1181.0,429.0,650.0,998.0,357.0,539.0,1012.0,536.0,440.0,1011.0,447.0,516.0,1155,556,566
270035620,1826.0,720.0,952.0,1620.0,638.0,871.0,1652.0,910.0,685.0,1641.0,756.0,815.0,1736,839,862
270035650,1146.0,492.0,558.0,996.0,419.0,526.0,1019.0,587.0,406.0,1016.0,485.0,495.0,1071,545,512
270035640,2085.0,867.0,1031.0,1927.0,762.0,1076.0,1971.0,1109.0,829.0,1960.0,906.0,1003.0,2032,819,1191
270035660,1887.0,674.0,1020.0,1790.0,625.0,1074.0,1818.0,945.0,831.0,1819.0,762.0,1014.0,1742,687,1036
270035670,1966.0,800.0,972.0,1844.0,737.0,1004.0,1880.0,1046.0,787.0,1870.0,863.0,970.0,1844,816,1004
270035810,3096.0,917.0,1934.0,2615.0,783.0,1618.0,2659.0,1152.0,1385.0,2635.0,948.0,1563.0,3043,1275,1702
270035910,2707.0,631.0,1874.0,2294.0,580.0,1581.0,2330.0,898.0,1361.0,2324.0,680.0,1557.0,2606,857,1689
270036010,1831.7,547.5,1160.3,1608.7,495.9,1021.4,1636.4,679.4,908.7,1625.8,570.3,997.5,1667,641,992
270036020,1621.4,401.2,1101.6,1389.1,360.8,940.2,1408.0,552.0,813.6,1402.7,437.7,912.3,1641,608,992
270037010,2126.2,501.9,1423.5,1515.0,445.6,934.3,1540.4,629.3,818.1,1531.3,525.5,892.6,2112,890,1175
270036030,1555.6,370.4,1063.5,1327.2,339.7,904.1,1343.2,507.2,797.6,1339.2,411.5,872.6,1407,485,877
270036220,1419.6,455.0,836.9,1218.2,433.9,704.2,1233.5,606.2,583.5,1228.7,497.1,680.1,1362,524,814
270036210,2590.7,881.6,1449.3,2154.4,787.0,1225.9,2175.6,1079.7,1015.1,2172.1,916.2,1161.0,2460,1002,1401
270036410,1362.0,378.0,875.0,1142.0,332.0,749.0,1148.0,464.0,652.0,1145.0,377.0,731.0,1340,484,842
270036610,2320.0,861.0,1262.0,1983.0,803.0,1040.0,1996.0,1016.0,893.0,1993.0,892.0,1007.0,1955,819,1091
270036420,1859.7,557.4,1133.8,1568.4,529.2,940.9,1582.9,735.0,788.4,1579.1,607.7,905.8,1624,629,958
270036620,1009.0,352.0,571.0,789.0,308.0,425.0,796.0,399.0,364.0,793.0,356.0,400.0,1033,492,523
270036810,1759.0,667.0,938.0,1358.0,576.0,689.0,1374.0,725.0,591.0,1369.0,654.0,647.0,1507,656,817
270036820,1731.0,609.0,965.0,1410.0,534.0,799.0,1422.0,704.0,663.0,1425.0,593.0,777.0,1556,663,866
270037020,1650.2,422.8,1118.5,1296.4,361.8,833.6,1311.4,511.8,732.6,1310.4,430.8,805.6,1530,602,894
270037210,873.0,409.0,393.0,708.0,344.0,316.0,717.0,416.0,269.0,716.0,384.0,308.0,895,471,412
270037230,1394.7,662.9,592.8,1147.5,583.3,479.6,1157.5,711.8,384.7,1153.6,630.1,451.2,1445,830,583
270037220,1177.3,558.1,503.2,975.5,496.7,407.4,984.5,603.2,330.3,980.3,534.9,385.8,1298,678,582
270050005,62.0,12.0,46.0,41.0,10.0,30.0,44.0,13.0,31.0,41.0,8.0,33.0,39,22,15
270050010,241.5,44.0,185.2,189.9,53.9,124.8,193.9,68.1,111.7,193.9,56.9,125.9,237,109,120
270050015,361.6,99.1,226.8,300.1,97.1,191.2,302.1,116.9,173.3,300.1,96.1,194.1,341,165,164
270050125,958.0,312.0,591.0,781.0,286.0,453.0,794.0,402.0,372.0,795.0,300.0,468.0,909,421,467
270050020,849.2,196.7,595.1,714.7,248.1,435.9,726.6,320.3,389.5,726.6,259.0,449.8,832,311,492
270050100,547.8,131.3,370.9,449.3,138.9,266.1,460.4,180.7,241.5,458.4,146.0,277.2,570,236,319
271110245,527.0,172.0,329.0,456.0,159.0,280.0,461.0,203.0,246.0,458.0,164.0,285.0,524,222,294
270050025,99.0,45.0,44.0,64.0,25.0,27.0,67.0,30.0,28.0,64.0,25.0,28.0,94,59,32
270050030,122.0,39.0,70.0,111.0,42.0,59.0,112.0,52.0,56.0,111.0,44.0,65.0,114,63,50
270050210,295.0,115.0,167.0,235.0,110.0,103.0,241.0,135.0,91.0,240.0,130.0,101.0,267,146,117
270050035,123.0,39.0,70.0,105.0,40.0,59.0,107.0,51.0,52.0,107.0,42.0,61.0,135,70,65
270050040,689.0,232.0,425.0,588.0,220.0,342.0,599.0,282.0,304.0,594.0,224.0,350.0,706,317,373
271110395,307.0,106.0,185.0,272.0,107.0,151.0,274.0,136.0,129.0,274.0,108.0,153.0,325,169,147
270050045,147.0,37.0,101.0,123.0,40.0,77.0,127.0,52.0,70.0,126.0,36.0,87.0,163,87,71
270050135,277.0,91.0,167.0,229.0,75.0,143.0,235.0,101.0,130.0,232.0,74.0,152.0,291,150,133
270050050,1131.7,312.9,738.8,978.5,326.0,597.5,994.6,431.2,525.3,997.6,320.9,635.6,1187,515,651
270050055,1657.2,522.8,1005.2,1369.1,515.0,747.3,1395.8,669.3,661.6,1386.9,527.3,797.4,1273,644,588
270050065,1305.3,517.8,683.1,1077.3,475.1,540.4,1106.0,604.8,456.0,1099.9,496.9,559.5,1392,637,716
270050140,1012.5,317.6,643.0,887.8,314.6,540.2,909.8,402.5,480.2,905.7,310.6,568.1,1052,426,602
270050060,32.4,10.1,19.6,26.0,9.8,14.0,26.5,12.6,12.6,26.3,10.0,15.0,55,25,30
270050075,1511.5,503.5,908.5,1352.6,517.9,758.7,1382.1,685.7,640.0,1377.5,536.7,797.2,1427,612,788
270050080,84.2,27.2,51.6,76.2,28.6,43.3,77.8,38.1,36.5,77.6,29.6,45.6,82,24,58
270050082,80.0,40.0,34.0,57.0,29.0,26.0,59.0,38.0,21.0,59.0,32.0,27.0,102,62,40
270050175,85.0,42.0,38.0,77.0,39.0,34.0,80.0,48.0,31.0,79.0,44.0,34.0,75,45,28
270050085,1021.0,264.0,708.0,869.0,313.0,523.0,881.0,380.0,474.0,881.0,311.0,545.0,976,396,549
270050115,367.0,96.0,257.0,320.0,108.0,201.0,325.0,126.0,189.0,325.0,103.0,206.0,370,155,203
270050205,180.0,36.0,135.0,158.0,36.0,119.0,160.0,45.0,109.0,160.0,39.0,118.0,211,81,125
270050090,140.0,29.0,97.0,126.0,27.0,92.0,128.0,37.0,85.0,128.0,30.0,95.0,130,50,76
270050095,75.0,29.0,39.0,69.0,27.0,37.0,69.0,35.0,33.0,69.0,27.0,39.0,72,31,41
270050160,77.0,41.0,30.0,65.0,40.0,21.0,70.0,46.0,22.0,68.0,44.0,21.0,114,95,18
270050105,180.0,43.0,126.0,161.0,54.0,100.0,165.0,68.0,91.0,165.0,63.0,94.0,166,75,85
270050240,138.0,17.0,113.0,125.0,21.0,103.0,126.0,23.0,103.0,126.0,23.0,102.0,106,24,81
270050110,118.0,30.0,81.0,88.0,34.0,51.0,89.0,40.0,47.0,90.0,29.0,59.0,130,71,53
270050165,52.0,13.0,32.0,48.0,16.0,29.0,49.0,19.0,25.0,48.0,15.0,30.0,46,18,25
270050215,271.0,64.0,195.0,238.0,66.0,158.0,238.0,80.0,145.0,239.0,62.0,163.0,263,95,162
270050120,313.0,82.0,212.0,280.0,89.0,185.0,284.0,125.0,156.0,287.0,100.0,182.0,314,117,190
270050130,350.0,131.0,190.0,255.0,122.0,108.0,264.0,159.0,89.0,261.0,126.0,114.0,399,228,164
271110050,373.0,96.0,257.0,331.0,92.0,223.0,334.0,132.0,197.0,331.0,102.0,218.0,375,122,241
270050145,198.0,100.0,91.0,153.0,82.0,59.0,157.0,88.0,60.0,156.0,86.0,63.0,185,117,63
270050150,50.6,20.2,24.3,37.5,17.2,13.2,36.5,21.2,12.2,38.5,19.2,15.2,49,33,16
270050200,40.0,9.0,29.0,39.0,16.0,23.0,39.0,17.0,22.0,39.0,13.0,26.0,43,18,25
270050155,449.0,91.0,333.0,355.0,84.0,251.0,356.0,109.0,236.0,356.0,94.0,245.0,461,186,267
270050170,339.2,105.1,220.2,313.4,121.0,185.5,320.4,144.8,164.7,320.4,114.1,199.4,345,160,175
270050180,251.0,44.0,194.0,190.0,38.0,147.0,190.0,48.0,139.0,190.0,46.0,142.0,215,73,136
270050185,105.0,36.0,62.0,83.0,32.0,50.0,85.0,38.0,45.0,85.0,35.0,50.0,118,44,68
270050190,184.0,52.0,117.0,152.0,55.0,88.0,156.0,71.0,79.0,158.0,57.0,92.0,154,78,68
270050195,240.0,50.0,178.0,200.0,71.0,121.0,202.0,90.0,107.0,199.0,72.0,124.0,247,114,128
270050220,169.0,38.0,115.0,136.0,38.0,97.0,141.0,54.0,85.0,140.0,46.0,91.0,140,43,96
270050225,46.0,24.0,21.0,39.0,22.0,17.0,39.0,23.0,15.0,39.0,22.0,17.0,46,24,21
