GEOID10,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2018_ag,Dem_2018_ag,Rep_2018_ag,Tot_2018_sen,Dem_2018_sen,Rep_2018_sen,Tot_2018_gov,Dem_2018_gov,Rep_2018_gov,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
270490135,956.6,414.9,465.2,867.8,384.7,420.9,883.0,514.2,321.7,878.3,449.7,384.3,1078,579,472
270490120,934.9,387.4,470.3,882.3,384.9,439.9,903.7,505.6,361.1,898.7,448.1,407.9,917,468,429
270490130,674.3,324.4,268.9,597.2,302.3,251.0,606.4,389.9,185.0,603.0,330.9,238.7,716,367,339
270490125,380.8,185.1,148.4,336.4,172.5,139.0,341.5,221.8,102.0,339.6,187.6,132.9,351,216,125
270490145,951.0,481.1,385.2,863.6,443.4,362.0,879.6,574.5,268.6,876.7,508.9,325.8,998,534,454
270490140,572.4,283.1,234.8,516.4,267.4,212.0,525.3,342.7,159.3,522.6,299.6,193.7,578,376,188
270490150,873.3,397.0,397.0,823.2,371.5,397.0,842.3,508.1,301.4,835.0,428.0,380.6,911,476,418
270490155,410.1,208.1,156.9,352.5,199.5,122.5,359.8,233.4,98.0,357.2,211.1,118.2,455,294,150
270490160,480.9,244.0,184.0,413.4,233.9,143.7,422.0,273.7,114.9,418.9,247.5,138.6,556,343,195
270490165,774.3,363.7,328.1,692.9,359.3,278.8,704.1,452.5,215.6,697.5,385.0,265.0,783,463,295
270490185,276.0,125.0,119.0,271.0,130.0,120.0,277.0,179.0,94.0,278.0,155.0,115.0,271,152,117
270490170,476.0,133.0,291.0,400.0,114.0,273.0,405.0,168.0,232.0,405.0,138.0,260.0,432,152,268
270490200,389.0,135.0,205.0,334.0,129.0,187.0,337.0,178.0,151.0,336.0,144.0,181.0,387,188,187
270490180,550.4,186.5,326.1,499.6,195.4,279.2,503.5,262.3,225.3,503.6,217.4,273.2,547,268,261
270490190,568.0,135.0,393.0,473.0,131.0,313.0,473.0,191.0,271.0,478.0,157.0,308.0,578,227,332
270490220,357.0,92.0,243.0,326.0,105.0,204.0,330.0,143.0,176.0,327.0,117.0,202.0,354,143,203
270510090,285.0,88.0,168.0,286.0,95.0,180.0,289.0,142.0,143.0,285.0,107.0,168.0,307,137,169
270510005,223.0,86.0,119.0,206.0,89.0,106.0,212.0,126.0,77.0,209.0,98.0,103.0,256,144,108
270510010,189.0,69.0,102.0,176.0,75.0,84.0,181.0,99.0,71.0,178.0,81.0,86.0,171,89,70
270510015,61.0,24.0,30.0,54.0,25.0,28.0,57.0,35.0,20.0,56.0,28.0,28.0,72,50,21
270510020,665.0,204.0,410.0,558.0,217.0,303.0,572.0,293.0,260.0,571.0,242.0,306.0,673,363,296
270510105,94.0,26.0,55.0,94.0,31.0,58.0,98.0,53.0,44.0,98.0,39.0,58.0,103,53,44
270510025,88.0,18.0,61.0,81.0,17.0,61.0,82.0,35.0,43.0,82.0,25.0,53.0,84,40,42
270510030,193.0,63.0,114.0,172.0,61.0,102.0,174.0,88.0,82.0,172.0,64.0,103.0,185,95,86
270510035,244.0,80.0,144.0,243.0,91.0,140.0,247.0,127.0,113.0,246.0,102.0,134.0,235,116,107
270510040,36.0,11.0,23.0,29.0,3.0,26.0,31.0,11.0,20.0,31.0,8.0,23.0,34,15,16
270510045,224.0,74.0,134.0,185.0,81.0,94.0,189.0,113.0,69.0,187.0,89.0,91.0,253,133,111
270510050,359.0,119.0,199.0,269.0,126.0,121.0,272.0,155.0,102.0,269.0,134.0,122.0,356,180,161
270510055,148.0,45.0,91.0,119.0,36.0,77.0,120.0,53.0,62.0,120.0,47.0,71.0,158,66,84
270510060,52.0,6.0,45.0,50.0,8.0,37.0,53.0,16.0,34.0,51.0,5.0,41.0,65,20,42
270510110,91.0,25.0,62.0,87.0,38.0,46.0,88.0,46.0,40.0,88.0,37.0,48.0,89,52,32
270510065,81.0,30.0,49.0,76.0,31.0,41.0,77.0,43.0,33.0,75.0,35.0,38.0,86,45,40
270510070,48.0,19.0,25.0,40.0,21.0,19.0,44.0,29.0,15.0,43.0,22.0,21.0,57,33,23
270510075,73.0,25.0,44.0,61.0,27.0,33.0,63.0,41.0,22.0,63.0,31.0,32.0,88,50,38
270510080,31.0,9.0,21.0,31.0,13.0,18.0,32.0,13.0,19.0,32.0,12.0,20.0,31,17,14
270510085,29.0,4.0,20.0,27.0,7.0,19.0,27.0,10.0,16.0,28.0,9.0,19.0,36,16,19
270510095,95.0,32.0,53.0,90.0,28.0,56.0,90.0,41.0,48.0,90.0,28.0,57.0,82,44,37
270510100,73.0,20.0,41.0,62.0,17.0,44.0,62.0,26.0,34.0,63.0,17.0,45.0,76,34,39
270510115,91.0,28.0,53.0,77.0,32.0,41.0,80.0,42.0,35.0,78.0,27.0,43.0,108,58,47
270530005,1408.0,726.0,570.0,1238.0,646.0,526.0,1259.0,798.0,419.0,1255.0,704.0,508.0,1535,809,689
270530010,1539.0,793.0,598.0,1404.0,715.0,590.0,1418.0,916.0,453.0,1413.0,802.0,548.0,1505,799,668
270530015,1236.0,720.0,412.0,1065.0,639.0,351.0,1085.0,751.0,276.0,1082.0,696.0,327.0,1257,761,463
270530020,1858.0,1053.0,654.0,1677.0,960.0,607.0,1699.0,1164.0,472.0,1691.0,1050.0,557.0,1822,1074,722
270530025,1854.0,1108.0,575.0,1667.0,1005.0,574.0,1699.0,1200.0,449.0,1690.0,1105.0,534.0,1969,1137,801
270530030,1760.0,911.0,668.0,1504.0,774.0,626.0,1534.0,976.0,496.0,1526.0,869.0,594.0,1617,871,704
270530035,1337.5,675.4,528.1,1209.5,606.6,529.9,1221.6,763.9,421.6,1220.1,696.5,487.5,1366,731,612
270530036,1788.0,1023.0,611.0,1602.0,884.0,630.0,1631.0,1059.0,522.0,1627.0,970.0,597.0,1825,1035,768
270530040,1592.2,884.1,579.0,1437.9,774.0,575.5,1466.5,967.3,456.8,1458.7,879.7,534.8,1622,868,730
270530070,1850.3,1002.5,671.9,1658.6,842.4,714.5,1686.9,1120.8,524.6,1680.2,979.8,646.8,1848,979,828
270530045,2104.8,1228.0,694.6,1936.4,1077.5,747.2,1971.2,1334.1,585.3,1965.5,1215.1,687.3,2110,1155,921
270530090,1501.9,831.1,551.9,1482.8,816.2,607.0,1507.2,1011.5,463.9,1499.0,898.9,567.3,1435,728,694
270530050,1345.0,753.0,484.0,1294.0,682.0,546.0,1308.0,877.0,408.0,1305.0,757.0,511.0,1439,760,658
270530055,1902.0,1078.0,624.0,1581.0,899.0,565.0,1597.0,1083.0,454.0,1596.0,998.0,523.0,1973,1176,757
270530060,1689.0,853.0,667.0,1520.0,766.0,684.0,1539.0,1004.0,506.0,1534.0,856.0,637.0,1786,914,826
270530065,1477.0,638.0,702.0,1245.0,573.0,631.0,1264.0,719.0,522.0,1258.0,642.0,592.0,1308,567,730
270530071,1235.0,660.0,467.0,1169.0,624.0,485.0,1179.0,798.0,352.0,1177.0,688.0,458.0,1301,687,595
270530075,1329.4,752.7,468.1,1172.1,673.4,427.5,1180.8,805.1,336.4,1180.8,730.8,408.2,1223,719,477
270530107,1597.1,916.2,539.4,1415.5,815.9,492.1,1426.5,984.0,387.1,1425.9,904.4,464.6,1430,830,571
270530080,1283.0,686.0,467.0,1143.0,619.0,455.0,1161.0,766.0,365.0,1151.0,696.0,415.0,1318,724,568
270530085,1376.4,781.8,500.5,1316.9,719.3,547.8,1328.6,885.4,424.8,1329.5,790.0,511.4,1420,709,694
270530095,1895.0,1093.0,627.0,1765.0,1034.0,637.0,1794.0,1257.0,494.0,1789.0,1146.0,591.0,1982,1164,791
270530100,1621.0,900.0,557.0,1471.0,841.0,542.0,1498.0,1022.0,422.0,1493.0,897.0,533.0,1690,1000,662
270530105,1679.0,875.0,666.0,1607.0,811.0,724.0,1627.0,1024.0,575.0,1618.0,886.0,695.0,1759,902,841
270530106,1541.0,848.0,560.0,1455.0,739.0,643.0,1482.0,983.0,483.0,1478.0,862.0,583.0,1597,821,761
270530131,1165.3,664.4,411.6,972.3,552.1,344.6,978.7,662.7,275.1,978.3,615.2,315.1,1190,652,502
270530110,1269.0,745.0,392.0,1288.0,784.0,421.0,1297.0,889.0,346.0,1297.0,846.0,389.0,1246,790,423
270530115,1743.0,1125.0,486.0,1497.0,984.0,387.0,1513.0,1127.0,315.0,1512.0,1055.0,375.0,1918,1334,551
270530120,1807.2,951.6,712.9,1567.1,843.6,596.8,1581.0,1032.3,472.4,1577.0,939.6,561.1,1838,1021,780
270530125,1529.0,834.0,561.0,1291.0,737.0,446.0,1307.0,882.0,370.0,1303.0,803.0,437.0,1579,902,622
270530130,1817.0,993.0,662.0,1585.0,893.0,594.0,1604.0,1065.0,477.0,1599.0,965.0,567.0,1949,1065,841
270530132,1261.0,735.0,403.0,1065.0,664.0,315.0,1071.0,763.0,249.0,1075.0,715.0,298.0,1376,886,453
270530200,1790.0,1163.0,467.0,1473.0,982.0,390.0,1486.0,1058.0,320.0,1478.0,1015.0,371.0,1961,1334,578
270530205,1592.0,1104.0,363.0,1240.0,893.0,277.0,1249.0,967.0,205.0,1242.0,914.0,249.0,1685,1150,502
270530210,1978.0,1275.0,577.0,1655.0,1075.0,475.0,1672.0,1214.0,371.0,1653.0,1129.0,433.0,2061,1346,688
270530355,1460.1,859.4,486.1,1272.3,744.3,439.8,1290.1,869.8,361.3,1284.1,804.2,422.3,1316,783,513
270530215,2255.0,1507.0,597.0,1844.0,1211.0,504.0,1856.0,1348.0,390.0,1844.0,1258.0,467.0,2326,1480,790
270530220,2242.0,1456.0,596.0,1920.0,1213.0,559.0,1945.0,1391.0,433.0,1927.0,1289.0,520.0,2439,1586,801
270530405,1743.4,1081.5,523.3,1393.0,855.0,443.2,1410.2,995.7,342.3,1399.0,894.7,417.9,1264,969,274
270532645,2149.7,1342.4,603.9,1927.7,1223.1,569.3,1949.5,1396.9,457.8,1942.7,1310.7,547.6,2087,1322,724
270530225,1505.5,930.3,419.5,1294.0,812.0,363.0,1300.0,906.0,300.0,1296.0,845.0,345.0,1494,976,486
270530230,1186.0,810.0,298.0,1012.0,706.0,253.0,1025.0,758.0,208.0,1016.0,729.0,235.0,1308,885,393
270530305,995.0,721.0,214.5,796.5,576.0,178.7,803.8,620.6,139.3,796.1,582.8,167.2,1093,733,340
270530300,980.3,736.2,185.8,778.6,577.9,151.7,786.8,623.4,118.1,779.6,591.5,139.3,821,664,148
270530310,1182.0,746.2,327.8,965.9,598.4,306.6,979.8,704.6,244.7,974.2,640.9,284.4,1251,783,451
270530345,1320.2,853.9,358.6,1117.7,719.1,308.5,1134.8,833.2,244.7,1120.3,765.0,289.9,1299,819,462
270530325,958.0,676.7,223.9,766.9,540.5,191.1,773.2,576.5,150.1,766.9,541.8,179.7,963,682,266
270530330,1315.0,939.0,305.0,1033.0,728.0,244.0,1038.0,784.0,197.0,1032.0,757.0,228.0,1267,898,341
270530335,1390.2,813.5,467.9,1212.0,700.5,457.9,1233.5,832.1,364.9,1229.2,752.7,437.9,1417,782,619
270530340,3563.5,1915.9,1344.6,3422.2,1849.5,1426.6,3480.8,2292.8,1085.8,3462.1,2019.1,1332.7,2498,1324,1154
270530425,3204.7,1860.0,1096.8,2804.8,1581.6,1082.6,2839.2,1902.7,843.5,2824.3,1731.6,1002.9,2515,1465,1011
270530380,2022.4,1118.0,735.6,1782.4,964.1,708.9,1807.9,1203.4,540.4,1798.9,1064.7,663.2,1932,1045,857
270530390,2215.3,1219.6,807.1,1984.7,1067.4,807.0,2014.6,1334.9,612.4,2003.6,1173.9,755.3,2104,1110,965
270530350,1043.2,672.7,289.3,885.5,561.9,259.6,892.4,643.5,205.4,889.1,596.0,240.8,1091,702,371
270530360,1352.6,895.6,366.2,1121.5,752.9,294.1,1135.9,841.6,238.0,1129.9,793.0,280.9,1429,904,499
270530365,1252.8,689.2,451.0,1135.1,638.5,435.4,1155.0,744.3,365.8,1145.3,678.9,422.6,1514,844,632
270530370,1870.2,985.7,767.7,1745.1,918.2,752.2,1776.3,1143.6,598.7,1764.7,1001.6,719.9,1894,927,947
270530375,1272.8,654.3,524.3,1162.9,600.8,510.8,1182.7,765.4,398.3,1176.3,667.4,486.1,1424,745,665
270530395,949.3,588.6,285.3,760.0,466.9,241.3,769.3,543.7,186.2,763.4,488.4,228.0,1256,718,507
270530400,1092.1,674.8,331.1,886.4,548.3,277.2,896.2,637.9,212.8,890.8,571.9,265.8,1388,846,517
270530420,1006.1,656.1,286.9,812.4,522.8,237.1,821.1,583.4,196.5,815.3,538.7,227.6,1075,670,398
270530415,2425.2,1722.6,552.5,1947.9,1359.2,454.0,1969.1,1469.7,367.4,1960.2,1402.3,423.7,2494,1719,731
270530315,1039.5,645.5,328.7,849.3,525.4,269.8,858.2,596.1,226.2,851.7,541.9,262.7,1214,766,436
270530320,1285.0,893.0,303.0,1068.0,740.0,240.0,1081.0,803.0,210.0,1077.0,774.0,231.0,1333,919,393
270530450,3492.7,1525.8,1627.4,3045.8,1369.5,1478.8,3080.3,1803.9,1190.1,3066.9,1531.5,1416.5,3231,1558,1608
270530455,3634.3,1653.2,1659.6,3296.2,1458.5,1670.2,3348.6,1989.1,1278.9,3339.1,1652.5,1580.5,3850,1732,2070
270530460,2990.0,1277.0,1419.0,2516.0,1095.0,1239.0,2548.0,1498.0,969.0,2538.0,1241.0,1191.0,3069,1418,1591
270530465,3079.0,1307.0,1469.0,2647.0,1204.0,1254.0,2684.0,1591.0,1000.0,2671.0,1350.0,1208.0,3114,1497,1564
270530485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
270530500,1826.0,479.0,1205.0,1631.0,413.0,1146.0,1653.0,657.0,963.0,1643.0,491.0,1112.0,1873,608,1233
270531285,3570.1,1550.1,1692.2,3238.0,1354.5,1760.7,3291.6,1902.5,1327.3,3286.7,1522.8,1691.8,2598,1049,1518
270530505,1451.2,453.8,888.5,1367.3,448.8,840.5,1393.3,657.6,697.6,1381.3,503.7,825.6,1515,551,935
270530550,1857.0,1071.4,603.9,1702.5,974.8,603.7,1716.7,1187.8,464.6,1714.7,1064.5,567.6,1952,1153,761
270530555,1283.6,752.3,395.3,1167.5,702.8,384.7,1186.1,812.9,311.6,1183.3,766.3,362.6,1338,799,506
270530560,1570.0,870.0,512.0,1389.0,797.0,472.0,1403.0,965.0,375.0,1401.0,877.0,440.0,1601,901,640
270530565,1627.3,928.7,497.9,1460.6,872.7,487.8,1485.8,1063.0,362.7,1477.6,957.7,444.9,1716,1002,679
270530570,1886.0,1107.9,575.7,1704.2,989.2,549.5,1715.5,1193.0,431.1,1717.9,1086.5,520.8,1991,1196,755
270530575,1167.0,636.1,408.3,1027.8,591.8,352.5,1033.5,684.0,295.9,1032.1,645.5,332.2,1189,698,458
270530585,1562.0,871.0,550.0,1327.0,732.0,471.0,1333.0,883.0,377.0,1336.0,802.0,446.0,1677,921,707
270532320,794.5,498.3,228.6,715.4,456.6,205.5,718.1,513.7,166.5,715.9,484.0,191.2,808,507,286
270530590,1271.0,710.0,454.0,1083.0,565.0,414.0,1095.0,693.0,353.0,1091.0,627.0,385.0,1342,808,500
270530640,587.0,208.0,335.0,670.0,253.0,389.0,677.0,344.0,310.0,675.0,291.0,368.0,515,209,295
270531100,1675.3,547.4,989.1,1460.2,473.8,917.0,1489.7,726.1,728.6,1481.0,564.4,868.1,1624,535,1058
270532710,1868.4,616.5,1097.6,1579.4,533.4,974.0,1610.1,798.1,775.0,1603.1,631.9,917.5,1581,694,868
270530645,488.0,174.0,264.0,579.0,201.0,341.0,583.0,286.0,278.0,585.0,237.0,320.0,415,187,220
270530650,1839.0,633.0,1028.0,1773.0,622.0,1040.0,1804.0,901.0,837.0,1793.0,722.0,998.0,1791,681,1076
270530675,1158.1,590.9,459.9,1064.5,488.4,532.8,1090.1,689.3,388.0,1079.3,550.5,515.0,1222,579,634
270530680,1370.9,695.1,541.1,1291.5,623.6,603.2,1308.9,826.7,458.0,1300.7,678.5,591.0,1276,682,581
270530690,1638.0,869.0,621.0,1481.0,774.0,632.0,1511.0,991.0,491.0,1500.0,847.0,610.0,1562,761,778
270530695,1779.0,947.0,674.0,1588.0,781.0,713.0,1613.0,1057.0,520.0,1609.0,893.0,662.0,1822,948,846
270530710,2033.0,1058.0,772.0,1820.0,934.0,786.0,1849.0,1223.0,574.0,1839.0,1041.0,741.0,1998,992,986
270530700,1394.0,781.8,506.7,1258.9,683.8,510.8,1285.2,844.5,402.9,1267.9,753.0,472.1,1267,700,554
270530715,1979.0,1057.2,728.3,1754.1,923.2,732.2,1786.8,1166.5,565.1,1777.1,1015.0,691.9,2022,1051,935
270530735,2330.9,1165.1,938.0,2081.7,997.5,992.8,2121.2,1337.3,734.5,2109.6,1110.7,934.9,2305,1146,1127
270530705,1381.1,768.9,486.0,1224.3,665.5,485.2,1236.9,827.7,371.5,1231.4,742.3,449.1,1480,786,680
270530720,1504.9,788.2,598.2,1280.1,649.0,560.6,1298.9,820.1,442.1,1293.2,699.8,544.6,1460,719,727
270530740,1482.1,893.8,462.8,1160.9,726.0,370.4,1179.1,812.9,307.9,1168.8,765.2,347.4,1761,1142,579
270530725,1265.0,620.0,533.0,1113.0,523.0,542.0,1123.0,665.0,428.0,1122.0,575.0,517.0,1213,654,545
270532100,1771.2,1057.9,559.8,1614.2,970.8,562.4,1630.5,1148.2,436.7,1625.2,1064.5,515.3,1692,1032,631
270532095,2020.9,1162.2,676.4,1861.3,1045.2,715.5,1882.9,1306.6,535.9,1876.7,1167.8,658.9,1932,1103,804
270530730,2149.0,1054.0,910.0,1921.0,919.0,920.0,1960.0,1213.0,711.0,1945.0,1022.0,876.0,2109,1025,1053
270530745,2514.5,1458.6,856.4,2248.6,1282.9,879.4,2285.2,1567.0,666.0,2271.3,1380.9,826.1,2523,1375,1126
270530750,1754.0,957.0,622.0,1538.0,828.0,621.0,1556.0,1046.0,465.0,1550.0,927.0,576.0,1821,1008,776
270530755,2236.9,1183.9,866.6,2065.1,1051.2,928.4,2093.2,1326.7,724.7,2085.1,1151.2,877.5,2262,1091,1141
270530760,1758.9,948.0,640.9,1622.7,850.0,694.4,1651.6,1102.0,514.0,1642.1,950.1,642.2,1760,925,801
270530765,2132.6,1084.5,843.1,1990.6,1010.0,900.8,2019.9,1299.3,692.2,2015.5,1121.8,850.2,2156,1065,1060
270530770,1472.0,745.0,602.0,1345.0,656.0,647.0,1375.0,877.0,483.0,1374.0,728.0,629.0,1475,643,813
270530775,2313.0,1062.0,1044.0,2100.0,888.0,1153.0,2167.0,1282.0,852.0,2151.0,1007.0,1117.0,2282,992,1277
270530780,3056.0,1598.0,1239.0,2819.0,1403.0,1317.0,2859.0,1806.0,1003.0,2855.0,1534.0,1260.0,2652,1241,1382
270530850,1751.0,968.0,625.0,1618.0,879.0,665.0,1636.0,1077.0,525.0,1629.0,963.0,625.0,1783,980,778
270530875,1888.2,1033.2,681.2,1829.7,909.8,855.0,1860.0,1222.3,609.3,1844.9,1020.8,798.6,1945,989,938
270530855,1803.0,939.0,739.0,1750.0,836.0,850.0,1798.0,1104.0,669.0,1789.0,941.0,816.0,1853,931,903
270530860,1397.5,883.3,382.3,1291.5,777.6,452.4,1314.6,968.1,322.2,1308.2,850.4,419.2,1418,818,581
270532830,2692.1,1803.9,668.3,2586.4,1732.3,700.1,2634.4,2021.5,533.5,2624.4,1885.9,651.4,2453,1684,722
270532825,1597.3,1186.3,276.2,1521.0,1087.7,372.3,1544.3,1276.6,239.2,1543.6,1167.4,336.4,1555,1055,468
270530865,1967.4,1161.1,611.7,1879.2,909.9,911.8,1913.7,1285.7,612.7,1902.2,1029.7,845.6,1949,1041,887
270530870,1696.0,1195.0,332.0,1654.0,1096.0,493.0,1681.0,1340.0,321.0,1676.0,1207.0,447.0,1656,1118,519
270530880,1776.0,1028.0,604.0,1623.0,892.0,670.0,1643.0,1138.0,481.0,1636.0,988.0,615.0,1750,916,813
270530885,1266.0,738.0,426.0,1185.0,661.0,473.0,1203.0,851.0,336.0,1203.0,739.0,443.0,1286,674,600
270530890,1655.0,949.0,545.0,1573.0,860.0,667.0,1612.0,1118.0,480.0,1603.0,947.0,634.0,1689,927,737
270530895,1565.0,969.0,438.0,1432.0,869.0,496.0,1458.0,1057.0,366.0,1450.0,945.0,470.0,1563,929,604
270530900,1480.9,800.9,565.4,1411.5,688.7,660.1,1438.2,921.2,499.3,1432.4,790.4,622.5,1510,691,800
270530905,1874.0,1102.0,606.0,1720.0,992.0,656.0,1768.0,1233.0,505.0,1761.0,1093.0,639.0,1843,1022,802
270530910,1117.5,632.4,392.4,1074.3,565.1,467.9,1095.5,746.6,334.9,1092.8,650.1,427.9,1069,551,512
270530915,1119.0,713.0,331.0,1079.0,680.0,341.0,1093.0,783.0,270.0,1086.0,734.0,317.0,1132,733,374
270530920,1812.0,1226.0,432.0,1702.0,1094.0,545.0,1726.0,1311.0,379.0,1724.0,1198.0,493.0,1803,1128,649
270530945,822.1,444.0,324.2,782.5,396.6,358.5,797.7,506.0,280.9,794.6,444.9,335.9,839,409,424
270530925,1757.0,955.1,705.4,1648.1,827.7,759.4,1683.1,1086.8,578.8,1674.9,937.7,713.6,1735,797,925
270530930,1313.5,796.6,415.6,1231.7,681.9,501.1,1259.5,872.4,369.1,1257.2,771.9,465.1,1392,759,623
270530935,2152.5,1402.2,615.3,2239.1,1400.5,723.2,2273.8,1660.5,566.3,2267.2,1528.0,675.1,1892,1188,685
270530940,1443.5,937.8,429.7,1381.9,867.5,459.8,1410.2,1019.5,363.7,1405.8,946.0,430.9,1323,798,516
270530965,1363.8,718.4,524.8,1223.5,617.3,516.6,1248.7,803.8,401.6,1238.6,670.9,509.5,1352,762,553
270532615,1809.9,1179.3,471.8,1589.5,1043.0,434.2,1606.0,1207.9,327.2,1600.7,1121.1,402.2,1845,1213,597
270532605,1386.0,912.0,371.0,1248.0,795.0,353.0,1258.0,921.0,281.0,1252.0,852.0,319.0,1404,908,474
270531950,1408.2,989.5,278.6,1311.7,962.6,267.6,1322.8,1070.2,200.3,1322.0,1029.1,235.1,1412,995,384
270530975,92.0,57.0,25.0,99.0,61.0,33.0,100.0,69.0,26.0,98.0,57.0,29.0,74,54,19
270530985,1544.0,1108.0,295.0,1538.0,1094.0,381.0,1559.0,1256.0,264.0,1555.0,1170.0,335.0,1659,1119,513
270530990,2041.4,1431.1,433.0,1953.7,1332.3,518.0,1973.1,1556.7,375.8,1964.8,1454.2,470.9,2062,1386,645
270531570,1115.0,960.0,73.0,996.0,850.0,75.0,998.0,867.0,62.0,984.0,846.0,74.0,1190,1122,58
270531000,1668.6,1231.9,332.0,1737.3,1237.7,409.0,1765.9,1447.3,284.2,1758.2,1350.8,362.1,1714,1277,421
270531005,1598.1,993.6,478.8,1479.4,924.7,487.8,1497.4,1099.3,364.1,1493.4,997.6,458.9,1651,974,653
270531010,1474.0,1073.0,300.0,1386.0,970.0,348.0,1409.0,1132.0,244.0,1409.0,1062.0,314.0,1329,945,367
270532870,1603.5,1057.1,370.2,1459.9,982.8,365.0,1479.8,1138.8,281.1,1475.9,1062.8,337.6,1538,1036,463
270531015,1845.0,1182.0,520.0,1825.0,1149.0,573.0,1856.0,1365.0,445.0,1856.0,1262.0,529.0,1875,1148,684
270531020,1807.0,1147.0,507.0,1663.0,1060.0,516.0,1686.0,1265.0,384.0,1686.0,1157.0,486.0,1879,1167,684
270531025,1789.0,1196.0,446.0,1812.0,1193.0,518.0,1834.0,1399.0,392.0,1824.0,1294.0,472.0,1808,1189,597
270532865,1965.3,1388.1,410.1,1770.7,1240.1,431.2,1807.1,1448.6,306.3,1800.7,1361.4,382.5,2025,1427,563
270531050,1793.0,466.0,1203.0,1627.0,430.0,1126.0,1643.0,636.0,967.0,1639.0,505.0,1083.0,1685,537,1127
270531065,531.0,251.0,239.0,497.0,204.0,273.0,503.0,301.0,189.0,503.0,228.0,261.0,555,245,305
270531080,366.0,105.0,232.0,329.0,89.0,223.0,335.0,135.0,190.0,332.0,107.0,214.0,350,117,224
270531110,1277.0,840.0,328.0,1160.0,762.0,320.0,1173.0,874.0,246.0,1167.0,831.0,290.0,1256,817,414
270531115,1839.0,1231.0,407.0,1688.0,1138.0,437.0,1714.0,1315.0,341.0,1705.0,1220.0,408.0,1763,1191,544
270531120,1315.0,793.0,399.0,1129.0,693.0,336.0,1136.0,781.0,286.0,1128.0,728.0,321.0,1395,867,492
270531125,1438.0,963.0,351.0,1521.0,1008.0,408.0,1535.0,1169.0,315.0,1528.0,1104.0,372.0,1219,848,345
270531130,1445.0,947.0,344.0,1299.0,862.0,344.0,1317.0,1027.0,243.0,1316.0,948.0,315.0,1420,962,440
270531135,1836.7,1130.0,523.6,1594.6,984.9,501.6,1619.6,1155.1,400.5,1617.6,1073.0,470.6,1742,1090,613
270531150,2437.0,793.0,1428.0,2135.0,684.0,1371.0,2173.0,991.0,1141.0,2170.0,791.0,1328.0,2317,813,1463
270532365,946.8,377.9,493.6,854.1,324.1,493.6,862.8,448.4,390.6,861.2,369.2,469.8,926,391,520
270531160,1124.8,527.0,507.1,950.5,452.3,436.4,973.4,601.8,342.7,963.4,512.1,423.4,1057,531,510
270532370,1774.2,756.0,824.9,1683.5,674.7,941.6,1712.6,947.2,741.3,1709.6,773.9,914.6,1599,649,931
270532355,1515.1,652.7,724.5,1439.8,526.8,857.0,1464.8,777.1,668.7,1459.8,603.9,827.9,1509,656,834
270531170,409.0,110.0,249.0,358.0,105.0,235.0,365.0,168.0,186.0,365.0,126.0,227.0,415,145,259
270531195,1367.6,612.2,627.8,1187.1,549.2,563.2,1203.5,713.4,453.5,1197.2,623.1,528.2,1458,684,758
270531190,1347.8,606.3,606.2,1151.1,537.9,544.2,1168.9,701.2,427.5,1167.6,607.7,514.2,1447,717,689
270531200,1452.6,661.2,648.9,1274.6,612.5,597.3,1289.3,777.9,482.4,1289.4,677.3,571.7,1534,752,755
270531245,2872.4,1385.2,1239.5,2781.1,1368.1,1263.0,2837.1,1729.8,1021.0,2835.1,1534.0,1202.0,1918,984,904
270531205,1030.9,450.0,473.1,927.2,420.4,448.4,945.3,559.5,357.9,946.1,486.2,425.3,1100,503,577
270531210,1047.4,483.7,465.6,875.8,399.5,427.9,887.2,530.7,329.3,887.3,447.9,408.8,1099,553,534
270531230,1468.8,643.9,674.0,1260.4,571.7,614.6,1281.4,760.2,480.2,1280.4,656.8,582.1,1560,702,840
270531225,1238.6,573.2,552.6,1048.5,482.7,518.4,1065.7,640.2,398.2,1063.9,537.8,495.4,1343,629,694
270531220,2478.7,1188.9,1077.5,2169.9,1037.8,1037.3,2205.6,1346.6,806.3,2200.7,1152.2,990.6,2348,1098,1229
270531215,2097.4,944.5,977.9,1842.8,820.9,945.0,1885.7,1107.0,738.3,1881.0,906.0,927.0,2045,908,1121
270531280,1610.0,743.0,734.5,1436.2,643.1,731.0,1455.8,857.5,569.8,1453.4,728.5,696.5,1567,699,856
270531235,1264.1,574.0,567.9,1094.2,507.3,522.0,1113.8,669.2,410.0,1111.6,577.1,497.1,1210,591,602
270531240,1594.3,790.0,668.0,1418.8,700.0,641.1,1443.7,895.7,514.4,1440.1,780.8,612.5,1331,627,679
270531290,3667.3,1810.3,1511.1,3314.7,1556.4,1623.3,3376.5,2064.5,1252.7,3364.2,1737.1,1559.7,2507,1198,1285
270531260,1600.4,798.4,642.5,1430.9,734.7,614.4,1450.8,914.9,492.8,1441.5,797.2,583.9,1620,846,742
270531255,1351.2,660.8,552.1,1157.9,582.8,509.5,1175.6,749.1,400.3,1172.4,637.8,487.5,1456,756,684
270531250,1222.6,526.9,575.4,1086.8,465.5,566.7,1098.0,620.4,454.3,1094.5,520.0,536.5,1259,558,679
